V1,VNM_A01_02,VNM_A03,VNM_B05_06,VNM_B07_08,VNM_B09,VNM_C10T12,VNM_C13T15,VNM_C16,VNM_C17_18,VNM_C19,VNM_C20,VNM_C21,VNM_C22,VNM_C23,VNM_C24,VNM_C25,VNM_C26,VNM_C27,VNM_C28,VNM_C29,VNM_C30,VNM_C31T33,VNM_D,VNM_E,VNM_F,VNM_G,VNM_H49,VNM_H50,VNM_H51,VNM_H52,VNM_H53,VNM_I,VNM_J58T60,VNM_J61,VNM_J62_63,VNM_K,VNM_L,VNM_M,VNM_N,VNM_O,VNM_P,VNM_Q,VNM_R,VNM_S,VNM_T
VNM_C23,58.6408,2.1379,4.2314,3.9861,0.0222,37.1598,4.639,1.7283,4.7142,0.1319,56.8973,19.0345,64.9021,2024.3828,41.4092,17.1323,233.6957,89.8312,1.1068,111.1388,6.3083,208.157,1.8521,5.4421,6226.6167,57.9216,8.273,5.4548,5.9622,9.0563,0.1289,18.8076,1.0963,83.1298,0.9429,17.7467,331.5673,62.1528,5.6881,25.6809,10.8306,3.1636,13.7182,36.797,0.0
VNM_C24,52.8791,3.4511,363.909,37.7264,0.0027,131.1502,6.7618,20.8959,12.8094,0.2163,34.3242,0.6785,103.7387,79.8884,2703.6217,797.0338,130.6801,1699.9202,183.8387,364.511,359.5807,368.7935,14.6161,2.1926,1954.9286,56.2681,4.2784,1.3367,9.2637,7.8925,0.0021,0.5233,1.7779,32.5829,0.0941,9.7556,62.5536,28.5279,1.6009,3.5092,1.3731,0.3193,0.7252,7.8343,0.0
VNM_C25,52.4078,15.1402,221.8635,3.9242,0.0262,35.3333,144.9098,23.7536,15.9738,0.1006,14.7666,1.1315,52.5036,41.0666,179.6079,85.7959,215.2481,163.4411,89.7707,82.904,17.4526,250.2589,14.2027,3.1648,318.5042,69.5784,14.4173,8.9405,4.7705,6.0632,0.0191,2.899,0.4788,2.492,0.4218,6.2046,11.4029,22.475,2.5512,11.76,7.0235,1.4791,1.2322,5.4563,0.0
VNM_C26,31.2576,4.5034,3.7614,1.7028,18.395,9.0722,80.2534,5.1024,7.1778,0.4894,19.8538,3.1231,12.8168,9.7054,3.0584,2.7587,34562.4362,1515.7351,197.7148,23.7769,22.9752,128.1366,14.5154,8.1436,118.7243,372.3955,13.6834,3.6808,14.1914,28.4267,1.2942,35.3933,40.7342,1967.0155,93.667,66.4919,30.6374,59.3529,64.0529,135.7484,107.7729,10.1415,12.399,226.4477,0.0
VNM_C27,112.658,33.6487,133.392,9.1077,11.9452,37.5704,122.8589,9.4969,25.6486,28.0099,15.6871,2.003,72.9438,46.49,118.4961,48.9938,2566.1501,1601.3741,242.8536,431.6248,82.1974,630.6067,399.862,28.4046,2207.963,491.8806,98.2831,18.152,5.6898,22.8475,4.9477,50.0887,20.9432,57.7679,17.7607,45.0872,46.2779,377.0425,46.4618,114.8634,114.6098,41.7391,15.0597,81.2794,0.0
VNM_C28,206.7904,0.9837,1087.4046,4.3246,0.1856,4.876,59.9678,9.1339,7.4389,0.1255,0.8202,0.5471,23.023,8.003,26.682,3.1562,10.1653,3.1876,887.8895,44.9555,15.5716,38.7963,0.3982,10.8857,228.1385,85.9303,6.3735,14.2811,0.696,4.5383,0.0009,1.5564,0.9539,2.4425,0.3656,23.1535,1.7326,34.3704,8.6059,4.3176,13.6824,17.7338,1.068,3.625,0.0
VNM_C29,5.3042,0.168,22.805,0.6412,0.0349,0.5404,1.3824,0.3262,0.1009,0.0829,0.0707,0.0393,0.5674,0.9439,0.5029,0.2401,7.5101,4.6847,0.6913,2456.4111,0.4022,2.5203,1.2718,3.4397,12.1504,5.9901,21.7449,1.0166,0.0245,2.9863,0.0145,0.2641,0.2683,0.1694,0.1377,0.5851,0.5247,1.7185,1.8066,10.3368,0.8599,0.4591,2.5721,0.3427,0.0
VNM_C30,8.1323,0.2959,0.0325,0.2273,0.004,0.671,17.4983,0.8318,2.0534,0.0148,1.0324,0.0045,0.5062,0.6422,0.3055,0.0414,0.0236,0.9001,0.5176,0.0155,904.834,0.5862,0.0738,2.7288,9.5194,77.7239,2.756,20.5928,0.0003,14.8222,0.0006,1.1046,0.1404,0.0115,0.0066,0.1823,1.1462,0.1922,20.5236,0.7604,0.1057,0.0544,0.0323,0.024,0.0
VNM_C31T33,341.2267,64.7242,342.3255,28.5191,25.6096,194.6424,433.009,63.449,59.4819,42.8981,67.7846,40.6759,96.8614,84.5573,75.5048,26.4174,441.6856,79.0572,11.2735,27.4935,164.1104,413.4911,390.8291,70.4503,360.078,512.3235,28.0271,154.1938,494.5379,288.612,3.5257,121.5503,13.6224,19.5086,14.5637,162.7516,130.8586,95.6227,51.9105,348.8563,206.5826,104.3692,38.2127,38.9833,0.0
VNM_D,493.6205,129.3081,235.3412,158.9106,28.806,383.8399,577.5161,85.6845,157.6923,51.5919,166.2341,17.0371,354.2803,728.4914,285.4889,60.6399,104.0875,88.9596,19.5437,28.0526,59.9349,222.8284,446.9072,75.5333,100.2221,992.8607,14.9907,2.4532,1.8875,46.9134,4.4334,286.055,34.7539,81.8164,17.0469,170.5621,204.6488,54.6174,14.2252,107.6459,102.7445,31.2601,28.5122,59.3332,0.0
VNM_E,37.8309,6.8757,17.7286,1.407,0.1707,84.4557,65.7053,6.1699,15.9624,53.5515,8.3268,4.1068,25.7687,41.6535,15.4715,5.0443,10.7264,10.913,2.8421,3.5232,4.4815,24.7308,13.9662,162.6006,44.3906,91.0333,3.714,1.4511,0.1882,5.1905,0.1124,53.1975,3.3365,2.55,1.4598,6.7684,49.1066,6.3425,8.5699,24.2216,28.7983,15.5493,5.0539,20.4002,0.0
VNM_F,203.0313,15.533,132.5503,6.171,0.0439,13.6529,92.7551,4.7424,7.029,1.6781,14.4969,1.2827,12.2468,7.1808,4.771,3.1022,7.0417,4.2271,3.3716,0.9438,0.9014,61.746,29.7716,7.1548,2317.3784,395.7107,69.0193,2.3618,1.2602,19.5029,0.0407,50.2829,4.8749,28.4721,1.1995,14.0982,1380.17,37.5105,17.0999,148.8195,175.892,27.8409,27.7602,14.2493,0.0
VNM_G,1493.366,811.5953,247.6647,31.0679,7.155,3947.1912,1246.8628,185.7961,297.7328,165.0252,365.2689,94.2542,594.5718,410.6832,172.1158,64.6453,2466.7047,495.7541,89.5722,245.3648,150.2551,532.9867,89.9901,25.5642,1188.1251,395.4138,194.072,12.9626,8.3689,112.6463,5.6317,368.8186,47.312,143.9259,11.9971,48.1142,92.047,115.6456,30.615,123.7048,90.2642,130.9162,84.3303,58.1465,0.0
VNM_H49,463.0786,212.9434,205.9103,15.8337,1.9858,916.3177,365.5477,68.9548,94.3019,169.7828,184.9844,30.6142,164.5232,191.2546,132.2917,43.2515,440.1807,188.1695,66.077,83.4594,58.5779,189.0039,43.703,8.3465,437.7838,119.9134,73.84,23.6962,21.322,15.5359,1.6222,103.3188,10.6747,28.5429,3.7737,18.3008,27.1107,39.6002,13.9782,33.3944,28.2503,42.2688,17.0445,16.2366,0.0
VNM_H50,152.4818,59.9117,56.7509,6.0061,0.7114,271.9335,198.9176,28.4392,38.9855,48.6553,92.5745,9.2727,74.0574,64.2332,36.8019,11.9984,166.2292,75.8617,15.8714,39.4486,14.3854,74.9525,16.7082,2.9733,148.1687,43.5557,16.2975,34.1203,4.6682,3.5208,0.432,34.9583,4.6775,11.9329,0.9653,6.3335,9.8524,10.926,11.1557,13.368,9.6188,11.883,9.5083,6.1715,0.0
VNM_H51,102.0841,34.1634,98.0983,5.2595,1.0354,104.2225,99.8651,14.8857,20.0716,53.8121,49.9378,10.1643,34.5631,30.0407,39.9025,13.4096,108.8074,49.5535,24.0786,24.5749,12.9887,45.1098,7.3561,3.0179,89.2593,59.9725,31.0427,10.2312,12.5221,7.318,0.5437,26.083,3.711,6.933,4.0017,15.4383,11.2463,20.0591,11.0245,19.3957,12.3101,14.8093,3.1918,4.5915,0.0
VNM_H52,157.4231,33.6276,20.6834,9.6605,0.1816,207.1693,223.7399,51.0861,52.8874,14.8706,79.108,3.065,56.8296,47.5818,21.357,13.3225,64.0624,54.049,14.8768,30.2222,93.8398,118.6759,14.0195,1.9428,91.6071,622.1381,313.8293,344.1805,186.5571,767.4741,9.6894,15.1618,3.0805,5.8863,2.4344,2.3792,4.1233,6.6582,5.6013,2.8461,5.0235,2.4281,2.6097,5.8988,0.0
VNM_H53,6.8598,0.2055,1.4374,0.6935,0.4594,2.9881,20.2469,1.8696,2.1694,0.1236,1.6093,0.6819,6.1364,2.1449,0.8006,1.11,1.1256,2.3964,0.6064,0.6505,0.4924,8.5485,0.9384,0.8458,5.3882,97.705,1.853,0.329,0.1111,2.3544,22.2077,6.8684,3.7083,3.9315,2.3821,31.5104,7.677,18.2679,15.5269,28.4595,11.1128,0.7392,1.5496,2.019,0.0
VNM_I,256.1648,18.1025,49.1903,5.8775,14.6819,66.7919,110.0861,17.8707,32.3374,5.7548,18.0059,17.3981,42.6779,42.0406,12.6771,11.7375,59.0809,19.7834,9.1818,7.9586,17.4356,57.328,26.3826,8.7805,180.3761,619.6204,50.9889,11.4836,3.9557,22.5188,7.6179,85.8941,42.8464,9.4732,41.9848,290.788,99.1521,189.3649,242.7786,442.7132,163.5466,15.2337,46.6531,37.1153,0.0
VNM_J58T60,4.3053,0.2361,1.2027,0.258,0.0231,8.4756,2.9717,0.3451,12.1058,0.1387,17.3871,0.7453,4.2157,6.442,0.4965,0.6051,3.454,0.7136,0.1655,0.3346,0.1136,1.8455,0.4256,0.4571,3.3291,92.9887,1.4199,3.6767,0.1925,0.5906,0.1791,3.7083,180.5626,6.2409,4.9806,20.501,4.2019,344.0705,1.8615,45.6663,45.8859,1.7484,89.3905,4.053,0.0
VNM_J61,107.044,6.8825,44.7553,2.4026,8.1367,14.8345,38.0127,6.0553,11.9304,2.2578,7.2459,2.7712,13.1376,10.8203,4.4901,4.0764,17.3864,9.9235,2.8508,5.1279,7.9632,16.5524,10.1881,4.8216,39.6644,321.0589,22.7882,4.2351,4.4123,11.9121,9.8908,34.9379,12.638,863.4832,97.8126,146.0086,49.7651,97.1275,24.032,84.0298,50.1177,5.9995,8.7825,14.664,0.0
VNM_J62_63,3.4741,0.2489,0.4922,0.067,5.4812,2.6225,5.7255,0.5792,3.6296,0.0569,4.8624,1.0813,3.1822,1.1763,1.4142,0.7787,24.1048,1.7411,1.1647,8.6724,2.4667,2.2769,0.9503,0.9649,5.2286,63.1892,2.0968,0.1633,2.6542,3.4085,0.3148,3.5638,4.479,417.5618,239.9522,76.686,10.6465,36.2058,13.8731,43.074,19.9466,1.2683,2.098,1.3482,0.0
VNM_K,315.3575,25.3555,401.5082,13.621,1.312,128.2209,434.4629,69.6304,240.3945,72.8678,201.7466,16.6808,162.5288,111.6317,50.3732,38.021,80.6072,81.0096,37.1498,19.1481,279.6564,174.8137,26.7169,14.3402,458.6352,1950.632,118.3855,66.5514,93.1237,27.6796,5.7231,341.0788,13.0303,15.6672,15.7084,4921.6441,227.5475,81.0524,68.6062,73.6148,67.6179,10.7298,17.2025,39.1427,0.0
VNM_L,64.4648,4.6166,9.0402,0.8215,0.339,13.6888,31.816,4.8376,17.5205,0.3044,10.5636,2.0644,15.2929,9.7551,1.738,2.9443,5.2157,9.3454,4.6666,6.9859,0.6097,24.1222,2.0797,4.4717,33.7831,942.0746,14.3507,4.2137,5.0142,21.4366,8.4423,136.2677,8.2587,6.2368,34.1246,296.6244,317.5432,96.6531,18.9003,45.3881,228.5657,2.0886,12.0498,38.9474,0.0
VNM_M,148.9241,8.6343,158.0779,123.5812,72.7079,276.5759,68.7571,14.6755,100.996,0.8987,232.0528,51.281,53.0448,58.391,21.9866,18.7242,119.1225,53.2277,7.0439,119.7528,27.794,63.1404,11.0324,15.5915,240.5348,1043.7871,23.0703,15.4461,40.5976,34.7952,4.7341,129.4782,51.2511,48.8289,38.6625,426.2305,311.59,839.5341,92.3993,141.757,150.7287,4.6988,17.1127,22.1044,0.0
VNM_N,40.7922,2.0753,34.2396,1.0719,0.1494,27.2757,82.6201,5.0322,7.9993,1.295,7.9306,1.6532,27.7497,12.1562,4.6073,4.6674,19.2344,17.5856,2.0876,2.555,1.1934,20.3633,3.9345,2.1311,102.4325,261.2942,48.5818,8.4006,71.0142,146.3617,2.2896,18.5833,12.3205,9.4182,7.449,36.1946,120.4373,63.7924,62.8192,27.6985,36.107,12.6477,9.8898,2.1813,0.0
VNM_O,18.8647,0.1847,1.3179,1.082,0.0175,15.2848,19.4466,3.1501,1.5528,0.1552,3.5265,2.212,15.0555,3.7087,0.4809,3.7826,6.5366,3.4098,1.6803,5.5284,0.0641,2.8068,1.6997,0.4507,189.7371,116.309,3.0663,0.2534,0.8297,9.1763,0.2451,4.1456,1.8153,0.1527,10.0772,15.0063,27.1624,18.9677,3.4292,58.1882,14.7167,2.1646,2.3903,3.1782,0.0
VNM_P,6.0872,0.2562,75.9717,1.9777,5.0351,2.3719,4.6259,0.8637,1.5142,0.1404,1.6206,1.0084,4.0008,2.1159,0.2928,1.3728,8.5104,1.6327,0.2687,0.4525,0.089,4.7717,5.6195,0.1614,5.6577,54.2519,2.6225,0.0474,4.0651,1.7106,0.06,2.0626,5.0392,11.0803,11.8676,25.1496,16.1678,15.8604,10.8048,39.8861,171.6456,3.1544,3.8353,2.2098,0.0
VNM_Q,2.8771,0.0554,0.0127,0.1658,0.0,1.5851,3.5187,0.3963,0.2886,0.0636,1.085,0.5047,1.7709,0.8638,0.4592,0.3426,0.011,1.22,0.0316,0.2845,0.2153,1.4415,3.0657,0.2541,3.686,7.665,1.2577,0.2405,1.3142,0.5453,0.2397,0.7147,0.343,0.1908,0.4495,8.2795,2.2001,1.7345,1.081,12.8183,10.3076,20.6442,3.0213,0.9101,0.0
VNM_R,0.5058,0.0003,0.0008,0.0011,0.1796,0.2703,0.2499,0.0276,0.1722,0.0,0.7712,0.0001,0.2887,0.0415,0.0057,0.0331,0.3348,0.0481,0.003,0.1241,0.0019,0.349,0.0303,0.0356,1.2079,2.8696,0.0992,0.2434,0.2648,0.0968,0.0835,1.4847,3.9017,1.3257,0.3536,0.4685,4.9318,75.0269,1.329,18.1161,9.795,0.136,287.0284,6.1924,0.0
VNM_S,9.93,0.8126,0.1578,0.5393,0.0006,1.9155,6.0269,0.9971,2.0493,0.7672,0.9645,0.1814,4.8453,2.5013,0.6299,0.9496,11.2502,3.5878,0.5831,0.3135,0.1208,3.9552,1.0795,1.5041,6.2601,60.2641,1.9349,0.4334,0.3881,1.8851,1.0155,33.6311,2.3523,0.8763,3.4746,8.7759,14.4862,71.0962,4.5283,46.595,22.9454,4.4752,3.2665,12.5159,0.0
VNM_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
