V1,MEX_A01_02,MEX_A03,MEX_B05_06,MEX_B07_08,MEX_B09,MEX_C10T12,MEX_C13T15,MEX_C16,MEX_C17_18,MEX_C19,MEX_C20,MEX_C21,MEX_C22,MEX_C23,MEX_C24,MEX_C25,MEX_C26,MEX_C27,MEX_C28,MEX_C29,MEX_C30,MEX_C31T33,MEX_D,MEX_E,MEX_F,MEX_G,MEX_H49,MEX_H50,MEX_H51,MEX_H52,MEX_H53,MEX_I,MEX_J58T60,MEX_J61,MEX_J62_63,MEX_K,MEX_L,MEX_M,MEX_N,MEX_O,MEX_P,MEX_Q,MEX_R,MEX_S,MEX_T
MEX_C20,1451.447,5.0052,984.6579,260.0102,42.2109,1568.7763,487.0355,83.4632,548.9235,987.9479,4779.8531,945.7706,2824.496,491.4703,283.0421,238.8324,328.9426,433.7128,123.8486,1414.8913,16.763,448.2371,434.7997,69.0517,342.8216,350.5547,658.669,4.4094,4.6001,50.8057,6.9323,322.0487,80.2958,10.6475,5.0629,15.0595,201.679,223.2105,333.1239,264.8857,95.1482,486.5711,89.7745,102.637,0.0
MEX_C21,108.0151,0.2159,7.5619,2.278,1.2216,144.4802,5.3629,2.8965,6.8667,6.6549,39.9824,1373.3572,20.178,5.5467,2.1661,5.0014,12.2445,3.5284,7.1478,12.1037,0.1704,87.1674,2.6167,0.5132,5.6877,17.8833,5.7296,0.1103,0.9056,5.1967,0.2472,4.4608,1.3988,0.9262,0.2667,13.6553,12.5739,61.8432,17.2214,186.1735,10.7908,2094.806,5.9399,8.2727,0.0
MEX_C22,88.1406,0.2561,9.1224,4.1331,10.675,809.2965,152.7998,6.3471,171.1926,16.0478,172.3457,30.7123,311.6837,58.6996,29.7323,132.6266,603.0712,291.4191,156.9503,3958.2529,52.4495,437.9363,8.0775,29.7938,877.239,1396.1199,291.0461,4.7881,76.31,79.4784,15.8004,190.3469,2.8296,2.2997,0.4427,11.7195,14.7403,9.2601,39.1057,80.9532,8.2978,143.8343,21.3359,36.1023,0.0
MEX_C23,46.8826,8.1345,15.2209,26.9223,122.5541,896.2305,9.9336,2.0702,10.0134,20.647,124.6319,7.8232,97.1194,2011.6268,79.7991,126.9494,124.2671,156.5178,47.8061,1844.8399,8.1029,92.1496,22.8166,17.6128,7201.1827,239.5167,50.2142,0.527,5.2821,13.475,1.0574,176.8806,1.8572,1.9388,0.963,8.4428,22.4008,18.7225,18.527,49.3422,5.2029,40.9472,2.9606,14.7414,0.0
MEX_C24,69.6173,0.4926,28.6333,17.6868,47.4451,43.7923,11.5918,2.1703,30.7985,15.4954,28.7631,4.3984,77.0009,91.7677,3940.2996,3627.8288,550.7898,2259.2867,1594.2213,6395.5587,497.911,503.9266,46.7492,20.8624,2520.4079,197.4408,18.1541,1.4812,25.869,36.5019,4.0475,28.8451,17.3723,7.5809,11.8964,19.0046,16.8017,21.283,38.084,45.2561,6.0097,10.0453,5.3556,14.4537,0.0
MEX_C25,117.4686,0.1618,161.0413,82.3344,113.2383,375.4975,29.6167,6.5646,11.6855,88.338,59.2973,2.3617,112.8463,55.9608,748.0017,1231.9993,518.9773,571.3633,551.606,4397.7368,94.2241,209.8905,20.4354,68.2616,2659.2235,269.4527,35.2523,0.665,5.6807,67.5873,1.3245,50.8042,53.2132,27.0468,1.6846,10.3184,31.0927,12.399,77.5186,51.2615,44.1755,30.7858,10.1693,40.8577,0.0
MEX_C26,15.3203,2.295,25.4644,59.4811,27.881,82.9886,44.9517,11.9568,82.2686,34.1586,72.4209,24.0276,72.0987,48.1005,115.8359,169.8692,380.6937,1024.7696,354.6894,4021.7495,55.985,718.8431,66.8909,40.8101,559.3239,545.7862,46.3785,1.4673,22.5922,530.3294,5.6732,113.6623,184.2494,1654.6209,167.1387,34.3968,148.982,174.9692,195.1709,239.3508,118.143,98.9078,24.5147,24.3945,0.0
MEX_C27,30.9838,1.7247,30.2863,48.0031,15.5719,36.9738,12.9,12.5688,7.8631,12.7724,12.468,2.4266,45.7273,20.9583,119.208,144.675,1112.8258,1116.3403,303.1813,1975.634,45.3534,130.9194,158.5851,7.2239,739.5672,198.8976,93.4759,1.3816,9.6625,19.9018,2.7618,15.9964,27.1868,85.8531,2.865,3.0168,63.6583,10.6357,18.3774,18.2586,9.6403,11.1109,3.7495,7.9168,0.0
MEX_C28,39.5174,1.5111,78.764,44.9085,44.3048,229.1878,52.6509,4.228,26.4201,30.7349,24.3037,5.3643,36.2051,33.4511,98.1246,108.4594,494.7955,198.1781,792.0667,1421.2955,47.7681,130.8873,7.2081,9.3995,479.9024,256.1028,307.9615,12.3253,10.6199,100.1223,1.5487,12.9216,8.1831,7.9176,4.5984,11.3293,9.3895,8.2088,28.2894,28.7849,5.6932,12.1044,4.8559,21.8254,0.0
MEX_C29,60.6317,1.7198,36.9473,86.2293,33.3398,240.4018,108.4407,11.5604,31.3634,14.4035,63.5417,23.4093,66.4889,73.0016,113.8538,154.7769,360.8232,376.8189,355.3828,12872.1341,161.5937,215.7254,48.0954,31.4872,867.2142,881.1838,1477.6423,3.1756,44.0573,64.2264,13.4516,79.1336,65.7495,123.9512,10.7497,5.9726,146.786,79.0573,140.3362,83.2772,31.6318,35.5755,17.8627,68.7192,0.0
MEX_C30,1.5139,21.6192,1.1056,2.0013,1.2529,6.5809,0.9755,0.15,1.7004,0.474,1.4077,0.258,2.4764,1.1704,73.1471,23.663,15.5338,30.159,11.0457,203.9521,938.5538,69.0768,0.8114,0.2881,24.8527,20.1689,85.7743,3.8504,67.9666,1.2735,8.9117,3.6774,1.5758,1.0169,0.1764,0.369,1.1097,15.745,1.4724,79.2374,0.4069,0.5191,0.3504,1.8716,0.0
MEX_C31T33,41.0923,3.9581,54.9232,92.2603,78.2887,245.4564,155.3532,16.8263,76.8154,15.025,54.7941,20.0222,70.7085,65.4093,60.5335,108.7199,575.5807,165.0595,126.9535,709.654,47.4943,410.0354,22.8441,16.0748,374.6578,231.9796,81.1633,2.7406,9.4937,29.9243,3.9006,125.1125,71.5076,56.3915,8.2883,110.7653,72.0072,163.6411,115.9392,151.1928,89.7549,414.8143,71.4693,27.7091,0.0
MEX_D,242.4533,10.1875,150.7495,747.8414,66.7891,2257.3856,610.3424,117.7339,434.3,29.5454,453.0547,112.1694,878.7341,1607.1496,1182.5998,870.5469,675.8387,530.3187,296.9106,1544.3876,93.5367,398.2705,62.6955,1013.8451,124.0058,2988.4865,196.2759,3.8165,37.4466,186.8236,17.0761,481.896,163.3267,77.8522,20.7541,248.7495,432.9708,436.5308,509.4869,1464.5604,738.119,527.8465,117.103,166.7682,0.0
MEX_E,487.1559,2.106,69.5369,56.2278,14.4993,255.6445,30.4956,3.4328,34.1523,0.802,79.1193,16.9314,37.0645,22.5374,36.965,69.5595,80.3351,72.2885,14.2131,122.0318,2.9598,34.16,11.6863,286.3211,246.4599,422.8264,55.485,2.0972,2.8082,96.3379,2.8882,196.8594,5.3558,1.1366,1.161,65.8413,190.5544,66.5347,92.36,227.98,239.2637,187.4316,25.68,34.1785,0.0
MEX_F,6.1567,2.621,38.0958,148.2535,173.3782,208.0621,23.3708,7.9814,46.7113,3.5476,43.013,25.0253,30.5678,30.5203,35.6945,56.6787,25.4276,28.3831,18.2925,162.8298,8.97,30.9558,84.6472,154.0922,7171.9712,427.9787,248.5406,15.4439,57.8509,95.4568,26.9032,237.2991,34.7889,12.4408,11.8434,163.9243,915.4119,132.2002,78.274,452.6946,228.7492,281.0737,53.6175,60.7096,0.0
MEX_G,4342.8525,216.9858,1246.2091,628.1722,453.1374,17497.1709,2078.6773,493.5782,2232.4688,5103.5632,4913.3357,1697.0785,2561.9484,1770.4736,3139.4343,2386.6085,6009.2214,2251.6268,2017.0418,12760.2674,1105.9226,1908.5502,1436.7573,240.763,7379.5964,4037.4374,5436.5271,73.1303,1030.6448,402.8228,135.0702,2021.4493,216.0902,357.5581,47.5448,302.6592,692.0329,542.5043,874.6041,1652.1518,399.3223,2137.3663,165.6214,304.3612,0.0
MEX_H49,467.0157,30.2029,168.5354,97.6302,60.9484,1997.8634,163.0718,67.1924,241.6366,905.6208,1023.154,157.5008,284.1242,382.7453,898.5787,422.0904,545.7122,342.4355,258.476,3979.5994,143.545,223.3036,205.554,30.4339,1639.158,2198.4419,1355.9727,7.1721,193.1229,93.6154,25.0553,210.1685,61.091,42.2546,15.316,49.4047,91.2936,194.2171,493.1247,467.667,175.6645,277.3593,40.9004,63.4768,0.0
MEX_H50,2.9421,0.0433,1.2958,0.6826,0.4417,10.0648,2.0838,0.3099,2.0794,5.8751,5.2012,1.3877,2.6395,1.6612,4.2649,2.7205,13.9935,3.1593,2.5399,23.6538,1.0237,2.25,1.4099,0.2246,7.2278,2.3813,5.4356,0.0325,0.8104,0.5778,0.129,1.2499,0.2549,0.7474,0.0879,0.1615,0.5032,0.5437,0.8951,1.1709,0.3593,1.5024,0.1639,0.3206,0.0
MEX_H51,32.9558,3.1803,85.4575,12.8256,7.7669,120.6836,31.0548,3.6019,28.3302,74.0535,70.0199,31.3576,44.0574,22.3233,49.1551,38.8169,238.8875,44.9866,39.3209,302.1999,17.6236,30.9344,19.5369,2.9143,115.0523,88.0939,84.9048,0.9361,18.797,9.6534,2.3113,15.5803,25.2935,11.5659,2.2048,58.2518,17.7333,49.6608,57.89,143.2931,15.6444,21.4142,3.7589,4.6191,0.0
MEX_H52,51.3145,10.2562,23.3941,9.7724,6.1397,549.3773,40.1169,8.3934,61.3627,80.4535,125.1163,158.7784,77.8601,112.8873,100.9863,80.8079,78.2828,92.2155,89.7646,566.5218,21.4721,137.5289,23.959,3.7457,122.2634,1629.8051,1312.3355,440.7885,1920.843,293.7611,60.2289,43.3973,25.4818,3.8472,16.8216,142.674,9.8207,50.9595,80.476,96.4377,49.1595,19.8314,3.7511,5.7412,0.0
MEX_H53,0.2594,0.0757,5.9606,11.3021,0.0892,60.1824,9.373,3.553,6.1619,2.6197,21.052,16.042,7.1029,13.176,18.3688,23.9403,12.3434,9.5941,37.3988,112.9728,4.5391,8.1902,0.3414,2.1054,20.2422,146.6583,27.0092,0.137,1.1531,20.1523,43.9262,23.3725,14.6099,207.2246,1.4508,272.3445,253.4434,84.7472,64.6643,78.6049,45.8893,23.8125,7.9657,13.385,0.0
MEX_I,3.996,6.2015,72.3149,16.5457,9.1144,75.8217,15.7911,29.3228,18.5543,6.9781,47.3764,42.9157,39.6405,15.5284,55.6999,92.825,114.0636,33.4062,91.7223,200.3906,8.7791,46.1495,1.3934,16.9919,281.5656,352.5417,574.5809,55.6596,175.9041,252.9458,53.6955,32.3461,98.9656,159.6424,28.7975,145.5816,68.1549,222.6151,284.1882,860.716,131.9589,152.0619,35.3504,57.0872,0.0
MEX_J58T60,16.7038,0.0265,23.0634,0.652,1.3072,257.2374,6.9979,0.4693,13.5124,0.2292,27.2532,74.4301,1.9919,6.9961,21.1084,14.7879,11.6475,6.6518,65.4809,97.5972,0.1379,9.8664,0.9522,5.8703,92.2958,477.6737,19.7154,0.9044,12.9141,23.5933,4.7374,56.0642,430.8588,6.0513,3.5207,85.1166,200.058,145.9705,63.8861,799.5178,108.2971,74.6272,19.1817,7.0185,0.0
MEX_J61,13.4918,3.2028,41.2673,19.938,19.3532,306.3515,64.1856,14.2233,39.3231,14.4255,57.6759,34.4779,37.1605,52.521,121.7477,114.8106,477.0885,83.5663,112.3011,549.7138,39.4686,103.2444,20.4211,12.5018,1076.2708,779.0923,261.8713,9.3055,172.7845,93.3354,15.2063,104.1465,88.7608,548.5517,30.4356,515.7691,479.4827,355.0627,327.0393,1052.1789,218.752,213.4889,33.3128,99.9969,0.0
MEX_J62_63,0.0612,0.0136,26.499,13.425,0.0924,28.0152,2.6751,0.8825,2.9562,0.4332,6.679,0.2494,1.8655,3.3141,15.3222,6.2792,15.492,4.8148,21.6572,62.8512,1.223,4.2252,0.5218,6.2282,22.3593,61.6031,27.7153,0.1386,5.0627,5.5646,0.9613,16.5453,13.5996,55.6613,14.2314,265.5376,36.0134,18.8107,5.8017,171.6342,39.6238,49.668,7.5334,6.4802,0.0
MEX_K,292.7901,21.8798,71.727,144.9071,47.8153,641.1002,193.4785,11.1646,97.8082,128.9038,288.8368,89.3017,128.0595,101.0527,191.5923,262.642,563.1355,129.0543,190.6336,890.6434,60.3589,98.0445,116.7362,54.7177,1424.9291,2486.9865,351.6843,12.8387,81.7783,73.2106,7.4848,328.2794,53.387,457.3146,69.9824,3828.353,2412.429,1309.3158,334.385,1524.3857,145.4158,214.3173,130.5627,27.8369,0.0
MEX_L,2.4579,2.3525,157.3035,16.9308,18.9457,657.8327,176.2507,14.4502,108.827,6.7482,93.1567,74.255,132.1262,121.1609,104.1003,174.7364,275.4021,129.2735,128.5149,479.0311,24.2515,535.7098,8.9945,10.5379,482.9998,3301.9581,463.6482,52.7976,105.6886,588.2813,39.4856,326.3197,579.119,905.9976,172.6514,1632.6538,2865.9399,1006.3653,727.6708,1412.3955,319.4581,526.0888,224.1909,668.1097,0.0
MEX_M,23.2738,17.9931,1829.6751,310.0738,294.0373,1383.9893,108.6625,25.3201,129.4833,619.7113,619.7693,134.5595,130.3777,183.8847,373.5124,192.0989,496.9932,205.628,374.5532,1317.5456,29.6944,146.0295,124.1625,46.0107,1446.769,5343.1993,488.5458,22.4057,113.6773,224.1935,52.193,613.3855,563.2719,498.0416,83.9653,5013.4292,1187.4322,744.5527,1461.9888,3333.4028,404.0886,618.0246,192.898,143.0275,0.0
MEX_N,50.4427,60.0018,357.9946,701.3459,332.7734,2796.9356,558.0235,42.1703,444.0294,179.9052,910.6727,921.3142,990.0879,950.4862,499.9216,783.6565,1113.5607,769.7333,439.5208,3979.1356,228.9703,314.5343,122.9996,87.5231,1436.0717,8603.5717,1648.3392,315.8494,797.9468,1027.3225,246.2132,1580.0147,1176.0067,566.0085,448.9946,5749.643,545.3535,1580.7177,1430.1625,1564.8989,637.0587,945.7165,785.463,215.1967,0.0
MEX_O,0.0,0.0052,0.0003,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3597,0.0153,0.0,3.6675,62.7063,0.0025,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,17.9997,0.0059,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0
MEX_P,0.0935,0.009,0.3473,0.163,0.1707,2.9134,0.1959,0.0144,0.084,0.3113,0.2641,0.1056,2.8773,0.4801,0.3691,0.2148,0.1967,5.8964,3.4973,8.3548,0.4758,0.18,4.2458,0.0671,2.9856,5.3866,27.6083,0.037,0.7269,0.1478,0.129,0.383,0.2428,0.1659,0.0579,13.6655,0.7068,5.8263,0.6608,165.3832,62.7478,8.0102,1.109,0.5613,0.0
MEX_Q,0.0124,0.0101,0.6033,0.3369,0.3547,0.5738,0.0571,0.0454,0.0878,0.0654,0.1747,0.1142,0.0914,0.0636,0.1731,0.1398,0.2062,0.0697,0.1704,0.6386,0.0235,6.2521,0.1461,0.1914,8.748,0.9825,0.7801,0.0808,0.1762,0.1815,0.0428,0.4327,0.1203,0.0291,0.0347,0.5188,1.1392,0.3457,0.4678,1.1838,0.4063,191.6982,0.1192,0.185,0.0
MEX_R,0.722,0.0469,1.3651,1.8111,7.7467,7.2306,0.8913,0.1162,1.0919,0.107,2.1413,0.8492,1.0853,1.2226,0.7078,1.5158,2.3538,1.088,2.7784,7.4879,0.2252,0.9836,0.1535,0.299,15.359,23.6668,3.6691,0.5791,7.2929,1.3899,1.3745,85.3293,80.1634,1.7179,1.1025,4.9177,1.898,4.1442,2.8125,58.6977,13.9362,3.7545,73.0993,19.0389,0.0
MEX_S,0.2495,0.0042,0.5056,0.7872,1.3489,25.3521,2.021,0.9684,7.7739,0.2294,21.4484,1.0016,8.1899,11.4686,1.7934,12.7679,5.3008,12.2679,3.7115,3.7855,0.4555,2.2969,5.9898,0.4669,15.9603,19.7385,11.0102,0.0191,3.9895,6.8222,1.1543,19.7186,4.9864,8.4873,6.7744,36.6611,23.0889,17.4413,68.3511,197.5213,23.491,124.3759,10.4396,16.9205,0.0
MEX_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
