V1,POL_A01_02,POL_A03,POL_B05_06,POL_B07_08,POL_B09,POL_C10T12,POL_C13T15,POL_C16,POL_C17_18,POL_C19,POL_C20,POL_C21,POL_C22,POL_C23,POL_C24,POL_C25,POL_C26,POL_C27,POL_C28,POL_C29,POL_C30,POL_C31T33,POL_D,POL_E,POL_F,POL_G,POL_H49,POL_H50,POL_H51,POL_H52,POL_H53,POL_I,POL_J58T60,POL_J61,POL_J62_63,POL_K,POL_L,POL_M,POL_N,POL_O,POL_P,POL_Q,POL_R,POL_S,POL_T
POL_C31T33,143.9006,7.2813,182.0564,203.6083,0.0838,300.0621,47.5041,184.274,136.4548,93.6805,118.6289,52.8653,205.8938,173.0152,261.7602,478.8706,63.4454,294.7014,280.8958,326.8429,142.9592,1115.1596,326.1996,71.4167,979.3726,597.8416,207.0507,32.1726,174.171,131.5478,12.8296,87.6925,39.1507,61.9033,89.8232,62.9093,133.4448,193.141,174.7438,161.5117,164.1293,724.1279,181.7974,91.1281,0.0
POL_D,608.077,1.8503,188.2078,217.9989,66.2855,955.0387,143.7816,246.4903,314.1298,89.1736,432.5123,57.873,529.199,586.5824,1121.8001,446.3719,52.5312,156.5417,187.2238,312.5548,62.3784,276.3452,1229.7378,398.1325,557.3029,1332.446,707.5311,1.6261,7.8456,652.7643,43.5961,328.6016,63.4764,181.7163,62.3248,209.4433,4963.0934,267.5774,122.92,378.3438,614.2011,603.3641,285.9688,100.6866,0.0
POL_E,81.4058,0.3065,65.7589,47.2538,0.2214,299.2093,75.8832,31.0616,136.807,46.5553,100.608,29.9621,101.3411,254.6522,427.6366,401.2147,25.8662,72.3791,79.6099,96.2849,32.3892,83.7598,164.624,1347.0373,415.6761,612.251,305.7073,1.8754,6.0749,121.1558,7.2613,154.7002,18.9573,31.3517,46.1313,48.5484,2031.5302,147.3834,285.4682,105.2796,87.7467,203.2146,75.4082,71.8172,0.0
POL_F,286.4363,1.0882,80.2891,121.8494,0.0756,406.6119,64.8288,166.0419,157.3372,68.8241,202.2408,24.1268,273.0377,325.3705,126.5413,738.3745,49.9728,447.505,268.2493,332.0958,93.9899,554.1863,3644.7097,294.0424,22125.124,2760.9,114.9835,3.928,21.8567,408.1297,23.6293,277.0461,20.3595,303.6281,93.6265,126.5746,4409.6367,2037.9015,406.083,2158.2305,574.8244,514.6884,202.9887,176.9732,0.0
POL_G,2961.0573,10.6771,146.8358,181.2522,7.3114,8349.1742,835.3575,809.4521,952.3494,894.969,1054.7859,347.0282,1755.9758,848.4108,742.1342,1490.5383,638.8814,879.7918,636.4496,2765.5547,264.5541,1656.5041,703.4879,336.422,4160.671,4378.5191,3453.3792,21.5052,116.8564,626.7997,68.1359,1204.4835,258.8726,426.3439,347.123,698.085,704.848,1450.3358,791.5681,514.4416,339.3651,976.3661,204.1198,373.4838,0.0
POL_H49,710.7147,1.3948,189.0344,239.1224,1.5078,1614.269,145.6988,635.3545,655.7299,623.6697,739.331,49.2039,572.2906,906.4613,654.0425,758.4687,151.1711,291.9602,239.3367,437.334,75.2159,546.0134,732.5203,419.9367,1392.3054,4272.2764,2631.4189,9.3861,39.6938,2444.5157,258.9497,163.0257,49.8218,53.3325,71.2378,150.7283,215.7916,294.431,1537.2441,318.2787,244.4964,273.5927,71.0501,144.727,0.0
POL_H50,4.7871,0.0153,0.534,0.0355,0.1107,10.5458,0.7477,0.021,0.1252,4.4541,0.0191,0.1941,2.2953,0.0214,0.4899,0.8666,0.7587,0.5663,0.3408,4.2723,0.393,0.7553,4.166,0.0396,6.3042,0.7274,1.3161,0.0104,0.0122,0.011,0.0113,1.3156,0.1693,0.5524,0.0344,0.2162,0.3738,0.0937,0.0599,0.2587,0.2007,1.4396,0.0374,0.4436,0.0
POL_H51,13.8059,0.1113,1.6964,5.1264,0.155,31.8675,4.7747,5.6563,9.4356,20.0842,13.2525,1.7781,12.3036,8.1125,16.3555,14.7933,7.0673,7.7206,6.7538,20.3896,2.3071,15.0932,9.5998,2.3489,24.0588,35.0156,15.9007,0.3821,5.4359,45.001,6.6489,3.6468,1.1697,0.9491,2.5971,5.9656,3.8181,6.3814,147.7517,2.9951,1.9105,4.2152,1.6991,2.2559,0.0
POL_H52,147.2698,0.8484,77.1747,164.447,0.1973,739.2819,51.6078,46.3004,148.9851,269.3028,186.1066,28.7061,155.1593,228.9979,451.4083,132.1127,36.9853,166.1544,75.0922,170.4785,41.4632,70.6952,241.0589,110.4742,372.48,3733.943,1093.0769,115.8734,415.224,2489.4496,71.0772,42.3463,38.4867,42.5245,2.0528,41.0582,115.1828,161.6705,247.2824,48.1868,26.2558,52.4974,25.4568,56.6424,0.0
POL_H53,7.5739,0.0437,5.7986,13.0555,0.0,42.1838,3.7958,2.0031,10.3157,10.4161,9.7116,2.5472,7.3759,10.0585,36.3139,7.657,2.4204,9.9197,4.9563,7.9219,3.0496,63.3028,29.58,10.9042,29.429,200.8055,22.7483,1.6064,6.7988,138.233,79.5725,6.5312,7.9424,12.7277,34.5176,22.3051,8.8005,26.5852,30.8261,11.2355,7.1915,14.2583,3.3632,12.7345,0.0
POL_I,13.9838,0.0594,22.5157,8.9849,0.0086,83.479,14.3841,7.223,20.5411,8.8772,16.412,9.5267,25.9335,21.6984,7.3381,35.9513,4.7719,38.4808,26.7336,27.6867,10.5556,49.3995,14.3505,16.8362,301.3029,388.0518,228.5566,7.7003,86.3083,60.7312,6.0839,219.6911,25.8262,15.1705,71.6478,86.8904,26.1418,172.8052,416.687,62.33,81.7304,228.4276,79.7508,14.3423,0.0
POL_J58T60,19.854,0.1165,7.6346,5.0431,0.0132,126.2902,14.568,7.4291,59.8556,10.2867,54.6525,119.2084,21.6519,19.319,8.8836,29.5293,4.0225,21.8147,17.2488,34.7146,14.4381,28.902,15.2822,17.1798,41.174,437.3845,52.5192,1.808,8.8047,22.2629,5.3116,64.2537,1542.6653,131.6557,114.644,154.1217,87.4584,424.3812,66.8543,61.4527,72.5409,68.2568,62.13,62.0787,0.0
POL_J61,26.6563,0.284,5.524,5.1723,0.0413,90.1463,26.4726,24.037,19.7011,9.0753,83.8267,9.0183,30.1205,26.0822,11.0992,110.697,6.7011,24.0932,26.2244,77.5335,9.5514,71.8717,39.2034,29.8446,116.9909,442.7405,254.6278,2.5181,13.8117,247.6671,32.9135,32.4315,95.8074,620.3728,181.9979,548.2553,98.3392,161.324,102.7404,122.6417,52.8452,195.5634,38.6436,98.053,0.0
POL_J62_63,27.0096,0.1804,24.156,7.467,0.0305,186.7272,18.1479,22.3772,115.8029,39.6598,77.9936,44.484,86.0314,39.0938,50.7594,85.8417,52.8862,73.3126,31.8486,86.6591,24.0009,63.3459,125.8432,15.8358,147.4482,1098.407,65.8104,6.8151,15.1567,62.4325,85.6987,41.3224,414.4469,530.8756,1931.983,997.7508,255.9113,703.0574,84.0784,84.5829,136.7014,89.3012,52.6743,60.4933,0.0
POL_K,502.4172,1.6448,67.7754,50.349,0.1724,540.3964,91.325,105.4017,164.3548,126.9627,131.638,48.6826,200.6773,139.2684,180.5258,306.1912,79.7221,127.2046,127.5865,269.2012,68.2964,237.9607,206.6348,141.3327,716.9068,1631.3478,751.7108,16.9008,97.7321,430.0077,31.0716,114.0334,137.8183,263.9111,187.1698,4507.9287,982.3618,566.1221,431.4269,223.7023,259.7221,378.3931,187.4359,162.225,0.0
POL_L,68.766,1.0501,6.5372,13.3502,0.338,213.4037,52.4326,79.8517,64.6608,24.4988,61.8018,20.5697,71.8621,63.6874,32.7865,114.893,16.5628,63.7208,49.7082,66.7096,34.7045,235.6317,150.3261,93.6206,420.0908,2937.2988,119.9396,2.2853,11.2156,279.2602,20.7117,346.0474,89.5929,247.5967,198.7827,774.5521,1062.6951,589.9033,391.1511,133.3395,260.6772,1223.1772,268.3452,177.9141,0.0
POL_M,300.2241,1.0462,80.1569,80.0527,0.0797,1051.9002,178.9875,128.3719,381.9673,128.1687,364.2092,427.9852,389.4303,278.2388,419.8334,746.6713,104.8238,443.2978,356.3203,576.5657,225.1841,465.6918,511.041,153.672,1101.1303,4458.6891,555.1778,10.4682,48.9456,341.8932,29.0333,244.8111,351.2651,848.7764,613.4699,888.8339,591.4332,5422.0897,651.9637,186.552,301.1432,567.7323,183.432,128.3102,0.0
POL_N,93.8349,1.4443,61.474,54.3047,0.0221,733.0065,87.4022,107.3669,238.998,92.396,189.6133,271.9041,281.0666,191.3436,162.7698,283.6264,167.7498,158.9066,119.862,301.0548,51.3157,266.2777,439.5515,187.3361,768.7693,2307.6447,741.165,18.6874,104.793,509.6302,44.8201,186.6998,210.0546,836.6032,452.8978,531.5323,487.1904,1017.3379,1930.2257,118.954,241.4963,458.6417,322.6217,277.5803,0.0
POL_O,26.2923,0.0215,12.8764,15.175,0.0,63.2493,22.6196,14.3541,27.6696,5.4163,15.4174,5.8266,25.3348,21.1347,22.3221,19.8594,24.6511,28.4298,21.1112,22.5445,13.1258,39.6692,45.8365,32.1131,22.8917,305.9073,77.8438,1.8319,6.7956,39.4064,4.7377,37.4438,27.2924,23.8261,46.7905,52.2878,28.6872,145.773,65.1109,52.2864,21.0013,38.7849,13.7774,19.4048,0.0
POL_P,6.5977,0.0619,1.4868,2.9456,0.0013,28.4502,3.9925,2.4694,11.97,3.8819,15.8868,5.9549,10.6968,8.888,5.6269,14.169,4.1382,20.87,11.8126,21.5688,5.2513,10.7527,9.1408,8.0381,41.7946,131.569,14.2456,0.1943,1.0834,12.9431,1.3611,19.8156,5.031,20.9844,36.1766,48.9424,12.2467,240.3551,44.973,14.4713,968.9333,28.685,28.7191,8.8372,0.0
POL_Q,31.5548,0.1437,2.6905,3.2283,0.0086,66.3592,7.6803,5.0356,9.6041,3.3368,8.9987,7.3591,12.1509,7.8311,16.9545,17.297,3.2405,15.1814,11.0467,14.9651,4.5254,16.0131,18.5861,8.7247,37.9058,128.5796,23.9812,0.3831,2.0997,24.4027,2.0507,31.8628,5.6948,14.4816,32.9354,25.3857,18.1635,105.2149,35.4834,57.8827,28.0907,4420.9752,19.4156,7.9346,0.0
POL_R,5.4478,0.037,3.4076,0.7489,0.004,22.7957,2.7925,1.7348,7.1312,1.1263,4.5392,2.8451,4.6784,3.6344,2.0593,6.2429,1.3669,3.6543,2.8353,4.0082,4.9563,5.3785,3.5039,3.2014,15.8298,39.9732,7.567,0.2579,0.9264,4.1565,0.5011,18.1749,16.0584,3.1073,12.5172,11.4666,10.8817,32.3161,21.2306,15.397,15.8553,15.3465,1064.4976,43.0374,0.0
POL_S,54.7939,0.1896,14.1922,10.0209,0.0118,158.5404,26.6091,31.1133,42.8374,46.4029,19.9473,7.7736,48.8065,53.8998,16.4061,47.2419,14.3594,32.4071,29.3708,25.1454,7.8006,72.0075,22.8794,27.6235,88.5545,560.4771,44.7981,0.5714,2.5615,25.0216,2.7527,63.5997,37.4947,78.7423,81.0202,46.6499,39.6959,111.2818,40.6106,10.1045,28.5122,201.9735,40.2258,75.363,0.0
POL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
