V1,FRA_A01_02,FRA_A03,FRA_B05_06,FRA_B07_08,FRA_B09,FRA_C10T12,FRA_C13T15,FRA_C16,FRA_C17_18,FRA_C19,FRA_C20,FRA_C21,FRA_C22,FRA_C23,FRA_C24,FRA_C25,FRA_C26,FRA_C27,FRA_C28,FRA_C29,FRA_C30,FRA_C31T33,FRA_D,FRA_E,FRA_F,FRA_G,FRA_H49,FRA_H50,FRA_H51,FRA_H52,FRA_H53,FRA_I,FRA_J58T60,FRA_J61,FRA_J62_63,FRA_K,FRA_L,FRA_M,FRA_N,FRA_O,FRA_P,FRA_Q,FRA_R,FRA_S,FRA_T
FRA_C20,2388.1375,109.0106,1.0094,51.2734,0.5563,675.2247,346.3557,18.837,629.3974,249.5447,5771.7272,1049.5184,3560.258,167.8049,241.4171,555.3822,91.6604,277.8107,243.6014,531.1272,171.3628,565.0739,1485.1424,86.0571,1235.655,739.4807,26.8708,29.0063,10.1524,30.1848,7.7206,118.5734,284.1642,48.55,78.803,18.6205,439.3637,457.2605,252.4043,144.772,101.402,395.2646,141.8679,86.9652,0.0
FRA_C21,261.9387,13.464,0.0337,4.8307,0.0039,35.9414,0.9165,0.0841,0.2024,0.6157,85.8283,1170.4449,2.0029,0.2735,0.2612,0.1646,0.179,0.2878,0.2933,0.3085,0.2962,10.6266,0.4628,0.9164,1.068,6.0023,0.4162,0.1959,0.1522,2.675,0.1853,0.6995,0.1487,0.2702,2.0343,5.044,0.2341,119.3252,23.149,42.0875,3.9782,1691.5143,1.963,3.4174,0.0
FRA_C22,228.3143,11.9913,0.0,28.5751,0.2472,1540.3915,304.0596,12.3661,241.06,323.095,784.4723,194.3995,1290.9981,117.6016,131.0204,425.091,493.9077,614.1839,695.7775,2120.1838,388.2853,1176.3202,196.8162,95.9767,2790.6325,2366.1987,238.4225,55.5787,49.4626,39.6727,73.636,33.718,261.048,258.8757,75.1444,70.7638,62.2484,497.7271,357.896,0.5807,9.228,216.9248,42.4148,108.5468,0.0
FRA_C23,207.2867,17.0762,0.0,210.4449,0.2958,631.449,20.746,13.6409,48.77,16.1213,319.0232,145.3178,102.651,2549.2194,169.9804,266.4366,251.3403,102.618,220.45,559.7509,94.6448,395.6315,221.4017,255.4168,10893.5923,762.8959,104.9311,8.4982,2.0736,56.4182,0.0,123.9478,6.4333,38.88,18.4529,0.0,146.8546,490.5924,341.4478,23.8662,167.1047,500.8612,56.188,72.0181,0.0
FRA_C24,1.0539,0.0,0.749,12.2703,0.5283,34.3023,14.0122,1.6958,14.1038,64.383,116.0372,69.5136,103.2484,311.0002,3694.487,3911.7513,288.3429,580.7474,1349.8181,1696.6698,370.89,1489.7397,28.4884,590.8887,2595.9945,120.7161,14.1615,4.7055,0.4391,25.4332,4.5661,3.8015,43.9191,3.8755,6.9946,0.0,0.0,111.0271,180.2882,1.4201,0.0,0.8024,1.4878,104.299,0.0
FRA_C25,462.9451,20.9707,2.0508,96.3129,1.0924,1236.4598,228.1323,61.9814,329.2822,326.1775,839.358,111.2922,262.7079,271.5074,1113.4151,6903.8503,934.0476,1359.4522,2916.4341,3803.3503,1131.865,3320.097,405.5362,524.4574,10620.3129,648.2312,160.468,20.8728,36.8119,248.2505,18.3508,166.0018,94.1316,243.1766,132.2485,5.6624,339.3788,446.4283,929.3392,574.7932,34.1008,393.822,92.5952,191.537,0.0
FRA_C26,0.0,0.0,0.3383,2.5673,0.0453,21.3152,4.2983,1.6843,22.9472,21.5782,34.4209,3.5788,23.3651,37.2315,51.6394,118.4621,965.6202,489.219,349.5477,466.5957,1055.3027,405.5987,90.8461,23.3001,517.8119,400.118,9.0545,13.315,1.7204,76.1475,46.6644,23.4276,50.2127,438.543,343.1203,83.9997,18.4624,646.8806,272.5865,183.816,47.0858,535.0441,113.3448,230.1896,0.0
FRA_C27,12.9329,0.7277,0.0375,5.8697,0.0557,60.1551,10.1236,3.5606,48.2661,39.5787,76.871,6.999,26.6601,30.8962,102.3971,240.4313,314.8304,581.7188,360.87,459.4388,199.6034,274.7266,123.7839,39.6103,1299.5577,545.5791,29.2032,5.8179,4.1246,116.8906,40.2364,39.2481,31.4645,311.3667,195.745,19.5899,157.7735,453.1375,173.5025,18.5222,5.2514,15.9819,27.877,79.1021,0.0
FRA_C28,53.8695,38.015,0.5899,144.9896,0.6351,339.8753,51.8136,14.5174,71.4447,76.6644,156.3269,20.2483,146.3389,119.4128,182.9018,378.42,260.7003,177.5274,1312.0026,1841.205,699.166,1668.83,285.728,255.7435,2055.0582,803.718,92.6499,27.3908,18.0348,185.5567,9.7563,52.3081,78.8256,90.7485,43.1735,14.453,16.2698,322.5993,295.0889,118.8645,28.8233,133.5066,79.0142,129.7244,0.0
FRA_C29,88.7609,1.1443,0.0,3.6534,0.0492,139.271,5.5054,1.6786,9.5114,13.8953,28.2189,0.9036,5.0497,28.6806,17.3137,34.7645,17.7306,13.5588,521.9287,5615.7101,62.4956,190.4945,28.2822,129.2195,83.3257,3314.2804,248.4874,32.1648,44.111,327.3631,13.4152,14.4995,64.7754,54.3067,29.3474,17.4386,13.8975,146.2789,235.7326,108.7025,16.5547,108.7402,64.6925,78.0433,0.0
FRA_C30,0.0,25.6877,0.0,0.0,0.0096,8.7271,0.2243,0.0381,0.5158,0.5031,1.0745,0.0,1.1284,1.2775,7.7465,10.1142,0.3322,1.64,15.9884,239.6766,14387.7235,157.0217,1.1373,1.6375,5.223,109.1551,182.1174,81.5384,109.0924,64.2672,1.218,1.3757,1.4805,4.5174,1.8068,1.343,0.1261,56.4873,24.0331,1960.5563,0.3632,2.0074,0.4359,7.3793,0.0
FRA_C31T33,3345.5223,1.4153,1.0196,130.3643,1.6224,290.6202,20.2813,15.7108,46.5292,63.3342,242.5159,40.6856,36.8792,70.5505,155.9529,572.5397,389.8102,157.2742,741.9499,2225.6797,4584.4389,8067.0744,78.5134,112.1124,2565.2902,3174.7219,181.5939,40.529,429.745,535.8196,24.3322,75.9172,68.4108,304.4973,61.0546,148.0951,15.0159,722.1405,362.1269,1642.4875,36.1264,2030.084,322.2129,134.1016,0.0
FRA_D,1305.2155,34.8562,0.6228,117.3899,1.3799,2809.4121,151.1052,67.4446,1334.9866,461.1922,2919.0456,343.8311,323.2867,1223.7654,2632.2424,642.3989,312.0363,204.4262,298.3096,688.195,216.4234,192.1338,49806.2901,508.6706,312.2121,4358.3888,1600.3909,7.9243,19.8372,436.2448,56.3216,1299.6444,1724.9848,1145.5784,261.8191,562.7801,756.0792,1951.7168,454.8123,1754.1546,1282.407,1550.1289,1245.7935,292.4119,0.0
FRA_E,466.3811,20.9555,0.6108,21.0894,0.2342,1081.99,148.6511,41.2275,558.3955,297.6699,557.9977,198.5741,117.928,380.8113,2528.6689,429.6099,118.4674,93.2965,181.7288,330.4981,83.8957,252.529,555.1755,6952.3378,1520.1168,2134.3175,103.9004,85.9721,66.0589,241.2765,67.3498,414.619,481.8724,273.2092,414.2335,291.6053,1099.1945,1997.5948,1079.8127,3190.6424,725.8099,1069.6099,354.0554,140.3505,0.0
FRA_F,428.2872,13.6288,5.3994,38.7486,0.9929,154.0843,43.971,7.7315,57.9847,196.1439,96.5363,29.3308,62.8051,63.7498,123.6124,191.0987,87.3231,72.6183,469.0279,170.5575,221.9415,228.9528,1364.8348,421.2602,55521.9578,626.1146,112.959,164.6053,66.0842,260.2672,32.965,87.2188,538.2517,552.5511,163.9038,1760.4857,6094.0655,2355.9199,1049.6396,4875.9172,1610.1127,1228.1908,1410.4427,141.1222,0.0
FRA_G,8835.217,244.715,2.8614,399.3982,2.7236,24297.9493,3872.7524,781.7228,2050.1157,1729.7705,6328.9234,2394.6376,2905.0296,2311.5154,1897.0647,3461.7026,1984.0892,1689.3825,3183.7197,7558.0053,3793.0757,5366.1997,4642.3982,1089.0735,14928.9804,25356.0325,3249.9091,730.6617,1158.4046,1443.1345,164.9645,11276.2604,2970.1188,1351.8353,1296.3361,1763.6,1592.3676,5906.0945,3479.7511,2549.0051,2086.8264,6915.6942,2436.6439,1248.0505,0.0
FRA_H49,1071.3086,31.5771,0.7774,57.5121,1.1588,2835.2838,293.9264,119.6162,279.4581,702.8121,931.96,236.1077,369.0187,403.1495,404.3512,542.8205,257.2408,219.8065,436.5354,955.9116,501.4383,683.9409,856.8687,250.1181,2462.8868,14142.8433,8339.4395,94.6288,150.1807,575.2929,41.4373,1095.0873,667.1269,287.9972,180.7425,285.6722,174.5517,1130.6473,535.5746,1986.2437,1097.1136,1244.5067,360.7588,377.4895,0.0
FRA_H50,5.3979,0.1877,0.0049,0.3121,0.0247,12.9251,3.2719,0.4135,1.9737,15.3275,6.1246,1.4619,2.7634,1.7124,3.3918,4.1722,2.2182,2.0959,3.6173,8.6055,6.825,5.3821,10.4117,1.0531,14.2161,41.4572,1.7748,151.3868,0.9307,2.2685,0.1578,5.0719,1.8669,1.2521,0.8619,0.6908,0.7617,3.5874,16.6916,2.4651,1.0047,4.1934,1.2273,0.9539,0.0
FRA_H51,53.8128,4.1339,0.0572,3.9579,0.09,174.8798,32.5956,5.1361,21.855,122.6173,79.3469,27.1788,30.3796,26.6265,34.644,44.9963,22.8177,24.2976,37.527,85.8197,67.1177,54.9682,92.9344,16.7086,168.979,310.6797,28.2896,18.9222,488.5208,108.9377,5.669,96.7067,34.559,21.6388,49.8985,366.9456,28.7834,305.5149,167.7819,69.2912,36.2484,87.8357,45.4456,37.6566,0.0
FRA_H52,118.3617,7.5801,2.1076,106.6368,0.6788,2592.3129,192.2083,71.6266,593.5352,569.3127,804.3126,298.9823,278.6,658.1769,743.9281,576.6144,276.5126,209.0853,426.4284,706.0205,451.6265,554.4503,332.3039,316.1513,2248.205,10874.0335,8572.6519,3898.9501,889.7732,11197.1114,31.0512,1220.4477,855.6894,248.6341,647.3243,217.5417,928.7011,2855.6484,2245.9355,489.5554,240.08,383.4873,584.3165,159.7185,0.0
FRA_H53,11.4148,0.0,0.1137,1.052,0.0499,68.1419,9.7566,0.7815,22.0472,5.3234,114.0912,17.2437,7.2647,11.997,10.0361,15.5149,13.2837,8.9481,18.3802,22.0626,17.8273,25.5343,60.866,23.6187,102.1668,1559.2012,42.3427,44.3796,47.4638,53.0824,896.1873,120.3425,216.5979,697.917,396.8547,904.762,68.3865,1318.8739,603.379,1900.5087,234.2606,252.0436,208.0846,164.2049,0.0
FRA_I,29.8295,1.6671,1.5454,29.006,0.2885,384.0408,32.3471,10.8303,55.1818,60.2534,187.596,122.7657,87.6165,100.7707,143.4686,154.9609,74.1431,52.389,120.7454,121.7166,167.5016,176.6365,138.2819,136.0795,310.489,7161.0405,734.7867,421.5107,129.8749,328.6813,55.0721,1525.9305,521.7184,312.6383,810.7443,775.1167,610.437,2955.9511,2310.1735,342.7557,646.0181,2393.1878,592.4166,216.9156,0.0
FRA_J58T60,144.6449,4.7794,0.0622,6.4298,0.0574,194.8908,14.9251,3.5261,23.9397,17.2327,79.0178,42.7821,21.3137,20.6795,25.2248,40.371,56.8248,23.355,39.8332,35.0377,84.6064,49.4007,136.612,66.9539,238.3302,1998.1455,79.4819,59.8015,59.2343,172.8255,31.5402,127.6766,3502.7071,686.418,1852.1593,3613.0937,500.0338,4772.2234,1740.9407,1193.5776,699.6578,559.6883,897.8322,431.3762,0.0
FRA_J61,32.7919,0.7786,0.4719,4.4001,0.2401,228.7933,43.4721,3.3388,61.1013,44.2786,122.3213,88.4632,29.4134,41.9032,34.9557,72.3894,54.9226,58.3241,112.9847,77.9764,97.3238,106.6408,207.09,67.4993,491.4196,5788.7932,93.6152,73.2845,33.4412,202.1616,385.8546,465.5221,433.3793,8797.4992,1509.0415,5807.3034,567.0399,3984.1543,2428.2524,1082.4346,456.8174,670.0023,521.9925,262.9294,0.0
FRA_J62_63,0.1188,8.1069,0.2402,0.5493,0.2199,612.5652,83.0276,12.8231,123.8317,154.2499,267.1061,122.4386,106.7013,70.6815,79.8191,162.4998,352.3118,87.0641,163.9562,79.1064,245.9002,196.4741,422.6013,158.7091,739.3959,3575.1163,223.9565,166.7263,93.4765,255.8957,80.3763,238.2632,732.3315,970.2098,11374.8258,6795.8672,883.7062,3431.6982,1956.1655,1259.195,282.0413,611.7822,269.9585,357.0672,0.0
FRA_K,2045.6072,115.6203,9.0001,70.3604,1.5666,3032.6637,343.236,47.8767,511.7419,313.5382,1003.3589,376.8,254.1122,361.6552,410.0129,540.4896,396.7485,273.7287,570.5414,511.1596,512.3423,618.3983,753.061,1003.5071,5018.7002,16855.9398,2782.307,926.635,491.9692,3577.3109,275.1378,1866.7424,968.2627,2511.3364,975.6677,76659.6379,19496.2582,13168.0201,4773.1985,4039.0887,933.8601,2410.2695,809.7602,1534.9437,0.0
FRA_L,17.2889,1.123,0.3189,68.4286,0.3385,718.2672,74.5514,27.3834,223.9324,95.5387,344.9962,301.477,117.8246,224.1843,321.6059,196.6624,108.3946,39.3915,204.305,98.7135,318.5292,202.7736,171.9583,144.1937,722.572,20281.1288,995.9945,314.5143,218.0741,1242.4554,254.6012,1938.3804,775.471,995.8074,2275.0902,7646.8007,11074.8203,10352.9417,6710.1582,1998.1817,684.9265,2805.8096,887.8747,703.8805,0.0
FRA_M,1689.0008,111.6035,11.805,140.9719,3.9362,7871.5242,633.6878,128.9075,1385.7078,650.9552,2383.3388,2129.9952,1447.5069,1205.976,1530.4875,1825.9216,1234.274,683.2985,1617.1718,2243.7883,2233.9733,2138.5493,2181.4111,1296.0278,14632.3684,31543.0385,2242.8088,1691.9441,783.0878,3918.5394,268.6645,3881.4069,3363.32,3034.5287,5618.1767,11118.7401,6744.8107,79376.8354,15373.4898,5247.184,1990.2216,4898.4701,2103.388,1787.2452,0.0
FRA_N,631.383,34.5836,12.647,127.3429,2.6947,5274.4046,681.1659,108.9058,1029.9951,405.0466,1370.6002,799.5,1371.4364,1380.1479,1633.3227,2207.3593,644.2575,819.8883,1494.3687,1445.2132,1623.3485,1685.8822,1754.8428,2905.6153,11926.3449,21775.1361,4314.338,1646.4407,956.5501,3778.0678,502.7366,2007.4794,1541.3852,2191.7524,2636.0326,12027.1151,4900.4371,20956.9041,19135.3088,7119.8311,3515.9019,5547.9098,2212.4909,2598.0238,0.0
FRA_O,190.8644,5.8716,0.8096,13.5546,0.2272,528.0319,75.1445,108.945,240.5522,157.7943,246.0828,110.4073,92.799,178.9935,931.7677,213.7952,70.9826,59.1879,119.7844,172.3667,100.5336,153.4859,333.3143,2304.4807,1072.0756,2000.8763,233.7412,82.451,57.618,228.3772,41.643,269.1168,234.1146,171.0561,315.2058,722.1066,835.4733,2369.4004,952.8277,1321.2957,263.5732,484.5675,186.9162,120.7902,0.0
FRA_P,140.6389,8.5856,3.0,23.6519,0.0461,601.6446,76.6011,25.1005,106.0647,119.6486,396.3912,218.4664,209.4143,160.4164,132.2797,265.0675,201.053,155.7128,268.2112,603.5983,319.6284,437.6255,588.08,147.1766,836.5022,3102.6092,1477.6632,66.2941,724.5431,505.0793,222.7039,294.7265,193.4484,647.312,938.9764,1106.6367,261.2914,2398.5022,1056.4843,705.848,1679.1767,2949.6886,276.2878,108.2431,0.0
FRA_Q,215.8689,0.8697,0.1362,3.4842,0.0646,206.3593,20.9044,6.9264,26.2878,27.9461,45.8073,19.2444,29.7011,24.8615,48.117,51.2677,23.2254,22.8769,43.2406,59.9508,49.5077,60.8481,61.3502,43.6808,341.3237,502.1527,102.1541,34.7499,30.504,122.1489,12.8571,210.0964,55.4437,71.8922,122.9891,515.153,110.1998,599.8167,483.2097,366.0601,79.2121,5525.535,70.9098,58.4771,0.0
FRA_R,5.8298,0.1147,0.0492,1.936,0.0169,114.8327,11.1817,6.7304,27.2619,23.5229,52.8976,39.4512,24.7587,34.2599,75.3917,48.7047,20.8993,15.6146,36.9843,38.0195,45.8564,52.2169,51.3877,126.2766,115.335,1856.7342,184.407,92.0078,34.0246,92.9364,17.9594,594.6772,479.5545,84.168,225.5024,54.8756,249.4849,912.6944,726.852,390.5532,199.3953,228.6649,2270.5266,267.9783,0.0
FRA_S,10.1383,106.8647,0.1382,22.345,0.1833,623.0441,71.4076,5.9001,60.3224,162.6487,250.9433,77.9346,59.3543,110.7768,77.4752,80.5086,71.3177,89.0,216.6999,608.5381,164.6445,431.2761,163.8376,169.7736,555.7299,1970.448,206.4393,99.2716,34.2427,490.7072,24.4139,276.4649,349.7709,333.8594,221.7912,976.2427,205.2678,1434.2178,1222.9652,132.8316,68.9977,196.4362,105.5227,1442.9282,0.0
FRA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
