V1,TUN_A01_02,TUN_A03,TUN_B05_06,TUN_B07_08,TUN_B09,TUN_C10T12,TUN_C13T15,TUN_C16,TUN_C17_18,TUN_C19,TUN_C20,TUN_C21,TUN_C22,TUN_C23,TUN_C24,TUN_C25,TUN_C26,TUN_C27,TUN_C28,TUN_C29,TUN_C30,TUN_C31T33,TUN_D,TUN_E,TUN_F,TUN_G,TUN_H49,TUN_H50,TUN_H51,TUN_H52,TUN_H53,TUN_I,TUN_J58T60,TUN_J61,TUN_J62_63,TUN_K,TUN_L,TUN_M,TUN_N,TUN_O,TUN_P,TUN_Q,TUN_R,TUN_S,TUN_T
TUN_C20,18.1265,0.319,6.9999,3.4855,1.2782,32.2605,55.7821,6.8121,14.4762,0.0058,159.3949,20.8194,38.5476,2.8341,3.6594,9.0305,12.8872,9.3368,5.0981,6.7822,1.8186,9.2484,0.0656,2.7135,10.0941,1.1183,0.1754,0.0298,0.0448,0.1022,0.0194,0.5194,1.8448,0.0204,2.2621,0.6681,4.528,11.8049,7.4066,6.1172,0.1788,0.6212,0.3241,0.7322,0.0
TUN_C21,4.7989,0.341,0.504,0.4247,0.0114,9.3721,4.5405,0.5023,2.0069,0.0008,22.8556,144.2533,1.278,0.2297,0.3768,0.7423,2.0431,0.6474,0.859,0.6562,0.342,1.5966,0.0055,0.2311,1.0994,0.19,0.0349,0.0181,0.0149,0.0261,0.0078,0.111,0.2635,0.0072,0.834,0.2119,0.7139,5.2138,1.0575,3.4256,0.0728,0.8723,0.0245,0.1497,0.0
TUN_C22,0.3655,0.0383,0.6975,0.723,0.4309,24.4881,16.1124,2.6052,5.276,0.0028,2.2062,0.8242,20.0431,1.7621,0.6237,2.58,5.9973,4.9701,4.9792,6.0258,0.9277,7.4465,0.0314,0.8924,24.9296,3.5245,1.027,0.0586,0.0752,0.2555,0.1196,0.1002,1.948,0.1138,0.3329,0.3973,0.5077,1.2234,0.8299,1.6926,0.029,0.0822,0.0708,0.1167,0.0
TUN_C23,0.2048,0.0149,2.6287,2.6618,1.4324,15.892,1.7852,0.8161,0.4939,0.1308,2.7416,1.1066,1.1242,136.6235,1.4473,2.4582,4.0868,2.4317,2.088,2.2831,0.5143,1.0431,0.2849,0.5039,659.032,0.8692,0.1568,0.014,0.0237,0.0939,0.0459,12.6736,0.0974,0.1843,0.2107,0.1429,0.4025,0.4792,0.2735,1.4042,0.0289,0.0601,0.0702,0.0863,0.0
TUN_C24,0.1269,0.0235,0.1508,0.1836,0.5966,5.3465,2.8834,0.4113,1.1032,0.0023,1.2015,0.1682,1.7122,2.3791,34.1913,61.9346,16.9196,25.9244,28.1549,23.4484,6.0997,4.8474,2.8454,0.0134,43.5907,0.3247,0.6878,0.2302,0.125,0.368,0.1428,0.2534,0.1784,0.2726,0.4858,0.0747,1.0417,2.6798,0.6475,0.643,0.0076,0.0256,0.0304,0.0817,0.0
TUN_C25,1.4203,0.17,0.5454,0.6926,3.4108,61.1781,28.1743,4.8168,2.4939,0.0167,5.5306,1.3626,5.5824,5.8492,17.3632,130.9074,56.0779,44.1392,77.6298,55.5623,18.074,20.8785,9.9604,0.0318,173.1486,2.591,3.0474,0.6731,0.4765,2.2345,0.6615,2.8755,0.9063,1.6352,4.1323,0.3511,5.8635,10.8164,8.3869,5.1534,0.0516,0.0784,0.1801,0.2104,0.0
TUN_C26,0.2078,0.04,0.0792,0.0825,0.2326,5.9106,4.0949,0.5334,2.0818,0.0029,1.3978,0.5291,1.2278,0.695,1.1535,8.8749,170.5974,22.4773,15.0098,13.8021,7.0954,12.1651,5.2498,0.0118,16.9568,2.0766,1.4705,0.3095,0.5948,1.2096,0.6354,1.2632,2.2664,5.5134,14.0651,0.6274,1.2452,12.2,4.6383,6.612,0.1239,0.3192,0.2235,0.5503,0.0
TUN_C27,0.1134,0.026,0.0508,0.0777,0.386,3.5018,2.1666,0.2361,0.3985,0.0017,0.4605,0.1265,0.4523,0.3698,0.9639,3.9174,25.1924,40.9307,14.1662,9.6337,3.153,4.5314,6.3737,0.0055,30.919,0.9991,0.9695,0.1423,0.1438,0.4798,0.1452,0.688,0.288,1.1182,1.8059,0.1214,1.1962,3.5388,1.9164,1.4384,0.0221,0.0321,0.0855,0.1164,0.0
TUN_C28,1.367,0.1975,0.8642,1.1391,3.1371,29.6063,25.7419,2.4154,4.7406,0.0161,3.3803,1.0333,3.3532,4.6804,8.7378,19.5923,29.064,16.5547,122.395,36.6571,11.5633,13.2446,12.0613,0.0321,69.6984,2.1852,4.1364,1.2114,1.2917,2.7151,1.1341,1.5619,1.5526,1.5355,2.6315,0.335,2.4211,8.028,8.0471,3.2903,0.0476,0.1069,0.1926,0.2458,0.0
TUN_C29,0.4124,0.0485,0.0804,0.1458,0.1412,4.2741,3.486,0.3983,0.5563,0.0025,0.5791,0.1684,0.6957,0.7204,2.4353,7.8634,12.5894,6.0044,11.8359,96.2147,5.5802,10.217,1.3169,0.0083,6.0053,1.6453,5.2721,0.1202,0.3518,0.8289,1.9603,0.4899,0.2463,1.165,1.133,0.212,1.3047,3.222,5.841,1.9247,0.0151,0.0362,0.0903,0.0932,0.0
TUN_C30,0.2042,0.0397,0.0381,0.0363,0.0241,0.3097,0.3624,0.0789,0.1234,0.0007,0.0647,0.0193,0.1176,0.0494,1.6329,3.2899,9.8576,3.6672,8.8129,9.0088,24.2998,1.64,0.2311,0.0021,0.7642,0.2226,2.1796,1.3419,2.5402,0.6227,0.4085,0.2234,0.0169,0.1905,0.3784,0.1397,0.3006,1.2451,0.9081,0.8084,0.0066,0.0092,0.0362,0.0384,0.0
TUN_C31T33,0.19,0.0371,0.7318,1.9356,3.8027,18.45,12.3114,1.5499,0.8458,0.0009,0.4758,0.3126,1.0706,0.5783,0.3269,0.899,2.468,0.8224,1.0063,1.0796,0.4415,11.2572,0.0207,0.7185,32.6758,5.8347,11.3642,2.1821,5.2607,5.0061,1.428,0.6585,0.5771,4.1808,5.3626,6.1704,5.6875,14.7945,14.1294,5.8989,0.1419,0.6753,0.3853,0.1881,0.0
TUN_D,6.9311,0.4603,92.318,19.7041,4.3979,126.7518,76.6234,3.5038,8.7556,0.0679,12.0797,1.9522,5.0887,44.9337,26.8812,28.9174,31.0481,17.2922,17.3235,13.6007,5.225,5.407,3.8359,22.3261,4.145,30.2307,6.501,0.3722,0.7501,3.8264,2.1196,9.2987,1.3218,8.9295,9.9048,3.2975,18.4833,21.3451,12.2004,21.6292,0.4121,0.903,1.2171,0.7043,0.0
TUN_E,6.3747,0.6978,0.8531,0.5186,0.9432,9.4855,9.7456,0.22,0.7503,0.0035,3.2385,0.7955,0.2844,0.7082,0.8669,0.7271,0.6479,0.3413,0.536,0.3065,0.1777,0.3043,0.5349,0.0273,2.1774,2.8419,0.1815,0.0328,0.0401,0.1536,0.0278,1.4879,0.1891,0.0418,2.4529,0.0589,5.2472,7.2365,4.155,2.7889,0.0372,0.0907,0.104,0.0769,0.0
TUN_F,5.2689,0.6522,46.2404,2.5047,3.1166,18.0502,9.5639,0.3009,0.7083,0.5366,2.3023,1.3706,0.4247,8.2731,4.6499,8.2134,3.5092,2.2333,2.7401,1.0752,0.4113,0.4561,1.5011,8.9666,78.9318,12.9064,3.5483,0.8265,1.2493,1.1907,0.3149,1.4082,0.1403,0.8919,3.8035,2.1072,8.8109,6.9172,3.6315,4.4779,0.0647,0.1165,0.168,0.1121,0.0
TUN_G,77.4055,14.6639,12.2395,10.0366,5.493,332.3829,142.0581,24.4291,32.9139,1.1048,24.2737,12.1862,15.7983,27.8971,22.6447,62.3161,91.3936,41.9956,75.7524,75.9026,17.794,39.9902,15.8569,4.2483,186.975,35.3809,45.3763,7.8812,14.4212,6.9087,4.5342,54.7521,16.2784,6.0196,11.1088,4.9126,8.2609,25.0731,17.2855,32.3947,0.5943,1.3767,1.7297,1.9531,0.0
TUN_H49,9.8461,1.4041,165.9287,28.8921,8.9499,67.3635,79.2638,5.1269,7.1987,2.0625,18.359,7.2773,4.7831,95.5106,9.5944,23.8909,23.6524,13.8444,24.3092,18.9599,4.41,6.6998,4.1703,0.6032,90.3126,171.3221,127.7828,9.2251,13.2689,40.768,5.5811,19.7519,3.3392,3.4601,10.4857,11.6152,6.633,25.9714,24.6015,39.8858,0.8089,1.0089,1.7554,1.5886,0.0
TUN_H50,0.5558,0.0474,0.0027,0.0039,0.0031,3.2017,0.4125,0.1671,0.2312,0.825,0.7845,0.5929,0.2239,0.002,0.0969,0.3304,0.3539,0.1653,0.336,0.4069,0.061,0.3872,0.5115,0.0392,1.106,0.1262,0.0015,0.0012,0.0017,0.0012,0.0028,0.3337,0.0474,0.0161,0.0051,0.0069,0.0049,0.0256,0.0139,0.0147,0.0007,0.0053,0.0052,0.0044,0.0
TUN_H51,1.8661,0.262,0.1234,0.0033,0.0621,8.949,4.5921,0.6779,1.0232,1.5861,2.7766,1.4934,0.8558,0.019,0.9269,2.1168,2.0736,1.1836,2.2593,2.3295,0.4738,1.2089,1.526,0.1212,4.7825,0.5421,0.0677,0.0642,0.0607,0.0606,0.0654,1.0783,0.199,0.1035,0.0657,0.1763,0.1046,0.2539,0.2329,0.0679,0.0014,0.0236,0.1059,0.0819,0.0
TUN_H52,2.2095,0.4524,58.6902,12.3277,3.2106,17.5662,29.2692,1.2936,1.9214,0.1708,4.7053,1.7793,1.2668,41.1327,3.6623,8.1347,8.4324,5.2406,7.5931,6.8627,1.8587,1.5737,0.9555,0.1483,28.1498,113.3053,148.5963,57.9704,78.1753,136.0476,3.4406,5.6013,1.2361,1.9511,4.3807,3.9316,2.348,8.402,11.0181,11.2209,0.1193,0.1933,0.396,0.6424,0.0
TUN_H53,0.8041,0.1348,5.2384,0.5409,0.2174,4.6908,26.7116,0.2013,0.4812,0.0061,0.7587,0.3744,0.2576,1.5819,1.0617,4.4083,6.8152,2.5656,4.6537,2.7121,1.3275,0.4362,0.6374,0.0909,4.6444,20.0392,1.141,0.1679,0.2481,0.9923,6.2847,0.5391,1.3204,2.8553,6.0892,11.5907,3.4471,14.3732,7.5177,24.8829,0.2678,0.4315,0.6558,0.986,0.0
TUN_I,0.0,0.0,0.118,0.3747,0.802,0.3228,2.2848,0.0584,0.1059,0.0352,0.0055,0.0027,0.0467,0.1716,0.0965,0.3777,0.2786,0.2006,0.2937,0.0,0.0,0.0,7.6899,0.0248,1.1647,1.7519,10.4841,1.1811,8.3988,4.3574,0.0,0.037,0.4549,0.0,0.1521,15.955,0.0566,0.2524,0.2323,13.6997,0.1981,0.4073,0.3234,0.4361,0.0
TUN_J58T60,0.2892,0.0526,0.5698,0.2795,0.2611,6.2551,7.406,1.8228,6.0458,0.0058,0.7982,0.4093,1.1732,0.5581,0.3081,1.2926,2.6347,1.1925,1.2885,1.1251,0.693,2.012,0.0839,1.1352,2.5125,9.0401,1.0934,0.1931,0.5538,0.889,0.2764,0.1584,28.0857,0.7013,3.7447,4.9274,1.1122,11.4384,2.7261,8.6188,0.4034,0.1681,0.8897,0.3715,0.0
TUN_J61,2.6973,0.4298,21.2352,1.6422,0.8622,12.6107,71.0169,0.647,1.2662,0.0159,1.8701,0.8192,0.8335,4.9267,3.2681,13.2434,18.8117,7.2745,12.637,6.8361,3.4526,1.5809,1.4436,0.2388,18.4209,40.6654,4.319,0.5344,1.0064,2.4493,0.5275,2.2735,5.8421,9.1494,30.3134,28.5262,12.046,40.7244,19.7402,75.9104,0.8409,1.8027,3.496,2.1972,0.0
TUN_J62_63,1.4351,0.2676,5.1275,1.9582,0.7041,6.2862,14.9945,0.3655,1.0022,0.8656,0.4045,0.1783,0.5093,0.9678,0.6531,2.409,6.0468,1.928,2.5216,2.2773,0.9483,0.9876,1.2262,0.1906,12.7957,2.1413,4.0576,0.694,2.2045,3.0608,2.0676,0.5015,2.6106,8.7591,13.6767,10.7316,1.4508,5.8726,2.1808,11.1267,0.1097,0.2313,0.556,0.3561,0.0
TUN_K,91.2784,7.5887,32.2663,13.3935,5.341,94.451,65.5825,5.4768,10.2701,1.125,17.0176,5.7754,7.4969,18.4696,9.4775,24.126,30.7232,15.2952,20.4307,18.9343,7.2138,8.906,6.6097,5.7298,82.9923,73.5437,56.0061,11.2247,15.8173,26.2217,5.4275,40.0082,7.6541,13.5981,36.6393,65.8674,94.3761,79.6557,70.8638,57.1208,0.7173,1.3854,2.5582,2.1384,0.0
TUN_L,3.2908,0.4564,4.5808,2.3107,0.9897,13.1113,20.5874,0.9132,2.0842,0.9822,0.544,0.2419,1.3095,1.6228,1.1872,5.6679,5.066,2.8688,3.7876,2.6018,1.2277,3.6373,0.9577,0.213,27.718,7.189,7.0393,0.7892,1.4156,6.4832,2.9252,1.6443,2.4587,9.2502,4.4687,9.3505,13.9498,13.928,6.6147,21.6472,0.5422,1.0753,1.8377,1.3405,0.0
TUN_M,10.5526,1.4775,18.3742,8.0846,10.8487,48.708,44.8501,2.3759,5.3358,4.2794,3.3345,2.5379,3.635,4.6692,3.6017,10.6327,22.8532,12.3299,13.515,13.6486,4.4077,6.335,3.2107,0.7607,75.7441,10.5749,13.4003,2.8294,4.8087,9.4074,4.0217,1.7885,9.6364,17.2842,15.5019,25.668,10.5028,72.1729,14.6989,39.5424,0.6711,1.2096,4.1253,2.5097,0.0
TUN_N,6.0502,0.8831,9.9277,5.4151,10.1573,21.5676,24.9138,1.5083,3.0773,2.4039,1.3916,0.7303,2.1085,3.2868,2.0853,8.1822,11.9072,5.4173,6.916,6.1034,2.6881,4.9876,2.2307,0.6774,52.7767,7.0731,16.9745,3.5251,6.6795,11.5983,6.6199,1.5343,5.0247,14.685,11.6526,14.8274,13.2376,25.8885,21.6056,35.1842,0.6279,1.597,3.2064,1.6962,0.0
TUN_O,0.0,0.0,0.0,0.0,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN_P,0.0,0.0,0.0,0.0,0.003,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0003,0.0003,0.0001,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
TUN_Q,0.0,0.0,0.0,0.0001,0.0024,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0002,0.0003,0.0001,0.0007,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0
TUN_R,0.0,0.0,0.0006,0.002,0.0443,0.0102,0.0064,0.0001,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0003,0.0135,0.0045,0.0069,0.0033,0.0025,0.0054,0.0026,0.0018,0.001,0.0046,0.0089,0.0108,0.0045,0.0371,0.022,0.0028,0.0001,0.0001,0.0039,0.0003,0.0
TUN_S,0.0001,0.0,0.001,0.0047,2.9518,0.0147,0.011,0.0001,0.0003,0.0004,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0005,0.0254,0.0088,0.0109,0.002,0.0044,0.007,0.0053,0.0021,0.0003,0.0098,0.0216,0.0234,0.0133,0.0433,0.022,0.004,0.0001,0.0003,0.0003,0.0006,0.0
TUN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
