V1,TUR_A01_02,TUR_A03,TUR_B05_06,TUR_B07_08,TUR_B09,TUR_C10T12,TUR_C13T15,TUR_C16,TUR_C17_18,TUR_C19,TUR_C20,TUR_C21,TUR_C22,TUR_C23,TUR_C24,TUR_C25,TUR_C26,TUR_C27,TUR_C28,TUR_C29,TUR_C30,TUR_C31T33,TUR_D,TUR_E,TUR_F,TUR_G,TUR_H49,TUR_H50,TUR_H51,TUR_H52,TUR_H53,TUR_I,TUR_J58T60,TUR_J61,TUR_J62_63,TUR_K,TUR_L,TUR_M,TUR_N,TUR_O,TUR_P,TUR_Q,TUR_R,TUR_S,TUR_T,TUR_HFCE,TUR_NPISH,TUR_GGFC,TUR_GFCF,TUR_INVNT,TUR_DPABR
TUR_C22,215.339,2.7214,22.0908,15.1902,1.519,1139.9197,449.7728,80.5848,390.3016,25.642,291.3128,75.7372,1857.5013,205.425,82.4261,293.6442,73.3201,729.3546,362.1848,1149.2363,82.1303,568.2337,38.331,75.4732,3914.6647,754.4017,820.3021,2.4613,3.5655,34.2988,18.1516,54.0785,16.3792,9.6364,1.5853,10.1299,870.2035,57.4233,105.2354,115.3305,8.8209,44.42,6.0615,98.1177,0.0,2568.4797,0.0,9.9006,702.7465,-36.932,0.0
TUR_C23,56.8834,0.1954,16.2324,43.8312,1.2359,213.8162,59.5789,17.7879,20.7945,9.3575,88.046,21.4872,224.4889,2660.1495,204.282,154.6928,8.7315,154.4932,95.1051,258.7266,16.896,221.4693,58.6627,31.1902,12041.5186,355.6268,266.7527,1.5629,6.5558,4.8127,1.8092,98.736,10.1185,4.9588,1.6656,7.7079,1173.6423,79.2005,70.8179,166.3511,4.5866,139.0951,9.401,73.4067,0.0,1173.3171,0.0068,12.2138,746.9612,-30.5119,0.0
TUR_C24,1.3177,0.2176,32.2804,16.8553,2.1341,54.5108,14.7201,42.1902,65.2661,12.5205,52.1274,7.9714,367.533,208.9569,10512.8858,6407.8797,106.7105,3695.8507,2899.5364,3230.8071,342.3175,1830.9378,31.2863,71.9698,10696.0159,441.3859,72.9317,5.0644,0.0002,23.9086,0.0554,42.7848,5.0241,1.9061,13.6475,0.0381,28.5062,77.5077,68.8319,5.1627,0.0879,0.2119,1.7202,28.9607,0.0,4.5582,0.0,0.0,0.0,-1.476,0.0
TUR_C25,53.7421,1.0659,16.8695,24.2478,4.489,392.9062,216.9148,83.5705,57.3629,15.4985,163.4641,7.2585,270.2948,95.8262,452.0692,1448.6988,102.4072,523.7805,822.6629,982.6356,160.4766,789.1072,20.8893,46.378,6382.0791,517.8256,315.5418,1.1775,9.3819,26.7175,2.7323,23.9549,18.9209,33.162,2.7252,15.8362,445.8877,34.4623,56.0426,592.8364,9.7278,35.868,24.1098,64.6776,0.0,1838.2256,0.0,29.6739,5943.1403,-273.1479,0.0
TUR_C26,12.3156,0.0851,1.3384,1.4619,0.2885,14.7574,13.2397,1.2905,4.3436,2.9636,6.9864,1.0764,9.7895,5.5196,6.5579,33.9849,587.9193,192.4336,55.8028,241.8522,11.4962,96.0147,61.0364,8.7946,170.1096,69.3065,17.0106,0.5321,7.5508,1.7941,1.872,5.1811,10.3892,91.4916,17.1641,19.7841,8.2448,51.4792,112.7207,35.9492,13.0513,88.2709,12.1064,73.3072,0.0,1975.5539,0.0,83.0896,1964.8418,-139.3594,0.0
TUR_C27,27.3904,0.9123,11.3201,17.0563,0.7424,82.297,106.1619,6.5727,21.5541,6.9312,28.3312,3.3513,52.4949,72.1459,35.2697,168.3386,293.7351,1431.3887,409.22,706.8616,61.4358,338.6762,134.7802,28.6578,2662.531,606.1228,69.5375,2.7267,10.8046,21.704,5.695,160.2188,15.7694,93.2915,13.9796,22.9058,375.824,175.1635,143.4049,214.6258,19.903,40.2181,20.3982,136.3544,0.0,3587.8789,0.0007,39.743,3153.5144,-184.2853,0.0
TUR_C28,43.3404,0.575,61.3295,103.3583,4.0126,66.3609,64.5478,8.352,22.4622,11.2817,25.8011,8.3375,60.429,63.1897,55.2629,155.9269,58.9649,338.8436,1142.0287,1139.1022,90.6171,237.2752,16.7763,34.3025,1467.0522,223.0736,59.6459,1.1099,8.2479,18.3017,2.0465,18.3287,3.3026,5.2104,6.367,4.522,159.0519,36.2501,45.6135,53.4464,5.8054,40.1239,14.8407,34.6375,0.0,628.7811,0.0,29.1754,8624.9829,-541.7855,0.0
TUR_C29,76.1022,0.204,4.791,7.6247,0.7127,51.0443,29.6455,5.4603,10.6486,2.8466,14.813,2.5288,49.5999,23.9767,28.7311,91.7561,24.4354,59.0253,444.1772,6178.0176,39.7544,77.6089,6.1697,9.5164,466.3572,994.1654,360.1606,6.8104,131.6987,5.8304,2.4817,7.5106,4.6863,8.4404,2.3659,37.5775,44.897,19.8854,20.3559,52.1224,7.8556,16.7683,5.1845,25.9171,0.0,6470.4604,0.0,43.6534,6809.0154,-451.5053,0.0
TUR_C30,3.056,16.8705,0.4715,0.4708,0.0535,6.3748,6.9126,0.4525,0.9911,0.6618,1.4843,0.2943,1.8963,1.2942,2.5622,5.0673,12.3529,8.0561,20.1059,49.2784,430.5429,398.3541,2.3161,0.4873,23.6229,32.311,55.0382,1.1856,23.3137,0.4237,0.1571,2.6962,0.3364,1.8953,123.7838,0.897,3.5414,2.4415,2.5776,31.0107,0.6134,11.9906,0.5297,7.4533,0.0,373.1011,0.0,11.4661,3594.3784,-97.5309,0.0
TUR_C31T33,46.2074,91.6117,55.6184,44.1924,7.2082,436.367,777.0223,97.3937,114.6748,63.6671,71.0666,26.4991,259.6469,398.9098,225.4151,221.1638,46.2266,96.0653,203.0705,204.1282,46.1824,1210.3924,6.1687,81.3323,1009.0944,460.4948,107.8347,48.4795,300.5605,128.5721,2.5513,193.4842,21.3871,90.3895,23.8984,240.8022,51.2275,86.508,89.2158,101.1548,81.4096,977.2383,62.9431,82.909,0.0,7304.2731,0.001,39.0022,6040.338,-258.9215,0.0
TUR_D,324.2905,2.1239,69.7009,32.7214,4.3235,788.0503,1049.473,187.5925,249.4679,18.1331,309.2239,60.6102,504.4802,1342.0521,2494.8134,369.5333,21.6639,154.9528,237.8201,283.8977,33.7416,168.085,30408.622,501.1133,377.5515,1643.7646,132.1087,6.727,9.2547,148.9449,21.2552,952.9755,65.0004,230.2322,35.6014,278.3099,546.1472,275.509,99.5712,1054.0887,612.3201,449.2399,181.8671,138.1268,0.0,11128.1549,0.0,9.2587,193.5035,-0.3654,0.0
TUR_E,143.4232,0.2241,1.0398,0.8475,0.5999,66.9647,68.6019,5.922,208.1171,9.0202,46.1634,3.1719,53.7553,40.5967,6709.7954,47.8366,8.7523,41.2756,24.0209,40.0217,2.105,21.6845,24.092,1004.6273,99.1146,158.2132,23.8324,1.1185,4.1003,13.1239,2.5556,130.7181,3.0065,10.0755,2.1225,24.5108,266.3323,45.0414,13.1411,174.911,100.3082,105.7504,44.865,31.1935,0.0,2108.67,0.0002,1650.2791,29.0164,0.05,0.0
TUR_F,254.0641,6.3518,65.7813,70.2562,7.1032,423.1973,289.125,97.7065,70.0716,28.227,131.1836,25.024,153.5066,384.364,321.4805,251.8729,62.354,124.7832,164.7765,183.9925,61.5247,310.7809,404.283,1605.738,44834.957,2154.7636,367.2606,18.0041,69.2772,57.3556,41.8021,318.0914,75.6276,331.5228,30.2754,186.2498,2300.2657,748.8189,283.7231,3386.5964,263.9813,293.6763,628.391,136.2403,0.0,2587.6622,0.0005,55.9881,120096.8649,-28.46,0.0
TUR_G,2930.3639,43.2257,277.7039,541.527,8.4108,6824.069,7382.8232,408.9032,988.7301,680.0398,1421.961,388.1266,1697.3482,1449.6771,1691.5655,1281.4649,550.8966,1426.9091,1232.0399,3265.2966,212.2012,1846.0452,1587.9065,356.7517,8536.0297,3665.019,3835.2208,170.6503,1463.798,369.5998,144.1132,2539.6479,172.7787,180.2157,108.5765,321.1092,864.5681,654.0515,761.1472,1466.9825,283.6252,1025.4711,153.0763,541.5343,0.0,38098.6094,0.048,3130.6822,12042.596,-17.9881,0.0
TUR_H49,1017.8021,10.4886,135.1278,193.3991,7.688,2288.6574,1178.2274,163.5586,353.5732,336.1624,532.5208,89.3935,467.456,760.0646,1214.3213,570.5703,83.5366,439.411,482.3,669.2315,64.2734,523.8838,441.3549,232.0561,2451.5374,4344.8925,10824.5914,93.8964,382.3962,470.8072,297.706,482.321,100.8101,104.1077,34.6734,87.544,225.1278,506.8059,489.9187,1131.7088,759.9344,183.8309,97.667,186.3342,0.0,30695.4564,0.0027,314.5711,3638.6296,71.5541,0.0
TUR_H50,45.5018,0.9992,5.7053,10.1241,0.2671,94.1123,75.7606,6.5461,20.5382,83.7001,52.3659,8.5382,49.7578,33.9737,137.5399,46.1444,11.2765,37.5318,31.2791,62.673,10.2602,34.4062,62.8871,5.6219,129.0517,272.7607,172.1397,154.8327,81.2371,210.6326,2.6501,20.594,2.3211,2.8826,2.0737,4.9907,14.8244,41.7968,13.0736,29.4367,3.1581,11.0842,35.2696,8.1084,0.0,463.2931,0.0,27.1228,184.8921,362.6878,0.0
TUR_H51,46.1325,1.9264,4.8949,9.599,0.6108,80.9137,71.869,7.3566,19.0048,69.6863,40.3642,9.6298,39.6019,23.8586,65.3052,36.221,11.0515,42.7077,29.9842,59.773,7.1398,30.2979,61.0648,4.6453,131.5365,109.2941,95.0006,9.0602,635.9956,18.841,44.2637,21.342,4.7712,3.438,6.0861,57.6185,15.5854,44.0119,477.0369,117.6263,11.9837,18.5612,14.6268,31.0923,0.0,3743.6397,0.0001,25.7159,169.8079,350.5069,0.0
TUR_H52,129.3192,18.5985,27.2494,135.4431,2.475,542.2842,268.0896,41.2735,91.2223,120.292,269.4345,23.3985,136.6953,128.4493,233.2374,117.7074,20.6678,112.7597,76.3715,152.1221,26.9034,91.4951,92.7831,63.128,553.903,1640.0861,1890.5191,850.0662,1103.3919,1706.873,114.2758,85.8265,8.9569,13.813,8.0992,61.4398,75.2164,47.3132,306.6955,159.9179,16.7046,26.8294,31.8887,67.0468,0.0,1501.4375,0.0,51.37,339.0106,115.7524,0.0
TUR_H53,2.4303,0.137,1.2786,3.7881,0.1878,37.8247,76.5452,4.4581,16.1594,2.453,18.6272,5.0119,19.9824,17.888,17.0025,23.1507,5.1813,17.8121,23.9666,8.096,3.1225,39.7356,9.9074,6.7259,53.1344,954.0145,97.1343,7.5347,16.4673,63.5221,125.2786,10.9604,35.5663,117.5272,11.3479,130.6165,3.2263,94.3198,138.7709,66.2404,22.6829,6.7747,8.9406,52.991,0.0,928.7566,0.0,0.5417,6.242,3.1756,0.0
TUR_I,4.8712,1.8323,3.6476,1.0505,1.1656,99.9368,93.6747,11.7936,30.5852,12.1629,33.0875,21.2141,35.1534,45.074,66.4413,72.3283,5.8339,58.0823,73.5482,46.5234,18.7437,63.0303,18.4486,38.2049,235.9061,929.1899,110.0434,1.7682,54.3488,63.4855,16.7324,221.9425,34.8457,42.5468,55.7424,237.7983,18.5227,242.5908,2768.7451,261.2517,151.7605,264.2149,79.7861,126.1387,0.0,28523.4369,0.0,0.0,0.0,0.0,0.0
TUR_J58T60,4.4684,0.0696,0.728,1.9782,0.1858,103.2158,41.1643,3.4562,78.0761,6.2805,42.2692,5.2673,13.9348,21.6334,15.708,17.8267,26.1576,70.9382,24.2291,27.2728,2.6531,30.7669,6.9481,2.9591,41.4049,532.4585,18.686,1.5996,5.406,19.2519,12.2337,32.9481,955.946,171.1609,62.3918,142.3268,6.0816,1143.0279,96.012,105.1013,97.2182,19.3976,35.0127,44.491,0.0,1488.258,0.0011,646.37,190.4525,0.2573,0.0
TUR_J61,33.3791,2.2674,1.623,3.3657,0.6834,56.7404,73.676,5.3359,19.2139,3.0083,18.899,7.2426,21.4201,23.2174,18.8279,31.4587,5.2806,15.7918,34.7371,25.4339,3.45,29.0813,20.3252,18.5555,134.1342,640.9707,69.6881,7.9381,13.0775,30.288,13.6891,59.4676,37.7459,1873.8423,65.6361,359.2201,18.9373,157.7916,100.5673,266.4439,40.4981,74.86,30.84,127.3738,0.0,7308.785,0.0,10.1015,277.9813,2.1688,0.0
TUR_J62_63,6.7643,0.0755,7.4686,1.7151,0.9076,181.4306,150.9499,21.0729,51.913,21.6405,80.9389,12.1829,78.5946,63.1832,159.6892,58.353,11.3234,45.3085,43.686,87.5736,15.3562,99.8381,227.8241,119.5521,146.5704,1199.6649,155.8511,23.2557,17.1803,48.3888,13.7845,55.2372,106.9816,140.3241,346.8332,488.9089,6.6748,237.3156,401.4427,58.1649,30.7795,568.9669,31.4169,182.0425,0.0,980.5802,0.1457,91.7727,3559.6498,1.4013,0.0
TUR_K,122.2203,4.4021,44.0892,37.5532,5.3062,732.9648,614.559,71.3403,154.6513,198.7606,227.0852,56.0968,218.8563,381.73,598.0142,276.1027,59.4417,341.5625,264.498,379.4758,64.6271,320.2747,1281.3454,134.4812,1666.3236,2730.5898,967.3474,71.9577,431.2915,244.5142,45.3796,250.2399,66.9517,271.0911,76.1173,5271.5913,943.552,379.5406,471.5318,410.6403,234.3942,247.4074,233.0339,268.3918,0.0,11489.7587,0.0,13.473,160.0008,7.9928,0.0
TUR_L,23.1506,1.4077,8.921,10.4835,1.077,301.2486,1011.4518,33.1042,197.7196,63.3735,100.2982,28.6437,166.3603,148.2903,120.142,199.4503,16.4934,90.9864,150.9444,47.9112,21.5053,260.8855,193.2811,70.6241,605.8655,5813.1286,392.3675,20.6521,105.7779,480.5301,204.0853,1926.83,122.8651,403.8807,92.4025,1250.0095,582.7407,623.1877,296.3621,355.5741,288.8012,479.9978,234.144,280.1712,0.0,46461.9563,0.0147,1.5625,22.5993,0.1667,0.0
TUR_M,195.2158,4.8117,29.3527,17.79,16.9092,609.5004,437.5971,54.9863,241.4281,101.4211,313.851,73.4287,172.695,265.1782,178.7924,250.3862,68.8937,295.0474,209.5269,274.4708,53.1659,282.7405,250.0722,100.8534,4368.7989,3868.2503,469.3616,24.0859,209.4849,173.5546,47.3561,445.4133,306.4248,462.819,308.5674,1434.7091,248.4167,3489.2509,488.2813,755.7647,103.255,461.1374,436.4375,786.9692,0.0,2684.4245,48.0029,314.209,2946.5823,-1.6508,0.0
TUR_N,94.1951,1.4032,45.3926,20.3403,16.4523,574.9949,494.9809,43.9487,140.5639,31.6398,152.2693,231.218,236.2723,342.5504,259.9263,240.4976,30.2706,153.6784,193.8796,271.9114,64.6853,210.8836,256.0369,688.5302,2064.739,2588.3163,600.9904,51.2089,578.4585,418.1079,231.2277,460.1701,184.4586,704.6108,125.4848,568.2062,838.817,679.0542,2081.292,2278.5426,523.739,1248.7955,571.6843,348.6903,0.0,8941.7541,0.2117,35.8915,1184.5207,8.4583,0.0
TUR_O,114.2864,1.5224,5.2017,11.8112,1.0453,150.1739,132.725,12.6853,78.2299,18.665,55.7467,8.2766,41.7842,58.2185,93.8866,63.6996,12.7664,35.6665,36.2056,37.8159,8.3937,49.3226,208.3721,71.1744,352.7237,980.609,266.3966,58.0654,91.6919,161.3184,41.75,225.5936,56.1638,123.1647,39.5524,378.4849,134.6989,225.4651,85.3911,488.688,166.6516,141.9077,97.124,61.7952,0.0,5734.5034,8.2376,44903.0608,996.946,1.2985,0.0
TUR_P,1.1316,0.0158,0.9271,0.2871,0.141,18.4636,8.3342,0.5981,9.4498,4.3047,6.366,10.2212,6.5525,8.3927,7.7744,6.3498,4.5932,12.8638,8.8886,35.1043,2.4387,7.8019,7.232,3.2364,10.3723,124.2516,13.3847,1.1401,71.1195,8.1916,1.8662,9.7244,8.3951,11.5482,12.5351,140.6515,4.8875,120.338,33.7348,605.7267,362.2714,21.2771,23.2615,38.4833,0.0,7297.6196,145.5494,25423.0265,2380.318,-0.0005,0.0
TUR_Q,11.3043,0.0015,0.4242,7.4645,0.1115,1.5699,2.0884,0.6326,2.8466,1.4637,5.0575,0.5363,0.7291,5.3819,15.7293,6.0927,0.5815,2.9544,6.086,2.9845,0.1353,2.2223,1.3779,0.9257,2.558,8.7866,13.3968,0.151,4.03,0.4647,0.42,0.5954,0.6078,1.7936,1.9792,16.1295,15.2042,3.1397,2.7627,12.8538,12.9543,1210.5047,7.7453,20.5595,0.0,5383.0467,195.6402,22614.1863,19.3238,0.0081,0.0
TUR_R,0.1144,0.0,0.3859,0.2967,0.0216,34.3788,0.8138,0.0,8.4049,4.177,7.5892,3.5948,4.7348,5.8516,2.6608,6.0674,0.8949,1.9611,1.635,5.8768,0.9823,3.2253,2.1284,0.1694,2.1084,102.4827,7.4269,3.7336,13.0678,1.7623,1.8392,79.1374,151.3101,69.8513,9.0828,2.6323,1.6836,155.0404,54.584,9.9934,6.929,21.6343,1108.6437,0.3204,0.0,6780.2188,0.0,2408.5074,99.063,0.1702,0.0
TUR_S,16.7311,2.098,0.7782,1.5896,0.243,30.7269,44.3515,3.3899,10.1991,7.6159,10.1455,2.3753,13.35,12.6232,18.4526,23.3731,1.0761,8.1075,10.9928,15.1089,1.8806,13.8252,11.7315,10.6864,34.1769,339.7589,55.4572,20.6437,9.5206,39.7126,5.5484,84.7951,7.1204,26.722,14.4972,61.6685,12.6617,70.2759,161.116,11.9779,20.8178,27.3745,10.6148,288.8026,0.0,7278.5288,2194.8791,1375.7227,1225.6024,0.0242,0.0
TUR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.4332,0.0,0.0,0.0,0.0,0.0
