V1,ZAF_A01_02,ZAF_A03,ZAF_B05_06,ZAF_B07_08,ZAF_B09,ZAF_C10T12,ZAF_C13T15,ZAF_C16,ZAF_C17_18,ZAF_C19,ZAF_C20,ZAF_C21,ZAF_C22,ZAF_C23,ZAF_C24,ZAF_C25,ZAF_C26,ZAF_C27,ZAF_C28,ZAF_C29,ZAF_C30,ZAF_C31T33,ZAF_D,ZAF_E,ZAF_F,ZAF_G,ZAF_H49,ZAF_H50,ZAF_H51,ZAF_H52,ZAF_H53,ZAF_I,ZAF_J58T60,ZAF_J61,ZAF_J62_63,ZAF_K,ZAF_L,ZAF_M,ZAF_N,ZAF_O,ZAF_P,ZAF_Q,ZAF_R,ZAF_S,ZAF_T,ZAF_HFCE,ZAF_NPISH,ZAF_GGFC,ZAF_GFCF,ZAF_INVNT,ZAF_DPABR
ZAF_C20,1151.0556,0.114,41.0091,1690.8856,8.4004,123.3253,254.1093,29.5799,286.9169,210.2214,2554.1797,259.3095,562.49,55.5777,12.5331,24.7593,2.1244,9.9353,32.8385,111.8455,4.2997,22.5706,6.8459,93.4658,280.2317,178.2065,6.6582,0.425,0.1815,102.5388,4.0204,23.4098,28.7094,0.4908,97.6699,13.3533,68.3141,91.81,144.7932,107.4909,7.4174,100.2868,1.4281,32.0368,0.0,1440.2799,1.0139,0.0,0.0,42.6912,0.0
ZAF_C21,45.0631,3.5423,4.5104,11.8148,0.0,9.2758,1.03,0.0,0.0,0.0,16.3115,87.6327,0.0,0.0,0.0,0.0,0.1714,0.0,0.0,0.0,0.0,0.7446,2.1563,3.6432,0.0,5.3228,0.1177,0.0037,0.0683,0.1102,0.0001,0.0,0.0016,0.0019,10.1331,0.0,3.4011,8.1282,10.1652,50.6975,0.2605,660.9438,0.0063,0.8383,0.0,1076.3756,0.615,214.288,0.0,3.5229,0.0
ZAF_C22,359.1625,2.0416,34.8447,140.9732,0.0329,514.8676,56.4863,28.0072,162.6043,14.5858,119.9234,34.4145,127.6236,53.8804,6.7896,39.7335,54.2586,29.8895,65.9181,166.6382,7.8227,31.2073,7.2693,218.3504,579.4206,70.4178,117.6443,1.4734,9.9849,16.679,16.3396,7.6565,34.4844,12.853,1.9333,14.7277,24.1291,5.5233,19.1397,37.5931,14.9832,43.1435,1.6597,2.9991,0.0,1071.1085,0.0624,0.0,54.7835,14.1141,0.0
ZAF_C23,158.4053,1.4316,5.6602,32.6964,0.0045,207.1487,1.6816,12.6385,1.7271,1.9956,39.9424,13.6202,18.6228,365.0308,14.1533,26.0427,68.3061,9.8323,18.0438,66.1035,48.0149,3.4272,4.7119,7.1485,2535.6804,9.7486,1.748,0.0252,45.3655,1.1731,0.356,11.922,0.9526,0.7119,0.6788,3.5635,435.2305,0.566,0.9437,73.3489,2.832,9.9946,1.4427,12.2146,0.0,358.3012,0.0049,0.0,4.199,13.7131,0.0
ZAF_C24,138.8682,0.8568,46.1868,358.6821,1.1699,19.3557,12.4886,6.1451,19.3235,207.753,40.852,4.444,396.6447,11.4804,3358.6535,1565.8083,197.7949,778.1558,1412.0881,1212.4555,69.9041,341.9255,72.9072,38.016,1266.9461,9.0701,55.4104,2.1284,28.4123,44.9101,1.3668,0.9276,5.6445,94.4018,1.478,2.9442,5.6958,1.8735,2.8373,14.1981,3.4784,6.651,5.9754,30.4459,0.0,58.0988,0.0529,99.0728,226.6014,82.4715,0.0
ZAF_C25,559.56,27.8526,231.7447,740.3842,0.2041,400.9403,123.2715,39.993,30.2223,72.0399,105.6749,18.5523,68.2507,37.0427,72.9469,303.855,32.956,42.2944,237.9326,228.9393,44.2388,58.8567,30.6924,34.2345,1959.0049,86.517,11.1352,0.3039,4.5313,13.2458,1.7255,13.1995,10.7158,15.5351,6.8382,87.7269,164.3753,6.5123,8.9291,54.6156,114.0417,21.6906,7.9508,8.0301,0.0,588.3156,0.4995,23.685,307.8006,19.6501,0.0
ZAF_C26,4.2332,0.348,10.583,39.1268,0.0326,5.1944,1.1394,0.358,1.5147,1.0897,2.0432,0.6551,0.8235,0.8495,0.446,1.5812,46.4968,26.2608,7.2396,8.3288,1.0183,0.8908,0.8924,15.4573,78.6759,30.1435,5.1895,0.1899,2.4739,15.0424,0.2688,4.395,3.634,319.6684,5.9315,13.9092,6.6519,13.3262,7.7574,5.7372,1.8315,126.6921,3.6907,5.1661,0.0,433.5559,0.178,0.6044,919.3196,4.0653,0.0
ZAF_C27,22.6484,2.165,42.0106,247.4738,0.2586,35.4253,6.8118,2.2459,11.3249,7.7118,14.0635,2.9166,5.9965,6.373,8.5228,10.1131,87.5709,172.7006,45.711,64.1067,7.6279,5.9253,6.6844,11.1703,591.1128,180.1842,15.4625,0.6919,10.7649,94.7652,2.1109,34.0643,21.2381,172.2649,10.9293,84.9593,35.2436,58.0019,31.592,27.5956,10.7359,66.4646,28.3827,7.5188,0.0,670.3605,0.1699,0.0,758.9099,7.6289,0.0
ZAF_C28,191.987,5.0137,70.1614,656.9548,0.0644,78.6534,33.0997,6.5684,68.9393,10.3626,42.9512,8.5659,21.1822,9.3884,20.6339,52.083,9.942,25.6132,369.1991,165.4441,21.0615,14.0902,4.0916,13.228,288.0377,142.0972,28.262,0.7813,14.867,26.5013,1.176,3.5274,19.1397,59.485,63.405,13.7944,21.1825,87.8102,82.9662,27.0447,17.8912,12.0342,9.378,3.0184,0.0,230.6876,0.2799,0.0,3022.0404,15.3208,0.0
ZAF_C29,158.1887,1.8835,16.889,130.3565,0.0099,48.9544,116.8829,2.9106,5.8395,1.5165,13.9525,3.9534,14.4755,17.9419,3.1739,7.2654,8.9311,20.5601,87.3178,3363.5803,95.2145,7.8487,3.0286,21.253,168.9486,33.5713,224.4921,0.7246,84.7488,23.8231,10.9867,2.9746,3.4674,35.4975,10.9828,8.7066,19.9517,18.1542,49.417,38.7264,98.6107,10.8902,5.0577,2.7091,0.0,3052.5132,0.2871,0.0,3111.9323,16.0497,0.0
ZAF_C30,7.7602,4.416,2.9613,34.6517,0.0145,0.8842,0.8083,0.5513,0.5397,0.0849,0.8073,0.1919,0.28,0.1883,0.6064,0.8619,0.4721,1.5773,14.8419,83.5166,100.7349,0.4069,0.0533,2.6429,5.6448,6.3494,97.5152,21.8439,1.4931,19.4799,0.0736,0.2069,0.4728,2.9777,2.8433,0.4844,0.4517,4.3232,3.7798,2.0466,0.3009,5.697,0.6852,0.2711,0.0,257.2937,0.0103,0.0,582.9149,0.9977,0.0
ZAF_C31T33,32.4686,0.8629,8.9616,48.6424,1.2979,26.0655,13.7722,10.0917,7.4674,2.0006,6.8924,1.666,5.6901,2.7243,18.9646,17.2717,3.0989,3.0122,9.5126,10.0535,1.0234,21.9103,24.902,11.1822,66.583,45.7601,8.621,0.1242,4.4956,14.265,1.6714,2.3775,22.7169,13.9833,21.2255,97.1164,26.1599,42.2928,35.2827,37.6627,58.9817,20.9357,39.7402,10.7817,0.0,716.4339,0.1312,0.0,80.6896,2.4266,0.0
ZAF_D,748.7537,3.5029,315.0358,1765.7319,15.1122,310.2621,59.0186,48.3026,57.6386,162.1044,195.4973,26.5295,82.8875,43.8955,322.3564,52.6535,6.3788,11.8331,37.0463,31.0558,9.1714,18.7455,1782.9038,641.0733,53.5484,1244.4515,461.5311,20.207,8.5086,377.0009,30.1609,440.137,28.1959,119.3111,29.3525,287.8642,762.4863,118.104,127.2216,1265.116,242.777,469.2714,67.6103,23.9605,0.0,5987.6426,1.6895,0.0,0.0,0.1036,0.0
ZAF_E,98.8548,0.6433,38.9546,178.9229,0.315,187.5084,12.8003,10.483,13.9729,31.4941,60.0242,10.7992,19.8274,10.1234,77.2165,13.0428,1.7356,3.4774,9.8338,8.837,2.2743,4.2673,240.7917,314.524,14.642,264.7968,97.399,4.1457,3.188,106.6354,6.5152,88.6827,4.8189,31.6884,6.4465,32.923,127.4645,24.7691,30.7192,248.8835,31.2705,183.3104,18.5989,5.1419,0.0,2301.7119,3.1769,4975.2562,6.6234,0.4066,0.0
ZAF_F,77.8587,1.3592,225.4714,925.6538,7.0495,97.7453,14.2364,5.2745,36.5889,20.0424,38.115,10.8557,10.3997,16.5702,9.1512,9.3526,3.4605,3.8969,15.8501,22.2246,4.0815,10.7653,43.7795,67.1869,60.8532,599.6706,59.7266,3.9293,39.9705,68.157,7.949,106.8386,31.1593,250.0448,65.9917,413.324,1413.3017,199.849,207.5574,1371.1345,600.9827,412.2425,47.8974,22.3725,0.0,363.7063,3.2208,0.0,23665.0361,0.102,0.0
ZAF_G,2144.5219,119.3454,759.7241,2777.2176,58.8987,3066.0673,468.2954,136.5912,710.1587,2425.38,1201.0415,242.2466,385.0277,273.5698,602.0201,380.3894,145.1723,224.9771,457.7116,1366.776,83.5604,177.6988,998.4904,591.2397,2299.5431,2267.8642,1527.1653,45.6378,527.0622,606.1866,90.7755,641.4436,273.0564,817.6107,502.0827,1102.5659,555.2897,789.2969,832.6531,1572.7081,496.4984,702.5094,245.8525,149.1488,0.0,16863.7538,8.2575,43.8198,4521.3424,102.9223,0.0
ZAF_H49,584.827,20.7807,799.6505,1064.1824,11.0451,794.379,97.069,54.4039,250.9289,694.7526,395.4487,54.6951,127.6729,171.9811,221.3539,121.4312,38.3754,66.4678,148.4214,252.3181,23.2145,68.0481,216.3616,86.9286,627.8088,1232.7583,591.1514,5.8035,110.2645,543.5379,128.5691,89.8883,78.6079,99.7318,52.1748,131.6029,92.1765,221.9349,340.5179,333.5119,110.5327,139.3436,41.2671,41.679,0.0,6572.5854,1.5932,3.6591,367.2321,50.4768,0.0
ZAF_H50,0.1735,0.0006,0.0008,0.0008,0.0008,0.0642,0.0541,0.0005,0.0482,1.7635,0.0854,0.005,0.0398,0.0044,0.1957,0.0518,0.0525,0.1028,0.0925,0.9486,0.005,0.0393,0.3272,0.0431,0.972,0.0011,0.0005,0.0004,0.0214,0.0003,0.0003,0.021,0.0107,0.2326,0.0006,0.0067,7.1239,0.0021,0.0016,0.0005,0.0367,0.2706,0.0288,0.0058,0.0,0.0005,0.0087,3.6383,4.9001,377.704,0.0
ZAF_H51,60.385,1.5777,80.2672,140.3725,1.9919,89.6716,16.889,5.2676,26.0704,137.9308,58.2402,15.778,15.9731,19.8948,17.86,9.6398,7.3627,8.8536,19.623,44.3835,6.0083,9.9611,30.6892,12.2091,60.3471,181.0048,41.8192,0.6537,61.2377,153.9517,35.5181,14.3932,15.3395,33.0943,23.7028,62.5822,8.8688,105.6972,228.2792,122.8267,16.8522,36.5077,10.8394,10.7961,0.0,1635.42,0.3746,2.23,111.5247,237.5315,0.0
ZAF_H52,102.7583,7.4229,211.2603,375.8361,19.6172,416.8774,56.5594,29.8308,127.4729,181.8443,178.8514,40.2392,46.8183,67.3468,62.4436,52.9314,19.2099,26.3544,84.2888,115.4135,15.0491,39.2486,97.7716,86.8608,480.3871,2035.1988,389.3921,18.2178,469.9535,1056.4709,47.579,351.5059,97.5828,838.1623,369.292,81.1117,547.8794,975.0408,1176.7451,245.2894,528.8381,310.6875,106.7801,89.929,0.0,383.501,1.4817,0.5821,103.2325,6.4187,0.0
ZAF_H53,1.4223,0.247,3.5144,3.4851,0.5632,45.0923,20.942,0.8784,8.902,1.1757,6.4855,2.6143,3.5426,2.3146,1.0462,1.5119,5.156,2.1755,6.1309,7.6721,1.094,10.3742,5.7638,3.9518,6.446,369.3153,6.4207,0.6581,1.303,115.4417,49.3787,8.5169,9.8409,145.745,11.0137,128.3146,12.8178,130.4711,394.8564,43.4404,0.2952,27.2341,5.2527,8.5561,0.0,226.903,0.2539,0.0,0.0,0.2979,0.0
ZAF_I,0.7895,0.0758,15.5733,8.1854,0.5669,8.2687,3.3867,0.9552,2.7718,2.2966,6.1621,2.4818,2.5336,1.3467,0.5315,1.8222,1.9564,0.9297,5.038,2.6736,0.8116,1.8617,17.2863,4.3564,16.9575,82.1717,9.295,0.3968,27.5749,56.0947,1.2365,12.932,4.3813,12.3569,10.5265,77.8281,1.6991,51.2805,70.7497,444.8571,812.2419,68.5217,4.2509,6.9676,0.0,7226.5178,9.5399,0.0,0.0,0.001,0.0
ZAF_J58T60,32.9188,0.2241,13.7972,48.909,0.3469,21.9961,6.3423,1.8058,42.602,2.6697,8.6935,3.7245,4.2954,2.8508,1.1345,3.1686,1.958,1.491,5.1969,4.9579,1.4426,3.998,27.8453,29.2625,20.6404,142.6659,8.6911,0.6043,20.247,11.2617,1.9937,24.9751,62.5037,31.586,9.4211,172.1979,63.0583,57.8611,41.2147,314.3766,638.0222,36.984,81.3745,16.2449,0.0,1775.9924,7.6449,1.6976,6.5227,5.3336,0.0
ZAF_J61,69.1846,0.8525,41.1869,47.881,0.9156,58.8551,16.8037,7.9792,27.964,12.7841,28.7558,10.9806,13.6367,13.1197,5.7354,16.2248,174.912,26.6418,28.0872,19.7584,4.8144,24.8509,60.537,143.2452,77.5308,708.9811,79.908,3.0676,29.9364,197.2468,26.7585,84.0252,50.0887,7257.5381,146.0708,1009.0902,170.6625,448.0131,222.5207,1460.1121,27.6347,833.9367,42.1932,58.1722,0.0,6993.743,2.3328,0.0,3882.708,15.466,0.0
ZAF_J62_63,136.4803,2.3734,150.7639,476.0508,5.9982,135.906,29.62,8.1907,40.6258,43.0409,41.5602,14.5134,12.6742,18.2922,20.5967,14.6445,69.8611,150.7668,46.7995,65.7383,10.0408,11.8835,271.9951,151.1925,514.1084,712.6169,82.7392,5.7562,45.6656,227.7891,18.5853,165.1948,79.5836,523.9588,957.9704,1130.5534,104.2467,400.5212,286.5079,615.6408,48.7656,197.6778,59.8867,45.2543,0.0,985.8198,2.3261,0.0,608.7698,5.7769,0.0
ZAF_K,887.7165,22.0895,197.8327,396.0143,8.0767,328.8276,106.0168,37.4926,77.0798,150.5609,167.0176,42.325,67.3553,64.2818,67.0702,87.2402,23.5733,42.5858,104.0936,143.3665,17.0088,87.8836,293.3887,100.3136,471.8151,4453.6,311.0975,6.8794,48.9123,936.2208,74.411,347.2942,87.1228,201.3078,90.534,9943.0866,2929.6819,674.0831,855.7743,1562.7117,96.7889,478.9573,127.8054,98.4692,0.0,20633.995,24.4235,1.4991,1394.5596,5.4814,0.0
ZAF_L,366.7688,1.0898,20.7966,42.2168,1.9899,100.4453,53.6256,18.1575,59.7023,17.9122,55.4941,18.7348,35.2326,22.5946,7.4284,49.8508,13.4433,12.4503,54.1061,25.6997,15.3406,55.4288,53.6901,106.9497,99.8867,2600.8348,142.6146,2.1925,12.823,837.483,44.064,426.7907,45.0407,363.5302,123.0834,2471.4975,853.4185,543.3168,660.7348,1587.8728,30.9451,451.5441,49.3012,52.2788,0.0,25989.9142,32.6,0.0,646.0861,0.0289,0.0
ZAF_M,651.1141,6.317,510.9117,1222.1997,43.4715,394.1187,58.7196,27.8205,108.7269,145.7991,160.517,79.2744,40.0339,56.6745,55.1506,46.7175,14.4136,13.2384,65.9066,84.0522,18.8495,32.2431,724.7666,422.7143,309.6203,1850.8563,214.8027,14.3743,87.2667,412.1363,24.5996,396.1024,118.6451,668.8789,533.6694,1741.3358,599.8692,2900.6834,1006.2914,1391.674,126.9535,449.8166,161.2412,155.1815,0.0,3883.7442,79.0198,5471.2191,455.2141,2.2737,0.0
ZAF_N,686.4757,5.5391,344.0085,877.1498,24.3171,390.0239,64.4694,30.1254,114.5317,102.4607,133.2647,56.0334,42.7672,54.4205,58.2572,54.099,14.561,13.1345,64.3588,83.4189,16.8776,46.846,556.3623,326.358,219.9238,2353.7119,341.0424,19.7261,194.3773,754.6928,55.4216,657.7094,156.35,940.8736,685.1554,1884.4874,1029.3415,1632.0037,2973.9908,1396.7755,481.0769,972.1981,291.5142,207.6189,0.0,1889.9995,12.3521,0.0,194.2101,0.7332,0.0
ZAF_O,31.0141,3.5549,295.8149,1141.6675,7.5563,211.0948,31.5699,11.4455,84.0998,53.6764,86.0112,39.2951,23.647,35.5709,23.7593,20.7518,9.3067,10.571,40.3307,65.5107,9.5117,26.3793,69.8351,65.9928,131.5939,1382.1002,97.5064,5.7446,77.7407,112.4718,15.9273,297.0192,83.0554,600.5484,1173.115,112.3564,675.7449,2126.9686,593.8065,557.2395,66.0028,390.6777,119.2476,135.3892,0.0,1155.7245,46.0396,38864.5239,133.555,0.0037,0.0
ZAF_P,45.9473,0.4167,55.6288,162.5827,3.9296,44.246,9.7048,3.7575,13.6976,13.5253,23.3037,17.0535,7.2065,6.1199,6.1498,5.7854,4.452,3.2979,15.6636,17.1751,2.6607,3.7745,82.1161,43.1128,45.2604,149.3304,27.6812,1.5946,32.8659,66.3366,2.9488,41.348,11.4696,58.3726,273.0206,326.6843,175.0211,473.6319,300.8875,507.7975,195.7121,83.3371,12.6413,30.5225,0.0,9190.1753,258.5523,18802.6486,181.3325,0.0025,0.0
ZAF_Q,501.5129,10.6533,213.5612,725.5318,4.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8147,202.8244,0.0,0.0,63.2717,0.5778,9.2679,25.7222,0.4699,0.0,30.8909,81.7779,33.3374,194.3774,107.1556,95.7431,451.679,184.9572,0.4187,843.5842,185.8445,2.698,0.0,16535.597,198.5051,8910.4718,0.0,0.0028,0.0
ZAF_R,41.3726,0.0461,2.8824,2.7818,0.1679,2.459,1.4691,0.5867,1.1348,0.358,1.4081,0.544,0.6596,0.4861,0.266,1.8107,0.8728,0.5367,2.2312,0.5132,1.1438,2.5994,10.8566,0.7951,11.6385,52.7198,2.6927,0.6545,0.2671,8.5991,0.2535,13.048,0.722,1.5435,3.4269,6.8967,62.1486,23.0136,35.1215,71.0647,21.7718,13.8038,2.4063,2.3328,0.0,4233.7779,171.6751,0.0,0.0,0.3981,0.0
ZAF_S,39.0861,0.4693,39.4032,153.4496,0.0608,169.7128,31.0436,12.4965,69.0326,45.6391,47.6093,15.7736,18.9057,14.8233,27.6509,24.2532,7.1677,10.0972,33.3996,64.4534,5.7647,15.8858,1.2969,10.2366,20.329,12.8251,60.6488,0.8813,6.6176,28.1095,1.9394,15.5506,11.0998,56.0948,41.3199,6.676,124.0186,121.413,62.5322,19.0313,30.1986,6.7322,0.4465,9.281,0.0,1232.2578,364.8014,0.0,0.4839,0.0005,0.0
ZAF_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29644.9171,0.0,0.0,0.0,0.0,0.0
