V1,CYP_A01_02,CYP_A03,CYP_B05_06,CYP_B07_08,CYP_B09,CYP_C10T12,CYP_C13T15,CYP_C16,CYP_C17_18,CYP_C19,CYP_C20,CYP_C21,CYP_C22,CYP_C23,CYP_C24,CYP_C25,CYP_C26,CYP_C27,CYP_C28,CYP_C29,CYP_C30,CYP_C31T33,CYP_D,CYP_E,CYP_F,CYP_G,CYP_H49,CYP_H50,CYP_H51,CYP_H52,CYP_H53,CYP_I,CYP_J58T60,CYP_J61,CYP_J62_63,CYP_K,CYP_L,CYP_M,CYP_N,CYP_O,CYP_P,CYP_Q,CYP_R,CYP_S,CYP_T,CYP_HFCE,CYP_NPISH,CYP_GGFC,CYP_GFCF,CYP_INVNT,CYP_DPABR
CYP_C27,0.1153,0.0465,0.0035,0.0157,0.0001,0.1235,0.1026,0.0802,0.0694,0.0472,0.3669,0.2966,0.2502,0.1982,0.0479,0.3501,0.0327,0.5556,0.1106,0.0579,0.0065,0.3244,0.2018,0.0198,2.2822,0.8892,0.1701,0.0406,0.0071,0.1866,0.0058,0.7831,0.2011,0.0357,0.2524,0.0739,2.3841,0.2395,0.1031,0.2808,0.0751,0.2884,0.1182,0.093,0.0,11.1425,0.0,0.3722,3.5573,0.7927,0.0
CYP_C28,0.2613,0.0411,0.0471,0.1822,0.0013,0.6734,0.036,0.0817,0.1194,0.1352,0.0851,0.1119,0.0807,0.2611,0.05,0.1894,0.0158,0.0179,0.5267,0.0107,0.0366,1.1245,0.3096,0.2415,1.0859,1.6228,0.5687,0.0575,0.0923,1.1512,0.0412,0.8757,0.1609,0.2539,0.133,0.3496,0.1834,0.6028,0.6303,0.3039,0.3805,0.3399,0.3163,0.0724,0.0,7.8113,0.0442,0.3377,20.2281,1.6303,0.0
CYP_C29,0.0307,0.0039,0.0012,0.006,0.0,0.0171,0.003,0.0112,0.0016,0.0028,0.0029,0.0017,0.0019,0.016,0.0069,0.0323,0.0084,0.0071,0.0049,0.0237,0.0002,0.0297,0.01,0.0193,0.2733,1.3994,0.0039,0.0021,0.0573,0.03,0.0033,0.0215,0.0044,0.0026,0.0016,0.0877,0.0387,0.0152,0.0079,0.0182,0.012,0.0448,0.0129,0.0058,0.0,14.5303,0.0,0.0989,1.2552,0.4126,0.0
CYP_C30,0.0,0.0,0.0001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0091,0.0,0.0085,0.0,0.0144,0.0,0.2161,0.1058,0.0195,0.0,0.0142,0.0,0.0,0.0,0.5678,0.0,0.0003,0.0001,0.0207,0.0,0.0001,0.0,0.002,0.0,0.3558,0.0,0.1024,2.3015,0.6494,0.0
CYP_C31T33,3.1691,0.0403,0.8455,3.2671,0.0248,8.4255,0.2389,2.1768,1.734,1.923,1.2321,3.3309,1.5336,3.7216,0.6323,0.9705,0.0303,0.1121,0.2523,0.1038,0.0093,2.81,11.7398,4.4762,5.789,14.1575,0.4757,0.0489,0.099,6.0176,0.8848,19.2239,1.9081,8.8947,2.9173,2.0591,2.5296,3.1346,2.2652,1.7785,3.7718,10.3392,2.6367,0.6587,0.0,54.9231,0.0371,0.3537,12.4092,0.8211,0.0
CYP_D,29.9262,1.042,0.7563,4.2521,0.0129,38.0317,0.7737,2.2254,3.8336,5.2,3.8263,9.2972,7.5589,27.615,2.9328,2.5688,0.064,0.1878,0.521,0.1453,0.0187,1.9784,10.2334,28.338,4.9841,119.1509,0.4206,0.0242,0.0248,19.6937,1.2841,120.9608,9.3728,11.9291,1.9651,17.4982,5.498,18.2577,4.2993,35.5819,6.5577,14.5873,6.5198,12.8989,0.0,293.973,0.0052,0.3184,0.0707,0.0021,0.0
CYP_E,10.6051,0.003,0.059,0.182,0.0015,5.6356,0.2276,0.4315,0.4042,0.0048,0.43,0.5012,0.4518,0.7873,0.4103,1.0519,0.0043,0.0173,0.1228,0.0586,0.0004,0.6561,2.932,73.4838,6.2394,26.9686,0.2618,0.04,0.0699,12.6451,0.3763,48.9468,2.1412,1.4771,3.251,5.7439,26.1984,6.9501,2.5218,48.0013,5.169,13.618,1.4591,4.2146,0.0,81.0764,0.0002,2.0644,0.4564,0.3147,0.0
CYP_F,12.4887,13.3094,2.6412,11.6561,0.0973,11.9632,0.8193,5.9093,1.1464,6.9688,1.1834,7.9152,2.5702,1.5434,0.6342,1.6795,0.018,0.0843,1.2443,0.1177,0.0552,1.8994,63.8928,23.5703,1529.3645,146.5147,0.9545,0.1058,1.0562,114.4101,1.6323,143.4116,10.3761,8.2495,2.0193,94.0117,113.1358,33.3239,11.3416,82.8481,48.9545,58.0542,13.3786,16.9951,0.0,50.9542,0.0451,0.185,1474.4869,-294.1306,0.0
CYP_G,65.0901,1.6707,1.111,5.5349,0.0416,181.9646,6.6723,10.6079,10.8219,2.9968,8.4454,28.034,9.3674,31.1479,4.5211,22.1453,3.6888,3.2237,3.6189,1.7356,0.2626,15.9557,70.3633,7.3701,87.0926,139.5278,29.7463,28.8121,17.2838,93.5132,4.9391,167.0925,72.06,4.9625,27.3327,67.3204,24.5514,40.7466,34.3977,26.3108,12.6203,48.4314,12.5563,13.4227,0.0,1475.9544,0.0697,37.8988,295.6315,72.26,0.0
CYP_H49,6.1507,0.2284,0.5746,2.6099,0.0107,18.0052,0.4048,1.1631,1.0723,0.843,0.9121,2.5163,1.0557,4.2548,0.659,2.827,0.3927,0.2909,0.4365,0.1995,0.0225,1.7421,6.3236,1.1825,13.9245,47.3393,5.3032,1.6975,1.2633,2.9893,2.4571,17.4757,5.0089,0.3051,2.6517,8.2918,1.6919,4.0292,1.8635,2.1541,2.1641,4.2589,3.5923,1.0723,0.0,119.9158,0.0014,7.9641,16.9961,0.0,0.0
CYP_H50,0.2961,0.0076,0.0017,0.0091,0.0001,0.7568,0.0216,0.059,0.0581,0.0259,0.035,0.1342,0.0429,0.1904,0.0375,0.1611,0.0221,0.0177,0.0216,0.0098,0.0017,0.0855,0.3574,0.0229,0.5291,0.2995,141.7915,782.9299,1.6049,0.0715,9.2652,0.6159,1.5659,115.3565,0.0596,0.3447,0.0763,0.0906,4.022,3.5505,0.0385,0.7868,7.0222,0.0342,0.0,52.1062,0.0004,0.2142,1.6363,1.8118,0.0
CYP_H51,0.0825,0.0022,0.0001,0.0002,0.0001,0.0318,0.0005,0.0011,0.0007,0.0003,0.0002,0.0005,0.0004,0.0038,0.0008,0.0034,0.0022,0.0009,0.0002,0.0005,0.0001,0.001,0.0075,0.0002,0.0075,0.003,0.0004,0.0515,0.0139,0.0001,0.0001,0.0143,0.0003,0.0001,0.0001,0.0101,0.0008,0.0005,0.0006,0.0002,0.0001,0.0003,0.0002,0.0005,0.0,0.0001,0.0004,2.3134,1.1747,13.9265,0.0
CYP_H52,2.8306,0.0873,0.035,0.1708,0.0009,7.0124,0.1882,0.5089,0.4569,0.2011,0.2865,1.093,0.3563,1.8667,0.2931,1.263,0.1828,0.1344,0.1668,0.0777,0.0102,0.6584,3.4413,0.2716,4.6418,14.0381,0.5165,32.2228,0.7231,462.8301,0.0915,5.9847,2.0278,0.1911,0.5591,4.0626,0.7898,1.6115,0.6317,0.9246,0.4326,1.5413,0.3183,0.3235,0.0,69.7351,0.001,1.4295,8.6713,12.2505,0.0
CYP_H53,0.0262,0.0029,0.0073,0.0275,0.0003,0.2864,0.0172,0.0397,0.0682,0.0,0.1216,0.1963,0.0862,0.0756,0.018,0.1541,0.0006,0.0112,0.013,0.0048,0.0003,0.0791,0.1824,0.0391,0.2351,2.7549,0.0578,0.0021,0.0022,1.4142,0.8283,0.4787,0.2535,0.1368,0.4443,3.0557,0.2927,4.3566,0.4841,0.7194,1.0834,0.9267,0.2068,0.1918,0.0,13.2044,0.0,0.0,0.0,0.3123,0.0
CYP_I,0.2194,0.0,0.1071,0.2452,0.0042,2.5818,0.1766,0.1766,0.9631,0.4005,0.474,0.3775,0.1761,1.0169,0.0534,1.0152,0.0171,0.147,0.4371,0.0438,0.0084,1.5409,0.9106,0.4059,3.6945,39.5902,0.4576,0.0907,0.2258,4.6519,0.4772,9.642,3.4086,0.8381,6.5234,11.3393,2.555,24.7834,7.4839,7.8595,5.8797,4.7587,10.3808,4.0517,0.0,1668.3122,0.0,0.3392,0.0,0.0,0.0
CYP_J58T60,0.0031,0.0017,0.1862,0.5288,0.0045,3.2199,0.8009,0.6441,0.9803,0.0018,0.9001,1.4391,0.6317,0.4588,0.2711,1.1283,0.0014,0.0519,0.5088,0.5405,0.0153,2.5574,2.0976,1.1277,2.1457,6.4279,1.6023,0.0138,0.024,5.4168,1.7563,3.1713,181.1965,1.8654,27.6794,9.1502,11.5628,19.2326,8.1312,8.7833,3.4184,4.7568,3.5869,2.9533,0.0,95.6109,1.5092,7.7305,100.6249,0.2161,0.0
CYP_J61,0.1931,0.0422,0.155,0.3815,0.0039,2.4554,0.2874,0.494,0.6284,0.029,0.3617,0.5767,0.2315,0.8429,0.0352,0.7964,0.0042,0.0906,0.1931,0.1781,0.0128,0.8533,10.7537,0.8227,2.8841,33.5403,0.9336,0.1699,0.1205,17.9844,1.3294,14.2147,32.7349,143.8068,33.2004,18.5132,3.4325,33.9343,6.4216,8.8187,4.3515,11.3336,14.1088,4.1929,0.0,226.8912,0.1191,0.5072,5.6156,0.1912,0.0
CYP_J62_63,0.1782,0.0,0.0838,0.3485,0.0028,0.7799,0.1481,0.1447,1.0963,0.4807,0.0481,0.1485,0.1685,0.4574,0.0862,1.1484,0.0092,0.0025,0.3671,0.0763,0.0011,0.8897,1.5919,0.737,0.907,23.0653,1.0011,0.1704,0.0071,1.2458,0.237,3.8075,75.2837,3.7256,334.0933,12.8036,1.7695,61.6543,3.2348,5.7621,0.357,0.8078,7.0094,3.0249,0.0,12.6072,0.73,3.7185,16.681,2.1342,0.0
CYP_K,15.901,0.7563,0.4149,1.4301,0.0094,15.9947,0.6032,1.6921,1.6723,2.4262,1.7676,4.8276,1.5255,3.9078,0.5403,3.3765,0.0689,0.1717,0.703,0.2692,0.0361,3.5434,42.9799,3.0498,18.5087,82.1799,5.7643,47.0039,1.3885,86.5732,0.9526,37.1382,8.1877,4.5557,11.2869,763.9663,33.6893,25.6395,10.8452,2.4747,4.6396,11.3556,3.5586,3.7293,0.0,345.366,1.9092,16.3017,15.6886,12.6129,0.0
CYP_L,0.107,0.0,0.236,0.686,0.006,11.114,1.0805,0.9551,1.7028,1.3576,1.5074,6.0276,0.7767,1.1841,0.1563,1.7621,0.0253,0.1718,1.1002,0.2156,0.0056,3.7194,3.2078,1.2067,12.273,205.7411,2.4626,0.0504,0.1021,27.1782,2.9311,115.238,8.2407,4.9175,4.3885,43.693,60.9791,61.6334,11.7527,25.8671,16.9997,19.7222,9.7568,14.3094,0.0,1628.8604,0.4754,0.3224,262.3201,0.0151,0.0
CYP_M,3.1452,0.0306,2.7444,7.4504,0.1053,17.0321,1.1516,1.7262,2.0585,3.873,2.8333,4.1275,1.703,2.0136,2.164,4.0829,0.0407,0.2259,1.1362,0.5427,0.0905,3.9244,8.458,5.836,42.0448,152.199,3.1514,178.7232,1.6875,48.3033,1.0721,62.8773,38.2845,8.7977,16.6031,1124.9956,14.9644,309.0835,18.3116,18.7271,26.2311,25.3865,11.4205,13.2733,0.0,58.5381,4.4713,39.8464,73.5433,1.4031,0.0
CYP_N,1.7695,0.0158,1.005,4.9934,0.0441,3.1603,0.3398,0.1726,0.2003,0.3593,1.2102,1.6288,0.3898,0.848,0.0626,0.293,0.0205,0.0171,0.5943,0.103,0.0096,1.0673,3.5494,2.4404,5.4002,26.0851,3.4774,9.6637,5.1945,32.3393,4.8502,23.7561,14.0365,2.3712,7.3765,63.2023,4.2523,65.1809,29.8826,5.7551,18.9145,15.8401,5.3102,7.1722,0.0,71.3373,0.0011,0.0008,0.6319,0.2294,0.0
CYP_O,19.6118,0.5199,0.0408,0.1775,0.0015,10.0814,0.1564,1.9352,0.2553,0.4515,0.5441,0.4393,0.2488,2.5905,1.3037,5.6193,1.4349,0.8759,0.8101,0.4075,0.0326,3.8774,2.364,32.5464,48.2399,17.5237,0.3482,1.4961,0.0574,7.2851,0.7295,25.6219,1.2937,1.0173,0.8485,3.1096,26.7625,5.1261,1.8621,152.6553,6.0273,9.8153,3.1102,3.2771,0.0,122.6259,7.1747,1962.3415,21.9078,4.1258,0.0
CYP_P,0.0248,0.0,0.0856,0.3349,0.003,0.6942,0.0161,0.0726,0.0414,0.004,0.1077,0.4358,0.0619,0.1209,0.0099,0.1143,0.0001,0.0005,0.1664,0.0057,0.0007,0.5256,1.6976,0.0586,0.725,4.5654,0.0072,0.9603,0.4298,5.4624,0.1026,1.6741,0.9943,0.6951,0.979,4.7206,0.4608,7.5102,0.9617,7.2051,5.4163,1.8126,0.7693,0.6643,0.0,576.4989,8.3193,806.6924,99.8628,0.0001,0.0
CYP_Q,2.2377,0.0,0.0008,0.0023,0.0,0.0347,0.0034,0.003,0.0053,0.0042,0.0064,0.0219,0.0024,0.0037,0.0006,0.0055,0.0001,0.0005,0.0035,0.0007,0.0,0.0116,0.01,0.039,0.0394,0.6459,0.0079,0.0002,0.0003,1.1474,0.0215,0.3595,0.0257,0.0154,0.0252,0.5223,0.1901,1.3866,0.5209,0.7971,0.5904,17.0947,1.2614,4.025,0.0,764.8445,79.0326,464.3345,8.5911,0.0034,0.0
CYP_R,0.0411,0.0001,0.0006,0.0021,0.0,2.9961,0.0033,0.0016,0.0399,0.0022,0.0026,0.01,0.0015,0.0025,0.0011,0.003,0.0001,0.0003,0.0018,0.0004,0.0002,0.0062,0.0076,0.0031,0.2238,0.3042,0.0041,7.6379,0.0005,0.9496,0.0047,8.8615,1.2212,0.0077,0.0153,0.4176,0.0918,0.7318,1.4495,1.3342,0.4898,0.7228,4.35,1.4333,0.0,411.853,46.7869,16.4289,0.7395,0.972,0.0
CYP_S,0.4781,0.0,0.0085,0.0621,0.0001,2.3084,0.0227,0.0313,0.0734,0.0281,0.096,0.1565,0.0461,0.1067,0.0122,0.2974,0.0076,0.0112,0.022,0.0059,0.0005,0.4485,0.3737,0.1664,0.6485,12.5807,0.0922,0.9219,0.0449,0.9723,0.1298,31.6898,1.1425,0.4058,4.1761,7.627,0.8207,7.5704,0.708,2.4554,3.9733,2.5467,0.9991,6.0874,0.0,312.555,84.4154,1.9209,2.6014,0.1201,0.0
CYP_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.7904,0.0,0.0,0.0,0.0,0.0
