V1,COL_A01_02,COL_A03,COL_B05_06,COL_B07_08,COL_B09,COL_C10T12,COL_C13T15,COL_C16,COL_C17_18,COL_C19,COL_C20,COL_C21,COL_C22,COL_C23,COL_C24,COL_C25,COL_C26,COL_C27,COL_C28,COL_C29,COL_C30,COL_C31T33,COL_D,COL_E,COL_F,COL_G,COL_H49,COL_H50,COL_H51,COL_H52,COL_H53,COL_I,COL_J58T60,COL_J61,COL_J62_63,COL_K,COL_L,COL_M,COL_N,COL_O,COL_P,COL_Q,COL_R,COL_S,COL_T,COL_HFCE,COL_NPISH,COL_GGFC,COL_GFCF,COL_INVNT,COL_DPABR
COL_C22,24.0876,8.3375,29.1105,10.8097,0.0265,550.3428,90.7273,13.6068,118.921,29.4787,237.4665,40.7103,165.4931,18.9951,13.8112,18.4364,0.6461,24.4554,18.0729,25.1685,4.6561,80.8471,53.1796,52.6356,783.1627,235.8455,258.7878,1.5136,38.2297,35.1919,0.8035,89.709,0.7684,2.5818,0.8888,6.0049,0.7373,1.91,103.0597,59.0959,14.4543,13.2286,16.5254,49.8355,0.0,745.625,0.0,9.3464,79.2963,46.0322,0.0
COL_C23,13.1746,0.8713,6.4136,9.7232,0.0204,81.062,4.1489,1.9425,1.9309,7.434,81.977,14.0315,3.5257,976.0018,39.7923,23.6036,0.4054,15.5575,5.2913,14.6088,1.2919,40.2936,19.504,26.8058,5866.6924,35.7899,2.3952,0.1566,1.8431,0.6191,0.1926,42.9934,0.3208,1.0334,0.276,1.1517,0.2342,24.7316,18.4741,1.7069,8.0138,3.0018,6.6472,16.7324,0.0,179.6283,0.0,4.3121,142.689,97.2495,0.0
COL_C24,2.0384,0.0,146.9861,4.4639,0.0,20.1726,1.4635,2.9429,0.7238,0.0,8.9111,0.5511,3.5923,13.871,381.2726,246.1174,2.7826,180.4222,74.6178,7.7709,0.8798,171.7183,0.0,0.0533,771.9503,5.2011,8.7365,0.0257,2.7831,1.9809,0.0114,18.6201,0.6649,1.4143,0.3992,5.3538,0.0895,0.0,0.0,0.1849,5.4312,0.3408,0.0565,0.6136,0.0,0.0,0.0,0.0,0.0,35.7165,0.0
COL_C25,97.3743,2.7846,74.6555,3.1981,0.0,82.6986,7.4396,9.871,1.9717,7.1709,15.1178,1.6059,2.0446,7.6758,19.4774,41.5617,0.4365,18.9094,21.2112,10.5092,1.6125,97.7587,0.7332,0.2528,986.8756,1.7809,0.0,0.0104,1.0727,0.8582,0.0053,10.4969,0.1909,0.751,0.1846,6.1667,0.0308,11.3832,0.0,1.4081,3.0822,0.1829,0.0147,0.3361,0.0,536.5002,0.0,2.9056,55.6459,28.5698,0.0
COL_C26,0.0014,0.0009,0.3162,0.0101,0.0,0.1068,0.019,0.0027,0.2683,0.0615,0.1549,0.0292,0.0143,0.0049,0.0031,0.0059,0.0716,0.4237,0.2336,0.0507,0.0108,0.6405,0.0,0.1111,0.695,0.6515,0.253,0.0009,0.057,0.0847,0.0077,0.429,0.1648,1.1867,0.3406,0.1317,0.0289,0.1519,0.0,0.0539,0.449,4.6508,0.2594,0.1178,0.0,14.0203,0.0,0.0,28.5895,0.7487,0.0
COL_C27,2.0004,0.0726,26.8029,0.6088,0.0,6.8062,1.1563,0.1562,0.6661,3.8934,6.2463,0.8585,1.0183,0.0,4.1062,4.2773,1.0274,70.4484,33.6937,20.2039,3.4987,36.363,116.5,15.1311,584.259,108.0415,15.1333,0.0714,3.6075,5.2839,0.4885,36.0013,6.062,42.6066,7.1015,34.1701,2.6586,16.3076,11.8047,1.898,0.0,119.95,7.7184,23.1285,0.0,166.0596,0.0,0.0,245.47,28.719,0.0
COL_C28,7.7262,1.2344,11.5367,2.9529,0.186,56.1924,10.1576,2.3032,12.287,6.8454,23.5031,4.0124,17.0729,6.2671,2.4205,3.7402,0.3417,9.8866,20.2972,7.4614,1.2256,23.2651,10.503,6.5503,158.8912,74.9672,32.8338,0.4234,5.1487,6.2522,0.4496,13.1287,1.6117,7.7636,2.2569,3.8594,0.4589,4.0409,10.0724,8.0883,6.8742,16.4184,4.0174,7.9756,0.0,204.7664,0.0,1.2823,255.6394,5.2925,0.0
COL_C29,3.1213,0.0135,5.2414,0.8479,0.0,2.8513,0.5409,0.2209,0.6542,1.3066,0.9532,0.1275,0.5284,1.6732,0.3773,0.3279,0.0095,0.3177,0.0576,242.8469,8.2671,20.0314,0.305,6.4091,18.7223,371.4624,19.8438,1.1446,10.4523,3.9558,2.6704,3.8359,0.0783,2.243,0.0,0.88,0.5181,0.0,1.0672,44.7617,0.733,0.5228,0.1036,14.5074,0.0,773.3834,0.0,0.0,680.349,36.7834,0.0
COL_C30,0.7072,0.0165,5.303,0.5551,0.0,0.5934,0.2058,0.1313,0.1653,0.3907,0.258,0.0284,0.0848,0.3877,0.0321,0.0411,0.0041,0.0923,0.0156,148.8619,200.433,28.2631,0.0851,1.2141,9.6998,11.8397,7.8099,0.5911,22.8937,1.9814,0.9024,2.2103,0.2978,0.6784,0.0,0.3019,0.309,0.0,0.7159,29.2746,0.4507,0.2443,0.0,2.6158,0.0,95.076,0.0,0.0,340.1334,0.0451,0.0
COL_C31T33,184.5648,6.0635,209.6215,29.9493,1.1801,181.0675,54.5021,10.7309,49.2714,60.9518,66.645,11.8132,24.4851,62.3969,42.8276,20.0538,0.5859,13.9076,22.425,30.1641,9.2529,178.0189,132.2197,40.5357,421.2007,186.4552,139.248,2.823,99.7998,31.8896,2.4595,64.3049,6.5198,57.1311,9.8188,43.1604,28.8839,42.199,50.1485,107.1856,44.1122,108.4787,49.4082,23.0163,0.0,2086.9711,0.0,25.6195,1091.44,-297.8854,0.0
COL_D,1385.7004,65.0286,4184.2862,201.4807,5.4435,774.4079,131.9772,18.3455,355.1356,126.3845,245.8105,9.3128,225.9742,352.3648,215.6494,74.3442,0.4645,22.5536,85.9326,5.7947,3.1192,94.9657,4251.5533,422.5177,35.3289,971.1264,116.6137,6.1938,13.2722,10.8515,9.8379,106.286,13.3665,13.4229,27.1968,225.0842,53.1831,28.317,126.9365,597.0089,208.9013,122.0135,76.4152,55.6328,0.0,899.3412,0.0,262.7225,988.7613,0.0063,0.0
COL_E,44.9539,1.005,76.3323,8.1526,5.232,141.7822,36.2405,1.7558,258.8076,2.5787,32.3325,4.9941,21.2678,10.0024,380.7445,93.7858,0.7679,29.7704,10.3464,4.899,1.4544,13.8575,34.0496,138.081,106.3102,186.7481,8.2257,1.5469,16.2965,20.3224,3.1339,74.2794,24.5522,95.3672,36.1334,113.6003,12.5046,97.0181,19.8116,257.9496,145.5743,112.9507,34.2048,25.933,0.0,1839.5303,0.0,628.4692,674.5082,0.14,0.0
COL_F,137.5754,0.8524,56.9179,16.7253,1.339,39.405,6.3279,0.7327,1.9705,3.9759,58.9481,9.7275,59.78,11.9129,2.5239,1.1528,0.0267,0.6708,1.3677,3.0795,0.1835,129.7691,502.9759,315.385,11232.0427,317.4028,145.0269,0.1935,5.2356,39.3866,4.1444,175.5384,0.3184,2.2251,0.4384,98.1875,1082.5491,129.6139,70.2539,1356.3505,612.6598,78.7956,139.23,163.8033,0.0,777.5766,115.2347,13.4042,38687.5021,-37.3972,0.0
COL_G,1299.3884,44.0704,399.4094,135.4148,12.9007,3675.6753,670.1599,97.2318,424.4098,1164.8182,998.1421,201.2332,512.3383,233.6259,134.9213,79.9771,4.9576,139.0126,116.9158,241.4803,92.1455,324.9007,497.9615,147.6442,1750.5002,875.5973,1916.3831,49.1242,209.5098,186.4025,29.4849,1721.8584,133.645,490.014,133.1562,49.8921,41.1218,77.6116,123.6583,753.9605,220.9286,540.6213,66.0506,171.7067,0.0,17013.1616,0.0,302.9948,7121.3807,455.9197,0.0
COL_H49,522.8983,3.5196,2183.8625,71.763,0.7536,813.7995,392.3655,28.9876,134.6997,189.3661,404.4387,41.8537,180.4201,548.3416,26.2935,17.6436,0.5172,21.0262,9.6726,16.4941,4.7098,97.5896,108.9389,128.5235,586.3353,2479.703,937.0807,0.3998,27.2027,26.2518,57.9431,498.7918,29.2541,75.2164,34.3755,216.9349,57.478,195.7491,146.3324,88.1194,55.6971,110.4163,44.6485,55.8901,0.0,9102.8111,0.4551,117.3487,239.5265,36.5815,0.0
COL_H50,0.3025,0.0824,0.0765,0.1804,0.0019,6.3689,2.3898,0.2335,1.2207,0.0035,0.7532,0.225,2.1089,1.2852,0.4018,0.3051,0.0218,0.5277,0.8116,1.3314,0.5821,1.0478,0.1757,0.0972,7.6952,0.5094,0.406,0.003,0.7575,0.1531,0.0168,0.2309,0.0075,0.0578,0.0112,0.0082,0.0024,0.0678,0.0366,0.0103,0.4532,1.1485,0.0403,0.1668,0.0,1.146,0.0,8.2578,18.1446,124.1204,0.0
COL_H51,47.3526,0.6971,19.8409,8.7679,0.166,68.3031,30.7001,1.7497,18.1113,42.2479,73.9189,16.7911,19.9219,28.7026,6.357,4.8436,0.2503,6.8978,4.3008,10.2798,4.0381,13.2994,16.2374,8.7004,81.1796,470.2657,23.321,1.612,56.2257,32.5086,11.2246,90.2209,5.1174,16.5336,7.9799,39.1283,9.874,37.1519,29.8047,190.0509,85.9096,31.4275,8.7523,9.5021,0.0,553.0169,0.0001,7.0383,88.9296,102.808,0.0
COL_H52,78.6427,0.2814,220.6172,89.9556,0.0289,29.6955,6.0493,2.0279,5.6165,7.7054,59.012,8.7483,18.9929,12.1796,4.8698,2.5136,0.0421,1.851,1.1121,26.0457,5.0544,15.5746,7.449,6.7631,78.4063,1035.4321,1189.6933,6.5161,731.9643,446.1668,46.7066,31.3943,3.8349,3.5242,0.1054,14.8477,1.814,178.3379,9.4127,28.6398,1.0737,4.5002,15.2121,19.8386,0.0,478.4555,0.0,4.975,11.7022,5.0717,0.0
COL_H53,6.3679,0.064,0.4985,0.154,0.0,10.47,3.6795,0.4998,3.291,1.2309,8.6661,2.1139,7.3926,3.1173,1.0027,0.7916,0.0527,1.3466,1.1096,0.2347,0.0431,3.7211,16.7468,3.9819,9.6014,100.941,26.2537,0.0225,23.8536,41.1913,53.7965,39.1755,11.4933,66.7084,12.1961,14.4215,8.5401,63.0606,102.6035,10.5683,1.0349,20.9665,7.3434,8.0875,0.0,124.9125,0.0,0.0,10.615,0.1078,0.0
COL_I,1.9934,0.4558,24.2032,5.3266,0.6469,27.5004,13.5319,1.7669,6.316,15.3647,11.8245,2.8582,4.191,7.1188,2.6418,2.5909,0.1056,2.1201,3.4022,1.473,0.4023,18.7876,11.5873,1.5185,16.7751,198.9513,21.9362,1.1412,109.6535,9.5371,5.4025,60.7585,15.0857,43.0619,18.5146,110.4315,8.8081,85.4414,84.9944,200.2183,83.9692,50.2995,80.4911,69.3106,0.0,22448.5352,0.0,1054.8564,0.0,0.0022,0.0
COL_J58T60,29.3195,0.0318,6.6624,7.0378,0.0602,291.8428,33.8065,2.8804,19.5409,20.2948,39.6876,11.0846,0.9225,29.6797,0.5501,0.621,0.1136,3.2894,9.6852,3.2252,1.5022,4.743,11.891,2.3295,5.9476,158.2713,57.7657,0.024,8.3156,26.8151,2.2022,17.4213,25.3966,14.7331,2.9548,0.2938,5.0873,70.577,0.0194,85.4819,10.1712,27.5028,7.3712,4.7898,0.0,387.0003,0.0,0.0001,382.0249,0.3815,0.0
COL_J61,23.611,0.2592,11.561,1.3602,0.0,43.3174,15.9878,6.5825,12.1058,0.5282,18.8641,4.3737,5.1945,7.1879,2.0615,2.3329,0.1149,2.7326,5.4457,1.1926,0.2809,28.4454,62.551,6.6182,109.3588,825.3284,18.8731,2.2508,15.7049,16.7178,4.7914,120.9882,62.7674,1485.5486,74.4527,15.2142,23.0204,125.697,79.6606,148.1525,25.1925,82.0485,25.5124,73.391,0.0,7793.1156,0.0,0.0,0.0,0.1448,0.0
COL_J62_63,12.8539,0.1174,9.0454,1.1436,0.0,25.4415,12.2089,3.9549,10.4067,0.5078,18.782,4.3717,3.6761,5.5022,1.8211,1.7216,0.1197,2.6927,4.2812,1.2329,0.3884,13.4848,69.458,5.6084,65.7548,589.5718,14.3588,1.6309,17.7833,15.0594,3.0839,47.0663,56.1546,310.4709,321.6483,17.4031,14.9909,149.0614,74.803,124.8792,20.536,64.5419,28.2716,17.0309,0.0,1935.258,0.0,0.0,451.1047,0.5304,0.0
COL_K,281.274,3.9108,235.6208,19.8258,2.0266,590.1083,153.4574,12.3247,139.3507,106.2071,181.2972,29.4834,78.9908,132.6317,54.1562,38.0399,1.7837,51.9493,33.6918,21.702,6.0501,73.5197,320.8692,52.2671,2024.2899,1405.3866,516.1202,16.8999,96.3765,139.8967,54.3696,167.3857,31.125,178.2385,56.5165,5756.4548,830.6288,296.4008,219.9637,1213.483,223.786,299.5004,95.3532,91.3312,0.0,9785.102,0.0001,136.5393,67.1969,0.4962,0.0
COL_L,9.483,1.0932,101.4355,2.0566,0.0,51.0829,199.183,0.7359,17.7354,8.2674,29.5328,5.9011,26.5665,81.2931,18.8265,23.0768,0.0649,1.9413,14.5508,5.4283,0.8801,56.8978,50.3711,133.1073,85.4875,2072.0282,23.6948,0.9629,22.045,277.8899,20.176,1074.047,46.8793,266.1927,78.2594,858.6638,105.4911,226.799,709.6777,207.1843,570.5028,102.3592,179.9811,150.5981,0.0,24703.1224,0.0,9.6359,185.518,0.021,0.0
COL_M,102.0461,0.0,276.1209,23.2044,4.7008,61.3277,80.4587,1.6153,21.6017,30.7886,78.0988,16.895,28.2318,17.8149,34.6313,30.1821,0.6456,11.5194,15.1951,10.9754,2.2814,76.9401,377.7917,300.7574,368.3367,894.4605,183.458,7.1824,31.0613,107.7856,20.3264,202.4356,131.0095,573.766,195.648,1051.7145,306.3181,1348.503,477.364,3315.9826,1792.8924,417.62,124.452,117.4769,0.0,329.011,0.0,60.1196,875.4994,1.9857,0.0
COL_N,63.7533,2.7339,504.0113,84.7784,7.9657,432.2555,239.7885,14.1671,267.5799,201.7487,184.0559,47.9793,68.7804,37.5774,21.6366,20.2698,0.7301,21.3894,22.2359,20.7029,4.0663,86.182,156.4432,150.5946,229.7945,1849.096,38.1776,10.9864,108.3209,271.4169,37.0281,438.988,264.6318,1147.6085,453.456,1207.7505,686.2837,861.4017,856.5424,2405.8165,383.6771,603.7109,148.1719,96.6992,0.0,712.3086,0.0,0.0,39.7136,2.3613,0.0
COL_O,14.6669,0.5205,53.6781,14.2785,0.4037,23.1874,8.2181,0.563,5.9901,2.9728,17.7392,2.9148,8.1174,3.6315,4.8234,2.7601,0.0646,1.6822,1.3828,4.8728,0.9749,10.3532,14.1034,10.2432,47.8007,190.5699,159.6441,1.2026,97.4246,63.8744,6.818,21.2614,8.2206,34.3968,11.886,55.1865,5.6884,61.4733,17.003,60.6832,50.9536,18.1065,11.2086,10.9763,0.0,575.4793,0.0127,33342.17,33.619,1.7675,0.0
COL_P,0.5635,0.0777,3.0078,2.8129,0.0029,10.0292,3.5612,0.146,1.2084,4.2316,1.563,0.7397,0.9244,1.3582,1.4583,0.653,0.0145,0.3136,0.3883,0.4403,0.2015,5.615,14.0026,11.7366,16.0512,18.8612,4.102,0.0264,7.0437,8.7686,1.7592,5.7012,0.6361,3.4184,3.7169,42.2037,14.6444,15.0566,5.6199,203.4196,148.4805,59.0609,1.8029,1.3999,0.0,9419.2007,119.4807,10624.4391,902.8919,0.7097,0.0
COL_Q,38.7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3377,0.0,0.0,0.6658,0.0,0.0,0.0,8.4684,14.1383,7385.3091,9.3644,10.1369,0.0,15658.816,498.5068,2883.2049,0.0,0.0051,0.0
COL_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794,0.0,33.0082,8.7753,0.0,0.0,1.767,1.2891,0.0723,1.7365,0.0,3.3233,0.4302,4.2822,0.0,0.0,0.0,92.7199,0.0,0.0,0.0,0.0,5.6957,121.5249,63.6293,49.2321,23.6492,7.2817,8.8451,0.0,0.0,121.9314,19.4891,28.7631,196.1232,50.0868,0.0,3818.8796,12.6846,349.4408,11.2542,0.102,0.0
COL_S,10.4759,0.3939,22.8964,6.6494,0.5008,16.4226,3.0766,0.2075,3.9084,6.3849,27.0272,6.1583,0.893,5.6427,3.1247,2.1952,0.0801,1.5808,16.5724,3.1205,0.5805,8.2194,7.2687,4.9121,22.0461,71.1523,82.0377,2.5791,4.0965,9.7313,7.2694,18.2921,3.4533,59.8603,10.4559,42.7787,3.9853,33.9581,24.6439,53.0738,6.8203,32.9767,233.7997,254.1814,0.0,2780.7794,547.9787,0.0,118.4516,0.0009,0.0
COL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074.9714,0.0,0.0,0.0,0.0,0.0
