V1,EGY_A01_02,EGY_A03,EGY_B05_06,EGY_B07_08,EGY_B09,EGY_C10T12,EGY_C13T15,EGY_C16,EGY_C17_18,EGY_C19,EGY_C20,EGY_C21,EGY_C22,EGY_C23,EGY_C24,EGY_C25,EGY_C26,EGY_C27,EGY_C28,EGY_C29,EGY_C30,EGY_C31T33,EGY_D,EGY_E,EGY_F,EGY_G,EGY_H49,EGY_H50,EGY_H51,EGY_H52,EGY_H53,EGY_I,EGY_J58T60,EGY_J61,EGY_J62_63,EGY_K,EGY_L,EGY_M,EGY_N,EGY_O,EGY_P,EGY_Q,EGY_R,EGY_S,EGY_T,EGY_HFCE,EGY_NPISH,EGY_GGFC,EGY_GFCF,EGY_INVNT,EGY_DPABR
EGY_C26,0.0094,0.0008,0.2261,0.0021,0.0822,0.0401,0.0555,0.0072,0.0417,0.0222,0.0316,0.0233,0.0243,0.0169,0.1115,0.3746,16.453,6.1532,1.0596,0.4516,0.0056,1.4027,0.2312,0.1054,1.98,0.0581,0.0097,0.0052,0.0011,0.0301,0.3301,0.0426,2.5416,7.4828,0.6021,0.1407,0.0041,1.0674,0.0758,0.1778,0.6393,4.04,0.2221,1.9903,0,114.7419,0.0,0.002,383.7133,13.9023,0.0
EGY_C27,0.0078,0.0,14.0157,1.2135,4.8893,46.6625,15.2158,1.0206,3.9362,0.4053,5.1981,3.53,1.9952,7.4261,17.702,7.5343,7.1815,81.59,5.4401,4.1917,0.8878,7.508,16.7152,1.3559,213.6374,0.2594,46.3293,13.8907,0.5035,32.1225,0.3425,31.9856,2.7032,6.3793,0.6464,0.104,0.984,0.8203,0.3688,4.9183,2.9056,9.4054,2.0134,0.9689,0,968.033,0.0,0.0,2070.8484,59.1786,0.0
EGY_C28,0.0413,0.01,9.189,0.7565,3.0574,30.8785,10.0532,0.6776,2.5348,0.2466,3.4008,2.3093,1.2546,4.8507,11.6699,5.1562,3.8654,9.0881,2.4638,2.171,0.4577,5.0607,9.5591,0.7975,115.4397,0.2268,30.5647,9.0186,0.3448,21.1918,0.184,21.1089,0.0145,0.0135,0.0031,0.0229,0.6393,0.1686,0.1904,2.8473,1.7971,6.0485,1.3373,0.5464,0,132.7637,0.0,0.0,537.8931,15.709,0.0
EGY_C29,0.0468,0.023,0.3729,0.0224,0.177,0.2264,0.2805,0.1698,0.0548,0.0414,0.0401,0.0274,0.1467,0.3388,0.316,0.4636,0.0981,0.4088,0.336,64.4901,2.4259,2.3737,0.178,0.0852,4.1842,0.247,0.2135,1.3653,0.0305,0.3102,0.0066,0.3216,0.2101,0.5086,0.0446,0.4952,0.0172,0.082,0.0368,9.9601,0.0682,0.2215,0.033,0.3435,0,484.6171,0.0,0.0,1006.677,21.4601,0.0
EGY_C30,0.0,0.0,0.1277,0.0046,0.0616,0.0007,0.0437,0.0292,0.0101,0.0103,0.0021,0.0034,0.0229,0.0476,0.0534,0.0497,0.0208,0.0234,0.0364,1.9487,4.0293,1.5149,0.0124,0.0028,0.343,0.0237,0.0091,1.523,0.0,0.0456,0.0006,0.0391,0.0133,0.0245,0.0048,0.0477,0.0,0.0117,0.0057,3.4963,0.0028,0.0366,0.002,0.1101,0,17.5859,0.0,0.0,139.786,1.3405,0.0
EGY_C31T33,237.7772,83.4829,112.0216,6.3254,4.4001,206.8283,31.1952,3.4085,12.7899,1.5874,16.965,7.8746,7.0164,26.7843,19.7845,19.3249,1.2463,11.118,6.7648,7.876,0.4665,39.1533,45.899,5.9245,88.3208,64.7484,130.7729,15.3082,111.009,239.9854,1.4448,81.9405,1.7398,20.1459,0.5005,51.9011,19.3302,25.2544,8.9772,72.3431,75.4957,160.756,41.0551,23.121,0,1922.5411,0.0,0.0,895.9864,16.6894,0.0
EGY_D,22.4153,0.1229,2.9668,1.796,1.0353,633.8057,73.7402,4.8439,119.4525,5.8463,63.4922,14.6855,12.8484,156.459,211.3343,21.1047,0.8723,11.1935,4.121,6.8783,0.6005,22.1957,480.0411,28.7955,12.691,69.5162,29.1861,0.6985,1.0368,106.2028,2.7926,369.0186,16.3849,13.254,0.7862,98.3182,17.5555,14.1459,5.8115,30.0207,41.4971,68.3495,45.953,31.325,0,9331.3099,0.0,0.0,0.0,0.0279,0.0
EGY_E,3.8489,0.0105,0.1325,0.1014,0.3778,13.4926,11.9257,0.2253,4.4377,0.0424,1.0458,0.6258,0.3594,6.9272,152.954,118.6402,0.1411,0.6295,18.6577,0.4118,0.0554,0.8752,0.3139,0.6215,54.7415,5.3983,4.9056,0.8068,0.091,12.1251,0.1105,0.1037,0.2933,0.1447,0.0259,2.9992,4.2554,1.6331,0.5548,10.0504,9.4805,12.6152,12.456,2.972,0,1164.3757,0.0,35.2209,0.4398,0.3114,0.0
EGY_F,0.5834,0.0,0.2933,2.442,0.6786,5.7209,0.6492,0.2919,0.4656,0.0903,0.14,0.0923,0.3527,0.4175,1.3843,1.296,0.3665,2.2233,0.4296,0.3712,0.032,1.1854,0.295,15.7459,1152.8989,32.7477,2.25,2.1371,0.0034,0.033,0.0021,13.1711,3.5065,21.1082,1.4539,2.8888,1297.2615,1.7103,0.782,70.1336,15.139,46.5248,1.3055,3.6715,0,2611.5535,0.0,0.0,22065.2735,0.0,0.0
EGY_G,1324.4393,60.5898,280.3165,13.8338,10.1337,2628.8969,673.8237,76.5585,203.0562,932.8917,266.3056,131.7749,125.9848,175.9734,362.0403,155.5605,42.897,190.8987,39.312,80.8757,8.1404,224.6998,354.3629,25.536,1721.4486,178.2153,194.6023,68.113,86.9322,158.2334,6.163,334.2543,44.6833,64.5144,2.8947,129.191,35.631,62.3869,54.9219,58.0004,99.6807,282.0879,43.7402,100.8212,0,18343.4044,0.0,14.9643,2433.0833,574.6075,0.0
EGY_H49,76.8984,1.1602,93.6146,4.0649,0.8524,431.8043,92.2732,12.6015,24.8702,53.3006,35.3007,18.5596,13.2052,32.7564,40.9318,40.3754,4.1849,26.3778,15.0944,10.0199,0.9964,38.478,27.9237,1.8789,116.4922,226.3621,76.5018,19.3429,11.1786,93.0969,2.6869,43.4685,8.24,10.4906,0.4751,42.0351,11.64,82.0442,15.8416,32.2139,164.7705,54.0866,55.8749,14.0731,0,7787.4051,0.0,0.6113,111.7642,32.0365,0.0
EGY_H50,47.598,1.607,20.5557,0.8952,0.5889,95.3281,32.0079,7.1283,10.024,81.1686,21.278,8.4422,12.414,17.7,57.4212,21.6022,4.8196,26.3909,4.7174,10.0039,1.2336,29.2673,36.7191,1.3597,74.2186,1040.4481,15.3576,74.4116,4.7109,7.3603,0.3052,16.7971,3.3596,8.6046,0.6594,3.3642,1.0241,5.2636,4.8712,22.3236,7.0406,16.8766,5.2145,11.2544,0,4956.1037,0.0,1.0243,203.9483,199.0713,0.0
EGY_H51,10.1184,0.3606,4.3817,0.414,0.1656,19.8447,7.0792,1.6098,2.419,16.7474,4.7964,1.9121,2.5955,3.3581,10.8805,4.0435,0.996,5.0321,0.9115,1.8554,0.1165,4.6479,7.9668,0.238,12.6446,4.8498,3.2005,2.3672,2.5415,1.7256,0.0693,3.491,1.2439,4.9256,0.3543,0.2537,0.2099,1.0286,9.2292,6.3767,1.3591,2.6886,1.0137,2.3848,0,1428.9808,0.0,0.2194,48.0223,51.8133,0.0
EGY_H52,85.7529,1.9959,38.9868,26.8591,5.1363,175.2074,68.5053,18.5785,32.5595,164.0482,38.4773,16.6468,22.077,50.0695,122.5234,57.9733,4.2484,29.7242,9.6642,8.1186,0.4257,38.1432,56.5928,1.5156,120.5297,471.4515,26.3196,11.8237,57.6828,429.216,0.3354,27.835,14.8067,72.5919,5.0776,2.3164,3.4713,27.6137,501.6984,84.8812,34.1579,357.1804,20.6815,44.2769,0,5549.7813,0.0,0.8917,149.3625,73.882,0.0
EGY_H53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,2.953,0.0,0.0,0.0,0.0,0.0,6.8589,0.0,0.0,0.0015,0.0,10.6061,0.0039,0.0002,0.0005,0.3492,0.5329,0.2438,0.1102,0.0,0,317.9974,0.0,0.0,0.0,0.7508,0.0
EGY_I,0.2573,0.0038,20.8868,3.8805,1.8444,1.7134,1.1251,0.3225,0.2626,0.3524,0.3661,0.2236,0.5877,0.8997,1.7701,1.9913,0.5043,1.9856,0.5759,0.4468,0.0586,1.2041,0.4283,0.0521,9.769,23.0963,0.3501,0.0714,2.5183,6.2693,0.009,2.0756,0.3704,2.055,0.1511,6.988,0.1227,3.5201,3.09,4.8226,7.1232,6.2746,1.5872,2.2901,0,5815.2925,0.0,11.5144,0.3657,0.1048,0.0
EGY_J58T60,1.3429,0.0034,0.0681,0.0631,0.0555,14.0306,2.1546,0.517,0.7746,0.0637,1.5122,1.5677,0.384,0.611,0.7225,1.6653,0.1426,1.08,0.4224,0.5056,0.088,1.7244,0.1243,0.1652,2.1842,31.7573,2.4846,0.4729,4.0323,18.1879,0.4498,12.8052,40.4444,0.6517,2.7195,8.9062,4.0747,10.0008,1.8518,0.9112,8.8516,2.4273,2.3645,12.0308,0,1237.9487,2.3776,197.2243,14.7751,1.3145,0.0
EGY_J61,1.687,0.0094,0.0736,0.0256,0.0828,5.8012,1.9876,0.4491,0.4712,0.0059,0.3951,0.3527,0.2354,0.495,0.6431,1.2961,0.0563,0.5784,0.2798,0.2426,0.0435,1.4615,0.1412,0.1331,4.6255,11.4786,2.7245,0.3193,1.1624,13.4672,0.6545,6.1201,0.3006,0.9057,3.9037,7.7202,2.2251,7.4266,1.3472,0.5299,4.228,4.1171,1.5151,6.517,0,6118.0427,0.0,0.0,5.9344,0.4179,0.0
EGY_J62_63,2.1591,0.0098,0.109,0.0565,0.1046,8.3426,3.8829,0.6209,0.8289,0.0123,0.9301,0.8841,0.3852,0.8582,1.011,2.4075,0.1424,1.2551,0.5207,0.6305,0.0592,2.0162,0.3583,0.2884,6.403,27.2277,4.7825,0.5458,3.2552,27.5577,0.9056,5.5492,1.3596,0.5091,35.9587,22.6595,3.3991,13.8712,1.9717,1.0629,8.7417,7.5019,2.0188,9.8278,0,939.0986,0.0,0.0,75.2245,0.2656,0.0
EGY_K,65.6089,0.4438,9.1283,8.9735,1.5732,440.9188,175.6814,3.1763,30.9322,19.9655,38.3187,60.9668,15.5039,50.3819,343.6364,29.2026,21.8574,107.8896,94.1632,65.5856,2.5111,11.8163,19.8884,1.7753,110.697,214.3914,26.3868,50.7681,6.9081,255.1696,6.405,29.0653,16.5381,137.4427,0.794,67.3592,18.6627,14.514,13.2337,445.1447,8.4213,27.6895,10.6943,18.6119,0,5832.4986,122.706,2643.1839,71.5647,2.3916,0.0
EGY_L,106.6623,0.7549,0.6369,4.3213,11.4924,322.2743,96.5583,17.3581,17.5635,0.8275,15.3432,7.8915,9.525,18.9898,20.5519,58.034,1.8623,21.0667,5.4645,10.6333,0.736,63.6735,10.0814,10.3553,54.4346,252.5816,49.4059,51.2367,12.4915,560.3912,7.7293,376.2818,8.1834,23.5059,1.8789,83.5774,272.4424,100.9734,39.6833,4.1891,145.5566,163.6963,102.7889,66.7835,0,17494.6,0.0,0.0,1.2791,0.0977,0.0
EGY_M,11.2248,0.0423,151.4286,1.6082,16.6085,369.6265,26.7118,2.8881,6.9734,1.5159,27.9456,46.373,4.8783,10.7834,22.9196,19.7452,17.8429,34.6443,16.6251,7.1776,0.5783,11.25,15.984,1.6629,125.2102,125.9391,27.7859,6.7174,13.41,180.5274,4.0931,98.7542,18.2616,237.2714,78.484,110.7277,48.4904,252.8449,14.0362,9.2362,40.1005,66.2889,12.9422,30.6547,0,2584.8737,1.7579,126.1103,1341.7372,2.5113,0.0
EGY_N,3.0839,0.012,64.3679,1.6298,1.5004,38.2964,5.7674,0.4266,6.5424,0.5384,6.2494,1.4673,1.3075,6.6703,7.4067,4.0585,0.2192,13.1772,0.9819,0.582,0.225,3.4969,16.8592,1.7505,145.6735,70.7074,56.8341,6.1867,41.1519,37.1187,1.1059,10.726,5.9743,28.6701,0.8377,21.5389,4.7644,38.8093,35.601,8.5267,9.9305,9.1076,13.1421,45.264,0,1594.7327,0.0,0.0,0.6659,3.5866,0.0
EGY_O,0.0245,0.0,0.0036,0.3037,0.0,0.0978,0.0015,0.001,0.0722,0.0,0.0016,0.0,0.0002,0.9666,0.0,0.0001,0.0008,0.0211,0.0107,0.0007,0.0,0.0002,0.0073,0.5804,0.3479,0.003,0.3198,0.0,0.0,0.5527,0.0102,0.0161,4.9098,8.0864,1.4607,9.183,0.0119,0.0178,0.471,5.6255,3.9474,5.5477,7.8523,0.5163,0,4413.6914,0.0,8880.652,0.0,0.0,0.0
EGY_P,0.0028,0.0,3.7444,0.076,0.3322,45.3523,0.2432,0.0319,0.1332,0.0523,0.0655,0.0964,0.1313,0.2821,1.1886,0.4451,0.2228,1.2395,0.339,0.7559,0.0025,0.3542,0.0316,0.0131,0.5891,7.9089,0.1752,0.3138,11.8732,0.3666,0.0418,0.2699,1.9359,0.1426,0.058,1.4232,0.0617,0.639,0.4137,2.0594,4.1276,4.9156,0.7589,3.4738,0,5359.5634,50.8141,5969.3604,0.0761,0.0003,0.0
EGY_Q,0.0,0.0,0.0126,2.0591,0.5014,0.5532,1.0349,0.1881,0.1676,0.083,0.188,0.1274,0.0,1.2609,8.0563,3.5673,0.116,2.5539,1.1145,0.4198,0.0,0.662,0.0,0.0,0.0,0.0,4.2382,0.0,16.7487,0.0,0.0001,0.0,0.1305,0.8339,0.0526,1.022,0.0,0.0,0.0,18.2669,3.2561,73.4944,0.995,2.3798,0,8261.5721,87.0536,1941.0039,0.0,0.0,0.0
EGY_R,0.0007,0.0,0.0119,0.1119,0.0118,0.0511,4.8606,0.05,0.1843,10.0132,0.0369,0.0253,0.5079,0.0528,0.1555,0.0905,0.0151,0.1026,0.0257,0.3817,0.0017,0.0626,0.0066,0.1258,0.3444,1.2508,4.7841,0.4338,31.6098,0.3795,0.0136,0.1188,44.0929,86.4761,5.3929,110.7896,0.0013,0.5925,1.3582,2.9016,11.0204,0.3313,8.8742,12.9963,0,887.7326,8.2139,1831.3063,0.1518,0.15,0.0
EGY_S,23.6656,8.9663,18.5496,6.8071,1.3102,53.0814,14.8191,1.3545,3.4615,7.8211,5.4959,5.3888,3.0804,8.3581,31.6394,22.4939,1.9549,15.8898,6.4045,3.7459,0.4155,6.7981,4.5574,1.3595,293.9996,86.3404,12.653,19.1482,20.6755,25.1793,0.2004,20.1181,2.4061,25.1012,0.8301,44.8757,17.8195,18.9868,8.0872,14.6741,25.8215,26.2839,36.5621,93.2936,0,3339.1801,344.0708,4.6549,57.448,1.0686,0.0
EGY_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
