V1,BGD_A01_02,BGD_A03,BGD_B05_06,BGD_B07_08,BGD_B09,BGD_C10T12,BGD_C13T15,BGD_C16,BGD_C17_18,BGD_C19,BGD_C20,BGD_C21,BGD_C22,BGD_C23,BGD_C24,BGD_C25,BGD_C26,BGD_C27,BGD_C28,BGD_C29,BGD_C30,BGD_C31T33,BGD_D,BGD_E,BGD_F,BGD_G,BGD_H49,BGD_H50,BGD_H51,BGD_H52,BGD_H53,BGD_I,BGD_J58T60,BGD_J61,BGD_J62_63,BGD_K,BGD_L,BGD_M,BGD_N,BGD_O,BGD_P,BGD_Q,BGD_R,BGD_S,BGD_T,BGD_HFCE,BGD_NPISH,BGD_GGFC,BGD_GFCF,BGD_INVNT,BGD_DPABR
BGD_C20,564.6185,10.288,18.1738,2.5008,1.1008,154.139,748.624,43.1825,226.3538,934.485,2049.5335,185.2193,1039.379,248.3281,111.2637,79.2449,103.1199,140.6354,66.6217,118.0856,23.6211,161.9744,27.6522,32.2963,703.966,91.3085,23.941,4.0049,5.5941,7.1563,1.201,22.4336,31.8482,6.4673,2.321,5.3315,29.6215,32.0139,25.0562,36.6261,27.2777,130.7826,11.851,86.2749,0,1698.02,0.6159,4.9033,156.6093,-0.7725,0.0
BGD_C21,40.504,1.3298,0.5572,0.0546,0.0281,20.2618,18.8081,0.6718,3.0288,8.9518,37.5922,258.6443,11.1162,3.503,2.3835,1.3195,2.7436,2.429,2.2052,1.9666,0.4652,4.9837,0.8136,0.9379,15.4024,8.325,1.5798,0.5176,0.6365,0.5415,0.1639,1.7249,1.1656,1.137,0.2713,0.8694,0.7395,10.3517,1.0996,15.5861,5.3797,433.4258,1.7589,5.5671,0,1279.8169,0.4522,51.2002,93.1053,-0.4916,0.0
BGD_C22,50.6089,8.47,5.0842,0.6939,0.3515,234.4341,303.0852,11.5994,70.7639,41.4821,117.0625,36.9471,440.3195,77.602,22.7866,45.4925,113.6546,124.4728,104.8189,255.7571,26.0299,147.2268,7.2837,17.0369,1259.9288,150.837,78.9591,2.1592,4.4312,9.302,2.4599,15.3391,13.9877,9.8778,2.278,5.0442,16.2185,16.0781,11.7499,20.9866,9.0502,24.5553,5.6025,46.0409,0,751.244,0.0413,1.0303,282.3195,-2.1372,0.0
BGD_C23,19.7105,1.783,2.9291,0.7432,0.2693,63.7264,34.0536,6.9048,5.1267,18.1751,32.5436,11.4377,26.9471,663.8389,38.6984,25.0007,32.2671,31.9571,19.6327,45.0109,8.3174,29.6677,8.2462,6.5742,3929.0811,28.7582,7.2835,1.3806,1.4052,2.6603,0.3121,8.2865,2.131,4.0634,0.6322,1.6894,30.7771,7.9451,3.8434,10.9557,5.7599,8.7588,2.183,10.5522,0,574.8185,0.0735,0.7949,318.4506,-1.3186,0.0
BGD_C24,6.0799,0.6577,12.4291,0.3151,0.5498,16.8457,26.3379,4.4919,11.2436,22.4693,36.9567,4.0372,40.7895,87.7283,1973.9961,916.5411,181.0218,589.9767,510.9343,447.189,91.68,238.207,11.5601,28.6796,1649.729,27.1748,8.6509,1.1801,0.8107,3.1324,0.0849,0.9107,1.7768,2.521,0.3659,0.7354,6.0064,7.8909,2.2413,3.8517,1.6088,2.2436,0.8573,16.5588,0,17.7951,0.0289,0.4036,613.9247,-2.1945,0.0
BGD_C25,21.6589,4.1498,9.8167,0.5302,0.5028,62.5447,62.8905,9.2928,10.4996,29.595,27.223,4.8819,28.2859,40.9511,80.0527,246.598,60.3607,81.6053,170.0447,165.6019,39.6393,99.2331,10.1972,8.3898,1290.748,34.2466,11.3377,2.0031,2.5844,5.1801,0.5173,5.3814,3.1251,7.5382,1.1486,2.0296,9.6218,10.6884,6.6991,23.2136,5.6652,6.7519,3.1658,27.2681,0,419.0558,0.1724,1.4429,1391.1931,-18.1559,0.0
BGD_C26,5.6415,1.2891,1.2431,0.0767,0.069,8.7131,16.2819,0.759,3.737,8.171,5.1444,1.8511,4.1617,4.2933,3.8585,5.7298,395.018,45.0809,24.2984,26.1147,7.007,21.4071,5.3477,2.0363,93.2586,20.8147,4.9922,1.0938,2.2036,2.043,0.7112,2.4393,8.0369,57.2733,8.7413,4.3783,1.9747,12.248,4.266,14.1195,6.6232,19.8812,3.1636,53.1828,0,674.6133,0.2412,2.0896,2374.8238,-65.8887,0.0
BGD_C27,6.8398,2.0573,1.8075,0.1292,0.1054,9.2182,18.4379,1.0814,3.7221,9.4821,5.9546,1.4613,6.1976,8.2797,13.7483,15.1803,124.2004,289.9674,70.1779,78.4263,14.2256,43.6313,26.0788,3.5274,577.7503,31.4381,9.6266,1.4319,1.8879,2.618,0.4507,3.5954,4.025,29.4233,2.4181,2.1665,5.4239,8.7955,4.7454,10.678,3.8256,5.7815,3.1587,40.9799,0,660.2014,0.1191,0.4583,1648.8452,-17.6047,0.0
BGD_C28,24.2369,3.7934,8.6759,0.6086,0.4502,19.2882,34.413,2.6841,9.9027,26.063,12.7057,2.9574,10.1836,20.017,17.7621,22.6728,26.8199,31.945,184.822,73.6811,17.3713,49.4534,12.9597,4.9539,280.3979,25.678,11.4041,2.756,4.4323,3.7121,0.5379,2.8669,2.9623,7.2863,1.1497,1.8895,3.3484,6.8202,5.8056,10.6281,3.1848,5.6911,1.8981,14.7768,0,236.1908,0.1156,0.5647,3486.8186,-82.3414,0.0
BGD_C29,6.5643,1.0389,1.4794,0.1241,0.0654,8.3873,14.8525,0.8576,2.2022,5.4191,4.0456,1.0296,6.107,6.5891,25.0214,12.0231,9.9417,17.1651,25.2183,663.2275,7.4237,20.1744,1.9811,4.1807,65.5575,89.7526,45.7149,0.9091,1.5562,3.1691,0.7733,1.4947,1.2531,2.9141,0.4979,1.1622,1.4195,3.1629,5.133,7.2181,1.7756,2.7178,1.0982,9.4548,0,1524.1315,0.1974,0.7783,3678.9074,-59.76,0.0
BGD_C30,0.3936,2.5703,0.1432,0.0101,0.0045,0.5424,0.7763,0.0569,0.1379,0.4101,0.2351,0.0668,0.2814,0.2784,0.3294,0.5476,0.9988,0.7971,1.4521,8.4447,74.5272,12.3194,0.2159,0.1416,5.4631,2.3577,8.4302,6.9844,9.7168,0.8523,0.0579,0.1242,0.101,0.1921,0.0365,0.0841,0.1054,0.3189,0.593,10.6123,0.1748,0.3061,0.182,2.3292,0,132.6246,0.0046,0.61,1054.1812,-24.9536,0.0
BGD_C31T33,56.8624,14.4449,14.7553,1.0605,0.7168,49.03,237.6326,12.9181,25.8858,62.3192,35.8458,11.876,22.239,46.4002,40.5452,27.6653,42.3942,26.8637,46.8416,41.1239,16.7896,264.7942,36.0342,17.6549,436.4034,66.1814,49.7475,14.9134,33.6226,13.7271,2.7838,16.532,13.3956,32.6483,4.8547,17.1151,16.4173,26.0347,20.4144,60.8577,35.6293,147.5478,23.9996,47.5812,0,1585.3476,0.3509,15.8045,2049.7481,-12.585,0.0
BGD_D,106.4691,13.1521,23.1546,2.4725,0.7218,121.3545,243.7057,16.952,85.4759,296.0724,159.9372,18.7421,64.1295,185.2611,184.9454,45.4883,42.6373,32.4392,39.7099,50.3936,11.1871,41.0826,696.8345,38.656,155.5849,146.0841,63.3561,3.6449,3.6035,21.8492,4.3774,64.9398,20.8486,70.1355,5.4608,23.2761,66.8254,29.3188,16.0367,132.3443,86.1138,82.3787,33.9982,67.851,0,1852.5469,0.4357,13.0353,77.4463,-0.0698,0.0
BGD_E,46.8251,7.8709,16.0975,1.1201,0.6804,104.3958,181.6218,11.293,153.9589,116.1094,79.972,15.265,65.5174,113.3868,982.534,86.6963,25.0411,24.7133,39.0911,29.1287,9.4336,35.0366,74.3118,912.21,384.6979,162.9251,37.5609,6.1826,5.3682,18.8293,3.5871,61.3773,15.6034,25.4263,6.0053,18.5122,89.9725,39.415,32.8757,322.7006,74.5387,107.8424,25.6895,72.6396,0,1901.0723,13.8734,241.1805,295.4068,-0.0734,0.0
BGD_F,52.2079,6.2927,12.9169,0.9442,0.6409,41.8735,75.9707,6.459,13.9171,72.1302,26.7945,6.9571,14.048,48.9198,20.9034,20.7291,17.2436,15.3401,22.3303,18.5017,6.4532,35.077,69.1116,24.6975,5057.4117,102.4302,57.2356,7.2718,11.545,27.6892,3.2716,27.893,13.6113,51.6163,5.2424,21.3141,304.2593,39.3637,19.5364,212.3993,60.7809,44.5475,19.3125,36.4209,0,769.2473,1.3577,16.2203,42172.4427,-0.8271,0.0
BGD_G,1036.7122,187.5195,27.1007,2.8188,1.7943,2108.6632,3161.1478,116.0068,267.1026,774.5597,482.3475,143.663,251.9524,260.8655,207.8442,141.6141,215.995,169.8605,201.6181,377.403,47.7277,268.6688,89.59,61.6637,1619.1561,1077.2548,544.2019,52.7312,84.2322,57.7909,18.5382,409.2842,135.7325,137.1241,23.203,52.6699,48.3699,99.7798,111.6346,203.3268,88.6071,211.1331,51.2917,156.1798,0,11479.8043,2.7685,23.9317,4421.235,-0.2567,0.0
BGD_H49,304.6383,50.5063,38.6337,4.6552,1.5222,632.5303,539.5698,53.472,122.8863,442.9856,196.2804,30.0938,94.4893,232.6723,123.6213,71.833,62.9755,65.0411,73.4002,106.0995,17.3683,90.234,52.4972,37.382,755.2194,557.9319,575.6202,32.7786,31.346,122.1002,31.4413,83.4281,45.3254,26.8321,7.1326,24.6888,14.7147,41.9899,37.1982,101.0087,59.898,52.9939,17.9865,76.9216,0,5503.3147,0.8717,35.0231,669.8004,5.1747,0.0
BGD_H50,40.3942,9.2304,15.3356,0.5796,0.2415,71.3423,178.6411,6.0483,18.2171,193.2217,48.4188,5.2052,20.5353,33.9113,32.7852,16.6116,16.2531,17.4993,19.0804,21.247,5.6324,17.2148,6.7218,3.671,109.3577,112.0485,49.981,223.0008,7.7504,43.7655,2.2158,9.9101,5.0844,5.6108,1.1705,2.6775,2.3511,6.6847,7.948,14.7829,4.6032,7.9549,2.7848,9.3552,0,995.1874,0.1674,3.1605,238.2034,39.3304,0.0
BGD_H51,38.7067,4.6099,4.693,0.2762,0.2214,65.2956,196.4879,3.0962,14.9143,64.4288,39.7161,7.6276,21.4885,19.2698,24.0889,15.5955,21.3903,19.4441,20.6988,19.8158,5.6895,20.297,8.1035,3.3918,122.8355,55.2475,20.0761,4.7098,51.2446,18.5082,9.2003,11.5997,9.0938,9.908,4.8095,12.9776,4.0179,20.354,27.5932,42.5722,14.5093,12.4927,6.0538,20.2242,0,1478.3257,0.2182,1.7859,226.3797,45.4003,0.0
BGD_H52,59.1546,19.5296,8.6301,1.3056,0.5191,144.895,158.0377,12.2144,32.2899,178.1296,59.0971,11.0999,25.1969,59.285,35.45,22.8135,24.0009,20.905,25.01,40.0834,6.4541,27.9709,13.7921,10.8145,161.6782,414.4206,335.2503,159.2307,176.8907,210.7143,12.5523,16.7362,13.5187,15.2058,2.6416,5.1866,4.7782,16.0416,14.5714,32.5769,6.8648,10.5948,4.8766,19.3526,0,789.9926,0.3749,32.3531,110.9034,0.9485,0.0
BGD_H53,3.4574,0.6208,1.0417,0.052,0.0361,6.8824,22.8434,0.6539,3.8163,5.932,5.3611,1.9201,2.54,3.9405,1.9883,2.3193,4.2329,2.4472,3.5799,2.8851,0.8812,5.1501,6.6089,2.7593,29.336,64.1004,8.0474,1.2219,1.6952,7.7164,48.7767,4.3073,22.3173,33.7781,3.2635,30.6736,5.0772,15.8858,8.6914,41.8741,10.4191,10.2776,5.5602,20.0839,0,270.536,0.0817,1.2991,12.1792,0.022,0.0
BGD_I,9.9091,2.5351,5.8737,0.2743,0.2939,29.569,79.9812,2.507,8.7391,34.3225,21.5923,10.9065,12.2911,17.1791,10.4289,12.1968,19.6372,13.4618,18.2139,15.2514,4.4661,20.4782,15.0164,7.8081,161.0635,120.5519,47.7887,8.4527,38.3556,16.0505,3.5991,45.4051,22.5338,32.704,11.9676,49.4706,13.5849,56.0339,50.455,127.6605,67.1642,72.5723,30.5916,74.9266,0,9845.5677,4.4598,17.3943,55.4532,0.0054,0.0
BGD_J58T60,5.3408,1.0629,1.4561,0.1163,0.0905,34.5144,61.5322,1.5138,20.1342,15.2441,14.5205,8.8022,6.0139,9.2832,4.7062,5.5252,13.4346,7.8433,8.5644,7.8916,2.9053,12.6022,7.4022,4.8146,53.9223,110.5535,10.7793,1.8726,4.1191,5.0563,2.986,16.0801,444.0399,115.7462,17.9326,34.7177,11.1242,150.8056,20.5438,67.3708,78.9427,19.9881,40.3653,45.7648,0,1385.9285,5.6087,23.6238,983.0575,0.1385,0.0
BGD_J61,17.1132,4.3407,6.7883,0.2921,0.2226,25.8952,87.4385,3.1458,10.6279,26.091,17.0115,6.8132,10.8649,18.9238,8.5805,14.2691,25.9637,12.4953,17.9923,16.4258,4.3613,20.7167,20.1528,9.1126,174.1155,164.1072,39.2774,6.0649,8.539,16.122,9.7263,23.8947,63.466,1127.5625,27.5239,99.197,24.6038,65.3526,37.1134,145.2411,40.577,50.4485,21.2287,76.4587,0,5397.6748,0.8133,11.0991,221.1605,0.2768,0.0
BGD_J62_63,2.7759,0.4466,1.5143,0.069,0.0485,9.559,22.8723,0.7021,3.7721,12.3914,5.6352,3.3644,2.6857,4.5212,2.859,3.0181,10.1247,4.5623,4.729,6.0644,1.4305,5.4311,8.2062,2.9504,37.2932,39.6028,9.0007,1.5273,3.4927,3.8308,1.9918,3.8503,19.5545,49.5873,38.6669,38.3332,5.0196,22.1918,8.2844,36.216,10.6705,10.923,5.9469,17.7333,0,139.6294,0.2489,1.7466,806.8598,0.4821,0.0
BGD_K,173.2577,25.5822,41.2665,1.7012,1.2887,128.4165,365.5076,15.0205,54.2539,207.6409,84.5657,28.7667,48.9536,88.8791,66.4643,54.3352,76.272,54.6519,69.5418,77.7452,21.1296,75.1538,109.0416,36.0252,861.7694,469.5297,161.1237,30.9267,35.7407,52.0078,12.5247,67.07,51.2884,115.9681,22.9153,1175.6353,672.2624,132.3126,88.6597,290.9117,61.0117,86.1718,39.7702,136.5674,0,5754.8101,7.6133,47.8615,139.2896,0.3304,0.0
BGD_L,16.5634,3.2455,7.5478,0.4125,0.2131,53.5964,240.8494,5.6603,21.9432,43.4798,22.2603,9.8608,21.5614,32.5326,14.9475,28.8622,33.3307,21.0288,26.1846,27.343,8.4823,49.1557,26.9782,17.5744,345.9062,568.0973,58.1278,7.7859,11.384,40.4696,11.449,160.0627,52.4946,123.9292,26.2681,123.2527,196.8551,116.8057,62.8569,166.9832,91.2074,102.8662,57.1248,181.2504,0,10815.944,7.4954,14.8627,1678.2051,0.0431,0.0
BGD_M,92.9186,7.5769,30.4585,1.4772,1.9475,187.069,336.4731,8.7823,41.5592,162.5551,90.9126,68.88,44.6498,74.8533,44.6724,44.486,101.3647,60.257,67.8266,81.752,22.9098,77.6798,74.2695,40.5081,1131.7477,523.004,70.1766,16.688,21.4119,35.8612,8.7387,56.789,126.9417,195.3653,47.5915,192.0064,97.2948,396.9267,97.3736,212.9473,75.4425,95.5399,62.8955,142.5105,0,604.5382,5.2239,31.6143,2457.6151,1.1024,0.0
BGD_N,46.696,8.1277,32.8259,1.4959,1.7913,128.3343,301.4192,10.179,44.3709,137.2114,69.2699,40.7625,49.0477,81.6118,38.8439,50.1494,83.5445,52.881,65.7024,80.0034,18.4379,81.7289,68.8813,45.8984,813.8025,403.3722,156.7948,42.2973,69.015,74.2411,19.9003,79.5479,94.6426,197.1529,43.7847,140.4982,118.8628,163.9578,212.3839,239.3166,113.6776,148.2551,66.8683,149.3425,0,887.9053,3.3298,17.5173,390.2064,0.7329,0.0
BGD_O,36.8952,8.2222,8.972,0.5816,0.4169,59.3079,143.1266,5.6979,20.7458,73.3179,35.8218,22.3319,22.7892,28.23,42.9943,23.2653,23.2515,18.7865,23.1758,28.1819,9.3112,31.7393,37.4058,32.8353,364.7725,152.3944,97.9067,13.685,15.4943,26.6388,6.2808,25.6962,26.6281,68.6383,11.569,49.533,52.66,67.9454,33.344,444.5961,54.428,66.2761,25.7079,62.5327,0,4377.3804,54.3517,12028.1108,785.341,0.013,0.0
BGD_P,5.9294,1.1778,3.4982,0.1115,0.0742,12.1766,21.3887,0.9543,3.6107,17.455,8.5713,6.4218,4.0726,7.0181,5.7324,4.824,11.4864,6.818,8.3188,7.5215,2.4208,8.5552,9.909,4.416,54.9591,35.5467,11.9942,1.8576,9.8047,5.2059,1.4074,4.5542,9.4783,24.6074,8.5917,28.4504,5.3109,31.4914,13.6192,120.6506,218.7971,31.7276,9.607,35.7736,0,7610.0989,129.9255,2291.2314,185.6734,0.0186,0.0
BGD_Q,8.0328,1.6433,1.1345,0.0665,0.0915,11.872,21.8524,0.7618,2.9573,11.7588,5.2995,6.7054,3.7749,5.1868,3.935,3.2548,5.369,3.5334,4.5888,4.4025,1.4806,5.8373,3.5821,2.5266,39.9693,21.0471,10.193,1.2593,1.274,2.7739,1.1039,6.5737,3.8513,5.9205,3.1357,12.3811,2.7869,11.7746,6.2472,82.2195,28.8424,951.9037,7.1215,18.8899,0,10168.5517,191.7307,2778.1671,41.8278,-0.0061,0.0
BGD_R,3.4697,0.7031,0.621,0.0463,0.0232,11.3467,16.9821,0.8762,3.0735,5.9897,3.3994,1.7411,2.2656,3.5009,1.6318,2.1179,3.2369,2.3024,2.6855,3.1975,1.1553,4.5762,3.3827,2.459,31.1616,26.232,4.977,1.8277,1.5013,2.472,0.7827,17.2679,103.1398,16.6323,3.0489,9.613,5.3964,24.6121,11.7086,52.8266,31.3504,9.2252,303.6047,53.0746,0,3764.0391,111.8922,166.0861,222.8071,0.1845,0.0
BGD_S,19.4977,4.5758,3.1663,0.3111,0.1955,30.2493,75.832,2.9448,8.8281,30.5862,14.456,5.277,8.6127,19.9558,9.553,8.1545,14.3213,9.0173,9.9558,10.4028,3.0751,15.746,12.4892,10.2744,96.9786,78.9594,25.8938,3.7204,4.8995,10.6642,2.6331,31.5141,20.2313,29.8539,10.453,35.1386,14.045,36.6462,18.2938,58.4647,29.6724,73.0258,23.141,194.4095,0,5424.4267,433.9299,78.1113,547.8347,-0.1537,0.0
BGD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
