V1,CHE_A01_02,CHE_A03,CHE_B05_06,CHE_B07_08,CHE_B09,CHE_C10T12,CHE_C13T15,CHE_C16,CHE_C17_18,CHE_C19,CHE_C20,CHE_C21,CHE_C22,CHE_C23,CHE_C24,CHE_C25,CHE_C26,CHE_C27,CHE_C28,CHE_C29,CHE_C30,CHE_C31T33,CHE_D,CHE_E,CHE_F,CHE_G,CHE_H49,CHE_H50,CHE_H51,CHE_H52,CHE_H53,CHE_I,CHE_J58T60,CHE_J61,CHE_J62_63,CHE_K,CHE_L,CHE_M,CHE_N,CHE_O,CHE_P,CHE_Q,CHE_R,CHE_S,CHE_T,CHE_HFCE,CHE_NPISH,CHE_GGFC,CHE_GFCF,CHE_INVNT,CHE_DPABR
CHE_C28,29.7887,0.0052,7.7885,0.6717,0.0509,40.9931,2.2282,12.592,11.3025,2.7117,19.3746,53.6063,7.2268,9.5248,4.4205,25.9824,523.1306,127.4332,1136.132,11.226,22.9665,72.8509,16.3453,11.7621,197.6777,280.0991,15.6469,22.3719,5.442,10.0844,1.7716,11.1338,1.4137,5.1896,3.9042,6.8273,23.7592,31.0601,8.7001,34.5442,2.2921,22.8498,4.2022,5.0924,0.0,236.4032,0.1505,1.3817,4194.8233,-1674.127,0.0
CHE_C29,0.0083,0.0,0.0754,0.0083,0.0005,1.5751,0.201,1.4647,0.4493,0.1127,0.7292,2.1461,0.095,0.1143,0.0578,4.4728,1.5103,13.8072,61.4808,10.1321,1.2757,5.7431,0.2765,10.0625,0.1044,68.6176,26.0084,3.8124,2.4479,14.0218,0.0974,0.0619,0.0065,0.0165,0.005,0.0057,0.001,20.1087,1.0872,2.4626,0.0876,0.0278,0.624,0.0104,0.0,876.6075,0.0,0.0,804.0806,-393.7174,0.0
CHE_C30,0.015,0.0,0.6993,0.0234,0.0026,0.3122,0.0635,0.2686,0.1047,0.0857,0.6113,1.879,0.0024,0.0662,0.0474,0.2201,47.8652,0.8949,0.073,2.6197,243.0755,57.5682,0.4312,5.7147,0.4554,13.7283,78.7298,42.9085,92.8143,0.6689,0.0094,0.0263,0.0005,0.0,0.014,0.0,0.0054,20.8097,14.1373,235.1511,0.2654,0.7384,6.367,0.7434,0.0,153.7137,0.0,0.0,769.2687,-170.7615,0.0
CHE_C31T33,84.2828,0.0038,27.7374,1.8058,0.1588,68.1108,6.7182,51.2453,69.9384,3.676,29.1762,152.6025,26.1014,25.4622,82.0019,113.9911,1227.6246,453.8594,322.6781,5.2733,348.0764,346.3169,710.7196,31.4541,153.1887,355.974,201.6581,226.3816,88.6625,17.2217,1.6882,15.9854,11.6449,104.427,1.5058,14.7058,72.7175,231.8116,27.6691,259.1455,4.8929,308.0393,27.8965,9.2611,0.0,2601.5169,0.0094,0.3161,2767.6811,-327.4726,0.0
CHE_D,252.0528,0.0001,62.7505,6.9737,0.2032,787.3653,54.4461,225.8625,370.8184,124.0098,1046.2294,559.037,116.7516,455.1624,496.0969,761.4315,540.3094,721.7962,453.0533,22.9174,147.3411,250.4649,12082.2894,158.5383,352.5217,2072.5428,504.7028,216.0666,78.544,237.8984,78.8184,475.1662,76.2346,344.9652,197.3537,998.2426,379.7062,1680.8303,442.688,1714.5919,301.7506,970.9357,568.6948,326.649,0.0,7150.3113,0.0,40.4824,267.6131,0.6762,0.0
CHE_E,40.3738,0.0,26.6752,1.6239,0.1052,137.3704,6.4394,11.6813,45.4755,6.6136,51.3741,101.3429,11.0278,15.4533,95.165,20.382,63.0391,41.4407,38.1732,1.369,5.7858,38.5518,457.9936,453.9346,51.4273,181.2601,35.6127,35.8111,8.6267,22.6485,5.668,71.8088,6.4683,15.4037,32.9435,84.1017,30.0029,240.4423,87.7572,575.0944,41.9075,123.4475,184.2121,67.704,0.0,1403.3652,0.4852,1009.4551,37.6379,0.0001,0.0
CHE_F,140.0143,0.0029,32.0257,2.5596,0.1812,71.8095,9.4403,60.6522,28.8297,5.8191,31.9885,92.0478,15.2596,115.2732,37.2972,63.5448,222.3013,57.594,133.7307,2.9753,38.6512,69.7922,1251.7442,91.0782,10876.2438,534.3037,224.1774,120.9795,45.585,433.0578,48.679,457.6327,54.3596,149.1384,108.0083,1008.3365,4994.6851,776.1164,333.1,1578.9405,167.0612,408.9252,156.0374,183.5226,0.0,2866.7781,0.0,4.09,56681.6248,-4.0729,0.0
CHE_G,1402.0539,2.0166,142.8285,11.5244,0.7912,5313.4935,386.3739,542.383,565.4154,380.72,2728.9373,9796.6753,858.0983,631.5588,442.1271,1617.8737,7852.963,2937.2891,3031.6899,180.0039,388.4416,1372.4403,2017.1742,242.2199,4997.1575,33898.8481,2024.3566,2617.1944,777.1115,2284.1956,474.9839,2512.802,266.1464,484.7722,498.6964,474.914,97.3629,2203.2059,892.0168,3421.972,260.3607,3881.5812,435.8582,454.9046,0.0,19784.5759,14.4889,531.4753,14405.2717,14.5524,0.0
CHE_H49,146.8996,0.4831,30.2143,2.7308,0.1332,705.5327,36.0778,162.8485,88.9742,77.8384,411.904,1072.6297,133.7025,197.4765,121.1097,176.7334,733.0099,291.536,348.7732,20.5234,54.6249,210.1909,385.4525,35.822,845.942,4705.1055,763.1413,376.078,107.5696,823.1863,19.1679,217.6932,98.6672,37.3766,62.4448,130.9438,11.8841,477.0739,195.3334,553.5719,290.3407,314.2827,67.5443,87.2952,0.0,5729.7098,0.0149,21.2174,873.5173,74.6935,0.0
CHE_H50,39.5664,0.2179,12.0381,1.6191,0.0874,168.206,20.8576,62.5369,47.3861,31.7796,146.6261,248.8271,51.7576,91.7975,62.9077,73.4304,386.2311,134.201,160.1041,8.8154,32.876,80.3901,115.9445,16.4657,170.3925,4495.1304,725.7786,5435.3207,204.1794,968.1218,13.0206,42.772,39.7394,15.4368,33.5322,61.4761,4.3942,170.6625,129.2182,206.1953,71.2527,50.6723,40.7236,38.4237,0.0,2060.7645,0.1074,15.8532,309.1128,958.8379,0.0
CHE_H51,21.5363,0.242,4.1196,0.3837,0.0284,105.4027,16.0325,20.6444,14.7423,12.8327,61.978,173.8606,19.6048,24.6659,20.6795,36.6411,174.6339,60.3351,76.2369,5.0537,13.9843,44.0999,66.2965,7.8088,128.202,596.4536,135.0846,165.6228,255.4343,152.2318,4.9716,37.3749,22.4094,9.2012,26.5553,66.6446,2.709,139.8457,77.2645,163.4669,66.2291,51.4689,26.4944,20.4649,0.0,1393.8641,0.122,6.363,236.0202,1083.6493,0.0
CHE_H52,26.664,0.059,20.6291,1.5302,0.0623,256.1217,7.2929,22.9871,24.7675,14.424,80.9317,239.7078,22.8406,58.175,20.8093,34.1068,180.4611,61.1255,181.8851,7.6632,14.1062,105.445,89.1037,17.205,168.21,3556.9524,1608.8744,3325.2151,878.7194,2481.0786,348.8314,42.6342,23.1913,18.1912,13.7277,9.2333,3.0499,182.2717,70.1235,82.1971,4.5701,57.0668,7.2647,8.5004,0.0,497.3969,0.3226,13.9586,163.8431,16.2645,0.0
CHE_H53,0.5675,0.0005,19.3332,1.4486,0.1336,23.5433,1.5142,5.7312,3.0328,0.5806,5.4639,8.9055,3.6537,7.068,1.9083,14.8808,27.5123,14.3928,148.4167,0.3532,6.1969,116.2565,169.8351,9.2669,35.8021,685.8295,56.2702,62.8781,17.5925,65.8646,20.8095,20.3812,24.9879,233.5072,77.6683,362.6071,7.7653,376.8449,140.4094,216.1185,2.2357,51.6079,41.363,19.6505,0.0,125.8991,0.0,0.012,143.714,10.3591,0.0
CHE_I,2.2692,0.0033,5.8094,0.3453,0.0638,71.6879,3.1485,10.8979,10.0711,3.3916,25.25,111.4181,8.2693,17.0827,1.7948,9.4623,379.0951,82.4232,63.7501,7.907,10.716,82.1019,83.0718,21.6844,194.0683,562.2825,108.0167,85.1601,94.0272,91.9556,2.9571,215.2399,39.1447,31.7684,60.4674,323.6769,13.9574,132.6215,96.3179,176.9355,8.0547,31.3548,103.9137,123.2427,0.0,16128.3468,9.7835,45.1259,14.7039,-0.0497,0.0
CHE_J58T60,0.0126,0.0,0.1942,0.0218,0.0006,4.0276,0.0976,0.1466,2.0986,0.081,0.7559,4.1249,0.0372,0.1403,0.2657,0.6331,4.3722,1.1105,1.5451,0.1308,0.5111,3.4099,5.1691,0.6048,1.8163,45.9936,1.7932,1.8244,0.9279,4.8622,1.4704,0.9807,44.6351,4.0029,16.1272,26.3497,4.857,137.2905,49.0106,44.2854,19.2614,13.7403,25.2886,15.4288,0.0,187.6715,0.0,0.0,5.3836,11.8134,0.0
CHE_J61,68.1587,0.0007,2.4043,0.1997,0.0209,51.2814,4.5075,8.975,12.3076,2.1073,17.9568,63.7442,4.2537,11.1709,4.1706,35.8738,167.5886,42.4146,71.6613,4.4001,7.4547,71.789,183.7689,14.1597,89.8386,443.4084,119.1355,88.7995,29.6171,81.0658,142.0072,53.1859,131.9008,2884.3049,279.4365,860.5574,141.2516,1395.164,614.2029,445.5271,10.0645,101.3993,145.7156,64.156,0.0,6889.2759,0.0,0.0674,81.2011,4.1624,0.0
CHE_J62_63,2.2908,0.002,2.8823,0.2529,0.0155,46.9891,4.5608,9.2494,13.6583,1.9435,16.0699,74.3804,1.8355,7.3452,8.8624,22.8141,206.7643,79.7106,82.3218,3.7079,44.6382,50.0586,15.5997,6.1445,12.1714,398.9177,163.8318,162.1208,91.6679,108.7996,51.5191,10.6741,35.9285,191.2167,3533.3225,703.1026,30.3966,757.1637,205.481,251.5735,57.1009,105.2869,29.3504,18.049,0.0,35.5134,0.2242,8.3539,8908.7394,7.504,0.0
CHE_K,124.2704,0.0743,14.0749,1.2332,0.0628,686.7121,73.4816,266.1411,109.3924,45.7306,278.6646,757.8754,135.8923,139.99,85.5304,634.0966,1079.6161,822.5648,519.13,24.399,217.922,228.0209,671.1242,90.8304,1209.1204,2277.2141,697.3977,716.8,219.5585,701.5637,167.769,563.6063,207.3879,262.7251,562.3841,27346.9955,3639.2865,3297.3517,1254.2147,2459.1813,292.0521,653.3077,253.3053,904.4382,0.0,24690.9334,10.6578,68.4029,713.3538,70.9105,0.0
CHE_L,17.0466,0.0,1.5198,0.2359,0.0216,102.1315,1.6946,6.1378,10.7927,3.4693,34.2406,43.7366,3.856,18.6265,9.0455,11.8429,215.4694,16.0981,107.8396,2.0811,6.151,71.3015,34.2147,8.321,269.0419,1656.7974,54.8323,37.3822,14.8265,147.5646,22.4379,312.8531,54.8148,291.3131,86.2973,1243.586,1284.0816,1382.2377,501.1807,658.465,34.0692,245.7405,78.8069,91.3413,0.0,62397.1999,0.0,0.4146,28.2548,0.334,0.0
CHE_M,112.1067,0.0016,57.3322,7.0203,0.8197,1541.0892,35.7368,83.9914,162.5311,44.4441,444.2141,2584.1415,158.043,185.7975,126.7882,295.0959,1265.5273,607.1633,1853.4968,78.2988,244.5638,971.5211,4667.7986,397.0325,4734.9199,6077.1287,1051.1977,1209.8057,295.9264,1082.0125,110.7824,596.4844,616.2237,469.8259,1071.2138,9056.3976,4048.1198,28181.4566,3388.6011,2909.2612,156.0498,750.1691,574.5678,542.131,0.0,4143.7471,136.2466,461.0716,22495.7548,16.8807,0.0
CHE_N,30.7287,0.0,31.2066,2.9184,0.2392,767.7474,17.7218,32.338,52.684,12.1542,106.4043,628.8735,57.3691,62.3909,65.8498,106.1518,436.0342,193.096,644.6692,24.7182,136.2829,371.5761,1261.3948,141.2915,1323.6553,1656.1255,608.1755,903.7308,361.9825,562.816,61.9435,277.4886,149.2164,145.2006,332.9187,2346.6787,1157.2866,4915.9487,2976.897,1130.9924,91.1523,391.3294,240.943,163.8262,0.0,1705.498,0.0,0.0,1642.1713,24.1825,0.0
CHE_O,520.7651,0.1098,71.3281,4.1983,0.2956,667.3051,21.0149,185.7065,288.4365,21.5654,166.0502,524.5719,7.9154,51.7337,253.6914,119.3855,297.3534,222.7729,232.9847,10.6259,33.9998,178.3169,1429.0373,1167.9495,449.4904,996.1153,888.0651,765.369,236.7708,197.3151,34.8253,216.6333,73.8683,103.7999,394.1947,624.0286,811.7778,3482.4933,1110.1669,5185.6319,256.7203,3192.8234,522.3711,411.0513,0.0,13544.6607,5966.1402,59224.7974,8566.3111,-0.1657,0.0
CHE_P,9.5763,0.0,0.6183,0.0377,0.0028,19.2704,1.3356,0.8173,1.5357,0.3426,2.1591,21.5751,0.2641,0.9724,0.9795,6.5075,17.6137,8.545,11.8661,0.4792,4.1945,2.9546,25.2915,10.0985,11.1826,46.7108,17.0107,19.8203,11.4356,2.5184,4.158,2.1166,2.1318,17.2191,85.7039,110.0927,42.5607,241.0166,12.6256,204.6977,388.7127,19.2821,12.861,19.5577,0.0,1050.9147,135.6359,4892.7747,110.9971,0.0,0.0
CHE_Q,3.8431,0.0061,1.6718,0.0939,0.014,28.4759,1.576,3.5267,134.7948,0.7232,5.097,21.1786,1.3534,2.6575,0.9754,13.2746,33.1409,59.162,16.078,1.0847,4.1934,22.5656,9.498,3.7768,27.3495,45.6767,88.6673,72.4435,24.2787,10.4064,1.565,16.0596,8.945,14.3584,13.2341,27.704,14.0014,173.243,29.0229,2101.1428,75.5568,3088.8551,87.1525,14.3466,0.0,62144.7956,6037.2963,12945.3286,41.123,-1.8775,0.0
CHE_R,0.8225,0.0,2.1852,0.1511,0.0246,17.3623,0.9234,0.0089,20.3543,1.7759,16.6336,154.9549,4.149,0.6049,0.0425,1.32,9.4887,0.1001,6.6798,4.2222,3.9896,20.5355,59.7827,9.1587,1.4315,91.6922,1.977,5.3874,0.7432,2.5953,4.4586,62.1107,277.7536,26.7592,1.0682,315.18,1.797,94.2416,19.7033,1883.6951,76.1239,30.4655,3824.8403,483.18,0.0,5869.1033,163.8431,1279.1973,0.0,3.231,0.0
CHE_S,2.7078,0.0,3.8235,0.3509,0.0284,112.4652,1.0338,0.3845,7.9304,1.7505,13.1406,46.1967,1.0056,9.0868,13.5959,12.7907,216.5998,24.2456,48.2631,2.8031,9.6245,96.5783,233.5778,21.417,100.3592,656.3281,49.4105,58.4032,14.996,170.7675,2.701,56.5196,40.6815,16.1538,106.2119,403.1043,17.5353,1126.6401,416.5266,294.7216,38.2684,279.0117,140.4427,165.7346,0.0,7664.2757,3109.2703,0.0,0.0,0.0,0.0
CHE_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.9362,0.0,0.0,0.0,0.0,0.0
