V1,IND_A01_02,IND_A03,IND_B05_06,IND_B07_08,IND_B09,IND_C10T12,IND_C13T15,IND_C16,IND_C17_18,IND_C19,IND_C20,IND_C21,IND_C22,IND_C23,IND_C24,IND_C25,IND_C26,IND_C27,IND_C28,IND_C29,IND_C30,IND_C31T33,IND_D,IND_E,IND_F,IND_G,IND_H49,IND_H50,IND_H51,IND_H52,IND_H53,IND_I,IND_J58T60,IND_J61,IND_J62_63,IND_K,IND_L,IND_M,IND_N,IND_O,IND_P,IND_Q,IND_R,IND_S,IND_T,IND_HFCE,IND_NPISH,IND_GGFC,IND_GFCF,IND_INVNT,IND_DPABR
IND_C20,3608.9384,44.5983,982.5048,1506.4078,73.3102,2527.4949,13970.4638,388.6908,1216.0803,2491.5013,26981.8824,5033.6107,9618.4488,1521.8766,3153.1823,326.098,676.5773,1408.7538,1270.116,4458.4534,915.4802,4562.1401,50.6496,339.976,6113.5031,1155.2193,718.7621,1.5739,27.0959,138.1839,2.9176,26.6974,307.3574,43.9785,24.2344,31.019,42.0732,5.4996,45.9362,70.2418,29.6037,1229.7206,8.423,381.2524,0.0,13010.99,6.3495,143.3833,547.1074,4329.4883,0.0
IND_C21,893.0714,25.7835,119.9954,176.3478,7.8155,291.6237,1638.9388,46.2239,130.6648,284.9306,3691.7471,5507.0699,1137.5468,141.6148,342.2622,31.9633,40.2871,139.4938,86.5424,115.071,34.1591,522.9233,2.2113,16.8459,604.6,124.1386,5.9987,0.0362,1.593,8.4518,0.3555,13.6853,30.5754,7.5299,0.4126,0.6722,0.7614,0.2094,1.6633,200.8134,0.2515,11629.9976,0.0777,21.9292,0.0,11811.0941,8.5569,1385.7944,96.6505,1369.2472,0.0
IND_C22,290.9947,22.7387,66.5798,336.6284,36.8663,1774.6252,3559.529,80.8454,544.5323,785.3053,2024.7401,1554.984,1966.2359,1173.2709,1280.1038,276.9413,1251.4904,912.8265,1746.5046,10701.513,1941.7012,1281.4963,38.2645,599.9485,3943.388,441.9388,1907.0919,1.1413,19.3581,188.4442,3.0596,31.0859,210.8417,36.8074,24.0163,8.1257,78.754,9.0998,64.3025,32.1813,68.2964,136.0403,17.1815,620.6213,0.0,8183.3157,0.4562,13.7472,2666.3129,2243.128,0.0
IND_C23,221.9682,28.1227,48.1612,57.6376,45.1209,149.6165,236.5352,43.6037,67.5921,78.5744,514.2077,109.9988,275.3487,8158.2983,3520.1184,212.5725,129.9911,362.2258,236.7603,317.6539,90.7713,382.5021,51.7633,15.0582,50913.5744,74.1528,103.2542,1.2814,23.2515,18.4344,1.5705,12.5949,14.4246,30.8692,17.4002,10.2151,16.3423,2.927,30.8274,26.0984,7.7519,24.2911,2.6161,9.1181,0.0,854.5561,0.1789,0.1219,422.9466,2548.7195,0.0
IND_C24,380.2756,39.2199,563.3474,761.4689,115.444,441.8529,581.1612,113.9307,709.3844,962.4222,1394.6061,492.9457,1284.692,2703.6418,44179.3544,14734.491,3296.4773,14613.1149,16029.9084,23898.628,4862.7137,5883.7816,7445.4217,109.6677,39661.7659,430.0387,145.3561,2.2112,35.2003,60.1082,6.9676,12.6428,262.5376,96.479,28.1474,88.4372,45.7211,9.3779,61.8294,44.7396,43.8439,26.0424,8.4649,53.7572,0.0,969.8925,1.4191,0.0,3437.1117,5957.7533,0.0
IND_C25,1295.5059,200.5028,419.8006,745.0912,100.2953,808.2204,712.0497,120.2131,215.5933,779.9586,661.7566,453.2318,331.3676,786.9684,5730.9317,1641.5351,547.5157,1804.0891,2112.3629,2794.8488,754.7774,836.1913,866.7742,94.081,7425.1947,623.9245,707.7107,13.9072,151.9584,137.4379,11.7034,60.017,77.3224,260.5273,118.6949,86.1644,77.475,20.8313,215.5714,175.3561,70.9093,160.1861,19.5717,57.5732,0.0,713.6426,1.4145,0.0,7695.7815,1256.4986,0.0
IND_C26,121.1931,11.8527,47.1949,101.3342,20.5482,167.4361,282.8117,51.5171,88.1174,168.8832,147.919,157.6326,119.8135,180.0641,671.4449,167.1205,1122.9433,628.0523,444.4507,620.1858,175.5594,166.2696,134.7716,12.826,1599.4458,142.6345,237.5805,2.0606,122.695,74.557,19.6634,3.9353,91.9317,799.0497,23.4416,65.1192,30.7475,7.5513,39.6141,74.8111,17.3617,11.997,4.333,62.2359,0.0,2919.0741,4.4962,0.0,15783.6123,1233.7784,0.0
IND_C27,190.0258,6.1058,42.3011,117.0725,38.3041,135.4035,200.6401,98.7225,63.7618,252.2554,160.6,89.4538,91.369,261.6935,710.0315,554.9861,1505.4879,2059.6266,1267.1172,1618.4357,426.7815,231.7147,333.3434,12.6177,4097.7044,299.9929,427.1908,3.2248,64.5473,97.1052,23.1376,3.5697,48.0443,804.8623,30.3114,177.9726,78.6297,11.2361,59.9529,36.0394,20.607,8.771,5.9944,109.7772,0.0,2014.2514,2.8797,0.0,25264.4713,1946.3805,0.0
IND_C28,636.7029,30.3977,109.0219,441.5844,143.1817,493.4139,327.3156,478.1806,71.0995,1221.1387,239.9063,193.4633,133.4862,243.6758,1337.0046,485.5821,432.4301,760.6734,2198.8523,1620.4958,562.9016,237.0895,85.1644,11.8867,2562.033,266.38,190.0357,34.568,43.4424,44.9997,18.5055,12.8182,50.3253,293.395,27.9438,43.1351,35.9095,10.6742,73.4472,69.3695,21.1895,22.0996,7.1018,39.5107,0.0,3825.1968,3.7804,0.0,45216.6902,3115.9449,0.0
IND_C29,145.9663,17.9217,19.2415,50.3664,23.7253,285.1597,457.9932,11.559,83.9854,107.9059,198.0461,210.2107,256.5486,188.8222,228.3813,47.0302,187.6587,137.0493,336.2269,1974.1421,304.2003,189.3185,33.243,95.596,610.3811,94.6117,340.1201,0.929,16.694,40.8248,1.6435,10.082,33.1068,23.0649,15.0193,15.2297,24.1812,3.2534,29.064,18.2706,15.3675,17.3384,4.78,94.2285,0.0,30226.6131,3.8595,0.0,67053.2091,5488.3912,0.0
IND_C30,236.039,96.0874,6.176,16.2191,3.1652,93.8736,149.2868,3.7958,56.5896,35.3323,125.9945,116.7226,119.5902,150.3313,72.6919,15.3368,60.2473,44.101,131.9556,2399.9888,2407.3015,75.2054,10.0118,30.9433,198.639,1105.1126,904.627,1257.6735,8.2605,78.4958,1.6266,19.3523,99.8652,7.4458,37.6555,1.8979,113.9237,24.5237,125.2109,532.9877,31.613,6.2769,40.8999,107.1388,0.0,9775.1907,0.003,0.0,10115.4108,1014.2802,0.0
IND_C31T33,1295.716,154.6669,573.074,261.9378,54.3181,543.1221,610.0341,1097.1229,401.0888,293.9753,447.9294,265.8475,246.3529,400.5927,1492.1112,457.7053,246.3994,409.3186,753.4297,1059.3568,313.8248,7622.3269,415.1285,92.18,3053.8778,1008.3189,788.8378,10.5186,169.6198,136.8196,21.2675,48.2452,62.3185,256.4451,101.2099,163.1545,140.7222,42.271,341.8254,149.7463,55.5035,181.5176,19.6941,146.1011,0.0,4683.9618,2.6536,6.5184,4139.8628,823.6084,0.0
IND_D,8571.6109,0.0,174.0654,366.0631,122.4772,228.4533,3236.7947,38.2135,1011.7856,661.2825,462.5345,118.8599,1163.6298,1029.3519,7879.8085,474.2369,2388.8591,3138.5502,3712.8442,6202.5733,939.6137,260.5603,982.4739,592.2307,6538.6683,5816.6815,5169.1476,86.96,1533.2433,2378.6598,424.2406,691.1716,831.4959,6452.011,1122.7367,7736.3088,1766.8813,239.7107,1107.4435,1222.8806,795.7581,393.366,368.2075,1800.6153,0.0,43138.9692,11.5443,0.0,0.0,0.0888,0.0
IND_E,188.8528,8.2117,155.935,27.264,37.3152,1.8473,5.8904,0.0,0.0095,0.0,1.6052,0.0003,0.0068,16.4888,21.0671,10.9812,0.0,0.1247,0.0,0.0,0.0,0.0,4007.8366,198.8178,1572.4892,893.8471,3568.6651,46.8593,980.6497,1531.9978,15.2269,173.8304,125.4228,111.3564,427.4043,2043.0066,749.5604,114.5348,597.2341,2123.8188,387.6387,128.6117,159.7664,727.8602,0.0,4837.675,140.2176,0.0,0.0,0.0032,0.0
IND_F,3727.2377,0.0,52.6294,42.1922,94.9225,63.3381,321.1808,0.8051,1344.2391,1115.7811,185.1766,64.1574,2021.4734,1942.5879,4674.7187,591.9644,99.543,1354.9372,516.4323,814.0842,384.72,28.5969,4551.1822,560.0415,48621.0677,6581.9664,2163.2014,12.5498,343.1962,757.4843,170.4343,11.8605,84.4522,1865.0781,1460.7889,1175.0145,14461.3279,537.7694,2097.6703,2089.1607,490.8454,158.9144,41.2445,1990.3186,0.0,7996.2244,26.0303,0.0,404671.6997,0.0529,0.0
IND_G,9003.0022,662.2483,1301.5691,824.8123,144.9408,30559.6517,18039.3363,964.1842,1834.1478,5087.5796,8285.3042,3200.6384,3303.3842,3524.8138,12965.2191,2194.1521,1190.032,2237.6227,3922.8523,5395.4376,1377.3192,3725.7957,2852.5548,404.7287,21094.0984,10305.4429,7269.5014,222.043,367.667,800.4336,152.8684,6791.8566,1106.7207,1200.66,444.7852,826.1001,593.4079,195.3622,1762.4419,3348.7783,669.5285,1681.7395,88.2886,541.6498,0.0,113934.4136,34.5259,186.6012,18118.4477,10606.4771,0.0
IND_H49,3892.5814,233.5679,221.9124,389.7055,203.8294,9221.2374,3730.2626,348.2126,628.1359,2369.6346,2320.3796,601.5507,906.6033,2896.7846,10498.3999,1472.571,332.5411,773.1758,1277.2413,1979.994,458.8518,875.6525,1770.8565,785.2545,10783.5054,4438.7072,1225.1497,53.5277,115.3413,363.7612,89.3823,2182.0635,294.8209,363.4044,377.1595,237.0553,314.617,70.2137,460.4074,1321.1328,188.3635,198.8721,113.7307,262.1276,0.0,109158.6496,18.6208,23.6921,3959.6485,3281.5526,0.0
IND_H50,40.8965,2.8625,6.5887,8.867,0.0027,103.3766,91.9336,10.099,25.2842,559.1094,99.9895,23.5135,40.5485,66.025,235.261,33.842,22.8689,32.5726,43.7563,76.2099,20.7493,47.2283,103.0398,7.7952,22.049,0.2491,39.0872,3.0893,2.2868,1.2742,0.7779,14.6083,7.1554,10.4627,1.1399,4.095,0.9685,0.1122,1.0581,0.0042,0.0047,1.7242,0.0088,0.9638,0.0,0.0032,0.1947,1.9185,430.3309,1061.7228,0.0
IND_H51,105.8969,7.1158,18.5617,24.8438,4.8269,252.6094,253.2431,28.2181,72.1619,1672.6973,285.4852,66.7187,116.0664,180.9014,640.165,92.4886,66.9846,92.9923,123.536,216.0039,59.3421,136.5116,299.8278,3.3368,440.5262,4.7154,113.8008,9.647,7.3317,2.4095,3.3945,43.9964,20.7985,41.8981,3.1984,0.2558,10.7767,0.5327,13.2568,0.0858,0.0853,5.2934,0.1739,9.2869,0.0,1113.0923,0.2017,1.8711,1267.9858,1423.8964,0.0
IND_H52,711.973,61.6883,331.1286,62.5949,48.8996,2430.155,915.4299,84.5046,151.0513,355.0572,592.6796,156.8677,228.7126,698.6541,2913.018,368.3588,69.3973,193.3674,314.9034,514.7945,119.0569,214.2857,412.59,59.0821,3141.6252,1706.9077,348.9516,14.4266,777.8613,177.9931,17.2637,589.8822,97.5819,84.871,48.4323,454.0148,54.7126,33.0747,263.0087,352.3088,57.7313,51.9652,34.3241,170.9606,0.0,7004.9553,3.8859,6.2916,1016.0034,870.46,0.0
IND_H53,28.4839,0.0,0.6502,0.7273,5.5923,6.5038,16.5404,1.2426,1.7752,2.1493,0.6519,1.3654,17.1829,12.6379,2.2708,6.6417,3.1993,1.2596,5.1683,1.9772,0.6055,3.7384,727.1226,199.4017,532.8135,322.7374,1524.6483,6.4505,84.0395,660.4654,509.8061,6.044,40.0174,1244.6913,178.0028,358.4121,80.4862,103.8408,419.5425,0.0,83.6805,11.466,27.7761,39.8896,0.0,2097.0084,1.7272,0.0,0.0,1.1894,0.0
IND_I,133.6489,0.0,0.9741,12.1302,30.2406,0.0,0.0,0.0,0.3123,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.1532,0.0,0.0,0.0,930.4421,160.2558,3415.3935,4817.0001,2295.2777,14.7924,169.7779,385.4595,67.6765,6.9853,45.7521,631.2551,423.7133,4361.596,293.7667,96.0777,485.8066,542.5105,150.1294,32.3894,24.4605,208.1767,0.0,43252.7989,80.9988,0.0,0.0,0.0077,0.0
IND_J58T60,74.2168,0.1296,4.9656,9.0145,10.4844,6.3838,12.3739,0.0784,17.1557,109.1877,3.4115,83.0989,0.3447,1.2768,19.3676,0.3303,0.6161,1.1319,35.474,0.933,0.3031,5.5158,92.9804,5.4845,57.4532,74.4343,224.7196,6.1013,74.2818,112.7908,2.1105,7.9222,556.8303,39.0667,60.7846,167.066,18.7429,33.5045,83.6122,7.5517,269.2182,64.8057,45.4616,96.18,0.0,17024.3416,113.9003,750.1202,0.0,12.9677,0.0
IND_J61,127.6518,0.0,2.9683,3.2849,14.5894,24.6331,64.0825,5.1781,6.0623,8.0717,2.0902,4.2821,62.1499,49.7222,8.0041,24.4786,12.8969,4.5794,18.1003,6.4075,2.2505,15.3525,2266.019,710.7494,2850.2982,1001.5897,7403.4231,31.128,478.2701,2188.0369,52.7233,35.463,265.3327,4403.9687,1434.2391,1295.9711,392.9547,436.2018,1650.0588,0.0,345.9149,57.6244,127.6712,159.9586,0.0,26892.9574,7.4583,0.0,0.0,5.6539,0.0
IND_J62_63,0.371,0.0,0.1586,0.0543,53.8497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7906,0.1006,467.7267,42.5491,0.4236,0.1625,19.1317,32.3774,2.564,6.6276,50.6137,49.9867,75.4355,82.9721,575.5752,97.7337,311.8153,26.0576,6.1945,69.7188,25.8005,23.6846,0.0,11571.6523,33.3895,0.0,36411.9859,141.3707,0.0
IND_K,7334.9946,7.5541,150.9256,93.6163,133.6409,4514.5121,3992.3729,226.554,553.455,1489.792,1144.1961,1177.4394,1094.1361,1136.6183,1510.0363,682.5439,535.57,642.2132,1111.7458,636.4066,222.6732,801.0477,3162.9239,2368.095,7388.7471,14243.8062,3678.058,15.4245,733.7257,1706.1408,241.8942,344.0575,2229.8043,3090.9418,9880.8615,20546.2793,3736.5319,2110.2504,9589.3063,1809.8851,6055.5149,1963.5185,1278.0979,326.0183,0.0,58527.8109,142.0976,0.304,254.5172,29.1376,0.0
IND_L,0.5657,0.0,64.4908,0.0,12.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9949.4582,517.7496,3851.0398,1.4086,0.0,2.7893,60.1199,253.9155,0.0,929.8951,0.0,0.0,110.7817,2.5595,9.5451,0.0,459.6458,0.0,111.0562,10.9156,0.0,183953.0075,78.8941,0.0,0.0,1.6416,0.0
IND_M,11.5603,0.0,50.9779,11.0803,21.3752,9.0546,11.744,3.005,3.4531,15.8658,4.7874,0.7248,38.1418,3.4927,76.9826,13.5418,126.6569,36.6858,121.5388,25.2606,6.8113,2.3239,113.6288,31.3447,78.2854,114.7232,78.7756,1.7474,23.0808,42.9678,4.3105,9.4337,75.8752,87.4914,475.1155,145.8229,53.4233,80.4084,112.0615,32.3758,95.2708,13.0571,42.9724,23.4697,0.0,172.5233,3.7285,0.0,826.6985,37.7039,0.0
IND_N,465.5653,0.0,2311.9731,454.3362,543.0534,359.9714,605.8265,102.7308,118.3546,458.5927,125.8239,19.0808,1256.4786,112.9243,3132.9923,464.3642,4161.1841,1036.5357,3656.5104,765.7445,258.8803,78.1523,4605.0179,1399.4351,2460.0846,3337.9225,5552.4294,105.9773,1760.717,2323.2374,342.581,420.6331,2730.001,3834.5842,16490.8745,4572.9798,2132.1329,1188.2222,8132.7273,1379.9313,6344.5872,811.2132,1998.7401,794.5163,0.0,13676.4551,166.6131,0.0,0.0,37.2074,0.0
IND_O,0.0,0.0,0.0,0.0,9.2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6819.0168,167.394,182534.9592,0.0,0.0179,0.0
IND_P,123.9391,0.0,5.9265,5.6421,3.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0784,0.9796,52.9381,892.577,78.0801,24.333,335.702,359.1148,15.2096,1.2632,30.8766,191.0136,350.9736,879.665,93.3364,187.7348,586.2238,0.0,1403.1234,52.9798,31.7832,61.7088,0.0,57897.3666,1405.6434,67115.3132,0.0,0.0131,0.0
IND_Q,0.097,0.0,1.7491,0.0,2.4994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372,0.0,0.0,35.8193,0.0,0.0,0.0,0.0,0.0,89.5861,1.3177,0.0,0.0,39376.0028,1509.7964,22236.798,0.0,0.0061,0.0
IND_R,8.0672,0.0435,1.0017,1.5447,0.2806,0.0,0.0193,0.0,0.005,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0002,13.9388,0.218,17.3085,9.8771,35.5019,0.8907,1.5613,8.4127,0.3169,2.6503,26.5969,3.0659,4.5444,6.1664,1.8807,6.8195,33.1074,0.1019,115.6724,19.8672,56.6706,24.5711,0.0,10876.3509,596.3736,688.4035,0.0,0.1433,0.0
IND_S,1.4883,0.0,105.3157,21.9693,6.3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4439,0.0,0.0,0.0,17.7336,1.4007,20.4921,2.5734,7.6775,0.8356,11.3333,3.7634,0.3944,2.3817,6.4322,3.2806,2.301,10.0355,6.8379,3.0486,10.3631,0.0,7.5987,0.7465,5.0723,6.3147,0.0,35380.2661,2837.56,13240.8627,0.0,0.005,0.0
IND_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.823,0.0,0.0,0.0,0.0,0.0
