V1,JOR_A01_02,JOR_A03,JOR_B05_06,JOR_B07_08,JOR_B09,JOR_C10T12,JOR_C13T15,JOR_C16,JOR_C17_18,JOR_C19,JOR_C20,JOR_C21,JOR_C22,JOR_C23,JOR_C24,JOR_C25,JOR_C26,JOR_C27,JOR_C28,JOR_C29,JOR_C30,JOR_C31T33,JOR_D,JOR_E,JOR_F,JOR_G,JOR_H49,JOR_H50,JOR_H51,JOR_H52,JOR_H53,JOR_I,JOR_J58T60,JOR_J61,JOR_J62_63,JOR_K,JOR_L,JOR_M,JOR_N,JOR_O,JOR_P,JOR_Q,JOR_R,JOR_S,JOR_T,JOR_HFCE,JOR_NPISH,JOR_GGFC,JOR_GFCF,JOR_INVNT,JOR_DPABR
JOR_C25,10.0253,0.0,3.0925,4.1656,0.8951,94.3509,8.029,1.2152,0.5928,1.8456,5.4043,9.6526,1.8304,5.707,19.1939,87.2977,2.6068,13.7437,4.463,3.5085,0.5625,4.0853,7.5837,37.0608,326.9335,7.6914,3.3391,0.07,12.2076,13.1516,1.1819,3.8259,0.0891,0.1645,0.0467,0.3721,0.7944,0.2038,0.0638,23.8729,3.3299,4.882,0.6039,8.7734,0.0,354.9906,0.2122,0.3473,100.3023,29.6343,0.0
JOR_C26,0.7355,0.0006,0.1138,0.0,0.0,0.6375,0.071,0.0037,0.0139,0.1644,0.0,0.0933,0.001,0.014,0.0097,0.044,0.0163,0.0128,0.0017,0.0018,0.0005,0.0024,0.0,0.665,7.9543,2.1314,0.0001,0.0406,1.1107,0.1936,0.029,0.0058,6.6774,37.6612,6.7191,0.0664,0.0172,8.6179,0.1955,0.0,0.0727,11.8707,2.2622,0.2704,0.0,9.9668,0.0001,0.0158,30.5149,6.8599,0.0
JOR_C27,1.168,0.0002,0.3267,0.3728,0.0801,8.6723,0.6481,0.1092,0.077,0.235,0.8079,0.9045,0.1567,0.5105,2.6977,10.414,6.7271,63.2015,4.4163,3.9727,0.5949,3.4105,22.6051,3.6523,237.5416,1.4767,0.2964,0.0061,1.0915,1.1724,0.1057,0.3402,0.0269,0.0132,0.3811,0.0362,0.0764,0.0217,0.0198,16.979,0.2742,0.522,1.6252,1.1783,0.0,32.5716,0.0188,0.1238,121.0703,16.7666,0.0
JOR_C28,2.3696,0.0,0.1673,0.0207,0.0042,6.0261,0.3056,0.032,0.5112,1.2101,2.5158,0.6678,1.6869,3.3569,5.0835,13.0928,3.3119,11.529,15.7856,6.3402,1.0642,6.3054,6.0028,2.4809,29.7439,2.3976,0.9431,0.0002,0.7679,2.2479,0.0083,0.3254,0.0164,0.0346,0.0078,6.1343,1.4786,0.0378,0.055,3.1079,1.2373,1.3034,0.088,0.4043,0.0,9.1086,0.3121,3.1096,93.7237,10.0678,0.0
JOR_C29,0.5467,0.0004,0.0849,0.0488,0.0086,0.9023,2.3831,0.0058,0.0363,0.0087,0.0341,0.0663,0.0083,0.027,0.2136,0.4181,0.1051,0.1795,0.136,1.0172,0.0267,0.1427,0.0329,0.2364,5.9633,4.796,4.2176,0.0567,3.3421,0.4189,0.0271,0.018,0.0431,0.2163,0.0336,0.057,0.0716,0.0012,0.1642,9.5313,0.1575,0.5636,0.0971,0.821,0.0,96.2274,0.0009,3.4882,45.8233,11.1712,0.0
JOR_C30,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1387,0.0,0.0,0.0,0.0,0.0001,0.0522,0.0951,0.4674,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.001,0.006,0.0,0.0001,0.0,0.0224,0.0164,0.0,0.3725,0.0,0.263,57.4219,0.6658,0.0
JOR_C31T33,1.0429,0.0008,0.1049,0.1311,0.0344,5.5485,31.8213,0.2625,1.7986,0.2339,2.6194,1.0637,2.0096,2.1067,0.5741,1.8279,1.0878,3.387,1.0536,0.8753,0.267,3.9321,1.2387,1.4564,22.8904,3.6279,1.0501,0.1119,0.6122,0.3158,0.0321,2.6839,0.7735,2.3085,0.32,2.6807,1.5089,0.7211,0.6416,11.1269,10.0979,3.4415,2.2095,1.144,0.0,82.5164,0.0824,1.1745,53.1452,3.0014,0.0
JOR_D,46.9359,0.5385,2.9057,1.1873,0.2359,57.5344,17.7817,1.4151,14.1321,6.3651,64.7991,8.5199,50.0061,32.0564,25.3939,23.1899,2.5926,10.3143,2.4666,2.3315,0.4375,3.9279,1.9338,177.8466,6.9523,179.7298,0.9571,0.0276,3.6689,4.8424,0.5862,39.8817,2.6316,13.7441,1.3139,45.8094,19.6042,3.379,1.688,106.0236,57.8718,85.0416,28.5997,16.6511,0.0,623.5912,4.8379,42.0589,1.068,0.2014,0.0
JOR_E,45.4106,0.0082,0.885,0.2336,0.0494,25.5781,5.1862,0.1262,2.2556,2.0806,10.7191,2.5278,7.037,14.8121,38.8878,30.084,0.6168,2.2069,0.5755,0.4466,0.1317,0.8765,0.9524,0.7778,18.2701,59.1214,0.18,0.0045,0.614,1.4674,0.1027,15.8621,0.8978,2.0963,0.4562,2.7233,24.7514,0.8502,0.4137,25.3054,26.0179,24.3186,7.6421,8.2031,0.0,210.5292,4.1449,149.886,10.8308,0.0,0.0
JOR_F,79.3918,0.0002,0.0197,0.0008,0.0002,9.1365,4.2101,0.1294,1.3013,1.0835,2.5744,4.8747,3.7392,0.9441,1.4007,2.8926,0.3746,1.2895,0.4255,0.3161,0.1026,0.7218,0.171,2.0248,791.7149,59.8408,9.666,0.5349,41.0015,2.2628,0.2067,11.5931,0.5664,2.6557,0.3331,19.6957,326.5538,1.4857,0.7189,36.4526,53.7223,36.009,8.1924,5.5646,0.0,168.9787,8.1284,11.6022,3948.9992,0.0228,0.0
JOR_G,160.2265,0.3995,130.2869,147.2417,38.317,420.2835,218.7796,9.5119,63.4599,32.5385,46.4495,93.9496,34.9683,52.7779,45.9666,76.8776,5.7284,22.5136,7.5452,8.6666,1.444,14.9518,36.2902,16.9029,275.3498,90.8808,69.798,0.8884,39.2027,5.9638,0.5917,121.5289,42.3369,90.2972,15.0647,12.0664,24.3209,5.3102,10.3125,114.8973,21.1829,95.5159,5.973,15.7922,0.0,1475.2431,3.5067,27.6692,322.7669,120.1754,0.0
JOR_H49,38.0433,0.0889,4.6467,0.9433,0.1626,119.7043,50.4407,3.4916,12.1938,34.8334,33.4823,9.2046,17.4521,31.9488,8.2389,14.4226,1.8168,8.4976,2.9437,2.6283,0.5176,5.1461,7.8285,12.9312,73.1007,33.8571,14.8817,0.1168,56.2588,33.5644,5.158,11.9795,17.369,25.7833,6.8334,16.4003,12.1625,3.2696,32.1738,11.1016,9.1018,14.1764,2.967,0.9767,0.0,1017.9676,15.0905,46.6296,227.7269,17.9984,0.0
JOR_H50,0.5734,0.0025,0.0188,0.0206,0.0109,7.7429,2.9919,0.0246,0.386,11.8606,1.6596,1.0995,0.6066,1.9794,0.9457,1.722,0.0239,0.1898,0.1331,0.0796,0.0198,0.1868,2.8379,0.0198,7.8707,0.29,0.0085,0.0075,1.0949,0.0209,0.0121,0.335,0.0169,0.0101,0.0096,0.2763,0.0149,0.0473,0.0297,1.6513,0.549,0.0305,0.0174,0.0555,0.0,15.3772,0.1395,0.64,12.0636,28.8825,0.0
JOR_H51,10.7324,0.0319,0.1146,0.1164,0.0549,37.728,12.848,1.1213,4.1793,31.5314,2.9592,0.509,1.2671,9.2651,4.5248,7.6288,0.4867,3.1571,1.5368,1.1576,0.2688,2.0486,9.2215,0.2238,30.9292,1.7875,8.7829,0.0196,0.0544,0.0562,0.0548,4.7728,0.1121,0.0619,0.0577,0.1621,0.1054,0.2585,0.21,0.0617,0.0595,0.7827,0.1193,0.5556,0.0,109.8433,0.3325,0.0606,50.0132,65.0398,0.0
JOR_H52,10.168,0.004,7.2284,2.3522,0.3561,6.8911,4.8587,0.3364,1.4826,2.6819,1.4898,0.5205,1.9516,1.7057,0.529,0.8899,0.58,2.3341,0.602,0.6559,0.0897,0.9215,0.7205,6.1439,3.6592,13.5536,4.3484,18.821,82.1668,61.1564,10.2596,0.7439,15.0898,30.4883,4.9989,18.0661,26.3228,4.4309,46.8372,79.2784,80.5239,16.5631,4.0532,0.5628,0.0,27.4954,0.0515,0.1087,5.3341,1.4292,0.0
JOR_H53,0.3072,0.0,0.1335,0.0019,0.0004,0.0467,0.0249,0.004,0.0241,0.0361,0.1942,0.1396,0.093,0.0032,0.0002,0.0006,0.0091,0.0219,0.008,0.0057,0.0015,0.0116,0.1035,0.7319,0.0538,0.3974,0.0246,0.1055,19.5355,1.3398,1.1763,0.2313,1.7552,4.5786,0.5221,9.5646,4.8128,0.6213,0.2172,0.0,7.4921,2.3637,0.7448,0.0522,0.0,0.0006,0.0,0.0,0.0004,0.0685,0.0
JOR_I,0.1854,0.0002,0.0364,0.0029,0.0007,4.8581,1.9108,0.2976,0.8007,0.2572,3.0389,2.0013,1.9323,2.362,0.8752,1.7526,0.7509,1.4751,0.5296,0.4447,0.0873,1.0676,0.417,0.3488,4.6608,33.7472,0.7501,0.0303,2.5613,1.1343,0.06,7.513,0.3737,0.7446,0.1795,7.6837,2.0487,2.6745,8.0749,7.3118,6.6007,4.3683,3.2248,7.501,0.0,614.119,0.0768,18.3326,0.1941,0.0315,0.0
JOR_J58T60,0.4984,0.0003,0.0291,0.0064,0.0007,5.0713,1.6667,0.0456,1.3772,0.499,2.2449,1.5677,0.9767,1.2643,0.1479,0.4231,0.2746,0.9002,0.1742,0.1778,0.0504,0.3831,0.5017,0.6049,1.6595,33.6562,0.1898,0.0075,1.2115,1.0034,0.0989,3.6927,1.7711,1.0423,0.1732,9.2711,1.8989,1.7665,1.0148,6.4957,7.8855,5.5079,2.0045,3.2338,0.0,209.0007,4.0121,7.1489,0.8842,0.1935,0.0
JOR_J61,2.2227,0.0027,0.0741,0.003,0.0008,13.1583,8.7664,0.7962,2.4674,1.7107,6.3968,3.6835,4.6888,5.9826,0.9952,2.6494,1.3944,3.391,1.1071,0.767,0.1574,1.805,3.1177,3.3364,11.6361,144.8138,1.4955,0.0131,4.6386,5.2225,0.8769,15.3539,0.4823,7.6537,0.2478,56.3133,9.6271,3.7019,3.8518,29.6494,13.3245,33.1422,3.0879,11.8834,0.0,1198.8471,5.9123,62.1063,0.2756,0.7161,0.0
JOR_J62_63,0.6187,0.0,0.0298,0.0002,0.0,4.521,3.7432,0.1622,1.3233,0.5937,3.5297,2.198,1.7418,2.379,0.4057,1.0258,0.9261,1.748,0.4606,0.5424,0.1012,0.5347,1.5932,1.5992,3.6381,44.4266,0.6,0.0012,2.3352,2.2136,0.3097,2.9704,0.4302,1.0992,0.7065,39.8928,2.8465,2.4724,1.775,13.7015,7.0449,12.8479,1.8501,4.752,0.0,142.2432,0.0409,8.2855,0.995,0.0632,0.0
JOR_K,15.2346,0.0319,2.4407,0.1771,0.0293,28.7552,9.1516,0.6711,4.6375,93.7947,26.1024,29.9205,10.061,10.3527,4.9124,7.9899,3.8012,13.765,3.0959,3.4954,0.5247,4.7133,174.6875,6.498,79.9777,288.4533,10.3277,0.2568,45.9111,5.2762,0.8642,29.0672,3.8124,13.6684,2.6534,103.4714,187.3738,4.0127,4.7266,181.9956,26.286,24.798,52.5525,66.8236,0.0,1294.4756,36.3125,164.6227,0.9103,0.8186,0.0
JOR_L,9.9522,0.0038,0.0316,0.0002,0.0001,23.7747,17.3779,1.4784,1.2464,0.0408,4.585,1.7991,2.795,5.3842,2.7726,6.8314,2.7725,8.7968,2.6164,2.1656,0.5037,5.7051,0.1473,4.6536,5.3027,312.008,0.6378,0.0045,4.0654,2.8768,0.1549,17.0948,2.7183,10.3803,1.8808,28.7646,4.6972,8.7668,4.7186,14.6863,30.8774,16.4239,28.8151,45.1024,0.0,5112.3896,5.8989,0.0,6.2319,0.0081,0.0
JOR_M,8.5953,0.004,0.0408,0.0043,0.0009,19.2925,1.7907,0.055,3.6478,0.9912,5.9392,6.8216,2.663,3.1317,0.7907,1.5591,0.8677,2.7483,0.7524,0.7521,0.1403,0.9579,0.7498,9.2179,17.2478,51.6509,0.5965,0.0879,6.6575,1.5896,0.1614,5.1066,5.2888,11.8008,2.6593,47.9753,30.4304,2.35,2.0799,36.4576,12.9215,10.1727,1.7427,0.7349,0.0,33.6998,0.767,2.6933,168.951,0.0774,0.0
JOR_N,3.2678,0.0,0.8234,0.0618,0.0221,9.8516,11.8862,0.0924,5.6785,13.7193,12.9433,10.8776,7.2164,3.8811,0.9683,2.0891,1.474,4.4516,1.0959,1.1993,0.2464,1.5778,3.8315,6.6304,10.5025,16.1546,15.9897,0.9058,68.6053,4.0745,0.4137,2.418,0.3222,0.8334,0.2,21.1014,9.2755,0.2556,13.44,20.8194,21.883,1.9537,1.8868,0.8461,0.0,250.9466,0.7539,2.9163,0.0001,0.1853,0.0
JOR_O,3.8432,0.0056,2.4742,3.9942,0.7555,14.8089,2.7365,0.5519,0.278,7.8701,4.6135,2.98,3.2054,4.134,2.6585,3.1757,0.5285,2.0895,0.6068,0.4736,0.1302,0.8109,1.9751,3.4019,12.4469,14.7614,1.3934,1.8207,0.0,0.184,0.0,1.3639,0.3406,1.0787,0.2125,3.3603,1.1609,0.2447,0.029,223.6757,1.102,0.0119,0.0803,0.0796,0.0,334.2063,9.1762,5104.0415,296.1649,0.0,0.0
JOR_P,1.8382,0.0029,0.037,0.0514,0.0113,5.3214,2.918,0.2112,0.3501,0.1043,1.4239,14.4957,0.6192,0.695,0.5579,0.7883,0.2507,0.8419,0.6553,0.1837,0.2745,2.3037,5.055,0.6894,3.4082,40.66,0.4363,0.0058,6.8854,0.6847,0.0191,1.7141,0.7383,2.7585,0.16,2.6166,0.6503,0.8784,0.9854,41.5161,41.1213,18.8694,3.4179,4.7865,0.0,1907.6091,3.4166,945.277,1.4153,0.685,0.0
JOR_Q,0.7729,0.0035,6.057,10.5562,4.2736,3.7704,4.3084,0.0542,0.889,22.8656,5.3554,0.4764,0.9489,0.3259,0.5867,0.8754,0.4486,1.3376,0.2736,0.3115,0.14,0.7695,0.1174,0.2246,1.3795,9.5639,0.2311,0.0003,0.1137,0.0556,0.002,0.7207,0.0554,0.1388,0.0344,0.7273,0.364,0.1806,0.132,76.1432,14.2166,1.7241,0.2942,0.475,0.0,1021.2986,50.5632,576.2221,0.4765,0.3437,0.0
JOR_R,0.0001,0.0012,0.1312,0.2271,0.0646,0.1871,0.1589,0.0035,0.3248,0.0,0.0,0.0,0.0,0.0,0.0661,0.1835,0.0289,0.0896,0.1056,0.0171,0.024,0.0425,0.0,0.1405,0.0,0.5264,0.0,0.0763,0.2847,0.155,0.0084,0.1221,0.2147,0.3163,0.1052,3.148,0.1508,0.1212,0.1829,1.5384,0.9376,0.0366,0.3523,0.1619,0.0,15.1232,54.2056,13.6296,0.0004,0.2989,0.0
JOR_S,0.4832,0.0011,0.0421,0.0274,0.0086,4.6839,1.6499,0.0015,0.9046,0.188,1.3056,1.2721,1.2332,1.6681,0.2065,0.2825,0.3668,0.8202,0.2436,0.1764,0.0327,0.403,0.9465,0.6082,2.4993,8.4238,0.6178,0.0126,0.4451,0.1386,0.0336,3.4996,0.8739,2.9197,0.6764,7.7944,4.0909,0.4623,0.8529,13.8828,7.9013,3.8684,0.9531,3.1945,0.0,395.3876,3.1639,41.4723,0.0017,0.0,0.0
JOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.7474,0.0,0.0,0.0,0.0,0.0
