V1,HKG_A01_02,HKG_A03,HKG_B05_06,HKG_B07_08,HKG_B09,HKG_C10T12,HKG_C13T15,HKG_C16,HKG_C17_18,HKG_C19,HKG_C20,HKG_C21,HKG_C22,HKG_C23,HKG_C24,HKG_C25,HKG_C26,HKG_C27,HKG_C28,HKG_C29,HKG_C30,HKG_C31T33,HKG_D,HKG_E,HKG_F,HKG_G,HKG_H49,HKG_H50,HKG_H51,HKG_H52,HKG_H53,HKG_I,HKG_J58T60,HKG_J61,HKG_J62_63,HKG_K,HKG_L,HKG_M,HKG_N,HKG_O,HKG_P,HKG_Q,HKG_R,HKG_S,HKG_T,HKG_HFCE,HKG_NPISH,HKG_GGFC,HKG_GFCF,HKG_INVNT,HKG_DPABR
HKG_H53,0.1688,0.0369,0,0,0.0261,27.0612,8.3545,2.7291,2.8246,0.0619,0.3374,0.1813,0,0.203,0.0901,0.1628,0.4774,0.2544,1.3499,0.2122,0.0881,0.0356,5.5472,18.9485,13.1793,698.3204,22.0188,259.903,35.3802,0.6849,472.304,22.0266,14.2564,315.06,5.7873,522.979,127.6013,25.6648,60.1755,51.2237,28.0338,25.1322,24.7678,65.0357,0.0,471.6609,6.0902,0.9367,189.9902,6.692,0.0
HKG_I,0.0866,0.0219,0,0,0.0382,8.5686,2.7076,0.7106,0.5841,0.0873,0.338,0.132,0,0.1843,0.0929,0.1247,0.3853,0.1703,0.577,0.1371,0.0711,0.044,2.7092,5.2229,7.3802,111.886,8.8455,23.3859,7.4923,0.2582,5.6448,43.7008,5.8599,17.1095,1.2309,74.8201,45.1271,4.8854,11.2388,8.8913,21.6685,11.7662,10.9985,17.932,0.0,4996.9549,1.2145,2.069,25.8656,2.4585,0.0
HKG_J58T60,0.1552,0.0362,0,0,0.0038,10.656,3.7933,0.4031,0.7786,0.0362,0.1527,0.0955,0,0.1629,0.0387,0.0683,0.3689,0.1997,0.6518,0.1029,0.0535,0.037,1.6357,2.144,7.9683,126.706,5.7253,9.5858,9.5869,0.1568,3.4685,6.6444,52.0009,26.6427,1.2027,59.5582,38.8012,10.6684,7.1155,6.0856,7.0388,11.9511,13.6977,8.7095,0.0,225.4826,1.3963,0.7283,41.9207,2.3575,0.0
HKG_J61,0.6823,0.1457,0,0,0.0301,90.2342,28.3928,10.3069,8.1611,0.1593,0.9432,0.5113,0,0.68,0.2623,0.4906,2.9809,1.0384,5.0305,0.6221,0.3163,0.0899,16.8878,61.3309,68.2728,1909.668,81.2954,1155.385,167.2562,2.1512,57.5245,110.1899,98.2168,1353.2552,33.7063,1555.1536,492.1328,96.2483,188.2191,145.3743,98.9257,115.7021,97.0845,196.2076,0.0,2582.6614,10.3183,0.9437,484.984,21.4057,0.0
HKG_J62_63,0.3174,0.0725,0,0,0.0507,53.7044,23.7523,5.4045,5.2706,0.1353,0.6049,0.338,0,0.3807,0.2205,0.3562,1.589,0.7595,2.7189,0.659,0.3369,0.1013,9.1934,17.3424,25.6431,933.0692,44.4993,39.8131,66.3642,1.2648,39.7381,41.7924,27.0271,242.1854,27.1753,817.3174,110.6699,25.7964,41.431,110.5201,60.0893,41.2044,29.7941,49.1681,0.0,172.1181,2.5876,1.7576,522.9168,6.4894,0.0
HKG_K,0.9566,0.1334,0,0,0.4527,462.2583,142.904,31.7774,39.992,1.1274,3.5321,1.4836,0,2.4824,1.8651,2.7883,6.6729,4.2708,13.24,2.5993,1.0194,0.4406,178.6416,242.2421,166.0696,6790.3751,360.3081,545.2411,201.5522,10.1435,135.8857,358.4553,128.0083,521.7022,52.7417,15888.5368,6684.3176,239.0929,665.3979,174.226,397.8626,242.58,255.1246,759.8311,0.0,19637.9168,10.1959,386.912,684.8667,91.757,0.0
HKG_L,0.8013,0.1511,0,0,0.0919,147.7209,57.284,9.7715,10.6066,0.251,0.8037,0.5553,0,1.1774,0.3696,0.8578,2.156,1.4715,6.797,0.7994,0.3671,0.2646,63.2594,260.2803,152.5911,5683.4416,190.7295,116.0053,142.0904,20.7119,65.2805,1336.1079,234.1638,294.0199,38.7181,2396.6599,2515.0688,215.7791,408.3949,78.0985,291.166,385.6396,540.2637,1386.2655,0.0,50019.0619,6.1347,8.0617,3307.838,3.0968,0.0
HKG_M,2.3959,0.5091,0,0,1.1377,215.1792,82.6054,32.0522,27.5532,0.474,2.726,2.3888,0,1.3572,0.6282,1.1938,4.0737,2.4961,11.646,2.4014,1.0141,0.4917,41.0557,115.2704,216.8607,5156.2871,192.1598,170.8129,226.127,5.0375,101.4415,192.4396,98.8968,538.3252,43.9071,2064.803,1440.2873,380.2915,396.4509,415.1827,214.5349,269.0478,162.7063,296.782,0.0,1060.1531,38.7327,605.2216,2093.8139,7.5349,0.0
HKG_N,1.1317,0.2184,0,0,0.766,89.9365,35.3338,15.0325,12.4452,0.2092,1.0606,0.6163,0,0.6741,0.3032,0.5783,1.4297,0.9531,4.5018,1.0099,0.4086,0.5003,16.2554,64.4815,69.8731,2437.993,163.682,217.0455,235.9648,3.542,126.021,122.6965,50.7933,390.8727,22.4813,936.0589,765.2891,99.7444,425.6451,165.6141,136.9309,169.9162,104.4703,136.2029,0.0,420.6468,1.2348,8.8599,278.8472,3.3834,0.0
HKG_O,0.4419,0.0826,0,0,1.1165,18.694,9.488,2.2347,1.9151,0.0747,0.2286,0.1527,0,0.2084,0.3819,0.4443,0.7272,0.6526,2.4298,0.4887,0.2401,0.2485,8.2164,28.2021,68.5432,404.4293,26.7452,41.5409,133.0639,1.8243,15.9354,49.51,13.7787,44.0606,3.5163,224.1025,118.0875,20.4112,40.941,275.2084,40.0762,30.1707,29.8593,58.1281,0.0,2359.0573,80.8059,21359.2466,177.8506,3.2973,0.0
HKG_P,0.3033,0.0719,0,0,0.0395,39.2062,14.0336,4.9137,4.4834,0.0771,0.2935,0.2697,0,0.305,0.1627,0.2769,0.4404,0.2555,1.7747,0.4059,0.1722,0.0515,9.7655,23.007,34.806,712.1689,42.3586,46.2345,48.6602,1.1852,25.2116,43.0067,13.7383,100.0878,12.039,403.8571,193.4392,44.5483,68.1542,148.121,423.5354,68.1724,30.7675,83.2559,0.0,3395.3899,9184.8796,2641.7238,361.164,0.7522,0.0
HKG_Q,0.0356,0.0083,0,0,0.0138,7.6846,2.6017,0.7301,0.6802,0.082,0.2172,0.1927,0,0.1113,0.0709,0.1086,0.2765,0.127,0.5171,0.1039,0.0543,0.0233,2.8156,5.9389,7.8563,158.1832,10.9938,31.931,7.4878,0.4386,7.3145,15.7129,2.9734,15.8301,1.2315,114.5261,62.3245,7.5783,19.1469,9.397,33.7312,179.3757,14.0884,23.1338,0.0,6546.9831,1422.915,10404.0804,46.6539,1.5987,0.0
HKG_R,0.2799,0.0909,0,0,0.0209,21.1759,6.0485,1.2627,2.3716,0.0607,0.2234,0.1223,0,0.1153,0.0739,0.1208,0.3144,0.166,0.7196,0.1842,0.0893,0.0265,5.8049,15.7856,12.9701,339.4286,20.1244,38.6997,32.7913,0.7389,23.4252,21.3674,99.7061,63.1243,3.8783,252.1684,194.7839,32.4081,61.1954,31.097,45.8169,33.5001,678.151,99.6139,0.0,2189.5637,65.1291,4.5598,167.121,1.4247,0.0
HKG_S,1.9694,0.5753,0,0,0.347,215.3672,56.6539,11.7836,12.0198,1.486,6.5698,3.6922,0,4.2204,2.8035,4.6799,11.7474,6.3833,28.1688,14.3685,5.9051,0.7811,47.4707,82.4805,89.1551,1299.2538,86.1351,95.1778,146.2311,1.659,55.024,179.8507,57.6582,134.6126,11.2908,618.4145,504.2224,60.5255,124.5387,73.9891,73.3995,126.2247,123.9564,403.1006,0.0,5242.9814,335.1941,21.791,751.3402,7.7132,0.0
HKG_T,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.1975,0.0,0.0,0.0,0.0,0.0
