V1,FIN_A01_02,FIN_A03,FIN_B05_06,FIN_B07_08,FIN_B09,FIN_C10T12,FIN_C13T15,FIN_C16,FIN_C17_18,FIN_C19,FIN_C20,FIN_C21,FIN_C22,FIN_C23,FIN_C24,FIN_C25,FIN_C26,FIN_C27,FIN_C28,FIN_C29,FIN_C30,FIN_C31T33,FIN_D,FIN_E,FIN_F,FIN_G,FIN_H49,FIN_H50,FIN_H51,FIN_H52,FIN_H53,FIN_I,FIN_J58T60,FIN_J61,FIN_J62_63,FIN_K,FIN_L,FIN_M,FIN_N,FIN_O,FIN_P,FIN_Q,FIN_R,FIN_S,FIN_T,FIN_HFCE,FIN_NPISH,FIN_GGFC,FIN_GFCF,FIN_INVNT,FIN_DPABR
FIN_G,800.8524,12.1504,12.4853,43.9122,5.3416,1272.9574,119.0957,552.0869,899.2359,651.4198,530.3563,53.7543,152.0849,166.7293,168.9432,209.3025,274.7011,193.0439,539.5493,123.6073,91.8455,240.9655,163.3677,155.1425,1996.3582,1257.0592,1824.8035,91.0954,88.4464,230.3394,11.1767,684.3077,299.8253,80.707,287.8613,223.0637,255.4701,656.1606,401.5505,416.3992,199.6954,943.1765,251.5862,312.1807,0.0,11355.6094,0.3223,339.0138,1313.7696,362.863,0.0
FIN_H49,79.7506,2.3272,9.5717,35.2085,3.1943,333.2443,22.3454,254.7093,761.9424,266.6041,230.6825,16.8774,63.181,107.5286,142.7488,70.3673,65.3832,57.8651,238.0732,30.8879,16.1007,65.4518,50.2811,20.571,476.1351,789.6928,1261.3597,18.5919,12.8089,295.003,246.8559,78.7788,110.4091,13.9686,33.6455,112.9837,33.4556,106.3083,62.163,700.9517,217.2339,482.6975,121.9093,235.4794,0.0,2053.5802,0.083,215.2827,124.1251,291.798,0.0
FIN_H50,18.0406,0.3627,0.4134,1.4416,0.1628,40.0841,3.6952,10.5706,21.1576,24.0831,16.2464,1.3878,3.7271,4.1389,6.1444,5.1542,6.7328,5.5389,10.3264,1.6009,2.0291,6.4773,5.2669,4.7109,36.9843,28.9588,9.0035,7.5358,4.5798,7.3424,0.3132,33.6121,12.0736,3.0506,10.2043,8.4506,6.8225,21.0379,21.3376,23.7267,15.1488,41.474,9.5832,7.3234,0.0,366.2692,0.0102,13.3009,27.1431,51.0335,0.0
FIN_H51,13.3109,0.4255,0.8262,2.7495,0.3432,17.9958,1.5689,7.9945,15.9796,51.4875,15.1348,1.1463,4.5013,4.3861,15.8617,8.8711,8.0266,7.1985,18.6359,3.3368,2.5495,5.3817,12.13,3.1132,47.4767,31.7003,10.4223,5.8994,8.003,15.0404,2.2317,12.0452,5.2843,2.0938,9.1031,10.9484,6.4421,17.1596,27.8583,20.775,11.998,30.8659,8.6525,10.7584,0.0,136.4234,0.0483,5.6001,31.7238,205.7015,0.0
FIN_H52,11.4743,0.2398,13.096,30.067,2.8927,284.5799,20.3421,259.2881,788.5269,105.4844,224.5543,15.3112,61.3202,134.6097,161.9866,83.8766,76.3297,66.0303,268.8328,24.4205,9.8897,58.9993,6.6418,126.3638,48.0516,1041.1868,16.5781,142.2214,267.4061,2485.4397,51.2428,31.8492,94.9064,2.4296,38.1218,5.6467,9.5837,68.0067,48.0835,15.7693,64.808,37.5175,17.0566,4.535,0.0,493.832,55.0973,35.0277,47.402,7.5983,0.0
FIN_H53,11.8522,0.934,2.1319,6.6713,1.398,43.9209,8.5836,29.6697,44.4582,14.6425,35.3614,3.7705,15.6694,14.5466,19.975,52.9822,43.5196,40.4287,126.7141,15.7955,3.7359,36.8346,32.6946,0.7057,27.013,99.066,9.521,21.3133,12.6062,3.3257,2.2392,19.1687,13.1813,5.4328,13.373,64.085,45.0258,28.8785,20.263,138.1083,51.5667,92.2618,44.148,68.5151,0.0,87.4212,0.017,0.6992,4.587,1.2545,0.0
FIN_I,14.1916,0.8849,1.329,1.086,0.0984,9.3677,0.2762,4.0755,10.1029,0.49,3.5615,8.6127,4.9263,6.1209,1.386,8.5885,4.9277,9.8003,15.7424,0.7212,0.4664,5.7992,3.5553,0.7076,68.0791,298.4884,41.7633,39.7064,94.3768,33.9232,2.0523,90.0864,34.3204,9.8743,39.0679,224.4959,34.335,77.8488,74.7805,269.9226,335.5433,845.4619,149.8504,105.2651,0.0,6539.6597,0.0,26.6816,0.0,0.2648,0.0
FIN_J58T60,5.2858,0.1475,4.0339,8.6832,0.624,85.4483,7.3855,14.3607,142.2303,26.5633,17.6352,24.4381,8.9818,12.9107,27.1779,21.8041,158.1362,30.1312,99.9297,4.8064,8.502,34.5922,40.5784,14.7605,34.1282,492.2907,20.9199,20.7518,27.9104,42.8687,4.4717,83.8889,828.0638,32.6948,359.1941,221.6866,31.9744,168.0769,70.4456,191.0333,111.0853,138.454,355.7101,89.5963,0.0,1089.952,0.481,250.7745,665.6359,18.1721,0.0
FIN_J61,9.4545,0.4359,1.3776,4.038,0.8485,32.6073,2.6011,14.3855,23.2396,9.8511,17.5116,2.1442,9.6191,6.8744,14.506,26.6966,20.8002,18.2229,62.238,5.7437,2.8288,19.8725,55.4958,3.3279,49.2109,101.4889,21.8876,13.019,16.1387,9.6032,0.6948,75.2092,48.5906,649.3633,82.5166,258.0859,67.0666,55.9964,87.479,337.9833,137.6543,301.7448,110.4405,144.3723,0.0,1647.6983,0.0826,3.6034,33.144,0.575,0.0
FIN_J62_63,26.6845,0.3463,1.7566,5.4475,0.9593,69.226,4.8825,24.1459,141.2722,46.4137,33.9939,15.2522,18.0818,22.6673,51.3041,45.5507,335.4991,55.7496,289.1637,13.8855,11.3067,63.5826,111.5057,17.1249,100.8098,594.5504,49.803,32.7283,78.1388,76.5207,15.9903,68.1494,437.9974,83.6563,1194.2647,554.9456,64.58,244.6101,118.4295,659.1973,168.7163,272.2427,129.5191,87.9499,0.0,507.361,1.3239,38.3478,1838.933,20.1108,0.0
FIN_K,109.2154,3.0047,8.0866,24.0976,2.8189,115.9605,21.1727,63.5075,132.8609,49.9118,93.1866,11.4314,54.3628,38.9101,82.011,128.2735,143.6684,92.9056,295.6987,33.74,13.5897,94.2084,258.0776,16.192,163.8442,620.7741,62.2265,52.2139,80.1914,41.2706,8.344,107.1239,50.1697,41.9138,97.6598,3087.9489,2273.3756,176.1916,130.2089,346.3802,130.8698,324.6082,104.0054,117.302,0.0,5032.3968,0.4426,16.5332,151.7641,3.324,0.0
FIN_L,16.6197,0.9531,1.1944,5.9801,1.0752,83.0529,4.5857,16.6651,58.0579,8.0368,23.7971,2.6897,18.4045,13.177,16.2376,83.2568,56.4242,23.6066,94.3249,12.0258,30.9659,91.7281,40.4648,35.2709,133.2106,2274.752,288.0772,22.0463,27.6746,263.279,53.6551,560.227,144.1599,131.7624,166.1256,237.3861,504.3638,539.9366,197.205,960.6641,454.4241,828.3175,283.1826,217.3225,0.0,30167.4217,13.6911,639.8095,1201.3602,1.1913,0.0
FIN_M,46.3653,1.6142,30.9246,82.8173,22.3716,270.6669,19.4504,139.42,253.6855,33.146,108.041,86.5754,42.6833,52.1918,108.8101,193.1304,981.2803,92.5416,544.711,39.345,98.6093,147.087,220.978,12.7051,2131.586,1797.1323,69.4344,141.0814,128.5781,130.7733,28.4102,220.3858,277.7623,138.671,653.3982,295.5074,300.9944,2130.1986,502.13,958.9956,73.6647,166.9307,119.6089,139.2081,0.0,604.1691,125.4749,674.1097,2235.6563,12.3864,0.0
FIN_N,145.1346,1.3419,1.7136,8.7965,1.1816,126.6425,13.6783,58.7289,104.2433,34.479,116.2502,30.6438,54.3229,88.3323,58.5158,286.4711,122.791,90.8187,305.6197,77.5575,25.0806,92.2508,113.4767,40.4644,937.0615,1484.3719,125.0244,212.4312,140.7403,361.5945,128.5336,494.4802,164.2845,140.6599,222.3408,209.7853,1157.7996,393.6719,1752.0326,698.5312,323.8344,910.9484,172.4123,171.808,0.0,709.3148,1.9588,247.642,139.0625,7.5853,0.0
FIN_O,52.8049,1.6248,12.9254,28.8174,5.5633,138.7294,21.9487,79.7395,177.1254,23.822,70.2509,20.851,52.4373,46.7568,69.317,161.7618,142.4884,82.6771,347.6332,28.9721,19.5396,102.6702,78.4327,14.1221,422.7994,477.1154,85.6774,47.3696,54.9637,101.6615,8.9742,73.094,68.9732,35.2279,143.7753,178.7823,258.2833,278.5334,98.0129,289.8803,101.006,585.1331,102.5084,165.238,0.0,848.2885,72.0335,18586.5784,259.6692,2.2047,0.0
FIN_P,2.1261,0.0836,0.7794,1.766,0.3159,14.6087,0.8334,2.4446,6.7473,4.0498,17.8789,39.8276,3.3745,15.9306,82.4414,12.046,393.1904,36.0719,59.1554,6.6489,1.7017,5.4633,23.9294,1.6674,8.0656,45.4918,2.7699,6.051,1.4532,9.2428,2.32,9.9185,10.9041,2.7668,59.4333,27.3069,12.1838,146.9213,6.7002,227.0393,623.0779,175.8727,65.4033,123.6766,0.0,750.4211,873.5989,11485.9836,1129.6373,1.2787,0.0
FIN_Q,14.2045,0.0273,0.1118,0.358,0.0792,2.9675,0.1586,0.8708,3.1077,0.5137,1.0542,0.3483,0.581,0.4734,1.0518,2.408,6.7329,0.9797,3.9239,0.3664,1.0254,2.6577,1.7108,1.4405,7.1251,60.4263,13.3964,6.6624,4.588,9.1929,2.373,11.3083,25.8676,5.3918,32.2197,29.0355,11.0308,26.7344,7.5579,123.7755,82.3362,2308.9411,14.5074,5.787,0.0,6608.0314,766.3911,25743.197,41.8025,0.2114,0.0
FIN_R,9.7716,0.2755,1.9513,3.7487,0.058,27.7166,0.8175,1.5346,4.2339,0.4753,1.8436,2.2338,1.487,1.5046,1.205,2.9935,12.3792,2.4306,6.6163,0.2564,0.5605,2.2961,2.1372,2.0872,23.7573,73.899,8.454,27.1382,3.7842,3.916,2.1386,52.4581,12.6926,3.2867,14.749,25.4014,13.6273,25.7857,9.2853,46.9144,158.6922,41.3496,153.2209,18.3759,0.0,3522.0998,750.5015,1213.6294,164.1457,8.8945,0.0
FIN_S,12.6233,1.3411,0.6984,2.6513,0.0748,22.6263,2.4487,7.5866,15.3548,10.2509,9.657,2.1736,5.0129,6.0265,8.557,17.9224,26.7309,14.2169,25.1924,2.4959,3.6897,9.4573,12.1968,3.7657,42.4179,206.1111,40.8715,8.7387,8.8146,11.0697,3.2244,177.5484,27.2051,8.6373,52.6826,110.3766,36.1861,89.1837,42.0437,119.4759,77.8187,210.6519,51.478,87.5339,0.0,2149.0948,3238.6338,268.2606,71.2839,1.7042,0.0
FIN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.4505,0.0,0.0,0.0,0.0,0.0
