V1,IDN_A01_02,IDN_A03,IDN_B05_06,IDN_B07_08,IDN_B09,IDN_C10T12,IDN_C13T15,IDN_C16,IDN_C17_18,IDN_C19,IDN_C20,IDN_C21,IDN_C22,IDN_C23,IDN_C24,IDN_C25,IDN_C26,IDN_C27,IDN_C28,IDN_C29,IDN_C30,IDN_C31T33,IDN_D,IDN_E,IDN_F,IDN_G,IDN_H49,IDN_H50,IDN_H51,IDN_H52,IDN_H53,IDN_I,IDN_J58T60,IDN_J61,IDN_J62_63,IDN_K,IDN_L,IDN_M,IDN_N,IDN_O,IDN_P,IDN_Q,IDN_R,IDN_S,IDN_T,IDN_HFCE,IDN_NPISH,IDN_GGFC,IDN_GFCF,IDN_INVNT,IDN_DPABR
IDN_C20,2309.3816,12.9568,153.6627,257.1752,53.6662,1344.7517,1177.1733,443.3002,1016.6578,283.2694,4905.9531,100.1666,2897.3155,521.3353,97.7652,182.8215,722.1061,1608.4323,998.4153,56.789,196.4608,1060.304,29.5546,349.0644,799.3069,1558.7392,125.767,35.5371,142.6137,64.803,2.8438,61.3911,143.9813,12.8365,16.2325,101.0319,101.2271,6.2556,388.2764,165.4854,255.2524,328.5619,16.9757,16.6776,0.0,8554.8417,0.5122,0.0,0.0,900.0896,0.0
IDN_C21,63.04,5.0597,0.6235,8.5176,0.3049,12.1979,0.6443,1.3508,20.5458,1.7669,26.0423,33.8214,2.919,0.8638,0.2058,8.3779,23.2908,3.978,0.2236,0.9495,0.0646,8.4025,0.1604,8.1259,0.0106,21.4522,66.1641,17.0195,12.6859,49.3848,0.2492,1.3912,0.7013,0.9732,2.1494,8.7597,0.3039,0.3972,27.4885,26.95,27.8578,913.5066,0.4166,0.5537,0.0,2699.4313,99.907,722.0901,0.0,112.5947,0.0
IDN_C22,66.0602,5.3862,52.5091,42.2004,4.2269,242.1603,311.3815,71.6462,94.7196,2.9636,151.4166,22.296,924.2747,163.6982,18.8314,185.1318,248.4659,167.6124,353.1009,279.3227,696.1571,879.3117,4.8073,25.6197,1694.8163,3709.2313,410.8325,58.6055,190.9074,98.4819,42.0798,61.6842,33.5096,17.9392,0.696,250.3723,153.6515,4.6805,321.0824,73.9381,87.0238,26.7457,6.6222,15.2753,0.0,2309.0373,0.0,0.0,31.9614,381.338,0.0
IDN_C23,0.3429,0.2087,17.5604,1.9485,0.298,18.4546,6.8879,18.0834,21.2803,109.4691,34.5144,3.9995,15.7393,1043.812,7.4733,100.5578,1386.0403,334.7268,182.7631,59.7343,273.001,204.7454,0.0511,6.4084,13630.8964,124.4293,130.4081,27.9685,61.2061,23.6844,0.0003,6.2193,14.4943,0.0424,0.3022,0.6395,213.7275,23.7856,78.8199,13.8157,63.4447,25.2135,0.287,75.9378,0.0,711.6602,0.0,0.0,767.0209,608.817,0.0
IDN_C24,0.1,0.2432,0.3206,15.3621,0.0,0.2098,11.0242,0.7438,2.8726,5.1568,0.565,0.0046,0.7618,6.3298,145.169,1234.9579,95.3761,363.6729,629.2963,189.2789,517.1507,1025.9218,0.0168,7.8219,2994.0924,58.2324,0.0109,0.0,0.0,0.0002,0.546,0.0,0.5612,0.4712,0.0,3.374,0.0071,0.0,0.0036,0.3724,0.0165,0.0472,0.057,9.8488,0.0,0.0394,0.0,0.0,0.0,194.7975,0.0
IDN_C25,34.0652,0.928,2.8696,150.903,1.699,11.6353,10.9497,12.8862,4.2434,7.2594,15.1505,0.0712,27.7364,10.0828,5.0267,231.4705,108.5156,164.4793,300.827,72.3121,246.4257,203.7351,18.3937,306.6125,3393.6071,843.2932,129.9053,43.3643,101.9199,40.1447,11.258,17.4344,7.2109,2.9909,0.0489,92.8585,24.5096,2.4974,174.6046,123.0934,19.4402,10.4337,1.2482,99.4998,0.0,971.585,0.0255,0.0,1825.4925,245.5954,0.0
IDN_C26,0.0048,0.0,64.3268,15.8378,14.5579,2.3164,2.6822,0.5625,2.6504,0.2684,8.9442,1.0012,2.6058,30.7951,7.9825,99.7118,1897.313,175.9396,110.7932,51.6181,115.21,90.1637,92.8327,3.8976,557.5141,378.2369,42.0533,16.1555,24.1317,44.9336,0.4716,0.3836,35.6426,22.7492,13.9979,1.5462,0.2692,8.0291,673.3474,107.8172,204.2814,44.257,1.2839,1204.4397,0.0,3185.6179,0.03,0.0,3484.1394,329.2991,0.0
IDN_C27,3.8417,26.3738,413.2483,103.2814,44.1254,34.5443,51.6724,10.2627,116.358,12.3982,107.5812,8.2154,25.613,42.6268,32.8258,115.7781,1147.6801,2694.3297,967.4109,544.0957,1372.5586,84.7878,155.334,44.517,4091.5273,1132.3659,621.7665,114.0396,175.3242,163.9685,23.243,24.1269,115.8353,46.0386,76.6848,1.7705,53.348,2.7622,246.7071,431.172,157.2023,36.9555,7.4852,1190.7962,0.0,3475.3869,0.1915,0.0,1984.6992,776.8867,0.0
IDN_C28,67.1387,4.8148,217.546,256.0122,75.4421,50.9095,72.3547,36.3212,137.7095,24.9846,37.8113,4.5067,35.291,22.2969,19.7102,141.3431,42.2978,68.2749,1462.5243,42.2155,293.1777,177.9664,2.3192,68.462,1160.714,174.7977,24.3202,16.326,55.2397,31.4809,5.1907,2.0098,49.0365,0.7325,0.2862,1.5152,0.0539,12.4714,543.8356,3.8154,17.1486,4.6482,1.4928,52.8604,0.0,307.6872,0.0147,0.0,9758.2588,329.447,0.0
IDN_C29,91.2074,14.6925,146.2237,105.1941,27.8453,32.0627,15.577,20.0155,49.9544,5.5854,29.6721,10.605,10.4672,48.5395,10.1057,35.3101,1.9383,5.94,58.9803,1983.1569,75.3515,21.8053,15.1467,12.2394,755.6659,1533.4759,928.3848,22.5444,94.2186,52.2507,14.2384,63.7522,5.0804,2.5756,1.1338,205.5237,312.3374,8.0941,607.5988,98.973,22.7178,17.1106,18.1686,90.6233,0.0,8444.0616,0.0,0.0,5818.1389,537.5569,0.0
IDN_C30,9.7433,3.6214,76.2779,21.9392,1.4268,16.2574,9.7049,12.1009,24.0628,3.8336,16.4158,4.7205,9.3674,25.2949,5.252,10.3797,1.2581,3.2445,31.0295,1.3466,1593.001,16.3926,8.9277,7.6895,27.8655,313.6326,144.8965,43.0508,355.8234,34.3032,16.6353,41.7414,2.2291,1.4599,0.5725,24.5116,64.3525,0.9816,134.8462,0.0396,7.689,2.2075,0.9168,3.6213,0.0,5659.1959,0.0,0.0,3275.6167,12.3502,0.0
IDN_C31T33,18.3165,30.3195,21.7497,25.2201,2.2866,10.0689,5.5452,27.826,18.1914,1.0667,20.1316,10.556,7.9405,4.358,1.6573,12.5757,37.9094,96.4034,2.9106,9.2925,35.1795,538.9293,10.1537,6.9326,67.7445,187.854,125.438,140.3612,393.5186,115.056,5.793,1.824,28.57,2.0898,19.0464,108.4346,84.2561,4.6428,543.746,163.7658,218.9647,301.8752,68.9484,16.4547,0.0,6196.653,50.9881,0.0,4394.9403,134.3033,0.0
IDN_D,31.8562,61.7722,356.1202,108.533,94.1518,411.2346,551.9882,167.6701,266.1633,202.5907,937.289,53.9802,372.788,1293.7151,343.4616,479.4248,117.4331,431.823,289.7658,34.4478,153.1767,413.5025,20395.7683,257.0043,1423.3039,3436.6004,596.3525,98.0093,489.0609,858.7429,323.4469,330.4763,816.1218,584.2651,1372.7243,514.9925,938.5838,13.3524,773.4526,1069.0928,611.5281,543.1938,133.5223,453.7872,0.0,8063.2979,241.9659,0.0,0.0,0.0,0.0
IDN_E,2.9391,0.6223,19.2036,11.0118,3.6871,34.6116,8.0482,2.3022,16.406,4.3046,34.5598,9.6841,9.725,14.9536,28.2144,15.0383,7.8607,17.6769,25.7221,1.4541,23.5377,20.0428,2.8233,255.4396,15.0386,170.5413,24.4191,12.5713,14.0339,42.2783,0.9505,9.1543,5.7229,2.3817,0.2512,12.7435,11.1254,0.3541,151.8351,35.6893,23.5758,71.8767,19.707,3.2141,0.0,2736.4205,219.614,231.0382,0.0,0.0001,0.0
IDN_F,655.1193,9.4523,486.7846,142.3783,57.5478,30.245,85.1868,9.9656,26.8601,63.9767,8.328,2.1506,3.6267,59.7478,26.9881,12.7966,27.457,0.0011,0.2838,3.4216,19.3903,37.2041,5.6035,197.3344,2414.4181,2694.5403,80.116,19.1423,73.4751,352.1272,15.6805,10.0249,44.1264,30.0943,32.7149,459.2867,9240.5307,15.3874,603.7914,2139.7111,612.9738,77.5083,8.3928,2.4849,0.0,1202.6442,0.0,0.0,203933.9723,0.0034,0.0
IDN_G,3279.8052,595.1687,707.0628,532.3559,169.0623,19872.0576,6769.9191,1948.3264,1483.2541,1454.8618,4118.7236,174.1272,1891.971,1513.5109,696.2023,1218.8742,2836.0255,2415.8888,2632.7258,3253.5854,2460.69,2768.1638,1770.9027,386.7463,20133.3072,14512.7809,6631.6587,844.6221,2339.4826,364.2843,339.4992,9932.7413,769.1425,131.3514,381.1363,1012.2608,1519.6388,90.8964,5311.8571,1412.4836,1395.8608,1772.411,176.7419,1465.9255,0.0,59869.4409,1027.5219,991.2358,21362.273,3730.9081,0.0
IDN_H49,281.4182,50.9938,905.5429,447.0983,104.2861,1567.2738,414.698,305.7792,548.1219,384.3008,595.4185,42.8072,220.7036,547.6551,367.6369,320.4599,220.3594,124.1183,150.3389,67.8348,165.9591,472.4658,438.0373,172.4756,6139.3922,7601.8179,302.9405,86.7632,238.4473,96.1961,267.4244,474.3245,120.571,40.6671,20.4104,198.4202,171.9809,27.8772,912.9556,1447.6379,433.7357,274.0927,54.0429,95.8959,0.0,16795.5393,168.9108,36.74,1349.2098,453.8675,0.0
IDN_H50,46.0013,7.6889,662.8324,86.879,14.8129,261.3465,107.9213,132.7502,55.4926,153.3073,91.5964,2.6119,35.3128,226.495,78.9373,46.9115,23.3529,20.4536,34.3057,13.4875,39.9836,49.7401,83.5272,16.0284,340.4631,1089.6719,49.0473,15.2904,39.7504,184.4438,93.5523,88.7431,33.2475,10.7339,3.2599,12.3881,13.068,14.1187,348.3433,33.6657,15.6896,15.8221,1.9397,13.9798,0.0,2263.6612,6.0953,7.3935,282.3084,113.7465,0.0
IDN_H51,73.1687,10.8492,248.7854,69.3157,32.5374,373.5843,154.388,61.5485,86.3805,100.9875,259.1693,23.4144,80.5842,176.0306,106.7719,132.5219,68.6879,59.2309,78.8741,23.0394,72.5272,150.6871,90.6005,19.2192,774.2954,2589.1036,188.4712,41.6944,240.0808,166.5753,88.5777,92.9863,82.3513,15.4707,13.8606,275.01,322.9536,16.0778,519.2475,1913.1234,188.3503,63.451,11.9131,22.6276,0.0,22743.6767,7.5851,7.7462,325.097,389.5133,0.0
IDN_H52,58.5917,9.3413,1025.4827,25.5644,14.4137,189.4118,52.9951,35.5076,33.5104,52.7102,107.7069,14.0277,26.6839,283.4838,50.0044,33.8958,69.1111,155.2931,52.3214,9.8871,32.0364,281.52,53.0257,61.2682,1515.1892,1954.4397,1512.35,912.8095,1871.911,719.3916,11.8606,59.4311,18.4361,3.5428,2.0217,8.3936,14.713,4.2529,66.9823,17.0276,17.5381,7.3485,2.088,9.6774,0.0,1439.8134,3.777,4.5527,196.6138,50.6112,0.0
IDN_H53,0.2387,0.081,0.0919,0.0932,0.0635,0.5873,32.3253,0.0989,42.2257,0.0503,24.8876,0.0333,12.4327,19.5729,0.0154,0.2229,0.0704,0.0864,0.0988,0.0275,0.2676,6.9699,0.0608,0.3782,37.6603,983.9077,2.7093,0.321,34.5903,24.0242,0.9431,3.784,33.9159,0.2601,0.8844,12.1635,0.3153,0.2775,78.4365,60.3853,16.464,3.2674,0.0589,1.8873,0.0,1838.846,0.0426,0.0,0.0,1.9313,0.0
IDN_I,9.6707,11.776,34.2051,19.3667,23.1071,199.2595,51.8596,34.6323,51.023,20.4518,78.48,23.2003,62.4938,87.275,12.2063,23.2334,116.4974,56.1689,48.0724,19.9542,74.3113,147.7944,28.388,12.0641,998.9008,2958.3035,396.129,86.4238,765.1862,70.0724,17.7188,33.9532,124.5443,15.063,6.7619,348.9797,247.5591,28.8609,865.4852,2270.6958,1038.0582,297.0916,41.4672,9.8219,0.0,53835.255,901.9264,0.0,0.0,0.0,0.0
IDN_J58T60,0.8065,0.0225,0.7191,0.3537,0.0078,997.4453,41.5123,7.7175,37.1922,18.4336,258.171,27.3867,121.1964,45.7745,0.4717,1.9394,32.7438,48.6695,25.7561,54.3926,118.1706,81.1816,45.1263,0.0698,64.8825,903.7394,141.1299,39.9236,308.7391,116.7425,2.8246,11.7233,1625.215,93.7423,313.6005,405.2837,1559.5971,224.6455,2547.2001,195.7889,183.8642,45.6025,79.5761,8.7817,0.0,3192.7957,0.6217,356.1844,747.555,0.2993,0.0
IDN_J61,50.2552,3.2004,87.0264,16.3285,33.7525,206.7861,55.2175,69.5282,82.6298,18.7419,162.6819,20.5664,80.7579,122.9639,13.5635,31.6701,59.0074,84.5663,207.4908,18.3478,22.9654,161.2848,57.3602,27.8783,812.37,4943.0828,435.2734,367.1185,804.5082,373.9302,170.3141,80.0533,295.5421,1315.9956,965.5496,596.0499,911.4307,58.6282,950.0528,129.021,163.4917,64.351,28.4648,93.0508,0.0,17159.7685,154.404,0.0,0.0,1.1555,0.0
IDN_J62_63,3.4487,0.8577,56.6709,26.1353,4.7713,14.5695,7.3205,14.7593,0.8273,2.6391,13.972,8.9214,4.5544,15.9357,1.2738,9.1093,0.0328,0.3926,2.2108,10.7998,1.9137,8.1831,10.8615,5.3706,65.2799,1135.0232,92.6162,31.4971,81.0736,58.1909,19.4544,8.1767,234.2574,209.2877,782.4203,547.443,650.0912,108.4078,1160.1472,106.8537,110.1355,51.0167,33.1004,43.6943,0.0,1563.1465,0.7436,0.0,759.6223,0.7704,0.0
IDN_K,1251.6331,229.9244,792.8744,238.7542,63.8201,1224.1718,328.0464,113.9505,207.4193,349.9537,518.7681,22.8687,217.1515,252.2479,78.0436,160.413,219.3122,247.5066,273.5718,147.6532,264.2038,355.4494,965.2173,48.3276,1354.9334,14232.1213,517.4435,130.2655,421.0945,212.9368,83.0949,499.3203,231.6619,184.7466,111.6373,4419.3595,2550.3957,37.5781,2263.4662,301.8956,131.352,369.9468,54.7095,193.2034,0.0,18953.1652,422.2009,1306.3683,18.7478,3.3349,0.0
IDN_L,0.9563,1.4205,337.7784,193.2599,39.1961,151.0117,45.2662,22.0197,83.2505,40.7716,139.5038,19.8538,58.7205,140.951,18.4173,58.5581,14.7875,11.5195,14.3688,8.5439,51.1898,148.8557,0.0736,43.2382,1655.4994,9314.4561,325.1076,56.4112,279.2555,73.2785,50.227,289.0296,145.6927,154.978,144.5564,752.8429,430.976,69.7317,992.6309,247.2001,616.0614,237.6308,61.7442,512.5392,0.0,35770.2698,846.6872,0.0,0.0,0.0,0.0
IDN_M,7.4008,1.622,40.3214,40.9478,6.1216,151.4091,16.832,14.0092,12.5075,9.0911,15.6422,4.0942,4.2178,84.8881,1.9173,3.1156,54.6537,0.4529,0.0343,13.8564,2.2622,8.6802,0.1949,9.271,61.981,751.7515,82.3284,43.9836,155.3511,49.4497,12.6412,6.7246,164.717,81.7776,120.0699,380.094,740.9391,41.0016,452.679,186.3776,21.6056,50.7482,14.2597,1.8997,0.0,277.9404,0.7768,203.7451,2467.703,1.6445,0.0
IDN_N,175.2557,15.7472,1120.7327,412.9615,109.9888,283.6253,79.7428,133.7116,97.3603,357.1984,201.2252,85.8388,64.6925,90.6255,36.0045,75.1052,279.1636,270.89,481.9967,78.378,288.351,198.1662,585.4546,157.9948,4628.4149,6008.0269,1018.7251,295.1035,884.2154,375.056,57.3532,133.2835,914.4812,681.937,439.995,1905.0445,2677.7121,88.1794,2297.1228,1468.0846,1193.3018,950.4159,133.9313,483.6486,0.0,1537.6396,321.9969,275.2847,2323.166,1.359,0.0
IDN_O,31.5218,0.4642,90.5423,9.5201,2.6788,50.6999,15.6716,8.3295,21.9778,7.1541,63.7978,2.1946,41.6563,12.4265,3.9444,7.0761,20.1601,35.0199,8.8338,6.7713,16.6204,18.5168,26.5873,64.6105,62.4294,233.9795,241.8551,27.8003,124.2393,44.6306,12.1581,74.3895,113.0703,182.2652,110.4158,106.0503,753.851,43.4663,291.1355,76.4737,46.2981,22.0997,1.3013,0.9352,0.0,99.825,0.0,53282.1716,225.7231,0.0026,0.0
IDN_P,0.0,0.0,15.5599,0.8596,2.4505,3.6703,1.755,7.0811,4.445,3.1696,23.4667,3.2094,1.223,10.0617,1.999,0.8041,8.1669,27.7632,17.0,1.8632,1.4225,3.3014,2.9841,6.9373,27.6568,146.9783,103.4067,16.623,100.6116,18.8375,4.5872,3.1951,4.3768,5.0951,0.3511,231.6093,0.0009,3.2199,361.624,48.8314,163.0334,43.6317,0.4128,0.5259,0.0,17654.6709,797.4824,25430.0249,0.0,0.0022,0.0
IDN_Q,1.2172,0.3322,26.6223,7.1545,1.9225,3.1011,8.7833,0.0082,13.295,1.71,54.6936,19.0331,2.8655,9.8319,0.4004,0.7724,2.619,0.0002,0.0321,0.6032,0.7536,0.9703,0.0157,1.0954,0.0169,280.7888,81.434,31.8562,84.9153,72.865,2.4104,3.6472,4.6746,12.9713,14.4379,93.9206,107.7375,0.3562,141.8087,0.8655,64.1798,44.8832,2.08,0.3501,0.0,11029.7833,559.1171,8328.6147,0.0,0.001,0.0
IDN_R,0.0,0.0,0.1661,0.0,0.0,105.5204,0.2712,0.0064,14.1996,0.2116,0.0024,7.359,3.2152,0.3509,0.0001,0.0042,5.9322,6.2882,0.0009,4.8791,6.323,0.0036,0.0357,2.62,0.0299,80.1482,7.8606,0.167,4.3871,4.2674,0.0001,0.985,661.7016,0.0343,12.0089,6.4739,136.7742,23.4229,17.2336,18.8513,16.0727,1.8334,6.3349,2.036,0.0,4152.9658,163.0376,0.0,69.9213,0.1842,0.0
IDN_S,34.047,0.4216,57.8911,9.2943,0.5815,1.5027,0.6871,0.1733,6.2765,32.2578,11.5211,31.5242,17.9777,2.3944,2.1972,1.3918,89.1278,0.0505,0.1191,5.7882,0.4534,1.9217,0.0111,5.878,71.4094,20.3884,19.6969,6.2088,17.3115,31.5268,4.1489,0.4565,3.9677,0.0394,0.1535,22.2083,0.683,0.7307,40.8834,160.027,86.9296,26.5977,0.4167,6.5928,0.0,2616.9494,3859.7773,0.0,11325.9476,0.0003,0.0
IDN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4937.258,0.0,0.0,0.0,0.0,0.0
