V1,ITA_A01_02,ITA_A03,ITA_B05_06,ITA_B07_08,ITA_B09,ITA_C10T12,ITA_C13T15,ITA_C16,ITA_C17_18,ITA_C19,ITA_C20,ITA_C21,ITA_C22,ITA_C23,ITA_C24,ITA_C25,ITA_C26,ITA_C27,ITA_C28,ITA_C29,ITA_C30,ITA_C31T33,ITA_D,ITA_E,ITA_F,ITA_G,ITA_H49,ITA_H50,ITA_H51,ITA_H52,ITA_H53,ITA_I,ITA_J58T60,ITA_J61,ITA_J62_63,ITA_K,ITA_L,ITA_M,ITA_N,ITA_O,ITA_P,ITA_Q,ITA_R,ITA_S,ITA_T,ITA_HFCE,ITA_NPISH,ITA_GGFC,ITA_GFCF,ITA_INVNT,ITA_DPABR
ITA_C20,1144.6902,7.6539,84.4758,25.908,6.3709,1415.941,1126.4773,313.9059,984.2907,1577.4704,7281.9913,1259.1336,4954.0469,601.1273,600.8906,830.2567,525.3781,577.1582,707.7543,668.8659,289.615,948.6285,208.5331,262.9714,764.2219,866.2943,152.3838,17.0837,8.8772,95.8084,7.5349,103.1842,51.9587,34.9458,118.5768,54.4956,258.8138,596.6103,273.7521,45.5128,52.685,1125.4162,109.9865,507.4699,0.0,6620.9707,1.6259,346.3645,1127.7769,369.3302,0.0
ITA_C21,148.3804,0.8148,13.0639,3.082,0.6019,421.9926,246.7133,17.5902,54.0138,88.779,736.3983,1577.3916,307.5223,56.9612,181.6501,57.1917,40.7098,36.6123,75.5186,120.7649,36.5403,79.1116,25.1544,33.5975,78.7655,157.751,21.0578,6.4254,4.3295,14.2822,1.5934,70.6626,11.8444,12.3023,28.949,17.5109,21.6615,192.9272,42.8732,21.9122,12.5676,3798.6585,15.6127,31.0669,0.0,6757.0806,2.1284,2915.0866,1325.9762,169.542,0.0
ITA_C22,246.3743,10.9647,5.3661,2.7061,3.4877,1520.5725,1049.1871,205.8561,617.3135,110.1036,691.4707,905.4397,5053.7691,598.9929,542.0251,1875.1526,267.7809,1049.1718,2722.5022,2337.1362,295.653,841.8179,228.2645,203.8317,2581.8931,1148.1538,831.5258,32.9508,16.7221,248.7456,8.8791,255.8274,69.0865,177.6864,197.0375,275.5766,254.1132,1232.0734,1246.0307,70.8637,50.9428,577.4663,251.1757,227.4591,0.0,5784.6157,0.8659,133.1831,1167.2942,358.8856,0.0
ITA_C23,307.8993,4.5501,4.2368,8.5228,3.4514,1280.3141,131.2712,146.3649,58.5944,75.1975,569.9646,124.3795,307.5028,4752.5027,599.1601,578.5277,261.6444,502.8808,445.6191,998.6069,297.9758,353.3757,356.2957,261.2835,6283.7153,956.1048,110.9682,35.5269,6.4612,99.3235,2.0878,250.2154,21.983,15.8536,81.3022,32.5302,652.3096,364.7374,277.5042,36.9514,49.164,154.4255,114.8959,106.9637,0.0,2866.8086,0.3647,57.4151,1193.062,244.6661,0.0
ITA_C24,28.2432,5.1564,46.5578,2.2634,5.6113,325.5802,97.4077,52.252,80.5552,37.5465,1131.3181,210.115,477.8223,908.5347,16229.0589,9579.2248,464.4324,2540.148,4847.0124,2373.1855,640.089,1511.7236,45.012,306.7729,1729.3379,537.2121,299.8603,1.0646,0.4669,188.9214,0.161,9.5813,0.4815,1.5915,115.0714,10.7129,408.7329,678.8993,190.6181,0.067,1.2121,1026.9963,28.6434,66.1245,0.0,0.0,0.0,0.0,13.3405,420.1129,0.0
ITA_C25,301.5261,15.3858,10.4636,3.5381,10.8114,596.8966,378.5495,163.6081,403.1588,69.2962,511.518,114.4471,980.3427,640.7236,1498.4846,17490.4507,1071.668,2266.4464,20016.7153,7401.0573,860.6536,1811.2876,678.9668,690.8103,5732.0424,1255.6797,664.6928,280.7301,15.5321,385.6175,14.3708,199.2779,43.4389,286.7424,358.1208,122.7777,706.4698,1033.5211,857.8276,103.1486,37.9728,325.349,361.3805,178.3685,0.0,5529.4668,1.3992,202.3802,8593.4815,715.8728,0.0
ITA_C26,39.4486,4.587,5.9696,1.5267,1.07,77.3349,61.7823,7.7659,31.4306,23.0733,43.2088,81.1151,62.0989,41.3964,50.5678,194.3627,842.5877,346.7428,433.1799,504.379,322.2042,274.2311,145.8677,52.2546,424.3003,323.6962,83.1036,7.6943,24.523,82.4618,9.0395,62.4431,86.0173,162.3489,756.6145,133.0551,92.2124,457.2594,159.6967,149.0992,36.5425,377.746,132.5512,64.2679,0.0,4318.0512,1.7292,303.7838,5660.0162,119.6448,0.0
ITA_C27,101.6044,10.8329,7.7048,3.7213,2.5024,178.2196,131.9186,18.028,84.843,39.3194,123.8785,52.8348,181.9882,139.0905,222.8268,808.5884,821.3949,3859.0689,1582.2612,1232.577,605.472,356.6621,353.0559,150.9339,1104.5534,702.2648,175.7915,33.9531,44.6569,217.4565,14.3851,164.6784,70.9612,261.8192,236.9034,64.1874,197.908,565.5861,395.7314,185.2555,42.7204,237.011,182.4936,109.0236,0.0,4546.8417,1.259,198.9774,4142.1861,230.756,0.0
ITA_C28,248.56,7.0196,28.1585,16.0497,16.0554,744.3137,431.0645,48.2194,493.0072,133.3407,327.337,438.6354,738.882,277.2917,1052.8033,2220.3122,516.9186,1105.7758,14963.066,3101.9674,1730.9479,1145.0814,364.171,529.3831,2343.4689,1745.485,542.2699,130.7199,96.0637,461.1154,56.5899,341.8986,166.5382,229.2922,410.1287,221.3075,420.4689,1187.4078,1196.405,238.5795,62.1283,635.8984,196.3573,210.894,0.0,3562.6368,3.3419,612.157,27275.4881,807.8603,0.0
ITA_C29,84.1086,3.7162,4.7364,2.2681,2.1978,135.2493,99.6212,33.1978,64.6974,100.011,395.9826,72.6165,339.8725,402.0097,174.3508,993.0314,215.7639,428.3007,2919.3363,4877.3043,325.7098,869.9093,66.1988,678.2169,1183.7477,2914.5803,336.4347,19.3302,10.6326,179.2827,7.6365,81.7162,32.93,59.9013,89.0685,55.5455,79.798,299.8452,223.4958,121.0392,29.0089,93.6972,95.0579,60.9867,0.0,17151.2318,3.4894,652.173,9557.4827,384.5136,0.0
ITA_C30,0.0,63.4337,2.1241,0.7876,0.0769,7.7018,8.2644,8.0018,4.8483,0.429,0.1087,1.1978,2.6781,4.7879,4.229,123.8704,2.6787,2.4216,13.8895,605.8294,4324.0593,727.1238,25.9186,51.3775,11.7639,660.5106,174.1388,91.2861,739.5802,117.435,2.1158,41.1042,11.5811,1.4077,156.7387,2.0041,3.5778,187.9063,270.6494,167.7409,41.2327,29.9756,89.9991,5.9339,0.0,5224.0783,0.0,0.0,6886.3355,108.6516,0.0
ITA_C31T33,536.995,16.1323,17.3103,9.9674,8.5902,402.4769,606.8769,300.2787,313.1363,151.8076,287.0996,403.406,317.9355,145.8908,245.9213,847.7692,214.0319,354.4746,1621.2004,898.1762,211.1894,4208.7862,204.9446,462.4174,1670.3446,1710.1267,396.1613,78.5117,60.2409,440.6381,105.5097,307.7737,242.9331,122.0672,289.5433,125.5269,604.5829,1048.0823,820.6674,655.0788,161.8003,3975.0906,453.6998,274.731,0.0,15026.5053,2.9742,237.6671,14511.5513,181.208,0.0
ITA_D,1363.2531,102.5208,93.9681,60.9208,13.8149,2068.7502,768.626,338.5977,910.5285,482.7892,1633.3131,276.3464,1287.368,1554.354,2955.6095,1007.8573,406.6446,238.4457,1777.9428,538.7198,33.6232,1225.2586,33742.8129,1559.5878,913.1875,4981.4399,2475.1457,26.2311,96.4944,695.5415,406.765,2946.5375,179.2177,524.0948,142.9157,527.3686,252.1697,2062.7619,1160.54,3011.919,1084.1183,2684.5391,512.6813,2819.7154,0.0,18639.3942,0.1439,301.2906,1441.2001,0.6743,0.0
ITA_E,474.5773,1.2686,193.2231,121.759,2.2884,1308.5498,837.4427,129.3553,530.871,245.5788,605.3706,269.493,380.4646,296.9599,4697.8456,839.7577,136.4279,249.552,809.7433,558.9776,188.2268,425.4242,830.5365,5932.9547,2178.5352,2040.4767,427.8488,119.6947,137.7589,514.1663,64.5896,1717.7229,271.4646,355.8654,175.3778,140.5914,216.7222,485.7624,621.5338,6487.2057,248.8171,851.7834,272.2232,217.1443,0.0,11012.2811,45.2417,1697.5386,667.0351,3.9191,0.0
ITA_F,744.6262,4.7699,75.7357,17.5443,14.2344,933.4228,631.7854,94.6301,277.9546,185.8841,359.6668,239.1462,280.9419,281.4524,423.7601,741.6856,231.0325,297.7125,1079.5255,1003.1647,440.7531,570.8819,503.7865,628.3213,45533.8385,3435.1651,1237.4205,97.9564,87.733,1042.2797,59.975,939.3842,252.5403,312.3938,712.8824,601.595,5253.4787,2597.8689,1459.9754,2426.1822,404.9272,2059.3379,402.3275,237.123,0.0,10915.1952,1.9029,486.6058,128696.6437,24.1059,0.0
ITA_G,4589.0335,133.7367,298.6248,159.1493,24.1904,24842.5564,11306.4767,1313.6745,2817.2955,4021.3726,5589.7237,2549.2968,3803.9894,2111.167,2818.7782,4713.1721,1689.7257,2534.7694,8283.2517,4579.6762,1796.8788,5729.3678,3374.5476,1574.0232,7031.1421,22082.3925,4720.4518,1401.449,1157.2606,3430.2768,174.2627,8827.4591,1466.9808,1827.8844,2154.0862,4490.6741,1722.5098,5376.6281,6772.6057,1572.9908,602.1749,6297.8233,1825.5555,1140.3556,0.0,121067.507,27.0466,3651.8415,16837.1536,2082.9102,0.0
ITA_H49,1067.9029,26.8095,159.9588,83.8094,10.7516,6082.0064,1469.3379,449.9661,934.6731,1659.9463,1212.1736,351.5222,979.2722,1059.2639,1139.7951,1260.3211,343.7841,736.34,2054.3022,1117.3062,386.4781,1189.4951,2882.1746,816.4302,2025.7196,11640.2139,7481.5595,392.5354,190.5257,7120.0914,1168.9136,1548.6599,245.6105,132.7265,262.094,385.2078,219.1692,1145.3019,1362.0985,570.9044,203.1442,1342.8356,287.1974,258.8752,0.0,22409.0932,4.7368,1080.4177,2911.6494,946.5112,0.0
ITA_H50,66.4612,2.1853,13.8789,6.8788,0.8311,357.634,145.5991,33.8589,78.7612,293.3247,126.3459,40.2382,86.4518,69.7049,184.0155,130.1894,36.7711,72.3926,198.1655,123.7184,42.1963,103.2492,133.1618,114.4651,220.1532,935.1486,438.5237,37.0034,25.6839,440.4228,30.3483,170.0871,33.0224,38.1462,101.5142,71.1751,44.8374,138.7062,125.1542,98.9527,20.1809,139.208,38.4542,32.4411,0.0,2369.8656,0.5978,242.0773,468.6935,1017.0221,0.0
ITA_H51,23.7829,0.3122,13.5087,4.2588,0.7811,167.0387,93.589,18.7993,55.5507,128.3896,52.3471,19.1397,45.0121,49.2668,72.6942,63.7079,17.4499,41.6076,112.6272,63.2059,19.9364,54.8106,61.4946,62.9323,207.5719,1016.3445,586.6313,63.2012,49.2192,584.7579,35.9779,93.0449,44.7538,42.0401,48.657,16.3921,27.4067,101.6286,144.2255,22.3715,11.1251,90.9875,28.6911,19.3473,0.0,763.8105,0.2472,371.1702,146.6682,1134.1798,0.0
ITA_H52,181.1654,4.3126,198.2299,47.5348,5.6269,2282.3254,871.9004,288.379,790.4586,429.8317,404.7075,111.045,507.9867,782.8121,823.8723,563.9916,128.5965,478.4362,1322.9261,696.5699,123.2764,557.1276,663.0494,758.0982,2361.3142,15962.7431,9914.3599,458.7209,255.0858,10157.8384,671.7116,477.4437,224.5337,131.7129,231.8344,207.2453,118.0325,772.1156,1333.7006,321.1075,92.6389,571.8948,123.8424,177.275,0.0,11061.7351,3.9225,6045.0169,1546.6416,283.4109,0.0
ITA_H53,15.076,0.3052,16.0269,3.676,0.5196,85.8618,50.7824,9.3967,52.7882,62.0761,17.0177,21.1588,22.0762,23.1301,52.2699,28.4758,8.3489,15.0002,56.8217,45.6884,16.4085,56.7407,182.3867,616.1526,180.1222,281.0387,241.7275,8.1323,7.3814,321.214,290.256,129.3249,38.2715,36.9408,46.6068,280.9628,108.8492,175.3801,300.416,1176.9872,304.8546,203.7499,140.7237,65.2772,0.0,859.6602,0.0741,20.5892,62.1963,15.7701,0.0
ITA_I,174.7759,2.6097,144.2386,23.1317,2.8391,490.4091,685.1211,476.5399,355.7015,285.673,140.4538,263.503,296.1021,203.5578,771.2092,487.2081,177.5925,367.1089,1174.6047,477.521,186.6282,904.794,895.1464,328.5803,1971.1979,2044.0652,2013.9212,101.8942,136.3676,644.3596,100.6042,878.0063,238.9439,222.8445,825.2786,237.9376,816.9548,1206.6086,3801.667,859.1568,1215.6117,1004.4076,140.3335,480.7018,0.0,93211.9332,1753.6303,158.7737,0.0,0.0,0.0
ITA_J58T60,13.3934,0.2649,367.8664,54.4309,0.7535,244.7068,132.7578,10.7328,183.2945,22.5175,48.1989,58.9301,38.9954,22.9701,43.0079,56.5881,16.4723,36.3576,99.2475,64.9907,21.8752,111.3774,44.5684,61.1539,144.195,1824.1881,95.5596,35.3869,54.6682,73.7799,19.1187,217.5981,2221.6599,1818.5161,344.936,134.9641,68.725,2613.5187,358.3127,112.7619,70.9871,66.52,549.6755,83.144,0.0,8566.1573,5.3705,1967.1284,2018.2851,14.2434,0.0
ITA_J61,39.4146,12.1975,25.9617,5.1953,2.2511,769.8267,365.9803,88.8944,290.7212,140.0108,238.963,94.18,407.1169,434.4366,458.3652,537.4479,187.0306,138.76,374.1732,295.5406,105.8738,205.6065,248.2474,493.8805,325.0852,1894.3498,201.884,28.0504,123.5183,360.2471,16.2159,1066.0149,348.7766,7844.4642,362.7712,467.7317,156.8269,517.7762,329.3789,717.8921,124.0456,578.664,388.2855,320.6545,0.0,15566.3675,0.5282,89.3103,1353.7855,29.3806,0.0
ITA_J62_63,72.4271,4.622,224.6422,34.0368,2.5613,658.1623,512.2237,78.7347,284.6665,276.1095,305.9684,133.2315,288.9477,166.2311,148.0885,579.6415,237.076,287.6712,986.7836,809.466,292.636,523.0144,809.8787,498.9757,1664.66,5276.0583,843.7945,31.7078,38.3696,1054.1055,80.6371,1091.8792,470.5489,590.1415,7846.5324,4433.5048,517.8734,5068.5912,1486.3236,1150.2402,328.406,866.0483,526.3291,535.3763,0.0,2749.7653,17.1968,1435.5956,23422.0241,41.8043,0.0
ITA_K,884.1437,33.3706,101.5407,25.0597,13.148,2800.3386,1843.6719,287.4247,632.3863,267.971,684.2238,351.5185,777.6671,568.0521,778.0272,1521.371,365.6653,730.9371,2378.6453,709.0004,830.5006,1294.6451,1332.0859,829.2317,4698.4637,19332.0487,2395.0262,600.4801,216.5072,1641.471,52.4659,2240.5687,578.2028,944.3185,1106.9522,33120.0781,11257.8782,2931.8403,4157.619,3829.6688,435.5263,1321.1418,1026.502,1297.1831,0.0,37664.491,0.644,211.5607,1202.0373,50.7916,0.0
ITA_L,61.4373,5.6043,55.1832,80.7239,2.5717,973.9982,1453.5175,223.0265,471.9561,30.1987,313.1953,154.4921,24.2763,334.1255,263.1247,1290.9626,201.884,368.0514,1255.9154,758.0359,172.0489,1029.8586,741.89,516.0606,1823.5673,18327.1929,1462.1493,26.219,129.0023,1626.2623,215.488,6366.7567,718.8842,1774.2224,1862.4873,3987.8928,3181.1388,3289.4786,2178.4557,1706.0387,953.899,2616.4265,1496.1473,1231.7906,0.0,215024.8883,0.0422,920.2392,8634.3783,2.2609,0.0
ITA_M,740.4984,8.3574,232.1199,85.1325,32.5382,4825.8187,3541.3845,455.1162,1520.2417,538.9149,1325.9012,1340.0682,1412.6765,877.7929,1610.9889,2729.8165,1017.2926,1415.1482,5470.2589,4373.3188,1530.0841,2384.3399,2479.6003,1572.0196,15507.0868,23033.9347,1995.9974,201.3903,250.8703,3785.6771,63.9043,2943.9401,1817.5087,960.4143,5971.8976,4559.1821,4532.5611,23173.3458,9572.1735,4274.1955,1739.2136,4927.9268,2681.551,1812.6067,0.0,10497.6355,449.4752,5937.5066,24053.0385,65.9313,0.0
ITA_N,463.2917,2.3067,220.1487,86.1338,20.0979,1629.565,3046.4878,264.86,1110.9792,407.523,565.8096,719.1369,836.5125,715.6397,1935.8961,2482.9441,483.6117,899.3565,3371.5753,2638.0333,583.5047,2165.2535,1064.2876,3330.5849,8597.2917,12057.741,2845.3449,1481.5698,1565.5308,2692.4536,181.6006,3291.5049,2746.6543,1398.9803,2403.4736,1654.1062,3048.6736,6484.2927,7765.3385,8965.2386,1289.0453,4141.5442,1832.5723,839.2446,0.0,14929.4157,35.0509,2058.7881,2382.0369,73.9518,0.0
ITA_O,142.65,0.5253,75.9845,45.4127,1.7421,580.8894,596.7267,113.1611,436.5815,367.1094,227.5731,417.1267,191.9867,193.9075,1724.1906,348.6533,65.961,153.1593,347.5178,282.5036,168.7291,288.7409,262.4654,1938.3757,894.0579,2385.7967,620.3507,82.018,73.3185,302.5266,141.2089,767.3354,397.9762,125.9644,683.9392,263.8155,449.7506,784.9444,737.9436,2546.4937,254.2769,664.6115,1109.9887,136.7377,0.0,7387.594,267.1805,145425.7599,901.7101,8.9131,0.0
ITA_P,4.0325,0.0443,19.8462,3.0915,0.3169,73.7337,86.7824,12.2416,47.1545,18.8274,103.4221,130.1687,47.7956,39.5289,37.276,127.2835,66.549,51.4421,172.9858,165.9372,87.3344,103.9274,80.021,89.2631,521.8783,1214.7978,79.8337,49.7245,16.0601,304.9121,6.9396,188.7994,111.1397,40.1955,212.4405,93.038,91.9625,657.6339,764.1047,748.5924,1190.1979,275.1417,109.6275,398.1696,0.0,12370.7652,699.7452,70716.5261,138.9021,0.934,0.0
ITA_Q,57.414,0.1635,35.7222,5.6186,0.3946,39.5389,39.0346,8.0374,20.8542,19.3283,14.2938,87.3226,17.4998,15.2226,62.84,37.3455,8.284,16.379,125.9117,82.6716,27.9349,127.2841,23.2428,161.6206,94.6411,133.4827,92.4695,14.0416,4.6669,43.2092,9.2033,69.4597,20.3295,9.8612,105.4758,63.441,64.524,2328.5515,2213.6598,442.5685,665.7398,16150.7131,691.9081,46.488,0.0,31270.1975,1141.9016,133756.1556,838.0109,3.2859,0.0
ITA_R,31.2333,0.4599,30.9901,15.6282,1.7623,755.1647,981.4724,40.2085,632.9217,197.9184,55.825,505.0609,252.4964,125.6316,107.9335,160.3881,40.2425,203.7024,190.8607,82.5975,65.8233,309.7947,145.557,130.6783,592.9588,1160.6625,205.3966,86.9485,49.9521,125.5538,23.414,1518.713,2332.8188,221.0003,555.4874,85.2097,478.6979,847.5263,1062.7374,219.4664,149.6291,417.1768,8875.3715,523.5025,0.0,18737.585,2493.5158,4165.39,627.8255,26.2289,0.0
ITA_S,280.661,3.126,20.6354,7.594,1.2113,165.1196,292.0635,23.2205,108.2208,97.6364,37.72,110.1483,70.7372,50.3623,208.1352,104.789,36.2667,59.6944,191.6243,187.3234,60.8539,404.1291,186.052,439.3034,498.1281,419.3724,167.646,15.667,9.5231,99.0969,53.5194,287.256,177.82,62.462,276.5175,188.6508,167.7851,1042.4389,1890.7726,806.9975,290.7298,1568.135,514.5859,469.7616,0.0,32189.5348,3496.3698,2075.3076,462.8593,10.2388,0.0
ITA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21326.2599,0.0,0.0,0.0,0.0,0.0
