V1,UKR_A01_02,UKR_A03,UKR_B05_06,UKR_B07_08,UKR_B09,UKR_C10T12,UKR_C13T15,UKR_C16,UKR_C17_18,UKR_C19,UKR_C20,UKR_C21,UKR_C22,UKR_C23,UKR_C24,UKR_C25,UKR_C26,UKR_C27,UKR_C28,UKR_C29,UKR_C30,UKR_C31T33,UKR_D,UKR_E,UKR_F,UKR_G,UKR_H49,UKR_H50,UKR_H51,UKR_H52,UKR_H53,UKR_I,UKR_J58T60,UKR_J61,UKR_J62_63,UKR_K,UKR_L,UKR_M,UKR_N,UKR_O,UKR_P,UKR_Q,UKR_R,UKR_S,UKR_T
UKR_C20,762.1477,0.5384,50.3148,36.8397,11.5383,166.9742,39.7194,55.8636,116.4948,40.7229,290.6419,18.1602,174.7954,60.7916,22.5836,15.9315,1.4511,13.4057,9.8666,4.0404,4.2546,25.7232,4.9045,8.1491,41.876,156.048,5.7792,1.2991,1.6008,4.5464,0.018,5.6648,1.1239,0.0615,0.9611,0.1082,3.9477,13.0528,6.2075,18.1078,2.3086,28.4437,3.2155,7.2752,0.0
UKR_C21,19.0658,0.0134,7.6409,0.0278,0.0045,1.4228,0.0098,0.0095,0.0139,0.0477,0.2205,140.5785,0.0775,0.0535,0.0337,0.0875,0.0141,0.0118,0.0204,0.0214,0.0325,0.1388,0.0277,0.0367,0.0751,4.0641,0.0372,0.026,0.0187,0.0381,0.1307,0.165,1.208,0.157,0.2514,3.9165,0.13,1.9461,0.0781,1.4917,0.1919,285.9792,0.1407,0.0931,0.0
UKR_C22,77.2978,0.0538,20.293,35.9703,13.3635,454.5171,12.1679,39.4206,67.7415,3.3744,51.9479,10.7786,433.0252,34.1042,14.3907,40.2176,4.8414,47.3358,22.284,25.0785,11.7866,42.3301,9.2973,15.9398,300.3919,218.0949,43.3023,2.7102,3.5177,14.1385,2.0726,3.9495,4.0783,1.9747,2.3486,0.6437,11.4621,42.0497,17.9986,0.0,5.964,11.5455,2.1695,2.2756,0.0
UKR_C23,91.6028,0.0634,11.6805,12.5096,5.1846,236.3388,2.8558,10.3345,4.1642,3.8813,11.2059,18.363,61.0763,689.4761,209.6948,17.5859,4.1664,22.3053,17.2825,3.551,6.2867,30.8885,11.9421,3.3743,1318.4791,135.7523,53.574,15.2706,18.2534,45.2522,0.4606,5.6335,0.1849,0.4632,0.2467,0.2312,23.2705,77.4156,13.8886,108.6238,4.8866,11.3986,1.1083,2.8382,0.0
UKR_C24,45.4278,0.0311,107.6302,122.3698,68.8678,92.6517,2.0131,6.331,8.2314,13.3804,11.0554,4.4968,52.0123,140.4751,2965.7667,948.9326,20.2063,299.8929,568.7409,108.3573,213.6821,199.0657,495.3221,215.7311,1199.4507,309.0606,20.5236,10.0138,3.7202,15.6872,0.0785,0.6934,0.1934,0.7094,1.4341,13.2763,20.7382,76.703,5.7267,0.0,1.3221,2.5558,0.7317,3.9755,0.0
UKR_C25,30.5613,0.0211,203.6887,30.4504,13.064,155.4355,2.4717,16.4311,6.8314,2.3977,6.886,4.2187,28.5801,32.3812,117.7013,182.3596,13.6407,20.0324,88.1662,36.1689,19.2567,73.3775,18.0464,6.5189,552.3304,116.4749,21.3403,6.4277,4.1205,22.7666,0.7388,7.5463,0.5391,2.947,0.4419,0.7454,18.4462,51.6675,11.8902,81.3169,4.9962,5.4924,5.9348,3.483,0.0
UKR_C26,7.3484,0.0049,1.6251,0.4485,0.3711,11.4292,0.4242,0.4236,1.098,0.194,0.9483,0.8342,0.8029,1.4587,2.2721,2.002,26.5988,13.2715,4.8362,1.6416,3.4165,7.4328,2.9867,0.5595,25.5315,48.8443,1.5046,0.4389,0.8183,1.7002,0.0671,0.4891,1.4559,11.0519,26.55,0.5332,1.8397,11.2769,3.7308,6.2092,2.092,1.7827,0.4696,6.8418,0.0
UKR_C27,3.6077,0.0025,1.6354,5.8694,2.4232,6.9496,0.7518,1.0032,1.3055,0.4058,1.082,1.1146,0.7679,1.2897,6.3387,3.6851,2.5411,30.8315,6.6007,3.4474,1.7048,15.2683,7.335,0.665,113.7254,28.9563,2.7926,0.5437,0.5221,1.8146,0.1373,1.1185,0.4448,5.4661,3.4637,59.2302,4.9395,18.7464,3.3025,4.6935,2.1844,4.252,1.0252,1.6642,0.0
UKR_C28,107.2233,0.0738,112.9477,43.8719,17.7932,65.9033,1.5252,9.9251,13.2341,2.5206,5.9199,6.7008,3.2689,18.2484,64.4781,17.2604,10.5136,43.6926,106.2962,30.2667,94.0504,61.237,32.4195,2.5239,49.7225,102.796,11.5589,4.6511,4.4038,10.8288,0.1439,1.0375,0.1564,0.3244,1.0365,0.0542,7.027,22.2198,6.7283,9.3605,1.6891,1.8763,0.4071,2.5373,0.0
UKR_C29,54.6059,0.037,0.9229,7.3503,2.4031,6.8353,0.204,1.0237,0.7777,0.113,0.4657,0.1319,0.2896,2.2161,0.4253,0.0974,0.0856,0.3078,2.2018,20.4415,1.0827,1.9151,1.929,1.8608,6.0507,79.7382,23.2113,0.7046,1.7644,4.9349,0.3929,0.3058,0.0491,0.2247,0.3029,0.0392,2.8362,0.6736,4.0832,3.5002,1.7523,1.5497,0.1569,1.6542,0.0
UKR_C30,52.4384,0.0669,2.1782,11.7677,5.1146,13.9041,0.1114,0.3593,0.4789,0.0643,0.915,0.0649,0.2093,2.9571,13.2723,17.5657,0.5821,2.1296,2.139,43.8971,109.143,115.8443,4.1852,1.7135,27.5971,51.9722,85.5906,86.308,113.8471,35.4175,0.0,0.3455,0.2005,0.5623,2.6647,0.0754,3.2683,5.9483,19.0868,0.0,4.8262,0.2663,0.3131,0.2152,0.0
UKR_C31T33,12.0318,0.0083,101.91,29.7938,18.0185,30.9129,0.9691,4.2679,4.4613,4.0483,3.5928,7.3751,2.2682,20.158,61.0857,5.4344,1.8188,5.0022,5.7512,5.3423,7.1918,101.9687,40.4665,2.5633,35.2172,125.6939,57.8943,14.2795,30.2221,41.9663,0.3618,7.7377,1.2869,48.4949,10.5054,21.0663,21.8697,20.2127,20.0764,182.3222,8.7639,14.3358,2.315,3.3045,0.0
UKR_D,648.5711,0.9689,483.3201,710.8121,157.4999,847.6111,60.7696,88.5196,143.6844,152.3366,352.404,22.8712,91.7589,274.1344,1402.9289,87.8036,13.1159,59.7259,132.5728,22.1941,69.5545,60.8694,981.8634,263.8313,99.4857,533.7078,453.0564,35.9906,57.3028,373.7048,5.5243,112.4827,10.3092,119.3016,27.3733,0.8895,1.7591,70.6468,118.049,248.8554,388.8346,235.742,68.3511,50.7391,0.0
UKR_E,15.3004,0.0286,3.5661,6.1351,2.2209,31.859,1.1088,4.189,8.7217,1.3068,3.8624,2.2733,0.6549,2.3667,42.3566,2.0301,0.5278,0.9124,2.6369,0.5171,1.96,1.2637,215.3866,41.7492,21.6328,19.5285,4.7101,1.1835,1.1233,5.0609,0.1064,8.3104,0.1823,0.214,0.5585,0.1157,30.2774,4.7802,59.7912,10.0799,13.3233,10.0249,2.1705,4.8119,0.0
UKR_F,82.4099,0.1069,88.8343,23.3205,8.4957,65.6068,2.7495,5.1009,5.4914,2.6064,22.4279,6.3698,5.1868,41.7262,36.0073,20.6906,1.5771,3.7333,7.6141,6.3069,6.3319,27.5007,43.5527,13.8928,3751.0394,194.2016,86.2463,12.749,17.2171,86.2392,1.0104,21.341,3.5697,8.6012,209.237,2.0322,408.143,178.8763,52.7743,237.9933,7.1695,24.3414,3.2537,15.0404,0.0
UKR_G,2533.4257,60.8506,300.3311,193.4964,82.9487,3072.1342,130.5739,213.6776,265.7131,327.7711,365.5482,146.7733,269.1902,387.2909,1262.4751,198.1806,91.3219,136.023,168.3915,94.4055,158.4041,274.6583,549.4741,110.0059,977.9217,2976.8601,563.1582,103.2193,150.0174,203.1252,8.6147,95.1613,74.2459,116.8003,93.7849,73.8554,111.8055,300.8133,127.143,271.1593,177.757,416.7049,27.9953,44.3566,0.0
UKR_H49,506.5225,15.897,66.5927,112.8415,37.615,496.4758,16.1996,40.5058,51.6072,116.0854,63.4868,15.0188,46.4355,103.9831,446.2782,52.7107,7.1047,30.7971,44.4201,19.6515,26.96,43.433,276.825,22.5703,237.1603,467.284,138.3092,22.4435,27.2217,55.2767,5.4879,13.2785,9.8224,4.9597,8.394,5.0112,11.3877,35.5739,21.2651,71.199,26.0002,36.5149,7.2932,6.8176,0.0
UKR_H50,88.735,2.292,12.4683,15.3142,5.8356,63.9103,3.2281,6.3032,8.5664,25.1632,11.4487,2.9873,8.2772,16.0318,69.4763,8.0494,1.7926,5.4269,7.1551,3.119,4.9088,6.7275,44.2984,2.8397,31.4062,64.3333,21.6565,27.1235,6.1836,19.3612,0.6554,1.745,1.4228,0.9757,1.5776,0.8876,1.92,5.1852,3.1378,8.2447,3.1812,5.4863,0.9302,1.1507,0.0
UKR_H51,64.0968,2.0125,9.454,11.3611,5.7054,60.0946,2.9414,4.7158,7.0542,15.5987,9.5138,2.8336,7.1488,12.4778,55.4983,6.5517,1.7657,4.7787,6.5293,2.8561,4.1084,6.513,43.0968,2.7939,29.4236,49.3014,14.4173,3.9992,13.2411,9.2613,0.8715,1.9165,1.4985,1.1493,2.5624,1.2564,2.3033,7.7838,4.1923,14.2765,3.9005,6.3344,1.4274,1.2176,0.0
UKR_H52,213.4884,4.0051,28.6155,70.5594,21.6425,245.0708,6.7392,17.7418,22.6172,52.6442,27.6705,6.9246,19.7491,44.4993,176.1962,22.8771,3.7713,16.902,21.8603,10.4309,13.511,21.5571,102.4405,10.9466,96.1868,428.7999,155.7624,77.7721,91.1664,174.8201,5.0413,5.258,3.6126,3.0286,4.779,1.8196,5.5997,15.6305,11.601,37.3281,7.3556,12.0682,3.7821,3.277,0.0
UKR_H53,0.2498,0.0001,0.0402,0.0207,0.01,0.4159,0.0474,0.037,0.07,0.0063,0.046,0.0524,0.0343,0.0431,0.0348,0.0551,0.0308,0.0553,0.0528,0.0325,0.0202,0.1099,0.2119,0.1398,0.1622,2.8465,0.2225,0.0489,0.0569,0.2617,2.9207,0.0467,0.1792,0.1056,0.6967,0.1093,0.1009,0.4295,0.2071,0.4769,0.2816,0.3489,0.0235,0.1215,0.0
UKR_I,2.9595,0.0075,0.4134,0.3328,0.2855,1.1283,0.0609,0.0609,0.1003,0.0804,0.1663,0.6498,0.4316,0.1644,0.5643,0.1404,0.164,0.3724,0.2816,0.6032,0.2807,1.11,0.7748,0.0504,1.5517,7.5832,0.822,0.1316,0.7919,0.441,0.0392,10.0819,0.3902,0.4209,2.9863,0.1155,0.362,12.011,12.3944,15.7941,0.4623,1.6825,12.5649,0.4198,0.0
UKR_J58T60,2.6154,0.002,0.5249,0.4475,0.1931,44.6281,0.3657,3.5159,8.7178,0.3313,0.8866,12.8898,0.1392,1.9359,3.6491,0.8702,0.2629,0.3896,2.2888,1.0503,0.4188,2.1755,5.7267,2.665,6.4023,143.612,2.8439,0.6799,1.7177,2.952,1.8543,3.3464,211.2047,16.7125,11.4071,2.6687,16.9415,162.127,9.4765,0.0,9.3659,13.9415,15.7372,15.3986,0.0
UKR_J61,9.7849,0.0105,2.6146,1.5345,0.8568,11.1297,0.7697,1.7149,2.3223,0.8441,2.0648,6.7711,3.2846,2.8754,3.1585,2.1778,0.5242,1.1248,2.2084,0.6618,0.8066,3.8899,10.7628,6.1179,16.623,94.4325,15.3899,2.6238,4.1368,11.3029,2.8099,7.2812,18.8359,346.282,24.5047,8.5735,7.17,61.0833,34.0671,97.1067,16.6267,20.4483,14.9515,2.9732,0.0
UKR_J62_63,1.7122,0.0018,0.8528,0.9168,0.3921,0.9192,0.1828,0.486,1.1043,0.9371,0.4186,3.0061,0.5368,1.3704,1.3223,0.9248,0.5714,0.3723,0.6731,0.6288,0.1895,1.4741,3.4375,1.2372,2.109,53.8115,3.5044,0.8135,2.2306,3.5412,0.1751,1.3078,5.3899,3.7327,767.473,5.3827,1.553,50.6603,5.1626,6.4628,16.3848,9.7864,1.6658,3.672,0.0
UKR_K,220.4326,0.0344,152.9836,20.9922,7.9243,161.1621,5.3945,12.0324,15.4203,24.4873,23.3148,42.1156,13.7054,23.7982,63.4148,12.58,14.1082,17.0723,37.9849,8.8434,90.3173,25.9321,112.2384,53.2324,92.3845,1098.9818,89.0904,22.97,27.1586,50.5487,6.4934,28.9133,10.5569,15.6447,108.8677,808.7828,219.4988,345.1166,52.6666,70.3125,71.4396,123.0362,9.5642,23.8154,0.0
UKR_L,48.0161,0.0515,107.452,8.731,4.3722,315.3217,7.95,12.2974,18.0508,11.375,24.0878,53.4749,12.0168,17.5639,36.3337,15.5548,4.6527,10.8481,16.3466,9.1252,9.8838,32.2794,97.9884,23.3139,54.7428,1512.5408,51.0414,7.108,11.6407,61.5595,3.4961,80.7241,28.7666,59.3114,314.144,152.104,574.6567,987.6176,53.6653,6.2933,19.0773,89.5884,13.2596,23.5718,0.0
UKR_M,263.4855,0.2812,147.0624,83.313,53.8525,363.2129,7.4419,17.8723,27.9246,12.5355,41.189,79.0543,16.1258,61.3442,61.6815,18.5317,3.9446,10.124,22.5801,24.9222,62.0456,49.3089,55.1546,51.9111,427.9721,1304.1123,105.4778,27.644,38.5383,96.1427,1.6985,49.3694,56.6001,55.7276,181.3077,263.4968,420.2503,385.7932,179.8767,174.6777,152.8697,96.7771,35.5508,45.8171,0.0
UKR_N,141.7745,0.1508,52.4754,44.8721,24.109,27.4582,1.4054,5.0187,8.1008,2.3994,6.6194,9.7817,3.1613,20.5186,33.1889,4.8736,0.7381,2.297,4.6604,12.099,0.8836,5.358,13.5213,42.8276,69.2518,173.4744,169.9713,51.3954,93.2538,131.399,2.5709,39.1166,11.7715,16.9421,75.4487,36.8096,287.3986,11.6499,359.9627,0.0,73.5049,67.1697,54.6139,45.1792,0.0
UKR_O,37.549,0.0271,12.5375,19.6839,7.8878,72.5068,0.6714,3.2353,3.8322,12.7082,12.3405,11.398,6.0634,5.0381,18.9561,5.5364,1.1495,4.4935,6.5647,1.595,5.1931,7.1233,77.8196,26.259,24.5648,174.0855,26.6652,5.4615,8.765,15.5699,0.4215,7.433,3.3189,4.4899,4.3131,5.7415,22.641,18.7239,11.3815,24.3202,137.5253,59.6221,19.7581,3.376,0.0
UKR_P,1.1812,0.0016,3.8528,1.3681,0.7032,2.3605,0.0293,0.2192,0.3113,0.1565,0.4665,0.8147,0.2998,0.4875,1.501,0.4301,0.035,0.144,0.7717,1.2045,0.3149,0.5417,2.5554,1.0786,1.9917,11.6191,2.1562,0.6185,1.7807,1.804,0.0382,0.4786,0.375,2.1834,2.3233,0.4652,1.1411,11.417,1.9194,12.539,236.6959,7.5071,0.2576,0.2407,0.0
UKR_Q,2.1945,0.0102,4.1406,3.1346,2.9328,2.8426,0.0846,0.1654,0.2106,1.3929,1.6115,0.5745,0.3072,0.8795,7.2198,0.3604,0.1018,0.4135,0.8122,0.4441,0.5212,1.1589,3.4152,4.7592,8.5,6.3477,6.3586,1.1779,1.7504,5.6131,0.0,2.1547,0.3834,0.5984,4.3953,0.0928,0.4039,1.8442,0.7784,18.6966,0.4071,416.1716,1.9448,0.4142,0.0
UKR_R,0.5525,0.0011,0.4047,0.0271,0.026,0.4252,0.1007,0.973,1.3776,0.0211,0.0962,0.0202,0.0189,0.1209,0.9225,0.1733,0.019,0.1958,0.4204,0.0177,2.6057,0.0548,0.5677,0.3093,0.1975,6.353,0.9261,0.7754,0.4123,0.9107,0.0,1.7918,21.7539,0.1224,7.1903,1.2356,2.8858,15.2949,0.5269,36.4129,3.1596,2.9925,42.2893,70.5902,0.0
UKR_S,4.6141,0.0097,2.7473,0.6223,0.328,4.0781,0.5024,0.3348,0.497,0.1414,0.4735,0.3393,0.0897,0.6234,1.3966,0.2208,0.0605,0.2789,0.6676,0.1459,0.2255,0.9494,4.264,4.9992,3.8834,72.6739,3.716,0.8553,1.4778,2.8662,0.269,3.8257,1.0123,1.7108,5.8185,1.0131,5.5778,18.9867,3.3194,0.0,3.5665,26.8386,3.6674,11.511,0.0
UKR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
