V1,SAU_A01_02,SAU_A03,SAU_B05_06,SAU_B07_08,SAU_B09,SAU_C10T12,SAU_C13T15,SAU_C16,SAU_C17_18,SAU_C19,SAU_C20,SAU_C21,SAU_C22,SAU_C23,SAU_C24,SAU_C25,SAU_C26,SAU_C27,SAU_C28,SAU_C29,SAU_C30,SAU_C31T33,SAU_D,SAU_E,SAU_F,SAU_G,SAU_H49,SAU_H50,SAU_H51,SAU_H52,SAU_H53,SAU_I,SAU_J58T60,SAU_J61,SAU_J62_63,SAU_K,SAU_L,SAU_M,SAU_N,SAU_O,SAU_P,SAU_Q,SAU_R,SAU_S,SAU_T
SAU_C23,0.4324,0.0588,10.7547,0.2463,0.346,160.4462,1.7891,2.4539,1.107,0.1884,28.1081,1.0931,8.805,678.1255,30.0724,49.7826,4.2103,42.5372,20.881,13.8179,3.02,11.4519,15.3184,0.5799,7059.3291,93.073,1.1221,0.0301,12.4835,18.4565,23.7173,17.942,0.3976,77.1284,0.0,0.0045,1.4923,40.3287,32.6757,0.3414,15.3652,292.1621,0.7255,41.8165,0.0
SAU_C24,3.0172,0.0,88.3193,17.5419,2.7992,0.6184,3.6151,0.5985,17.4258,0.0456,2.5984,0.0242,21.2994,28.6402,182.7247,724.4524,2.4799,376.6273,107.1923,53.2069,15.7319,55.3842,14.5994,35.3935,3123.3875,410.6854,1.005,0.0168,16.5898,10.8702,1.085,8.2421,273.5805,9.476,0.0,0.0,0.0027,166.0867,104.4503,0.0001,21.7348,28.7884,5.842,38.5586,0.0
SAU_C25,0.0011,0.0004,6.6764,0.8605,0.1985,78.4459,49.332,8.7836,22.185,0.6609,7.6116,0.1128,26.9736,58.9055,164.3363,266.6431,2.6655,164.6827,174.5538,27.6884,18.2452,83.3649,0.0344,0.0667,422.9117,114.6121,7.3913,0.062,59.4903,175.9628,0.0175,4.2886,0.185,0.0024,0.0188,0.0781,2.4855,14.9159,10.8132,84.8096,12.7521,13.631,0.8108,62.9388,0.0
SAU_C26,0.1005,1.9427,2.4308,0.0094,0.0787,0.5796,0.6004,0.0524,3.4057,0.0168,3.2744,0.0969,0.1959,2.634,0.4019,14.3484,10.6114,6.019,4.948,1.1506,2.0511,2.8549,0.3313,1.5936,5.6584,1.7909,0.2254,0.0212,5.047,2.7561,0.6221,0.1452,0.0001,0.0657,0.0012,0.4019,0.0317,7.8844,2.6368,37.8314,1.7692,44.7167,2.3501,11.4749,0.0
SAU_C27,2.3283,1.9816,8.2173,0.1354,0.2069,2.8348,1.5829,0.6896,2.0695,0.4375,5.4248,0.1169,7.4997,12.1081,6.2639,13.9008,17.329,792.4973,134.4647,30.4983,11.4988,18.8517,0.0547,26.044,143.4809,410.9637,0.0327,0.0009,0.2978,0.4963,0.0986,0.6056,0.0219,12.3686,0.0362,1.8375,0.004,23.181,15.9762,35.4859,4.7429,8.9928,0.1209,52.0787,0.0
SAU_C28,22.4881,0.53,34.9289,7.2305,0.9341,19.2247,27.0403,5.6477,27.7946,1.0828,27.7725,0.5514,18.6792,69.2078,42.6654,58.9736,0.5291,38.9177,76.1981,5.5517,5.8298,11.6638,24.5312,11.264,254.0284,254.7071,21.6674,0.1115,51.9711,46.6591,19.9089,38.3871,8.3695,60.0374,0.0454,0.2001,0.0008,10.5623,49.3113,149.3447,8.421,37.2487,6.3975,9.4203,0.0
SAU_C29,0.0411,0.007,0.289,0.0004,0.0092,0.0145,0.0006,0.0013,0.0003,0.0002,0.008,0.0002,0.0028,0.0326,0.0,0.0277,0.0009,0.0021,0.0089,4.7972,0.1106,0.0514,0.0643,0.0588,0.0,73.9783,1.2695,0.0,0.0092,0.349,0.0,0.0351,0.0,0.0,0.0,0.0014,0.0196,0.0732,0.2136,0.4207,0.0,0.1677,0.037,0.912,0.0
SAU_C30,0.0018,0.1033,0.8769,0.0077,0.0133,0.0,0.0,0.0097,0.0,0.0011,0.0005,0.0,0.0,0.0172,0.0,0.0,0.0,0.0047,0.0298,0.0,4.1239,0.0015,0.0,0.0329,0.6797,136.1757,0.7818,0.0247,4.701,0.3046,0.0109,0.0475,0.0,0.0001,0.0,0.0019,0.0221,0.1011,0.1997,2.5426,0.2407,0.2573,0.0458,1.2514,0.0
SAU_C31T33,68.4832,34.4587,236.1607,8.2328,6.0621,0.9195,2.5268,0.0737,1.2202,0.0212,1.8009,0.1041,0.2947,0.7574,1.6402,0.6849,0.2529,0.7552,6.266,1.0049,0.5725,1569.8352,46.8696,23.7603,476.2266,1020.6881,88.4441,4.1248,337.7716,114.2661,12.0275,42.307,400.3407,0.1464,0.0006,25.3416,2.0685,52.8723,104.8235,727.6808,129.938,358.0589,51.18,93.3227,0.0
SAU_D,10.667,19.7845,919.9689,27.1541,17.9101,176.7381,155.0316,26.972,363.0229,5.2787,166.7413,2.8152,153.5963,337.1609,239.1308,224.7105,3.1882,154.055,62.0786,29.3717,9.8811,36.4937,1840.1915,235.6955,429.3587,815.3547,21.8152,0.6002,76.6547,31.9166,5.9867,98.8573,2.9676,29.6608,0.2596,26.146,190.0017,28.0924,122.2463,1438.6142,92.5566,238.5669,142.7032,33.9358,0.0
SAU_E,8.1024,5.0099,125.5249,3.2317,2.7715,116.2974,67.1769,7.6178,36.7836,7.6823,52.6291,1.4853,40.5289,47.3368,79.1135,242.3576,1.6905,115.802,42.6331,21.4474,7.4275,32.468,26.7603,72.0576,19.3476,137.7308,44.2715,0.3658,11.0175,6.9515,1.3637,29.4993,1.8827,9.8084,0.2322,17.2361,35.9179,5.1641,25.2319,170.2153,23.8816,62.2868,27.6566,6.7254,0.0
SAU_F,0.9852,1.9379,21.2531,1.2694,0.6387,10.6588,4.2505,0.5696,5.913,0.4597,4.5174,0.15,3.2084,9.917,6.8009,19.0404,0.1657,8.5404,4.1067,1.6687,0.5704,7.047,77.3172,221.2012,16153.3971,655.3676,5.6042,0.1265,31.485,65.1135,3.0991,24.5181,1.3758,2.3272,0.0881,134.1503,1048.4156,3.2968,3.8116,4432.5829,549.8898,1480.5567,178.9899,414.2691,0.0
SAU_G,2040.1445,181.3521,678.5634,133.2909,24.6616,2820.4407,850.9037,164.1448,816.6708,401.303,2420.2937,82.2567,848.9771,1186.3851,1109.021,893.5771,43.9114,961.3243,346.4607,396.621,60.0546,357.1246,2331.9743,275.476,6125.4086,11707.3443,270.9655,12.661,994.7213,249.2513,37.9826,1874.8737,583.0512,253.1619,12.2363,103.9541,196.2834,227.298,836.5004,1773.0528,271.6271,716.1343,107.3052,293.3106,0.0
SAU_H49,70.7873,15.6112,22.907,2.6791,0.9278,181.5334,65.4363,12.0935,60.5102,31.1577,143.8262,4.4003,52.8339,89.7965,63.4522,65.0693,1.8826,50.0881,21.4377,7.9405,3.2635,22.2605,40.2152,47.3864,434.0759,950.1811,19.7852,0.6916,72.6645,61.4292,2.1832,108.5758,51.3777,28.492,0.8407,1.0911,1.4838,31.2428,35.0918,30.5603,107.3816,87.3851,15.2909,24.6651,0.0
SAU_H50,0.0034,0.0028,0.0277,0.012,0.0021,0.2506,0.0074,0.0025,0.0072,0.1383,0.0801,0.0082,0.024,0.0488,0.0507,0.003,0.0136,0.0373,0.0084,0.0029,0.0189,0.02,0.1588,0.0035,0.1488,0.0321,0.1054,0.0025,0.2529,0.0022,0.0036,0.1585,0.0334,0.0021,0.0022,0.0034,0.0063,0.0061,0.009,0.0029,0.0016,0.0046,0.0045,0.0085,0.0
SAU_H51,55.4943,52.5818,46.9597,2.2475,1.537,163.1076,135.6312,14.638,90.3233,35.0231,291.6556,11.4518,93.0983,115.5316,81.2333,157.5465,7.018,113.5638,34.5766,19.8576,7.0462,36.2038,174.4598,104.7902,675.5759,1296.7024,17.0078,0.6982,534.4466,85.8173,2.5253,236.4631,81.4886,370.9254,9.7593,8.9906,1.5881,152.3702,182.8683,311.4186,560.7309,687.8228,129.6417,157.3479,0.0
SAU_H52,41.6065,8.1473,16.6263,1.929,0.7125,246.6065,109.9732,12.8957,136.7483,34.5815,211.8647,5.0262,106.7973,237.4749,218.847,144.871,2.8734,89.4844,41.6382,20.1388,8.67,42.7733,32.3429,18.2869,308.7364,724.4502,93.9102,1.9682,241.878,113.2874,1.761,124.2646,250.5301,434.6701,11.5275,452.0493,2.3096,90.5023,90.6398,13.2519,28.6781,519.8649,66.8019,118.1746,0.0
SAU_H53,1.4128,1.6665,1.373,0.0645,0.0422,8.9062,7.9533,0.5453,3.9241,0.2106,8.8501,0.325,1.8448,5.1211,2.6675,2.871,0.1767,2.8635,2.1341,0.3977,0.0761,2.0821,2.6688,1.036,34.6948,101.5697,0.2244,0.0032,2.5556,0.671,6.8565,4.4463,0.2484,17.4169,0.0448,2.5758,1.4971,6.2276,8.3889,22.1235,5.0647,6.9341,1.3837,4.5871,0.0
SAU_I,34.1788,9.376,105.3686,0.3392,3.061,46.0516,72.6617,4.998,30.1935,1.9475,135.7851,5.1702,30.8366,22.5235,40.1844,50.3323,0.9172,18.5084,18.3466,8.5018,6.4218,12.9262,79.3312,62.1901,247.4471,1011.109,1.5016,0.0278,20.4582,74.9496,0.3305,9.8774,24.8884,229.8911,3.8149,38.4626,20.7457,68.235,33.4221,919.1191,125.3854,300.3323,12.875,15.5344,0.0
SAU_J58T60,4.0773,1.8732,181.1292,0.3133,4.527,86.7642,24.737,20.4207,176.2302,5.2918,227.2621,7.4936,109.6089,76.0524,63.2055,5.2269,3.8897,152.4012,28.8059,22.2416,10.2982,40.809,3.1693,7.8107,279.0703,301.5407,117.0958,1.5049,175.4331,685.3863,7.0587,43.4607,145.2704,26.8706,3.0455,106.9124,16.6202,54.6125,46.6379,374.1844,2316.7723,181.1294,48.5141,8.2321,0.0
SAU_J61,16.0648,19.2794,74.355,8.3472,1.9759,51.9105,45.4292,3.4664,24.2195,1.1926,44.8663,1.4106,10.5633,32.0035,14.7471,17.6393,1.0403,16.5211,12.1797,2.5286,0.6318,10.3571,13.8269,8.174,197.378,1887.9179,3.4957,0.0449,49.3966,8.2674,1.9565,21.1265,35.7672,3150.8286,16.9554,150.5168,188.1938,48.8714,41.0238,976.1154,70.5216,83.1063,13.5972,32.2767,0.0
SAU_J62_63,9.117,5.2907,37.042,0.3269,1.0314,37.179,39.9243,2.8944,21.3831,2.0294,21.1056,0.7475,0.799,25.1231,14.8488,9.678,1.0308,11.6528,11.9508,3.6441,0.9401,4.4827,7.0598,5.6697,33.1972,576.6003,33.9613,0.0431,31.6313,7.405,3.39,15.8212,88.5323,3048.0604,711.1825,129.5996,137.636,56.0866,25.313,1045.3499,31.3272,63.5939,10.3028,24.4597,0.0
SAU_K,20.0495,21.4896,54.3142,1.9615,1.0097,178.5717,221.9885,17.7256,124.6745,14.6563,118.1637,3.4263,85.9233,111.489,107.4223,130.2658,3.9379,91.4679,60.9531,24.0786,10.1113,53.2964,125.1844,73.2136,2831.0014,3528.8512,88.3731,0.6822,216.8841,40.1208,2.635,99.1771,20.1925,113.2043,5.1589,959.3627,0.0767,158.6555,93.0428,1859.0093,25.8999,111.8527,12.0632,20.9159,0.0
SAU_L,32.2376,49.7224,35.1053,0.1875,0.7867,67.9557,51.2249,4.6206,20.3134,0.8575,35.9131,1.0379,26.5899,44.8852,12.7656,44.0026,2.096,25.8213,17.4272,6.4312,3.6967,29.3008,57.0455,4.5228,450.6397,1893.8193,31.4961,0.1316,7.5459,78.7912,7.963,22.2586,44.0043,550.983,16.7149,115.2004,472.6344,121.7101,85.9124,21.3215,103.076,88.5241,46.3765,70.75,0.0
SAU_M,17.721,18.4585,48.152,1.6813,1.3107,97.1618,68.5079,3.2564,35.044,2.8767,48.5549,2.4865,26.7106,30.4241,36.1477,97.6409,1.4374,58.0988,22.9877,11.2183,4.9626,18.6985,23.0272,20.7127,151.839,647.8319,12.8832,0.344,43.7157,15.3259,2.6353,90.6387,27.4989,135.4952,3.4446,96.9208,8.3515,229.7482,29.6929,1943.8917,108.9245,233.2991,38.128,22.9643,0.0
SAU_N,11.5444,48.7791,247.5507,23.2858,7.7807,61.0793,31.0901,2.7261,22.1206,0.8341,35.6457,1.046,23.3411,111.1617,12.8577,35.9215,0.5166,22.6099,19.6222,4.4405,4.0843,10.3568,144.206,58.7672,2283.4547,1132.851,88.7003,3.5654,340.5451,109.7797,30.7557,84.9778,0.3631,5.6213,0.2137,119.7903,11.4058,27.5092,213.7744,1735.4428,250.841,252.1839,98.1061,35.9318,0.0
SAU_O,1.3644,0.6685,2.1219,0.054,0.0578,39.0891,42.3803,3.4119,16.4311,2.3287,36.8529,1.1047,17.8835,19.8021,65.3655,23.8078,0.3522,8.7825,5.253,4.2914,2.153,5.2084,1.0823,3.5188,95.2983,100.3945,164.5671,1.1119,249.967,71.1889,59.5229,14.7896,8.1665,28.4313,0.3419,10.6126,932.6874,14.5588,15.5179,541.4114,107.7981,30.2558,4.1643,3.5112,0.0
SAU_P,11.4424,4.7799,266.059,10.3798,5.2078,99.5186,103.6382,8.3458,36.7951,5.6939,88.5499,4.9668,43.7736,48.7514,160.382,58.3747,0.8621,21.5726,12.911,10.5061,5.2691,12.8182,29.3545,22.9761,95.4839,381.7654,14.2894,0.0965,22.0883,6.187,3.9286,5.313,22.3732,74.7628,0.8898,33.2468,10.7708,24.9686,12.4559,206.0781,71.5705,93.83,2.5619,5.2031,0.0
SAU_Q,1.0265,0.6168,45.9869,0.9531,1.4611,436.2769,21.2333,39.2848,13.8287,6.6478,211.5927,10.9507,141.872,112.6685,40.6684,0.0,4.4755,94.2783,46.1528,39.2411,15.3173,143.6947,25.5181,0.8014,240.6918,547.9133,1.9088,0.0132,0.0,0.2695,1.4818,146.4275,0.0001,0.0019,0.0,1.4883,3.1308,31.4299,39.3557,13.6226,0.1542,90.8809,1.2114,1.8381,0.0
SAU_R,0.0,0.0,14.7128,0.4744,1.3778,0.2827,0.0,0.0,0.2425,0.0238,0.0703,0.003,0.1342,0.0,0.0,0.0,0.0,0.0,0.0293,0.1003,0.0352,0.0,0.0,4.8266,0.0,21.1254,1.5877,0.3007,125.7079,63.9462,8.8519,79.0665,39.3131,17.3956,0.0,3.0893,3.9686,5.4501,4.1301,226.7017,121.7157,19.0069,59.3718,120.6079,0.0
SAU_S,14.8223,9.5445,10.0264,0.2803,1.1558,5.9691,0.5708,0.4492,3.746,0.3336,6.8095,0.2482,1.2807,4.0453,3.0217,4.0356,0.0494,1.0142,0.8783,0.6846,0.1357,2.9778,28.0348,0.5992,0.0705,72.107,9.2281,0.1316,0.0,3.0949,0.3975,1.7881,3.7551,4.8943,0.9669,1.544,0.0019,0.5941,0.4707,10.9509,0.0556,0.288,0.9038,15.787,0.0
SAU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
