V1,AUS_A01_02,AUS_A03,AUS_B05_06,AUS_B07_08,AUS_B09,AUS_C10T12,AUS_C13T15,AUS_C16,AUS_C17_18,AUS_C19,AUS_C20,AUS_C21,AUS_C22,AUS_C23,AUS_C24,AUS_C25,AUS_C26,AUS_C27,AUS_C28,AUS_C29,AUS_C30,AUS_C31T33,AUS_D,AUS_E,AUS_F,AUS_G,AUS_H49,AUS_H50,AUS_H51,AUS_H52,AUS_H53,AUS_I,AUS_J58T60,AUS_J61,AUS_J62_63,AUS_K,AUS_L,AUS_M,AUS_N,AUS_O,AUS_P,AUS_Q,AUS_R,AUS_S,AUS_T
AUS_C20,847.4292,46.5886,162.6867,292.0106,14.0792,111.4648,6.6169,40.9038,100.3847,263.6533,553.6097,245.1375,784.5058,139.3582,12.257,48.6455,17.5645,25.2607,29.3433,20.9714,34.0292,31.8528,28.6154,110.1874,1255.8168,358.194,26.2256,1.3325,3.0266,4.457,3.1055,59.5144,11.7907,0.7338,0.0,0.5119,43.6446,76.7492,176.1103,66.7969,101.8965,231.7251,51.1803,116.4084,0
AUS_C21,334.2435,2.0974,5.5478,11.1309,0.4575,2.4776,0.0,0.4656,2.6479,0.5518,6.3845,146.9627,0.3981,2.0315,1.1282,2.095,0.0649,0.0342,0.0987,0.0663,0.1558,0.396,0.3278,0.0,13.009,21.4633,0.1711,2.3815,0.0,0.0,0.0,0.6177,1.2407,0.0,0.0,0.0,0.9806,4.6252,8.0862,0.6029,29.4059,109.3996,169.9753,4.7381,0
AUS_C22,82.3229,27.3159,130.0129,193.0597,24.0143,367.6142,19.9016,74.8477,236.6055,52.0809,142.4913,156.75,229.6303,52.1328,8.7554,66.6455,32.9731,40.5224,80.8994,135.3704,176.3446,172.6404,31.7578,62.4223,2875.2408,724.8812,174.6792,6.0249,14.6136,8.4176,54.4665,50.8032,19.5618,5.785,3.5999,3.9991,113.2893,49.4603,56.667,204.4598,79.4881,149.2222,15.7545,78.2218,0
AUS_C23,29.6408,6.0439,57.8035,101.3262,13.4444,363.9258,2.4153,81.4891,10.1229,10.5574,63.3148,85.5072,29.6851,797.9555,24.9812,263.6252,9.8796,10.6894,21.1761,54.4871,88.1831,71.7117,41.4128,78.5492,10313.2346,325.9691,32.9441,5.0431,2.3693,14.1822,9.6972,76.1626,4.6129,4.6036,7.3722,8.4769,25.5692,31.572,21.5598,26.3197,57.0793,136.5943,9.1312,63.4634,0
AUS_C24,0.0682,0.3103,220.9849,172.8891,72.3688,37.5368,5.1406,85.4322,57.8596,29.8204,6.7079,3.1168,102.5364,64.3963,944.7115,4252.5323,146.5785,297.7278,546.4687,403.3421,508.8801,342.3473,17.5019,22.8569,3572.8777,408.721,6.6507,0.7848,0.0,1.9257,1.2663,24.8348,0.2726,0.0,0.0,0.0,16.6563,16.0604,16.4583,45.9498,29.3914,54.9409,7.5573,20.2442,0
AUS_C25,94.0834,60.1808,788.7665,1046.2273,111.6848,253.1086,10.3782,194.7803,64.6124,32.5343,63.368,50.9365,132.7859,466.0272,126.0954,1218.7344,81.8403,106.5292,394.6554,202.4483,327.3309,227.6366,89.2921,206.4462,8464.0257,717.5128,230.4019,25.4889,7.8513,17.136,69.1376,88.9844,19.663,19.7481,16.7132,17.497,92.0007,62.5635,75.9742,267.1845,288.8882,185.622,98.5554,83.796,0
AUS_C26,2.6626,2.7565,18.1793,28.3054,5.2956,1.6007,0.3834,0.4346,1.5367,1.0988,0.5152,0.7082,1.1891,0.4551,0.751,3.0637,316.3852,41.4869,64.9664,6.6644,16.9768,53.6811,2.8154,21.6266,237.9315,107.1924,17.8841,1.7784,5.3379,6.8094,38.3388,8.7181,59.7155,136.8325,58.2344,49.1204,6.5137,41.369,35.0277,55.5313,195.967,584.6477,23.2849,29.5142,0
AUS_C27,11.5899,10.5758,38.1839,21.1653,1.8377,16.332,0.2753,0.3117,11.2948,0.985,0.3394,0.307,13.9914,3.4,2.1892,20.1019,62.5537,137.508,103.5716,23.1505,42.0078,50.3349,180.1835,18.9254,1419.2501,102.4417,42.2568,0.5314,0.8525,1.5436,16.863,4.5094,3.9683,89.0573,9.3092,2.9604,7.3454,79.6262,16.0755,18.8362,18.3279,23.2524,31.1592,18.4483,0
AUS_C28,151.0031,83.6325,449.7383,886.5776,29.8848,91.5413,1.8053,9.0425,26.316,8.2799,12.664,13.9049,12.6506,29.5889,8.5837,82.1379,20.2964,18.5968,244.8359,53.2456,108.8547,318.8209,45.4337,30.9979,237.7373,355.5859,14.647,3.1533,0.8414,0.9252,8.668,20.8611,1.947,29.8862,0.0,0.9422,1.2118,112.7778,69.8778,82.6721,73.0375,49.7575,7.0017,34.4927,0
AUS_C29,1.8582,0.8761,3.1577,5.7214,1.3406,0.2792,0.0925,0.105,0.0,0.0,0.0,0.0,0.0,2.0149,0.3557,0.9444,0.7306,0.5924,3.6706,221.4914,44.1285,183.1761,0.2217,0.7626,44.718,336.6601,56.4507,0.5368,0.0871,2.457,3.0796,0.7822,0.1864,0.0,0.0,0.1375,0.4421,0.8623,2.5971,53.0041,12.7081,1.8639,1.1695,28.598,0
AUS_C30,18.7654,178.0822,219.3336,189.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5688,4.3149,1.3034,0.0557,3.6011,467.8735,563.3697,0.0,0.0,0.0,73.2042,27.7356,674.0557,604.9597,1995.8699,134.0808,86.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.812,31.506,0.0,1.0397,0.0,0
AUS_C31T33,374.1333,94.5695,812.2582,1613.3782,158.4494,141.1723,29.189,225.6196,133.0973,311.8035,38.9119,34.7705,110.1771,198.2906,14.7676,112.499,12.0808,13.2549,36.0302,29.8216,72.7875,136.779,141.8828,127.5813,1850.9375,1211.4993,202.6327,114.3477,66.4315,327.912,132.3976,80.5813,89.7883,592.7512,187.5478,393.7775,170.1964,779.5583,769.016,210.9171,359.4639,303.219,201.0698,127.463,0
AUS_D,694.3655,64.2634,1837.3267,2649.864,204.5914,949.1209,83.9022,190.8868,379.7168,244.815,415.3952,185.2257,232.4806,289.4013,1153.9426,226.2654,48.8947,31.3451,91.6842,129.1604,128.1807,129.0621,17394.9259,507.1858,1575.2683,2743.7122,341.4004,12.3641,41.6143,534.7966,64.6949,1385.4062,149.5975,445.7198,82.0974,369.0608,898.5757,828.7848,1258.5391,3073.9438,434.0531,628.536,106.2499,100.6056,0
AUS_E,1491.282,35.7238,197.1442,201.3833,15.9309,391.1776,14.478,37.3386,106.9802,87.9892,86.2556,68.1497,83.4316,132.8849,60.7984,131.8293,24.6264,23.7202,60.1819,52.1145,123.8149,60.7282,245.5839,1565.5944,2798.5966,758.9407,200.7994,68.6624,19.7622,233.8954,16.0277,419.676,31.7015,1112.7878,963.3882,254.6843,1199.0124,1585.9409,1596.7268,531.2224,363.8317,1300.4919,248.5051,95.6587,0
AUS_F,2388.8203,204.631,3239.1956,6723.9107,118.2042,445.7179,29.969,597.9485,114.7774,164.6121,68.2636,54.8906,96.8581,113.842,99.0817,148.8716,60.9762,44.1232,111.1196,66.6529,144.2226,377.3365,1733.6485,840.2841,95349.0211,3987.9806,1881.6216,93.5479,87.8671,1074.7246,114.6156,1129.8994,320.8163,737.4705,1213.0168,1279.8876,11842.0921,1269.7385,1466.6271,7624.5388,597.3828,792.4643,218.8815,255.6871,0
AUS_G,4171.2856,726.816,2119.5735,3085.2233,226.7654,8841.8172,696.4873,537.98,814.1217,1194.5504,993.0902,674.7226,1118.1697,764.6414,471.5687,1283.3901,728.0523,458.7065,836.8374,680.8679,862.3273,1519.2251,1428.6239,819.2986,14873.1188,7057.9071,2888.884,423.8553,739.057,408.2422,622.0248,4539.4667,727.0802,1193.8514,1427.5954,1209.1899,612.9728,1453.357,2153.6882,2051.1788,2423.4345,4597.213,1351.3522,834.0198,0
AUS_H49,1183.4699,126.3226,2186.2057,2461.1553,164.0657,1891.1724,107.4607,367.1339,341.8217,218.6294,240.2741,162.2313,344.0353,1108.2859,363.4589,371.7934,66.714,65.6932,163.6943,104.9447,150.1074,197.8864,257.0616,324.1346,2301.4934,6461.1061,3404.5167,885.3966,142.5563,1406.053,975.1115,214.5026,216.053,96.2798,149.507,256.5569,177.7259,502.6784,689.1482,262.1577,295.0643,490.1541,113.735,69.5031,0
AUS_H50,125.8205,30.4904,2476.9658,206.9012,98.8057,124.7174,7.2086,13.3406,47.063,35.6831,29.9053,28.1189,32.7636,38.4595,22.0134,77.5695,4.8395,4.1579,8.6819,10.673,16.9616,33.8955,878.6726,22.236,803.5527,2198.0595,278.1947,4129.4865,154.5745,296.4368,47.6383,89.2525,8.8764,61.5777,12.9855,71.9727,115.5622,315.0585,504.4783,382.064,222.9873,113.2166,17.0117,40.2965,0
AUS_H51,126.0819,25.8635,218.7477,218.2973,20.2644,149.5583,12.6333,21.1171,39.8582,55.6598,38.2312,32.6661,50.8689,40.8818,50.5531,71.183,41.9153,27.9759,56.8131,41.3212,51.331,82.1251,107.6967,50.572,716.1538,704.2408,174.572,138.9731,200.3085,428.7061,133.5714,95.0325,51.4378,88.4907,293.2415,256.5074,67.2366,526.0118,422.5113,335.3282,277.2248,255.6849,98.9139,76.301,0
AUS_H52,1290.0304,91.2058,1664.5261,1169.8021,39.4518,983.3622,26.7732,71.6241,462.5405,220.2032,317.0611,323.8529,195.826,308.9417,98.0867,869.5213,26.3575,24.6201,57.1575,109.5272,172.566,141.9122,120.1105,104.8912,2916.9802,6673.3602,1039.5861,693.5934,1954.6877,3720.6956,290.2243,197.0206,71.6738,865.7065,134.7073,258.9685,337.7325,1235.6187,1287.6805,922.108,662.8187,383.2114,107.9788,136.1902,0
AUS_H53,139.582,15.9208,212.1567,238.4489,16.7344,131.419,8.3606,15.3969,32.7406,15.0081,17.5319,21.0597,17.5899,48.1528,14.5782,33.1017,11.5936,8.8423,23.3863,9.3547,17.1847,49.2256,90.9287,94.1065,648.0192,975.3763,312.9024,33.7306,33.2367,204.1151,437.735,87.3047,60.8992,93.5281,37.6693,1082.9406,131.0653,826.6396,724.941,445.6677,480.5311,604.9927,145.0258,149.3407,0
AUS_I,264.7753,28.505,605.1637,414.1572,85.9898,750.3806,7.5623,31.6991,117.089,226.456,74.2102,136.0486,51.6995,95.1014,19.6093,169.5943,25.3751,14.7709,52.1977,42.2412,100.3882,42.5661,110.3467,105.31,1953.3786,1097.4129,151.6781,16.0196,26.5743,210.7478,97.861,130.4715,90.9947,416.1395,200.6274,521.783,109.0377,1904.6333,1701.604,645.6841,485.8841,204.5307,205.4466,115.7346,0
AUS_J58T60,15.4756,5.3634,34.5393,37.0879,9.4865,70.254,4.1752,14.4813,43.6674,11.2647,19.6713,30.1768,35.9461,20.4898,18.2469,33.3221,11.1392,6.1296,18.8137,34.9496,78.3041,17.3407,30.8436,44.991,314.955,1071.0493,54.6043,22.6784,78.7039,80.4799,42.0683,412.4345,1509.3853,1009.9312,1162.158,1296.7702,152.8213,832.4257,1114.0842,612.398,704.7431,254.321,249.2254,129.8952,0
AUS_J61,97.0959,15.8794,131.9067,105.2783,29.9993,184.0803,6.6884,55.7265,104.5959,136.5309,40.3483,59.3732,92.2285,100.0018,39.4493,147.8716,49.703,33.5991,105.4938,63.4217,157.4285,138.7884,136.8254,131.721,1845.7101,3112.7803,199.6774,38.5604,55.3592,423.6123,137.7912,208.5233,1400.2572,7433.8837,1308.0946,2463.0939,294.4788,1166.2505,1730.4752,1617.2617,1202.7669,751.1324,254.8637,525.405,0
AUS_J62_63,107.3355,30.8311,441.6698,281.454,21.2577,251.9051,19.5381,59.9895,236.6948,67.6312,85.9444,102.3963,144.2078,119.3843,151.5562,122.7533,67.0684,30.5098,107.5226,153.0947,447.1545,105.5784,261.3819,129.6361,1398.784,3718.2627,240.8129,71.2208,45.3328,417.9025,146.8748,230.8833,975.5479,2505.1739,5375.0318,10091.0526,286.0366,2971.4091,3440.6024,3795.7416,1994.4577,697.6822,440.9669,528.6235,0
AUS_K,4577.9873,252.3438,4978.9397,3145.3289,508.8871,1377.6552,45.9249,144.9977,165.6496,112.1389,163.8128,182.6015,137.5993,213.4817,201.9124,247.583,59.445,58.6456,135.7701,97.2121,227.4166,227.2025,3885.5373,3803.7641,6535.2118,5908.2573,1057.5345,1319.3937,142.0642,3076.9509,121.7578,2156.9299,272.548,1296.5651,672.893,20770.8732,30966.8312,6443.1157,4345.0568,4752.2806,2423.0585,2931.3659,332.4069,361.9493,0
AUS_L,545.7885,27.303,350.0292,980.2419,15.4888,257.1447,3.9695,49.2161,109.6885,325.1671,19.9537,29.1562,43.3784,106.0038,19.2673,241.1676,17.2898,16.9476,46.269,64.3345,158.7227,39.1295,33.8849,177.1893,3117.2878,9582.6452,592.0884,74.0855,218.0519,693.3956,364.0222,2996.3975,237.265,1764.7877,1477.8669,1368.9176,3329.3281,3308.8098,6308.9709,910.7317,1545.4143,845.3684,434.463,181.0499,0
AUS_M,2492.0938,222.821,1619.1545,3236.3841,3136.7601,1480.7996,35.7387,256.535,879.5675,369.0257,265.2723,621.8121,430.2282,596.7802,101.6558,803.4702,339.8711,303.9027,694.0467,264.8421,489.6125,688.168,585.58,2484.8483,13061.5091,10729.9117,1392.6083,712.256,835.2723,1764.1389,208.571,701.8838,899.1685,3068.7319,4935.4201,6299.4372,4760.6504,22025.0516,7560.6115,3912.9354,1632.3289,2827.0573,1688.198,666.2733,0
AUS_N,1400.766,288.4109,1969.4118,1504.727,300.4834,2237.5373,105.8541,374.5363,467.7448,230.5894,163.5032,301.9756,469.5086,731.4327,149.9727,489.1635,134.2958,119.7221,276.7893,163.0903,325.3704,710.86,651.9096,551.7494,8638.1091,7300.5057,1151.4155,541.3918,2202.5639,5418.2288,666.7691,4435.1253,781.8513,778.6144,4393.2173,7749.9197,3090.7305,10081.0176,13101.2955,3045.2673,3557.6136,5640.5882,2349.9559,1525.9933,0
AUS_O,70.7797,16.675,557.7928,853.7297,43.138,183.3882,2.6507,42.1546,154.3867,120.5019,108.0981,188.021,141.8295,92.901,24.9029,147.7021,18.7173,18.6103,49.6255,67.61,204.9397,145.0234,99.9334,99.3559,2001.1344,1045.8831,655.8073,18.1767,6.916,683.6686,129.124,58.7817,466.8173,246.1587,1085.2623,751.8526,234.204,1825.1604,1231.5788,2296.4394,1174.8308,641.1405,177.5616,256.1277,0
AUS_P,11.7773,1.8254,66.5203,72.5734,8.0247,41.7956,2.989,7.0408,15.4921,22.5966,10.2601,16.7307,12.2191,21.8645,15.6702,17.0537,4.6918,3.8927,10.9108,8.3929,18.3384,19.9637,177.2913,51.9006,87.3362,136.2303,27.1335,5.2102,5.3109,47.5911,7.7344,22.9128,20.5895,38.8573,118.2306,553.7763,35.0788,278.2847,300.9429,188.2578,769.5257,136.29,146.0349,73.7556,0
AUS_Q,0.9306,3.1211,2.2849,0.0,1.5113,19.4301,6.0776,11.5364,10.937,2.4303,52.7869,128.2611,6.5754,1.3422,1.8592,1.1534,0.7645,0.6898,1.715,0.409,1.118,4.9881,1.6245,0.6508,7.3861,20.9718,0.0,2.6223,0.0,7.6172,16.2193,8.0941,6.2738,0.0,0.0,1523.848,4.5349,19.4889,70.855,160.669,134.6559,1514.2768,7.6317,10.4281,0
AUS_R,8.5113,2.975,97.8977,99.4672,6.2692,7.7486,0.6035,1.3426,2.1118,2.1122,1.0728,1.7971,1.6058,1.6861,0.6892,2.7952,0.4731,0.3275,0.9395,2.2781,5.1837,3.0215,24.4918,3.3678,294.8906,447.7132,14.0785,9.9476,14.3413,5.2179,2.752,63.1987,271.6596,29.6329,35.7314,171.188,56.4357,530.2542,496.7256,251.897,996.7479,447.6222,1735.6368,115.5763,0
AUS_S,76.6985,24.7768,262.1095,448.9113,42.5308,48.421,8.9389,23.2991,25.08,60.5065,10.5193,15.9604,27.1621,31.35,6.65,17.3913,2.9203,2.4275,6.7954,6.7087,15.0883,19.3506,38.2426,100.8749,599.3551,592.0767,165.8158,50.4957,15.9764,88.5428,47.4784,79.953,128.6309,180.876,105.0694,215.0403,104.1026,592.707,392.7626,341.8316,264.4961,1525.0202,131.8126,240.613,0
AUS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
