V1,USA_A01_02,USA_A03,USA_B05_06,USA_B07_08,USA_B09,USA_C10T12,USA_C13T15,USA_C16,USA_C17_18,USA_C19,USA_C20,USA_C21,USA_C22,USA_C23,USA_C24,USA_C25,USA_C26,USA_C27,USA_C28,USA_C29,USA_C30,USA_C31T33,USA_D,USA_E,USA_F,USA_G,USA_H49,USA_H50,USA_H51,USA_H52,USA_H53,USA_I,USA_J58T60,USA_J61,USA_J62_63,USA_K,USA_L,USA_M,USA_N,USA_O,USA_P,USA_Q,USA_R,USA_S,USA_T
USA_C20,21085.1324,1.7516,5840.8246,1327.6255,959.364,6225.8468,5889.8428,1450.9664,12291.3359,8527.3892,96026.2548,5491.9208,42176.9948,3541.3232,1188.3974,5475.4366,1804.4218,1713.3556,2591.6878,5889.9254,1116.6927,4854.4963,1871.2578,941.6539,11503.5656,3287.4119,844.4547,56.8253,283.6584,1482.6823,252.9454,1327.3247,663.9084,588.787,748.5363,602.8618,9873.3036,7502.4127,7331.7141,21220.7619,4828.1117,8428.4224,505.0074,4148.1016,0.0
USA_C21,747.381,0.0625,51.1292,11.3905,9.2615,483.9156,44.6212,51.2474,103.8689,64.6151,665.8303,22055.6002,299.6846,35.1938,32.7208,69.0572,40.4773,24.069,56.9496,95.1585,34.472,55.9529,80.3528,15.0875,303.8633,365.8733,13.5555,1.3952,4.1453,16.3754,4.1232,29.7448,21.1384,43.9643,49.0925,58.5677,78.9934,3515.9091,87.7431,1192.7987,54.3534,12753.6269,245.8781,61.8715,0.0
USA_C22,1232.8364,0.2478,421.2771,620.9063,548.9642,15622.5608,450.6968,621.2617,2906.7149,377.2782,8930.7564,1015.1062,12140.1866,952.5341,1249.624,3269.6717,912.3508,1160.1501,4763.8912,17173.3647,2219.7715,6076.3324,45.6246,252.4475,28956.0206,23635.9762,423.0471,4.6876,18.9548,509.5882,1925.3813,5082.9726,1642.8881,2611.5022,863.9777,336.4217,911.7912,4351.9116,2683.4939,8742.0683,1655.5082,10472.9098,229.663,1216.9124,0.0
USA_C23,93.2824,3.1391,1287.4537,246.9294,706.2299,3799.4987,173.9869,590.7267,321.055,33.4667,1220.7592,243.5694,1425.9746,12155.9816,2345.9583,1118.902,331.9109,1292.1106,1772.9088,5994.5379,336.7359,852.5433,120.1124,211.2146,71770.2693,1736.9057,78.1861,0.9736,3.561,188.9093,25.6619,2026.3023,265.7155,2117.0354,918.7262,142.1369,226.294,3224.3666,1195.5872,5402.8428,434.2078,4502.3066,112.0147,1080.9463,0.0
USA_C24,62.8232,0.0,8064.1111,412.0853,371.4654,3173.6298,109.5107,392.5675,686.2175,0.0,804.7407,0.0,1076.1201,767.9133,60009.2401,55210.0561,2338.4391,7929.9469,23891.3986,23403.2568,7695.4204,5678.9447,222.3583,398.1607,7261.1931,1161.1824,543.3906,0.0,0.5537,232.3,5.3033,125.3339,2179.2879,577.7181,366.1589,0.6858,1772.286,1159.2008,514.9362,1091.6328,93.2567,239.5292,180.2108,206.9422,0.0
USA_C25,1749.1823,17.5747,2296.8045,626.1497,809.832,11009.7034,598.4003,2310.7209,4871.1173,480.5709,6669.7466,263.0352,4787.7081,2264.4726,7403.9473,32051.3796,3779.0737,5831.5616,16050.6732,52710.9188,8021.5763,6088.2576,272.2504,1728.3338,68972.8645,7819.0325,1817.8971,1378.3664,166.9865,944.6585,761.0853,3645.2241,1376.3824,4277.1248,2515.1498,885.935,2748.0634,5360.6324,3140.8993,9438.4873,944.7307,2990.8931,501.509,1306.4369,0.0
USA_C26,67.6361,0.0653,60.1732,11.1083,119.9381,1085.2303,296.8202,381.5913,1231.6388,108.5238,2507.9079,43.3969,978.4017,568.4466,1270.6045,2222.7927,14649.0603,1993.4372,3587.1666,8125.5562,7564.7727,1408.6256,163.0815,310.6837,2693.4434,7915.6339,129.8333,3.0123,9.3771,202.8491,5.1159,234.2623,2005.3585,8780.1174,5039.8999,1195.5515,445.3925,9455.5171,2079.7925,12761.6025,1017.5653,5175.9305,106.0327,1399.8785,0.0
USA_C27,1448.589,0.2477,107.813,31.2463,268.3332,419.5867,30.1535,1065.7437,233.1812,18.1354,528.2041,27.8238,499.4493,126.9755,1175.5599,1054.7664,833.0932,4364.9635,6646.9423,3168.9477,1018.7769,883.1903,25.8338,392.1968,20304.3019,1589.8522,164.0981,8.3753,4.1838,107.3806,5.4605,580.4603,20.7489,2478.7633,788.5323,129.3084,767.5796,2122.9904,1162.0604,3640.8209,567.0579,835.2616,224.4319,1806.0795,0.0
USA_C28,2202.7859,0.2485,7541.4548,1845.9405,2763.1929,2667.8364,40.9059,401.8383,1451.8534,39.888,2058.6048,47.3818,1214.4381,242.0475,1110.7797,2685.5343,479.7955,945.9929,19469.9023,16481.1915,2645.8281,3324.7305,915.0823,2109.033,27821.4926,3356.7349,364.655,24.7202,13.7099,2140.061,58.4648,771.1579,741.2575,1673.8692,1435.3195,500.817,276.4006,1911.1975,2266.6597,3540.0595,2417.3991,941.5291,133.5582,1067.0244,0.0
USA_C29,610.6299,13.9629,896.446,489.3552,300.8309,2124.1768,71.2602,545.2906,979.3439,41.1754,992.5706,51.7742,392.2963,593.694,726.4543,884.0784,283.0882,267.6164,9557.95,109354.0437,2758.091,840.6305,72.0171,817.5038,2021.7324,24674.9961,3103.8105,24.2382,4.3539,2379.6241,789.6312,598.0287,939.4646,255.7138,163.1362,114.5804,63.0068,3013.2393,5866.6709,5574.2956,1491.1517,1953.3708,513.4624,794.0382,0.0
USA_C30,0.0,49.4556,13.4064,0.0,0.0,0.0,0.0,12.6795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.7814,0.0,0.0,3.7392,188.8385,60358.1713,0.0,0.0,40.6619,31.0334,100.7144,1594.9225,2191.6581,633.0668,708.2831,792.0515,0.0,0.0,8.56,0.0,0.0,0.0,524.6334,55.7482,36204.0937,0.0,0.1882,2.122,562.7814,0.0
USA_C31T33,305.7276,0.3496,74.9257,27.9018,43.4286,1095.4085,181.4068,459.6726,795.2588,520.6729,1292.896,214.3206,682.1077,422.2214,824.1621,923.4784,558.8281,406.8099,1586.9583,1542.4742,376.7111,4883.8835,100.2851,642.2878,12624.5166,13692.2509,955.8291,28.1219,39.6281,644.0612,87.7122,3672.6451,392.1153,769.6333,1159.6113,3295.0152,3550.0259,4073.9472,4560.0577,5896.9319,1248.905,20387.1133,878.6664,1342.406,0.0
USA_D,2530.3954,13.6013,4460.4437,2246.7111,110.0408,6868.9901,1106.7834,1353.817,5393.4549,5412.9206,10850.2285,1033.5926,3931.0315,3334.5783,7604.0689,4043.6728,1045.5844,578.6379,1720.8593,1991.3251,843.7219,1192.3301,19157.0035,525.4617,4117.8406,45381.1703,2471.479,99.8049,121.4951,11028.0256,471.1597,23205.3579,1086.3184,2363.5626,1637.5914,4736.3671,87221.5859,11847.9164,3814.4203,9021.8289,11425.3052,12576.3073,2698.8325,2487.7183,0.0
USA_E,414.707,0.807,1482.7335,120.851,202.2413,1278.191,117.8054,108.3158,400.5071,648.5624,1863.5537,185.2449,292.1273,264.4684,514.1789,394.0271,116.7025,67.0312,236.9993,189.5262,111.2705,222.6602,4540.6907,5906.7032,1864.6684,6205.4792,951.9217,45.7677,46.3509,1023.0776,277.9573,3912.1337,247.1248,352.1274,267.7148,2569.2389,7505.0764,2678.4842,2366.9032,15599.0947,3044.4172,6239.347,824.665,1361.0343,0.0
USA_F,1550.5725,3.8092,1553.7139,1423.8616,1338.7874,1091.4859,114.8291,195.2163,796.2985,7762.9253,1210.2224,219.4041,444.7946,402.8794,805.765,630.9208,170.2884,100.6282,401.7785,401.8186,160.7689,239.7501,9054.1929,138.7172,248.6628,6781.6195,3707.8528,86.1039,311.5675,2267.52,623.3998,2532.4066,111.018,2148.6922,198.0873,5810.1052,132781.2323,1389.7335,806.1096,82269.1459,8687.839,1464.6349,599.6911,3575.4982,0.0
USA_G,55973.9077,86.2744,12087.7945,3653.4174,4216.5386,142116.6491,9646.8231,12854.5298,28571.8481,11501.8254,66731.1572,20557.9611,33954.6617,13041.6043,20767.9886,27667.9841,13558.5048,12258.993,38161.2536,90286.2381,18942.2867,24928.7654,11839.8653,5535.4552,139534.9138,152273.8859,32390.2641,2065.7946,7838.1646,9103.3946,5671.6264,50997.2625,20869.6266,20000.1105,13065.3312,20109.6352,28108.6413,42019.4174,38764.7394,95168.259,37874.7342,81474.9873,7739.9021,13548.811,0.0
USA_H49,9005.3047,12.7812,5037.1947,998.5343,953.2184,21096.188,752.0282,2171.0952,3863.0878,25483.2935,6257.0261,1347.0721,3124.22,4773.1597,6352.5877,4658.9452,1031.7309,1075.8121,3401.4177,6728.8524,1759.8803,2624.2034,7315.2417,1060.6113,21985.9061,29752.8356,22382.9698,787.4011,3690.8009,7459.3963,2293.6805,4442.7392,2480.6618,3556.4374,6478.9706,12044.3039,10884.3564,17438.0437,13078.8743,18813.266,30015.809,15885.5421,4926.908,2254.8417,0.0
USA_H50,523.1602,2.2233,367.0137,71.571,38.1346,1268.079,80.7442,162.3503,286.3335,2047.2668,531.7984,208.9327,271.0884,256.026,450.1854,375.777,164.6972,132.4738,415.4801,1106.7261,261.4945,210.9914,417.6852,53.4404,1591.3927,1199.0019,331.201,47.6118,204.5191,273.5995,489.0782,245.6447,112.9865,165.3126,111.7433,131.4063,147.9554,1156.2887,211.4435,2116.5484,398.6351,571.1263,62.4415,117.994,0.0
USA_H51,772.8133,1.9756,449.6397,87.7737,316.7695,1709.7693,118.5945,652.5551,722.0063,2319.0527,795.9461,273.4226,591.2722,416.7794,761.0231,838.2982,245.8763,185.4528,746.1616,1517.1227,408.3915,520.9195,1006.9664,410.6246,2123.8705,5146.1866,1143.6219,211.4934,305.2312,768.841,211.2821,1226.1992,936.6089,1163.2972,3116.4281,5533.2844,5641.7221,5000.0409,5980.4088,6229.6329,1222.8053,3568.0674,366.6458,718.6181,0.0
USA_H52,1758.3395,85.7412,790.4757,1401.8023,71.5636,6823.575,1440.5442,3462.5289,4906.3242,7742.8963,3422.0382,510.3869,4668.3922,3102.143,1367.9977,1844.8328,1341.8953,223.8684,975.7479,1320.284,394.2713,1114.5998,7611.1606,1130.2619,3571.487,75866.4621,21908.299,3563.8647,17277.741,23947.9051,8681.6464,2103.594,1913.8201,744.9584,2351.9894,521.2358,427.3027,7541.1446,3911.7138,7336.5919,1573.1185,4025.6539,1135.5867,1008.7949,0.0
USA_H53,19.293,0.0468,4.3812,6.7916,0.5145,12.7129,2.1394,2.817,76.4843,60.23,58.1796,1.1,4.6407,3.7185,22.2112,32.447,1.5915,130.8,285.8434,3.9258,1.7005,113.0518,222.713,298.2782,19.2599,51965.5003,31313.5189,4218.9918,22.6262,1862.1428,1884.1627,4124.7774,2677.7446,324.9592,3821.2636,6105.2377,335.5611,5637.4911,4470.1382,1984.1585,1037.2648,6205.1888,495.929,2163.7596,0.0
USA_I,583.2507,2.3908,98.9793,68.7797,749.0498,1351.96,113.6044,286.4223,690.7828,308.5523,575.1732,79.6924,719.7583,476.1324,741.4552,938.9195,102.8797,100.3847,653.2429,378.3006,211.8369,956.8559,3017.7399,1040.3949,981.0597,15167.2593,1960.5823,43.1433,12767.7155,1243.9402,1855.4197,13840.4186,4094.8799,3975.9112,10018.7171,26263.7863,35472.3797,30207.3701,25675.1088,13955.4397,7602.2023,47123.8092,3586.6249,4069.6311,0.0
USA_J58T60,317.0141,0.4728,908.5869,54.1172,71.169,2318.3803,247.7702,415.8981,758.8457,439.1565,1046.634,992.5555,763.9843,341.3198,915.8462,1367.8119,466.6276,258.0019,927.5749,687.2872,463.4435,1082.2186,1003.5637,162.2606,2849.3752,47898.621,695.4899,316.3166,196.3038,735.3531,157.5176,13712.0775,92249.5215,36966.4234,10733.0659,15867.5608,6385.7295,27326.773,10797.6187,13486.2301,12051.041,11021.7302,1846.7704,3714.7176,0.0
USA_J61,681.51,0.1576,1247.8794,202.4544,750.4509,1507.2308,189.1992,297.5523,823.8797,313.1376,896.691,471.2313,707.0594,513.949,664.646,1342.1798,433.732,233.9188,1046.1478,552.7019,528.981,999.9521,1777.7604,876.6345,7792.8757,37354.3887,6547.8137,314.6552,852.7317,3326.6091,659.7914,7849.5362,5517.2089,61595.7463,11878.9823,24948.4096,17285.2884,24844.0602,16959.1136,33841.8858,15104.5191,13288.0563,1887.7633,4367.8238,0.0
USA_J62_63,437.7046,0.7253,7695.9583,275.2495,136.5408,3201.3604,467.7033,1011.2949,1719.3564,1373.6863,1482.2533,1156.2472,1670.2017,1095.0329,2339.2631,3863.8528,1078.1437,436.4672,3256.9186,1231.5641,2292.4841,2245.2168,4087.2197,1110.3344,6738.6841,67210.9342,3132.0902,242.9888,512.4964,1522.2414,495.0919,13236.2048,14602.9716,12719.3687,34417.356,42655.5155,7393.4537,71146.3916,43281.1004,71357.2595,8839.8996,26402.3482,3562.7993,9998.8673,0.0
USA_K,4914.1752,619.3743,23807.6331,3579.5461,9706.3154,7760.4671,860.0109,675.6332,1471.1451,2620.7041,3944.5492,1484.943,2307.4969,2315.5883,5063.4472,4467.1986,1980.2885,1404.3707,4628.454,5226.1256,2458.6489,4357.4684,13316.2977,2014.8094,16581.7407,104227.2108,42581.6769,10952.8658,8985.734,7797.6255,3383.6472,16914.5326,9535.6012,8835.5914,11790.1026,734809.7374,230150.834,78506.2455,59149.7212,110723.2476,9663.0554,114896.8584,6605.7189,33996.8429,0.0
USA_L,7441.8983,1.382,1869.0609,121.4954,229.0271,3837.6786,578.7298,598.2975,2252.1097,211.6878,1029.2375,3159.4358,1886.0851,814.6943,818.5615,4329.5145,5287.573,455.4673,1517.9973,1626.6483,3355.5608,2562.1285,5321.0688,1902.1247,22059.3745,259057.423,7746.001,424.9979,457.4978,23119.5909,2470.4324,85966.2248,12111.5977,14609.2277,16638.2813,111532.771,129140.7761,105873.1377,29758.676,42962.6745,46447.55,139337.3964,23562.9129,42150.0391,0.0
USA_M,2737.7371,5.6297,31202.9076,5081.9563,9348.5046,34597.9295,3488.0324,3858.7092,9681.8868,14791.4574,19752.8726,18526.2166,8848.8924,6796.1952,11360.7389,22609.6541,31232.8064,2962.4678,23430.1005,19812.8036,14269.4213,12273.8232,16125.2023,7213.605,62293.8122,285091.5896,21747.3497,2708.5013,2125.2841,7283.9316,3607.9842,108912.7289,42672.4967,44155.0039,59452.6292,172698.6892,104044.1263,191807.4903,103271.4897,102730.2678,20546.6278,133068.2737,15079.3507,22844.6205,0.0
USA_N,3493.3715,2.9548,7521.8412,1417.1914,4472.4142,7544.8071,947.6959,1062.0781,5644.0276,4314.26,7377.9298,2835.2427,2878.8675,2594.4354,6287.6044,9767.9621,4425.6901,966.3964,4198.3096,4755.8832,4859.1914,3816.6941,21273.3104,5506.1885,26581.1033,159039.6036,35434.1515,8426.3346,15071.476,13122.9469,4610.2082,30697.4202,32532.5801,33180.9068,68922.2958,68386.8929,118613.8247,112841.6822,91523.6437,61236.8201,13237.8186,109417.1102,10600.9356,14179.5591,0.0
USA_O,3967.7661,35.432,5020.174,766.4153,503.4812,5041.5509,516.6735,1883.206,2642.0601,2927.8795,4848.6092,692.3023,1734.5195,1474.8796,2441.0327,1778.7215,722.4462,294.6296,976.0511,1125.8816,646.9118,919.5459,18535.4807,5311.8611,5947.4639,32508.6609,4226.0015,333.7101,1215.3839,5343.2622,1059.9617,13006.4558,4904.8678,5114.0379,2738.4942,25112.1604,34304.2575,15201.8426,8369.6215,31551.8906,10891.2162,25176.5643,4403.4473,4713.1988,0.0
USA_P,85.5114,1.4749,97.5232,17.3594,74.206,301.9775,22.8186,42.2688,303.7877,96.3403,132.3269,25.9387,124.7392,67.6408,102.0037,146.645,26.5246,19.5085,111.742,71.7642,51.704,140.7045,706.6202,140.3077,278.6777,10368.8774,194.3043,3.7407,759.68,261.1812,77.3842,873.1098,611.6896,554.7993,1711.3234,2699.5491,3112.2549,4138.7324,3917.8775,11793.0635,13898.0694,2805.7685,2932.4436,5281.0047,0.0
USA_Q,276.6996,0.293,140.6434,21.0806,49.1167,682.7131,42.115,28.2691,106.2865,54.9724,251.3622,77.1452,111.5365,48.4175,50.5546,83.3903,44.4093,38.046,100.4704,127.2906,62.6869,97.9031,96.6501,32.4499,595.6609,916.7352,241.4212,11.9274,177.0893,48.7751,40.2894,405.622,243.5806,206.5832,314.0569,481.1651,377.698,1079.1042,574.5832,13537.8601,257.2888,35877.0384,221.8079,251.7425,0.0
USA_R,161.4621,0.1412,53.8628,10.4781,63.6574,444.2469,35.5233,57.2592,131.2268,75.6582,169.2132,85.698,144.1456,74.8342,142.24,182.7264,46.3035,29.7497,129.0703,124.2963,50.9018,159.9929,258.8908,123.3782,494.7837,6864.0355,408.8748,27.3852,361.6725,405.7007,86.0368,2882.1639,19622.7787,5498.3453,1379.6913,3546.5656,5176.2323,8418.873,3329.3593,2655.117,1633.0755,3134.6134,15777.2668,2149.6467,0.0
USA_S,197.9519,0.0961,135.1521,29.359,207.2943,377.1742,36.7284,43.6797,149.6184,93.6706,225.7332,60.8142,112.0482,112.6664,189.0666,177.6291,57.5663,22.4676,93.2595,99.8365,67.9196,184.2978,244.7458,360.726,1146.7802,9013.5815,624.0493,37.4539,238.4284,1757.8632,449.3984,2853.8628,344.0541,1217.3806,603.1483,7429.1926,2377.1067,5515.3226,3652.2286,7996.8208,2735.2356,8283.5408,992.6013,5653.6202,0.0
USA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
