V1,VNM_A01_02,VNM_A03,VNM_B05_06,VNM_B07_08,VNM_B09,VNM_C10T12,VNM_C13T15,VNM_C16,VNM_C17_18,VNM_C19,VNM_C20,VNM_C21,VNM_C22,VNM_C23,VNM_C24,VNM_C25,VNM_C26,VNM_C27,VNM_C28,VNM_C29,VNM_C30,VNM_C31T33,VNM_D,VNM_E,VNM_F,VNM_G,VNM_H49,VNM_H50,VNM_H51,VNM_H52,VNM_H53,VNM_I,VNM_J58T60,VNM_J61,VNM_J62_63,VNM_K,VNM_L,VNM_M,VNM_N,VNM_O,VNM_P,VNM_Q,VNM_R,VNM_S,VNM_T
VNM_C23,61.9141,2.2409,4.6068,4.2272,0.0246,39.8916,4.6174,1.899,5.0836,0.14,60.436,21.8099,71.1638,2212.4489,46.2437,42.1634,386.239,105.2706,1.1951,131.0257,7.474,224.4698,2.0163,5.8651,7086.5891,61.8266,8.231,5.3801,5.9958,9.1477,0.1313,16.8661,1.2258,107.5816,1.0445,19.1621,368.8009,69.0115,5.8808,28.2477,11.9023,3.6673,13.0606,41.8238,0.0
VNM_C24,52.2205,3.2706,348.5992,36.4119,0.0022,132.5257,6.4034,20.6743,12.4803,0.2003,34.0412,0.7215,103.0667,78.6149,2970.4786,1775.5922,200.377,1853.8094,179.0301,388.3793,379.4725,366.6221,14.7264,2.1862,2004.3424,54.237,3.8499,1.1899,8.4491,7.1744,0.0018,0.4246,1.7193,39.7178,0.0968,9.8302,62.7244,28.6808,1.5753,3.477,1.3607,0.3252,0.6424,8.7843,0.0
VNM_C25,117.872,33.6928,504.4529,8.6418,0.0611,80.4766,328.9345,55.3457,36.4163,0.2227,33.2119,2.7461,121.3578,95.0128,408.8609,442.0854,755.6465,404.5688,205.1659,206.0114,42.9139,575.6052,32.8061,7.2715,761.8408,158.4193,30.427,18.7206,10.1579,12.9768,0.041,5.497,1.113,6.8627,0.9911,14.199,26.6812,52.8631,5.7294,27.4556,16.3831,3.6411,2.5213,14.6021,0.0
VNM_C26,29.2746,4.1833,3.56,1.6091,18.0709,8.623,72.2797,4.9671,6.8228,0.4567,18.6676,3.1726,12.4531,9.399,3.1736,5.9953,50646.617,1574.8463,189.2714,24.8448,22.9488,127.8766,14.0044,7.8366,119.7604,352.3676,12.0688,3.2175,12.6529,25.4574,1.1689,25.7216,40.5487,2256.9946,91.9982,63.6812,30.2128,57.5611,60.0618,132.386,105.0097,10.4025,10.5721,255.6973,0.0
VNM_C27,109.5431,32.3252,134.5997,8.8266,12.13,36.9349,113.3572,9.5793,25.2579,27.0186,15.2492,2.1043,73.3379,46.5776,116.0528,110.5148,3886.9467,1719.8575,241.8424,466.3644,90.2131,650.7236,398.8243,28.3405,2303.4179,483.1305,89.6267,16.4289,5.2451,21.1575,4.619,38.9296,21.478,68.5202,18.032,44.692,47.178,385.5955,45.6553,115.7974,115.4547,44.2151,13.3133,93.8473,0.0
VNM_C28,247.1396,1.1606,1301.9622,5.1332,0.2315,5.8916,67.217,11.2934,9.0042,0.1487,0.9791,0.7057,28.4134,9.8446,36.1238,8.7427,18.9105,4.2046,1079.1127,59.3879,21.7044,47.5801,0.4878,13.1425,292.2534,103.1993,7.1355,15.853,0.7878,5.1595,0.0011,1.4822,1.2067,3.558,0.4558,27.6875,2.1691,42.2755,10.5375,5.3445,16.9246,23.2334,1.1564,4.8471,0.0
VNM_C29,5.719,0.1673,25.567,0.6915,0.0347,0.5807,1.4716,0.3649,0.1008,0.0783,0.0707,0.0454,0.6087,1.0409,0.5024,0.5607,11.1135,4.9151,0.6683,2968.7039,0.4401,2.6365,1.254,3.8004,13.2424,6.4072,22.2071,1.024,0.0231,3.0926,0.0132,0.2161,0.2894,0.1964,0.1492,0.6341,0.58,1.8054,1.8399,11.6416,0.9227,0.523,2.5554,0.397,0.0
VNM_C30,9.8329,0.3731,0.041,0.2684,0.0052,0.7962,22.7069,1.0089,2.4364,0.0177,1.2084,0.0059,0.6152,0.7814,0.4187,0.1138,0.0448,1.1621,0.6154,0.0204,1095.1322,0.8093,0.0938,3.2382,12.0276,91.2305,3.0185,25.0948,0.0003,18.4801,0.0007,1.1021,0.1908,0.0175,0.0083,0.2199,1.4059,0.2301,24.455,1.0153,0.1312,0.0685,0.037,0.0327,0.0
VNM_C31T33,355.7818,70.493,389.6762,31.8161,26.3241,204.1499,398.0476,43.0967,60.8027,48.3009,72.3334,48.6224,109.3605,94.4353,95.7148,66.5741,698.8449,92.4852,12.5191,31.4877,215.0631,411.8328,453.93,72.986,392.622,543.3683,28.4132,162.7065,532.7034,278.1843,3.4854,93.3499,15.4169,25.7376,15.919,175.2596,146.6018,104.1081,54.0495,372.3046,218.3492,121.8809,37.4897,42.972,0.0
VNM_D,558.143,144.9751,269.4629,180.8699,34.1393,440.209,637.4541,100.7369,181.673,58.0827,188.5824,20.8806,415.4958,851.5882,369.2191,159.6269,184.0089,111.5084,22.5721,35.3518,71.1059,255.9424,520.2413,87.7406,122.0066,1132.8581,15.9533,2.5878,2.0304,50.6863,4.8306,262.1149,41.6242,113.2549,20.1991,196.7258,243.48,64.3912,15.3733,126.6494,120.7747,38.8089,29.4257,73.4644,0.0
VNM_E,42.7061,7.7231,20.1687,1.578,0.2019,97.4979,71.8083,7.1217,18.0469,59.3495,9.2926,5.0169,29.8952,48.914,18.5429,13.0804,18.735,13.5542,3.2289,4.394,5.3923,27.9888,16.3231,185.7567,53.2856,103.1314,3.9412,1.5389,0.2015,5.5856,0.1231,49.8795,3.9738,3.5159,1.7361,7.8082,58.4404,7.4408,9.6881,28.2763,33.8172,19.1062,5.2135,25.0824,0.0
VNM_F,217.3605,16.4861,146.5108,6.5821,0.0506,14.4897,96.6405,5.3038,7.6655,1.9301,15.5355,1.4663,13.5751,7.9478,5.3394,7.6715,9.9038,4.884,3.6878,1.0425,1.0419,70.2806,32.701,7.9753,2659.6025,426.2897,69.6385,2.5797,1.4131,19.9003,0.0452,44.8122,5.5123,37.0819,1.3385,15.5843,1548.2243,41.9651,18.6868,165.1274,194.9813,32.3997,26.8273,16.0066,0.0
VNM_G,1710.8758,906.3693,291.0447,34.815,7.6056,4547.8646,1349.9429,218.0268,341.6949,184.5046,413.5765,112.0419,664.3447,459.7607,206.1048,168.5709,3544.5538,561.8939,101.6168,287.05,170.9952,611.9104,100.1637,27.77,1355.1239,434.7354,206.0471,14.1324,8.8679,118.1589,5.8314,401.212,53.5624,163.1142,12.329,51.8873,103.7681,128.3836,32.0827,137.3659,98.7419,155.5999,84.9965,64.2223,0.0
VNM_H49,548.569,251.4849,257.2531,19.2341,2.2144,1074.6112,433.9989,82.416,110.8869,211.5342,213.8861,36.068,191.1369,218.8932,157.2324,110.8247,557.1716,223.3082,79.9812,96.9544,68.5901,224.9184,51.1095,10.0969,513.3659,138.4378,93.3586,30.0988,27.4946,17.7375,1.8775,119.6992,12.2246,29.5471,3.6753,21.0906,30.8582,44.7161,14.0615,36.8088,31.6262,49.8163,17.2221,19.1207,0.0
VNM_H50,194.2579,76.0136,76.4914,7.8521,0.9282,345.1927,246.4241,37.4457,50.2589,64.3965,117.9002,12.4213,96.9782,83.1975,50.1923,34.804,300.5782,104.9112,20.9697,54.3812,19.2429,97.0803,21.6047,3.945,199.4167,56.4357,21.7694,40.9464,6.351,4.4265,0.5525,42.5255,5.9893,17.2432,1.2239,8.273,12.9826,14.3864,11.8433,17.5944,12.6211,16.0338,10.7515,8.5904,0.0
VNM_H51,127.5921,42.5814,168.1651,6.6864,2.2271,133.793,131.9834,19.2612,26.0771,64.305,59.2496,12.1939,46.7316,39.0055,45.7713,34.4995,138.7077,60.8399,27.7574,31.1681,15.0176,59.9942,10.2078,4.4279,121.8666,126.2605,37.9684,12.4095,20.3504,12.2631,0.7848,37.0764,8.1231,7.71,10.8766,37.2254,26.1169,45.6524,22.6764,46.835,26.2226,17.1035,5.5636,7.2666,0.0
VNM_H52,207.5155,37.719,26.4263,13.2921,0.1897,250.9098,294.2001,72.4576,72.3473,17.0398,105.6862,3.9919,76.0126,58.5677,29.9227,41.0354,101.3661,76.8741,20.4883,44.5519,151.5452,163.1394,18.3845,2.5988,115.3987,885.7801,417.8335,454.6309,251.2626,1038.1574,13.1941,16.851,4.0092,8.2463,3.4856,2.9582,4.7681,8.5159,7.7664,3.3012,6.5705,2.9148,2.6588,8.3136,0.0
VNM_H53,10.0121,0.2974,2.1223,1.0101,0.7028,4.4273,28.3737,2.8349,3.2209,0.1795,2.3562,1.0786,9.288,3.236,1.3242,3.771,2.5681,3.8767,0.9039,1.0606,0.757,12.8368,1.4098,1.249,8.4656,143.8449,2.5451,0.4479,0.1542,3.2829,31.229,9.3942,5.6131,7.0237,3.6428,46.708,11.7879,27.6874,23.0732,43.2141,16.859,1.1761,2.0493,3.1315,0.0
VNM_I,298.6864,20.7931,56.8654,6.8571,17.8472,78.4113,120.4383,21.6306,38.1172,6.6806,20.9706,22.0131,51.4631,50.5574,16.6248,31.7831,106.2982,25.5109,10.9068,10.2664,21.6898,68.7654,31.5101,10.3817,226.0505,727.5395,55.9013,12.4704,4.3097,25.0539,8.4743,79.4394,52.2878,13.5185,51.0194,343.9527,121.489,228.6777,229.1109,534.6598,197.4029,19.2133,49.5039,46.3112,0.0
VNM_J58T60,4.9791,0.2708,1.4013,0.2908,0.0263,9.8042,3.346,0.4149,14.2184,0.139,18.4872,0.9244,5.0035,6.7118,0.6188,1.619,6.2455,0.9083,0.1958,0.4192,0.1415,2.1497,0.4973,0.5392,4.0163,108.1454,1.55,3.9766,0.205,0.6527,0.1998,3.2191,220.5311,8.8295,6.0503,24.2191,5.0675,414.5257,2.1283,55.1205,55.3833,2.2117,93.1419,4.8907,0.0
VNM_J61,112.9907,7.2006,47.5942,2.5471,9.1943,15.9505,38.4981,6.6541,12.9213,2.3704,7.8354,3.2073,14.4771,11.8314,5.3832,10.0653,30.0005,11.6619,3.1112,6.3741,8.9032,17.9373,11.0887,5.1859,45.2003,343.8529,22.6732,4.1687,4.5135,12.1121,10.0553,30.5026,14.1895,1132.4252,117.0642,159.1117,55.5833,108.2502,24.3737,93.7482,55.6447,6.9673,8.4993,17.371,0.0
VNM_J62_63,4.0309,0.2844,0.5965,0.0789,6.7552,3.1385,6.5881,0.7159,4.398,0.079,5.7438,1.3792,3.9052,1.4407,1.8342,2.1427,44.3607,2.2751,1.4055,11.3895,3.108,2.7446,1.1438,1.1417,6.6972,75.1928,2.3111,0.1784,2.9844,3.8266,0.3472,3.1425,5.4874,600.7184,295.9779,92.4695,13.1784,43.9864,15.4668,52.6937,24.3759,1.631,2.25,1.7316,0.0
VNM_K,369.017,30.2194,471.201,15.9429,1.5853,152.1401,486.0617,84.0755,284.431,85.7944,247.504,20.91,196.5558,134.493,65.0251,102.2945,130.9243,104.1965,44.0001,24.0593,341.3129,209.7357,32.0385,16.9239,571.8323,2281.7665,130.4674,73.0524,103.3842,30.8555,6.4727,366.5524,15.7727,21.7091,19.0782,5819.5863,279.364,98.0543,70.545,89.237,81.7522,13.1627,18.1879,49.3992,0.0
VNM_L,74.0861,5.2654,10.4643,0.9427,0.4087,15.9709,34.5952,5.7887,20.5154,0.3487,12.1907,2.5738,18.245,11.6003,2.2003,7.8843,9.3796,11.9165,5.4827,8.948,0.8218,28.4461,2.4628,5.1744,41.8364,1093.998,15.5359,4.5217,5.4867,23.5605,9.3574,149.0554,9.7992,8.7823,41.1328,346.9992,384.3186,116.0233,21.112,54.3228,273.3145,2.6176,12.699,49.9281,0.0
VNM_M,178.3803,10.551,177.6137,145.4675,95.8199,326.651,76.8464,18.0078,120.6202,1.0584,269.948,64.4755,65.2722,69.1244,29.4131,53.9669,214.0664,69.7085,8.5879,155.5798,35.3159,77.1262,13.8249,18.7552,304.3351,1251.8184,25.537,17.3119,45.2239,39.8153,5.4782,139.3421,65.6556,70.5792,48.3613,516.6785,392.5661,1024.5204,113.8824,174.1933,183.0068,6.1566,18.3851,29.4132,0.0
VNM_N,51.6497,2.5116,43.3066,1.3789,0.1935,35.2407,99.2914,6.5531,10.2313,1.6101,10.0121,2.2279,36.8702,15.8555,6.418,13.8634,36.363,24.5761,2.6797,3.5115,1.6501,26.7708,5.1407,2.7673,143.3438,330.9535,59.9698,9.9032,89.2356,184.3124,2.7443,18.1106,16.7899,14.7933,9.6376,46.5887,159.3882,86.0358,81.0979,36.3008,46.9029,17.5133,11.3716,2.9847,0.0
VNM_O,17.9303,0.174,1.2944,1.0412,0.0175,14.7267,17.2928,3.1098,1.5009,0.1468,3.3618,2.2781,14.8374,3.6431,0.52,8.3672,9.7104,3.5916,1.6308,5.8607,0.0708,2.785,1.6626,0.4323,194.0957,111.5347,2.7421,0.2246,0.75,8.3312,0.2245,3.4852,1.7894,0.1776,10.0339,14.5222,27.156,18.7176,3.1261,57.5287,14.5369,2.2487,2.0672,3.2454,0.0
VNM_P,6.3189,0.2621,79.5066,2.0837,5.4682,2.4926,4.3789,0.9296,1.5986,0.1448,1.6837,1.1324,4.299,2.2666,0.3326,3.3041,13.7829,1.8737,0.2841,0.5148,0.097,5.0365,5.9951,0.175,6.3072,56.711,2.5577,0.0459,4.0074,1.6929,0.0599,1.5655,5.5609,14.0556,12.8867,26.5321,17.6239,17.0358,11.3519,42.9925,184.9072,3.5766,3.6364,2.6055,0.0
VNM_Q,2.9915,0.0571,0.0137,0.171,0.0,1.6739,3.6078,0.4286,0.3059,0.0653,1.1329,0.5697,1.909,0.9294,0.5521,0.8305,0.0177,1.4084,0.0336,0.3306,0.263,1.5391,3.2737,0.2733,4.1321,8.0287,1.2318,0.2337,1.3018,0.5425,0.2406,0.5786,0.373,0.2431,0.489,8.7354,2.3955,1.877,1.0966,13.7301,11.1541,23.0472,2.8368,1.0109,0.0
VNM_R,0.4763,0.0003,0.0013,0.001,0.1773,0.2338,0.2183,0.027,0.1657,0.0,0.7853,0.0001,0.282,0.0423,0.0059,0.0726,0.4929,0.0507,0.0029,0.1303,0.0022,0.3493,0.0296,0.0344,1.2546,2.7428,0.0888,0.2135,0.2552,0.0874,0.0757,1.1891,4.2113,1.6503,0.351,0.4682,4.8962,76.4709,1.0474,18.4917,9.6479,0.1468,261.0825,6.3153,0.0
VNM_S,10.7464,0.873,0.1778,0.5615,0.0007,2.0877,6.3192,1.1196,2.2323,0.8276,1.0352,0.2118,5.4323,2.7986,0.7215,2.3961,18.8158,4.3027,0.6451,0.364,0.1549,4.3468,1.2075,1.6657,7.2483,65.7598,1.9673,0.4393,0.409,1.9471,1.0602,32.1627,2.6434,1.1625,3.9377,9.0089,15.9785,81.1726,4.833,52.018,25.7063,5.3012,3.206,14.744,0.0
VNM_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
