V1,CHL_A01_02,CHL_A03,CHL_B05_06,CHL_B07_08,CHL_B09,CHL_C10T12,CHL_C13T15,CHL_C16,CHL_C17_18,CHL_C19,CHL_C20,CHL_C21,CHL_C22,CHL_C23,CHL_C24,CHL_C25,CHL_C26,CHL_C27,CHL_C28,CHL_C29,CHL_C30,CHL_C31T33,CHL_D,CHL_E,CHL_F,CHL_G,CHL_H49,CHL_H50,CHL_H51,CHL_H52,CHL_H53,CHL_I,CHL_J58T60,CHL_J61,CHL_J62_63,CHL_K,CHL_L,CHL_M,CHL_N,CHL_O,CHL_P,CHL_Q,CHL_R,CHL_S,CHL_T
CHL_C20,311.5675,27.1101,1.018,411.2132,1.2505,293.3247,31.996,117.7093,195.7171,102.3911,599.488,55.4333,320.4369,112.6135,29.7685,84.3485,2.4196,12.5161,33.3509,0,12.7601,36.3531,24.6157,14.5905,275.9088,74.3956,16.1593,0.9628,1.581,4.1729,0.1041,15.1793,6.8247,4.9773,4.7718,14.9615,3.1688,25.9337,52.7753,43.5604,34.4694,54.2743,4.6852,18.8508,0
CHL_C21,57.4871,48.7859,0.0338,7.9106,0.0154,58.6294,1.5577,1.7915,3.0821,0.7426,12.5413,170.8724,2.5136,0.9071,0.5767,1.1977,0.515,1.3707,0.9503,0,0.8195,1.6864,1.7965,0.4051,7.2438,6.1788,3.2918,0.1266,0.5484,1.154,0.0152,1.1505,3.6504,1.5739,1.5018,1.5563,1.6972,11.8644,2.0778,9.3257,2.4107,515.1037,0.4343,1.5812,0
CHL_C22,63.6577,15.733,0.0664,84.1654,0.6827,348.8217,10.2379,11.3042,59.9187,1.2392,45.1769,15.6627,120.6608,16.4056,3.6455,27.0906,0.9026,4.0159,64.9999,0,3.1561,19.5875,4.2267,1.5958,177.5646,359.5193,65.7813,0.3072,1.6214,4.1189,0.1266,10.1275,2.4008,3.0656,2.432,12.7808,1.3129,12.5568,10.2348,10.053,4.7873,8.7513,0.6896,3.9861,0
CHL_C23,10.8992,1.1672,0.1552,57.0493,0.2906,161.6357,1.928,8.0482,7.0451,1.2955,14.5162,9.0557,8.9046,401.0314,3.1186,28.3578,1.6859,7.2237,11.5834,0,5.4257,10.4328,9.3082,8.495,1765.7434,56.0444,0.611,0.0714,1.0707,0.2109,0.1892,5.0874,1.522,10.4727,1.1288,1.8668,0.3068,6.3077,1.3118,5.0636,10.3986,3.0581,0.2123,4.5854,0
CHL_C24,12.2272,1.6753,0.5944,44.2709,0.0507,18.2641,3.4677,13.4844,20.0032,1.6709,9.8491,1.2441,10.2695,13.3976,236.4239,404.1954,3.2336,23.4911,129.5786,0,22.5641,33.0663,15.9295,0.8175,473.2351,19.0085,4.8234,0.399,0.5533,2.0294,0.1342,0.663,1.0066,5.942,1.2562,7.8375,0.285,9.4346,9.2911,5.1251,1.8931,18.1958,0.5214,6.6359,0
CHL_C25,27.8851,6.1954,3.121,274.1831,0.4686,193.3792,13.5912,19.0853,20.3312,1.7273,27.3178,4.4788,17.634,19.2097,10.6234,93.6949,2.4296,11.7334,27.3317,0,13.8097,41.7466,35.2784,4.5365,1041.126,87.1885,36.0342,2.2757,8.2602,16.2635,0.3818,4.9312,1.9248,23.4788,4.2221,24.9841,4.1297,25.3048,49.0603,23.2326,7.0611,18.1239,1.9414,11.8321,0
CHL_C26,0.5099,0.0332,0.0108,1.7389,0.014,1.0296,0.2666,0.7753,0.3592,0.0106,0.3657,0.1042,0.1746,0.0967,0.0606,0.2185,0.2446,0.1598,0.3031,0,0.0756,0.5389,1.0887,0.1788,1.8489,11.1244,0.8597,0.026,0.0277,0.1817,0.0382,0.3424,0.2798,11.5078,13.4254,2.5571,0.2361,2.5222,3.4731,2.5049,1.7238,0.5277,0.2273,2.0265,0
CHL_C27,4.3043,1.603,0.2241,12.6245,0.0489,8.7638,1.2203,2.4113,4.2821,0.6241,2.7262,1.9303,1.5099,1.1622,2.6775,4.5211,2.5831,19.5866,10.9969,0,3.6811,6.9147,15.8464,1.0703,67.8766,40.2493,11.5509,0.8062,1.1746,1.7444,0.1161,1.8087,2.2003,16.3766,2.7975,14.803,0.4258,8.4665,20.7349,11.0977,5.6271,51.1671,1.4348,9.6667,0
CHL_C28,23.5517,12.237,3.6026,183.3828,0.6748,47.3572,2.8317,21.6156,18.2151,3.9545,16.5807,2.7945,15.3425,8.0954,9.233,12.6797,3.845,17.5375,56.0617,0,19.822,81.2129,25.8634,3.0207,98.9233,131.8783,21.4241,2.5112,15.6109,4.6044,0.1342,6.4846,0.7129,6.3573,2.5148,10.2935,1.169,63.3828,22.363,28.507,4.1526,10.8813,2.074,11.0666,0
CHL_C29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CHL_C30,3.4674,0.1423,0.0818,10.1291,0.0,0.7735,0.0734,1.7771,0.0224,0.2818,0.0049,0.0,0.7508,1.2222,0.0184,3.7953,0.0133,0.033,2.9634,0,20.7777,5.3837,1.554,1.8317,4.8318,75.5112,77.2457,2.6312,10.8498,2.3068,0.0539,0.3736,0.0914,0.115,0.6844,0.3793,0.1873,2.0315,15.6524,59.5757,0.0069,0.2706,0.5883,2.0616,0
CHL_C31T33,16.6283,7.1516,2.2308,182.4216,1.263,60.2961,11.2346,30.5153,54.4579,5.67,9.3461,6.3358,7.4436,12.0955,16.271,11.2742,0.9336,3.3669,18.3357,0,12.1147,22.0757,52.9077,35.2244,111.9301,173.8688,69.7942,17.6785,22.5826,25.7603,1.4847,6.3345,6.0098,106.1841,5.5661,24.0236,5.946,25.2291,108.0871,63.5504,24.7232,36.8639,6.5933,9.5056,0
CHL_D,240.0492,27.2482,1.3489,2537.0924,2.486,800.7999,32.3858,255.2342,565.9739,181.5827,253.489,20.3793,113.0679,252.8954,105.5823,77.2226,4.0266,10.9709,48.2842,0,17.0476,23.2682,3541.8868,196.8661,261.0407,915.662,197.8062,4.9548,9.8885,133.8551,3.2249,109.7477,30.4969,274.7858,54.9816,123.6824,272.505,116.7361,118.3828,389.2442,200.6787,118.5007,44.3098,86.6961,0
CHL_E,12.0765,3.3424,0.4618,177.1775,0.456,79.4254,3.4906,8.2031,184.8094,6.1149,17.7537,2.1489,22.7773,10.9015,4.7477,5.4164,0.2035,0.5924,4.1742,0,1.3253,3.585,47.705,159.6282,78.4998,107.2452,27.9582,0.2819,2.2791,11.4558,0.5164,17.0318,1.2134,3.5455,2.6729,5.7644,21.4005,13.2116,25.2884,327.8671,52.333,27.1145,6.5697,18.3801,0
CHL_F,0.2992,6.3547,0.6036,7.6482,0.0055,52.4941,2.8846,7.1901,10.147,3.1019,10.7286,3.189,5.4367,10.1166,3.2872,7.387,1.148,2.7694,5.3291,0,1.5883,3.0324,2.8884,69.3062,5114.4447,476.5495,3.3258,0.098,3.4545,3.541,1.5747,5.568,10.6055,41.1131,25.7904,45.5133,4889.7469,12.361,7.8177,8.3011,9.5203,4.9908,2.651,70.0862,0
CHL_G,1262.414,372.8753,8.9832,985.4032,4.7968,2969.4967,301.4567,274.7615,429.133,83.4906,370.757,242.1014,221.9799,164.6071,105.2185,176.4517,14.5778,76.8589,167.3358,0,90.7361,207.386,407.5911,135.8769,1351.4308,2249.4986,1860.9128,64.7758,196.3839,130.7817,16.2908,399.623,91.3945,450.9146,122.7622,274.051,50.2106,452.0679,723.0784,383.455,189.112,753.0361,55.6718,125.8278,0
CHL_H49,393.341,74.7466,4.3231,324.889,2.8561,1009.8317,47.9957,171.9312,189.7474,61.0774,136.898,36.785,63.9534,110.8042,46.2628,76.4756,3.9537,20.7202,51.578,0,19.8613,56.3642,205.2221,40.6362,509.7219,1280.0651,925.5743,15.9396,37.6398,84.7713,22.8309,71.1771,17.0463,37.4759,22.4909,46.1941,8.5748,117.924,115.6569,86.6469,77.2357,107.0989,10.3298,31.5407,0
CHL_H50,14.0592,0.3312,0.0794,11.2588,0.0344,11.5044,4.2558,2.0024,6.8201,4.2015,0.6325,2.9631,4.8867,2.4034,0.3169,4.4133,0.3228,2.0848,4.7925,0,1.5216,5.0025,10.7606,1.5942,35.2173,13.1672,13.6773,0.5963,5.5127,1.5621,0.0409,4.6235,1.1627,3.5967,2.4391,1.7779,0.35,5.0199,1.7333,2.91,2.1325,12.0101,0.4154,2.3421,0
CHL_H51,22.2267,8.5442,0.9916,41.597,0.3215,32.7589,2.6125,8.4337,8.3759,10.252,10.2198,2.2576,3.46,5.0014,2.0544,5.752,0.3723,1.5706,4.3577,0,1.736,7.0597,20.5492,3.6132,69.7336,91.4133,24.76,2.8886,40.1363,10.1021,1.9539,6.1308,10.5018,15.0812,15.9565,12.0637,1.4913,23.1376,40.9488,17.9382,5.9391,9.0468,4.1582,4.8132,0
CHL_H52,80.1756,33.445,0.3714,151.205,1.2421,294.6948,20.9273,75.9913,77.0621,12.7858,47.9147,15.4136,20.6093,29.37,15.3326,26.7527,2.042,8.512,18.1831,0,7.4941,23.064,112.3549,15.1944,90.4512,916.7642,500.9753,110.799,117.3264,272.3917,1.3154,28.1684,11.0458,24.3754,16.3437,24.9375,4.452,33.0939,27.2536,33.4954,9.5784,26.5265,2.6605,8.3657,0
CHL_H53,1.0946,1.7552,0.0089,0.2368,0.0067,5.142,0.9762,0.4075,2.0682,0.3079,0.7612,1.4897,0.9068,0.3384,0.4334,0.9348,0.4647,1.2877,1.1833,0,0.3576,2.1316,7.6089,8.4777,7.8936,144.4774,69.3189,0.3473,0.11,13.8238,51.5927,4.1136,2.6959,12.4632,8.8589,48.0523,0.7304,15.4411,22.091,27.7473,3.6029,3.7089,1.0336,3.1405,0
CHL_I,24.875,0.4973,2.4743,190.296,0.0206,14.1303,1.9715,9.1022,2.7985,2.9531,1.9242,7.3376,4.2964,6.8284,4.4167,12.5355,0.5474,1.2704,9.1522,0,1.5682,14.0591,1.217,1.4017,176.6747,129.4701,49.0867,2.8736,73.2007,6.8864,0.5881,9.9032,9.4455,6.5777,11.6721,14.7646,3.8265,55.7034,93.5993,66.7503,30.5264,26.0146,19.1859,30.5043,0
CHL_J58T60,2.6343,2.4598,0.2114,4.0938,0.0303,23.3492,0.9713,1.0315,2.8015,0.449,4.8413,0.8165,2.581,2.5807,0.5079,2.4062,0.3508,0.8135,3.4086,0,0.4941,1.8191,3.3375,2.4184,9.7119,41.3306,3.9105,0.4684,4.9379,1.8982,4.319,7.305,91.9352,316.9052,8.0204,17.5287,17.3008,95.6379,18.7179,16.7269,37.58,2.8091,0.8208,2.0385,0
CHL_J61,24.7789,4.0884,2.48,35.379,0.2598,56.3756,7.4364,7.9153,14.6568,3.5331,15.2085,5.9621,6.4775,7.5823,2.3428,12.6501,2.9419,7.9613,10.2026,0,2.2988,18.3847,66.2418,12.569,98.2238,356.4682,66.7763,2.8395,15.6331,30.1369,13.1616,25.0012,37.6447,1440.9977,87.8802,199.983,19.8688,151.0308,147.0521,150.6595,87.3644,60.0646,14.2429,32.6896,0
CHL_J62_63,3.2163,0.2527,0.1562,60.7782,0.0274,45.8943,2.1683,12.9287,28.2668,3.6972,32.2377,3.8387,3.5745,4.5511,3.4125,3.6583,0.9729,2.3784,5.5891,0,2.3653,5.1905,76.8368,8.3502,27.3094,437.3126,49.4125,1.3289,95.4916,25.8357,3.3354,7.9589,18.68,276.2392,701.0584,422.1864,8.0377,111.4978,125.7343,156.5904,34.544,37.4417,8.9025,14.119,0
CHL_K,190.9964,32.7183,12.8122,257.3313,1.0025,267.9056,22.7201,50.7137,67.325,31.0073,57.1041,18.1066,38.7197,25.3518,34.7507,43.6627,3.9326,13.1719,40.6089,0,15.2939,40.4913,1154.2131,42.3642,527.08,1599.0576,404.1803,22.1252,53.2049,223.8158,8.5963,52.7524,33.8512,122.3035,119.8664,3879.1503,450.7225,384.2818,305.8718,294.1713,125.0928,63.6782,32.5782,44.0548,0
CHL_L,11.3979,18.6687,0.1391,49.1917,0.2241,229.8481,24.1082,11.758,13.3264,3.2677,47.1417,9.609,14.3538,18.1425,3.6331,11.0872,3.2349,10.5473,11.5276,0,3.7848,25.3478,72.1473,14.4339,108.4474,2646.0122,111.5438,3.3856,83.7167,137.8269,7.2164,240.4523,64.2953,350.39,110.9374,550.259,192.2331,465.9442,253.188,209.656,395.9643,193.62,110.8524,98.1219,0
CHL_M,105.8778,20.1576,27.4646,1787.7716,8.9071,1249.6931,33.5096,94.5571,217.6285,58.8441,210.0448,189.6334,30.6343,49.563,15.8264,72.3903,8.9575,29.0474,36.6438,0,11.99,59.2939,661.8515,68.9219,690.2405,3285.6142,173.213,14.025,86.4802,117.4029,11.9286,104.0528,175.9622,654.993,203.7856,1304.3135,124.4066,2859.4627,675.3369,193.7546,320.8954,109.5997,161.4539,120.5502,0
CHL_N,225.0408,129.51,8.6756,769.8147,2.8975,588.6222,12.0387,148.4488,117.2925,31.6555,133.061,33.3622,38.369,62.0574,10.0668,62.2214,6.2831,20.0061,45.1096,0,12.4214,78.3651,496.2089,133.6959,599.0834,3119.8655,506.1491,20.1393,396.4871,377.7369,34.0134,106.6082,137.8419,760.8999,254.4387,978.1523,114.9645,369.3035,1011.2712,842.0871,358.7452,327.7632,126.5203,155.8494,0
CHL_O,30.0362,6.5334,0.1459,37.8416,0.1979,55.1588,2.711,9.9272,55.7891,2.8318,10.9611,12.0954,7.5656,5.2105,2.3246,3.6361,0.2862,1.0845,5.6163,0,0.9823,3.7787,22.5954,20.0629,30.252,171.6534,59.2949,11.3858,14.8475,59.5741,0.4107,8.1029,2.8586,15.2555,16.5905,20.6281,3.9068,18.7648,12.2286,71.8705,7.9188,14.4185,1.9741,4.6958,0
CHL_P,1.5673,0.1971,0.1774,20.3886,0.0625,9.632,0.5778,2.7684,3.0193,0.5947,2.3534,0.6584,0.5177,0.7644,0.363,1.1004,0.2477,0.5993,0.6436,0,0.387,0.9375,16.6934,0.7887,9.1223,37.5645,3.1168,0.3553,2.8475,2.8173,0.1897,1.8679,1.96,9.5631,20.015,20.6447,2.2837,23.5087,19.2062,5.9683,5.4401,3.2812,1.805,3.0947,0
CHL_Q,4.1356,5.0357,0.0221,6.8365,0.0155,10.4367,0.9182,1.5986,1.9058,0.2927,2.311,0.5875,0.6383,0.7574,0.3121,0.7187,0.1458,0.4604,0.5736,0,0.2593,0.9663,8.2144,0.7392,5.6643,71.6698,5.2032,0.5299,4.24,4.9464,0.4824,6.5929,2.9538,20.813,17.9115,36.5312,4.493,27.1402,29.1075,10.1496,10.5448,528.6758,3.0842,15.2557,0
CHL_R,0.0032,0.0001,0.0002,0.0039,0.0,0.0105,0.0,0.0,0.5516,1.9163,0.0313,0.0027,0.0013,0.0,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0023,0.0,4.5904,0.2401,0.0,0.0,0.0,0.074,0.0,0.0453,171.5846,0.0091,0.0194,10.4704,0.0472,72.6469,0.7682,61.3538,5.3322,0.0,177.5346,2.3401,0
CHL_S,21.7826,3.8354,0.4365,40.7227,0.3639,38.9336,2.7118,12.4226,15.3207,1.2152,5.0807,4.5948,3.6094,2.2626,0.6801,5.4519,3.0014,8.1541,6.1142,0,2.9077,9.648,28.9763,3.5022,115.5204,97.6736,32.0485,5.5118,7.1024,5.5926,0.434,15.7121,11.7198,96.6407,28.8518,27.8045,3.7261,40.0234,46.5788,16.0965,10.345,22.2452,8.0639,8.6728,0
CHL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
