V1,HUN_A01_02,HUN_A03,HUN_B05_06,HUN_B07_08,HUN_B09,HUN_C10T12,HUN_C13T15,HUN_C16,HUN_C17_18,HUN_C19,HUN_C20,HUN_C21,HUN_C22,HUN_C23,HUN_C24,HUN_C25,HUN_C26,HUN_C27,HUN_C28,HUN_C29,HUN_C30,HUN_C31T33,HUN_D,HUN_E,HUN_F,HUN_G,HUN_H49,HUN_H50,HUN_H51,HUN_H52,HUN_H53,HUN_I,HUN_J58T60,HUN_J61,HUN_J62_63,HUN_K,HUN_L,HUN_M,HUN_N,HUN_O,HUN_P,HUN_Q,HUN_R,HUN_S,HUN_T
HUN_H50,2.9706,0.0099,0.0105,0.09,0.0288,4.2259,0.506,0.4191,0.8652,4.2394,2.2232,0.9935,2.0733,1.2201,2.11,2.0815,4.3823,2.1919,2.2142,8.7379,0.5115,1.1308,1.2366,0.3227,5.1075,4.6673,1.9844,0.5176,0.8255,1.1468,0.0567,1.176,0.1888,0.1016,0.1562,0.1768,0.6808,0.9096,0.8488,0.4864,0.2657,1.8653,0.3934,0.3329,0.0
HUN_H51,8.1641,0.0227,0.023,0.2161,0.0722,11.012,1.3794,1.1473,2.3369,9.9324,5.7657,2.2615,5.4367,2.9983,5.3955,5.8362,7.5035,4.859,3.8782,23.8919,1.3363,2.6852,3.158,0.6679,12.4726,4.7855,2.8818,0.2196,0.7353,0.7172,0.0857,2.4096,0.4184,0.1954,0.3232,0.14,1.2406,1.2839,0.5397,0.2967,0.1315,5.0518,0.3211,0.6405,0.0
HUN_H52,23.6286,0.2177,0.1321,4.7564,0.3885,76.133,4.4506,3.4166,7.2433,13.2403,15.5705,10.4634,20.1502,21.4349,14.0514,12.0195,23.7696,5.9078,17.5132,37.039,2.0229,8.7995,89.133,13.2633,110.0727,298.9775,311.1924,5.7881,174.0912,403.2701,8.653,10.5705,6.5573,4.7973,7.2663,6.1209,14.3559,23.7425,19.26,50.4826,5.5586,6.5149,9.4456,15.3035,0.0
HUN_H53,12.2365,0.059,0.3164,0.504,0.0814,12.0446,1.4164,1.0675,3.441,2.7448,7.2402,7.8951,5.5854,3.085,1.4337,4.0374,14.417,4.8749,4.6091,11.7169,0.4257,2.8249,17.8488,16.2029,20.334,76.5099,10.5445,1.3362,2.2743,9.41,27.078,7.7412,21.0419,13.9331,5.7819,81.2625,47.4412,35.324,18.8205,110.7214,15.6839,19.6378,18.8444,14.3563,0.0
HUN_I,1.2333,0.0459,0.2957,0.1284,0.7388,6.2594,0.7788,0.2047,0.9373,0.7867,1.4745,9.4598,3.5305,1.3662,3.5669,2.8112,4.9845,2.3279,5.9777,10.0342,1.5006,3.9203,1.5935,3.8821,19.0104,18.2202,5.6588,3.098,0.9133,2.5381,1.7677,155.4566,4.684,0.9264,10.2852,4.5235,2.598,33.3402,100.1548,20.1344,10.9211,48.3772,6.4722,9.7203,0.0
HUN_J58T60,3.9233,0.0521,0.1444,0.5609,0.3391,29.595,1.2779,0.8016,8.0596,2.3925,8.3672,25.8228,12.5495,3.5252,3.0894,3.7922,16.263,5.6179,10.123,23.3427,0.5592,3.3332,5.5514,2.8458,18.4059,122.3104,14.515,1.7682,0.8906,5.2827,2.5095,13.7776,256.1618,29.1122,23.2575,17.265,24.4586,62.998,25.2787,28.6652,36.0251,7.2396,79.9254,18.5882,0.0
HUN_J61,11.6532,0.2772,0.4206,1.0605,0.1933,22.0096,2.3679,2.7746,5.2657,4.1055,7.4523,8.1402,13.2696,6.6789,3.9165,9.2084,11.8344,8.6351,13.886,18.2742,1.3297,6.7443,7.958,11.3276,60.1796,105.3459,33.6178,0.6879,1.2768,8.9166,4.9736,14.5971,68.5148,59.7597,42.0037,37.3094,28.2979,76.84,37.4289,98.943,26.8116,28.0557,33.1049,21.849,0.0
HUN_J62_63,14.3086,0.1053,1.0348,1.719,3.3123,71.4736,3.3476,2.3135,11.4633,16.3883,14.2242,31.6832,25.5341,12.5902,30.0028,14.127,61.1002,36.531,38.6024,107.4366,2.6884,10.836,64.6664,20.614,83.4255,259.7866,52.1546,4.0935,7.2142,40.658,14.6081,20.9411,51.5469,51.5981,255.3432,260.5236,62.3775,178.8395,83.1306,280.1296,37.5758,39.985,38.3064,20.7115,0.0
HUN_K,153.4996,0.6452,3.5098,5.6454,1.7655,92.7266,11.6566,11.316,18.9383,43.4516,61.3446,38.9439,49.8592,20.3449,20.1963,45.9828,52.2944,66.5557,35.0115,93.1989,5.0277,31.6389,53.8562,33.522,245.9788,630.6756,117.8994,5.988,30.4652,70.6561,10.114,95.5856,20.8056,36.3135,57.8777,1351.2491,768.0662,267.3588,138.9618,297.2026,25.905,39.8522,31.7157,70.4412,0.0
HUN_L,39.5368,0.4525,1.3581,6.0223,0.1871,89.1083,11.0799,10.5788,34.4055,75.0794,23.3248,17.4636,57.7778,16.1606,10.129,43.5279,32.51,17.862,44.1246,120.0742,9.2376,32.9465,62.8902,94.4301,206.6547,1099.2542,109.5509,1.5336,28.9737,93.4522,11.2621,186.5393,54.4012,66.0391,95.7201,147.5561,223.8188,378.964,177.238,253.3895,129.9026,129.1268,178.8291,228.8763,0.0
HUN_M,59.3558,0.6232,7.3522,18.8581,11.4643,271.9701,14.8244,12.1708,33.8896,35.4122,46.1717,351.6628,100.3905,52.9827,42.0378,75.3667,194.1127,158.5491,134.7092,702.0951,16.9434,56.1387,181.0469,58.5752,547.2475,991.672,73.7672,19.7314,17.1103,64.7698,10.5356,73.6195,102.0318,59.5611,183.1255,123.9816,401.923,859.5707,265.4935,244.1004,46.4283,57.7427,88.0061,70.8128,0.0
HUN_N,48.0008,0.5021,1.1022,11.4357,2.6275,161.5867,16.0419,14.4339,50.6505,25.9537,49.6914,103.9885,86.5154,40.5925,40.9079,91.1643,188.7829,98.6488,116.707,260.9184,10.6156,65.0909,136.7303,73.8035,272.5467,764.2588,177.1099,17.7353,10.823,80.676,35.269,107.7389,79.4895,50.7961,144.5327,217.9974,301.4846,251.3886,334.6565,192.0587,85.061,106.6699,155.1138,62.8812,0.0
HUN_O,13.1092,0.3947,1.7637,3.0705,3.29,27.4013,2.5879,1.6992,18.5665,6.4872,8.026,7.2627,11.7402,5.2557,34.6506,7.7319,13.0779,9.889,10.3376,36.8559,1.6372,5.5235,20.4426,70.9098,39.0454,209.7591,47.1901,3.2083,1.109,20.4565,3.7672,21.9348,8.4142,34.6562,31.4068,61.0608,37.4392,72.9348,31.1161,309.1509,19.1108,10.7001,31.8982,29.6038,0.0
HUN_P,3.0235,0.072,0.1473,0.1927,0.1076,8.0782,0.6187,0.7221,1.9256,4.8041,2.5681,8.3305,9.8842,2.7205,2.0988,2.7858,6.7185,4.6889,7.1135,7.8841,1.2558,2.2253,3.6197,3.5234,15.1092,44.597,8.9752,0.0854,3.3146,3.1757,2.4518,3.1775,1.6267,3.3509,13.1621,21.6816,8.9242,27.6811,13.4628,43.0463,280.8017,9.9216,1.8541,13.4216,0.0
HUN_Q,0.6414,0.1526,0.0741,0.1268,1.3337,8.1578,2.1597,1.2969,1.3959,1.1453,3.611,20.8437,4.0785,3.2688,3.8415,3.6505,4.199,2.4367,3.811,6.94,0.7536,4.5553,3.3467,2.9334,9.4967,38.0518,13.2521,0.3944,0.467,2.8534,2.7373,8.8222,0.9135,0.4409,3.0811,3.7477,3.8145,8.4343,11.3851,2.6885,4.9233,136.1056,7.026,9.292,0.0
HUN_R,2.5607,0.0158,0.0301,0.4486,0.0326,6.5397,0.4824,0.7844,1.4565,0.9661,1.1043,2.102,1.2107,1.0574,0.7806,1.9232,2.228,1.5498,2.4232,5.7464,0.2283,1.5057,2.25,1.5042,9.1437,26.8027,4.0645,0.3661,0.3998,2.3052,0.6662,4.0363,36.8313,1.6876,6.0763,3.8475,6.2197,9.5266,15.1637,3.9854,1.6511,3.598,40.1093,3.706,0.0
HUN_S,19.8814,0.105,0.0993,0.6548,0.0912,19.8518,1.4856,1.9516,4.472,3.2171,5.794,13.7255,6.7723,3.3592,2.5848,4.856,11.6208,7.0307,6.4925,13.6594,0.9475,4.7581,7.8462,11.9293,28.8229,97.3633,18.0761,0.6936,3.3263,8.8008,4.5881,14.997,5.4846,46.9819,50.3535,37.7974,41.106,55.285,33.1199,33.6948,23.7398,30.3204,27.1415,17.5257,0.0
HUN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
