V1,BRA_A01_02,BRA_A03,BRA_B05_06,BRA_B07_08,BRA_B09,BRA_C10T12,BRA_C13T15,BRA_C16,BRA_C17_18,BRA_C19,BRA_C20,BRA_C21,BRA_C22,BRA_C23,BRA_C24,BRA_C25,BRA_C26,BRA_C27,BRA_C28,BRA_C29,BRA_C30,BRA_C31T33,BRA_D,BRA_E,BRA_F,BRA_G,BRA_H49,BRA_H50,BRA_H51,BRA_H52,BRA_H53,BRA_I,BRA_J58T60,BRA_J61,BRA_J62_63,BRA_K,BRA_L,BRA_M,BRA_N,BRA_O,BRA_P,BRA_Q,BRA_R,BRA_S,BRA_T
BRA_C20,12147.0222,21.0225,854.559,734.4815,21.1876,1531.1725,1125.7503,243.0057,1325.7639,4335.1204,11546.0934,561.7962,3628.0396,593.0673,689.8912,469.4454,56.8486,474.1722,75.7848,410.7182,21.6574,507.5942,48.7316,158.6082,1205.4241,867.0323,259.8571,4.7138,15.7166,36.4734,10.0443,171.4609,39.934,24.8837,19.4094,47.3812,202.9743,183.7422,555.3035,171.5469,128.9683,350.1676,47.8005,398.2415,0.0
BRA_C21,588.3876,1.1553,64.6595,7.2195,0.7043,118.7951,41.839,3.0592,19.6341,47.2322,156.9327,808.8676,31.7004,10.405,48.5785,10.9406,7.5063,4.4211,26.1236,11.7141,0.51,11.8066,38.9143,4.5556,18.6148,66.1555,26.3847,1.5345,3.8327,8.8557,1.5177,13.5971,1.6297,17.9603,1.8335,7.2994,24.364,17.737,9.1687,99.7346,107.5806,1709.7011,3.6008,174.6066,0.0
BRA_C22,264.8556,3.3822,39.3478,323.6041,7.6909,3092.1082,283.429,46.2148,299.9287,49.4054,685.1666,80.2144,2873.7721,360.1659,165.0313,159.4324,187.4693,354.9311,433.1305,2761.881,82.2222,657.3623,51.5172,95.9279,2776.0412,1155.908,1244.7179,80.6504,161.243,21.6423,6.7399,114.6303,119.1513,5.2974,6.9112,20.737,44.8101,164.3111,186.8625,34.692,48.0718,183.0165,26.1328,53.8626,0.0
BRA_C23,1207.8018,5.2976,15.1392,34.2701,11.6429,967.9826,30.239,69.5837,65.176,18.8172,268.3642,13.896,118.4572,1523.0717,118.2548,46.5785,2.0984,75.191,59.4805,535.8587,11.0607,151.0234,242.0769,128.2931,8330.1372,96.1604,11.9003,0.7415,1.3127,5.5636,1.4112,207.283,2.2605,2.578,2.7387,6.6223,599.9034,11.7946,26.0677,67.6114,30.6143,48.767,5.5704,75.452,0.0
BRA_C24,232.233,1.83,2120.5406,112.436,18.2781,402.4165,18.5713,32.0554,115.9966,88.1518,180.3562,9.8337,211.4358,161.4787,5664.8713,4382.0282,40.6645,1538.3561,1840.6165,3837.1732,100.5312,855.0237,63.5334,30.7547,2919.4224,461.7971,23.4092,1.0046,1.6123,15.3447,4.1298,71.104,7.4265,14.0443,15.7514,27.0842,28.0378,41.5767,82.9198,49.8997,36.2823,17.5608,22.5497,37.4676,0.0
BRA_C25,267.1925,3.8868,358.9255,401.8851,31.0184,2586.7006,52.1096,108.7243,41.8778,108.2911,504.3888,32.2404,58.8408,46.4298,733.114,1859.3881,184.3632,559.7357,1043.3266,1466.7306,118.2075,782.0177,387.8194,82.2971,3918.7497,312.4798,35.8389,2.1442,2.2809,6.5013,1.371,453.7742,3.8207,6.2269,4.2077,5.8774,89.6216,14.4088,61.8224,177.8851,19.8836,35.8411,5.0815,36.2167,0.0
BRA_C26,10.5761,0.1133,98.9564,65.6339,3.0086,50.1868,10.0617,2.0541,104.2681,27.6053,45.4008,4.9645,19.5757,16.1424,66.0765,4.0009,4932.2884,241.5333,240.491,196.1876,8.1996,234.7527,95.5274,5.0752,188.5366,91.9638,23.4105,2.4163,2.0956,58.6737,25.5316,593.6116,47.912,61.6935,520.8434,80.6291,10.3839,280.5408,365.2727,66.5877,146.4966,112.0475,18.4134,353.1564,0.0
BRA_C27,36.2954,0.6248,66.5438,48.6471,4.9156,90.8544,16.9913,7.2765,23.3147,9.0867,47.5666,3.9441,24.1105,31.7655,72.3276,26.787,409.1124,2104.4709,619.8793,549.6982,26.7828,462.8902,1006.48,38.5042,1751.5173,269.1731,271.1154,5.3136,1.6315,18.7057,5.1298,27.064,11.3152,125.13,10.9656,17.4793,110.3324,131.7902,148.5298,21.909,17.2424,12.8919,18.5999,377.4131,0.0
BRA_C28,23.3031,0.549,846.5056,1275.721,28.6601,814.3355,149.632,17.7502,225.1592,330.1384,545.7176,32.6726,32.0832,17.1372,702.0721,57.6944,52.5273,144.6901,2848.3546,321.4982,27.9906,1220.4316,47.8751,16.6158,676.7235,136.3389,31.0373,30.0378,4.3337,37.8441,8.3655,17.1932,7.441,10.9239,46.612,2.9152,81.9203,19.1491,228.4456,19.8154,4.5552,34.8717,3.4464,20.3938,0.0
BRA_C29,91.7711,1.4356,47.2666,100.9235,4.6193,112.1613,24.5292,6.0325,19.7856,29.8992,38.4148,6.0462,72.6703,26.112,70.2536,42.9157,48.5937,168.1797,667.7374,14845.6544,6.1899,1813.929,81.9466,10.6341,235.1441,3822.9632,2670.3575,107.1621,256.4907,383.8338,3.0945,58.0489,105.1204,18.5181,16.5548,10.0724,114.4163,164.5065,335.2545,189.4326,58.2031,43.765,30.5314,27.174,0.0
BRA_C30,2.8338,0.0381,0.0805,3.0216,0.0914,0.7041,0.0,0.0793,0.4441,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0847,0.0,1.0856,28.0568,831.3431,224.6438,4.6301,0.3798,27.1211,19.2089,101.9403,0.0,0.0,0.0,0.0515,43.5498,8.1155,1.2601,1.172,0.16,11.0442,3.1553,3.0752,32.8021,0.1404,0.0497,1.7923,22.4119,0.0
BRA_C31T33,70.263,7.9642,561.4024,895.4662,29.4415,822.8166,463.6637,137.0592,895.195,221.4651,559.0096,136.2311,137.4444,496.0321,3009.2592,176.2527,55.4113,112.9496,387.0025,374.4453,28.1142,795.5867,267.4226,200.6484,565.8505,934.9495,235.3769,303.6049,146.5961,540.6767,92.4355,82.7918,118.1716,68.4113,274.4611,92.262,63.5886,385.1997,563.1791,429.524,200.2066,2425.1115,128.093,235.9687,0.0
BRA_D,3198.1051,35.5046,90.6209,629.6637,35.4748,1505.2696,421.46,191.9837,475.4391,13.8062,1064.5121,61.302,478.5518,642.5263,1673.3736,274.4032,34.5069,122.3575,118.1374,410.1025,16.8325,120.7355,22008.9066,541.9053,134.9673,3599.9138,315.9662,12.6513,10.7301,234.7677,55.4447,947.9726,108.6544,408.5688,168.1049,515.2035,188.6569,408.042,1935.1096,1109.4738,874.9418,469.6141,260.4802,1016.6069,0.0
BRA_E,1.2885,0.0516,15.5864,106.9555,11.0394,259.4043,26.2719,55.4256,91.7191,120.3532,298.711,16.8082,129.3513,170.4046,2016.2541,42.6039,4.0007,12.7904,18.6125,106.9021,8.3033,22.1562,17.7591,218.0371,61.7132,777.0696,71.2383,2.17,1.6292,140.1465,27.4292,354.9871,16.6623,8.7737,29.0076,113.6682,91.1537,167.3823,1243.5062,1919.6779,308.6418,529.1702,26.3682,669.0222,0.0
BRA_F,65.9504,0.7884,302.904,1058.4867,33.0039,26.1562,16.2204,7.0282,13.543,10.5344,22.6613,10.4507,39.5155,6.743,646.1931,16.3496,15.0563,2.7539,16.906,66.3695,16.0682,7.3782,15.3376,720.8302,11726.8995,317.3857,74.4358,4.3543,8.0303,271.3229,52.6767,184.6248,36.9982,657.0677,173.6663,224.584,607.9586,174.0584,584.417,3150.347,384.7442,602.5491,36.2658,134.3846,0.0
BRA_G,6816.2774,76.244,909.8467,1863.7844,65.437,13082.3301,3659.0616,530.4397,1712.5816,11908.3395,4914.599,1114.6177,1870.1779,1179.9368,1434.6679,733.2844,3122.9468,1380.5557,2190.2903,6015.042,386.3551,2579.814,1960.8404,435.7533,5846.9581,4697.3889,6452.5473,159.5338,677.6649,383.5748,129.9088,5082.8569,419.2807,163.2235,385.09,486.2559,472.9587,1351.186,1410.3496,1617.0002,1110.1565,5155.4027,155.6043,1419.3569,0.0
BRA_H49,2620.9853,51.8558,1191.8682,1729.74,56.9245,10250.912,825.2792,374.9461,1108.9125,2107.7223,2814.7878,723.6627,867.6095,740.194,1988.6796,776.8679,492.1473,445.5215,661.0649,2023.9137,90.3521,568.2852,922.5033,97.9312,1009.8969,8169.4607,10209.3598,84.0222,110.011,1027.5362,383.752,718.1684,140.3548,60.5762,131.0319,240.8934,68.9533,428.986,319.2356,617.4775,636.7157,376.0616,54.6669,1048.5341,0.0
BRA_H50,78.6397,0.6308,558.1796,32.4362,0.9555,372.3074,23.2986,23.541,200.9987,72.153,136.9907,5.9819,25.2471,19.7926,85.7305,14.5246,37.6539,18.6713,48.6338,71.6654,17.3591,21.8388,27.258,2.8811,40.1474,118.1825,87.724,98.9836,2.9974,7.6001,2.0714,27.8244,4.5801,3.2024,6.3543,18.6328,7.2243,16.502,30.323,7.3461,9.2807,47.598,4.4884,34.4847,0.0
BRA_H51,135.6755,1.1253,436.3605,36.9743,6.0791,286.4229,58.2508,12.1849,42.4207,177.8737,186.9739,25.5804,47.3415,35.0118,76.9381,30.8487,86.9902,47.2924,61.1835,125.005,20.0471,53.5978,82.7284,8.6792,212.5418,349.1695,77.9467,12.1152,9.761,60.0956,30.1447,77.8809,20.6099,16.8389,77.8286,186.1113,13.5376,182.9191,67.277,174.4383,250.4836,94.1372,13.7571,1373.2549,0.0
BRA_H52,599.7888,13.8845,415.7803,528.2682,12.0237,2155.6354,154.4115,51.5947,266.7613,667.8163,567.8393,79.6832,128.1013,112.3819,585.5934,165.5532,186.3851,159.1138,137.4452,674.4719,27.4165,154.2612,122.8589,14.8832,400.7818,1087.7101,952.4871,254.6522,559.1736,315.5735,36.4412,245.6018,21.2426,16.2488,21.3613,29.552,29.0104,74.191,73.8332,170.151,45.7103,111.2065,9.4907,207.132,0.0
BRA_H53,0.5821,0.0994,11.6921,18.8622,2.9895,181.9636,102.0769,9.3825,89.0315,21.2615,200.1303,42.152,27.3482,33.2379,19.2076,36.4551,62.3168,28.3221,20.7805,121.9767,8.4055,57.4453,153.2267,4.0259,112.5721,1259.8664,55.5858,4.1348,3.6458,188.9258,418.2167,110.1412,23.9894,115.0956,48.4647,1103.1391,59.824,231.4106,315.7814,632.4653,217.7105,144.0322,22.4592,259.0467,0.0
BRA_I,3.4407,0.5461,114.9845,38.7072,13.2087,224.131,17.1472,7.1242,24.4571,13.3517,135.4753,124.3696,22.6169,14.3255,100.0304,42.8753,24.1931,22.5386,77.5069,176.1736,14.576,57.6827,97.5259,4.0875,167.6883,649.0224,40.5614,2.312,182.4452,36.2124,12.1385,222.6984,176.1656,27.7331,94.4695,684.7941,27.161,537.1998,411.2927,2992.6505,631.9823,1848.8179,36.3118,6420.2068,0.0
BRA_J58T60,26.8311,0.5694,30.2266,45.5108,0.9359,98.5941,16.2097,6.7796,3.8084,57.9142,61.3503,13.8601,31.5537,47.3118,33.2175,9.9755,11.3628,12.294,9.4872,29.6836,0.8698,51.5519,97.9398,9.0762,92.6072,893.5348,11.6974,117.806,303.2998,254.926,20.5259,652.0459,553.9761,539.5785,4.6611,134.9878,42.2801,3691.5635,36.4217,104.6008,435.2428,968.9998,28.1733,393.3589,0.0
BRA_J61,3.6305,0.5266,130.0493,52.4898,8.6802,760.321,200.1586,22.9595,154.8439,57.4327,148.5913,53.5328,71.205,85.5421,81.1718,91.1537,160.3312,97.1158,89.4537,586.7144,12.0371,116.2547,62.2068,29.1036,204.5479,1260.5951,188.691,7.0408,12.8902,120.1317,56.3628,229.5434,68.5894,3298.2544,357.1465,1429.7169,105.3918,1045.793,528.7636,822.709,443.2533,207.439,60.8367,569.2741,0.0
BRA_J62_63,8.1234,0.0659,18.7162,121.459,6.1953,499.7032,25.1542,3.1833,58.0562,13.8199,170.535,105.3553,38.8176,21.3117,76.6731,33.5286,54.245,84.9513,47.6872,262.1951,6.7365,57.7826,288.3913,89.9425,104.1076,1829.9132,244.0368,0.3362,206.0524,271.0249,103.51,51.2847,323.4908,560.6207,2632.851,3956.9657,76.0856,3081.259,406.565,3194.9692,407.1878,342.1462,53.3245,771.4901,0.0
BRA_K,2220.6707,39.2371,908.9832,736.096,58.137,4327.0178,574.0083,117.724,659.4524,1016.6273,1632.9894,257.0733,452.0812,441.6514,1218.9545,369.6133,449.057,306.2957,488.8432,1121.1402,74.187,347.7827,1726.7699,225.594,1780.2468,4870.7672,1884.8594,125.5506,304.3165,562.7351,123.7629,769.0391,258.2714,1563.8259,540.675,18985.1342,7691.0098,1176.7296,1709.9131,10354.3993,483.1931,778.4722,155.6021,730.7663,0.0
BRA_L,6.2273,0.7818,108.7404,44.6116,13.9487,648.5804,269.736,12.7104,79.9165,86.4344,203.5498,87.0192,142.3862,59.858,142.7336,94.9452,54.9947,41.1342,70.4191,124.3099,6.1683,93.7591,248.3349,93.1929,349.8138,9458.1291,405.0728,26.4301,37.8583,771.5432,209.9589,2299.4327,177.3743,545.709,580.41,1526.6547,616.4406,2018.6156,1780.5093,774.2371,1659.7877,662.3563,1231.822,1772.6593,0.0
BRA_M,450.5055,11.0919,2200.4036,1361.5083,164.3463,8894.1301,607.766,87.0414,842.862,1820.71,3158.3622,1594.7621,761.31,653.3156,985.7116,482.1529,1026.7491,545.0292,1039.3613,2799.4095,94.7543,460.9711,1366.5668,498.671,1998.0755,10412.4839,864.4589,59.9762,177.3879,1792.8282,331.9035,635.8526,1049.7774,1070.5363,1318.1066,5724.1603,673.723,5960.7235,2309.3657,3039.9095,1680.4016,1350.535,639.2089,2151.7419,0.0
BRA_N,94.7164,6.047,1222.451,1232.1447,85.9933,2003.365,245.475,32.1253,249.8647,127.101,513.0003,273.7592,159.8645,384.8513,877.8233,462.5003,409.7606,275.2638,838.6744,782.6808,34.6045,270.8519,900.601,216.392,781.6038,10292.0785,973.5498,155.9573,548.6433,777.2424,244.0834,930.3396,321.5627,6318.0612,2354.4907,6614.4796,244.4855,1635.5915,2440.2031,6009.3653,3812.2987,3604.3192,298.7303,2561.2203,0.0
BRA_O,90.687,0.8366,74.8192,64.4592,7.1709,291.1669,26.5022,6.8227,34.5967,77.64,142.6523,43.5568,38.0802,24.5999,58.9934,22.9362,24.798,21.4416,39.705,81.6431,3.3678,24.419,67.8398,14.2059,72.2002,336.9739,108.735,6.8829,17.2158,61.2336,14.8267,77.4558,23.6633,23.8491,49.8439,143.1039,28.5978,194.9121,70.1631,121.4538,75.4248,65.8666,17.9856,146.3645,0.0
BRA_P,4.4745,0.0552,20.8457,110.3769,2.3209,21.8853,5.777,0.3637,16.6,5.372,22.6048,6.6753,1.8451,1.0662,136.0817,23.7147,1.598,4.1426,10.529,48.051,0.3238,2.6027,31.306,0.6369,2.2631,248.6096,375.0519,27.2419,4.7273,70.5374,26.2157,2.4013,7.5534,13.6205,3.745,600.61,15.9087,985.9838,927.2297,93.6499,51.4884,116.0999,2.8946,258.9599,0.0
BRA_Q,0.0,0.0,0.0,0.0,0.7717,0.0,0.0,0.0,0.0,7.4926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5817,0.0,0.0,89.2269,0.0,0.0,0.0,7.39,0.7245,4293.4803,0.1435,0.0,0.0
BRA_R,0.1893,0.004,0.1677,0.0693,0.1839,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.573,0.0528,0.0,0.1773,3.6599,0.1581,0.4649,0.9274,0.0,5.2366,663.0491,89.9317,0.0,1.9722,0.2207,31.3233,6.3236,215.6306,24.3634,16.0585,355.0435,461.1537,0.0
BRA_S,108.9665,3.8119,350.7398,390.6973,7.0392,552.1391,131.0957,47.4906,122.916,120.2289,164.4469,68.0648,112.3728,94.9463,162.1044,161.8097,135.4731,78.4158,123.2086,276.323,12.5535,73.2366,230.4713,1.3401,58.2539,1253.4617,278.827,4.9339,12.0745,459.5728,120.569,161.7499,81.4472,1110.5157,645.2846,736.7504,53.7234,438.1197,879.9101,317.771,285.4869,829.5066,16.0602,286.5713,0.0
BRA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
