V1,PAK_A01_02,PAK_A03,PAK_B05_06,PAK_B07_08,PAK_B09,PAK_C10T12,PAK_C13T15,PAK_C16,PAK_C17_18,PAK_C19,PAK_C20,PAK_C21,PAK_C22,PAK_C23,PAK_C24,PAK_C25,PAK_C26,PAK_C27,PAK_C28,PAK_C29,PAK_C30,PAK_C31T33,PAK_D,PAK_E,PAK_F,PAK_G,PAK_H49,PAK_H50,PAK_H51,PAK_H52,PAK_H53,PAK_I,PAK_J58T60,PAK_J61,PAK_J62_63,PAK_K,PAK_L,PAK_M,PAK_N,PAK_O,PAK_P,PAK_Q,PAK_R,PAK_S,PAK_T,PAK_HFCE,PAK_NPISH,PAK_GGFC,PAK_GFCF,PAK_INVNT,PAK_DPABR
PAK_D,874.7879,75.4314,336.5347,56.1971,14.5452,276.1339,693.04,52.4558,233.47,140.2077,328.4484,46.3856,121.2022,297.3635,293.2655,74.7322,88.171,49.4524,63.4276,93.9268,23.386,95.0908,4338.0803,206.7269,108.9967,820.32,233.7116,20.1666,19.8037,110.6981,18.1021,375.4245,85.8028,303.8733,32.7441,163.5553,263.2445,168.5887,85.7792,749.0965,401.6865,520.4159,170.9538,259.4918,0.0,6719.5233,7.0274,131.5798,250.2331,2.953,0.0
PAK_E,71.6335,6.9168,22.4374,2.5721,1.2345,30.634,56.0488,3.5498,38.6068,5.2895,18.6945,4.4653,11.9673,19.1147,121.5351,13.1005,6.0811,3.9473,6.4986,5.7392,2.1169,8.5315,62.3177,210.3878,27.8476,95.3949,16.6918,4.1101,3.0028,11.2983,1.7406,50.6908,7.6772,13.2074,4.0526,16.9232,45.889,25.3333,18.2247,194.073,51.0316,82.2496,18.0206,37.759,0.0,1444.2268,26.9965,288.0664,70.7925,0.5605,0.0
PAK_F,87.9286,6.436,34.4273,4.0266,2.2849,16.1459,30.2093,3.8383,6.8956,6.0949,9.9806,3.1017,5.1221,17.2395,6.4301,7.1536,6.6465,4.6527,6.7041,7.1248,2.6316,13.7731,107.9654,26.0275,800.0013,112.1139,44.7057,6.0705,7.9491,31.0025,2.7084,32.6569,9.1692,46.9434,5.3717,30.1038,287.9004,47.3152,19.5673,288.7132,67.3084,58.7584,20.179,30.1689,0.0,609.4246,4.2308,34.5858,14740.2692,1.8189,0.0
PAK_G,3907.5045,235.4546,224.7415,33.3713,19.9509,2232.3443,2726.5432,144.9639,330.0233,380.8085,495.2347,176.9207,254.1129,284.9696,252.934,162.8293,305.1437,165.6187,222.9069,399.7775,67.2335,353.1834,539.8591,102.7407,707.2598,3607.08,1036.5557,157.1297,206.0892,151.1541,37.4365,721.075,296.7903,371.2859,76.594,180.9353,107.0454,274.7612,252.8832,563.6512,192.7893,535.5297,124.4368,282.7032,0.0,21827.2912,21.4081,119.5828,4469.278,531.6468,0.0
PAK_H49,782.0273,46.915,220.3255,33.9332,10.3505,465.9511,362.0937,48.6114,116.0335,153.0867,143.9137,24.8504,66.0959,159.2834,95.5699,52.0264,53.374,40.593,51.0276,82.4045,15.0189,80.6869,218.7992,40.8438,221.5166,1195.105,863.7709,72.7533,53.9112,248.1482,51.161,107.604,64.2093,51.6941,16.8097,69.7911,24.8249,91.3682,73.3567,229.4581,114.9863,117.4318,35.7893,108.8934,0.0,8843.8386,6.0703,169.1343,464.9011,78.7116,0.0
PAK_H50,97.6924,32.6313,129.5407,7.8503,2.7622,60.1563,86.2946,11.646,23.2326,74.8291,45.3136,5.13,15.2124,37.3627,27.4912,14.5473,16.7095,11.8131,15.5696,19.9192,5.7128,17.5992,40.34,6.9934,32.6593,458.2912,140.1188,1129.5071,22.3182,179.6309,7.8795,12.8925,10.6555,20.9682,5.1725,12.8875,4.9762,24.7911,27.3552,57.9222,12.9993,18.8907,9.4426,17.4557,0.0,2436.0139,1.222,23.7453,143.3242,29.9062,0.0
PAK_H51,78.8872,6.417,29.0794,2.2812,1.6201,37.7824,56.8498,3.2209,11.2353,37.0934,23.6317,6.4213,11.3317,11.9031,13.6235,9.4799,17.0336,9.9335,12.5225,13.3485,3.9185,14.948,44.3434,4.5633,30.2164,141.3729,32.7903,12.9577,115.5882,44.8809,17.9797,16.2871,14.5938,20.9581,12.7972,45.6649,6.8196,53.0532,62.7381,108.3021,30.7892,28.6819,13.5369,32.2456,0.0,2969.714,1.9029,9.8984,111.9076,34.9048,0.0
PAK_H52,167.0711,37.3505,56.3211,10.7852,3.9377,120.8023,125.9187,12.372,33.1231,41.8671,47.3912,11.1558,19.1344,40.557,25.6869,16.6011,20.14,13.4156,17.4615,30.7788,5.4479,24.8911,52.6696,13.3487,47.4447,941.91,553.4425,404.5459,369.2882,479.1663,22.1716,24.3257,21.6684,30.4053,6.5771,16.2277,8.0028,38.1158,28.513,75.2925,13.3805,23.9738,10.234,28.5207,0.0,1288.6191,2.7527,152.3385,84.5854,13.4755,0.0
PAK_H53,11.6996,1.4207,4.9459,0.5025,0.2569,6.0828,19.2252,0.8503,3.944,1.0341,4.133,1.755,1.8439,2.3649,1.2977,1.5982,3.2675,1.4477,2.3145,2.2211,0.7006,4.1673,17.4606,4.256,7.3075,134.4767,12.6925,2.9373,3.6169,15.1299,77.8707,9.729,34.4564,62.6302,7.8073,81.5823,8.5391,35.1827,18.2539,89.951,18.9041,25.4145,10.6797,27.7709,0.0,503.1496,0.6287,6.8645,9.8805,0.1663,0.0
PAK_I,26.9604,4.443,25.5423,2.4545,1.7546,22.5188,61.0846,2.5057,8.3333,3.9181,14.0828,8.5708,7.4235,9.3123,5.2083,6.6563,13.1115,6.4566,9.3817,9.6706,2.9988,13.9256,33.637,8.4507,32.6743,208.1596,58.5628,15.6697,62.5524,27.8288,4.6359,81.9196,31.1634,46.1678,22.4145,113.9011,17.3202,100.9867,90.0197,240.1087,104.0353,145.4084,47.8741,92.9169,0.0,14888.9641,28.9976,73.8406,39.0179,0.9713,0.0
PAK_J58T60,17.2316,2.1703,7.0916,0.9672,0.5656,30.3468,51.8065,1.7473,22.3427,2.669,11.2431,8.1932,4.5052,5.8424,3.0476,3.6024,9.9315,4.7626,5.4859,6.0024,2.2774,11.268,19.7198,6.65,13.2962,219.316,16.7082,3.9791,8.2724,10.5244,4.4168,32.474,592.6968,165.8217,37.489,91.2183,16.9566,229.088,38.7402,148.1685,145.9729,46.4492,67.4944,65.9558,0.0,2468.4944,39.9115,112.4665,702.5471,1.4018,0.0
PAK_J61,49.844,8.3529,28.6593,2.2057,1.3325,21.3275,66.6343,3.4003,9.9659,3.659,11.5949,6.1709,7.0163,10.3963,5.0477,7.9727,20.2053,6.5715,9.824,10.1755,3.0678,15.1019,43.4103,11.542,37.9108,303.8775,53.4928,11.9095,14.3799,28.6459,13.0471,45.9682,86.2642,1498.872,55.8092,227.2403,32.9695,126.9467,68.7514,272.2474,65.7634,104.0811,35.1156,91.1919,0.0,8068.8717,5.4229,47.5718,175.4463,2.6319,0.0
PAK_J62_63,10.1772,0.9856,9.1472,0.6765,0.4058,10.6016,23.5622,0.9767,4.7884,2.4966,5.3585,3.8478,2.3946,3.4296,2.201,2.3936,10.3216,3.3428,3.613,5.5527,1.3867,5.4856,25.406,5.3861,11.4104,101.776,17.2802,3.8262,8.1467,9.5681,4.1266,10.045,35.6755,104.4289,103.6017,133.3786,9.4359,57.3559,20.7292,97.013,24.2382,32.4392,12.9586,28.9442,0.0,315.1478,2.1614,9.7012,756.1052,1.9657,0.0
PAK_K,451.9496,51.3365,167.1373,11.0151,7.0114,100.2311,280.9631,15.083,49.9658,29.81,56.8152,23.647,31.7102,45.3033,36.9394,29.0372,52.1815,26.6251,36.827,49.1815,13.9724,53.6256,236.103,44.1098,183.5689,835.2967,202.1244,59.0649,58.9218,86.8766,16.8463,126.2166,67.2772,167.7161,45.5799,2262.5293,857.4832,243.398,142.4312,522.7688,97.1871,171.0608,62.927,160.9606,0.0,8313.0908,48.1438,187.06,97.9685,0.731,0.0
PAK_L,42.6547,5.6343,29.111,2.7232,1.1936,37.1974,150.2843,5.5288,18.6025,4.5127,13.2522,7.2892,11.8794,15.2169,7.1208,13.9747,19.274,9.5354,12.1201,15.5976,5.396,31.9499,53.6866,16.8764,68.5958,961.7388,68.6294,13.454,17.0192,63.5599,13.4758,270.8539,59.564,156.7849,44.2894,246.0339,224.132,198.7468,95.6851,265.1231,135.3105,189.1483,83.5462,200.4503,0.0,13737.1166,47.7872,59.2497,978.1836,0.39,0.0
PAK_M,304.0714,17.6562,201.1891,16.6539,18.1475,177.864,307.4797,12.3203,50.3767,28.1384,79.3433,70.9361,36.2646,54.1036,31.9184,32.2429,88.9875,39.1299,49.1836,68.0498,20.9758,70.7094,214.4391,65.1838,450.4797,1117.3382,123.342,40.1085,44.0283,80.8262,15.3643,130.1393,197.8697,358.3044,112.7824,521.5396,183.1064,1003.0382,211.3363,560.4721,153.0183,240.2335,119.9405,215.4364,0.0,1258.7636,34.2847,136.9508,2562.0872,3.1147,0.0
PAK_N,127.1921,16.271,141.6266,10.6697,10.6328,103.052,239.593,11.1563,43.9206,18.2343,48.013,36.5163,33.4966,44.6227,21.6339,29.3483,59.058,27.5423,36.5698,53.3545,12.9487,60.5252,162.0503,53.6519,173.1828,763.4275,216.55,81.1817,113.1884,135.3044,28.3083,161.0043,126.1102,306.4303,89.0265,330.1289,164.6804,328.1463,391.2936,441.5797,186.0553,316.0297,111.861,182.883,0.0,1433.3338,21.7249,75.0369,266.1729,1.8253,0.0
PAK_O,48.8364,7.5353,21.2268,2.9455,1.2794,24.3481,52.7389,3.3575,10.6212,5.4943,13.4757,7.6249,7.1914,9.6353,20.9998,6.6732,8.0639,4.8867,5.9855,8.4504,3.1992,11.5559,44.9741,23.3243,41.9167,148.23,61.1991,14.8335,14.9946,24.8202,4.2135,27.9809,18.8948,49.921,13.1073,57.4634,35.7782,66.6586,28.1698,349.2698,46.6255,65.7703,20.3937,35.8431,0.0,3018.8711,160.0841,22047.6168,351.8289,1.1558,0.0
PAK_P,10.0377,1.3244,8.1525,0.6002,0.2937,5.968,10.301,0.6484,2.0973,1.4346,3.3146,3.1663,1.5674,2.4199,1.8845,1.5455,4.557,1.8958,2.4798,3.0577,0.9367,3.3494,11.7324,3.2565,7.3188,37.3758,8.9721,2.098,8.8094,5.0516,1.0782,5.5375,7.807,19.5606,9.4925,35.8296,4.3744,34.8711,13.9891,126.1229,189.7472,37.9962,8.6523,24.5896,0.0,6689.3356,492.3219,5706.3475,204.5361,0.2898,0.0
PAK_Q,15.135,1.6332,2.6906,0.3574,0.2872,6.2485,10.6921,0.5006,1.6862,0.9343,2.3164,2.8255,1.3533,1.5793,1.2693,0.9826,2.0936,1.0045,1.3292,1.6913,0.5512,2.3325,4.7954,1.8357,4.8529,22.6388,8.1088,1.594,1.5069,2.822,0.8296,7.1818,3.1058,5.5343,3.2184,15.4671,2.3412,12.9521,7.1762,82.4085,22.0435,915.0672,7.0866,13.8762,0.0,10218.1797,735.9187,7843.1707,40.6268,0.6672,0.0
PAK_R,5.0818,0.6232,1.4197,0.1665,0.082,4.8981,6.3305,0.4552,1.3585,0.4488,1.2006,0.8002,0.7146,0.9035,0.5136,0.584,1.1677,0.5905,0.7066,1.1107,0.3648,1.5397,3.4288,1.2953,3.3829,22.7967,3.425,1.5816,1.3938,2.0988,0.4815,13.6323,51.997,11.0784,2.8668,10.5382,3.3756,18.5293,8.7694,39.438,20.3619,8.2188,187.0179,32.157,0.0,2698.7415,362.3344,334.9049,63.0567,0.5184,0.0
PAK_S,32.3964,5.259,8.9762,1.3277,0.8193,14.7452,34.322,1.8539,5.0303,2.4858,5.6571,2.4557,3.4288,6.1998,3.0994,2.8385,6.5951,2.8162,3.3234,3.9455,1.385,7.0834,16.1719,6.8008,12.2435,86.8712,20.2504,4.3853,5.8018,10.1563,2.1418,33.6992,15.0366,27.9612,12.7182,42.5718,10.6731,36.7386,18.0421,66.3946,28.2795,85.2843,19.1924,134.2876,0.0,5084.527,1207.7394,152.531,201.0061,1.2723,0.0
PAK_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.5211,0.0,0.0,0.0,0.0,0.0
