V1,JOR_A01_02,JOR_A03,JOR_B05_06,JOR_B07_08,JOR_B09,JOR_C10T12,JOR_C13T15,JOR_C16,JOR_C17_18,JOR_C19,JOR_C20,JOR_C21,JOR_C22,JOR_C23,JOR_C24,JOR_C25,JOR_C26,JOR_C27,JOR_C28,JOR_C29,JOR_C30,JOR_C31T33,JOR_D,JOR_E,JOR_F,JOR_G,JOR_H49,JOR_H50,JOR_H51,JOR_H52,JOR_H53,JOR_I,JOR_J58T60,JOR_J61,JOR_J62_63,JOR_K,JOR_L,JOR_M,JOR_N,JOR_O,JOR_P,JOR_Q,JOR_R,JOR_S,JOR_T,JOR_HFCE,JOR_NPISH,JOR_GGFC,JOR_GFCF,JOR_INVNT,JOR_DPABR
JOR_G,158.339,0.3871,127.29,153.9529,36.9412,408.7404,198.204,9.1449,62.2906,37.7148,55.2288,93.4413,36.4982,53.2025,35.8557,65.9246,5.2745,20.34,6.208,7.4033,1.2557,13.7634,34.8336,17.8702,267.0675,92.6105,72.1471,0.8971,40.5217,6.0256,0.6166,115.9628,44.508,97.1895,16.7333,12.6684,23.8953,5.3631,12.1315,121.6802,20.8882,94.5668,5.7709,16.0757,0.0,1509.6274,3.6543,27.7753,285.1743,111.5301,0.0
JOR_H49,38.6207,0.0893,3.6576,0.9332,0.1488,124.8158,44.282,3.5921,12.7109,39.1488,30.5521,9.8802,15.4705,38.6531,8.9433,15.2899,1.6976,8.0644,2.4743,2.4679,0.5043,5.2761,8.2572,11.9026,81.6081,31.7297,17.9437,0.0982,47.2614,25.5044,4.0883,13.4423,13.7843,20.8781,5.4873,13.2267,9.0968,2.9078,26.4345,13.4094,8.3472,13.6992,2.6552,1.2438,0.0,924.8041,12.0459,39.1277,201.4581,19.1339,0.0
JOR_H50,0.4318,0.0019,0.0129,0.0145,0.0078,6.9111,2.8147,0.0198,0.3013,9.7142,1.877,0.9862,0.6563,1.8964,0.8628,1.6415,0.0326,0.207,0.1646,0.0941,0.0216,0.1844,2.0214,0.0137,7.5365,0.2864,0.0056,0.0048,0.9197,0.0198,0.0112,0.2637,0.011,0.0067,0.0064,0.3134,0.0096,0.0311,0.019,1.7586,0.4551,0.0197,0.0116,0.0477,0.0,13.5553,0.1298,0.8208,11.8889,27.305,0.0
JOR_H51,6.6969,0.0215,0.0437,0.0461,0.0213,26.9663,7.997,0.827,2.6577,15.202,1.779,0.0266,0.4998,6.9992,3.902,6.5438,0.2842,2.0874,1.136,0.9046,0.1857,1.5304,6.012,0.0555,24.3331,0.4175,5.9792,0.0129,0.019,0.021,0.0228,2.8644,0.0402,0.0234,0.0211,0.0578,0.0359,0.1217,0.0706,0.0246,0.0227,0.1115,0.0462,0.4256,0.0,80.9165,0.1445,0.0245,44.0533,59.556,0.0
JOR_H52,9.3473,0.0045,6.216,2.118,0.2976,7.5137,4.1573,0.3556,1.4277,2.9244,2.2895,0.5762,1.9111,2.2206,0.5707,0.9573,0.4505,1.7697,0.4111,0.493,0.0687,0.7753,0.693,5.8419,4.4605,12.5263,4.2612,16.1894,77.3412,53.5479,9.4397,0.8475,13.8444,27.9588,4.2588,16.0783,22.1443,4.2146,43.9415,75.7982,70.6388,15.3037,3.6412,0.5199,0.0,30.9394,0.0689,0.1367,6.1044,1.6299,0.0
JOR_H53,0.2747,0.0,0.1201,0.0017,0.0003,0.0428,0.0188,0.0039,0.0212,0.0374,0.162,0.1406,0.0726,0.0027,0.0001,0.0004,0.0069,0.0152,0.005,0.004,0.001,0.0083,0.0925,0.7021,0.0436,0.3834,0.0232,0.0903,18.2848,1.1871,1.0954,0.2162,1.7224,4.4415,0.5279,8.6355,4.1529,0.597,0.2267,0.0,6.6372,2.2275,0.6667,0.0461,0.0,0.0006,0.0,0.0,0.0004,0.0796,0.0
JOR_I,0.1751,0.0001,0.0331,0.0027,0.0006,4.5359,1.453,0.2907,0.7129,0.3162,2.3146,1.8999,1.5187,2.0114,0.6623,1.2935,0.5427,1.0579,0.3283,0.317,0.0577,0.7761,0.3657,0.3392,3.8124,31.26,0.7029,0.0254,2.3495,1.0059,0.0558,6.63,0.3661,0.7414,0.1818,7.0153,1.7849,2.5864,8.575,7.1788,5.8145,3.9708,2.925,7.0364,0.0,587.0113,0.0775,17.6378,0.1738,0.0281,0.0
JOR_J58T60,0.4797,0.0003,0.0247,0.0063,0.0006,4.8327,1.3224,0.0452,1.2877,0.5985,1.75,1.574,0.8109,1.1528,0.1031,0.3428,0.2159,0.6538,0.1188,0.1325,0.0356,0.3054,0.4484,0.6155,1.4496,31.5362,0.1935,0.0064,1.1287,0.894,0.0916,3.3701,1.7805,1.0521,0.1668,8.7506,1.6972,1.7481,1.0703,6.5095,7.1096,5.1562,1.9437,2.9827,0.0,202.8503,3.7478,7.0826,0.7826,0.1419,0.0
JOR_J61,2.0827,0.0025,0.0706,0.0029,0.0007,12.7196,6.7938,0.8047,2.2987,2.0537,5.1778,3.7812,3.743,5.2389,0.7439,2.0475,1.1117,2.4983,0.7383,0.5529,0.1175,1.4079,2.8468,3.4008,9.8869,136.6437,1.471,0.0119,4.6224,4.935,0.871,14.0712,0.497,7.7235,0.2775,52.8164,8.7399,3.8347,4.3376,29.7164,12.926,31.6451,3.054,11.114,0.0,1171.4924,5.5332,61.6716,0.3002,0.7389,0.0
JOR_J62_63,0.5857,0.0,0.028,0.0002,0.0,4.2971,2.9091,0.1601,1.1939,0.7187,2.7754,2.1063,1.4252,2.0921,0.2692,0.7795,0.7327,1.2745,0.2992,0.3838,0.0736,0.406,1.3957,1.5789,3.0962,45.0256,0.5955,0.0011,2.2757,2.0137,0.2961,2.5852,0.4175,1.1404,0.7145,37.3118,2.5469,2.4789,1.9481,13.6519,6.2733,12.4891,1.7104,4.6725,0.0,148.7113,0.0409,8.7945,0.935,0.0509,0.0
JOR_K,14.269,0.0287,2.314,0.1758,0.0268,27.7287,7.1922,0.675,4.2589,104.0825,20.9196,29.1856,8.331,8.9639,3.4005,6.2685,3.0844,10.3159,2.1148,2.6915,0.3873,3.7669,155.4054,6.2953,68.4701,278.5605,9.7434,0.2303,44.8487,4.8541,0.8357,26.1843,3.8913,13.3814,2.6137,95.2605,165.9166,4.0774,5.037,171.1943,24.3634,23.6235,48.6695,60.9215,0.0,1301.5702,35.0609,168.4295,0.9335,0.8187,0.0
JOR_L,8.9553,0.0035,0.0282,0.0002,0.0,21.3038,12.9432,1.4323,1.0941,0.0465,3.4346,1.6803,2.1699,4.4967,2.0586,4.9745,2.0827,6.2166,1.5874,1.4845,0.3267,4.0547,0.1197,4.4242,4.2661,298.0195,0.5928,0.0038,3.7605,2.5066,0.1418,15.3208,2.6739,10.1474,1.7756,25.4105,4.0327,8.4611,4.8852,13.9079,26.852,14.9834,25.684,41.2745,0.0,4854.324,5.6201,0.0,5.5848,0.0094,0.0
JOR_M,8.3246,0.0037,0.0393,0.0042,0.0009,18.5327,1.4217,0.0559,3.3758,1.2296,4.7255,6.8345,2.2108,2.8027,0.5568,1.2338,0.6876,2.1119,0.5062,0.5495,0.1027,0.7169,0.6659,9.4252,15.0291,52.2007,0.5998,0.0802,6.6328,1.4941,0.1594,4.7393,5.4695,12.2407,2.7414,45.0333,28.8107,2.4501,2.3002,37.1516,12.1217,9.9504,1.6711,0.704,0.0,34.9735,0.7684,2.8668,158.5986,0.0948,0.0
JOR_N,3.1882,0.0,0.7816,0.0605,0.0203,9.7598,9.4198,0.0938,5.284,16.8957,10.3673,10.8331,5.9842,3.4555,0.694,1.6308,1.2578,3.3327,0.721,0.8763,0.1685,1.1788,3.4179,6.6855,9.0478,15.6814,16.0717,0.8218,68.0012,3.7981,0.4053,2.2474,0.3274,0.8926,0.2051,20.0538,8.7409,0.263,13.5296,21.0383,20.2377,1.8868,1.7821,0.8093,0.0,251.5578,0.7405,3.0267,0.0001,0.1602,0.0
JOR_O,3.2467,0.0046,1.8902,3.3142,0.5774,12.5604,1.8738,0.4932,0.2267,8.9143,3.1662,2.5834,2.2862,3.2118,2.0264,2.1374,0.3793,1.3031,0.3479,0.3084,0.0789,0.5428,1.3627,3.0314,9.1929,13.3136,1.2168,1.5542,0.0,0.1477,0.0,1.1003,0.3198,0.9888,0.1838,2.7882,0.9167,0.2158,0.0275,197.4062,0.97,0.0107,0.0702,0.0692,0.0,323.2525,8.4807,4997.7925,257.465,0.0,0.0
JOR_P,1.76,0.0027,0.0328,0.0482,0.0098,5.0869,2.5212,0.2121,0.3369,0.1293,1.2453,13.8098,0.5567,0.6436,0.4908,0.6215,0.2054,0.6571,0.4374,0.1397,0.1991,1.789,4.2804,0.6941,2.9809,40.0934,0.4374,0.0051,6.5335,0.6208,0.0186,1.6473,0.7244,2.6814,0.163,2.4846,0.591,0.8954,1.0128,40.4263,37.4444,18.0027,3.2185,4.5995,0.0,1840.6913,3.1941,934.1063,1.3121,0.6172,0.0
JOR_Q,0.7348,0.0033,5.5866,10.4524,3.9245,3.6765,3.5627,0.0537,0.8594,30.9715,4.4663,0.4717,0.8246,0.3053,0.4489,0.71,0.3802,1.0614,0.1811,0.2574,0.1036,0.5325,0.1118,0.2139,1.2456,9.1034,0.2315,0.0003,0.1124,0.0529,0.002,0.6797,0.0582,0.146,0.0342,0.7457,0.3256,0.1866,0.15,70.4179,13.4277,1.6528,0.2813,0.4574,0.0,993.3811,48.2918,586.8806,0.4342,0.3074,0.0
JOR_R,0.0001,0.0011,0.1193,0.2222,0.0595,0.1827,0.1355,0.0036,0.311,0.0,0.0,0.0,0.0,0.0,0.0509,0.1474,0.0243,0.0721,0.0748,0.0138,0.0187,0.0348,0.0,0.1365,0.0,0.5158,0.0,0.0731,0.2809,0.1462,0.0082,0.1255,0.2141,0.3158,0.1057,3.0023,0.1409,0.1227,0.1895,1.7116,0.9423,0.036,0.3835,0.1537,0.0,13.6995,51.286,13.2621,0.0003,0.3753,0.0
JOR_S,0.4459,0.001,0.0378,0.0259,0.0076,4.2668,1.2297,0.0014,0.7814,0.2202,1.0715,1.2752,0.9367,1.4385,0.1714,0.2193,0.2825,0.6025,0.15,0.123,0.0225,0.2898,0.8131,0.5871,2.0812,7.8434,0.5863,0.0115,0.4208,0.1274,0.0325,3.1104,0.895,2.9423,0.6408,7.2816,3.5688,0.4523,0.934,12.8188,6.9093,3.6405,0.8974,3.0989,0.0,387.2216,3.0007,41.4339,0.0015,0.0,0.0
JOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0109,0.0,0.0,0.0,0.0,0.0
