V1,JPN_A01_02,JPN_A03,JPN_B05_06,JPN_B07_08,JPN_B09,JPN_C10T12,JPN_C13T15,JPN_C16,JPN_C17_18,JPN_C19,JPN_C20,JPN_C21,JPN_C22,JPN_C23,JPN_C24,JPN_C25,JPN_C26,JPN_C27,JPN_C28,JPN_C29,JPN_C30,JPN_C31T33,JPN_D,JPN_E,JPN_F,JPN_G,JPN_H49,JPN_H50,JPN_H51,JPN_H52,JPN_H53,JPN_I,JPN_J58T60,JPN_J61,JPN_J62_63,JPN_K,JPN_L,JPN_M,JPN_N,JPN_O,JPN_P,JPN_Q,JPN_R,JPN_S,JPN_T,JPN_HFCE,JPN_NPISH,JPN_GGFC,JPN_GFCF,JPN_INVNT,JPN_DPABR
JPN_C20,4910.2937,95.9398,2.1318,112.6267,27.392,2200.6084,888.2575,696.4381,3060.5005,185.1679,38574.1618,4656.8336,16001.9313,1259.4405,1537.155,626.0732,1888.9651,1947.3577,1906.0777,3563.6481,520.2307,1911.8542,113.6416,604.2879,2736.7675,21982.5359,160.9079,72.5775,9.1436,157.6556,36.423,835.7862,430.3081,82.5386,231.9117,197.0774,75.0979,1648.3352,798.7166,232.1026,122.3642,6902.596,395.5491,1564.2512,0,16258.7496,0.0,0.0,0.0,1057.3937,0.0
JPN_C21,353.8534,29.7743,0.0858,8.2266,0.2239,369.9772,32.1064,44.5327,125.0652,13.7017,1795.9474,10455.5668,469.951,51.6209,25.8948,37.8379,130.2105,79.1224,140.0086,157.7528,2.4644,171.6076,2.4792,30.6712,150.6612,2733.4598,13.0332,11.5248,1.5345,14.7416,8.283,86.9798,11.9884,12.1649,34.7465,30.2262,4.5025,353.4273,123.3838,99.9482,32.1506,26172.3118,48.2427,80.1739,0,18044.0241,0.0,7549.215,0.0,388.9745,0.0
JPN_C22,840.8603,195.3636,5.1704,30.7798,8.2586,4981.1205,403.338,177.3321,2886.3967,12.1298,2149.7465,734.7146,19891.3744,320.5237,544.946,296.9466,5215.8328,3412.1415,4680.6375,12884.2853,805.5022,4137.4999,3.297,1451.7577,6414.9976,8753.7951,342.4843,149.7858,19.081,431.013,18.9776,471.388,175.4197,82.7744,1676.6205,971.3446,460.5583,1607.5475,970.0942,583.9411,150.7261,1272.7015,691.7432,1141.5571,0,10634.9163,0.0,83.5927,0.0,637.6914,0.0
JPN_C23,264.1544,1.6824,1.7935,2.4441,9.548,755.9738,28.8872,4.2485,51.0894,15.8084,742.8823,295.1573,335.1977,3655.5647,1284.1852,271.0676,785.6532,2777.3973,1767.6678,2247.7163,277.6538,919.1073,9.0923,137.2671,26102.6307,780.898,24.3699,22.6861,1.9566,9.1494,3.4317,552.1954,12.5422,10.2042,13.5184,38.9547,70.611,67.3566,34.4433,75.7612,287.0177,616.595,134.3485,222.2576,0,1691.0162,0.0,0.0,0.0,334.4245,0.0
JPN_C24,5.4667,3.9491,10.834,13.968,21.8427,373.3362,16.6586,65.4047,87.4687,4.9218,645.4231,66.1924,469.9238,728.1227,132230.9679,27237.3711,7823.0955,9806.8174,33993.5614,30342.0532,7031.7453,3622.8607,26.0492,14.89,19145.6905,340.9984,24.6107,8.3733,0.0789,183.8831,0.3221,104.1083,20.4808,1.5554,1.0546,2.7504,0.2615,9.0205,1.3507,64.086,2.6953,657.0985,1.8895,104.8696,0,360.245,0.0,0.0,786.3843,1708.3277,0.0
JPN_C25,149.6558,24.0452,21.5766,16.0458,27.5994,3515.1127,80.2224,209.91,120.7072,33.4939,1257.8198,289.7354,645.9218,460.5893,267.5396,5546.6573,3674.1442,3130.7475,8712.5222,3174.4634,1089.665,2657.0032,65.9536,47.4818,46792.3693,3435.6687,269.1205,160.8394,3.532,400.7019,3.9693,780.2492,30.7601,146.6109,58.4574,83.3612,259.6298,150.9955,101.4118,1523.7802,56.2904,251.2618,28.7631,625.1782,0,3397.609,0.0,14.4459,2862.0191,542.3206,0.0
JPN_C26,1.9429,1.9399,0.1141,1.2659,3.0996,14.7844,1.7799,0.9705,7.0476,1.5168,13.1765,4.5056,5.4794,3.0735,14.18,8.993,2563.3308,40.7041,138.2655,1809.4437,124.1247,53.9608,6.7217,6.1895,778.6673,744.8025,56.8332,18.3407,1.8164,17.0781,3.9768,60.2564,37.0341,15.4876,84.4605,102.1663,58.3169,385.95,138.9068,537.9874,12.6382,31.2483,33.2312,59.4059,0,48776.8489,0.0,0.2117,39640.9542,1162.7576,0.0
JPN_C27,4.1972,11.0312,0.1136,5.369,1.9453,20.3375,7.3772,0.5432,27.845,1.9299,90.6923,22.2073,5.9739,1.6406,257.8314,151.7731,19644.3909,17948.4013,6741.4415,9194.1717,394.1145,1166.0134,5.9084,7.8837,1885.8156,7885.5062,44.2463,21.7406,2.0971,35.678,6.5015,32.422,528.3065,59.8164,120.3433,58.9109,12.72,58.77,28.3713,781.516,58.6073,70.1576,42.8172,41.9279,0,25288.6204,0.0,0.0,20080.4509,469.9829,0.0
JPN_C28,6.6945,0.4556,2.8368,6.5711,41.776,17.2008,5.1189,3.2408,5.0915,0.8379,48.8441,13.846,274.0564,131.0332,172.8094,42.781,1879.1191,2060.1614,40586.6963,2977.0282,1190.4172,2021.4809,1.2068,142.1711,3707.1688,17229.5011,38.5804,15.7378,4.9984,57.6348,7.7169,12.5609,70.5056,23.4822,37.4543,44.8687,16.182,176.3027,144.0916,1652.75,14.074,6335.9577,302.5449,154.0355,0,1686.0337,0.0,4.934,132270.8825,1796.9116,0.0
JPN_C29,0.6925,0.0947,0.0052,0.1674,2.364,0.1074,15.553,1.2822,0.393,0.183,29.446,7.483,96.1718,3.9353,68.3059,222.3905,4279.0521,810.539,1790.5534,164067.1258,1091.536,1378.4489,1.3494,0.1954,0.8945,20338.3387,38.5001,0.0278,0.1016,0.9521,0.1391,0.2936,0.0518,0.2128,78.1167,0.0279,3.0354,0.9599,1.2893,96.1878,1.2413,2.4711,0.3475,0.4092,0,84816.18,0.0,0.0,35447.8262,2249.663,0.0
JPN_C30,0.1063,929.3889,0.0,0.2666,0.1573,0.0378,0.159,0.448,0.4973,0.0371,3.1481,0.8792,6.0636,1.9932,6.1201,16.1317,434.9337,62.867,480.1382,69.0674,10875.6291,57.7792,0.0,0.0149,0.0,577.8912,1923.5246,1831.0213,1594.313,131.6485,0.0571,2.7318,0.6442,0.0,0.1461,0.0642,0.0,2.2619,1.1928,1133.2077,18.818,0.0,2.2468,29.7436,0,1897.3412,0.0,0.0,14706.143,95.8198,0.0
JPN_C31T33,632.3083,136.8147,9.8311,81.338,16.6441,785.2596,354.891,149.4067,280.9144,81.2035,760.5169,225.7166,347.1152,308.1388,763.8742,316.493,1211.8235,700.8734,1210.8845,238.4616,205.4707,3294.0502,1040.1311,537.0116,7578.9228,3259.9365,1513.6694,223.5154,94.3329,557.1207,60.9373,2075.155,873.2001,1241.1887,3051.2688,1645.4582,556.27,5794.0447,4024.1818,2277.5016,1484.4894,3386.7547,1554.7211,2113.7022,0,30835.7085,0.0,9.436,12605.3033,18.9499,0.0
JPN_D,883.6364,77.9948,44.1214,209.2317,26.4221,3145.9159,508.5425,358.4004,2909.592,551.2859,4079.3311,486.0728,2578.9857,1810.8498,8516.784,1642.1384,946.253,1996.8915,2230.2001,2846.5521,774.5839,468.7412,12463.5159,2098.0834,1389.5494,11970.9299,3467.9685,7.861,56.83,1271.1836,59.2659,8444.9416,330.6106,1097.0928,176.2426,1137.8491,2028.4497,3593.8706,2122.9053,3504.5204,2434.0987,5064.7786,2461.0113,2091.7332,0,49562.7934,0.0,27369.5347,0.0,0.0,0.0
JPN_E,156.8159,5.7082,6.8171,23.6907,4.5699,848.2645,64.7254,23.1109,339.4621,67.7935,910.9345,208.0227,155.4247,148.0574,432.4981,96.0553,324.8589,368.3499,396.4677,186.9805,167.8563,87.67,841.2668,9846.287,1053.7486,2046.8877,1710.4695,18.8875,14.474,646.4447,20.819,6370.8349,338.3929,1441.9686,40.5936,890.4148,377.9,795.3261,486.4512,6330.6313,1964.3401,4678.5573,1073.0743,1347.1355,0,21816.9395,6359.4887,24795.1655,0.0,0.0,0.0
JPN_F,415.9328,20.9939,3.4059,23.1954,22.3922,206.0046,83.3881,31.8719,396.1777,51.1778,637.9202,203.4731,355.2272,300.367,1199.5187,479.8959,373.1329,465.37,573.5353,194.8663,139.9606,154.0394,2511.4003,1656.4742,532.4585,2634.769,1446.4616,27.1495,1.9005,1197.6211,21.3465,424.5337,869.2412,937.9761,116.8031,862.5654,6489.5851,689.1746,331.6079,3006.2624,947.4109,1605.5052,492.1513,316.2429,0,0.0,0.0,0.0,509282.7353,0.0,0.0
JPN_G,11807.6757,1299.233,31.9462,330.1401,110.7839,43077.4187,6672.2822,2189.5146,12492.9179,8986.706,20014.311,6511.7733,13954.7071,3603.7992,25079.09,6737.6518,15687.1227,13876.6011,24736.5845,49620.4906,4432.5147,9630.3252,9875.8692,1863.3636,41912.3945,39596.062,7174.4912,2637.4864,1834.8159,2319.3657,332.8927,29967.2954,4028.2254,2627.0291,4803.1451,4836.1263,1372.8004,11524.2799,10694.6043,7927.9898,3135.8268,22214.1508,3146.3097,4593.7573,0,284485.2792,0.0,4225.1817,59921.5268,4392.6889,0.0
JPN_H49,1840.2742,155.8868,10.9412,121.9684,50.9421,5959.8811,398.9121,433.4644,2194.0616,1182.0366,2817.662,546.4325,1550.5989,1184.2725,4778.1631,1473.0764,2906.6067,2158.102,3569.6278,4812.3649,671.517,1308.3676,2540.3866,772.8369,9546.7018,10390.1111,964.578,172.6304,167.7495,689.6029,548.2966,4219.3103,944.9819,1282.7747,935.6068,6074.4724,333.8936,2209.1696,2193.9922,4446.7707,1682.4937,3676.3639,598.1647,1556.0987,0,97227.9894,0.0,132.8105,5167.3629,223.0488,0.0
JPN_H50,356.4347,33.3636,0.9392,9.575,5.5779,1128.1776,120.744,94.3784,373.6462,1998.264,697.9571,175.5224,349.9776,272.6681,1964.1577,275.9282,480.2954,420.4247,758.7109,1427.3976,198.4145,272.6035,1638.6479,39.7668,1497.357,1004.8282,232.419,3738.3516,69.6771,183.8927,13.903,608.2716,82.009,52.5133,95.8579,107.7827,31.2007,197.5932,127.1646,160.1663,70.4534,525.2672,71.9418,114.3394,0,6732.5332,0.0,84.4649,2079.8772,2214.8525,0.0
JPN_H51,105.3953,12.2503,2.496,22.8416,13.8263,401.9193,67.4646,32.9043,165.4089,586.8496,329.4264,110.5922,156.4617,85.7713,606.3433,138.3786,260.7531,208.5584,421.0712,470.1601,73.6074,129.246,475.2134,60.4411,538.6214,1861.8914,86.2018,27.6844,74.9117,50.6309,152.8026,281.6301,413.8616,164.5371,433.9214,206.6614,34.4278,450.7225,622.5148,213.0631,323.1722,391.1477,115.3907,125.0224,0,11423.9154,0.0,30.2345,699.5122,674.8507,0.0
JPN_H52,650.1564,107.548,4.6616,64.9082,22.569,3056.5365,154.319,153.8287,858.0155,883.0033,930.7143,245.1231,581.0451,509.3489,2049.7499,505.0501,707.7935,736.678,1111.1131,1795.3815,188.9448,576.7732,1965.3593,118.5001,2997.2632,6652.4007,7871.4994,1238.2643,7225.2989,1806.4202,114.4702,4678.3345,356.5317,208.1997,471.7677,485.2449,201.8857,631.3319,858.314,2439.2147,256.2865,1007.9448,724.7018,364.6691,0,28961.7335,0.0,6712.5773,1777.081,63.3361,0.0
JPN_H53,15.1052,3.4345,1.6421,7.6,1.2155,44.5741,11.8349,4.9001,27.7259,6.0871,110.9704,52.1999,23.6654,12.8079,37.6428,24.6993,159.3274,86.2153,140.9111,66.5127,33.6331,29.0103,231.3538,83.5309,255.7821,996.9163,68.6484,16.6722,12.9863,121.4299,202.5331,299.7866,186.2961,1272.1308,164.8026,2164.0479,132.9826,419.962,221.1929,1612.4169,245.892,384.2189,64.992,210.1884,0,1529.286,0.0,0.0,0.0,4.4251,0.0
JPN_I,143.5436,208.8895,14.1621,151.2329,7.0916,1647.3765,183.2833,94.376,1000.233,240.3458,1001.4735,494.0774,921.5904,389.9155,1158.7843,913.9784,1608.7428,1318.1466,2423.455,1455.246,460.4247,685.7094,891.836,738.6236,4667.4186,9595.8789,2009.061,335.3709,140.4906,1339.989,181.0503,5224.3547,1278.3087,656.9662,1958.1777,4687.8134,1297.3534,2512.9437,1771.8398,2270.7972,1048.7648,3998.0821,1072.5832,2246.3632,0,187614.2109,0.0,0.0,0.0,0.0,0.0
JPN_J58T60,53.3691,13.1934,0.366,5.4889,1.4998,313.2177,54.6356,27.1366,113.4675,18.5934,237.1619,114.2255,79.7073,36.9456,120.3859,120.9888,411.9745,261.4226,381.2224,94.4009,81.3045,116.0209,58.2888,82.0214,736.0697,1552.7407,445.6198,11.0437,29.5445,194.1587,63.2261,3358.7916,10229.519,5810.9974,1286.9587,860.3243,205.6938,17507.1448,4349.5638,1412.9942,588.8231,1718.2057,1265.1356,459.982,0,21047.1641,0.0,458.5649,20494.7793,-4903.6954,0.0
JPN_J61,40.988,37.6914,10.3262,23.3743,5.5412,316.7757,48.2117,22.3432,208.1254,30.3005,798.6543,330.1486,113.0709,58.2508,221.2322,191.2791,761.0939,394.0058,599.8243,274.6658,96.1478,154.6662,89.8695,174.4058,2391.3054,11453.311,819.9032,124.4316,51.2272,276.1556,51.7717,1710.5587,4072.5415,31843.398,2397.8562,4301.9179,1133.7967,4876.8746,2502.2751,2884.3234,286.5198,1169.4901,321.8041,873.1056,0,91825.1264,0.0,430.0768,0.0,5.1027,0.0
JPN_J62_63,280.5309,20.3026,2.924,27.188,4.895,946.7843,92.1021,64.3443,399.4418,60.7426,1342.0784,564.7407,505.0806,250.2416,707.5152,417.3714,2712.8698,1632.5733,2497.5203,1302.8678,267.2026,377.7353,1683.7278,1037.1334,1294.3361,12012.4325,713.8563,46.0107,139.3682,1525.4651,38.4652,1011.4294,1880.8407,6832.1774,4507.661,12068.7428,755.1565,4270.4099,2022.2955,5563.1041,899.1757,3020.411,1155.1949,1102.2427,0,12175.7438,0.0,0.0,80661.2899,0.0,0.0
JPN_K,1141.5976,213.7546,29.4632,136.9087,33.1098,1932.4295,334.3389,151.3632,732.8573,508.2295,963.2002,293.6218,339.5821,390.5831,1501.182,1029.4214,966.8588,808.4609,1841.892,1012.8961,612.8058,1500.3339,2718.5667,655.5557,4572.6288,11956.1572,4239.928,454.6935,345.5101,766.47,4.7725,1976.9537,309.0091,1257.937,437.7919,12747.1117,52090.7004,2777.4219,2300.0467,8158.7711,1561.1638,3844.6834,983.8915,628.6157,0,138395.1061,0.0,5.1393,142.4557,79.3399,0.0
JPN_L,79.0127,15.677,18.7273,15.9018,8.8384,975.2094,133.0577,64.0194,369.2303,56.6774,663.2625,281.7375,394.7426,190.7716,474.8036,538.5247,927.869,616.9809,1140.7692,528.4234,171.5418,278.3539,1019.6043,170.8806,3098.0541,23536.8525,1813.8291,778.6134,106.018,4219.3103,189.2211,3339.8536,1444.3263,3711.9227,6672.1034,5251.3433,20617.6201,3199.2007,1832.3267,753.6921,486.8253,10706.8564,822.8571,2169.4301,0,533160.4627,0.0,190.2288,21823.3569,2.6854,0.0
JPN_M,107.4605,71.0481,23.2599,40.8121,87.5704,5823.8867,362.2988,188.9918,1028.5979,140.4462,3352.9554,1861.4659,1563.196,1000.0566,1058.0751,1167.6627,5882.0,3257.7885,4783.4277,5525.8457,1036.3132,1474.7825,2958.2855,1611.296,23290.5122,28560.4891,2537.4358,58.5299,538.2598,4844.4013,42.6343,5616.5599,4884.7334,12147.7305,19481.7893,15045.0127,8544.246,21772.2894,5365.7618,8378.1531,2668.2549,8064.5279,2002.6119,2809.6315,0,2068.085,1584.2144,6967.5771,92227.0416,29.172,0.0
JPN_N,122.2019,58.4982,13.8552,103.0609,52.9131,2012.8567,268.3844,79.786,607.7618,80.5053,2113.4962,1057.3581,795.3685,661.3269,816.8466,744.5264,3244.5176,1469.4858,2642.2733,2898.0341,521.2226,820.6599,1145.0067,1141.6934,8856.2213,19304.6704,2083.1569,40.1439,351.0739,4542.8314,47.3501,2415.6464,3404.7423,5450.6815,12122.4237,9536.4183,4808.3338,8532.2148,8781.9483,10251.6904,2459.7296,10492.7477,1204.9266,1939.5371,0,6308.3534,1105.5002,7191.6356,2489.0717,233.1032,0.0
JPN_O,82.8184,1.2404,0.0535,0.221,1.1358,429.4273,0.8692,1.0019,3.5363,3.2927,3.7203,1.8733,2.2997,1.5518,8.728,4.0187,5.6879,3.0993,9.2363,13.0108,1.644,2.9103,29.7181,12.7241,48.7438,59.638,18.5867,1.1312,1.7514,6.5082,0.8541,13.5816,59.4834,644.7437,15.3871,20.8556,60.5446,62.7114,25.8441,138.6182,0.2889,31.0225,7.4431,9.1018,0,7953.2824,0.0,318026.6409,0.0,0.0,0.0
JPN_P,1.78,0.0052,0.0059,3.6186,0.4506,42.9083,0.5208,0.9494,4.2937,0.4607,17.967,11.8881,5.539,8.3148,7.39,19.77,87.0851,78.7359,58.8526,33.2947,6.8914,4.2947,38.6963,4.8023,38.0706,69.1233,257.4678,0.4397,0.633,19.8996,1.3055,70.9484,136.1351,487.4345,306.8992,30.6487,0.2337,77.8429,29.8392,22.6619,0.198,27.3294,8.6792,23.3773,0,52054.5651,20606.0374,115547.461,0.0,0.0,0.0
JPN_Q,8.6611,12.6106,0.8513,9.0612,0.4204,99.361,10.989,5.6783,60.8079,14.4977,55.3047,35.9197,55.712,23.5199,69.4066,55.1033,96.884,79.518,146.5179,88.152,27.8423,41.3404,55.2273,54.124,282.046,685.52,126.1598,21.3875,8.481,346.7364,11.2264,168.7262,91.5713,138.0834,120.5966,306.8327,80.3233,181.6759,59.0248,163.9867,50.5705,4260.7211,68.5323,114.0442,0,72360.4168,32812.4026,409707.0254,0.0,0.0,0.0
JPN_R,10.667,15.1649,1.0464,11.2833,0.098,122.6474,13.7065,6.9313,73.4703,17.4843,71.8633,37.0398,66.9575,28.4804,87.7472,66.5455,122.3857,96.6114,190.2277,103.8476,33.4934,81.119,67.5003,53.7101,339.6159,717.7102,146.3836,24.448,10.2401,97.7481,13.2353,335.3893,9939.2766,71.2177,154.2572,342.0424,94.3617,246.3974,164.1093,165.8742,69.9499,211.525,1640.0042,199.5697,0,55079.4021,0.0,961.7891,0.0,0.1989,0.0
JPN_S,26.4401,51.1028,1.0988,8.8092,11.0466,212.9279,28.9086,12.658,75.0947,15.6983,130.6776,51.5374,26.2041,9.0894,139.0424,68.0557,324.8298,146.6914,259.8529,41.579,40.0042,58.1437,88.5963,137.4912,594.9529,1880.6624,869.9691,20.3898,30.3271,152.2179,14.9289,2097.1594,749.9839,338.1364,906.4358,405.236,576.2572,2820.2065,1468.1506,523.4187,331.282,5086.3763,820.7723,7745.3532,0,63343.4385,2576.8561,10055.8351,0.0,0.0,0.0
JPN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
