V1,THA_A01_02,THA_A03,THA_B05_06,THA_B07_08,THA_B09,THA_C10T12,THA_C13T15,THA_C16,THA_C17_18,THA_C19,THA_C20,THA_C21,THA_C22,THA_C23,THA_C24,THA_C25,THA_C26,THA_C27,THA_C28,THA_C29,THA_C30,THA_C31T33,THA_D,THA_E,THA_F,THA_G,THA_H49,THA_H50,THA_H51,THA_H52,THA_H53,THA_I,THA_J58T60,THA_J61,THA_J62_63,THA_K,THA_L,THA_M,THA_N,THA_O,THA_P,THA_Q,THA_R,THA_S,THA_T,THA_HFCE,THA_NPISH,THA_GGFC,THA_GFCF,THA_INVNT,THA_DPABR
THA_C29,0.0986,0.0,0.0,0.0,0.5648,0.0508,0.0854,0.0,0.0055,0.0,0.0155,0.0634,0.0,0.0,0.0006,0.0,7.4314,0.185,2.2164,5566.7693,73.3252,0.0,0.0,0.0932,0.0,817.6386,95.9142,2.1888,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.4637,0.0,6.5425,9.3713,0.0,0.0,0.042,3.8752,0.0,1912.9253,1.3946,2.1826,7933.6715,-1101.1082,0.0
THA_C30,0.0364,76.3076,10.1848,0.0016,0.0708,1.1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,951.0147,0.0395,0.0,0.0,0.0063,93.1273,19.6896,178.7733,275.0857,0.0114,0.0,0.0,0.0,0.0,1.4855,0.0,0.0,2.0997,1.7577,0.2354,0.0335,0.0,0.0561,0.1029,0.0,567.6177,0.0,0.0,3060.017,-218.5772,0.0
THA_C31T33,47.4126,14.1605,26.3393,10.6513,41.4624,146.9002,822.4712,13.2742,39.3374,2.6165,91.2886,36.4502,75.5749,39.8396,36.5793,48.1438,638.4967,36.4612,37.1288,207.6252,34.5608,7777.1852,227.1284,53.603,122.2002,248.8296,38.0824,73.5063,225.4398,9.8515,13.0843,126.2168,169.7121,63.1616,81.7712,944.4837,64.2945,140.5941,184.2813,101.8871,739.0761,111.1901,135.896,175.9451,0.0,2373.6743,4.2693,162.6779,3026.9749,-171.4149,0.0
THA_D,340.3705,19.7683,99.7826,111.7348,17.5808,2495.5229,2592.7018,324.9464,328.17,626.0252,2863.8714,75.7074,1520.9249,1544.7198,681.661,423.2839,1008.681,474.0741,610.8764,1392.8379,305.187,462.0572,9150.7388,350.828,324.4196,2974.0192,4646.8588,49.3689,268.1546,168.6719,79.1308,3875.4935,251.8482,400.3458,82.1928,658.9812,691.5608,121.3886,123.162,0.0,658.4559,695.249,49.3101,612.1563,0.0,3965.2155,10.8752,0.0,0.0,0.0193,0.0
THA_E,83.5319,0.0128,0.4971,2.4892,1.8808,130.6876,33.1034,4.1172,19.7945,5.3653,59.1006,3.6673,24.0981,33.1239,4.1512,5.9232,25.989,7.437,8.8285,8.7342,2.5405,10.3434,25.9477,61.5654,28.7887,175.6877,16.1967,2.4451,21.999,0.858,3.094,156.516,7.7486,8.2913,9.9528,59.0411,46.6115,14.8209,20.2697,131.4594,52.0574,29.3767,9.5397,52.9035,0.0,1649.1008,47.6334,222.2858,0.0,0.0,0.0
THA_F,66.6573,4.3318,1.8653,5.3789,10.8477,49.4399,25.5506,4.3927,9.489,2.7633,36.6487,2.702,19.8011,19.0222,5.7208,16.4856,24.3496,10.0795,9.7888,12.9716,4.0701,14.0499,26.0533,1.06,26.7689,249.6215,13.0136,2.4922,8.6786,10.5794,0.0638,129.958,4.2619,0.2427,8.733,85.4311,57.374,10.8283,11.7565,120.2594,61.4821,44.366,6.0411,81.9719,0.0,1619.2746,21.376,66.083,33914.8712,0.0006,0.0
THA_G,1915.6917,348.3241,266.6308,199.8769,11.7805,6475.2755,3573.3659,157.3553,400.2582,1363.9034,1292.3587,227.5544,1388.5779,639.692,374.7536,399.4429,6874.524,675.9864,653.0869,1836.6506,410.7571,2694.1477,1097.3392,49.377,2118.7325,894.1574,3580.8779,300.979,405.2772,19.4582,19.1912,3299.7132,195.2697,42.4241,148.7439,338.2606,43.346,206.8851,241.622,441.0466,549.7244,871.1071,59.9885,432.5121,0.0,18184.5512,35.6352,371.5504,5229.4649,0.0,0.0
THA_H49,292.7732,23.5813,109.6721,106.9248,15.56,621.4469,290.286,27.5226,61.5471,288.4577,194.9442,38.7671,183.5856,144.6806,75.5091,127.0915,464.6075,98.9464,100.9808,256.4471,59.1402,245.2952,215.2544,5.195,1773.744,367.2745,362.7083,39.088,43.2008,29.5009,47.4421,209.5898,48.6372,46.2291,40.655,148.7951,44.9683,70.4986,105.7069,109.2526,129.9575,54.3866,8.1616,70.9857,0.0,5703.3371,11.4599,520.5345,324.4214,15.5264,0.0
THA_H50,25.8904,3.378,5.5395,2.9554,0.3571,60.0186,38.9748,2.9019,10.5225,186.3838,32.3699,4.4325,27.6355,14.3069,31.1569,30.0174,158.7393,32.0225,30.7338,68.8247,15.2079,55.2822,89.0059,0.6078,46.7977,22.5671,6.3233,34.1867,3.978,0.1278,0.1476,21.4979,5.1407,0.8924,2.3194,3.4085,0.5098,4.4403,5.1818,4.2219,7.3964,15.442,0.5439,7.9747,0.0,165.8305,0.4017,6.1793,136.3905,738.1649,0.0
THA_H51,49.2881,6.3428,12.2031,2.4706,0.7443,118.9735,75.2917,5.7129,20.1954,338.9026,62.9873,8.5933,53.8666,28.2007,57.4297,56.365,295.4979,59.7343,56.5173,127.9947,28.4242,106.9036,164.3066,1.1837,88.1797,88.4286,13.2379,11.0356,202.1168,0.8828,6.0531,43.3033,10.7658,7.5387,5.4306,13.4968,1.9811,9.9563,27.4203,9.8795,13.9649,29.4918,1.12,14.9249,0.0,496.0711,0.9995,12.262,249.9646,1339.1949,0.0
THA_H52,8.3822,1.4963,1.0503,0.0518,0.0052,12.2109,5.3253,0.276,1.1866,10.0107,1.4634,0.0711,3.3401,0.8132,1.519,0.9771,18.7416,0.6415,1.4491,4.2569,0.3909,6.0945,7.558,0.1585,13.5314,0.5867,3.4814,1.1762,0.0045,0.0047,0.0072,12.3039,0.4214,0.0334,0.4243,0.703,0.2865,0.597,0.4557,1.3059,1.9268,2.4331,0.2125,1.2772,0.0,0.0072,0.0057,0.8333,17.3128,0.5813,0.0
THA_H53,45.0646,0.2531,1.1864,2.1227,0.6575,14.0224,13.4592,2.1186,6.8472,3.1785,20.4116,5.4109,15.2457,12.9951,4.8398,6.7848,20.7224,3.7876,4.2565,23.8516,1.9057,26.0214,18.5255,1.0388,7.357,214.5131,5.5694,5.8282,18.2434,0.3737,296.9436,55.9084,13.9952,246.6622,46.0493,164.2819,3.6386,61.7265,51.04,153.1129,21.2017,7.98,1.441,8.7632,0.0,638.3202,1.2927,10.0647,0.0,1.4305,0.0
THA_I,120.0883,0.1221,25.5358,30.7959,8.01,108.6194,103.0452,24.6383,14.7811,9.4193,105.666,18.0521,143.4976,47.2914,10.3226,62.3986,44.8303,48.1569,21.7007,29.5257,24.4161,188.0633,115.1474,4.6514,363.0027,243.7892,92.7743,32.3773,29.9598,1.7698,9.7748,90.6746,42.8612,29.4559,242.2369,414.6274,30.7826,293.05,701.3195,2315.0373,84.543,39.2142,14.8366,169.3032,0.0,23358.1543,121.7377,984.5195,0.0,0.0007,0.0
THA_J58T60,0.9764,0.0,0.831,0.4572,0.4884,1.8083,0.532,0.6607,0.2756,0.2705,0.9138,0.1214,1.228,0.2843,0.6472,0.8931,3.8487,0.8382,0.195,5.4986,0.2001,0.8135,1.4416,0.1318,1.3914,78.192,5.5558,4.7015,1.8182,0.0526,0.4677,38.9117,1111.9122,2.1385,436.3797,41.3411,0.899,1542.5495,977.464,21.5622,133.7373,6.6256,2.741,8.6753,0.0,1773.3992,74.8199,1.9985,0.0,0.0345,0.0
THA_J61,94.842,0.5334,4.05,3.944,1.5506,25.0168,24.7906,4.2264,11.7273,5.6554,31.0074,8.106,26.2118,24.4131,8.9135,11.9859,40.0692,6.603,7.1484,38.8848,5.514,49.1453,29.8811,1.9276,18.7879,285.9974,12.813,13.3253,49.1899,0.5896,22.3386,149.4855,118.4263,639.7474,124.5766,283.0829,7.4784,122.1847,89.6831,225.6315,41.5239,18.0941,2.9943,17.7152,0.0,2816.2594,4.9733,7.8495,0.0,3.1222,0.0
THA_J62_63,5.8388,2.4957,368.6553,2.7455,2.3049,149.6016,95.8656,9.7835,35.085,14.5361,72.2615,13.1397,42.2489,72.9671,7.0432,14.7158,78.0648,24.9649,19.4394,97.1026,4.4543,51.2015,57.5485,10.3883,168.2502,161.685,16.5068,48.3652,115.9693,1.8898,13.7214,100.0201,27.8874,91.6899,161.9174,316.9555,28.8453,53.9418,91.9665,0.0,47.0902,27.4939,5.9845,20.2844,0.0,886.9924,10.3788,0.0,605.125,0.8373,0.0
THA_K,1641.0435,111.8937,60.6014,76.4483,20.4564,976.7228,691.3969,187.0367,154.1826,130.7379,872.2809,68.4043,454.7603,577.1383,272.4621,235.8736,299.7124,195.6874,197.9266,877.8066,163.865,469.8856,1510.7525,162.2625,731.7926,5548.4882,749.5313,258.893,697.1307,33.4795,126.6633,652.581,90.7824,584.9958,148.4157,3299.756,1045.7067,220.0975,346.2642,10.6673,106.8349,158.2168,18.4434,114.6887,0.0,10083.9387,147.0361,2.074,29.9183,4.7925,0.0
THA_L,4.1146,0.0105,6.1506,1.7682,1.3684,32.7167,16.6022,9.4874,2.1548,16.163,10.4603,1.8359,15.4206,2.0397,0.6905,2.7166,2.8567,3.5716,1.7602,0.4806,1.462,21.6799,6.8355,0.7826,19.4507,249.7259,23.5825,8.1759,30.1306,2.0721,1.4144,70.7892,43.5683,7.3309,19.4004,192.6229,9.2281,36.8365,44.5046,54.9234,6.6439,2.7292,5.587,28.1089,0.0,11327.5285,57.0728,136.3571,24.735,0.0,0.0
THA_M,14.4088,5.8637,614.2736,7.2814,35.8066,363.4045,109.7049,21.4275,66.8418,28.6,189.6527,45.1053,93.2956,145.1691,10.6137,27.3556,111.1176,49.4766,37.2993,169.764,11.0887,84.8539,68.2364,20.3643,423.8735,412.6403,23.1392,60.8069,136.5961,2.3389,13.0698,177.0443,122.5924,86.9673,100.4445,363.3498,154.6132,314.8399,280.2816,64.734,52.4056,54.1973,19.3864,43.6348,0.0,1130.3985,46.2808,867.8281,814.5341,1.0289,0.0
THA_N,14.2956,4.4455,482.0044,6.86,24.9201,286.4033,147.9663,30.0642,52.1421,20.1708,141.7715,23.9362,117.4329,122.8432,19.9116,28.2395,98.8668,42.6193,27.5817,141.8497,9.557,75.8136,52.8063,17.0985,271.1447,291.8836,37.3546,101.6391,456.58,2.5834,19.3241,122.7766,54.9188,68.6378,73.8826,187.4194,81.8254,97.6544,291.771,0.0001,48.0125,41.2485,14.8722,28.2854,0.0,1490.7327,46.5301,0.0008,246.4328,2.1129,0.0
THA_O,0.0,0.0,0.0,0.0,0.2885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0783,0.0,0.0,0.0,0.0,0.0,535.2609,53.2839,33094.9551,0.0,0.0005,0.0
THA_P,0.0,0.0,0.0,0.0,0.1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.9083,0.0,0.0,0.0,0.0,0.0,1406.7426,339.9947,22879.8123,0.0,0.0003,0.0
THA_Q,0.0,0.0,0.0,0.0,0.0971,0.5472,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3463,0.0,0.0,0.0,15.5197,0.0,0.5369,0.0067,0.0,0.0,1394.9847,509.1003,11859.5354,0.0,0.0002,0.0
THA_R,0.0,0.0,0.0,0.0,0.0322,0.0017,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,21.253,9.7894,0.0,2.1044,0.1063,0.0142,3.012,2.3653,0.0,0.0,0.0,1.0417,0.7472,0.0,872.4885,406.3267,0.0,0.0,0.0302,0.0
THA_S,0.7945,0.2103,1.4528,1.5487,1.0115,22.0913,2.6122,0.0814,0.1954,0.439,5.2595,3.7451,3.8673,1.7315,0.919,0.9705,9.6038,1.7522,4.427,5.498,0.9245,3.1528,7.2405,0.2703,7.3341,10.0426,2.8959,1.9327,2.5007,1.0243,0.2244,4.8249,9.7582,0.8332,1.2397,75.4927,1.4227,3.0807,3.4648,0.0603,11.5999,1.5716,12.8254,23.4282,0.0,2595.4988,1968.6569,2.7203,0.0,0.0002,0.0
THA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.9987,0.0,0.0,0.0,0.0,0.0
