V1,SWE_A01_02,SWE_A03,SWE_B05_06,SWE_B07_08,SWE_B09,SWE_C10T12,SWE_C13T15,SWE_C16,SWE_C17_18,SWE_C19,SWE_C20,SWE_C21,SWE_C22,SWE_C23,SWE_C24,SWE_C25,SWE_C26,SWE_C27,SWE_C28,SWE_C29,SWE_C30,SWE_C31T33,SWE_D,SWE_E,SWE_F,SWE_G,SWE_H49,SWE_H50,SWE_H51,SWE_H52,SWE_H53,SWE_I,SWE_J58T60,SWE_J61,SWE_J62_63,SWE_K,SWE_L,SWE_M,SWE_N,SWE_O,SWE_P,SWE_Q,SWE_R,SWE_S,SWE_T,SWE_HFCE,SWE_NPISH,SWE_GGFC,SWE_GFCF,SWE_INVNT,SWE_DPABR
SWE_C20,134.3431,0.5969,3.4249,27.7168,0.791,69.7314,29.1016,39.3397,301.0307,9.8872,576.3132,379.5632,403.978,64.0298,62.8045,72.0537,34.9293,69.13,36.4548,208.636,6.846,47.3985,89.5236,43.7085,170.5394,100.7133,32.0133,2.5319,3.8599,27.3403,1.7621,25.5376,12.1111,9.645,21.2598,6.8428,61.5404,58.4765,105.6259,25.7101,18.5962,107.4944,24.7687,49.1694,0.0,912.4188,0.9188,127.9632,225.7853,45.1206,0.0
SWE_C21,14.1277,0.1901,0.447,4.8395,0.1919,31.9275,8.9219,10.3376,31.303,4.4531,44.2616,525.9328,26.617,11.4087,37.0695,19.6156,8.0998,9.2175,26.138,39.7908,7.7808,14.4622,8.2534,16.4901,73.5105,168.9103,36.114,8.7571,17.939,34.512,2.7482,21.6324,33.3559,13.8712,33.4842,6.4106,16.9947,76.8806,47.0424,16.0033,11.0188,357.7222,18.9386,11.9508,0.0,1064.7031,2.3155,969.6266,592.1402,36.7465,0.0
SWE_C22,14.0912,0.3286,5.2717,3.633,0.1249,98.1005,13.244,28.4858,44.0602,4.2153,37.449,59.2486,136.2247,47.3606,14.9361,42.3535,23.2431,31.3181,145.9589,390.7375,10.5944,55.7708,6.7828,41.8979,341.6979,99.6733,57.0349,1.7107,1.7324,19.8936,1.2347,22.3832,6.2741,10.6624,32.8131,10.9384,52.3242,52.2972,17.5106,48.8074,19.9225,100.7164,16.7073,13.6875,0.0,606.1986,0.5532,39.6354,131.2665,26.4189,0.0
SWE_C23,83.127,0.1585,4.0835,45.1108,2.1759,76.9138,3.5747,121.2799,27.3,5.8206,31.4399,20.3067,14.6816,378.8379,60.2929,70.1277,11.833,19.8933,55.8157,166.3897,9.8626,28.1747,53.8663,27.1708,2081.6434,49.5829,40.8161,1.8351,2.0376,125.4355,1.2663,16.3721,6.0625,3.6172,8.9453,5.1554,210.7581,23.8018,12.6271,18.8639,17.0328,30.9148,8.3768,17.3063,0.0,508.49,0.1518,13.7854,504.8416,37.6607,0.0
SWE_C24,39.865,0.0,1.3974,19.5984,0.8545,2.5359,10.9735,46.9442,8.6991,0.0045,9.4782,6.7205,65.0667,106.5342,2552.3981,2408.5785,46.1199,395.2716,621.1705,894.8667,35.1473,235.9652,11.525,41.6676,876.5761,8.754,2.0047,0.3498,1.3223,53.5272,1.122,0.1745,4.8525,9.9767,11.4671,0.1043,12.3265,10.4802,37.1175,11.5151,5.4934,1.5632,1.5184,3.4287,0.0,17.5365,0.0,0.0,0.0,91.769,0.0
SWE_C25,45.11,0.7925,2.804,84.0631,3.5892,118.4864,11.1405,123.5742,38.2289,5.5154,54.2363,31.8798,96.5579,118.7708,152.6158,1083.1977,87.1591,412.386,1581.2891,1432.2413,213.9164,248.5261,28.223,178.0258,1517.4095,123.8898,18.1326,3.9841,3.7462,67.3122,1.6452,16.6195,15.1453,83.6637,68.2558,16.3889,119.5807,115.3439,49.8394,194.5657,28.1848,38.7583,19.3696,26.0305,0.0,885.221,0.8247,42.5699,2364.5227,94.7945,0.0
SWE_C26,6.8447,0.1953,0.2272,2.0787,0.0905,10.6501,1.0594,5.3898,10.6058,3.0177,7.8943,7.8462,4.303,5.1136,8.6147,15.2885,223.814,69.8554,64.246,205.1169,27.7056,21.8808,7.5474,6.9294,135.0096,28.7968,5.7551,1.4823,1.4481,6.6977,1.2534,5.6436,14.8801,19.2483,43.0637,5.2645,7.0591,61.3183,18.726,16.8214,7.4348,52.9995,13.7018,6.9188,0.0,857.2589,0.7357,71.2993,1045.5086,27.2014,0.0
SWE_C27,24.4801,0.3406,1.1869,7.8882,0.3337,18.9383,2.2785,28.3865,23.8417,2.9969,19.2389,10.8509,12.4205,23.8419,35.6214,47.4976,90.8942,305.1602,190.5318,203.2243,62.5238,65.2606,31.5394,12.8837,411.6973,53.213,27.1705,13.7326,7.0244,28.7526,1.5934,10.9922,11.2402,21.5213,39.8077,5.1121,24.1594,89.6055,38.0107,32.761,11.9454,22.6405,15.8256,7.1501,0.0,510.5564,1.4047,78.4207,1189.2652,23.6909,0.0
SWE_C28,123.3003,1.0605,2.6573,22.0378,0.8066,119.8618,11.6636,61.422,93.1282,33.2151,67.2822,62.1171,39.1633,53.7983,94.7128,110.622,48.8907,75.436,707.9114,994.5251,55.2998,127.1236,64.1324,39.0316,386.7642,204.6303,70.4177,25.9247,16.6318,63.2537,4.421,57.2296,32.3699,50.0645,80.4887,26.0753,50.8253,159.2117,101.3747,79.3912,32.4968,89.5003,45.9229,25.4445,0.0,908.6134,2.8974,195.7503,4302.103,99.2725,0.0
SWE_C29,83.5593,1.4529,2.6691,18.6076,0.6606,166.9439,13.4664,44.9473,70.5525,57.6307,53.8684,76.818,37.9664,38.9256,117.7632,128.6782,56.4323,52.4503,1232.5233,3925.3342,32.2847,58.3281,35.3675,48.2888,331.9383,958.6343,230.4319,15.5122,23.0878,55.3576,11.493,101.694,46.3784,35.0228,125.3177,53.5705,130.7873,158.6359,179.7133,74.098,53.3117,131.1597,69.771,33.6894,0.0,5499.3766,8.0446,485.0688,4883.5227,220.5038,0.0
SWE_C30,1.316,1.9311,0.0,9.3838,0.2494,0.5617,1.6137,5.4944,1.2416,0.0006,2.7036,0.803,0.6483,4.0213,4.7873,3.1799,94.0536,0.6039,19.4095,18.3072,483.257,270.8825,12.997,2.8696,7.6428,6.3634,316.2601,149.7682,354.7618,1.7278,5.6725,0.1182,1.1334,0.0,12.2158,9.3826,0.1423,13.0076,35.9636,449.0395,0.6777,338.1707,2.9281,0.8088,0.0,1064.8697,0.0,0.0,1260.6333,4.4483,0.0
SWE_C31T33,136.095,1.2291,7.0154,38.4867,1.5563,80.5319,10.7183,85.6575,135.8643,5.1054,114.913,76.0016,48.2916,160.6521,112.6795,90.8904,35.6243,32.2211,205.0879,159.8571,40.8081,268.7315,60.4313,34.5486,421.5888,201.989,162.9884,93.8772,43.8336,98.0739,2.0793,35.176,14.3976,36.191,40.3216,9.8281,44.1348,114.9946,191.1813,108.9752,43.5112,290.3025,97.1099,38.5466,0.0,1994.8096,0.5758,64.2575,974.0244,10.0389,0.0
SWE_D,254.6511,0.8046,4.7027,113.7273,2.6299,250.0057,26.4124,230.5169,650.2368,0.133,231.0408,76.7441,64.763,98.23,400.9622,174.0288,43.9782,41.9244,122.6478,158.946,23.0741,80.4375,1130.935,238.8569,329.2707,847.1365,155.4504,13.8042,11.8014,281.0784,8.5447,271.1843,54.4287,140.8346,83.0452,67.514,933.8607,281.9774,133.6156,281.4132,165.2859,333.9802,171.9725,106.0591,0.0,7529.1185,1.4884,34.7825,1126.0495,19.6839,0.0
SWE_E,38.1966,0.3103,8.9501,49.6484,2.0203,42.4196,5.913,85.2713,211.8805,1.4717,30.8323,11.5112,37.1984,54.3742,1529.6093,20.9575,2.3084,5.0862,45.6923,30.0125,2.4024,9.27,136.014,625.8577,246.0749,589.0856,46.2773,6.1865,3.7,81.4079,20.1113,79.0514,27.9536,22.4505,49.1627,42.3377,2889.3117,115.864,38.9116,151.3595,120.5575,232.1995,85.0677,51.0674,0.0,149.1201,3.4732,7.9913,84.5853,1.5175,0.0
SWE_F,369.4749,1.7028,10.7622,146.2095,6.0487,142.6033,10.6294,130.1832,233.3529,1.2217,293.7689,127.3006,62.8556,182.0706,175.4225,145.7262,27.6888,90.2941,265.1318,318.2405,82.4248,107.9376,1189.5969,149.8642,6136.0558,1418.6339,312.616,71.6358,37.2317,617.5692,49.8733,248.5958,88.7576,110.2106,146.0539,264.4277,11548.0826,528.2979,253.5121,719.0169,342.3554,272.4631,279.2338,317.2594,0.0,276.786,2.1388,32.3664,43397.3722,4.515,0.0
SWE_G,1298.3781,22.1811,20.4435,192.0273,6.3928,2755.6327,207.115,404.7749,792.7929,520.4348,638.584,648.8412,345.2376,353.7627,842.4322,709.6248,304.3437,400.4902,1261.0904,2824.2739,169.9826,572.7172,359.6258,371.249,2448.332,2201.3076,1953.0327,166.0919,178.4438,1985.8258,114.4539,1800.276,482.0675,260.0692,842.5827,152.0605,426.8019,1249.84,637.0692,549.965,531.5567,1409.1551,433.6514,249.5353,0.0,22387.1947,9.3577,1092.4329,5433.3091,622.003,0.0
SWE_H49,908.0096,4.1032,26.1595,192.4866,6.8848,385.6893,15.3289,129.9362,216.7061,196.7696,124.9501,71.5663,63.0731,97.347,253.7684,139.5803,31.0028,60.2036,182.3883,430.6766,26.3926,80.4546,143.2546,140.5334,1197.1675,643.4695,1990.8146,60.2859,34.0088,6294.0472,30.3677,142.2463,62.1197,35.4595,95.3159,33.698,136.233,397.6175,264.335,248.0594,525.2471,168.1211,102.9742,112.684,0.0,4188.4125,1.796,431.6025,609.6432,368.6902,0.0
SWE_H50,75.0605,0.2457,2.0209,13.2543,0.5292,35.2495,2.995,76.1294,81.4284,46.8495,25.9434,15.5191,8.0995,70.2483,53.9887,57.4208,8.78,21.6453,59.7214,81.169,11.2915,12.9132,12.4978,7.2717,43.6877,392.1634,18.3317,311.2268,3.6094,500.9076,2.5599,18.6183,19.7133,8.9628,34.1843,6.9364,12.5346,57.7701,50.4907,9.3716,8.2983,41.1018,8.4304,4.2769,0.0,254.0639,0.2814,20.2471,53.7684,225.5366,0.0
SWE_H51,13.8596,0.332,0.4501,3.0518,0.0977,25.3061,1.8721,7.0442,11.1696,66.509,10.4108,9.1738,6.8273,7.2208,17.8983,15.8567,5.9123,9.0611,23.5483,47.1879,4.9172,9.445,10.8617,4.5801,40.5294,40.1568,11.825,3.1536,4.8353,31.0495,0.9863,16.5536,5.4573,4.3295,12.101,3.7336,8.2212,37.8904,115.4196,12.9775,6.5362,19.9662,6.6949,3.8054,0.0,296.6956,0.2141,10.2381,67.6341,321.7456,0.0
SWE_H52,145.398,2.8436,6.2642,36.775,1.1592,515.0952,21.5433,313.189,485.9501,34.2439,251.1927,99.5759,95.8434,210.1597,230.0656,136.5665,17.4549,66.5017,256.7248,709.0462,29.7327,111.0075,72.2902,212.8784,211.8588,3686.3611,1596.932,688.4582,454.3445,2242.6504,378.5925,56.747,215.2724,40.8594,108.673,59.075,250.3267,594.1569,98.485,105.1127,144.9601,132.6215,49.0531,24.0236,0.0,1359.7855,13.1523,5701.739,553.8866,52.138,0.0
SWE_H53,28.44,0.0845,0.6385,4.4894,0.1626,11.5663,0.8265,6.3243,11.2529,3.5634,7.3523,6.2088,3.5959,4.0906,6.1216,5.4867,1.8613,3.4075,8.016,13.1412,5.1542,6.7196,23.5742,42.6418,38.6556,814.2907,47.4729,6.6363,2.6675,310.4989,114.8054,7.2712,465.2853,26.2916,76.6578,87.749,36.2304,197.8052,64.9188,393.5935,44.6955,42.3106,57.5587,42.6638,0.0,277.4359,0.094,29.8957,12.3413,8.0609,0.0
SWE_I,13.6479,0.2334,0.9895,6.2682,0.4463,20.9271,6.0002,7.6203,21.2674,0.0021,65.485,42.1412,22.1727,31.4295,32.0329,58.8137,44.9814,72.3552,126.7918,39.2168,10.6385,44.3614,49.4652,135.2153,87.8238,593.0009,23.2913,13.56,24.8777,55.0174,5.4223,60.7012,28.0678,84.777,362.4225,136.3124,81.4125,540.8934,1303.1396,220.1276,220.8002,194.0262,113.3311,63.4622,0.0,10518.1364,6.477,0.0,0.0,0.0035,0.0
SWE_J58T60,23.6168,0.398,0.8276,5.4307,0.1998,78.2901,6.1064,32.6784,83.4957,0.488,38.133,86.7348,16.9009,16.061,51.3975,49.4671,22.2742,168.9878,139.455,73.6228,16.4662,42.0423,54.4834,63.4161,172.9802,1309.1049,67.0837,16.6841,17.5711,113.3427,15.2748,41.1963,1752.1418,248.9261,2181.5352,152.5236,151.3819,1608.7697,328.0884,228.3653,563.763,148.1683,204.329,86.2694,0.0,2413.4023,4.7961,465.8039,428.9229,11.0197,0.0
SWE_J61,16.8647,0.0663,1.5554,9.7239,0.4694,36.5699,3.0576,25.9466,57.1235,0.0159,29.0562,118.244,21.1985,13.7306,15.6679,47.5737,19.3282,10.5629,170.4693,72.8436,7.845,40.9458,45.9603,19.38,101.1003,803.8809,124.9933,17.8348,3.6839,229.4755,11.673,50.6589,184.9681,3409.5184,476.7684,198.9118,135.4693,731.9685,308.2153,543.5134,115.8162,278.2544,92.0662,74.5301,0.0,3986.0723,0.3148,8.5811,196.2013,6.8067,0.0
SWE_J62_63,33.1232,0.5514,0.8817,10.4588,0.4563,66.0456,4.8765,34.6308,84.7071,7.1797,45.4186,132.1483,25.0676,23.7541,206.9482,84.7575,18.4722,41.0372,225.1874,238.9445,71.6879,45.1293,293.515,236.4252,510.0641,1620.0586,94.4487,14.0554,42.7697,230.0096,195.3154,49.9924,1186.311,473.8519,5250.8553,234.8643,165.2862,1697.5409,380.577,533.2446,259.6291,303.5188,168.4818,75.8423,0.0,1148.1735,1.9321,85.8425,11160.3059,19.9252,0.0
SWE_K,417.8986,4.9797,2.5858,24.463,0.9193,49.2907,10.405,116.6346,115.6601,7.6919,63.7242,49.8226,28.3361,23.9748,162.5139,93.044,24.4713,39.5882,161.3361,304.7476,19.8138,87.3797,157.6952,139.3893,478.8747,646.1993,253.4824,14.547,24.725,291.7365,44.9378,182.6331,78.3302,54.417,219.2348,2581.4964,5211.2254,849.5307,273.2715,484.8859,64.5969,140.0604,123.7925,178.4802,0.0,8190.2899,46.975,30.0447,222.183,12.9157,0.0
SWE_L,20.1073,0.1221,2.5001,18.6118,0.8513,195.1118,21.3683,75.3735,141.786,0.9159,125.145,70.3353,80.9362,62.1682,46.3009,241.0276,32.8653,111.6354,240.388,264.6801,59.3965,163.8593,394.1412,122.068,531.7716,4921.7989,478.9892,53.1167,83.1693,655.8178,308.4943,1234.9194,341.4866,228.7493,688.6531,645.9461,2907.1201,3358.0102,1179.1388,3092.0835,2972.0715,3302.0311,1278.0406,491.3895,0.0,41103.1519,235.5383,358.2977,2100.7639,1.9851,0.0
SWE_M,211.0024,0.5087,22.7413,123.123,4.6695,420.0461,30.8767,164.2953,401.4611,13.5205,295.7561,756.9045,120.6314,149.6269,200.1547,387.7576,101.9348,315.297,840.6227,1451.6604,140.8049,245.6145,560.3887,448.3298,5571.5463,4633.2007,386.6814,76.9489,52.0856,618.233,54.3827,281.7194,641.4254,480.0171,1669.0905,700.9509,1361.2082,7540.5793,1032.0169,1106.8579,292.2539,673.8106,344.7113,279.6127,0.0,992.1916,50.2173,4069.7324,15359.3196,38.3109,0.0
SWE_N,90.1939,0.4936,14.7497,93.0462,5.7212,214.7725,13.2001,145.6685,210.9789,2.6266,206.8562,358.7507,98.6521,140.9009,186.9616,295.7159,101.9478,252.405,494.3588,501.1369,267.626,159.455,297.6592,237.3011,859.9155,2972.2704,436.4303,104.6424,102.9417,575.2499,89.9696,418.7212,372.431,351.6573,930.8089,408.0366,1994.3444,2329.1736,3731.0156,512.3079,467.3034,1575.662,445.3156,164.6866,0.0,2954.508,12.3101,224.1904,406.6867,17.0221,0.0
SWE_O,60.9839,0.429,3.2017,9.1671,0.3663,63.9137,12.4203,62.3789,83.3484,0.1847,35.689,135.4976,34.3206,13.0028,38.9932,141.5995,7.2254,23.1213,138.8551,170.1916,10.9371,64.1625,204.2394,69.3555,450.3557,649.5503,205.251,7.8101,11.7431,286.0266,41.9904,150.283,65.2302,70.3388,218.0779,147.2636,336.1687,496.677,253.9535,675.8972,1319.171,1296.5414,317.5726,69.6888,0.0,1979.0123,30.1428,27714.9335,462.2715,0.8386,0.0
SWE_P,26.5667,0.0232,3.7588,1.3267,0.0631,17.0123,1.9751,6.7205,13.9966,0.2722,21.4833,30.1432,5.6302,7.3553,31.2691,20.8545,5.2599,7.0411,66.1139,30.2858,10.0531,11.0571,12.4732,13.7146,51.7114,136.2529,15.3021,1.8682,111.3937,164.1382,3.8599,14.4074,33.999,10.2548,145.146,58.9357,24.3643,215.3149,44.7918,428.4699,367.2805,217.3688,35.5397,35.0469,0.0,1847.6606,908.6746,32388.698,184.5745,0.9876,0.0
SWE_Q,34.6182,0.2852,0.5535,2.3169,0.1086,20.4866,1.9598,13.0475,17.9097,0.1072,16.7328,17.8543,8.5674,10.0899,16.6212,29.7729,8.7361,22.0352,43.737,46.0474,6.5205,22.2324,35.6011,20.9667,136.6091,169.4692,12.3535,3.2731,3.7272,30.6846,5.4917,21.9754,27.0538,12.5582,72.0388,34.8497,38.9696,221.5324,61.0681,138.6194,104.734,2223.7946,43.869,11.0332,0.0,8901.2526,512.7068,59576.7831,189.6322,1.5682,0.0
SWE_R,14.0945,0.1081,0.5426,4.163,0.1791,27.7994,1.6109,11.9459,33.038,2.8126,8.804,28.4105,4.7914,5.5707,8.3166,13.1212,4.0629,6.615,22.7773,209.1466,3.4498,17.4911,37.0677,23.788,326.0573,222.1667,34.5294,4.2473,5.4087,132.2218,4.5245,201.5614,217.7874,13.8065,125.7962,55.3067,54.0649,418.7394,113.467,163.7685,65.7554,124.7927,400.5521,34.0594,0.0,5243.3373,360.1508,3106.188,318.3149,6.3518,0.0
SWE_S,26.8959,0.3448,0.8835,13.4758,0.6136,37.4511,3.1802,29.3345,40.7971,0.7542,32.1015,24.9533,12.658,21.1195,29.3571,28.4101,4.8893,5.7192,36.126,64.6464,5.9158,17.6971,33.7883,90.3956,83.7656,482.5089,92.3484,12.0811,5.8071,32.761,8.8922,253.8375,33.8664,23.1815,130.4607,50.9317,140.7815,340.402,141.585,123.4994,71.0725,239.1402,67.3628,345.6077,0.0,3629.2877,4198.9813,120.006,75.1149,2.1345,0.0
SWE_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.2889,0.0,0.0,0.0,0.0,0.0
