V1,DNK_A01_02,DNK_A03,DNK_B05_06,DNK_B07_08,DNK_B09,DNK_C10T12,DNK_C13T15,DNK_C16,DNK_C17_18,DNK_C19,DNK_C20,DNK_C21,DNK_C22,DNK_C23,DNK_C24,DNK_C25,DNK_C26,DNK_C27,DNK_C28,DNK_C29,DNK_C30,DNK_C31T33,DNK_D,DNK_E,DNK_F,DNK_G,DNK_H49,DNK_H50,DNK_H51,DNK_H52,DNK_H53,DNK_I,DNK_J58T60,DNK_J61,DNK_J62_63,DNK_K,DNK_L,DNK_M,DNK_N,DNK_O,DNK_P,DNK_Q,DNK_R,DNK_S,DNK_T,DNK_HFCE,DNK_NPISH,DNK_GGFC,DNK_GFCF,DNK_INVNT,DNK_DPABR
DNK_C20,155.361,0.15,6.0512,1.4917,2.9585,106.0084,41.1605,9.9642,34.1586,24.3067,417.2492,262.4804,166.874,30.5167,14.6307,29.6345,26.5722,13.0126,125.4061,5.7342,4.1348,216.2406,2.7362,10.9634,96.6203,79.0997,5.7275,4.8619,1.0587,6.3174,1.932,10.9378,17.6617,6.5161,15.827,10.8958,10.9195,74.7825,60.1315,53.3765,44.4633,148.0011,14.2077,34.2396,0.0,500.0632,0.0,48.3335,394.2689,45.917,0.0
DNK_C21,66.8543,0.1396,0.2666,0.0689,0.5776,75.3182,2.4505,1.0069,2.2478,1.0736,69.6362,592.6324,10.4916,1.4829,0.4118,2.5826,4.565,1.1661,166.8531,0.4851,0.3466,21.6038,2.6834,9.7304,18.098,123.1874,2.9452,3.59,0.96,6.6764,2.7571,10.1525,12.9394,8.2538,23.1919,14.4068,12.5264,267.525,30.4729,173.5486,104.3103,1174.6433,12.7349,12.2875,0.0,927.8596,0.0,452.8149,998.7856,138.3727,0.0
DNK_C22,16.3791,1.4027,2.5421,0.9748,1.4606,154.7088,11.8646,12.0269,23.3751,0.6742,43.8896,71.8128,96.1145,18.1344,10.6054,61.5766,41.0613,16.1534,133.7514,8.9073,7.7718,88.1192,3.6639,7.4855,362.3202,309.3753,11.2876,4.101,1.2806,7.7055,1.764,8.0765,7.0802,3.8425,8.4601,3.7431,10.8309,19.1614,22.8085,33.7759,23.1088,61.5107,16.9754,9.1826,0.0,261.896,0.0,28.8925,47.8637,29.6547,0.0
DNK_C23,15.9263,1.3923,4.7621,2.1656,2.1948,35.6504,5.8617,40.6145,3.4775,0.9727,14.4396,22.8411,28.776,214.6599,7.1245,29.6755,20.4797,8.5398,129.7088,5.6617,8.031,27.2671,6.3412,9.5468,1564.4684,30.7994,13.302,12.8395,2.33,5.3155,1.2556,4.7848,1.905,2.8005,6.8716,9.0137,92.4716,9.5458,5.7699,21.2918,6.8605,19.0986,3.7438,4.3581,0.0,317.69,0.0,1.6975,47.1302,31.9995,0.0
DNK_C24,0.4771,0.0414,0.3017,0.037,2.3453,5.5506,1.2305,15.2034,3.022,0.2443,3.7728,1.1628,17.2875,10.6357,144.0127,304.6772,17.6745,23.6091,230.9668,32.7151,10.7492,46.2833,0.0963,0.1441,131.7413,22.3159,0.2409,0.1263,0.0826,0.0686,0.1256,0.0904,0.1016,0.182,0.2414,0.123,0.0117,0.7628,0.1379,1.402,0.7033,2.0088,0.1348,0.458,0.0,4.3707,0.0,0.0,0.1296,14.2275,0.0
DNK_C25,56.2457,3.6876,10.3254,2.8762,5.5401,138.5464,18.3239,48.2149,12.0992,0.7968,39.1105,51.659,60.3791,65.1674,37.6131,609.7631,97.3843,65.404,977.0239,29.912,40.9521,209.9278,15.8241,22.2648,1293.0702,124.7366,27.2463,25.9767,3.8442,21.3738,5.6737,8.4758,5.8961,10.5029,19.6727,21.0931,187.9456,23.2681,25.9446,82.6338,27.2533,55.4781,11.7261,14.6046,0.0,410.9961,0.0,2.9458,189.8042,68.9046,0.0
DNK_C26,16.5041,1.0311,1.0475,0.2673,0.7057,14.6132,2.4222,1.3975,4.2806,1.199,20.597,21.7439,10.2012,4.0749,2.7479,27.7509,216.3395,37.5148,196.139,2.668,6.7324,42.6245,4.8131,21.0576,225.4375,86.2786,11.8793,10.179,1.7004,12.4923,13.1116,4.8663,7.5404,24.7809,43.0141,11.8858,64.5308,61.7478,16.3907,57.3563,21.2791,42.5772,8.2225,19.5967,0.0,760.166,0.0,37.5218,978.0794,42.0823,0.0
DNK_C27,7.7944,0.7119,0.6375,0.1769,0.456,8.152,0.658,0.9207,1.5055,0.1897,3.102,7.7161,2.9588,2.6894,3.1653,33.4796,73.2868,114.9325,409.3008,4.8866,6.5158,28.6709,3.752,25.9925,167.598,29.726,6.1372,5.969,1.1329,4.5213,6.5909,2.9645,6.2824,10.8678,6.6401,4.8041,36.7857,10.2134,8.736,21.8708,6.7028,13.5475,5.2658,12.433,0.0,349.212,0.0,2.7622,122.1916,23.8907,0.0
DNK_C28,87.2677,7.8116,7.6934,2.0234,10.1157,94.7537,6.6494,17.5649,25.0084,2.2385,29.6868,88.7169,30.5803,48.7038,25.75,328.4798,161.0284,177.1929,2449.3705,51.2243,73.13,197.4587,33.6268,76.1364,1380.5507,193.3235,59.5396,90.5383,9.4109,31.1777,23.5942,18.1144,16.7074,43.0858,53.4707,49.6604,438.5332,68.7794,59.1098,135.2621,45.922,93.1244,23.5396,37.2307,0.0,627.4347,0.0,22.3797,3013.1986,185.291,0.0
DNK_C29,0.9646,0.1058,0.0573,0.0166,0.1263,0.5423,0.0619,0.1024,0.1793,0.0129,0.2382,1.1711,0.4512,0.2578,0.2458,1.6162,0.7458,0.3484,11.1026,18.2899,0.5503,5.6935,0.6229,0.8987,3.7001,90.3585,25.6286,0.9045,0.1482,0.4655,0.3298,0.2498,0.2032,0.5919,0.5016,0.7537,7.9173,1.1869,4.8775,9.8886,0.7427,3.2245,0.453,0.3428,0.0,410.3621,0.0,4.7872,360.8526,11.7631,0.0
DNK_C30,0.3124,1.1695,0.0439,0.0333,0.0094,1.1337,0.0495,0.1264,0.0763,0.1466,0.4585,1.093,0.2051,0.2498,0.0975,0.0136,1.4902,0.066,0.0006,0.0296,3.8954,11.511,0.2863,0.0181,6.454,3.2746,0.024,33.8651,7.2446,2.3815,0.0196,0.1817,0.1398,0.0875,0.5071,0.3017,0.0102,0.5074,0.9896,1.7321,0.33,0.377,0.1021,1.3294,0.0,142.898,0.0,1.4557,414.2676,7.6066,0.0
DNK_C31T33,86.4293,11.4546,4.0505,1.2199,1.5037,32.3795,8.3448,13.9657,6.2561,0.7537,20.6913,142.8245,15.1846,15.8758,3.5192,30.3752,78.9432,11.0866,122.9896,5.7097,6.2221,330.1599,49.704,47.5631,273.8997,124.0425,81.4714,90.9315,12.5545,37.284,9.9173,23.0137,19.6924,16.9554,33.9855,75.5863,891.9301,108.5878,49.6902,157.9957,58.323,427.1413,53.6733,30.6697,0.0,1900.8306,0.1817,121.1779,593.9019,16.9523,0.0
DNK_D,215.5712,9.3627,26.089,6.1493,8.2025,175.0353,6.7059,14.1379,25.3971,413.8315,80.7645,55.1989,39.2406,53.0977,26.9976,41.4534,11.4154,8.4835,54.497,4.5902,1.6638,30.5853,403.7371,86.5645,80.0609,341.7932,37.1089,5.3245,1.1405,51.3861,11.5634,162.3084,41.6993,21.4899,50.2791,70.3141,52.9556,140.7037,76.5342,108.4587,307.8559,453.0407,142.2625,26.3732,0.0,2678.2362,0.0,0.7943,44.3809,14.0069,0.0
DNK_E,80.9531,2.1677,1.7256,0.3222,2.2529,132.5272,6.8255,4.1436,157.2869,4.0763,40.4984,42.8415,125.7206,66.9737,38.7551,285.9462,6.8125,9.675,44.9289,2.4095,1.9509,29.1027,274.4147,623.6202,16.4635,189.8857,15.5228,13.4307,0.4101,26.3903,10.4603,63.8171,21.7902,21.393,40.2667,33.7807,104.254,135.4808,58.7795,87.4334,193.0915,451.7539,58.3329,35.7307,0.0,2205.9139,0.0,61.5687,4.9986,0.0429,0.0
DNK_F,399.756,39.7505,16.449,4.882,10.5958,68.5352,6.1223,20.0291,16.4325,2.6961,52.814,186.2555,30.985,52.4044,7.7171,56.0474,140.3549,21.5106,138.9422,6.0428,0.7922,76.5879,257.2326,179.3032,4480.3918,253.4819,330.6129,425.2179,56.7074,152.4742,39.9925,29.9796,17.9008,64.7375,103.7535,339.7749,4343.678,140.0476,330.2417,547.0969,111.7803,325.6812,81.8708,99.8358,0.0,346.1372,0.0,1044.9298,26471.0248,0.0166,0.0
DNK_G,910.6729,55.009,34.0893,9.8076,23.6164,2975.205,264.8661,189.2543,232.0123,82.0316,641.5436,584.544,251.5613,258.3673,105.1117,533.1369,398.9998,223.019,1762.4274,125.1991,67.4565,827.2296,113.1996,187.0835,2904.5686,3501.1734,1062.7327,578.606,84.32,206.8244,65.112,548.2858,203.245,103.5958,185.0302,133.7031,73.6266,514.222,437.1154,393.0914,273.7403,961.1814,157.8677,135.9401,0.0,12757.8624,0.0247,273.7328,3082.8408,527.9928,0.0
DNK_H49,90.8522,7.3313,36.2935,9.4662,8.8624,776.2878,24.7787,38.074,56.0464,18.4311,110.1366,70.6402,58.7971,151.5521,30.5961,94.0253,50.7805,32.8294,228.7724,21.065,9.126,160.9619,38.2991,134.3286,427.6807,1852.0743,779.8565,62.5776,9.3181,193.9398,26.182,48.6225,37.8831,61.1933,41.4639,26.3491,13.1319,113.7294,83.8908,123.2641,188.1581,402.4053,57.8173,43.1295,0.0,1913.9514,0.0514,46.4205,248.6614,214.09,0.0
DNK_H50,6.6127,0.4153,29.2309,7.2854,1.1091,212.4259,7.3369,2.9358,2.4734,16.7707,25.1114,54.422,6.6643,42.8757,3.4899,15.11,17.1274,6.728,170.1418,7.7526,3.744,16.3574,5.1523,13.439,29.3234,421.4509,1410.1745,938.7592,2.1182,122.665,66.7606,11.7689,14.2767,85.6675,43.8995,9.2576,11.3611,110.4579,218.9575,32.6054,72.8163,80.6709,17.301,15.3135,0.0,569.9476,0.0181,47.5983,28.6545,135.2007,0.0
DNK_H51,6.7563,0.529,0.1456,0.0507,0.0684,12.1129,1.2683,1.2122,1.4762,3.4267,1.9664,0.8715,1.7376,2.0585,1.5023,5.5663,1.3249,0.6588,8.0511,0.8941,0.4978,3.3996,2.7172,0.2836,23.8126,2.3931,2.4964,5.5468,0.2086,0.1523,0.0988,2.1774,0.4813,0.1587,0.6949,0.3715,0.2357,0.84,0.3976,0.4269,0.5148,3.2216,0.2311,0.3328,0.0,45.044,0.0287,3.4164,34.4385,209.2879,0.0
DNK_H52,15.3598,2.0718,1.1493,0.3633,0.6573,48.7357,3.4403,4.5772,4.2925,2.3241,8.626,11.5289,4.7625,6.9135,2.7411,12.4231,6.4292,3.9998,34.558,2.2021,1.405,15.42,3.6959,3.8753,78.9044,145.555,32.6934,751.7602,50.441,20.7821,2.7753,9.0598,5.3048,4.5916,12.1139,5.4964,3.4984,14.7767,9.379,12.0803,9.237,15.3538,4.0013,3.5716,0.0,175.7182,0.0,22.3593,58.6337,37.0852,0.0
DNK_H53,4.235,0.1441,0.3444,0.068,0.4369,42.1693,0.7844,3.7199,18.8116,3.8805,20.5642,23.2205,0.8892,1.9399,0.0978,2.4356,1.2252,1.5893,6.3035,1.671,0.3424,12.7731,39.6435,40.6707,10.5345,294.7783,30.2529,16.2406,2.5317,175.8273,58.6535,29.5486,122.4656,12.1289,69.913,75.136,25.4366,216.085,173.7387,93.2997,64.4639,199.2181,47.9261,24.5537,0.0,50.2192,0.0,0.0341,3.1875,1.0532,0.0
DNK_I,5.0252,1.544,0.8778,0.1122,2.3189,28.8725,2.3129,2.1637,3.1131,1.2729,23.8088,189.0195,5.7925,6.389,0.9615,12.4961,17.1559,7.5124,29.608,2.5379,1.4737,21.3886,7.2546,21.7763,14.01,444.4281,140.1155,44.5414,52.273,66.8506,16.9003,304.1879,39.5281,14.2356,96.8786,82.9601,26.9513,334.7778,239.1566,112.9007,84.3564,185.9163,89.735,64.7669,0.0,6255.1098,0.0,0.1774,0.0,0.0012,0.0
DNK_J58T60,3.669,0.4535,1.1671,0.4183,0.3815,39.2004,0.944,0.8934,13.704,1.019,8.7052,42.8977,0.9196,2.5886,0.0992,3.485,18.7746,4.7632,25.7454,0.8692,0.8668,13.8308,7.8923,20.1654,13.0816,381.6138,10.927,20.8413,2.4797,24.4189,28.7638,49.5596,731.7122,268.6435,215.9401,198.4424,55.9871,675.9478,98.9606,165.5671,144.447,85.214,169.2771,53.4998,0.0,1255.3437,0.0,366.153,1084.3317,2.9206,0.0
DNK_J61,2.9417,3.8921,2.6107,0.3796,1.8336,16.8628,0.848,1.5974,3.4352,1.4984,14.7372,47.4372,2.8401,4.6842,0.8953,6.0449,12.5333,3.5807,34.9808,1.0585,0.6127,35.6053,8.6457,41.3239,22.1245,291.154,36.2213,31.1747,3.8531,53.8594,148.6988,35.5449,41.7396,390.4138,192.0798,128.0341,23.8186,504.3621,295.3974,160.8203,136.9283,148.0568,50.3843,42.5349,0.0,2298.6295,0.0,0.476,95.7354,2.1907,0.0
DNK_J62_63,22.2569,2.8264,7.3312,2.0755,1.4663,56.2503,1.7363,2.3238,12.208,6.397,28.2328,148.4739,2.3862,5.2148,0.4709,7.3992,34.5277,21.4619,82.09,2.6667,2.0002,38.6348,38.8035,100.5711,68.3091,753.3849,33.2862,143.0709,14.5372,149.0867,141.6891,123.2038,344.2217,226.4449,1254.1034,601.0306,350.568,1005.9549,422.0612,729.8104,631.5599,445.9787,128.9664,165.7717,0.0,415.4517,0.0,2.5456,1837.5551,6.1971,0.0
DNK_K,1018.3215,33.3607,7.3988,1.6864,14.6944,143.1365,14.9685,12.6873,24.9393,4.2514,28.9661,134.7428,22.0856,26.0554,11.7517,41.9187,30.8176,14.2428,110.8529,6.2743,14.9338,82.2937,157.334,55.919,382.3788,748.7338,172.2193,454.0341,18.3696,119.257,32.7912,103.1302,54.3473,57.8466,181.7106,5837.9838,3895.7532,554.6264,369.0773,392.0318,95.9452,152.6934,51.9194,92.4475,0.0,9434.4962,0.007,17.2977,221.0416,4.968,0.0
DNK_L,19.134,6.1453,7.7731,1.326,4.205,174.8426,19.4734,36.1189,89.961,1.5484,39.7817,131.4886,64.9438,34.9635,13.0288,175.3327,93.7072,51.4584,270.3473,2.6316,3.3159,214.3916,11.8663,56.2628,189.1214,4309.7703,143.4225,18.698,55.7955,271.9847,54.4895,1092.2955,178.4947,140.6593,361.6577,764.0558,439.8782,1148.3653,473.1663,1132.954,368.8898,562.8447,234.4242,354.8854,0.0,26292.8566,0.0,233.8023,2172.113,0.6507,0.0
DNK_M,493.1362,3.3597,32.9457,6.0504,21.6809,452.1549,9.8656,13.928,56.5558,18.4494,111.1518,795.1763,19.706,28.827,1.1255,43.4714,63.5851,33.7881,1218.43,15.8818,4.628,250.9562,374.3929,630.2788,3564.6399,2872.1151,178.6494,176.5383,10.2683,576.9014,143.7024,229.9048,307.2807,209.6647,1036.2824,487.5249,836.7292,3435.2469,1783.3687,726.7409,513.4407,562.593,412.6474,260.9755,0.0,289.4638,92.6812,717.0601,4115.4884,10.7991,0.0
DNK_N,107.8902,1.6009,6.077,1.6003,17.8327,206.0541,7.1325,8.2746,32.4887,20.7467,87.9696,654.1764,14.9397,24.7434,1.3136,40.8744,51.9891,19.6191,147.5822,6.95,4.2051,268.9497,80.1865,277.0551,808.3263,2067.3369,309.7451,74.6313,46.4386,624.1527,54.5315,218.3546,294.1112,159.0935,597.6599,280.5124,297.4877,1463.9998,978.4356,448.1656,434.5305,1047.9961,327.6442,182.1628,0.0,2531.5207,0.0,1425.9043,283.0441,4.6885,0.0
DNK_O,10.441,1.7205,1.2948,0.3693,0.9411,25.3535,0.6792,1.3014,2.3507,2.109,14.1127,55.3325,0.7273,2.5505,1.2159,3.7263,9.3047,3.1003,112.4755,1.0276,0.9832,8.1524,20.2449,36.4551,14.6668,215.6106,66.963,18.6642,4.9545,45.505,21.0667,39.7845,23.9557,32.2544,114.84,110.1924,40.294,209.6489,199.6716,222.5153,70.3337,537.301,21.4555,31.8804,0.0,149.1622,0.0,19129.0125,728.4188,0.147,0.0
DNK_P,3.3513,0.1764,0.2896,0.0635,0.7534,4.5058,0.2718,0.298,0.9591,0.4306,3.2388,91.5912,0.5503,0.8701,0.0311,1.4384,5.3774,1.3047,340.7358,0.377,0.2729,5.2821,2.0696,4.4702,5.3996,186.8999,14.5903,3.1243,0.2267,11.9743,9.4116,13.6743,10.5647,9.873,35.5419,73.0842,8.6489,224.8497,87.8737,145.0962,323.4567,107.7988,15.0162,26.286,0.0,1602.3873,1701.4938,16475.239,2060.8745,0.0485,0.0
DNK_Q,0.342,0.0243,0.0737,0.0179,0.3732,0.8682,0.0316,0.047,0.0725,0.0497,0.3982,228.5783,0.0528,0.1358,0.008,0.1164,0.7645,0.1423,66.35,0.0374,0.0155,0.7657,0.3965,1.0654,2.2213,31.4528,0.5323,0.9727,0.1677,1.7275,0.7615,1.3536,5.3845,1.265,80.0377,3.3215,1.7677,80.3022,3.5126,48.2133,127.6565,435.2511,1.1526,3.3365,0.0,4781.2645,914.5361,35648.418,410.0711,0.0223,0.0
DNK_R,0.4093,0.91,0.0873,0.0223,0.0965,1.9526,0.0555,0.09,0.3362,0.0791,0.8122,3.1647,0.104,0.2628,0.0414,0.3134,0.6498,0.2245,15.7794,0.0808,0.0503,1.0788,0.6609,1.6403,2.1597,34.3329,0.7345,6.5768,0.1496,2.0364,0.7102,10.6464,138.7335,1.3239,35.6696,3.9758,2.0012,94.288,38.6944,14.523,158.6812,232.4029,261.5141,10.0567,0.0,3637.5549,438.3425,1448.8067,401.8766,0.4292,0.0
DNK_S,28.4547,2.693,2.4275,0.7798,1.437,38.9872,1.5153,2.7422,3.957,1.5906,10.6855,42.8253,5.2963,8.0551,1.4578,8.4908,15.8433,4.7489,25.6331,1.3193,1.0104,15.8565,22.9575,40.8695,26.5616,142.5813,31.7153,52.8659,3.9006,42.6813,18.1303,68.8912,15.5822,25.0412,91.4948,69.768,303.8258,206.8499,877.2227,51.5,16.74,146.2735,20.3072,23.9938,0.0,1632.8187,1447.0208,1015.5547,35.1494,0.055,0.0
DNK_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.1236,0.0,0.0,0.0,0.0,0.0
