V1,PHL_A01_02,PHL_A03,PHL_B05_06,PHL_B07_08,PHL_B09,PHL_C10T12,PHL_C13T15,PHL_C16,PHL_C17_18,PHL_C19,PHL_C20,PHL_C21,PHL_C22,PHL_C23,PHL_C24,PHL_C25,PHL_C26,PHL_C27,PHL_C28,PHL_C29,PHL_C30,PHL_C31T33,PHL_D,PHL_E,PHL_F,PHL_G,PHL_H49,PHL_H50,PHL_H51,PHL_H52,PHL_H53,PHL_I,PHL_J58T60,PHL_J61,PHL_J62_63,PHL_K,PHL_L,PHL_M,PHL_N,PHL_O,PHL_P,PHL_Q,PHL_R,PHL_S,PHL_T,PHL_HFCE,PHL_NPISH,PHL_GGFC,PHL_GFCF,PHL_INVNT,PHL_DPABR
PHL_C30,2.4464,0.5881,0.1375,0.2662,0.0867,17.2575,2.8231,0.6515,1.708,2.1553,2.5724,0.539,0.7199,1.4187,3.1735,1.5501,42.9167,3.3359,1.6615,3.9853,32.0956,3.3992,4.2596,1.204,11.8123,152.1008,4.299,13.388,2.0396,6.1904,0.3713,5.417,0.907,4.3701,1.6537,8.7488,14.3731,8.3799,8.639,2.7018,3.2386,2.9189,2.1914,3.6409,0,348.5289,0.0809,16.565,1292.3216,-633.5753,0.0
PHL_C31T33,9.568,1.725,3.6182,0.7102,2.3364,60.4095,30.9016,45.4771,18.6371,40.9419,64.796,30.8415,12.8208,4.0252,13.1997,18.154,745.6106,47.4494,129.5055,17.1661,61.5351,206.43,10.3068,4.2407,233.0772,290.3661,61.2521,33.5503,60.8745,30.0542,1.7904,40.0497,6.1184,54.0206,8.9031,65.5902,55.1993,17.2165,35.2326,15.6823,6.2964,12.2105,24.6134,29.0599,0,491.7022,1.4723,51.1997,438.6728,-178.6658,0.0
PHL_D,236.718,63.0674,12.2391,14.99,4.9653,1484.2942,196.2204,42.5145,146.1892,229.5725,137.9326,20.8208,41.3584,125.0667,274.4618,87.1558,369.8136,52.0846,26.7536,118.3355,26.4793,97.1997,399.9326,67.7699,413.2762,981.4011,209.1062,77.5318,71.5667,57.5592,11.1557,271.6611,33.2473,189.9409,86.6152,485.7237,266.0839,89.5894,344.1716,108.6998,129.7122,134.3173,53.3902,101.4548,0,3593.2174,4.1613,570.2039,132.559,0.2093,0.0
PHL_E,34.7377,7.3514,0.3752,1.6009,1.2044,340.9689,22.5556,4.9524,16.9365,21.0226,16.051,2.6964,4.6667,13.8366,15.3627,9.9963,40.6345,5.6803,3.0656,13.7951,3.059,11.2712,203.166,27.2948,51.0244,93.1159,19.8431,9.3524,8.4437,6.77,1.5551,48.3904,3.8556,19.0135,9.1392,53.0467,36.0806,10.5003,27.7207,25.0764,13.2428,30.2911,5.98,11.4281,0,983.2655,22.9659,17.5636,33.822,0.0193,0.0
PHL_F,13.9017,2.6511,1.6043,8.5177,3.7866,191.8948,22.4242,5.4649,9.283,20.8394,21.4212,11.3776,5.849,18.2904,13.1895,11.9745,71.0515,18.3251,8.7553,11.8558,5.8624,15.3117,25.1021,7.6371,107.8291,179.0829,30.1485,67.3423,24.7918,22.0662,1.4724,43.1954,65.8579,15.4487,25.9487,71.1922,63.4953,136.4081,39.2554,8.581,20.3342,25.1677,9.7198,19.5224,0,726.3816,5.5453,32.0808,35672.1445,-0.7702,0.0
PHL_G,2814.1024,878.4074,9.7521,39.6004,7.2149,9165.8995,1366.9755,154.2282,244.8043,795.8527,831.8731,105.0883,166.2531,240.6254,275.9293,112.8263,2090.7855,392.883,162.9981,304.0953,175.3907,328.5982,356.8369,42.5992,1298.3947,2372.2076,582.9203,263.7701,373.3351,166.5797,26.4732,1312.3603,180.1198,295.0651,106.6705,520.1961,297.3718,239.8884,372.939,293.2144,129.5465,169.5191,120.3157,214.1359,0,27794.5835,22.9258,1517.4933,4182.9323,132.1281,0.0
PHL_H49,292.0964,57.6857,4.2742,18.4588,5.9831,962.4224,92.7745,34.5221,53.629,152.4832,118.2378,16.4978,22.1845,61.7432,154.8765,62.9009,227.1376,77.8989,28.1202,64.4518,20.5637,73.4968,41.5769,9.5776,218.4415,585.0022,593.2345,139.1097,227.0684,205.4808,18.909,97.8815,22.7833,128.9885,47.7041,62.7498,78.5982,98.4076,94.8295,53.0465,23.2319,20.6179,13.5342,23.7152,0,4815.0705,3.2733,400.4379,370.4376,27.9181,0.0
PHL_H50,4.8764,0.6535,0.2696,1.1604,0.127,13.3922,2.9371,0.8307,1.1557,13.8696,3.6036,0.6818,0.2314,1.7924,8.8157,1.7221,17.05,4.5574,1.6679,2.0392,1.5156,1.9393,2.7861,0.4005,16.9316,4.3634,8.3125,1.0771,5.7319,1.5559,0.5781,4.5385,0.6852,1.5659,0.7026,3.813,2.486,1.1539,3.6532,1.0282,0.6343,0.9708,0.5937,1.3605,0,28.1288,0.3757,5.7915,54.4991,553.8639,0.0
PHL_H51,29.1455,5.7855,0.9042,3.8824,1.3326,82.3651,16.6899,2.8426,5.7851,50.4561,28.3852,2.6754,5.3321,7.5471,29.4969,6.2187,60.5757,15.3256,5.2195,7.019,5.2323,6.7895,10.4961,1.3078,59.7065,162.8362,23.9356,7.3276,169.6443,4.8476,1.1595,16.741,2.5146,8.8369,2.3319,21.7796,9.5385,5.9754,12.4389,109.5467,3.253,4.4065,2.7735,7.6925,0,3297.3972,1.671,72.4897,147.1708,279.327,0.0
PHL_H52,78.0108,9.9806,1.2052,8.7096,4.5334,200.7219,51.9002,45.8355,11.9599,39.8939,40.6079,3.512,4.7971,15.7379,139.1866,80.2305,68.921,110.1272,36.2461,73.7985,7.2353,46.0344,5.818,2.6516,104.5608,63.4972,378.986,10.9996,261.7501,45.8245,35.2337,58.6935,2.1126,11.2435,2.8565,19.1353,30.7356,5.8653,46.6393,27.8777,4.0658,6.7684,4.0606,4.4586,0,334.7019,2.6044,74.4731,78.4736,9.8854,0.0
PHL_H53,4.0004,0.8857,0.0384,0.2238,0.1129,18.6058,2.5572,0.8492,1.7336,2.3277,1.7089,0.2319,0.3671,1.2191,2.3505,1.635,5.4257,1.4144,0.5941,2.0882,0.3539,1.352,0.1042,0.0438,1.2159,1.4853,3.8475,20.6903,5.5887,3.5799,3.7903,1.0405,33.2401,31.2564,3.1381,17.5165,4.5643,2.8277,9.7505,40.7892,16.0987,0.2973,1.0918,0.163,0,43.8357,0.2517,384.647,0.8331,0.211,0.0
PHL_I,51.4251,11.3323,0.0382,0.1818,0.6652,322.8739,3.4491,0.6271,1.6858,4.0,3.224,0.2747,0.438,1.0291,0.9424,0.805,6.1002,1.6328,0.528,2.3805,0.4484,1.7047,1.4758,0.3524,5.5277,70.2501,7.9374,4.4279,2.6313,1.5014,0.1852,1121.347,0.8186,2.8519,5.8225,28.916,4.7131,6.2165,12.2107,200.4124,1.9269,4.8,19.501,3.0738,0,8817.0867,8.772,2784.3012,14.7959,0.1365,0.0
PHL_J58T60,4.1297,0.9455,0.0691,0.2672,0.1633,18.2526,3.4919,0.7715,3.4691,5.482,4.9051,0.3894,0.9718,1.314,1.187,1.4765,11.622,2.3524,0.6443,1.7738,0.8896,1.445,2.3759,0.781,6.9264,44.753,5.3666,2.1481,4.485,1.7277,0.3691,12.272,148.7947,28.2292,5.7155,24.9786,9.1166,12.3605,16.6327,114.8456,6.225,8.2636,6.2414,6.1129,0,329.67,10.6842,400.4433,113.3729,0.4308,0.0
PHL_J61,78.8685,19.6507,0.8418,3.926,0.758,411.8185,52.8019,11.3742,36.5729,54.84,33.5342,5.1036,7.8711,25.5676,27.7474,22.1644,93.1479,13.9419,7.2585,36.6218,7.4616,23.9467,51.1959,6.7588,138.8372,282.4595,56.3615,27.085,27.5102,19.6945,4.5638,70.0521,42.0144,207.2353,46.2296,218.042,147.4369,35.8794,98.6606,216.2124,28.9133,40.3283,16.4827,31.7821,0,2728.5465,2.1014,1452.703,104.5667,4.94,0.0
PHL_J62_63,7.9931,3.8986,0.0861,0.3468,0.4287,40.8,3.8677,0.8137,1.9026,5.0208,4.2493,0.6941,0.9199,1.46,1.6366,1.357,9.6591,1.9792,0.7443,2.0016,1.0881,1.8109,2.4656,1.0141,14.6447,24.8612,8.551,5.7524,4.1532,4.9061,0.5849,12.6117,4.1938,12.9728,8.2445,40.8315,12.3399,6.258,18.3989,74.2479,3.7622,7.7433,1.3912,3.1512,0,140.496,1.7204,221.5897,86.6203,3.013,0.0
PHL_K,309.881,113.2063,4.8695,18.1383,4.7871,1675.6733,239.639,52.0365,140.1312,350.117,184.825,28.2435,42.2534,239.867,150.5446,107.3296,359.8768,68.3004,40.8,164.2434,41.8335,67.3997,330.0858,44.1237,921.7503,1604.7466,337.0478,216.5203,240.4519,134.3507,15.955,244.4944,76.2628,288.9888,150.7007,5998.5846,595.7484,248.9227,545.2728,1704.0945,155.4034,204.9281,68.4762,151.3181,0,11319.6999,26.2589,8382.1398,184.3216,5.9614,0.0
PHL_L,86.669,11.9401,5.4134,16.1969,0.9291,196.8912,198.3301,46.2068,43.3279,452.0495,25.9565,5.7009,66.6104,44.5449,9.5573,73.3961,99.1572,50.4277,33.0148,68.8106,25.3678,65.773,13.5615,45.8881,26.3277,1738.4617,176.4475,76.6359,19.5159,76.5317,23.9148,245.0923,86.8739,424.2503,186.4906,1210.7764,440.3575,155.6441,585.0251,105.3784,169.1029,152.9248,23.3164,192.9467,0,12957.5928,25.8559,486.8623,1314.5197,0.063,0.0
PHL_M,42.8303,9.5993,0.4147,2.797,7.2205,208.1302,24.1609,5.3566,17.7612,24.5252,93.9705,8.1868,8.7688,14.3375,14.1429,11.5845,148.4249,13.921,5.6939,15.5296,17.6015,12.5304,35.8409,21.8092,148.4961,193.6727,148.3449,48.8374,58.7643,42.0117,4.3151,65.2869,9.847,50.5899,48.8213,218.3172,95.8686,129.2524,186.7178,53.4355,18.074,101.3116,25.572,24.6979,0,240.4155,26.4323,332.2637,302.1159,3.0719,0.0
PHL_N,78.3888,47.6699,1.0025,4.0423,5.8469,194.8869,23.6934,6.2702,17.3452,23.2006,33.7991,3.2642,4.6015,12.9697,15.0969,10.8773,55.8479,9.2805,6.282,14.5568,4.3251,11.8503,25.1658,16.9713,387.293,163.0903,466.5176,282.1823,253.8165,239.7566,17.3587,500.1689,97.2354,693.3108,607.9993,2668.1578,376.7138,272.7356,1422.0499,98.9996,34.2491,172.0119,30.927,75.9064,0,213.1192,21.7355,464.9848,166.3606,-1.9649,0.0
PHL_O,8.1073,1.4328,0.5931,2.2389,0.9172,34.5754,8.1627,3.5015,3.017,15.0574,6.1199,0.9401,2.3687,3.8594,10.231,4.2639,11.9763,4.5785,2.1658,4.052,1.6964,3.7105,5.1608,4.1269,19.0301,106.2239,16.5749,5.587,7.1691,7.3583,1.5527,24.27,3.9483,19.9429,9.3106,62.893,21.0897,11.893,31.3651,2502.7807,7.9282,13.7685,5.4149,14.7936,0,8083.4725,61.6738,9122.2573,124.2632,0.1288,0.0
PHL_P,58.2711,8.7407,0.4819,3.3948,0.7965,246.6851,26.1729,5.7577,18.9881,25.8191,97.3936,11.1741,8.8175,18.0275,14.1983,12.3705,144.3732,13.0356,5.1882,16.8756,16.0392,13.2244,39.4728,25.0462,210.0525,206.8371,134.2698,40.021,51.6579,35.0338,4.3252,76.386,7.0689,33.6241,32.4063,201.759,101.7185,125.588,186.7732,77.3166,26.3396,106.9133,53.9046,28.2537,0,10287.0448,223.7901,479.1913,162.5601,0.0587,0.0
PHL_Q,9.2561,1.1512,0.0744,0.3009,0.1512,61.8175,4.8126,0.9749,2.5463,11.751,11.1501,1.8869,1.2327,3.161,2.4435,1.9466,14.0372,2.9441,1.1738,3.5115,1.1582,2.6924,3.7343,1.3664,32.3789,69.0203,8.5988,4.2889,2.7544,2.4527,0.706,29.1469,1.5299,7.6693,3.562,39.123,11.9379,6.1788,21.3177,39.5743,5.7173,142.1877,7.1748,5.7593,0,5486.7395,266.9674,996.231,33.6338,-0.0075,0.0
PHL_R,8.7151,1.8522,0.0921,0.424,0.0778,28.0745,5.4451,1.7857,3.2981,6.6515,3.8221,1.0481,1.2307,2.6931,3.0264,2.4951,11.1425,2.2066,1.4763,3.3243,1.592,2.769,4.2973,0.8572,12.6011,87.7109,7.4278,2.5936,3.6234,2.274,0.5699,166.7145,6.5262,6.6662,3.3221,28.0883,9.8323,5.6448,12.4783,65.9392,3.0393,3.7786,177.0992,62.3471,0,3368.8423,135.4063,462.5981,42.4817,0.2519,0.0
PHL_S,17.9282,4.5923,0.8394,3.1097,0.3712,84.2854,10.9312,1.8016,3.5193,4.4416,15.3725,8.7466,2.0324,6.5675,4.18,3.1495,21.4184,4.2654,2.1054,2.615,1.396,18.4698,5.6776,3.5321,49.6822,67.3039,13.9674,16.6529,14.5599,9.1345,0.8366,127.3472,9.5949,17.484,6.7843,65.3161,45.8158,15.2759,71.3794,32.6857,76.2251,61.4185,17.6897,398.0712,0,4887.0249,166.8269,155.2032,14.5604,0.0182,0.0
PHL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
