V1,CIV_A01_02,CIV_A03,CIV_B05_06,CIV_B07_08,CIV_B09,CIV_C10T12,CIV_C13T15,CIV_C16,CIV_C17_18,CIV_C19,CIV_C20,CIV_C21,CIV_C22,CIV_C23,CIV_C24,CIV_C25,CIV_C26,CIV_C27,CIV_C28,CIV_C29,CIV_C30,CIV_C31T33,CIV_D,CIV_E,CIV_F,CIV_G,CIV_H49,CIV_H50,CIV_H51,CIV_H52,CIV_H53,CIV_I,CIV_J58T60,CIV_J61,CIV_J62_63,CIV_K,CIV_L,CIV_M,CIV_N,CIV_O,CIV_P,CIV_Q,CIV_R,CIV_S,CIV_T,CIV_HFCE,CIV_NPISH,CIV_GGFC,CIV_GFCF,CIV_INVNT,CIV_DPABR
CIV_C20,41.5849,0.0111,0.0277,0.2788,0.0145,31.7169,4.1902,0.7194,6.3474,1.0562,57.4909,5.4615,33.9131,1.2566,0.2412,0.9646,0.2058,0.7175,0.3825,0.0138,0.0207,3.5932,0.1012,1.962,41.9238,46.4719,0.2722,0.0787,0.1194,0.4661,0.0709,27.2081,0.2509,0.0553,0.0973,0.396,0.1452,0.3407,0.8717,0.099,0.2308,0.2707,0.0201,5.0017,0.0,320.1199,0.0,0.0,0.1104,2.1138,0.0
CIV_C21,3.7507,0.0042,0.0016,0.0176,0.0005,7.159,0.2271,0.0575,0.3307,0.0992,5.2069,25.7143,1.2483,0.0641,0.0208,0.0703,0.0187,0.0365,0.0357,0.0007,0.0022,0.2386,0.012,0.1154,2.0557,6.2151,0.0318,0.0282,0.0243,0.0713,0.0289,3.652,0.0128,0.0108,0.0132,0.0854,0.0111,0.0966,0.0848,0.0517,0.0694,0.5707,0.0028,0.6986,0.0,213.1833,0.0,27.4402,0.0408,0.6154,0.0
CIV_C22,58.9555,0.175,0.0166,0.1423,0.0182,102.6746,17.2345,2.2443,34.4528,1.2512,25.2588,6.7948,46.416,3.8834,0.2307,1.7252,0.0595,0.1452,0.0076,0.0002,0.0002,4.2413,2.0638,0.0093,31.3435,82.4913,45.0487,3.5818,5.5666,30.5026,8.6917,0.3351,0.1466,0.1137,0.1108,0.0243,0.0216,0.1797,0.0631,0.0217,0.0219,0.0774,0.0053,0.2853,0.0,77.0794,0.0,0.0,3.4378,3.1795,0.0
CIV_C23,0.7633,0.0147,0.0157,0.1214,0.0099,5.7889,0.0153,0.7348,0.4189,1.2359,4.2256,1.3542,0.1803,49.5038,0.0938,0.3726,0.0016,0.0057,0.0091,0.0,0.0001,1.265,0.0204,5.7827,787.1117,8.8023,0.3535,0.1277,0.1843,0.6323,0.101,0.0552,0.0407,0.0937,0.0465,0.0004,0.1484,0.1548,0.1019,0.0383,0.0206,0.4321,0.0009,0.009,0.0,7.4846,0.0,0.0,16.7472,2.6338,0.0
CIV_C24,4.0141,0.0774,0.1493,2.0222,0.0997,8.0981,0.3388,1.0396,1.9435,0.5067,1.953,0.1516,0.7996,0.2616,24.5582,81.1798,0.0643,3.6713,0.1703,0.06,0.1119,1.6771,0.3242,0.1447,12.9498,4.9108,0.4157,0.1544,0.2157,0.5939,0.0099,0.632,0.0925,0.0536,0.0345,0.0026,0.4952,0.305,0.3029,0.0004,0.1246,0.0762,0.016,0.1925,0.0,1.3658,0.0,0.0,36.7814,2.2684,0.0
CIV_C25,93.0049,1.2558,3.293,27.8098,2.8363,87.822,5.3034,13.4189,7.683,4.7359,7.4503,1.2483,4.0315,1.7562,13.2688,172.0353,0.218,6.8371,1.0795,0.6936,1.4663,7.8824,2.4349,0.9585,172.928,73.7186,4.1819,1.6036,1.2485,9.6365,1.0313,7.9079,0.6488,0.7748,0.4857,0.0315,7.5572,3.1588,6.1637,0.009,2.2136,1.3637,0.3583,2.6913,0.0,18.5181,0.0,0.0,855.6008,7.7476,0.0
CIV_C26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1122,0.0,0.0,0.0,0.0,0.0,0.1004,0.0,0.0,0.0,3.8443,0.0,114.4951,0.0,0.0,155.1807,1.949,0.0
CIV_C27,0.0119,0.0001,0.0002,0.0014,0.0001,0.0214,0.0033,0.0005,0.0068,0.0003,0.0051,0.0014,0.1855,0.0008,0.124,0.7409,0.0983,0.0093,0.0001,0.0,0.0,0.001,0.0006,0.0003,10.3217,0.0177,0.0089,0.0007,0.0011,0.0062,0.0017,0.0003,0.0004,0.001,0.0005,0.0,0.0017,0.0004,0.0009,0.0004,0.0002,0.0001,0.0,0.0001,0.0,19.1343,0.0,0.0,17.0371,0.1276,0.0
CIV_C28,2.3239,0.0309,3.8294,22.9594,0.2843,28.7682,0.0838,1.075,1.5208,0.5233,4.5161,1.4412,0.2389,0.2272,0.1015,0.458,0.466,0.0174,13.6713,0.4263,1.3319,2.9143,4.5302,1.7308,4.5325,10.1243,1.03,0.3427,0.9588,1.2964,0.1526,0.8183,2.6115,5.246,2.0093,24.5904,0.3327,0.6823,0.4738,21.4147,0.6512,1.0028,0.5386,0.1999,0.0,2.4476,0.0,0.0,305.8661,2.4867,0.0
CIV_C29,0.0238,0.0,0.0,0.0,0.0,0.9284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0009,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8241,0.0,0.0,9.2536,0.0842,0.0
CIV_C30,0.0701,0.0,0.0,0.0,0.0,1.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0753,0.0,0.0,0.0,0.0,2.7163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1458,0.0,0.0,139.7511,-142.1028,0.0
CIV_C31T33,12.6379,0.0354,2.1466,10.5786,2.4436,35.4105,2.3482,2.5232,1.7309,0.573,2.088,0.7417,2.0321,0.7792,2.0406,11.5591,11.9598,0.03,6.0616,0.044,0.0534,2.1629,44.1797,1.6044,20.2138,24.1363,2.0853,0.6162,1.4269,3.8269,0.672,1.8067,5.0396,6.3161,3.9866,26.1128,0.9369,2.1181,1.1278,22.2391,2.9678,1.7692,0.5296,11.3942,0.0,252.7695,0.0,0.3405,212.8113,0.0445,0.0
CIV_D,45.1464,6.253,1.1135,10.5684,0.3175,169.3227,5.8465,13.8376,13.4227,6.8268,20.4101,2.5847,26.6602,12.6951,13.4686,28.7619,3.5658,0.6924,17.4965,0.2612,0.5655,4.1332,19.2711,24.6456,135.5499,172.0682,19.0965,1.7891,3.6893,32.8031,5.7461,37.8944,3.8683,10.9844,4.1289,6.6075,9.6431,8.417,10.3876,65.6009,14.4344,8.9144,0.9001,6.5227,0.0,290.0013,0.0,0.0,0.8993,0.0082,0.0
CIV_E,1.2354,0.0812,0.0139,0.1028,0.0055,18.8241,0.1774,1.2363,0.6231,0.2622,0.7319,0.1252,0.3279,0.8664,0.245,0.5195,0.3573,0.0238,4.0164,0.0611,0.211,0.5513,0.963,0.332,18.0537,5.8778,0.3881,0.1162,0.1566,0.9009,0.1072,16.8565,0.2211,0.2461,0.2314,0.3476,0.8217,0.4138,0.9197,5.8343,5.5387,2.5063,0.0272,1.1115,0.0,263.4142,0.0,0.0,0.0,0.0,0.0
CIV_F,9.9059,0.5958,4.0324,30.7066,2.4946,13.6406,0.2166,2.856,1.8074,0.5943,3.1892,0.8283,1.4594,0.5266,4.3397,20.6907,0.4426,0.3423,2.4916,0.0083,0.0238,6.1427,5.4858,6.8254,357.5547,34.728,2.1981,0.415,0.6765,4.6894,0.5485,4.9521,9.0051,23.1495,11.1083,0.1736,38.604,8.3615,20.1971,10.3076,5.0545,2.3899,0.1745,1.4551,0.0,52.3056,0.0,0.055,4494.0858,0.0342,0.0
CIV_G,358.0579,12.7805,6.9443,45.5059,4.5146,783.6924,66.1901,22.7726,50.6732,84.192,93.5801,36.6825,49.4247,114.685,22.1071,64.6041,18.8687,2.5269,48.2235,1.0844,2.9307,44.6232,43.6171,22.4321,437.2302,403.5531,486.2873,62.0511,136.0214,209.1907,96.4734,690.1691,69.1264,87.67,58.184,57.0942,7.0339,9.5181,23.4271,81.4938,24.0318,19.093,23.841,75.8715,0.0,6159.0643,0.0,21.1844,690.5796,38.8993,0.0
CIV_H49,96.2719,6.7267,1.9869,13.2956,0.6551,117.6648,3.9798,4.8062,5.516,16.0974,12.4965,2.5929,9.5844,7.0342,7.1292,13.3322,1.7181,0.6494,3.1909,0.1942,0.4275,5.4202,1.9064,1.4059,55.1143,604.1131,19.9635,3.7199,6.4136,13.837,3.3781,36.1523,1.0391,1.2406,0.6239,2.9559,2.0883,1.7484,2.9452,4.5797,3.263,1.651,0.2231,8.0372,0.0,1096.1072,0.0,0.7459,53.3578,4.9028,0.0
CIV_H50,10.5561,4.7355,0.5226,3.2816,0.2294,17.7255,0.6227,0.8606,0.8722,7.054,2.6529,0.7252,1.785,1.289,1.1862,2.3837,0.4884,0.1378,0.6797,0.0328,0.096,0.773,0.2637,0.2195,7.9415,127.9231,3.3924,7.5849,1.5806,7.7681,1.9626,4.463,0.1433,0.3107,0.0798,0.315,0.3216,0.249,0.5117,0.5991,0.3182,0.1888,0.0399,1.1131,0.0,126.6458,0.0001,0.3589,14.9466,9.8804,0.0
CIV_H51,14.6691,2.4926,0.9064,3.6906,0.4537,20.1331,0.7958,0.7062,0.9201,8.4959,3.4067,1.3449,2.3221,1.358,1.2527,2.7622,0.8798,0.1838,1.2026,0.0481,0.1698,0.9758,0.4557,0.3537,9.8378,168.0618,3.2535,1.3452,8.9876,6.8063,2.6291,4.6364,0.3801,0.631,0.4437,3.4638,1.3634,1.3432,2.0696,3.0027,1.4268,0.5263,0.1575,2.7966,0.0,396.6186,0.0001,0.4869,18.603,14.5255,0.0
CIV_H52,82.8723,10.8261,1.2882,10.1893,0.4514,67.7439,1.576,2.5635,2.5074,4.4569,7.7755,1.8188,6.3763,2.5153,1.4368,3.2802,1.3908,0.3226,2.7781,0.1409,0.312,1.7093,0.8567,0.7511,15.9836,931.7071,24.4745,15.6124,22.5756,59.256,2.8407,6.5444,0.6216,0.6636,0.3875,2.2758,2.0285,1.3567,3.0593,2.8496,1.0712,0.5833,0.1919,4.0375,0.0,361.7782,0.0,0.114,8.878,0.888,0.0
CIV_H53,17.9756,2.6376,0.4979,4.3567,0.3411,22.556,0.5394,0.7508,0.789,0.5919,2.1939,0.8339,2.0332,0.4696,0.102,0.6561,0.5937,0.0989,1.1371,0.0385,0.105,0.3311,0.6278,0.514,4.2341,299.0755,3.1277,1.0014,1.5571,7.5919,13.2378,0.8518,0.7516,0.9207,0.4329,7.7502,2.9665,1.7666,2.2364,4.4944,1.9033,0.8455,0.2231,4.5686,0.0,149.863,0.0,0.0,0.0,0.1207,0.0
CIV_I,8.2608,0.0379,0.6928,3.696,0.4966,11.6681,0.0595,0.6752,0.4977,0.5202,1.9741,0.7523,0.5303,0.3639,0.3047,1.7726,0.0,0.2228,3.6901,0.0059,0.0192,1.0307,4.1893,2.3436,18.8476,24.4076,2.7809,0.5538,4.1383,3.1845,0.8965,29.6274,5.243,4.7921,5.2356,6.5211,1.0497,9.8491,4.3563,15.0147,4.7589,2.0198,1.0073,53.0917,0.0,3370.1186,0.0,0.0,0.0,0.0,0.0
CIV_J58T60,19.5935,1.0606,0.0785,0.508,0.0301,6.0768,0.1327,0.1588,0.6117,0.3919,0.5086,0.1998,0.0788,0.0681,0.044,0.2731,0.1376,0.0108,0.5105,0.0037,0.0133,0.2401,0.3188,0.1119,8.5073,8.5885,2.7001,0.8255,2.5566,5.6283,1.7041,1.0258,77.0637,22.8565,17.3204,3.0249,1.3548,1.1962,2.1853,2.15,3.3017,0.1485,0.2193,5.1676,0.0,453.1372,0.0,0.0,74.4519,0.0824,0.0
CIV_J61,65.9952,2.7515,0.2227,1.3353,0.1024,8.5911,0.3613,0.4016,0.7162,0.6161,0.6703,0.2391,0.2029,0.171,0.1197,0.8335,0.2826,0.0188,1.304,0.0076,0.0216,0.432,0.7983,0.3286,32.5117,15.5462,10.671,2.2195,4.4314,15.6712,5.2033,2.1192,8.691,63.4711,9.175,8.2211,3.4647,1.1494,4.5739,4.2567,2.1776,0.3815,0.1813,9.1844,0.0,787.5352,0.0,0.0,51.4591,0.1441,0.0
CIV_J62_63,80.5397,2.854,0.3885,2.4467,0.2322,11.5711,0.6738,0.5168,1.3498,1.2741,1.6035,0.5859,0.3114,0.2821,0.2594,1.4473,0.7034,0.0396,2.3475,0.0186,0.0627,0.8681,2.0454,0.6592,42.7682,31.931,14.02,4.1632,14.5762,30.0359,8.8582,1.7127,38.7849,46.6546,123.6634,21.4534,5.2828,3.1718,9.0526,8.2078,4.7484,0.656,0.4161,13.0623,0.0,307.6284,0.0,0.0,232.1224,0.2071,0.0
CIV_K,44.5692,0.2477,5.4727,31.1972,2.0327,91.9537,3.6458,2.1352,5.1056,10.4026,28.0346,7.0162,4.165,5.0373,1.3702,4.9777,1.3977,1.04,1.9213,0.4198,1.1711,1.3472,37.4536,7.2418,55.2167,177.3256,39.2886,13.1744,19.3631,48.0866,6.2162,8.4188,4.8057,8.2718,6.6848,142.7286,64.2689,3.4433,4.6551,10.4831,2.6314,3.0591,0.5945,8.2432,0.0,187.3019,0.0,84.547,6.5776,0.0818,0.0
CIV_L,37.0505,6.9179,1.1171,7.0741,0.5438,42.3302,7.9052,11.3697,17.8799,1.1427,6.5878,2.0864,1.9999,5.9753,1.3922,10.5739,4.5436,0.2183,32.4576,0.4707,1.1228,10.1424,2.3635,0.1726,41.64,249.3558,12.409,2.2235,4.415,31.8615,4.0253,21.0434,7.7286,14.6782,10.9673,41.7803,21.9658,10.8661,20.4618,11.5224,5.9823,3.6861,0.854,15.0593,0.0,2095.5755,0.0,0.0,0.0244,0.0,0.0
CIV_M,21.9033,0.2008,1.5152,9.9277,0.78,104.849,1.4851,2.7825,2.7338,5.2983,17.0007,8.6781,2.5145,3.3414,1.1875,5.7993,3.4153,0.3749,12.455,0.1454,0.4221,2.2839,26.8025,8.9426,162.6558,129.1369,10.3389,3.6706,6.5152,20.5951,2.5679,12.7508,15.1353,15.9115,16.9122,60.1545,12.873,32.0799,19.6552,29.2519,21.8833,64.9727,3.3703,2.3812,0.0,87.142,0.0,0.0,152.0434,0.1155,0.0
CIV_N,52.8758,3.7899,4.8624,39.4877,3.4189,120.2662,3.1688,5.3057,9.1106,5.7646,18.2263,6.3873,3.6144,16.3114,6.6122,39.4329,1.0995,0.6724,14.3885,1.3628,3.857,8.8636,34.6189,16.3621,76.1926,454.5345,43.4384,17.8584,41.5342,61.0151,9.8301,17.5841,28.8649,35.2398,35.1999,27.9649,29.9516,44.9053,34.5697,18.079,46.2817,34.2839,2.0075,19.7115,0.0,119.9368,0.0,0.0,0.0,0.0086,0.0
CIV_O,0.179,0.0334,0.0054,0.0342,0.0026,0.2045,0.0382,0.0549,0.0863,0.0055,0.0318,0.0101,0.0097,0.0289,0.0067,0.0511,0.0219,0.0011,0.1567,0.0023,0.0054,0.049,0.0115,0.0009,0.2011,1.2042,0.0599,0.0107,0.0213,0.1538,0.0194,0.1016,0.0373,0.0709,0.053,0.2018,0.106,0.0525,0.0989,0.0557,0.0298,0.0179,0.0041,0.0728,0.0,6.2175,0.0,2375.8203,0.0,-0.0011,0.0
CIV_P,0.6059,0.0028,0.0611,0.4419,0.0356,0.8147,0.0136,0.0149,0.0554,0.0623,0.1822,0.0964,0.0331,0.2255,0.0322,0.1478,0.0011,0.0113,0.0075,0.0283,0.089,0.0885,0.6354,0.1086,0.6801,3.0358,0.151,0.0545,0.1894,0.2571,0.0649,0.1823,0.1252,0.1563,0.2158,0.6643,0.072,0.3822,0.4996,0.5259,5.1057,0.6828,0.0408,0.8518,0.0,104.4243,0.1089,2165.1903,0.0065,0.0008,0.0
CIV_Q,0.0,0.0,0.0288,0.2163,0.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7108,0.0,2.875,0.0,0.0,0.0,125.7981,109.405,691.511,0.0,0.0,0.0
CIV_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8702,0.0,0.0,222.9759,6.6357,0.0,0.0,0.0006,0.0
CIV_S,1.3633,0.0185,0.412,3.3133,0.3254,4.4417,0.0454,0.1106,0.1569,0.5211,0.6442,0.2119,0.1427,0.2264,0.0286,0.1411,0.3395,0.0098,3.7931,0.002,0.0052,0.0866,2.695,0.0557,2.6662,10.2725,0.6136,0.1707,0.3216,0.9062,0.1858,0.5409,2.4265,2.2526,2.4091,25.0882,0.1981,0.3953,0.3918,2.4304,0.372,0.4714,0.3491,7.2509,0.0,642.4723,126.5267,0.0,0.0,0.0,0.0
CIV_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.3966,0.0,0.0,0.0,0.0,0.0
