V1,TUR_A01_02,TUR_A03,TUR_B05_06,TUR_B07_08,TUR_B09,TUR_C10T12,TUR_C13T15,TUR_C16,TUR_C17_18,TUR_C19,TUR_C20,TUR_C21,TUR_C22,TUR_C23,TUR_C24,TUR_C25,TUR_C26,TUR_C27,TUR_C28,TUR_C29,TUR_C30,TUR_C31T33,TUR_D,TUR_E,TUR_F,TUR_G,TUR_H49,TUR_H50,TUR_H51,TUR_H52,TUR_H53,TUR_I,TUR_J58T60,TUR_J61,TUR_J62_63,TUR_K,TUR_L,TUR_M,TUR_N,TUR_O,TUR_P,TUR_Q,TUR_R,TUR_S,TUR_T,TUR_HFCE,TUR_NPISH,TUR_GGFC,TUR_GFCF,TUR_INVNT,TUR_DPABR
TUR_C21,45.5112,0.2264,0.871,1.377,0.1794,94.5212,30.0999,2.8668,10.6927,3.9273,27.9497,348.3114,21.3797,6.9236,11.2144,7.8827,3.1922,7.5993,5.9021,12.007,1.323,11.7312,5.2898,63.2225,32.6969,45.0079,8.0431,0.7976,3.9035,1.2508,0.4927,6.2704,1.1907,1.4357,1.9696,8.3151,4.8984,56.562,9.7388,8.8946,12.8566,471.7651,26.0939,11.5426,0.0,852.3593,0.0,2564.6442,171.1139,-3.0798,0.0
TUR_C22,211.4707,2.7498,20.8397,14.7063,2.3751,1063.9882,430.2466,73.8244,393.6462,26.9431,300.5221,76.3689,1747.9135,168.0957,80.8929,299.8121,74.6123,722.1179,356.1663,1225.2271,99.2957,569.0483,34.4595,67.6559,3389.0177,782.7857,825.1247,2.5632,3.5383,37.3919,19.5028,53.6677,15.3401,9.1187,1.575,9.8274,769.9969,55.5292,101.8008,108.4202,8.3973,49.0235,5.6435,93.5489,0.0,2484.2136,0.0,9.454,645.9124,-100.3502,0.0
TUR_C23,50.6001,0.1706,13.3372,38.603,2.1998,177.7032,49.9497,14.3077,17.8473,8.6479,79.2048,19.1626,186.2664,1935.3861,178.2674,140.0403,7.803,135.5347,82.8163,245.0049,17.8548,197.4156,46.8123,25.35,9277.2784,326.785,237.8725,1.4636,5.6906,4.5463,1.6414,84.6584,8.1502,4.0607,1.4336,6.3774,925.8344,64.2178,61.4997,138.485,3.7817,136.6164,7.6831,61.0229,0.0,1038.3114,0.0052,9.9855,619.4494,-87.1497,0.0
TUR_C24,1.1474,0.18,24.8878,14.2703,3.1088,44.0216,11.6161,31.915,53.7876,10.8919,44.5612,6.6588,284.6303,138.7243,8341.4662,5334.8519,88.6377,3005.472,2309.6602,2792.8353,336.98,1496.3609,22.9688,54.735,7524.4844,380.8319,60.7794,4.3077,0.0002,21.3288,0.0486,34.151,3.7447,1.4728,11.0429,0.0297,22.4348,61.9875,58.3051,3.9303,0.069,0.1692,1.3343,22.7796,0.0,3.8847,0.0,0.0,0.0,-3.1078,0.0
TUR_C25,54.0416,1.0858,16.0794,24.4274,8.3478,361.33,208.7063,77.2576,57.509,16.3207,169.7674,7.3121,255.9067,78.9125,451.9863,1498.6865,106.2409,524.9913,819.6169,1061.5786,195.1694,802.5103,18.9722,43.4815,5598.4049,544.9744,320.4977,1.1815,9.2684,29.4014,2.9062,24.0747,18.1339,31.8843,2.7434,15.3917,399.9156,33.8109,56.248,564.0169,9.4158,40.2257,22.59,61.3552,0.0,1839.6574,0.0,28.1467,5597.4339,-771.9806,0.0
TUR_C26,13.5703,0.0922,1.3653,1.5151,0.5397,14.9906,13.7644,1.2638,4.6359,3.3606,7.812,1.1795,9.8101,4.8557,6.6139,38.2111,667.8341,211.6081,60.552,286.4611,15.3066,107.6041,61.0628,8.9826,161.7847,79.3532,18.5535,0.5869,8.6103,2.1005,2.2194,5.6169,11.1893,96.7057,19.0235,21.2302,8.0674,53.7642,120.5105,37.4295,13.956,108.5623,12.4559,76.1975,0.0,2105.2423,0.0,86.4696,1942.5498,-414.3558,0.0
TUR_C27,27.745,0.9303,11.2299,16.7993,1.417,78.2239,104.1311,6.0641,21.6022,7.265,29.3902,3.4623,49.6609,59.3187,34.7117,173.2235,305.2918,1427.5487,405.3418,761.784,74.6614,344.1274,122.3616,26.4594,2323.9545,635.8332,69.7937,2.8311,10.8837,23.7742,6.1486,158.6403,15.2327,89.6191,14.1562,22.5765,340.71,174.2007,143.6179,203.2701,19.3216,45.2402,19.2671,129.8443,0.0,3563.2781,0.0007,38.3725,2931.2486,-534.3543,0.0
TUR_C28,43.6567,0.5772,64.1577,104.108,7.5915,61.6111,61.5743,7.5639,22.4054,11.6719,25.9865,8.4265,55.9297,51.6647,53.4753,158.6412,60.1509,335.9229,1128.4991,1218.0357,108.9998,239.1313,14.9396,32.1055,1271.8373,231.0375,59.4219,1.0972,7.8582,20.0336,2.2144,18.3648,3.0968,4.8601,6.3767,4.3882,141.6961,36.2605,46.2628,50.0175,5.5606,44.5111,14.0965,32.5975,0.0,607.6284,0.0,27.1281,8066.434,-1651.6191,0.0
TUR_C29,75.021,0.2142,4.9309,8.0225,1.3182,48.8645,29.4888,5.2176,11.0376,3.0552,15.7898,2.6457,47.8618,20.3321,29.2575,96.9467,25.3169,60.4414,436.7304,6538.6036,48.5587,80.4131,5.7981,9.2021,419.6055,1020.2077,364.5412,6.6594,138.5735,6.8319,2.9205,7.9561,4.4723,8.1948,2.4417,35.7002,41.2757,19.6649,21.2068,51.0524,7.8496,18.9892,5.2441,24.4395,0.0,6568.4392,0.0,44.0763,6427.6768,-1381.63,0.0
TUR_C30,4.2327,21.8521,0.6505,0.5819,0.1201,8.0139,9.0223,0.5213,1.3178,0.9012,1.9219,0.4122,2.237,1.3599,2.9782,5.7224,14.3429,10.0676,27.6886,69.4488,722.3457,594.1507,2.6005,0.5566,23.3366,48.0975,82.3402,1.5914,35.64,0.5858,0.2152,3.7304,0.3873,2.0108,182.1094,1.0528,4.3049,3.1818,2.8577,41.4071,0.7434,17.9128,0.6179,9.5027,0.0,475.3692,0.0,14.6651,4334.5652,-253.61,0.0
TUR_C31T33,49.2147,98.8606,54.1378,46.1465,12.4502,421.7977,789.0941,95.2372,123.3007,71.4534,78.2888,28.609,260.6945,347.9241,236.4132,241.1107,50.3511,101.715,213.8412,232.6177,59.055,1320.6983,5.9245,79.4954,940.902,511.6739,115.2376,54.1922,338.1585,149.4891,2.8971,202.3392,21.6689,91.4115,25.399,246.2599,71.0752,87.8987,92.9807,102.7775,84.1031,1171.0221,63.5957,86.4319,0.0,7422.9569,0.001,38.5093,5643.5169,-764.4396,0.0
TUR_D,364.2743,2.4581,71.1673,37.2765,8.4696,813.9919,1159.2358,196.4666,287.8339,21.8411,366.106,69.9971,543.7924,1253.7303,2810.4257,431.3228,25.2232,175.6159,267.2246,346.8716,46.4761,192.7991,31234.7799,512.029,373.5425,1961.7196,152.024,8.0611,11.1494,185.8852,26.1218,1066.9281,72.5239,249.7056,40.4894,304.5333,1155.7007,306.5186,114.4989,1131.921,672.1651,561.2876,195.3737,148.6178,0.0,11151.9074,0.0,10.2022,199.134,-1.0352,0.0
TUR_E,132.8694,0.2113,0.8623,0.7431,1.1317,56.4385,60.0588,5.0547,192.4114,8.72,43.597,2.9349,45.9172,30.3929,5944.4171,44.4693,8.0236,36.788,21.4763,38.5737,2.364,19.9202,20.3723,851.3308,79.6568,152.7982,21.8495,1.0762,3.8609,13.1552,2.5158,118.1243,2.6876,8.8481,1.9608,21.6873,227.8423,41.0062,12.2851,152.901,89.7238,106.9435,39.1289,27.2974,0.0,1825.835,0.0001,1480.3535,25.2943,0.0127,0.0
TUR_F,212.7371,5.408,55.6702,57.7899,11.4291,329.0314,231.2846,74.9503,58.0072,24.1957,112.9105,20.8292,119.8812,263.2192,263.8896,214.4065,53.7748,102.3436,134.9488,162.7983,61.8739,260.9895,305.8819,1268.7416,32766.6621,1885.8446,305.1559,15.5072,57.6058,51.0734,36.8954,267.7693,61.1343,263.9574,25.0784,148.8348,1743.5036,600.5678,236.1885,2680.9993,213.2321,264.5558,499.9699,106.8878,0.0,2102.6985,0.0003,42.5282,95451.4471,-67.73,0.0
TUR_G,3211.8489,47.0941,286.32,538.668,15.7752,7082.547,7787.8289,402.3106,1056.2067,750.4744,1543.0366,437.1096,1689.6605,1261.7705,1695.5058,1361.1485,604.4986,1482.8448,1257.0533,3396.3199,273.5846,1987.6428,1564.0157,359.5044,7884.1453,4070.7868,4021.6794,184.5697,1526.3734,426.6715,165.8307,2850.8461,176.06,184.262,117.6226,334.3227,868.046,691.6305,807.4081,1489.3907,293.3868,1241.3921,158.2541,559.3944,0.0,38042.0112,0.0465,3062.9364,11521.9076,-101.5296,0.0
TUR_H49,1053.39,10.9035,124.0118,186.9422,14.122,2200.4381,1177.2692,152.452,361.5844,363.2997,553.9503,92.7668,445.8629,627.7164,1178.7759,579.9362,88.1955,436.7959,473.5633,714.6958,79.3044,535.8189,417.8732,217.8772,2169.5657,4518.5156,10818.927,101.93,393.188,517.144,317.8912,515.7239,96.847,98.9148,34.9646,85.18,220.3948,508.025,496.5683,1063.6619,725.4787,207.757,91.9243,179.0831,0.0,29059.7296,0.0025,297.0642,3271.5882,61.6693,0.0
TUR_H50,45.2281,1.0311,4.9751,8.3486,0.4656,96.5505,75.212,5.7849,20.2189,105.1908,56.7004,9.8868,48.3925,29.3691,144.8231,49.2619,10.804,35.4263,29.8104,60.8034,13.9261,35.0212,62.9969,5.0585,102.4928,368.8567,208.5569,221.7648,100.0408,311.3401,2.7716,20.9883,2.1373,2.616,2.0963,5.3107,12.6269,55.8893,12.536,30.489,2.7732,12.3463,45.7925,7.5759,0.0,458.3904,0.0,25.3296,152.0388,330.6427,0.0
TUR_H51,48.2477,2.3772,4.204,8.2259,1.2738,83.5423,72.2591,7.0449,18.7885,85.1374,41.0566,11.4675,36.3243,18.7919,49.4312,36.2393,10.8142,43.3507,28.7939,58.6004,8.9741,30.2459,61.4958,4.1452,110.6712,136.0151,106.1432,11.0746,894.3677,24.6229,64.4085,23.0685,5.5609,3.5343,7.6694,73.9441,15.965,55.4415,658.0048,144.7877,14.5268,24.1045,18.3692,36.9881,0.0,4685.8107,0.0001,24.0878,139.2814,314.732,0.0
TUR_H52,143.7442,21.8483,29.9527,153.5036,5.2213,570.5513,288.5219,42.7304,103.4877,146.9374,320.1055,27.2818,144.4064,117.8981,252.8058,131.8244,22.8772,122.6019,81.181,173.8055,37.2481,100.7074,93.3996,68.5467,525.5588,2006.6817,2212.8722,1055.9886,1356.4839,2195.4885,143.0359,96.4121,9.5755,14.8125,9.2673,67.7006,81.1712,56.547,363.7457,171.9195,17.6432,32.6224,37.6836,72.6945,0.0,1552.7498,0.0,50.4867,324.8584,115.1487,0.0
TUR_H53,2.8084,0.1496,1.1954,3.8581,0.382,35.345,75.1018,4.229,16.6253,2.7051,20.002,5.2456,19.4901,15.1085,17.1613,24.4118,5.4523,18.2447,24.335,8.86,3.9101,41.1939,9.2277,6.5833,47.5345,1031.6414,101.7525,8.4346,19.0894,72.3368,139.5647,11.401,35.1207,115.3958,11.7501,129.5574,4.6256,97.0992,146.308,64.5671,22.5622,7.6884,8.7575,51.4888,0.0,904.3672,0.0,0.4957,5.6134,2.7649,0.0
TUR_I,6.778,2.1319,3.4747,1.1508,2.3419,103.9357,100.5155,12.2607,34.8903,14.5572,38.9156,24.3148,37.6369,41.78,74.3147,83.7908,6.7447,65.3446,83.0022,56.4244,25.7768,71.916,18.818,41.0465,234.775,1098.3377,125.8853,2.1306,62.1143,78.6886,20.4252,255.9885,38.369,45.8148,63.9446,257.0819,33.7753,264.6781,3210.1553,276.3568,167.4632,325.5138,84.7873,131.3014,0.0,29411.0724,0.0,0.0,0.0,0.0,0.0
TUR_J58T60,4.7115,0.0714,0.6718,1.8574,0.3278,88.5692,39.3953,3.1984,75.3703,6.2995,41.3784,5.1837,12.819,17.1002,14.5534,17.8005,25.8875,66.596,23.3211,27.9609,3.1762,30.4457,6.243,2.7345,35.6344,540.9763,18.4679,1.6758,5.5375,20.9984,12.7296,32.5443,864.7194,152.415,60.7683,132.6113,11.0457,1106.5874,95.1137,97.6138,94.1805,20.8108,30.6987,39.4263,0.0,1387.2703,0.0011,558.031,169.0749,-0.1748,0.0
TUR_J61,35.107,2.3668,1.4771,3.3649,1.3831,52.8307,71.7188,5.0219,19.7764,3.2601,20.1869,7.4762,20.836,19.3944,18.9492,32.8816,5.6211,16.0688,34.9306,27.9149,4.3316,29.946,18.8898,17.8601,120.0571,689.4219,72.3134,8.5927,14.0379,34.0609,15.1687,61.4646,37.4633,1824.1329,67.6744,353.5592,26.4895,161.3434,104.055,257.8434,40.0518,84.8146,29.7036,124.0019,0.0,7068.9094,0.0,10.3208,262.661,1.3492,0.0
TUR_J62_63,7.8319,0.0866,7.4099,1.8623,1.754,196.092,163.6646,22.1731,59.9804,26.151,96.1779,14.1483,85.0082,59.3152,175.457,68.3269,13.2678,51.4857,49.2442,107.4702,21.4123,115.0605,235.0538,129.1518,145.3751,1437.2361,179.8854,27.9765,20.6463,60.5495,16.991,64.0949,117.4392,152.9339,397.5002,531.7957,14.4565,273.0557,472.3364,62.5237,33.8095,720.9654,33.3555,200.7115,0.0,1035.0535,0.1496,102.1323,3557.6089,0.2955,0.0
TUR_K,128.5705,5.0376,43.5522,39.0323,10.8865,719.491,616.0918,69.0949,165.8037,238.1865,251.716,59.8185,219.2744,328.8537,608.1647,296.4751,63.6436,365.0577,274.1063,418.7898,84.3364,334.5128,1219.7939,131.9766,1515.7658,3007.7374,1027.5303,80.9152,482.7315,284.2813,52.5879,265.367,69.0078,271.6573,81.8632,5163.5445,899.8557,393.3501,499.3984,406.2584,235.6992,288.7216,227.8726,257.295,0.0,11238.7918,0.0,16.266,164.7406,9.7551,0.0
TUR_L,21.9499,1.3666,7.4785,9.8867,1.994,259.7856,909.1343,29.1292,188.8576,64.0219,99.6293,27.7868,150.4343,116.5311,112.5186,195.4128,16.1236,86.5525,142.3703,49.1936,24.5254,250.7175,173.2028,63.8986,502.9704,5816.6279,378.572,20.7618,107.0833,502.6402,210.2311,1801.2767,114.5323,367.451,88.3772,1139.9604,811.2284,586.4633,283.1674,320.2505,265.8205,500.0862,210.9982,254.9009,0.0,44149.0702,0.0129,1.4065,20.1014,0.157,0.0
TUR_M,209.4806,5.1952,26.9505,18.4599,33.512,590.4957,444.1024,54.2988,259.1342,115.4926,346.8103,79.4139,175.2599,232.5814,188.7706,275.8359,73.664,309.1073,220.3855,312.9746,68.0804,303.6858,243.0602,98.8579,3941.26,4291.5119,501.7946,27.346,232.3929,205.1702,54.2787,468.2332,309.5255,462.3165,327.4699,1454.5535,282.6592,3627.949,524.6368,749.1478,104.8714,545.4318,429.5265,788.1759,0.0,2704.3646,45.7622,307.4402,2752.9837,-6.6112,0.0
TUR_N,87.9211,1.5037,40.0091,21.4887,31.783,527.9064,483.838,41.9503,144.92,34.7662,161.3797,224.9446,252.4366,279.1111,273.3742,251.6645,32.1154,154.1181,194.6771,297.9309,82.2385,221.3462,224.6204,613.728,1742.2084,2721.1703,588.0656,51.8589,675.578,453.1076,264.8208,482.9907,172.7795,640.4265,132.8834,541.0923,806.4041,664.7626,2273.3832,2015.5664,489.2593,1424.9437,518.3276,330.3556,0.0,9403.9004,0.1838,32.2558,1191.3516,9.4818,0.0
TUR_O,123.552,1.6531,5.135,12.3985,1.9202,147.313,134.2188,12.4836,85.4384,20.93,62.1218,9.0021,42.1508,51.2962,97.876,70.2222,13.8544,37.4941,37.8293,42.9942,10.9536,52.7713,208.3976,71.0395,334.4156,1100.2927,286.0689,65.6252,103.65,188.78,48.559,235.1344,57.4423,127.9969,42.2948,378.4521,168.1757,243.4841,92.2004,507.919,172.7084,168.9351,100.4136,62.9714,0.0,5833.691,8.1273,45983.4831,1001.8765,1.1888,0.0
TUR_P,1.2905,0.0177,0.926,0.3068,0.249,20.3705,8.8717,0.6053,10.3848,5.0456,7.3336,11.5002,6.8587,7.6451,8.4581,7.2139,5.2185,14.1853,9.7323,41.8287,3.2767,8.6081,7.2117,3.3317,9.9186,143.0885,14.8563,1.3258,83.6877,9.8926,2.2153,10.6157,8.5423,12.1696,13.8748,152.8932,5.8311,129.034,36.0837,633.5652,387.4084,24.9501,24.289,39.5912,0.0,7645.5063,144.3238,26001.4337,2441.8259,-0.0451,0.0
TUR_Q,14.1233,0.0018,0.5484,10.3799,0.2363,1.7375,2.3994,0.7123,3.64,1.8426,6.4382,0.6729,0.7957,5.6855,18.6357,7.935,0.733,3.7452,7.6742,3.9303,0.1898,2.8046,1.4531,1.0056,2.6322,10.6856,16.9121,0.1844,5.3625,0.5792,0.5317,0.6824,0.6842,2.0738,2.3248,18.9137,19.8443,3.5337,3.2539,14.1651,15.6927,1727.3783,9.4012,24.4685,0.0,5916.1226,195.4677,24648.6418,19.8937,0.0014,0.0
TUR_R,0.1676,0.0,0.3651,0.3029,0.0451,32.4307,1.0243,0.0,8.9142,4.5403,8.9942,3.7428,5.4308,6.0059,3.0002,6.4212,1.0299,2.3542,1.663,7.0037,1.391,3.7321,2.722,0.165,1.9433,111.9163,10.4309,4.0401,14.2076,1.9865,2.4396,109.2243,188.9966,68.3164,9.596,3.1599,5.0755,166.0221,77.7818,10.8328,8.543,28.2381,1322.0742,0.4036,0.0,7702.942,0.0,2527.5167,113.8523,0.185,0.0
TUR_S,18.3483,2.1519,0.7506,1.7007,0.432,30.2369,43.6792,3.2967,10.886,8.881,11.2546,2.5818,13.3297,11.077,19.8634,26.0252,1.1752,8.6502,11.6469,17.4557,2.4231,14.8926,11.2375,10.6207,31.5763,380.4485,61.5777,21.4944,10.8902,46.8787,6.2517,87.2366,7.3962,26.8313,15.1883,64.1584,19.4426,75.128,183.8225,11.8545,21.5397,30.9837,10.6088,296.246,0.0,7144.2634,2143.8985,1385.2964,1098.4774,-0.1053,0.0
TUR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.7243,0.0,0.0,0.0,0.0,0.0
