V1,SGP_A01_02,SGP_A03,SGP_B05_06,SGP_B07_08,SGP_B09,SGP_C10T12,SGP_C13T15,SGP_C16,SGP_C17_18,SGP_C19,SGP_C20,SGP_C21,SGP_C22,SGP_C23,SGP_C24,SGP_C25,SGP_C26,SGP_C27,SGP_C28,SGP_C29,SGP_C30,SGP_C31T33,SGP_D,SGP_E,SGP_F,SGP_G,SGP_H49,SGP_H50,SGP_H51,SGP_H52,SGP_H53,SGP_I,SGP_J58T60,SGP_J61,SGP_J62_63,SGP_K,SGP_L,SGP_M,SGP_N,SGP_O,SGP_P,SGP_Q,SGP_R,SGP_S,SGP_T,SGP_HFCE,SGP_NPISH,SGP_GGFC,SGP_GFCF,SGP_INVNT,SGP_DPABR
SGP_C27,0.0257,0.024,0,0,0,5.6906,0.4391,0.1111,1.8572,9.9093,10.1958,1.3156,3.4871,0.3193,7.9031,2.439,228.7691,296.6475,110.2828,6.5655,12.5582,39.2913,24.5947,11.3078,65.9372,22.3999,2.017,3.6434,0.7623,2.7305,0.1318,5.3358,8.3731,82.6504,13.7579,6.7426,4.5496,29.7493,21.7683,1.6774,0.9224,4.7237,5.942,12.9195,0.0,125.8724,0.084,1.4052,220.8797,58.2225,0.0
SGP_C28,0.2194,0.2069,0,0,0,14.4971,2.1534,0.8114,12.3519,26.6751,48.2976,26.0407,4.8534,3.6517,21.4177,36.4018,942.8014,50.9482,1527.0316,16.0583,275.2491,72.5885,17.1698,18.7841,330.9555,89.6746,3.9923,68.3518,3.9673,29.9087,0.3545,14.9483,17.107,15.4595,28.0279,38.1205,94.1723,284.2561,33.3589,59.9895,22.1819,13.9167,11.5651,24.8712,0.0,202.2977,1.2627,139.3353,1411.743,157.0608,0.0
SGP_C29,0.0056,0.0029,0,0,0,0.1968,0.2302,0.009,0.0674,0.3187,0.5498,0.3112,0.0482,0.0356,0.2311,0.3627,34.1905,1.0581,4.0531,5.933,0.5688,1.9814,0.1644,0.2355,1.1475,6.2569,0.3333,0.4941,0.0741,0.1381,0.0088,0.3735,0.5175,0.7575,1.5508,1.2435,0.3697,1.8474,0.4679,0.7952,0.2768,0.4543,0.1339,0.2596,0.0,471.7727,0.0236,0.2852,190.1692,8.8731,0.0
SGP_C30,0.1175,0.5577,0,0,0,10.4171,1.1274,0.155,1.4205,7.7261,14.462,4.2422,9.4126,0.8119,9.0169,25.6124,83.0191,25.9561,1992.6089,14.9097,2922.5981,12.1318,2.3763,8.3041,82.88,144.9159,4.5843,696.4347,180.9756,133.7782,1.7176,7.642,4.9655,3.3441,22.5756,26.4934,17.509,132.2542,52.2547,871.7877,6.126,4.6321,4.0432,3.059,0.0,45.9902,0.0778,0.6322,2869.6446,317.9197,0.0
SGP_C31T33,0.221,0.1437,0,0,0,8.5564,4.274,0.2319,3.2353,17.0132,21.6951,19.4227,3.1657,0.6189,74.0175,7.9808,320.2736,13.6046,25.7791,0.9945,5.747,833.1953,4.8318,2.1358,180.9661,94.006,3.0794,13.7262,3.222,50.6293,1.6691,53.9021,69.0626,48.039,30.629,41.4447,127.784,219.6379,217.7482,20.0322,46.3325,251.6935,32.9906,21.5602,0.0,2195.7716,0.3689,3.8276,981.1695,7.1181,0.0
SGP_D,3.6824,2.1078,0,0,0,83.1877,7.6214,1.3522,24.3781,84.7284,737.3843,59.0537,25.433,5.899,106.5374,38.64,569.1739,22.5164,99.483,5.2913,35.4061,40.2948,3447.1108,145.4643,51.2742,215.1012,22.6661,6.9543,1.477,60.3615,1.7573,240.3321,10.6764,49.773,65.0299,57.1749,191.7558,59.3465,12.4483,43.8203,60.1448,73.9331,60.0202,26.3307,0.0,746.1518,0.6525,0.0054,9.7454,0.3055,0.0
SGP_E,6.5305,3.3019,0,0,0,49.5803,8.7268,2.0807,20.7448,19.4984,172.566,15.0785,3.8401,78.6886,204.0773,19.7829,254.4324,4.4512,45.4943,1.1591,18.8682,13.8261,142.1061,1131.2998,50.0411,78.5054,4.1562,51.3618,1.3383,18.6152,0.5459,150.9687,11.8624,15.3322,43.0913,36.9949,208.4693,78.7487,16.427,481.6852,45.6331,41.3325,55.5492,30.3946,0.0,538.4677,7.2736,0.0711,17.8669,10.9842,0.0
SGP_F,0.2667,0.0977,0,0,0,36.6758,3.531,1.1434,11.1789,9.0202,38.4895,45.8928,8.1097,2.6963,8.9359,20.182,195.7848,16.4307,65.6716,1.6638,43.413,42.0753,9.1803,96.8943,18216.8985,80.7602,21.5572,24.0068,2.7605,39.0334,1.5953,83.1816,12.7784,6.7817,24.0359,45.9723,1026.7498,282.5525,27.8127,51.8855,64.5751,52.4078,55.8843,9.8183,0.0,30.4158,2.1743,0.1982,22957.3766,3.0476,0.0
SGP_G,24.353,24.4087,0,0,0,1633.2591,394.9034,32.2688,264.4993,3538.5025,4446.3693,495.0048,254.3287,133.1159,468.4022,402.2704,12311.8997,528.0484,1771.5453,100.2748,434.863,1117.5077,376.4616,80.8859,1492.3459,3959.0927,302.8465,4005.8301,762.2558,285.1631,14.7418,1645.6593,978.0438,201.3594,4548.3769,755.9085,320.0909,1088.2404,409.5252,436.4718,202.2797,400.3509,103.2578,143.3638,0.0,9877.083,20.2705,106.4142,4557.6382,1633.286,0.0
SGP_H49,1.1258,0.7929,0,0,0,61.9639,10.9088,2.0197,10.7422,169.8599,174.0233,31.9303,11.0075,12.3099,29.2849,20.6592,358.6809,20.6946,71.2518,5.7499,17.1657,54.7818,47.4801,4.1686,120.1796,366.5735,54.6456,234.7171,34.0756,94.9434,4.7999,82.7679,26.2177,11.3977,88.4232,62.0603,16.3979,73.78,36.2691,202.5013,25.1547,20.5906,9.3101,8.6204,0.0,1418.5453,0.492,1.5513,107.161,0.6677,0.0
SGP_H50,1.051,0.896,0,0,0,141.4008,36.3087,3.2911,58.6547,695.7398,668.7732,78.2439,32.5099,70.2528,152.209,63.3783,722.9217,45.2724,279.5508,13.6424,99.7441,242.334,10.4835,10.8704,116.0233,12807.046,54.9301,15021.3005,93.2874,1043.8717,13.5413,45.4412,46.772,24.5097,42.4496,52.1849,43.3712,170.4019,68.695,91.4172,15.5518,10.8602,8.6981,6.252,0.0,322.0671,0.2293,2.4325,194.2417,1530.7851,0.0
SGP_H51,0.614,3.9306,0,0,0,19.2392,5.1495,0.722,5.111,102.7127,72.8627,5.6991,4.1147,5.3588,14.6557,7.4468,117.625,9.1164,20.9141,1.2479,10.7177,27.8614,5.638,2.9251,35.6621,989.8252,5.3161,55.1036,144.6117,43.032,11.0578,20.6332,12.7857,5.5595,45.1521,47.7929,20.3995,46.5678,26.4986,17.5911,13.8328,17.1491,5.484,6.3038,0.0,954.2487,0.159,1.9368,59.0998,224.1184,0.0
SGP_H52,1.1949,1.1455,0,0,0,69.3188,19.232,3.1368,19.3604,38.2696,181.9922,25.3298,8.3446,5.6512,23.2293,26.7038,233.3244,16.3049,100.9148,4.0575,83.8541,52.7803,14.7041,7.5566,104.5943,2558.717,134.1449,4140.9709,292.0799,2333.7257,62.884,75.2144,42.0796,42.0005,149.736,239.0989,140.5598,149.481,69.464,28.5407,19.2473,36.1197,14.2158,21.9445,0.0,450.2603,0.8845,28.3226,325.932,57.3422,0.0
SGP_H53,0.0503,0.0751,0,0,0,1.3896,1.5926,0.0437,0.8049,0.4331,2.5723,0.4085,0.3352,0.1166,0.5097,2.3698,7.2949,0.5786,3.2281,0.0811,4.1154,0.941,0.8408,0.971,9.3453,30.2696,42.8783,10.7177,23.1704,119.4083,390.3109,5.188,9.4291,136.5411,27.5388,17.9534,23.9763,43.6192,3.7544,3.4976,0.6262,2.0755,2.1586,10.3471,0.0,247.794,0.1012,0.0088,16.7216,2.8998,0.0
SGP_I,0.6254,5.9816,0,0,0,33.7808,8.2578,1.0551,11.4303,11.7367,46.9385,26.6938,12.5396,2.3418,35.5407,28.47,136.3525,15.214,90.6534,2.2412,37.7886,33.3329,8.2987,6.5197,104.0446,437.229,12.0194,127.7534,57.0534,227.0721,20.8233,157.5669,193.0392,68.5838,166.8144,421.4152,84.8815,375.9951,131.8096,50.1867,71.5942,57.1705,51.5993,48.2767,0.0,7010.5719,4.4153,0.7524,121.0672,0.3497,0.0
SGP_J58T60,0.0526,0.0235,0,0,0,36.1114,1.1071,0.1229,3.0308,2.8845,55.5567,74.5407,2.6333,0.42,3.3279,3.8178,314.255,6.2751,62.71,6.1994,8.5609,57.8294,4.1948,2.6423,41.0328,620.3647,27.8616,49.9577,4.8209,13.8646,1.2133,25.8276,356.9168,42.4876,1871.9574,257.3871,65.5398,122.0105,54.5801,26.9944,21.3133,12.6554,24.8147,7.0108,0.0,419.645,3.3263,113.3762,104.6594,0.7399,0.0
SGP_J61,0.0509,0.027,0,0,0,9.8246,3.7676,0.4386,10.2188,8.9372,17.399,12.0354,3.838,0.9101,4.336,9.795,80.2991,5.3254,36.0823,1.8852,20.6359,14.5978,4.442,6.613,67.654,247.3863,11.0548,22.4659,18.7418,43.5233,7.9264,30.6589,52.9728,1890.5641,316.8472,547.5959,20.53,269.7984,44.7355,47.9234,35.4384,47.0923,19.3957,22.0278,0.0,2919.1898,0.7514,0.1975,42.1202,4.921,0.0
SGP_J62_63,0.6751,1.69,0,0,0,47.3169,11.0459,0.903,12.8642,91.2088,143.5138,29.2515,9.3787,4.3534,14.7748,16.7945,478.4993,21.1497,103.319,3.7047,28.1151,43.2562,59.6344,30.7984,52.7612,729.5503,28.9525,133.179,32.2451,92.297,7.8537,80.2821,493.7522,177.5104,9266.5007,2363.349,121.4789,2185.9387,121.4392,355.4352,165.7242,387.3444,113.621,95.0888,0.0,227.5572,1.0876,3.9714,2213.0983,31.1504,0.0
SGP_K,8.1728,2.8897,0,0,0,164.7573,30.2573,3.2698,44.9435,182.5737,402.6955,282.7682,33.481,14.0672,69.4437,93.3839,2066.2877,72.7296,436.4514,21.2937,141.7673,230.3144,198.5325,88.47,651.1202,3941.9044,69.2555,309.1733,84.5529,247.0219,10.5892,332.9146,161.5812,231.7298,526.1204,18168.5522,2540.6487,989.1443,411.2739,1506.5356,146.662,340.3077,142.8117,113.4026,0.0,11404.3301,11.8584,16.4046,381.1689,173.0577,0.0
SGP_L,0.2965,0.1691,0,0,0,114.6111,30.257,4.0264,46.5504,14.744,122.9346,53.8958,24.59,4.9457,30.1057,62.0773,449.4576,32.157,146.3964,7.8003,75.9225,85.4175,107.8001,34.5785,217.2216,3670.0545,37.1685,104.0349,74.6408,379.6016,17.4264,1265.6794,104.4977,151.6459,313.9507,1275.8413,1405.9324,774.3075,251.0147,215.2093,259.0127,536.4547,161.0771,244.4313,0.0,17488.5866,12.4261,48.3378,6008.9363,1.8599,0.0
SGP_M,3.6976,1.6406,0,0,0,255.4853,11.8332,1.3695,26.1909,91.5246,509.3497,548.2304,19.5687,10.196,38.7404,50.6417,4248.3335,65.8254,799.0123,49.163,569.8097,410.0807,94.4626,84.5985,1013.8664,2478.4551,42.2359,294.7802,43.0847,239.5745,5.3219,273.3349,331.8531,288.1775,1778.6542,1686.7777,1603.9228,2923.7773,329.5657,339.345,160.395,243.4699,216.4775,138.2129,0.0,395.4682,6.8243,1387.1334,3569.8343,54.6501,0.0
SGP_N,4.7827,0.8345,0,0,0,198.0822,2.7821,0.3864,8.1692,34.3776,376.113,722.2228,6.3342,4.0418,33.4289,23.7062,2230.1924,20.6706,586.9285,60.0521,320.423,521.3913,22.7995,162.6077,423.7912,2175.9352,145.9781,584.6866,36.8948,259.4487,6.8093,213.1818,347.9166,297.8243,448.4229,1288.4206,1325.2248,767.9378,1280.5712,328.5707,191.7507,451.6333,255.1509,85.2027,0.0,508.3047,5.203,13.4723,43.285,6.1767,0.0
SGP_O,0.1746,0.1259,0,0,0,11.0905,2.595,0.4016,3.5157,13.8954,21.0618,21.131,1.8198,4.4171,12.2657,4.5287,45.5113,3.6656,12.2083,0.8886,5.456,9.0045,14.7018,42.4265,66.0869,218.9805,6.8114,53.9629,12.3053,41.3593,1.4281,58.359,13.6104,18.5863,74.7127,139.3785,166.1424,128.4937,15.5519,95.3947,16.1703,25.142,28.7622,13.1689,0.0,363.9984,10.7936,22964.9744,1068.4017,1.246,0.0
SGP_P,0.1625,0.0738,0,0,0,5.713,0.7694,0.1243,1.5575,3.6862,9.0587,12.2401,1.4013,0.4268,2.705,4.2315,25.9733,2.6372,14.9941,0.567,12.3853,6.6292,3.646,2.1665,8.9181,49.3791,1.4704,9.225,1.3489,10.2589,0.1902,31.5732,7.5074,5.6103,40.5986,51.1036,22.1937,31.7652,10.6772,790.9813,348.9897,28.5686,5.662,5.1339,0.0,3804.1224,71.5382,5792.5769,962.0971,0.4088,0.0
SGP_Q,0.4595,0.0146,0,0,0,1.6552,0.4443,0.047,0.4974,1.7296,2.933,0.6276,0.3072,0.1026,0.4655,0.6705,7.7201,0.5431,2.129,0.0847,1.0066,1.3719,1.8888,1.2949,5.9809,40.3137,0.7776,6.1926,1.284,6.213,0.2028,11.9089,3.0501,1.4728,15.636,32.385,14.5715,137.5007,7.2895,2247.149,14.3471,1209.8125,53.4775,23.1686,0.0,7260.3856,134.2261,4420.7547,203.7935,0.6869,0.0
SGP_R,0.0753,0.0695,0,0,0,4.7747,0.8921,0.0965,1.0421,4.4067,8.6168,5.9702,0.7596,0.2561,1.2857,1.5106,29.7681,1.3119,7.2713,0.5394,2.493,5.5162,2.0878,0.9908,23.2446,67.8583,2.4261,13.6259,2.512,11.085,0.8705,20.8644,39.6636,3.6413,13.9786,43.2805,18.5578,30.1775,27.5381,14.5505,36.9072,12.2051,138.3195,10.9293,0.0,4007.1206,38.2967,617.4836,116.3652,1.6697,0.0
SGP_S,0.1759,0.1454,0,0,0,5.0163,0.8967,0.1116,6.6284,3.3396,35.1662,3.6043,1.848,6.5135,7.8125,5.6559,93.0721,1.6271,18.2374,4.3298,15.4549,11.6992,3.4795,3.4668,14.4741,111.1069,2.6854,4.8291,13.7681,21.3795,5.8838,67.7222,25.1173,17.039,125.4477,19.2483,113.9819,93.7687,20.8607,210.481,64.5869,63.9445,62.8384,36.3198,0.0,2379.7497,268.0724,41.4399,83.3866,1.4526,0.0
SGP_T,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264.2625,0.0,0.0,0.0,0.0,0.0
