V1,THA_A01_02,THA_A03,THA_B05_06,THA_B07_08,THA_B09,THA_C10T12,THA_C13T15,THA_C16,THA_C17_18,THA_C19,THA_C20,THA_C21,THA_C22,THA_C23,THA_C24,THA_C25,THA_C26,THA_C27,THA_C28,THA_C29,THA_C30,THA_C31T33,THA_D,THA_E,THA_F,THA_G,THA_H49,THA_H50,THA_H51,THA_H52,THA_H53,THA_I,THA_J58T60,THA_J61,THA_J62_63,THA_K,THA_L,THA_M,THA_N,THA_O,THA_P,THA_Q,THA_R,THA_S,THA_T,THA_HFCE,THA_NPISH,THA_GGFC,THA_GFCF,THA_INVNT,THA_DPABR
THA_C20,1940.6878,17.7721,5.6639,52.4336,5.0382,274.3635,939.756,97.6471,332.1163,348.9452,4401.4714,303.1745,2905.2959,558.2014,84.389,199.2153,458.3967,228.0969,143.7826,556.41,136.1144,302.3485,19.1597,50.1795,291.247,316.4526,7.9845,2.6241,12.07,0.8057,0.3544,119.6736,87.4553,0.5961,7.3728,33.0117,0.9764,14.7661,22.2768,15.3975,71.1203,225.8971,0.9407,642.4762,0.0,1485.9558,3.9713,11.3624,0.0,174.1636,0.0
THA_C21,167.3447,2.8629,0.0,0.0128,0.0988,80.4184,0.3917,0.0,0.6499,0.0,27.7299,283.27,0.0,0.6874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0279,0.0,4.3616,0.0,0.3102,2.0281,0.0196,0.8618,0.0,1.8416,0.0,0.0,0.0,1.1409,0.0,0.0,0.398,0.9764,10.3889,1590.8482,0.6639,8.061,0.0,1330.7495,6.1045,379.9444,0.0,34.3019,0.0
THA_C22,298.997,75.37,7.1886,20.4876,3.154,774.8011,762.5143,20.6829,104.7877,19.1293,319.6645,96.6799,2166.2911,60.3778,28.1319,149.3026,822.332,377.0398,268.616,1711.2198,580.4243,369.8014,8.3555,13.1047,517.5187,1250.3194,367.975,4.7587,4.2945,3.9708,2.7672,56.1633,29.7658,3.8698,8.4357,19.2805,3.0136,11.0067,31.2611,0.0,11.2583,36.2763,0.7899,55.7527,0.0,1304.194,0.0,0.0,197.1174,249.7741,0.0
THA_C23,27.1361,5.6387,0.003,0.8813,3.9347,374.7741,1.8332,5.8322,1.2892,0.0015,33.3546,79.5453,1.3321,2186.9225,14.2704,77.8782,303.2606,433.4804,136.7778,465.6235,72.7454,38.4588,0.0,11.5186,8571.5175,45.3099,0.0603,0.0,0.1641,0.0123,0.0,49.975,0.1402,0.0,0.0099,2.152,1.7284,5.1903,0.0415,28.0842,2.8058,1.8923,0.4998,1.8529,0.0,1162.5695,0.0,0.1045,780.1487,197.5624,0.0
THA_C24,0.3004,0.0036,0.0004,0.0318,0.8976,9.4617,0.1212,0.1401,3.8319,0.1149,1.2352,0.0001,3.2076,21.3051,1628.2009,1133.2032,1292.6107,1190.3613,489.9375,714.8474,167.4091,2262.7019,0.0,0.0667,331.9557,61.5609,0.2417,0.4304,0.0,0.0408,0.0,0.2375,2.6929,0.0,0.3189,0.0,0.0124,0.5632,0.4841,0.0,0.0118,1.4224,0.0008,10.4241,0.0,0.0,0.0,0.0,28.9955,117.9819,0.0
THA_C25,226.0453,0.7868,0.2585,39.2513,7.9331,793.1882,100.8557,61.4109,20.5588,1.7314,56.3088,25.5837,67.6588,22.5324,9.0007,331.5742,240.4611,257.9321,553.1273,432.0349,125.8752,155.928,49.6653,1.7173,1407.7552,116.3088,17.4852,2.7007,14.6584,2.0367,0.0295,36.6965,15.6563,0.1015,8.9337,3.3548,2.9749,12.7149,52.4309,53.95,1.2774,27.7886,0.8012,28.2624,0.0,893.4717,2.1309,3.0782,1149.1883,118.8217,0.0
THA_C26,20.4294,0.3349,39.4632,1.2094,2.4219,39.339,71.0236,3.8204,17.0377,1.5086,36.9234,16.6728,13.5489,13.0703,3.9091,89.7429,38691.016,281.5151,298.4119,1866.7175,69.0771,1323.6763,48.155,13.4836,272.4577,249.9635,37.8224,6.9971,26.0917,1.6877,12.6969,156.5253,230.6445,193.6276,314.2219,243.1886,38.8218,248.2609,127.4527,408.3238,921.2617,1196.3578,15.1564,665.1867,0.0,2593.0127,10.5282,1170.0183,13687.0077,1343.3697,0.0
THA_C27,4.8531,0.4168,2.8635,1.6283,0.7011,0.4234,0.2308,0.8522,0.0041,0.0,0.0053,0.004,0.2339,1.8944,0.4264,2.6833,342.8829,1043.8995,138.024,789.3138,73.6428,82.4149,160.7409,0.6678,730.8951,312.4581,14.8021,2.2522,0.0252,0.1909,0.0502,87.7875,10.4471,0.6345,4.3772,15.0187,3.3428,4.9389,4.8907,0.0,2.4651,4.1809,0.3463,29.8825,0.0,758.6136,0.8916,0.0,1200.0857,73.6039,0.0
THA_C28,89.9565,8.5703,45.1295,29.7036,5.3836,112.2045,71.6097,16.0695,24.8224,26.4177,87.1262,5.115,54.3102,46.0619,20.94,24.8529,107.0201,16.6667,1532.517,1095.6394,131.4081,20.8842,61.573,0.7456,65.1976,124.6442,8.2873,5.6846,5.4801,1.8451,1.2238,6.8974,5.6414,2.3585,3.382,0.0418,0.3259,3.9795,11.3682,38.9656,0.9288,11.9197,1.0565,5.5047,0.0,376.3201,1.1231,1.1149,2965.3243,86.1172,0.0
THA_C29,0.1175,0.0,0.0,0.0,0.6263,0.065,0.105,0.0,0.0068,0.0,0.0195,0.0808,0.0,0.0,0.0007,0.0,9.3544,0.2239,2.9265,7113.3661,93.8493,0.0,0.0,0.1139,0.0,1031.0135,120.1974,2.5642,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.5382,0.0,7.8836,11.0749,0.0,0.0,0.0504,4.6927,0.0,2563.738,1.8005,3.0018,10060.784,346.9085,0.0
THA_C30,0.0428,89.5903,11.8909,0.0019,0.0431,1.4222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,1156.0803,0.0463,0.0,0.0,0.0077,110.8208,23.3594,198.9781,318.7754,0.0134,0.0,0.0,0.0,0.0,1.7478,0.0,0.0,2.5025,2.0849,0.2643,0.0399,0.0,0.0637,0.1183,0.0,709.168,0.0,0.0,3592.7923,62.1961,0.0
THA_C31T33,55.9112,16.6796,30.9604,12.8765,45.5249,177.8044,1010.6804,15.812,47.9941,3.9488,110.19,44.2938,92.1627,49.3007,47.8687,62.1051,783.7208,42.96,47.8823,254.3765,43.8443,9623.6547,302.8832,62.2641,155.169,281.9164,46.2431,82.1192,262.0948,11.8698,15.0159,155.7811,212.4822,72.8182,99.3136,1077.3492,72.0334,169.2447,220.6201,120.3736,857.1669,135.4074,162.3236,207.1738,0.0,3077.5587,5.3326,216.4465,3713.4365,48.9114,0.0
THA_D,382.9805,22.2785,111.9949,124.5901,17.4561,2911.8866,2925.9747,363.5779,374.4455,883.6268,3265.1604,87.5129,1734.3601,1795.6298,818.3855,516.0668,1164.033,525.443,737.9455,1630.693,356.988,523.9591,11673.5502,390.348,383.5983,3138.5302,5310.853,52.7447,299.3515,191.7163,86.4242,4474.3681,291.3147,441.9563,93.1809,717.0733,736.9724,137.2102,138.8102,0.0,716.2676,807.0041,53.9905,678.0598,0.0,4891.9843,12.9256,0.0,0.0,0.2835,0.0
THA_E,94.2875,0.0145,0.5573,2.7869,2.4819,152.8138,37.4314,4.6173,22.6066,7.5782,67.5232,4.2477,27.518,38.538,5.0044,7.2249,30.0645,8.2525,10.6648,10.2359,2.9778,11.7624,33.0946,68.7808,34.1088,186.2224,18.5238,2.6119,24.5852,0.9752,3.3914,180.58,9.0012,9.1862,11.29,64.0085,49.3669,16.8696,22.9786,142.1656,56.6184,33.9848,10.4599,58.6706,0.0,1991.059,55.3844,275.4604,0.0,0.0009,0.0
THA_F,77.1843,5.0237,2.1587,6.1766,13.8986,59.3348,29.6629,5.0567,11.1339,4.0137,42.998,3.213,23.2359,22.7528,7.0624,20.6743,28.9211,11.4915,12.1592,15.6245,4.9,16.4299,34.2269,1.1921,32.5716,272.3492,15.3053,2.7399,9.9698,12.3742,0.0718,154.0954,5.0255,0.2757,10.19,96.1565,61.429,12.7646,13.6883,133.3798,68.8234,52.8911,6.8109,92.6787,0.0,2005.0542,25.4994,83.972,39735.4159,0.0101,0.0
THA_G,2233.5789,403.9562,305.9617,230.4039,12.9761,7555.5584,4338.3528,190.3111,475.8138,1774.4717,1600.2887,273.3346,1685.2405,749.7145,461.4258,502.5222,8651.528,786.8569,837.8998,2324.6046,522.0504,3294.1782,1344.5118,57.3007,2545.297,1024.0217,4203.959,333.1814,468.005,22.729,20.9769,3874.4041,238.9771,50.609,177.6449,385.0546,47.6521,243.779,282.1859,492.3046,632.9624,1051.6118,69.6123,520.8567,0.0,22498.5206,42.3093,486.5727,6536.0646,1314.5931,0.0
THA_H49,342.3561,31.2881,120.3226,111.423,18.4522,798.4143,355.5732,33.4178,75.2015,391.5761,240.991,45.9514,230.4081,176.7652,102.032,156.2339,629.1102,118.8897,132.0733,325.5525,73.5838,312.137,275.2733,6.1651,1994.197,377.4895,398.0262,44.4826,52.3449,31.0951,48.0212,273.5922,55.383,48.0527,44.9471,151.9193,45.1409,76.5112,112.4902,114.6658,139.5939,69.4571,9.2111,81.1139,0.0,6639.6494,12.7783,604.2192,444.1512,0.0,0.0
THA_H50,31.3877,4.3202,5.8111,10.2873,0.4976,73.5961,47.3172,3.603,12.6769,220.1294,40.4773,5.3142,34.8549,17.2857,37.9482,36.3206,187.8418,36.2382,38.1906,84.3756,18.5831,64.5327,96.5737,0.747,57.6263,42.1416,8.1354,152.7304,4.7932,0.1598,0.1803,26.4751,5.9663,1.0419,2.6551,4.8941,0.5901,4.8712,11.4878,4.8628,9.2697,19.434,0.9805,10.5024,0.0,328.2938,0.4665,7.9812,166.1407,781.523,0.0
THA_H51,56.1198,7.2063,14.0739,3.1474,0.9041,138.6522,87.2591,6.8494,23.4192,370.5804,76.5958,9.9915,65.6097,32.5883,65.4432,65.3411,329.7189,63.9934,65.6141,148.0586,32.9908,121.0675,168.359,1.3937,100.9816,151.034,16.8239,16.4444,437.606,1.7204,12.7706,51.1166,13.1087,14.6205,7.0945,22.4962,3.1842,12.3408,51.8701,12.6311,15.4089,33.5849,1.4864,17.3797,0.0,861.1361,1.3944,15.4601,282.9902,1318.3883,0.0
THA_H52,11.1094,1.98,1.3617,0.0676,0.0043,15.921,7.2827,0.3861,1.6551,14.7394,2.0829,0.0824,4.6763,0.8999,2.126,1.3952,27.5523,0.7996,2.161,6.3343,0.5776,8.4003,10.5073,0.2082,18.1307,0.8671,4.6639,1.5124,0.0037,0.0039,0.0067,16.2693,0.5933,0.0429,0.5852,0.9125,0.3469,0.8154,0.6208,1.6814,2.5185,3.3328,0.2756,1.7706,0.0,0.0067,0.0051,1.2746,25.0286,6.1999,0.0
THA_H53,52.9103,0.2976,1.3966,2.4657,0.7863,17.071,15.8486,2.4729,8.1503,4.6814,24.2834,6.5244,18.141,15.7614,6.1938,8.6281,24.9531,4.3787,5.362,29.1303,2.3209,30.8023,24.6692,1.1836,9.0772,235.5933,6.6419,6.4975,21.2512,0.4432,338.412,67.0993,16.977,284.1375,54.4793,186.7845,4.0625,73.0616,60.3397,172.1972,24.0659,9.6395,1.6469,10.1652,0.0,793.1745,1.5475,12.8343,0.0,1.604,0.0
THA_I,135.4545,0.1378,29.0396,34.5004,8.7384,126.7287,116.2016,27.5847,16.876,13.3004,120.5745,20.8676,163.6449,55.1267,11.8519,75.9642,51.7516,53.6541,26.2037,34.7074,28.6088,213.2273,147.9572,5.1197,428.9901,257.4612,106.1854,34.6364,33.4819,2.0113,10.8021,104.7041,49.8491,32.873,277.2641,451.6472,32.8621,335.4874,785.5476,2513.3045,92.1166,45.3114,16.2709,186.9664,0.0,28149.1716,141.2588,1222.5305,0.0,0.0129,0.0
THA_J58T60,1.1162,0.0,0.9475,0.5154,0.5862,2.1322,0.6089,0.7511,0.3187,0.3866,1.0583,0.1424,1.4227,0.3354,0.7085,1.1052,4.5139,0.9435,0.2391,6.5389,0.238,0.937,1.8691,0.1466,1.6717,82.9898,6.4504,5.0997,2.0624,0.0607,0.5189,45.4465,1312.9029,2.3984,501.4642,45.8309,0.9727,1805.5737,1134.3729,23.6135,147.7074,7.7867,3.0395,9.7223,0.0,2165.553,88.309,2.4862,0.0,0.0489,0.0
THA_J61,110.5594,0.6228,4.7221,4.5466,1.8402,30.2389,28.983,4.8981,13.8603,8.2702,36.626,9.7046,30.9672,29.3988,11.3821,15.1336,47.9044,7.5791,8.9409,47.1518,6.6706,57.8083,39.5048,2.1804,23.0155,313.4271,15.1715,14.7494,56.8912,0.6943,25.2767,178.1463,143.0471,731.6871,146.3287,319.7952,8.2857,143.6605,105.124,251.9447,46.7972,21.7337,3.3941,20.4385,0.0,3483.2042,5.9258,9.9629,0.0,3.3522,0.0
THA_J62_63,6.7278,2.8862,423.895,3.1405,2.5266,178.4326,110.8328,11.2288,41.0578,21.0542,84.5419,15.5784,49.438,87.0279,8.6888,18.3996,92.4379,28.3764,24.0749,116.6069,5.345,59.3627,75.3694,11.7491,204.1454,174.7917,19.3589,53.024,132.8475,2.2042,15.3781,118.3576,32.9003,103.8676,188.3828,353.6074,31.7257,62.4803,104.6492,0.0,52.5646,32.754,6.694,23.0212,0.0,1096.8158,12.364,0.0,708.0124,0.7666,0.0
THA_K,1902.0819,130.302,68.6395,87.4012,25.1681,1171.7202,802.0252,215.8178,180.711,176.1115,1021.3411,81.2287,532.2912,691.4718,341.2583,295.5105,353.154,222.508,245.6311,1057.2566,196.1671,543.9711,1981.2534,186.5692,891.4024,6053.5937,877.1799,282.0116,801.0282,38.8302,142.8767,773.2595,107.1769,667.0956,173.2909,3724.0242,1126.768,258.1586,400.3237,11.7351,119.6932,188.5813,20.659,130.2598,0.0,12360.8861,175.4794,2.499,35.1332,4.5445,0.0
THA_L,4.841,0.0124,7.2065,2.0625,1.6097,39.9187,19.5424,11.0958,2.5689,23.8535,12.4694,2.218,18.3859,2.4788,0.8198,3.4613,3.4466,4.1371,2.2217,0.5881,1.7875,25.8182,9.1201,0.8939,24.0468,277.7739,28.1803,9.1329,35.1687,2.4625,1.6151,85.9494,53.0886,8.4616,22.9975,219.1088,10.2818,43.7004,52.1395,61.8931,7.5566,3.3058,6.3937,32.6814,0.0,13408.3726,68.7665,175.0117,29.2715,0.0,0.0
THA_M,16.5241,6.7763,705.4413,8.2837,45.876,437.4862,127.2733,24.6574,78.5038,41.2886,221.5975,52.4204,109.4829,173.1026,13.0551,34.0173,131.3302,56.2974,46.1584,203.1573,12.9062,98.8668,87.6738,22.9589,510.4262,449.4429,26.7874,66.7671,156.5479,2.7311,14.6879,210.7898,146.7093,99.0627,117.1978,404.7588,169.7373,365.8309,322.1227,61.9361,58.5315,61.9533,21.6586,49.683,0.0,1394.137,54.7409,960.7336,884.3709,0.8681,0.0
THA_N,16.785,5.1389,553.8319,7.8407,32.797,350.2159,178.2529,36.1015,61.6876,29.8859,171.4529,29.2889,143.4242,148.466,26.0676,36.296,120.0293,49.8496,34.6004,173.9849,11.8257,89.9297,69.1083,19.2837,328.6996,322.2684,43.7786,111.5715,546.132,3.0149,21.7598,145.685,65.2764,77.9772,86.016,209.6032,90.2028,114.0296,343.7514,0.0002,53.6665,49.797,16.725,32.1695,0.0,1890.2851,55.6812,0.0011,288.1485,2.1146,0.0
THA_O,0.0,0.0,0.0,0.0,0.2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3369,0.0,0.0,0.0,0.0,0.0,612.7051,58.7597,38876.4531,0.0,0.0084,0.0
THA_P,0.0,0.0,0.0,0.0,0.1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.8487,0.0,0.0,0.0,0.0,0.0,1614.0553,375.8142,26939.8477,0.0,0.0062,0.0
THA_Q,0.0,0.0,0.0,0.0,0.1019,0.6003,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9692,0.0,0.0,0.0,16.203,0.0,0.6034,0.0071,0.0,0.0,1610.1646,565.9251,14047.6162,0.0,0.0033,0.0
THA_R,0.0,0.0,0.0,0.0,0.0379,0.0019,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,24.4369,11.3311,0.0,2.3916,0.12,0.016,3.4539,2.7044,0.0,0.0001,0.0,1.1347,0.8117,0.0,1050.7743,471.1074,0.0,0.0,0.0421,0.0
THA_S,0.8852,0.2351,1.6334,1.739,0.9703,25.3551,2.8979,0.0899,0.2216,0.6234,6.0289,4.3507,4.433,2.021,1.057,1.1863,11.0867,1.951,5.3761,6.4512,1.0885,3.6212,9.2245,0.2923,8.7213,10.726,3.3175,2.0663,2.7622,1.171,0.2431,5.5237,11.4112,0.9099,1.388,82.1781,1.5353,3.367,3.7968,0.0704,12.6235,1.8042,14.1432,25.8793,0.0,3059.9734,2289.0759,3.3767,0.0,0.0025,0.0
THA_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0555,0.0,0.0,0.0,0.0,0.0
