V1,MLT_A01_02,MLT_A03,MLT_B05_06,MLT_B07_08,MLT_B09,MLT_C10T12,MLT_C13T15,MLT_C16,MLT_C17_18,MLT_C19,MLT_C20,MLT_C21,MLT_C22,MLT_C23,MLT_C24,MLT_C25,MLT_C26,MLT_C27,MLT_C28,MLT_C29,MLT_C30,MLT_C31T33,MLT_D,MLT_E,MLT_F,MLT_G,MLT_H49,MLT_H50,MLT_H51,MLT_H52,MLT_H53,MLT_I,MLT_J58T60,MLT_J61,MLT_J62_63,MLT_K,MLT_L,MLT_M,MLT_N,MLT_O,MLT_P,MLT_Q,MLT_R,MLT_S,MLT_T,MLT_HFCE,MLT_NPISH,MLT_GGFC,MLT_GFCF,MLT_INVNT,MLT_DPABR
MLT_C23,0.0965,0.024,0.0264,0.1631,0.0222,2.8971,0.1264,0.0029,0.1039,0.0002,0.033,0.1652,0.3341,12.1688,0.0007,1.2313,25.8125,0.0065,0.0416,0.0239,7.2956,1.0391,1.618,5.2629,77.5985,0.4413,0.2758,0.0768,0.3724,0.6694,0.0599,1.1384,0.0424,0.0621,0.1205,1.1542,6.2612,2.6076,0.1959,0.5414,0.2222,0.2919,0.3293,0.7923,0.0,5.0677,0.0001,0.3164,16.9313,1.2423,0.0
MLT_C24,0.0,0.0,0.0,0.0001,0.0003,0.0369,0.0004,0.0,0.0008,0.0,0.0004,0.034,0.0011,0.0142,0.0,0.1452,0.3747,0.0173,0.0303,0.0044,0.0003,0.0181,0.0405,0.0092,0.0442,0.0066,0.0001,0.001,0.0001,0.0037,0.0,0.0001,0.0,0.0003,0.0017,0.0005,0.0016,0.0096,0.0017,0.0001,0.0002,0.0004,0.0026,0.0006,0.0,0.0051,0.0,0.0,0.0813,0.0056,0.0
MLT_C25,0.187,0.1473,0.0662,0.2574,0.0817,5.9878,0.1378,0.0184,0.1652,0.017,0.0995,0.2933,0.9508,1.2423,0.0009,17.7574,23.8343,0.1334,2.7169,0.0675,0.4563,8.2434,0.3758,0.326,44.9856,0.7638,0.1797,0.1712,0.5179,4.2556,0.2371,0.3784,0.1769,0.2804,1.0646,0.9106,0.6966,1.1254,0.2329,0.7032,0.063,0.2051,0.2675,0.337,0.0,8.5513,0.0002,0.0313,12.5588,1.0793,0.0
MLT_C26,0.0022,0.0014,0.0042,0.0168,0.0047,0.0108,0.0098,0.0006,0.5183,0.0,0.012,0.0153,0.0243,0.0064,0.0,0.0253,43.5651,0.2295,0.7025,0.004,1.5411,0.1818,1.1889,0.0342,0.2097,0.0449,0.0259,0.023,0.0706,0.2484,0.1805,0.0289,0.2626,25.4183,32.1863,1.7331,0.0256,2.3999,0.5224,0.1652,0.0116,0.0541,0.0308,2.1283,0.0,19.1214,0.0,0.0,38.1292,2.283,0.0
MLT_C27,0.005,0.0153,0.0068,0.03,0.0065,0.0815,0.0374,0.0008,0.0323,0.0002,0.0051,0.0306,0.0556,0.0284,0.0002,0.095,0.118,1.766,0.5684,0.0038,0.1335,0.4562,0.4802,0.0337,4.0809,0.1553,0.0643,0.0649,0.0472,0.1006,0.0184,0.0899,0.0741,0.2608,2.3718,0.6393,0.0663,0.163,0.0721,0.0085,0.0059,0.0252,0.0369,0.2705,0.0,4.4149,0.0,0.0036,7.8859,0.2148,0.0
MLT_C28,0.0008,0.0251,0.0373,0.1633,0.0237,0.0111,0.0284,0.0016,0.0695,0.0001,0.0086,0.0013,0.0198,0.0066,0.0001,0.0486,0.0201,0.0195,1.2647,0.0013,0.4942,0.867,0.105,0.1065,3.0179,0.081,0.0251,0.2707,0.0431,0.0505,0.0471,0.0028,0.0183,0.0222,0.039,0.0444,0.0092,0.0434,0.1848,0.0051,0.001,0.0134,0.0061,0.0582,0.0,1.3445,0.0,0.0,22.3797,0.3364,0.0
MLT_C29,0.0049,0.0011,0.0,0.0001,0.0002,0.0083,0.0003,0.0,0.0013,0.0,0.0001,0.0002,0.0001,0.0006,0.0,0.0002,0.0005,0.0001,0.0001,0.0052,0.0013,0.0187,0.0193,0.0005,0.0888,0.1726,0.1876,0.0458,0.0451,0.0226,0.1076,0.0025,0.0014,0.0009,0.0002,0.1275,0.0007,0.0143,0.0128,0.0001,0.0082,0.0424,0.0017,0.0038,0.0,2.9202,0.0,0.0,1.5798,0.0638,0.0
MLT_C30,0.0017,3.5609,0.0469,0.014,0.0003,0.0335,0.0093,0.0002,0.0155,0.0,0.0018,0.0176,0.0226,0.0179,0.0,0.0104,0.0019,0.0023,0.0276,0.0,21.1672,7.3781,0.002,0.0312,0.0614,0.1104,0.0715,0.0466,11.4765,4.9228,0.0224,3.2991,0.0087,0.0265,0.0527,0.5452,0.009,0.0486,0.8776,0.4962,0.0357,0.0551,0.9048,0.011,0.0,14.1467,0.0,4.9891,89.4646,3.1256,0.0
MLT_C31T33,1.5923,1.6167,0.2472,0.5441,0.1297,1.9251,1.6148,0.0853,0.7771,0.0057,0.0702,1.8434,0.7778,0.6617,0.0001,1.3227,1.6356,0.0966,0.5253,0.0386,2.0882,13.4005,2.23,1.9424,9.0093,5.4006,4.5458,4.1062,17.4638,4.9423,4.1369,3.8392,0.3869,1.3823,5.5401,7.6912,2.9318,3.9032,3.7869,8.1859,1.8184,23.1691,21.8473,0.9012,0.0,65.1762,0.0008,2.1814,43.0609,0.5846,0.0
MLT_D,1.1969,0.1729,0.0137,0.1348,0.1207,11.8062,18.0688,0.0551,2.5293,0.0009,1.2127,4.1479,4.0275,1.5528,0.0017,1.8279,28.457,0.0937,1.0029,0.0444,0.3992,7.0829,350.3156,20.9952,7.5108,11.1754,1.5384,0.7069,0.9992,5.8441,3.9008,28.9169,2.41,6.1345,48.6369,30.1666,3.4017,9.0024,1.3461,15.3028,8.6189,20.7062,8.9314,1.6509,0.0,102.3579,0.0,0.0,0.0,0.0,0.0
MLT_E,0.8923,0.242,0.0401,0.1785,0.0511,3.5725,0.6728,0.0134,0.9226,0.0013,0.1619,0.7372,0.6292,1.7889,0.0045,0.564,0.0371,0.0256,0.1691,0.0092,1.9032,1.3905,0.6544,48.4897,4.1192,2.738,0.6685,0.5876,1.0969,1.2322,1.6384,6.9396,0.4787,2.0343,4.6621,10.5032,1.1115,3.7041,15.0296,26.8088,1.3448,7.6633,1.6276,1.0246,0.0,69.7587,0.0,15.7167,1.8062,0.0,0.0
MLT_F,4.3821,0.7638,0.2356,1.0073,0.1807,6.8216,6.1056,0.0189,1.5851,0.008,0.4393,3.0499,0.721,9.6848,0.0017,3.4436,17.2341,0.2144,0.5888,0.0412,5.223,14.402,7.7384,12.3128,367.7351,23.5448,17.8413,1.2995,9.5998,50.1188,1.7748,40.1887,1.5712,1.9568,6.4009,53.587,69.1511,14.7565,10.3222,15.5464,17.6843,8.4652,17.1521,6.3903,0.0,20.5739,0.0006,27.0406,994.6469,1.0196,0.0
MLT_G,10.8967,17.8161,0.397,1.1955,0.3499,118.7261,37.9697,0.4055,22.4395,0.1361,2.5515,35.5123,14.63,16.1138,0.02,15.1405,56.5787,2.1012,5.3826,0.526,14.1652,30.0081,59.6158,7.8634,129.0542,25.162,14.8938,7.3414,17.5514,11.0022,10.4578,129.4344,6.2285,8.3103,20.0594,52.6512,9.7495,18.8107,9.7547,8.2416,4.258,30.4526,19.9486,12.5569,0.0,580.5346,0.2843,7.1034,139.2102,18.1851,0.0
MLT_H49,1.1731,2.1107,0.0407,0.1812,0.1252,13.1866,2.8146,0.0498,2.9005,0.0159,0.3665,3.6546,1.9037,4.3518,0.0085,2.2526,8.0881,0.2426,0.8899,0.0607,2.078,4.7312,8.2573,1.3863,21.6067,10.2769,37.2425,1.2093,4.0447,2.486,4.1332,11.8159,1.0832,0.8254,2.4467,11.1983,1.1343,2.3537,0.92,0.9627,0.434,2.3506,1.4653,1.3274,0.0,78.154,0.0421,3.2232,10.5779,-14.7298,0.0
MLT_H50,0.2341,4.4669,0.1849,0.0386,0.0237,4.3882,1.9611,0.0126,2.6114,0.0028,0.1115,3.0948,0.4331,0.782,0.0007,1.0852,3.6094,1.3017,0.3315,0.0485,0.5952,3.7242,2.1781,0.153,4.1156,22.5044,0.719,1.7609,3.0037,2.1719,0.2146,2.039,0.2428,1.0022,1.0467,6.0437,0.1817,1.5022,5.0021,0.5624,0.2472,0.6848,1.1603,0.3111,0.0,45.3313,0.0014,0.2455,4.4631,10.1542,0.0
MLT_H51,0.5047,1.165,0.0279,0.0981,0.036,5.2643,1.6335,0.0235,1.4912,0.007,0.1617,1.7557,0.8036,1.7194,0.0028,1.1055,3.5421,0.2674,0.4116,0.0307,0.8157,2.681,3.3949,0.4898,8.8945,5.4021,1.3767,2.9592,9.2465,3.1066,5.7885,6.2904,0.7054,0.8118,4.207,10.5803,0.7024,4.5679,3.5454,1.8629,0.5729,1.8959,6.5778,0.6292,0.0,29.298,0.0033,0.6799,6.6585,12.6144,0.0
MLT_H52,0.3691,2.0189,0.0844,0.414,0.0707,5.7601,3.8854,0.0158,5.8493,0.0078,0.2339,3.5656,0.5956,1.1072,0.0031,1.9454,1.9375,2.1806,0.3545,0.0299,0.6733,9.8314,3.4402,0.2798,7.7729,78.296,15.7964,59.5205,66.5981,59.7155,0.7615,4.559,0.2502,1.3553,1.3568,4.7846,1.8971,3.3707,19.808,4.4969,0.2762,0.7297,3.5619,0.4739,0.0,18.6889,0.0016,0.1505,8.048,2.1329,0.0
MLT_H53,0.0758,0.031,0.0076,0.0276,0.0179,0.5159,0.127,0.0022,0.2683,0.0,0.0332,0.0856,0.1034,0.1072,0.0002,0.2033,0.0631,0.0365,0.1061,0.0191,0.0981,0.4169,2.6076,0.2606,1.0195,3.9083,0.8207,0.5208,2.5764,0.9082,67.4813,2.8377,0.6901,6.5599,8.864,132.1311,0.1811,4.9632,2.3673,6.0305,0.5231,2.7473,1.6144,0.2833,0.0,36.7264,0.0,0.0,0.0,0.1001,0.0
MLT_I,0.0546,0.0893,0.0039,0.0091,0.0184,0.6198,0.1014,0.0018,0.1742,0.0003,0.088,0.0356,0.1068,0.0294,0.0002,0.2383,0.1289,0.0328,0.2461,0.0119,0.0407,0.6286,0.9499,0.0857,1.4883,3.3454,0.3152,0.2092,8.7116,3.2528,1.593,5.9016,0.6293,0.4724,4.0204,36.614,0.2857,9.5272,10.795,2.7109,0.7773,6.1718,6.6202,0.0613,0.0,527.2512,0.0,0.1277,0.0119,0.0,0.0
MLT_J58T60,0.0122,0.0479,0.0033,0.0008,0.0036,0.4246,0.0126,0.0009,1.1187,0.0,0.0081,0.1698,0.0095,0.0132,0.0,0.0467,0.0362,0.0158,0.0037,0.0026,0.0641,0.4469,1.1535,0.0778,0.5395,2.9834,0.2828,0.2022,0.5642,0.2196,1.6715,0.5916,9.8895,13.592,17.9342,30.3187,0.4822,13.1418,0.4143,3.2909,1.5823,1.0011,25.5434,0.0686,0.0,30.2294,0.2404,0.0135,9.8678,0.0816,0.0
MLT_J61,0.4079,0.2672,0.0277,0.0693,0.0307,1.629,0.4215,0.0056,0.7781,0.0007,0.0682,0.935,0.3169,0.2347,0.0007,0.5821,0.2624,0.0786,0.2271,0.02,0.4175,0.6854,2.5978,0.4236,3.826,12.7033,1.4948,1.6442,6.1584,2.4232,12.0715,3.9542,1.2372,92.7094,71.3867,163.2091,4.9034,15.6744,5.2873,7.493,3.2991,5.9377,48.8678,0.6466,0.0,175.9392,0.0004,0.0344,2.4204,0.2807,0.0
MLT_J62_63,0.0143,0.0157,0.0,0.0007,0.0041,0.0558,0.0108,0.0004,0.119,0.0,0.0103,0.0169,0.0508,0.0384,0.0,0.0115,0.0103,0.0021,0.0073,0.0,0.0314,0.1057,0.0941,0.0159,0.1589,0.2443,1.8302,0.1715,1.5254,0.1507,0.0932,0.324,0.1319,3.7123,46.3923,14.9139,0.0276,6.3951,0.4941,1.9345,0.2381,2.0614,693.3752,0.0768,0.0,1.1724,0.0,0.0505,104.5723,0.7139,0.0
MLT_K,0.151,0.2024,0.0047,0.017,0.0134,0.9382,0.2671,0.0049,0.3511,0.0008,0.0402,0.4225,0.1506,0.3139,0.0002,0.3505,0.4343,0.077,0.1101,0.0084,0.2496,0.5839,0.5175,0.1144,2.2952,3.8828,0.797,1.0741,2.6655,1.3702,0.4826,2.8674,0.3579,1.7743,3.7496,863.693,6.9822,10.7751,1.4089,0.5578,0.3094,1.251,20.9846,0.2837,0.0,38.0606,0.0003,0.1762,6.4417,8.9804,0.0
MLT_L,0.1826,0.1785,0.0098,0.0346,0.0228,1.0294,0.138,0.0086,1.5145,0.0019,0.133,0.7951,0.5268,0.3214,0.0022,1.0726,0.237,0.1498,0.2073,0.0322,0.5862,2.5309,1.2023,0.1234,4.7618,39.1092,2.9315,3.6447,2.2407,4.6169,5.2598,26.7181,1.1767,5.3065,10.0243,42.122,26.4229,15.7689,6.6475,6.9735,1.4303,2.291,32.5599,0.7031,0.0,642.4368,0.0,0.0,87.2119,0.0065,0.0
MLT_M,3.0176,0.3547,1.8745,5.7001,0.4398,2.9049,0.8801,0.0273,2.6778,0.0036,0.5269,4.4719,1.8506,1.5429,0.0013,1.2267,1.4459,0.3641,0.3568,0.0281,0.9589,13.0539,7.7638,1.7167,44.9881,17.9349,2.3769,9.8748,23.6302,16.6242,1.9278,16.7868,5.1487,19.7812,86.4786,254.2547,17.4468,142.7106,9.0974,29.4551,7.1322,5.332,312.0187,1.9087,0.0,45.7381,0.2628,7.5222,65.369,2.8787,0.0
MLT_N,0.3804,2.3037,0.1469,0.2561,0.1907,1.7266,7.5587,0.027,0.959,0.0013,0.1609,2.8013,0.3608,0.3466,0.001,0.8211,0.9255,0.1474,0.1223,0.0066,0.2616,5.2319,6.5883,1.5868,9.2074,23.4877,11.6658,12.1911,134.1196,8.1092,3.1975,29.4673,4.488,3.6584,29.9645,255.1612,4.6671,44.1582,164.7528,25.6889,7.291,22.2907,137.877,3.9005,0.0,88.9513,0.3406,20.0596,11.0404,2.3265,0.0
MLT_O,0.6385,1.451,0.0094,0.0495,0.0328,2.5411,0.934,0.0081,0.969,0.0008,0.5091,0.5832,0.102,0.193,0.0017,1.8474,1.0534,0.3262,0.0565,0.0177,0.4606,5.1087,2.5029,0.6795,13.8596,27.2118,6.3019,6.3704,16.3925,8.8048,1.2592,18.9749,3.7265,2.1133,1.3552,32.4414,18.4861,42.8865,10.8864,30.3852,7.9249,8.7526,19.9765,2.4389,0.0,56.608,0.0232,943.801,41.6292,0.172,0.0
MLT_P,0.1167,0.3822,0.0004,0.0026,0.0122,0.3405,1.0117,0.0251,0.7717,0.0001,0.0277,0.5031,0.0964,0.2236,0.0088,0.1836,0.2964,0.397,0.03,0.0013,0.2699,0.532,3.4912,0.0571,0.8648,0.9938,0.4706,0.8272,0.4144,1.189,0.5173,0.837,0.678,0.6668,8.6419,23.4333,0.3344,5.9426,3.5155,6.2931,2.8464,3.2604,8.4004,1.4407,0.0,221.5806,105.9424,425.6874,30.336,-0.0233,0.0
MLT_Q,0.7111,0.007,0.0008,0.0117,0.0049,0.2924,0.1673,0.0026,0.0939,0.0,0.0092,0.0299,0.0983,0.069,0.0005,0.0958,0.0597,0.0213,0.0351,0.0068,0.1515,0.0757,1.1386,0.1172,0.7857,1.0544,0.253,0.0005,0.2902,1.2413,0.1121,0.94,0.0472,0.0299,1.009,4.06,0.0957,11.6202,0.7259,0.7343,1.2458,178.0315,4.7194,0.056,0.0,265.5309,31.4674,858.8741,0.2352,0.0025,0.0
MLT_R,0.0457,1.4377,0.1522,0.0466,0.066,0.6268,0.0461,0.0197,0.5639,0.0002,0.0707,0.1352,0.1487,0.0394,0.0006,0.3041,0.0205,0.0529,0.0242,0.0014,0.0415,1.4604,4.1998,0.4996,3.2171,7.7696,5.5287,7.1433,56.0395,2.1489,0.6235,7.1184,3.6308,2.7209,23.0535,21.2114,0.9141,13.1997,23.2387,2.9401,2.1954,7.0568,1955.0895,0.2294,0.0,236.272,8.7128,53.7393,15.329,8.1182,0.0
MLT_S,0.0522,0.0348,0.0144,0.0286,0.0153,0.6287,0.2439,0.006,0.3001,0.0001,0.0348,0.0657,0.0442,0.151,0.0,0.0957,0.015,0.0109,0.0476,0.0143,0.2221,0.3471,0.738,0.0273,1.1967,1.2489,0.5413,0.8319,6.383,0.7996,1.7146,8.666,1.2702,0.9937,1.2825,20.7329,0.1061,2.1553,1.0969,1.972,1.0848,2.008,1.0959,2.1828,0.0,112.5689,37.6413,0.0002,1.4012,0.0023,0.0
MLT_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3811,0.0,0.0,0.0,0.0,0.0
