V1,PRT_A01_02,PRT_A03,PRT_B05_06,PRT_B07_08,PRT_B09,PRT_C10T12,PRT_C13T15,PRT_C16,PRT_C17_18,PRT_C19,PRT_C20,PRT_C21,PRT_C22,PRT_C23,PRT_C24,PRT_C25,PRT_C26,PRT_C27,PRT_C28,PRT_C29,PRT_C30,PRT_C31T33,PRT_D,PRT_E,PRT_F,PRT_G,PRT_H49,PRT_H50,PRT_H51,PRT_H52,PRT_H53,PRT_I,PRT_J58T60,PRT_J61,PRT_J62_63,PRT_K,PRT_L,PRT_M,PRT_N,PRT_O,PRT_P,PRT_Q,PRT_R,PRT_S,PRT_T,PRT_HFCE,PRT_NPISH,PRT_GGFC,PRT_GFCF,PRT_INVNT,PRT_DPABR
PRT_C20,103.2111,0.79,0,11.4802,0.918,79.1971,131.2877,39.0788,90.2149,103.3442,598.778,61.0102,380.6777,73.3429,10.2157,56.8636,8.6758,53.3144,17.1307,195.819,9.1016,41.6838,5.9116,32.1509,85.5844,95.6176,9.6713,0.4297,1.3034,2.1285,0.2176,39.7269,8.3071,2.1387,11.7939,1.9948,16.0841,22.8474,19.5947,9.0562,13.2669,217.4824,8.6339,57.3441,0.0,499.0998,14.2189,4.252,45.6358,17.8255,0.0
PRT_C21,4.4672,0.1823,0,0.2939,0.0227,12.7379,4.3283,1.1814,2.2882,2.3929,4.0,33.3616,2.1804,1.3575,0.6829,2.474,0.9711,1.0667,0.9124,2.6982,0.2715,1.774,2.4646,0.7396,5.9548,28.9128,2.4871,0.5696,2.7957,1.6354,0.1905,6.7635,1.4579,1.7346,3.6371,1.6809,1.5545,10.4271,6.0657,2.8675,0.977,296.0438,1.465,1.4497,0.0,262.0663,6.3281,216.9098,93.5575,4.3516,0.0
PRT_C22,24.6398,0.2728,0,1.1327,0.1153,214.0685,74.2498,18.0109,17.2396,1.3536,30.9834,9.853,248.2095,41.6489,4.7427,67.2471,42.312,50.2131,40.0415,128.541,14.5333,129.0776,2.2184,5.7277,278.4214,278.936,20.1168,0.1629,0.6414,2.2566,0.1039,26.3913,9.7016,1.1752,10.2274,0.837,10.1482,58.4785,72.3299,5.2538,1.6205,20.4008,3.671,6.0096,0.0,159.5478,1.4501,1.5862,54.3435,14.9481,0.0
PRT_C23,58.2216,0.1931,0,6.0104,0.5535,225.9343,8.1452,11.5892,10.175,2.1003,50.417,10.9336,10.8871,407.1072,21.7799,97.5917,5.3612,23.4815,12.4728,81.2003,1.4983,34.6452,15.0582,12.5769,1526.8872,94.7545,12.2077,0.3871,1.6392,6.8941,0.1856,67.6228,2.1492,1.853,3.1222,1.9296,42.5436,19.232,10.2045,20.3995,2.792,9.6327,3.4212,2.5656,0.0,250.4187,3.0442,3.5643,66.9286,19.7982,0.0
PRT_C24,3.3637,0.0199,0,1.1253,0.1316,0.9508,3.4645,2.7699,4.2335,0.2391,3.396,3.0108,11.8178,37.1462,512.1382,466.0072,21.7825,127.0304,218.8955,256.298,19.1896,48.2776,1.4383,54.3052,266.8262,15.149,1.0102,0.0,0.0,3.3117,0.0,1.6106,0.4209,0.0,0.0212,0.0,0.5277,3.8573,0.6333,2.0848,0.3009,0.0406,0.412,0.9171,0.0,1.9332,0.0,0.0,0.0,9.6466,0.0
PRT_C25,58.5619,10.7951,0,16.9731,2.0322,222.0549,61.9598,40.5716,28.7182,7.3343,28.9269,10.7813,59.0019,45.5574,10.6263,1292.6472,32.9311,83.2591,145.5693,229.8884,55.6835,178.3851,20.194,20.6937,843.2964,276.0925,54.6652,23.3148,17.8159,14.7217,2.0559,60.3621,12.6157,17.3554,24.2293,6.5134,11.6174,91.0707,57.3556,19.3135,13.7609,47.3882,26.3468,15.0457,0.0,263.3706,2.2423,4.3601,466.1241,25.1194,0.0
PRT_C26,1.6256,0.5523,0,0.5314,0.0474,6.9399,2.2579,1.4778,2.9908,0.8822,2.2928,0.5121,1.7431,1.9965,0.5719,6.7523,170.4698,13.8674,2.9437,114.783,0.9386,18.6288,5.7918,1.862,25.3366,63.1751,5.7517,1.3577,3.6904,2.1341,0.4067,5.1961,3.551,55.4852,20.3747,4.1395,1.8618,8.89,12.5198,1.8895,1.4071,10.6642,3.2517,2.5026,0.0,252.885,1.9096,5.3016,348.1192,5.5242,0.0
PRT_C27,1.3002,0.3357,0,0.5501,0.0511,5.1217,1.78,1.0135,1.474,0.5468,1.6093,0.6895,4.8503,3.2807,5.7997,18.0457,92.1581,105.1718,19.2033,130.3577,2.3869,29.0157,20.8771,5.9201,132.2266,47.5457,7.5326,0.7686,1.3284,0.8008,2.642,16.6278,3.5283,21.6703,10.1344,11.9945,3.7175,10.3804,13.3467,2.0832,0.7975,2.8534,2.5129,0.6848,0.0,305.1381,2.3738,2.2963,230.0891,5.837,0.0
PRT_C28,4.4851,1.208,0,2.636,0.2366,17.2486,5.1789,2.7205,7.0173,1.4076,3.3997,2.1363,6.4597,14.6557,1.7159,37.5578,10.5763,24.5066,103.6214,82.6892,3.984,25.585,4.853,6.4969,85.4655,33.4872,8.8241,2.04,3.5854,1.5754,0.3733,11.5485,1.1648,3.7829,3.8313,1.2688,9.8143,9.446,6.9649,5.5431,1.7046,10.2415,2.0626,1.5611,0.0,30.7479,1.6842,2.2447,816.8128,6.5211,0.0
PRT_C29,1.9885,0.1587,0,4.4123,0.3989,5.8665,1.8081,0.7677,1.3973,0.4272,1.6877,0.7785,7.1109,2.195,2.4406,10.5392,38.9181,16.0232,6.1855,1437.293,1.4207,9.4488,4.8452,4.0209,30.8954,179.402,7.3265,0.8191,1.6892,2.5582,0.5264,5.1429,1.99,13.6141,7.366,4.159,3.564,15.4095,11.6409,6.5633,1.6339,9.5715,2.9394,1.8024,0.0,1615.1953,2.9458,3.7104,842.6348,18.9918,0.0
PRT_C30,0.0187,0.1168,0,0.0164,0.0,0.0,0.0832,0.0,0.0,0.0,0.0337,0.0,0.0176,0.0,0.0043,2.1719,0.0904,0.0,0.0389,1.0727,74.6086,52.5677,0.0,0.0122,0.2749,14.279,0.1377,0.0567,45.9824,0.0027,0.0,0.0028,0.1225,0.0,0.0,0.0,0.0108,0.0428,0.0509,0.133,0.3144,0.0854,0.0905,1.3669,0.0,133.5097,0.0,0.0,131.7852,0.2935,0.0
PRT_C31T33,25.096,15.2276,0,12.6058,1.1274,201.2964,70.0845,47.0721,37.644,11.3016,23.5849,10.5556,30.506,37.4071,28.2063,36.9031,15.2108,18.5992,11.6955,46.3855,4.1533,185.2067,31.2112,32.3873,88.3666,100.24,109.4477,33.7376,51.1052,17.6086,6.1313,81.6712,13.7424,58.2573,41.4381,13.2458,38.0746,79.3567,70.9193,21.2158,31.1001,168.9324,38.7869,21.3061,0.0,1262.2632,1.7656,42.7872,713.7797,3.1077,0.0
PRT_D,136.7109,13.5079,0,45.8369,1.7346,426.8176,210.7592,102.1063,209.2345,121.4561,199.919,16.1638,135.8791,211.5458,152.6827,129.057,30.1941,35.4534,28.2803,93.8866,8.0828,83.5621,8280.7923,142.9249,110.5187,723.6245,112.5626,9.8668,6.205,85.1104,5.0114,577.8673,22.3667,78.1225,23.247,55.3424,88.4646,90.6327,60.9784,328.408,125.9464,305.5802,99.4877,124.6453,0.0,3148.2769,0.653,5.9349,162.5867,0.5323,0.0
PRT_E,14.3234,0.9683,0,1.1445,0.0797,50.1726,7.6551,13.3611,85.6194,12.2653,21.8027,2.9046,17.1158,79.3859,858.2559,25.1038,1.9201,2.6321,43.4082,4.6287,1.3727,8.3886,58.093,1440.1917,27.6288,94.8768,19.3875,0.6069,2.054,15.4863,0.4711,164.037,3.3906,3.117,4.5612,9.6919,16.8356,21.9107,13.2013,321.9323,40.6379,113.8669,54.092,26.7185,0.0,1123.9657,0.6941,76.4426,40.5695,0.6501,0.0
PRT_F,130.272,11.361,0,19.2388,1.9786,118.5035,27.3534,26.4862,26.362,16.7394,30.9135,5.571,13.1381,48.392,11.4161,26.8034,8.0059,11.4458,8.813,39.3691,3.5774,27.3442,75.9727,77.6387,5575.6792,376.7921,165.9394,54.7143,94.8463,212.8185,9.6763,97.8248,11.468,62.4689,43.6992,88.3924,533.0724,84.9146,87.5923,532.9678,109.3232,129.3219,53.1146,41.1132,0.0,196.8214,1.2441,132.0885,15720.9843,8.8883,0.0
PRT_G,720.2799,49.2064,0,62.6523,5.056,2412.7682,1100.8574,212.9106,407.2132,378.4496,469.0228,117.2526,301.3986,259.8492,135.8942,353.7386,137.2583,145.5467,123.4108,589.186,39.3558,312.2136,486.7894,140.4703,729.0469,2825.4306,881.398,45.0029,400.4833,214.8551,17.4041,1242.5554,126.2771,219.1569,192.2651,299.948,121.9736,611.1066,451.8705,249.7206,112.8716,933.1903,183.8446,166.8088,0.0,13410.7472,14.1866,565.9199,1395.3526,129.3256,0.0
PRT_H49,199.6558,4.1751,0,42.9988,2.3673,438.292,96.163,64.5765,87.1416,82.8239,115.2418,13.3954,77.6451,131.7121,43.3392,110.9226,21.8719,22.9598,25.0946,121.9668,10.6459,59.8458,96.8356,17.4712,68.1003,1021.3111,1369.8019,1.3811,15.9747,64.1825,14.3778,39.7183,16.4355,11.0131,24.1797,28.832,6.4007,115.057,75.0791,49.7231,26.419,39.6727,20.4101,34.9966,0.0,1617.3631,0.353,471.8683,31.4806,32.151,0.0
PRT_H50,1.2601,0.0597,0,0.559,0.0452,7.5742,2.8719,1.8668,2.8836,55.5003,3.2104,0.4298,1.7506,2.301,1.1096,1.4762,0.8005,1.1515,0.8758,3.9212,0.3928,1.4558,2.2876,0.5225,2.9477,6.1839,0.9746,9.3679,0.6541,1.0623,0.4428,1.9046,0.4057,0.5936,0.6512,0.6109,0.4953,3.0065,3.1718,2.4127,0.5125,2.1146,0.5342,0.4509,0.0,81.8048,0.0259,22.3091,4.1535,29.1037,0.0
PRT_H51,9.6723,2.0247,0,2.2712,0.1711,37.3075,13.4522,6.6271,8.7502,27.3693,9.2078,1.5581,7.5747,7.5029,4.3318,7.9182,3.5139,3.8959,3.1727,15.5668,1.2317,17.554,15.0971,3.6858,13.0841,12.6443,14.0592,3.9958,7.6227,4.1376,0.6783,14.2369,1.4208,7.1077,5.8388,1.8914,2.7234,8.0439,7.553,1.4811,2.1926,13.2392,2.5179,1.6399,0.0,2.9967,0.6271,2.276,63.2942,157.906,0.0
PRT_H52,16.8602,8.0114,0,4.3042,0.2766,100.16,85.4366,26.372,19.6757,14.4953,41.9828,10.2563,51.8078,26.8985,20.593,41.3206,33.8037,39.7168,14.6356,23.1665,6.5513,31.8521,28.539,13.8477,40.4325,618.1324,124.178,124.5121,1048.6232,1977.1722,4.736,26.2251,5.6026,7.7992,14.3518,28.7178,10.6589,35.2801,35.9208,140.6349,6.4105,14.9786,12.6432,9.3859,0.0,714.9075,1.0347,1263.0963,102.0015,10.8561,0.0
PRT_H53,11.6271,0.8972,0,0.7809,0.0776,9.7488,5.558,2.0124,3.192,1.0867,2.9913,1.254,2.068,3.6375,0.8611,5.6619,1.4583,1.7026,1.9788,2.5774,0.4403,5.5134,5.5906,7.0319,10.8548,78.361,8.7782,0.3965,3.2806,4.8043,246.5304,16.6767,12.1137,8.2351,17.6338,46.6023,8.81,55.5933,39.9827,68.0895,18.3648,23.9816,17.3237,47.8284,0.0,94.1366,0.1053,4.8274,3.9917,1.3283,0.0
PRT_I,11.4465,0.6223,0,1.8804,0.4096,40.7613,17.7557,8.9071,9.0835,5.2769,12.5956,8.6293,8.0705,11.897,3.8947,15.6024,11.006,6.3391,5.0687,11.9522,1.8081,22.4004,5.7958,20.2804,37.7649,105.3605,27.3022,5.2167,83.2192,15.52,6.3085,362.4462,28.2403,4.6087,50.8084,123.4337,10.6296,111.6722,56.1838,157.941,87.1744,253.5853,42.4361,36.4977,0.0,11909.776,1.0055,8.5506,0.0,0.0024,0.0
PRT_J58T60,3.345,0.2334,0,0.5279,0.0507,10.8314,6.2372,1.3602,4.5931,1.2878,2.7601,1.6807,2.3246,2.9409,0.7391,1.9031,1.112,1.0909,1.3095,3.2283,0.2381,3.2233,2.1942,1.3951,7.5305,32.3476,4.2278,0.5335,7.946,4.0055,6.7004,18.7809,343.397,107.1127,7.8088,6.9001,2.8164,566.9969,19.6428,9.3751,19.9645,11.1545,11.285,6.6629,0.0,386.0419,5.1223,164.1046,411.1882,1.3544,0.0
PRT_J61,40.681,2.1636,0,5.2751,0.6777,47.2177,23.8323,8.8558,13.1273,5.0174,11.0271,4.6811,8.4471,13.863,4.3716,25.5034,6.5073,6.4743,6.9347,16.0855,1.746,28.6488,15.1224,32.1664,53.5149,336.1805,37.5774,2.6842,15.3084,27.9433,4.7792,104.662,30.327,745.6146,69.3863,150.7776,24.2771,259.4953,108.6256,190.1893,53.3786,172.7236,39.6697,64.862,0.0,2484.2812,3.4694,3.9775,102.1794,1.5462,0.0
PRT_J62_63,14.2907,0.6172,0,3.1092,0.3218,55.9742,18.9066,7.4687,26.7885,13.9611,19.8622,14.2674,16.4097,15.264,3.7593,18.9227,7.6574,10.248,6.5577,30.0689,2.6358,26.3928,32.4482,18.6342,39.1649,235.9765,30.037,5.823,21.6058,42.6644,3.936,78.5068,50.3035,101.7405,836.2842,296.7206,26.5338,268.5712,86.8625,52.3495,45.5228,146.2991,42.6805,26.4548,0.0,42.0278,3.8762,4.185,2078.4366,4.3299,0.0
PRT_K,142.638,12.8453,0,18.812,1.603,261.5579,135.8599,52.7772,77.0211,36.6781,74.7976,27.5878,47.1713,76.7799,26.5467,91.1528,18.8456,36.027,31.4999,55.746,9.5283,82.8325,151.141,99.0638,385.323,1017.2328,145.1158,19.6291,68.8249,335.4088,13.0767,278.0262,50.7221,74.1312,94.7267,3215.6824,1224.0804,959.063,208.1114,240.5015,48.413,219.3021,94.2909,52.8716,0.0,4988.9818,11.1524,278.0289,345.2738,3.0595,0.0
PRT_L,9.6686,0.3997,0,3.4262,0.3372,137.824,58.0405,22.9103,42.9224,8.9496,25.9976,15.067,21.594,36.6697,14.5604,16.8019,21.4907,12.9747,9.5026,23.2428,5.2599,67.7481,12.8331,26.8787,117.0141,1084.3701,19.2344,5.3133,10.6977,94.4249,19.73,207.8348,73.9968,65.2938,103.888,250.3861,275.5374,165.1123,154.1989,156.7411,71.2085,130.5372,67.8466,55.3386,0.0,22202.042,23.0337,51.1104,3174.311,0.1903,0.0
PRT_M,182.5869,7.669,0,16.4061,1.9007,450.9423,103.6091,42.4614,82.8281,32.6785,81.8157,40.7931,58.4795,72.471,22.7959,80.1848,32.6797,51.4083,29.044,94.0728,17.5245,143.588,156.7262,72.5344,340.3574,1872.8715,158.3176,33.2328,87.4068,248.8262,19.8493,285.8761,173.1067,539.8581,531.5478,551.6369,325.6972,2518.8811,552.8185,203.3355,154.1255,813.5553,235.6044,225.3714,0.0,771.9956,135.2483,197.7959,2234.8048,6.5548,0.0
PRT_N,60.0887,6.995,0,36.4413,2.3174,255.8719,76.7488,33.3383,60.0323,21.8974,63.3692,32.5482,75.2812,106.3565,22.4643,72.4395,408.7365,63.3904,28.9189,287.1118,8.9854,71.6007,91.3705,117.4823,265.0371,1397.6652,229.7943,35.118,341.8899,225.7907,30.3952,375.617,107.6875,395.2865,211.9484,247.6539,238.6511,697.0374,1519.7306,404.4454,169.114,464.428,244.8544,126.7386,0.0,1236.8924,0.8927,16.0562,298.3258,5.8034,0.0
PRT_O,29.455,1.1552,0,3.8079,0.3073,42.3362,10.745,7.9639,13.4384,13.2702,8.6724,3.471,6.3344,12.4508,13.2913,8.4292,3.6069,5.8342,3.5052,9.9928,1.6839,13.6522,19.9643,38.9182,113.3776,166.7637,33.754,30.2396,23.3289,48.4428,3.3856,33.4806,15.0565,171.5815,55.0105,71.7722,44.8321,232.5584,93.6714,69.2197,24.7332,98.0703,32.3572,22.5823,0.0,641.9815,217.0081,15591.4734,393.0707,0.9052,0.0
PRT_P,1.9854,0.3305,0,0.2979,0.0223,6.7295,3.2084,0.8545,2.4477,2.1201,3.7818,1.3947,1.9423,1.8157,0.5756,3.0694,1.0274,2.0394,1.3528,3.8922,0.418,3.1109,2.4658,1.4442,7.3508,22.9711,2.9058,0.5841,2.7372,7.775,0.2367,4.8811,3.0275,5.7063,16.6698,23.3549,2.892,34.916,9.8334,66.0345,108.2556,13.6376,2.6337,2.0085,0.0,2463.0121,372.6982,9023.9372,797.5487,0.0922,0.0
PRT_Q,5.8577,0.6589,0,1.0155,0.151,14.9953,6.6554,2.0064,4.4445,1.288,4.0285,1.7298,3.1345,4.0078,1.1628,8.4675,1.7931,2.4105,2.0497,5.2693,0.7248,5.9179,3.1501,2.9348,26.4462,80.8266,8.6822,1.8967,5.4412,6.4828,1.2138,31.9772,21.3094,8.7789,30.7928,33.7113,13.014,113.6397,39.8743,35.5378,43.1108,1121.2802,30.4291,18.552,0.0,7517.6968,2492.3281,10723.4316,109.8624,0.3111,0.0
PRT_R,1.611,0.1099,0,0.2138,0.011,14.7357,3.3191,0.7128,1.4025,0.6413,1.68,0.7449,0.8084,1.3362,0.3918,1.323,1.4669,0.7466,0.5868,1.3849,0.134,1.7612,1.171,0.6321,5.9569,46.7013,2.8531,0.6464,1.282,2.4567,0.4197,66.1104,118.2834,4.6705,3.3004,10.0577,2.2703,83.5411,38.941,61.5372,18.8898,6.5261,323.7019,135.6437,0.0,2202.973,245.33,181.7141,44.1855,2.0429,0.0
PRT_S,34.3363,0.7855,0,1.573,0.1748,23.0122,7.3298,3.293,6.7325,1.5017,5.7331,4.9553,3.4375,7.0975,1.679,7.4153,1.8462,3.0601,1.9017,3.9999,0.6035,5.0238,5.8064,4.7995,19.8809,71.6675,17.3766,0.9477,7.9287,7.9084,1.3708,25.3541,5.7186,6.84,9.63,22.2234,11.1723,39.2848,19.0632,17.6378,7.8599,26.8654,53.2511,59.6596,0.0,2724.6087,896.977,71.5807,72.4251,0.182,0.0
PRT_T,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.356,0.0,0.0,0.0,0.0,0.0
