V1,ARG_A01_02,ARG_A03,ARG_B05_06,ARG_B07_08,ARG_B09,ARG_C10T12,ARG_C13T15,ARG_C16,ARG_C17_18,ARG_C19,ARG_C20,ARG_C21,ARG_C22,ARG_C23,ARG_C24,ARG_C25,ARG_C26,ARG_C27,ARG_C28,ARG_C29,ARG_C30,ARG_C31T33,ARG_D,ARG_E,ARG_F,ARG_G,ARG_H49,ARG_H50,ARG_H51,ARG_H52,ARG_H53,ARG_I,ARG_J58T60,ARG_J61,ARG_J62_63,ARG_K,ARG_L,ARG_M,ARG_N,ARG_O,ARG_P,ARG_Q,ARG_R,ARG_S,ARG_T,ARG_HFCE,ARG_NPISH,ARG_GGFC,ARG_GFCF,ARG_INVNT,ARG_DPABR
ARG_H52,48.9197,22.031,46.252,25.4547,56.7773,167.4363,11.767,3.9682,10.7203,62.7218,21.682,34.898,15.0205,8.922,21.3798,42.715,5.9016,8.6298,22.4459,38.1804,1.3497,3.6434,22.1897,6.3237,34.1336,393.8537,2726.1771,29.9477,665.492,335.4798,40.465,36.7101,13.1037,27.0342,34.5762,115.2127,32.9201,61.5464,22.2945,16.1572,26.4128,11.8158,4.194,24.1593,0.0,1880.2663,0.0,2.0877,46.2745,32.6485,0.0
ARG_H53,6.594,0.6525,19.5169,1.215,49.2363,19.0692,2.0928,0.5515,4.3225,0.8963,4.044,12.2887,4.9864,1.505,1.3242,3.6196,2.1639,1.482,2.8392,9.1424,0.3983,1.4686,8.6325,6.0997,7.1155,133.6198,46.7603,0.0631,10.2118,58.2284,6.8191,5.6098,18.7643,45.4789,34.63,195.951,9.352,117.5212,40.0633,65.9521,45.4857,16.717,5.1796,86.5683,0.0,67.1349,0.0,0.0,0.0,0.0681,0.0
ARG_I,98.6999,15.001,109.1608,4.5984,185.6406,591.8897,63.768,20.1698,97.1763,30.4076,63.0825,514.8071,80.6031,60.7236,32.0503,76.898,49.857,43.3319,75.0607,126.2194,26.7594,26.8017,8.9448,4.7346,21.0326,224.1672,69.5457,5.427,57.0159,7.0726,3.4637,294.5082,83.706,65.8463,78.5752,128.5211,5.8089,153.3592,74.6385,326.3058,179.0776,306.7515,61.5297,90.3368,0.0,16809.1332,0.0,2.7819,16.0083,9.1704,0.0
ARG_J58T60,18.8458,0.3813,6.809,10.3571,7.6646,245.5194,13.7337,1.6222,28.5047,5.3966,57.6157,176.0128,22.7144,13.7803,8.5997,14.499,30.3992,8.7562,11.0421,29.6424,1.6522,5.2333,25.1781,3.9658,3.2452,475.787,26.2992,0.2058,17.0442,16.6127,3.6695,69.9155,558.3161,215.9989,245.6482,364.2536,19.8815,303.3321,47.0836,68.5044,59.9786,52.7758,121.2262,88.7605,0.0,2347.0183,0.0,80.3389,257.4802,28.8422,0.0
ARG_J61,70.0805,30.2541,54.1556,43.556,33.9403,37.773,43.1941,18.5158,80.8038,27.8452,0.0055,0.0163,68.7257,41.0999,16.5305,66.5288,39.0411,26.651,52.3847,58.5841,3.685,24.3171,132.738,65.0623,87.9457,1839.1467,1132.4926,9.8475,197.2525,80.7058,49.545,285.0869,126.4023,364.84,287.6057,1267.8021,148.1663,472.918,170.362,320.0155,593.4943,525.7994,543.1659,33.9655,0.0,6891.7,0.0,0.0,0.0,2.0935,0.0
ARG_J62_63,0.0,2.313,40.2298,0.0,6.0015,47.4316,4.0149,0.4202,2.9275,40.262,5.3911,16.6735,1.8193,2.0575,2.4879,2.6615,1.2346,0.9488,10.1652,13.7764,2.961,11.8238,108.9729,26.9486,46.2141,416.5071,0.0,0.0,0.0,68.6033,2.4498,37.1933,234.4003,474.4896,242.3663,904.4917,135.6215,415.218,191.6693,273.3713,22.4932,181.038,451.3958,231.2198,0.0,0.0,0.0,0.0,4388.8755,2.0796,0.0
ARG_K,478.3542,50.7873,465.8924,66.3428,58.1986,701.7449,109.8574,38.7326,109.2069,58.6608,83.4948,247.012,119.6053,74.0727,81.4612,121.1665,41.204,45.8934,65.7584,95.3955,13.739,49.0818,203.1969,82.1468,232.0472,1804.3318,828.9864,9.0589,85.8522,260.0295,15.1522,403.4952,98.3332,267.1825,236.0314,1929.2378,234.7904,724.1819,236.2017,1633.4494,174.3312,318.2564,72.0337,167.8364,0.0,9678.9227,0.0,444.0646,14.1224,0.8371,0.0
ARG_L,1.6663,5.1724,75.6897,0.22,0.0,18.7662,17.6015,5.2082,18.5484,27.1264,19.5281,20.4794,19.5409,7.6746,2.8208,16.8793,9.5542,4.1761,12.1564,19.3145,1.3343,6.4048,4.4839,34.7116,0.0,158.0604,215.3251,0.4586,15.6439,12.031,2.4253,515.8475,43.2281,164.6159,0.1709,94.6775,171.9634,243.8492,55.3608,115.277,193.0358,193.6012,0.2172,192.1808,0.0,19707.0903,0.0,0.0,2788.176,0.0239,0.0
ARG_M,190.6569,20.5744,118.9373,33.955,96.862,891.513,65.0996,18.2306,66.7087,43.455,175.8636,545.4156,96.2024,45.4656,45.0965,79.3887,62.155,34.4704,69.4782,98.3855,12.3374,31.8223,457.6233,98.9836,379.7198,2152.1294,279.3978,1.9164,39.0872,119.1165,24.3598,599.7102,409.8849,720.6477,1040.0605,925.0277,341.0104,1045.2162,267.0345,233.0277,249.4916,535.0912,286.863,321.3493,0.0,4132.6613,0.0,127.2408,640.031,7.1165,0.0
ARG_N,11.0306,18.7099,80.0809,84.3374,160.9179,259.1355,54.0963,10.0899,56.3316,60.7752,39.3265,126.5751,36.0132,35.8691,14.7335,43.4018,17.1553,11.5923,31.2444,64.6203,9.1069,19.1119,95.9952,67.496,139.2251,2527.2428,729.4191,8.1739,290.8435,325.1611,40.441,284.2036,182.8366,1238.742,617.786,495.7551,178.926,548.6916,349.7509,275.9906,223.0912,313.5415,115.1662,99.9462,0.0,2746.9383,0.0,0.0,0.0,2.6187,0.0
ARG_O,20.4094,2.107,6.0127,3.4441,2.5424,8.5086,0.9941,0.3813,2.1075,5.9988,1.8907,3.3003,0.8445,1.2026,1.2502,1.4285,0.6527,0.5331,0.627,1.0699,0.1198,0.2681,16.281,1.7961,28.5796,75.0167,29.3511,0.1843,6.3981,10.8039,0.4355,0.398,6.7821,28.1735,10.7816,13.3999,2.6259,4.6271,1.7311,13.2303,3.0505,5.556,0.1168,10.0094,0.0,5822.6365,0.0,35137.5462,0.0,0.0,0.0
ARG_P,2.1889,0.0462,90.5021,0.0946,0.0,26.5831,1.0474,0.0508,3.1838,25.1736,7.3362,17.616,0.1402,5.0879,5.9615,1.8428,0.4652,0.2544,0.1207,1.7811,0.1119,0.0168,27.4818,0.0873,0.0,3.4952,0.1176,0.0523,0.8232,15.9736,0.0145,4.5148,3.4148,0.4402,13.9046,0.2585,0.8009,40.7874,11.8948,15.819,24.4952,6.8514,7.0056,70.7368,0.0,8925.7756,113.7845,17411.0463,0.0,0.0,0.0
ARG_Q,21.0437,0.7008,34.7401,0.1041,0.1187,14.6041,2.0692,0.4436,2.5012,0.4628,2.1114,20.202,2.6169,3.5186,0.6095,5.2771,3.5921,0.999,1.7761,4.1502,0.1232,1.0834,0.4186,2.3331,0.0,174.7896,7.6145,1.3112,27.255,116.3739,0.3761,4.1812,5.9357,20.0039,54.5216,46.1693,113.1021,648.2146,205.6955,55.3652,108.7579,2940.6621,4.2269,891.944,0.0,13960.8637,50.8787,13116.3339,0.0,0.0,0.0
ARG_R,5.8681,0.0002,0.0,0.0009,0.0,62.3322,2.4623,0.1177,7.4078,0.0,16.7871,41.2286,0.3262,11.7297,13.9203,4.3044,1.0914,0.5954,0.2809,4.1301,0.2573,0.039,0.0011,0.0003,0.0,8.2408,18.9197,0.0373,14.6701,16.9718,0.1006,1.6756,16.2868,31.6145,0.0,16.87,0.0,1.1457,4.3343,17.7024,310.5547,20.4071,345.998,419.1715,0.0,4419.0034,0.0,0.9256,268.6353,0.4062,0.0
ARG_S,25.4852,0.0142,0.0491,0.0045,9.9246,5.689,0.9153,0.0153,2.5191,14.1718,1.334,5.2692,0.2626,0.6394,1.194,0.2458,0.4829,0.5238,0.8619,1.5024,0.0072,0.2158,0.3977,0.0017,3.9461,96.7546,44.9171,0.005,48.5981,1.0681,0.0959,51.2606,1.4481,1.1159,63.0128,43.7464,26.117,47.0599,11.2971,0.4347,3.002,121.599,13.9274,30.7331,0.0,10215.152,1271.8807,7.2189,1.1641,0.3288,0.0
ARG_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.4836,0.0,0.0,0.0,0.0,0.0
