V1,CZE_A01_02,CZE_A03,CZE_B05_06,CZE_B07_08,CZE_B09,CZE_C10T12,CZE_C13T15,CZE_C16,CZE_C17_18,CZE_C19,CZE_C20,CZE_C21,CZE_C22,CZE_C23,CZE_C24,CZE_C25,CZE_C26,CZE_C27,CZE_C28,CZE_C29,CZE_C30,CZE_C31T33,CZE_D,CZE_E,CZE_F,CZE_G,CZE_H49,CZE_H50,CZE_H51,CZE_H52,CZE_H53,CZE_I,CZE_J58T60,CZE_J61,CZE_J62_63,CZE_K,CZE_L,CZE_M,CZE_N,CZE_O,CZE_P,CZE_Q,CZE_R,CZE_S,CZE_T,CZE_HFCE,CZE_NPISH,CZE_GGFC,CZE_GFCF,CZE_INVNT,CZE_DPABR
CZE_F,183.9656,1.215,25.8216,6.8081,6.2179,52.3935,10.5187,74.0365,39.1683,17.2261,146.4948,8.1182,28.8395,40.6183,57.0044,55.5724,24.1255,45.4472,112.557,93.666,4.6249,496.7034,297.027,97.034,10441.498,416.1724,121.6459,0.2558,4.0388,480.6382,5.0296,116.3871,13.3305,9.7637,32.0139,99.7476,2399.0914,795.7851,106.1753,861.5085,102.7028,237.9224,97.764,42.3427,0.0,792.606,0.5437,19.0494,22027.6792,6.8678,0.0
CZE_G,931.1804,4.0137,48.8195,32.6068,3.45,1566.956,335.0047,183.192,274.5373,19.7738,665.011,208.3903,783.0825,342.3509,367.2201,822.6164,630.5988,400.429,774.8904,3652.4451,83.752,418.5118,577.1877,272.4508,1145.08,4454.4051,1379.5324,3.2118,99.6453,197.9921,39.6404,418.083,210.0281,82.8014,119.8523,219.8565,620.5587,1088.573,849.4847,212.8948,110.8423,587.7255,177.056,132.326,0.0,7480.1747,6.128,350.4853,1665.3293,175.6184,0.0
CZE_H49,67.0496,0.2511,43.3807,62.1298,1.3762,251.9996,32.2009,80.1635,107.719,5.825,237.2797,10.2616,89.0553,93.9553,91.7769,103.7941,82.0681,86.0159,153.9252,362.8838,9.1663,69.4307,295.2474,19.2949,227.1827,512.3125,667.2919,1.9837,21.0367,1606.8471,31.8051,23.8195,11.9876,4.4772,12.593,21.5703,56.3932,52.6169,113.999,44.823,9.9877,22.8725,13.9696,25.1498,0.0,1985.9254,0.4555,400.4226,148.2309,261.156,0.0
CZE_H50,0.3072,0.0015,0.019,0.0036,0.0019,0.3097,0.0468,0.007,0.0355,0.0257,0.0562,0.0084,0.1986,0.0505,0.092,0.1729,0.1445,0.0692,0.0418,0.3107,0.021,0.1803,0.6787,0.0566,0.6757,0.2036,0.1283,0.0015,0.0371,0.0213,0.0019,0.2167,0.0263,0.0349,0.0199,0.0146,0.1994,0.1455,0.2187,0.0494,0.0687,0.2426,0.0336,0.0228,0.0,3.2569,0.0013,0.2675,1.5287,14.2222,0.0
CZE_H51,1.6841,0.011,0.4796,0.3882,0.0643,1.5235,0.277,0.3151,0.5306,0.161,3.0486,0.1197,1.2698,1.3444,1.5146,1.8158,0.5276,1.4736,2.383,4.1306,0.3441,1.2145,3.4332,0.2095,1.8181,4.5994,7.8998,0.0687,1.7803,10.3631,0.3588,0.5636,0.1102,0.1692,0.0292,0.0246,0.4289,0.3991,1.3648,0.2312,0.0651,0.4039,0.0836,0.1051,0.0,0.8003,0.0047,12.6748,7.6902,105.909,0.0
CZE_H52,155.6905,0.2739,82.7301,74.2248,13.3265,92.7829,7.6083,9.0933,11.3199,15.7556,123.3966,1.91,37.2061,206.5062,67.972,138.3204,13.5516,55.5726,44.3084,108.7324,2.0415,9.0076,117.2695,34.6503,93.5572,953.9451,1867.3465,14.7354,386.5208,2442.3857,87.1631,11.5204,21.8761,22.4697,9.6257,8.2981,25.0336,65.6801,320.7011,17.2529,10.3283,34.4209,17.9961,25.3872,0.0,274.4764,5.541,3046.0045,18.1412,39.0256,0.0
CZE_H53,4.7915,0.1111,0.3127,0.8731,0.1871,1.8677,0.9042,0.9615,6.4043,0.02,1.7129,1.1116,2.284,2.9233,1.0918,8.1198,3.8306,0.6601,0.6473,14.0288,0.2304,3.8023,41.0209,2.8295,7.5747,180.4619,11.3,0.1289,1.8927,30.0008,306.9002,3.562,51.3889,47.6772,14.1985,297.0642,17.4878,69.7452,22.4504,265.2739,13.7811,11.4238,13.6567,12.2065,0.0,70.4728,0.0205,16.3115,0.3064,0.7846,0.0
CZE_I,42.3232,0.3425,3.7219,0.6743,0.4509,41.5362,8.4422,5.8202,5.3647,0.3037,28.1127,4.5355,15.0753,3.4587,9.0863,15.0643,10.825,8.2402,12.9444,58.6619,1.7416,26.5048,38.4614,13.6233,43.5837,186.058,202.1162,0.8076,21.8246,22.5074,0.5683,178.6775,7.9871,4.1986,27.9015,15.1261,194.7053,174.0254,563.3247,80.5002,67.3237,166.527,58.2593,31.8725,0.0,5192.3679,2.0914,60.9764,26.2936,3.4515,0.0
CZE_J58T60,13.5048,0.0493,0.4141,0.7574,0.0589,17.2886,1.2683,0.9926,15.8592,0.0604,17.5095,0.7829,2.2515,3.5849,4.7153,2.5479,34.2517,4.8706,11.7874,11.5764,0.3767,6.4421,5.3855,1.1544,8.1875,102.1317,6.232,0.0746,0.3508,41.4252,1.4467,47.5583,712.9156,5.7704,39.4199,29.5728,4.5402,100.3371,14.4654,10.0894,97.7625,14.146,15.7915,22.5081,0.0,1032.8824,2.4662,302.0704,1002.0779,3.2097,0.0
CZE_J61,22.0148,0.3016,0.8178,1.2405,0.4465,16.0909,4.9447,5.2837,7.8863,0.1298,6.5843,3.9972,37.2234,8.8808,3.9856,36.6929,29.4032,14.8666,36.7524,39.2632,3.9393,34.4846,65.3111,11.6338,30.3182,202.3175,41.3785,0.1498,3.4766,59.7875,22.2073,33.9454,115.1661,915.2476,118.5864,91.493,103.3412,155.2611,49.4903,440.2744,49.813,50.0492,37.3241,23.0439,0.0,1831.5837,0.2183,1.5256,120.512,3.4375,0.0
CZE_J62_63,29.8537,0.1701,1.7835,1.7727,0.2321,72.8333,7.8054,9.9887,60.8476,0.843,19.174,12.2105,13.1386,15.2707,5.6931,18.7143,68.7911,95.083,58.4224,171.6651,4.021,218.3379,72.5381,14.6838,74.1324,520.6949,38.1272,0.0448,1.7393,121.6788,17.5581,34.3146,78.4508,109.1798,1773.8258,656.8082,110.8518,449.8197,94.8779,93.9324,62.6201,60.8098,86.6192,92.7149,0.0,141.7609,9.9906,22.4466,4910.8499,6.5627,0.0
CZE_K,219.7794,1.6163,17.0707,10.6311,1.4249,94.287,33.7273,30.5822,95.1829,1.9239,68.4655,30.7459,119.8167,63.288,61.0624,266.079,52.9122,88.0989,176.8539,222.9973,22.9136,148.6909,234.4098,108.8291,517.534,1023.2118,579.2976,0.7673,125.6276,160.5668,15.7057,62.4656,66.7245,32.9361,91.7564,3286.1497,2166.7183,699.7475,397.8393,140.537,76.0338,193.9349,95.492,135.0898,0.0,3631.5702,0.2568,28.167,138.3238,6.8844,0.0
CZE_L,74.0435,3.766,5.1528,2.0345,0.6678,127.0109,45.8068,26.1736,45.7496,0.806,31.7523,24.4477,46.8998,24.0383,15.9039,66.6884,217.9659,61.5962,156.6359,172.6702,3.6248,169.5822,206.8633,344.3816,471.3497,2916.499,89.3507,0.6356,16.5774,468.0248,19.2528,979.1882,157.3207,96.1523,352.0917,555.0086,2690.8415,990.021,285.1684,389.786,323.9242,373.3697,398.0104,151.0796,0.0,22656.7657,22.3404,435.036,542.0745,0.3023,0.0
CZE_M,341.8653,0.7832,17.4044,18.5217,1.4456,328.4944,78.0133,32.8377,58.6637,3.7749,235.5901,179.4841,213.3006,112.1715,31.6802,325.2974,422.5006,221.1451,489.1075,801.3684,23.4993,215.2943,225.7755,270.6596,4458.1873,2329.6045,169.3874,1.1263,8.2451,218.4052,29.8469,210.0231,178.1675,87.8046,288.0545,461.6779,1303.8836,4933.6135,457.4448,660.8385,157.4078,215.8455,177.4176,83.5506,0.0,284.0411,13.0807,191.8752,1140.4632,-154.5146,0.0
CZE_N,76.9394,0.7962,21.6749,7.5433,7.2895,127.646,11.9922,20.2485,35.1227,1.8955,60.512,14.9071,92.4558,49.2355,64.5507,123.5691,276.4875,92.2883,183.3397,340.2512,17.5195,72.6309,138.7877,105.9165,421.9512,796.6923,225.1824,2.589,88.2765,128.8634,14.8927,222.7784,54.0164,28.7378,164.6972,288.9155,868.092,319.3184,3248.4657,632.7423,79.0257,115.5195,172.764,59.1029,0.0,2083.3982,6.1801,29.729,139.7159,3.1925,0.0
CZE_O,56.3384,0.1294,9.7779,8.9291,1.5804,20.3581,4.0986,2.8919,11.9808,1.6619,17.0122,3.1236,10.7957,25.3189,80.8486,30.7485,18.1197,10.0056,16.3564,49.7082,3.4369,5.6003,39.7284,103.654,49.0193,111.0738,176.4861,1.3642,35.8083,261.4031,8.2304,6.6202,21.2213,2.8,31.9164,62.2255,45.9626,45.2583,57.5542,277.2911,4.2379,28.1737,20.597,16.4298,0.0,205.7355,23.7493,17322.1803,110.6879,-19.4544,0.0
CZE_P,17.1,0.073,0.796,0.5218,0.1235,7.9542,0.9498,1.3003,6.2534,0.0773,4.0281,3.5574,4.8676,5.2436,3.3829,5.8516,5.9369,8.8265,12.732,136.7828,4.0066,8.2372,27.1297,5.3909,15.8038,53.8378,19.2693,0.1116,2.567,34.8584,17.2328,12.4437,4.6762,4.0766,31.3094,67.4487,147.7278,104.5562,50.513,156.1872,327.3465,20.4018,9.4308,15.125,0.0,1076.133,236.2677,9587.599,625.2703,0.1713,0.0
CZE_Q,8.4413,0.5292,0.4192,0.1571,0.0238,16.9792,2.6806,0.7164,1.6487,0.0905,4.0979,36.6118,5.5872,3.5114,1.7302,5.4869,3.2907,2.5679,2.5318,31.1165,0.68,4.3884,4.9717,6.6797,5.3839,29.2784,21.1858,0.0315,1.1359,4.3592,0.2079,14.3261,2.752,0.6714,8.6183,10.1627,20.0384,19.8229,20.9476,17.091,3.338,460.573,19.7906,10.0526,0.0,1979.8169,401.5198,13470.0502,93.4439,1.1106,0.0
CZE_R,4.7661,0.0126,0.1675,0.3837,0.0137,4.4115,1.1879,0.7148,0.9651,0.0446,1.9853,0.5304,4.1853,3.7728,0.8835,2.4297,1.4892,1.5159,2.0712,16.5385,0.488,1.8304,2.9162,7.772,4.9985,10.5092,5.7061,0.0172,0.4788,1.3537,0.1967,91.2257,22.4425,4.3271,8.6757,2.6859,168.5222,27.3953,21.5453,10.1643,11.7803,15.8743,884.4465,130.3869,0.0,2188.182,394.2047,817.9614,179.2567,0.8042,0.0
CZE_S,7.3275,0.0122,2.3131,1.3248,0.8223,26.4577,6.7585,5.8721,10.0586,0.2749,21.6595,1.1569,4.0836,2.1279,6.4555,41.1566,19.7391,23.2312,19.4639,12.0831,1.0961,61.0317,8.4983,4.0841,18.6994,174.3938,11.0203,0.058,27.4242,60.539,5.1363,70.2306,4.937,5.8723,20.0084,64.7118,47.0796,38.46,34.2757,4.5466,40.508,159.5468,61.9392,237.465,0.0,1580.286,871.8484,184.4861,21.4559,0.4538,0.0
CZE_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.2131,0.0,0.0,0.0,0.0,0.0
