V1,HKG_A01_02,HKG_A03,HKG_B05_06,HKG_B07_08,HKG_B09,HKG_C10T12,HKG_C13T15,HKG_C16,HKG_C17_18,HKG_C19,HKG_C20,HKG_C21,HKG_C22,HKG_C23,HKG_C24,HKG_C25,HKG_C26,HKG_C27,HKG_C28,HKG_C29,HKG_C30,HKG_C31T33,HKG_D,HKG_E,HKG_F,HKG_G,HKG_H49,HKG_H50,HKG_H51,HKG_H52,HKG_H53,HKG_I,HKG_J58T60,HKG_J61,HKG_J62_63,HKG_K,HKG_L,HKG_M,HKG_N,HKG_O,HKG_P,HKG_Q,HKG_R,HKG_S,HKG_T,HKG_HFCE,HKG_NPISH,HKG_GGFC,HKG_GFCF,HKG_INVNT,HKG_DPABR
HKG_C20,0.2817,0.0129,0,0,0.3236,5.8125,6.4331,1.4098,1.7906,6.8044,101.3682,17.9475,0,20.0463,1.847,2.9099,12.2202,12.6259,24.3927,4.5731,1.6304,19.2179,1.9389,26.8602,1.5766,117.8099,2.2079,3.5819,3.7952,0.1515,1.3828,5.1597,4.6764,3.5539,0.8709,5.1852,4.4396,4.072,2.7474,5.0465,10.3106,3.5584,5.6526,20.669,0.0,824.9587,0.0625,0.3386,25.3413,44.9092,0.0
HKG_C21,0.0426,0.0052,0,0,0.0233,1.3938,0.6604,0.1425,0.1302,0.4757,4.4649,27.4219,0,0.9066,0.1398,0.1821,1.0228,0.5457,1.838,0.2707,0.1338,1.1276,0.386,1.832,0.5965,17.58,0.5369,0.8758,1.1584,0.0182,0.3209,1.3314,0.4257,1.1161,0.289,1.452,0.776,1.2654,0.2889,1.8588,2.342,4.9044,1.4088,2.1161,0.0,456.3318,0.0174,0.197,12.2002,8.5949,0.0
HKG_C22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKG_C23,0.0661,0.0128,0,0,0.2432,10.2395,1.3858,0.2268,0.1782,3.2252,4.1195,2.1625,0,96.4218,5.3883,5.9929,11.6155,10.7298,16.5193,12.4712,4.1365,8.871,1.0634,5.2621,6.4509,31.9597,1.1406,0.9069,1.448,0.0879,1.2456,1.6745,0.7839,5.1642,0.34,2.5511,2.0873,1.202,0.6408,6.5509,3.9517,0.3535,1.4161,3.4775,0.0,239.5704,0.0297,0.4453,17.423,15.6931,0.0
HKG_C24,0.009,0.0018,0,0,0.1134,0.6151,0.1487,0.1328,0.0775,0.6601,1.7966,0.3447,0,6.4401,37.0981,42.029,14.0062,22.502,105.69,8.5842,2.1609,18.7011,0.528,5.6752,0.6949,410.901,0.296,0.4675,0.3105,0.0395,0.1299,0.1969,0.3038,0.5301,0.243,0.9928,1.2705,0.9828,0.3251,0.4306,0.4819,0.0527,0.4221,1.2929,0.0,9.4155,0.0654,0.0381,29.015,59.8922,0.0
HKG_C25,0.0385,0.0086,0,0,0.1769,2.5031,0.8279,0.3088,0.2025,0.8743,1.9061,0.6361,0,4.5092,4.4724,16.0617,10.801,11.7882,62.8739,9.2597,3.5515,10.5183,1.2393,4.1979,3.2492,459.4755,1.6126,2.4729,3.9472,0.0725,0.4775,1.6332,0.6918,2.5679,0.5829,2.7366,3.7698,1.6606,1.066,1.5893,1.1023,0.4137,1.2126,1.892,0.0,147.7629,0.0492,0.3055,143.0638,8.0152,0.0
HKG_C26,0.0606,0.0131,0,0,0.038,3.9315,1.4436,0.3236,0.3929,0.3553,1.0401,0.4583,0,0.6719,0.2515,0.5643,49.0969,8.671,20.9111,3.0309,1.3671,2.5561,3.9983,5.8634,3.5076,682.0563,3.1872,4.4818,7.7258,0.0644,4.2969,4.2513,4.6021,65.9028,4.17,8.7453,5.0254,5.3539,1.814,3.4542,2.931,1.1112,3.6018,8.716,0.0,788.9723,0.0503,0.29,324.1662,309.5333,0.0
HKG_C27,0.0441,0.0093,0,0,0.0415,2.6675,0.8894,0.2092,0.2491,0.4939,1.0388,0.3939,0,1.355,0.6239,1.1838,27.8388,44.7941,58.3555,7.6647,2.6129,3.8867,6.4614,7.6125,3.0787,796.3788,2.16,3.3371,5.4045,0.0468,3.3999,2.6143,4.0875,49.0117,1.8491,4.0125,5.426,4.0769,1.9492,2.2688,1.952,0.6262,3.2637,8.5662,0.0,529.425,0.0345,0.3368,192.676,52.5424,0.0
HKG_C28,0.1388,0.0355,0,0,0.3616,7.197,2.2327,0.5994,0.7039,0.8183,2.2686,0.8786,0,4.3114,2.0253,4.2299,6.02,5.7163,97.2251,13.5745,5.2533,4.0317,4.9299,5.8696,8.3071,132.6718,7.0808,13.1344,24.0864,0.2069,1.9802,6.2208,1.3709,10.7826,1.2757,9.0218,6.869,3.2583,2.0157,2.8868,1.495,2.0852,2.2419,2.9787,0.0,137.0365,0.0797,0.5933,625.1365,15.7611,0.0
HKG_C29,0.0998,0.0101,0,0,0.4389,1.8037,1.0475,0.1405,0.148,0.1492,0.4891,0.1812,0,1.0321,0.5702,1.1902,1.5224,1.5962,16.2904,99.9543,5.9699,2.3168,0.5669,10.5152,0.9413,159.528,5.8726,4.8885,4.2177,0.0427,3.664,1.3833,1.9138,5.5137,0.6759,3.581,1.4137,1.7323,1.629,5.5811,0.3706,0.3198,3.5461,5.379,0.0,729.4848,0.0789,0.3087,597.7118,8.2611,0.0
HKG_C30,0.0035,0.001,0,0,0.0017,0.1827,0.0728,0.018,0.0213,0.0274,0.07,0.0285,0,0.2,0.0245,0.06,0.2338,0.1872,2.8789,31.6093,28.6071,0.3518,0.0979,2.2894,0.1637,50.8095,1.3002,6.9649,5.8603,0.0078,0.7826,0.2652,1.2459,1.0394,0.1748,1.2293,0.3863,0.759,0.4596,4.4579,0.0829,0.0654,2.1748,2.173,0.0,131.0058,0.0026,0.0463,536.1748,5.3438,0.0
HKG_C31T33,0.4153,0.1264,0,0,0.2194,20.3943,5.3116,1.5896,2.3861,0.4426,1.8307,1.0335,0,2.7558,2.8013,4.5239,3.9653,2.3792,13.4326,4.2477,2.1856,27.4973,17.9235,22.932,28.4241,330.0884,28.9643,49.1883,97.1676,0.5547,6.5028,18.1168,4.8143,32.2131,3.7795,73.1076,33.6792,9.4061,8.1691,18.7853,12.6247,6.013,15.3328,12.1355,0.0,1023.5562,0.1894,4.3711,203.1586,12.1397,0.0
HKG_D,1.7507,0.3424,0,0,9.2555,142.7104,48.4116,13.871,16.0674,1.5161,3.5839,0.8059,0,2.5554,1.2645,0.8391,0.9643,0.8595,5.9479,0.659,0.3033,2.7997,433.1484,182.2844,60.7382,570.4548,151.0799,51.4127,81.9585,5.7276,20.9457,898.8416,57.2006,172.8212,20.0936,228.1315,766.08,50.7421,20.9648,106.9236,79.2968,83.2015,98.5976,127.5634,0.0,2637.4376,7.5796,3.2526,61.8414,10.335,0.0
HKG_E,1.1929,0.2096,0,0,0.1981,78.4501,28.4329,10.6724,13.8791,0.4883,2.9596,0.8455,0,2.1047,1.2874,0.8819,1.4019,1.1328,5.348,1.361,0.6416,2.9925,96.5842,656.9,79.4665,1249.7053,82.2132,67.3805,67.304,2.4487,59.0448,297.2478,28.4798,175.4062,29.9266,206.9768,800.8617,79.4292,46.3555,78.2816,42.5923,39.5233,52.6817,109.9167,0.0,1994.2791,133.7005,8.0875,167.7557,4.4577,0.0
HKG_F,1.1987,0.1873,0,0,0.9219,22.6042,6.1511,1.509,1.6141,0.4501,1.1864,0.5098,0,6.238,0.7194,1.0737,2.1298,1.7872,5.8925,1.9928,0.8589,2.8412,13.2825,18.3192,6711.4915,161.4228,38.2458,29.6371,93.2487,0.6822,7.3014,41.671,5.3661,36.5715,4.673,29.0135,193.7665,13.9637,5.7493,251.6315,16.5685,13.5189,8.8377,14.5304,0.0,119.161,1.8998,2.9916,19965.1829,8.9867,0.0
HKG_G,188.1686,22.1109,0,0,429.5819,7212.8081,2722.6287,373.0565,507.6183,244.2333,879.6014,406.1776,0,587.8228,301.9815,358.2507,1150.9827,633.6909,2427.7548,992.6357,539.6898,1514.6183,2565.0449,1596.4943,4436.1114,32073.6624,2330.8291,3272.5974,5239.0869,45.4305,426.3429,6434.8646,689.3748,2364.9281,381.8085,1991.8925,1224.4966,829.7827,503.2718,590.933,591.9474,991.3664,760.7811,1013.3387,0.0,37804.755,18.8159,74.0747,23661.5023,4624.0502,0.0
HKG_H49,0.8727,0.1282,0,0,2.225,72.7137,42.56,7.3329,6.6497,2.0477,5.6581,1.4897,0,4.4874,2.5479,3.1431,6.8299,4.2667,13.2162,5.4071,2.0435,8.1982,11.7312,40.3312,66.0122,848.4738,989.4513,343.28,45.092,4.3572,54.6274,96.8258,12.6019,73.3099,30.2253,235.6473,62.2024,67.8521,38.2537,15.6561,13.6326,15.338,14.9732,57.3044,0.0,6278.6714,0.3155,4.1772,155.867,3.0671,0.0
HKG_H50,0.5706,0.166,0,0,1.1518,73.7537,39.1401,8.4406,8.6539,3.4536,7.3354,2.2551,0,4.087,6.6702,10.4289,20.327,18.74,34.0669,8.3402,3.167,13.1606,11.6746,30.3196,61.9072,2458.8287,65.9624,2339.229,1302.7623,15.359,453.9611,64.3724,10.9697,616.4654,26.4112,229.6619,39.1491,68.022,51.7451,18.0482,13.3165,12.3929,17.5425,66.3136,0.0,2082.3251,0.7664,1.4857,175.7409,244.0069,0.0
HKG_H51,0.9054,0.191,0,0,1.2844,38.5048,23.7231,2.7501,3.2715,5.0711,12.6806,3.5331,0,8.6475,8.1426,11.6686,24.4203,19.5354,40.5361,12.6955,5.0392,17.6561,13.1446,17.5031,22.66,930.4068,30.3459,383.9762,237.6168,2.8044,77.3118,46.4418,7.8818,136.6416,10.4419,60.6046,23.6888,22.3353,13.2179,10.7198,7.4373,6.2574,8.745,20.2715,0.0,1027.5169,1.3459,5.4499,222.9736,315.6947,0.0
HKG_H52,0.0391,0.0061,0,0,0.6331,3.1756,1.5479,0.3517,0.3013,0.0525,0.1297,0.0383,0,0.1127,0.0573,0.0688,0.1469,0.0889,0.381,0.1599,0.0621,0.6182,0.3805,1.3406,2.7343,84.0866,3.3383,85.6135,48.4426,0.6936,17.9367,2.7585,0.459,20.8095,1.2393,9.2248,1.8279,2.2276,2.0235,0.6522,0.4936,0.5345,0.4433,1.8169,0.0,33.5637,0.1425,2.057,4.4767,2.3347,0.0
HKG_H53,0.2361,0.0511,0,0,0.039,35.1927,15.4582,4.0821,4.1441,0.0857,0.4858,0.2515,0,0.3019,0.0848,0.1321,0.5256,0.2878,1.5491,0.279,0.1183,0.3695,8.6118,27.0647,15.2849,856.551,28.7639,296.225,44.7091,0.8546,564.4095,44.8473,17.9927,529.2597,26.2035,289.2103,100.6846,56.2606,25.4011,31.2906,14.3298,11.2538,20.0562,52.0775,0.0,547.5883,11.9075,1.5655,174.7671,6.5616,0.0
HKG_I,0.2121,0.0569,0,0,0.0708,18.9817,8.2881,1.9863,1.5383,0.1471,0.5891,0.2286,0,0.3295,0.1052,0.1213,0.516,0.232,0.8722,0.2249,0.1198,0.4721,7.8002,14.4967,15.0692,254.4782,21.3422,48.9136,15.5291,0.634,13.7024,171.5505,13.2949,56.0964,11.2769,87.9312,67.5262,21.9162,9.9408,10.5073,21.5672,9.6452,14.5007,27.0128,0.0,11398.1422,2.0843,3.0693,40.2044,2.7735,0.0
HKG_J58T60,0.3223,0.0747,0,0,0.0069,19.5859,9.4175,0.8547,1.7009,0.0753,0.3104,0.1875,0,0.3621,0.0487,0.0767,0.5929,0.3309,1.0771,0.1897,0.0997,0.9556,3.9737,4.5274,13.7235,234.7316,11.1891,15.6557,18.2713,0.293,6.2829,21.0895,109.3065,70.6041,8.4357,51.3508,49.7175,29.9134,4.6997,5.6706,5.5212,7.8168,17.8621,10.6533,0.0,419.478,3.4646,1.416,62.2798,2.0575,0.0
HKG_J61,1.3551,0.286,0,0,0.0699,165.7489,74.0336,21.7462,16.8867,0.3137,1.9247,0.99,0,1.4451,0.3455,0.5565,4.2912,1.6011,8.0364,1.1421,0.5853,1.5183,36.9344,123.0014,112.0704,3296.1702,150.3067,1857.9736,298.6212,3.7994,96.8221,317.2422,167.631,3204.9825,215.2462,1208.9004,547.9745,289.8815,110.8219,125.2227,71.314,73.3969,110.5493,220.1577,0.0,4242.0697,28.4421,2.0357,628.767,24.0574,0.0
HKG_J62_63,0.6379,0.1454,0,0,0.0923,100.4278,57.5607,11.7868,11.2362,0.2694,1.2206,0.6531,0,0.7862,0.2832,0.3945,2.3831,1.183,4.2939,1.2142,0.6265,1.5255,20.6032,36.1387,43.0493,1671.6392,85.1007,65.7117,122.2349,2.3143,69.455,126.6347,50.1759,595.5223,180.217,656.2681,128.4219,80.5395,27.3925,98.7793,44.8715,27.0324,34.9604,57.0198,0.0,279.3887,4.207,3.6248,693.1801,7.427,0.0
HKG_K,1.0791,0.1486,0,0,0.4747,517.6352,191.7004,40.1797,49.2869,1.3782,4.1616,1.7079,0,3.247,2.0882,3.1235,6.0679,4.9834,13.855,2.8545,1.0951,4.4033,233.9547,292.7461,161.1653,7057.0037,392.3721,527.2697,215.8579,10.6647,138.2059,616.0461,134.6548,749.4779,203.1457,8800.6353,3979.3378,465.5216,250.3801,90.3887,170.256,92.2837,174.6646,514.4418,0.0,18959.9864,10.5486,686.1291,590.7266,95.5278,0.0
HKG_L,0.9856,0.1838,0,0,0.1199,172.1149,84.4514,12.7763,13.6424,0.3291,1.0332,0.6759,0,1.5925,0.3168,0.6203,2.1656,1.5048,6.9163,0.9468,0.4386,2.6353,86.0613,323.2366,157.6137,5991.943,218.5839,115.219,157.0713,22.6663,68.1165,2286.6713,243.96,431.4403,153.0586,1157.386,1711.662,415.2718,162.9851,41.7291,130.017,151.2056,381.3971,954.7482,0.0,51149.1321,6.8713,9.1321,2761.1849,2.5599,0.0
HKG_M,2.5766,0.5394,0,0,1.5464,219.8741,105.6945,37.2007,30.8186,0.5389,3.1673,2.6396,0,1.5947,0.4575,0.748,3.5656,2.2464,10.4372,2.5689,1.0912,2.4131,49.4882,127.9509,203.7123,4899.911,195.7608,148.9541,220.6243,4.8762,93.3588,313.1877,94.3709,707.5742,150.3513,861.9713,898.2321,715.9869,129.9778,193.6916,82.985,90.9189,100.5173,178.473,0.0,792.6918,37.5377,664.0365,1519.1738,5.2907,0.0
HKG_N,1.3822,0.2644,0,0,1.2805,105.4576,51.8603,20.1513,16.2174,0.2678,1.401,0.778,0,0.8986,0.2587,0.4235,1.4379,0.9694,4.5012,1.2352,0.5115,2.2789,22.6375,81.6609,73.517,2731.6597,188.9868,326.0847,321.0011,4.1509,146.1107,219.4836,55.5808,613.7477,91.1771,465.9124,546.6946,202.7331,160.2992,90.7533,62.8914,68.7339,76.8513,98.9019,0.0,488.976,1.5317,11.5067,230.0363,2.9642,0.0
HKG_O,0.4133,0.0762,0,0,1.2162,15.9002,9.2235,2.0747,1.8692,0.0878,0.2795,0.1791,0,0.2506,0.2474,0.2736,0.6039,0.5302,1.9948,0.4693,0.2187,2.3799,8.524,28.3568,51.3332,302.6677,21.4251,30.2426,84.3682,1.3607,11.9659,59.8362,10.0532,46.8936,10.28,73.822,64.3146,29.8454,11.2506,80.143,11.6955,8.4412,15.5903,27.1686,0.0,1383.8501,92.7548,22493.0835,144.493,2.3011,0.0
HKG_P,0.2637,0.0619,0,0,0.0483,30.4068,13.8018,4.3412,3.8873,0.0782,0.3069,0.2647,0,0.3022,0.1042,0.1485,0.3664,0.2101,1.3307,0.3701,0.1565,0.3693,8.9233,19.4687,24.3474,508.7184,32.9778,31.5666,36.9132,0.8526,17.2269,52.3902,10.4338,97.4692,31.8429,129.968,86.4103,60.9256,15.6982,51.7243,119.4389,17.9907,14.838,38.1702,0.0,2239.6243,10037.5903,3273.2291,239.1414,0.6259,0.0
HKG_Q,0.0325,0.0072,0,0,0.0147,5.6869,3.3926,0.6019,0.557,0.0841,0.2518,0.216,0,0.1226,0.0524,0.0669,0.2424,0.111,0.4137,0.1099,0.0581,0.2235,2.3647,4.6047,5.0821,104.953,7.6495,18.9466,5.6264,0.2876,4.5855,17.4999,2.0704,14.551,3.1316,35.4722,25.5174,9.3203,3.917,3.2208,8.7912,40.2053,6.0058,9.7675,0.0,3816.0073,1398.5285,11534.9871,28.8971,1.291,0.0
HKG_R,0.3257,0.1049,0,0,0.0205,22.6888,8.3596,1.5513,2.8892,0.0724,0.2643,0.1389,0,0.1385,0.0566,0.0804,0.2837,0.1543,0.6719,0.2057,0.1005,0.2198,7.4181,18.5586,12.4581,342.7011,21.7352,36.3146,34.1944,0.7632,23.0807,37.4119,98.603,87.505,14.4846,121.0468,128.9168,52.8405,23.2466,15.6564,19.3044,12.1922,452.1789,66.4264,0.0,2128.8797,102.1285,4.798,128.9537,1.1311,0.0
HKG_S,2.057,0.5939,0,0,0.4017,207.9391,73.7994,13.0188,13.0214,1.7103,7.404,3.8748,0,4.8702,2.1521,2.9364,10.0674,5.5691,24.3888,14.7882,6.0908,7.715,54.7505,91.1912,77.2078,1192.6657,85.0234,80.9893,137.3181,1.577,49.8927,272.0976,53.6074,170.7244,38.4199,269.2864,304.0345,101.1315,41.5865,33.9471,28.2769,42.4424,77.0538,244.2094,0.0,4697.1078,486.6511,23.4481,523.4794,5.85,0.0
HKG_T,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.3355,0.0,0.0,0.0,0.0,0.0
