V1,NLD_A01_02,NLD_A03,NLD_B05_06,NLD_B07_08,NLD_B09,NLD_C10T12,NLD_C13T15,NLD_C16,NLD_C17_18,NLD_C19,NLD_C20,NLD_C21,NLD_C22,NLD_C23,NLD_C24,NLD_C25,NLD_C26,NLD_C27,NLD_C28,NLD_C29,NLD_C30,NLD_C31T33,NLD_D,NLD_E,NLD_F,NLD_G,NLD_H49,NLD_H50,NLD_H51,NLD_H52,NLD_H53,NLD_I,NLD_J58T60,NLD_J61,NLD_J62_63,NLD_K,NLD_L,NLD_M,NLD_N,NLD_O,NLD_P,NLD_Q,NLD_R,NLD_S,NLD_T,NLD_HFCE,NLD_NPISH,NLD_GGFC,NLD_GFCF,NLD_INVNT,NLD_DPABR
NLD_C20,407.1168,2.9709,13.4139,17.566,14.5871,324.9247,436.4939,47.3917,439.7052,413.6331,11100.8133,162.0543,1484.7964,122.1571,72.0041,124.6758,162.8943,146.3167,61.8866,80.7418,66.6452,259.3329,39.7794,68.8785,747.6718,271.4207,54.6002,19.7448,56.3427,11.9991,4.147,22.9472,61.6297,5.3298,44.8835,26.4409,84.6294,398.1722,199.5698,68.2937,51.3545,430.4192,25.1159,163.5877,0.0,3235.0721,0.4178,55.132,246.9808,256.1092,0.0
NLD_C21,26.4572,0.1296,0.3996,0.4971,0.7937,64.3764,4.2944,3.3155,6.8109,5.0723,68.365,345.2887,9.5945,8.6047,2.9792,9.7705,18.84,3.7215,18.6057,3.8288,4.8685,10.1488,2.1477,2.1277,69.253,37.1491,1.741,0.5749,1.1899,1.0246,0.1508,8.3444,2.6516,3.9497,5.393,1.7176,6.5322,92.0383,6.1132,37.2535,6.6149,560.1415,1.7428,2.0833,0.0,527.5627,0.3404,1492.0275,147.7769,28.7768,0.0
NLD_C22,53.4956,0.1466,4.7333,0.5736,0.7023,246.6945,16.7763,48.4311,85.4691,9.7628,198.4638,33.1606,342.1396,102.1927,25.0507,105.2129,21.6084,57.8977,185.7724,169.1231,61.8673,156.914,8.7288,14.3032,844.7492,303.4101,89.1288,6.5014,3.9039,23.7421,3.0731,12.4285,30.584,8.5148,20.7012,14.7029,90.8662,102.9115,102.5844,22.3844,12.0946,127.4481,9.9581,34.1603,0.0,715.3357,0.1634,8.0216,198.8515,45.2511,0.0
NLD_C23,35.2247,0.0604,0.959,13.2582,30.0468,155.5576,2.6437,20.9312,3.1436,1.6144,24.6708,18.1914,12.9257,622.2115,29.9167,44.6376,23.0933,64.6948,23.6454,22.8397,22.1066,86.0731,10.4381,8.888,3758.7468,32.3032,2.1999,0.6492,1.3097,0.8543,0.128,25.2654,7.9616,1.8087,5.3363,22.868,297.0695,49.1722,77.1269,30.3826,17.8763,54.0682,12.5039,15.3242,0.0,541.7548,0.1165,6.1277,133.5252,44.286,0.0
NLD_C24,2.4916,0.0,0.0,0.0,0.0,0.0,7.4657,2.5716,3.3098,0.0,28.6754,0.0,40.5713,55.9248,1013.2048,2124.1464,40.9297,174.3408,746.3793,281.5593,108.9304,84.5315,0.0,3.7669,1172.5617,72.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6019,17.1233,0.0,1.0258,17.9057,0.0,0.0,5.9724,0.0,11.832,0.0,0.0,0.0,45.9867,0.0
NLD_C25,52.7231,0.7712,9.9169,0.8593,1.7721,546.8719,13.5485,78.8877,26.4979,12.6768,240.9196,14.9579,58.7093,18.5155,39.9642,2856.6986,89.6329,24.2195,1937.6512,435.4117,780.8291,1814.7581,50.2645,94.0021,4330.101,440.6794,40.1252,11.0865,26.8274,19.9241,2.2688,26.7854,15.0274,9.1429,36.3496,17.8436,109.3593,420.6895,47.1952,403.8653,73.2352,54.4058,11.9239,22.8399,0.0,1281.7498,0.2775,82.6476,1637.9232,118.4564,0.0
NLD_C26,52.2172,3.0792,4.9642,11.9548,41.4405,149.3328,8.7878,9.4096,19.9213,11.8902,72.4948,10.0042,15.0917,14.2641,20.5708,72.8801,657.0488,72.4136,822.3117,98.249,208.3262,159.8119,25.6045,14.7711,483.6285,472.6059,27.5585,24.7073,26.6498,28.6442,5.5784,50.8245,36.3188,467.3294,611.3746,89.3636,51.4518,369.2938,143.5949,82.1028,42.8712,474.924,37.7962,27.393,0.0,2760.8891,0.8144,1080.2236,2848.3911,235.3572,0.0
NLD_C27,52.5454,0.6381,8.6492,1.3864,2.0817,171.1901,10.2143,11.31,22.3817,15.1263,82.187,11.797,18.6266,17.8391,18.3864,111.5528,95.2713,303.1841,239.4848,50.8407,153.0575,122.6004,16.984,21.172,683.1086,337.0173,25.619,16.4065,18.0704,19.7709,5.9282,35.8244,26.5983,166.5131,58.3259,51.5051,39.4786,212.5209,83.8943,68.6062,24.4848,57.5172,16.5777,15.3743,0.0,971.3425,1.0638,58.1427,453.3907,45.6628,0.0
NLD_C28,182.3449,5.7682,33.9805,0.8277,1.7763,202.3695,14.8983,18.3653,49.096,33.7552,164.6468,24.0867,40.967,36.6277,143.6636,213.8401,114.797,79.7335,3848.5297,303.7447,515.8722,453.2128,67.1026,51.6717,971.2738,738.2084,48.3585,74.9645,216.0592,58.6053,4.9532,57.4293,15.3128,41.7564,84.9839,32.3612,48.0003,376.0339,116.6166,180.0174,15.8562,46.254,11.3114,15.2324,0.0,469.1768,0.4115,35.9732,5360.9814,136.5889,0.0
NLD_C29,17.6763,0.3027,2.2632,0.2371,0.3183,36.0423,2.2146,2.3221,6.1075,3.8659,18.0286,2.723,4.4794,4.1172,9.462,13.7236,12.0507,4.5813,34.2696,2275.8478,20.2758,8.9035,4.3552,11.6369,55.1266,636.441,9.5369,4.3765,11.9043,6.7234,0.9653,10.8448,2.4463,3.3806,16.1134,10.0207,9.3556,36.6299,14.4108,17.2799,3.2491,9.9989,1.8295,2.5183,0.0,3622.7205,0.2069,26.1808,1349.3421,55.3146,0.0
NLD_C30,0.0,0.0,0.0,0.0,0.0,0.6528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5061,0.0,0.0,0.4207,72.3212,462.8813,16.1986,0.416,0.0,5.4616,7.3122,16.1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8317,0.0,0.0,0.0,2.0864,0.0,1080.8465,0.0,3.1344,2787.4104,37.8617,0.0
NLD_C31T33,602.3192,16.6829,120.3776,1.1542,2.5971,534.9606,38.3781,37.5919,138.9201,105.0551,414.6066,75.731,97.7362,109.6131,492.9264,232.0917,76.0328,60.9391,314.7295,101.3842,761.2478,244.2986,197.5043,177.315,1228.5414,925.114,148.5252,278.0682,814.4295,228.1505,8.9224,212.3477,27.3793,60.1026,180.5945,71.2749,193.5877,494.6906,449.435,625.0036,66.3448,339.7599,23.5256,50.9026,0.0,2860.395,0.4752,1957.438,1146.6016,21.1422,0.0
NLD_D,452.9803,8.0561,727.8743,0.5114,0.523,567.7485,27.7208,12.9985,108.1129,189.7974,793.7982,23.3851,158.6089,101.2575,314.0926,180.0284,28.4757,53.7151,141.0154,55.7454,29.7192,84.1901,2058.3729,181.2497,983.4132,1860.0657,209.569,12.1152,12.6283,269.8601,20.9149,473.6925,47.3724,114.0605,171.0381,172.2701,599.9194,355.1854,174.6213,469.0522,255.6104,485.3373,423.5561,252.0074,0.0,5466.3663,0.0,71.834,1779.4676,2.5422,0.0
NLD_E,262.3236,1.8926,39.8915,29.9663,26.6463,257.2032,23.4806,8.512,185.6354,28.6143,395.8896,38.8698,89.5231,150.1867,427.1622,37.9949,28.0565,27.1561,36.1114,15.724,14.366,33.4168,150.3802,1843.2441,601.713,311.1271,23.0204,7.7779,6.2464,25.2388,8.044,111.2263,20.0307,16.4246,39.0326,71.3375,101.6121,220.6149,62.9891,715.7254,58.8428,229.2787,65.9547,40.7101,0.0,2418.6222,0.1111,2640.2171,141.0177,17.3271,0.0
NLD_F,436.9836,9.2021,112.8857,13.5508,11.2753,162.0514,14.675,13.9257,37.3687,33.1266,210.1665,40.7621,34.25,62.2695,57.5372,132.8861,29.9828,26.8133,122.6443,44.4247,93.725,107.0993,1295.6165,141.1858,35140.1733,754.0771,149.8574,25.3268,98.5135,1082.549,12.1618,174.8066,23.4107,609.2585,121.7742,116.1855,13714.5981,1748.3047,229.4923,3558.4345,844.5294,935.9871,186.8519,82.834,0.0,423.3195,0.3119,1041.9743,69724.5491,14.7057,0.0
NLD_G,3314.4065,33.1154,118.2468,64.7536,88.0848,11989.525,681.788,518.3142,1184.3296,748.2843,3774.7952,541.4512,782.4925,719.6113,674.1928,1665.0143,3206.1285,600.0846,2952.8728,1787.2915,920.7001,1609.0337,490.6526,1184.124,7618.2904,7319.0763,1167.0511,222.8859,488.0061,393.761,83.643,2491.3834,842.3875,681.3784,1732.8117,769.7941,973.2005,2961.2543,2273.6397,1619.8534,437.5371,2502.4027,516.78,372.8248,0.0,36655.7181,199.5662,2933.8353,9422.0835,1749.9809,0.0
NLD_H49,330.0081,4.1727,15.3355,38.8209,50.0852,911.3121,44.1363,55.3117,112.7935,405.571,408.7652,39.1573,76.1416,119.9171,97.1175,209.2538,212.3268,75.5561,276.3763,188.7456,70.9846,133.1929,99.3133,267.9752,975.0006,1273.9283,5068.0942,100.3684,144.2162,703.2346,20.3563,162.3062,97.857,61.9259,107.4393,96.2797,119.7117,297.4683,372.1842,203.6144,65.4748,294.5539,50.1736,52.4696,0.0,4539.8406,6.9444,841.6424,765.9974,1137.2372,0.0
NLD_H50,39.6097,0.4627,10.5441,4.9507,6.5442,126.768,5.5362,7.7081,15.581,71.6491,65.1558,4.7515,11.5498,14.8736,15.8677,30.3214,29.1468,8.4803,40.3284,30.0016,11.7966,20.8504,17.1754,9.9391,121.0239,520.4353,238.6261,1126.8574,19.4822,150.0152,3.0102,23.188,5.214,6.9994,10.5511,7.5603,12.8582,26.9193,42.8766,14.371,6.7209,27.2322,5.025,4.9573,0.0,503.4781,0.7484,49.2127,104.0312,572.6784,0.0
NLD_H51,42.3375,0.6732,7.084,2.395,2.644,146.3025,8.2779,8.912,20.5222,45.1427,59.9331,9.8853,19.0012,20.3041,23.6786,48.5613,28.4786,14.687,62.0069,36.5024,28.797,65.8437,31.3386,15.9329,161.5187,193.8484,45.1203,14.6236,311.8549,68.9523,8.1428,45.641,9.5249,15.205,26.8119,46.3259,27.671,163.9012,333.4387,78.1587,62.4533,96.256,13.1468,13.0149,0.0,908.5689,0.687,47.484,82.278,374.7577,0.0
NLD_H52,155.0191,6.8931,16.8318,143.3681,239.5519,384.9203,19.4173,22.4424,45.7686,290.002,268.4258,16.9633,31.9868,48.5261,45.0091,82.9431,77.5602,29.2138,109.8784,65.0642,41.6732,56.3171,72.0768,81.271,451.9634,1663.8314,1521.033,430.1592,788.0199,2039.6531,8.2434,79.8371,31.5082,38.5075,104.8013,65.5146,85.7834,187.5144,173.524,114.0988,30.0842,114.2615,23.7372,23.6164,0.0,1665.6146,2.3557,2600.6456,512.9042,340.6204,0.0
NLD_H53,21.9383,0.7654,1.1375,1.2795,1.48,48.6995,2.4925,2.9994,7.9385,17.7996,25.9665,4.1229,5.2706,6.5623,5.3809,14.6172,13.2045,6.1298,21.2507,9.8963,3.9705,10.7464,9.9708,14.251,65.3499,232.8675,232.717,5.5828,5.7393,34.7009,400.7599,19.9628,20.9571,23.3676,34.6486,52.9228,55.2834,1314.4571,41.1411,117.6934,32.6875,95.5494,17.2404,13.9042,0.0,311.6237,0.3127,37.733,46.352,67.0884,0.0
NLD_I,18.9074,0.0145,10.0987,0.0019,0.0047,118.836,12.047,5.1736,17.84,6.5288,49.4301,13.497,15.6731,15.3465,25.5028,33.576,51.6306,38.4478,43.6591,17.1593,21.736,31.6568,25.9157,10.6616,133.6082,1006.7854,102.411,31.7531,507.625,103.0162,11.6655,106.1034,121.0139,33.8406,193.8645,356.7201,40.0037,670.782,960.5742,275.5562,81.7703,877.3259,270.3648,70.6762,0.0,21902.7392,120.6267,252.8358,58.1621,1.4962,0.0
NLD_J58T60,17.3192,0.4882,7.9538,0.7951,1.3716,80.3724,6.3629,4.0691,32.5783,2.9069,43.0889,16.484,16.4602,6.5303,14.6186,26.135,188.3596,13.7889,43.4913,17.1914,10.8148,31.0518,27.9794,17.387,116.0797,1010.2794,80.462,32.728,16.2485,42.656,14.9994,73.9182,865.1059,54.0344,395.1396,210.9106,87.8612,1284.5854,554.6914,208.002,135.03,174.4725,72.8082,33.5925,0.0,1607.0471,317.0733,277.236,1139.9494,53.7698,0.0
NLD_J61,63.7322,3.0697,5.5902,0.0371,0.1034,49.5757,8.4539,5.595,25.1574,5.5319,30.7662,11.9823,17.4266,10.735,6.6898,32.7672,23.5529,9.2301,64.038,14.9052,9.7296,37.9634,38.3751,28.1755,274.3611,785.1313,67.2844,22.5408,20.5617,112.9349,14.7386,87.8702,58.3207,1391.969,218.524,571.8961,401.6953,1051.8764,182.7695,278.136,124.8734,484.0724,210.8998,109.8878,0.0,5158.8866,0.0034,6.9448,355.6402,11.422,0.0
NLD_J62_63,101.4919,2.582,21.7543,0.8838,1.2585,275.4604,16.7755,15.278,66.9907,22.4658,331.836,46.2459,48.6805,31.0022,53.7306,106.8752,358.5072,84.9085,146.226,40.2361,48.6104,99.3768,128.1202,55.5472,555.9924,2536.3268,203.3062,141.8929,111.6745,208.5097,43.7313,233.0014,681.8415,499.0859,7380.7959,1091.1907,368.8604,2651.7006,1074.4988,1291.1071,388.7312,459.5898,171.6065,175.4208,0.0,1969.7728,2.539,508.8099,12541.3151,70.4543,0.0
NLD_K,421.5367,9.4975,138.1259,0.3264,0.5267,722.8875,54.5095,34.5238,154.2562,260.333,574.6411,114.7248,129.9865,81.9328,92.495,253.3361,470.4422,190.0674,402.2016,143.6723,91.3653,205.6705,234.3939,203.6287,1035.3182,4114.7799,549.1333,154.2618,188.6355,446.6351,119.8046,397.7425,217.7864,220.9721,1048.2802,20208.1496,18462.3447,2813.2511,1359.0328,1959.1383,322.3495,1146.6252,257.7214,437.5269,0.0,22608.0257,0.0231,401.9954,1709.8377,48.5265,0.0
NLD_L,530.147,3.356,39.5482,0.2331,0.4379,345.0596,61.7242,54.087,122.7092,20.6002,156.1836,81.299,92.9448,79.1092,47.4053,293.2525,108.3094,78.3525,299.3459,80.7279,80.8595,218.8247,154.602,134.2702,1176.4397,7511.2003,297.8619,45.4149,88.2304,1075.918,69.7362,1520.5075,159.6452,277.663,755.5007,1033.4317,2064.4926,2212.4018,852.7376,517.8112,417.5674,1474.1643,161.8385,416.4173,0.0,75410.6982,0.0957,6018.8823,4200.5126,3.0353,0.0
NLD_M,747.6153,8.5713,326.5805,11.4483,18.0294,1799.2335,119.147,87.7116,402.2384,258.0662,2007.8439,368.905,338.5313,181.5752,204.155,594.7548,1153.8845,816.9715,1480.1057,304.7195,182.1412,544.3728,441.0445,265.6623,3992.7709,14412.8734,1102.1887,345.4356,334.4744,1081.495,1039.986,898.8387,1276.6114,502.065,5249.8509,5261.433,2354.7569,17999.4822,5601.4935,4273.5376,1098.7,1276.7415,575.5102,768.0551,0.0,4141.046,3.7386,1291.1315,16891.7436,174.9216,0.0
NLD_N,424.1051,9.2241,146.9978,0.8013,1.6786,1776.4699,137.376,101.9352,270.9512,65.8836,648.9468,217.2612,322.5303,273.1518,245.5258,833.1582,627.1094,320.7519,1090.7457,468.7003,404.5981,1512.2704,603.8013,419.6197,2400.2872,6740.8043,1403.5347,391.0528,702.7971,1801.4757,212.6538,1307.8524,926.978,392.6083,1779.5683,1899.5802,1505.2328,5105.5213,7633.0881,5071.4807,2566.3464,2362.4263,793.6524,486.4111,0.0,7629.7867,18.2206,1071.9348,822.4128,145.8508,0.0
NLD_O,136.2873,2.4179,7.5584,9.4906,13.924,106.6109,14.0048,6.8398,103.8207,15.5476,74.0232,15.8108,37.1968,23.8778,188.6267,48.3907,22.2967,28.867,56.147,19.8707,16.7189,41.2363,170.5833,975.7871,408.9341,564.6749,69.7163,48.2372,49.453,182.201,11.9534,119.3105,46.3825,49.7073,331.0565,183.2061,225.2572,450.4894,153.372,607.4063,103.7903,252.7981,56.3267,44.4997,0.0,1670.2451,18.5446,73694.2709,1426.6576,4.5696,0.0
NLD_P,13.3187,0.1424,7.8554,0.1303,0.2614,57.6858,5.5029,2.6726,11.4881,3.6104,35.7704,13.9435,10.7991,8.7606,7.7397,28.726,22.5252,13.5849,55.6266,13.0549,11.8377,38.3052,30.1603,17.2556,126.7442,380.2625,43.8866,16.6662,22.6964,57.926,9.788,73.6399,41.3628,24.6036,132.1888,278.0558,53.1063,724.7422,167.1797,682.1541,117.2093,455.6135,142.7693,29.5457,0.0,2635.6627,187.3058,35303.2642,2511.703,1.2541,0.0
NLD_Q,9.8081,0.7658,3.4469,1.8525,3.1969,25.0267,4.2006,3.7926,7.4084,3.8638,13.118,7.5892,7.3738,7.1613,3.8741,17.8628,10.4566,5.7049,17.5785,7.1571,5.579,19.672,10.3833,7.4672,52.4088,216.4622,30.4598,13.1147,21.7073,54.3334,3.5805,28.5166,8.7615,12.1723,128.3347,55.3649,23.0927,175.6301,88.9844,650.916,44.6366,1850.8914,11.3444,19.0606,0.0,8081.5855,309.5558,81906.9114,734.2877,0.9791,0.0
NLD_R,11.2708,0.0668,4.4639,0.0082,0.0192,46.1213,5.339,3.3056,8.5294,3.0027,17.9107,5.1739,6.4063,5.0079,11.4242,11.0811,22.6366,12.9305,16.773,8.9864,12.4034,15.0459,10.5591,9.9628,49.0721,332.3291,27.3932,11.5978,41.8783,21.1896,4.2728,110.5111,312.4362,14.362,144.6955,92.5363,39.9488,290.9416,415.6185,228.5362,100.4485,93.3608,1447.7425,54.482,0.0,7179.6557,917.1134,1760.6166,532.0415,5.7248,0.0
NLD_S,60.9703,1.5737,5.6872,0.1038,0.2459,83.5748,8.6946,5.008,17.5366,6.8259,49.2145,11.6978,14.9792,13.528,18.5695,23.2736,10.709,9.6621,22.5618,19.8623,22.2243,38.4933,14.0291,42.1418,101.0935,347.1653,47.7932,22.2355,11.8651,37.9193,4.437,242.1904,47.2564,16.4122,336.9595,154.5818,169.9574,323.6206,165.5713,176.9012,55.0485,759.9024,99.529,239.6113,0.0,5238.4877,3164.597,1301.5664,322.4448,2.5302,0.0
NLD_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.6506,0.0,0.0,0.0,0.0,0.0
