V1,LUX_A01_02,LUX_A03,LUX_B05_06,LUX_B07_08,LUX_B09,LUX_C10T12,LUX_C13T15,LUX_C16,LUX_C17_18,LUX_C19,LUX_C20,LUX_C21,LUX_C22,LUX_C23,LUX_C24,LUX_C25,LUX_C26,LUX_C27,LUX_C28,LUX_C29,LUX_C30,LUX_C31T33,LUX_D,LUX_E,LUX_F,LUX_G,LUX_H49,LUX_H50,LUX_H51,LUX_H52,LUX_H53,LUX_I,LUX_J58T60,LUX_J61,LUX_J62_63,LUX_K,LUX_L,LUX_M,LUX_N,LUX_O,LUX_P,LUX_Q,LUX_R,LUX_S,LUX_T,LUX_HFCE,LUX_NPISH,LUX_GGFC,LUX_GFCF,LUX_INVNT,LUX_DPABR
LUX_H49,4.2248,0,0,1.1677,0,14.0485,5.8509,1.0047,1.3854,0,5.1339,1.0338,45.4454,15.3074,42.1749,8.4407,1.0461,0.8738,11.9317,2.0705,0.0598,1.3303,6.1732,0.8184,50.5025,28.6974,15.2544,0.4396,10.5906,5.0823,3.1376,9.004,3.3061,3.9997,13.7062,9.519,9.7155,25.0064,7.6552,5.4971,0.8619,6.831,1.1672,0.9355,0.0,116.1131,1.7068,103.2763,238.9507,-193.4397,0.0
LUX_H50,0.2795,0,0,0.0106,0,1.6539,0.2382,0.0646,0.2042,0,1.1442,0.0973,5.4205,3.3172,15.4021,1.4333,0.226,0.175,2.5991,0.2126,0.0127,0.2247,0.2947,0.0136,0.5136,21.0151,0.1698,10.4258,2.0062,5.6477,0.4413,0.5168,0.1258,0.3579,2.5043,0.1679,0.1822,0.9905,2.2095,0.0507,0.0174,0.2914,0.0848,0.0192,0.0,10.2073,0.0122,0.2069,1.3701,10.2635,0.0
LUX_H51,1.4354,0,0,0.0605,0,5.4736,1.926,0.2893,0.4866,0,1.5908,0.5891,19.444,4.2324,17.1559,3.7736,0.9059,0.5248,6.7051,0.8091,0.0331,0.8047,0.9691,0.091,5.4676,16.5489,2.9254,0.2318,82.9126,4.2419,4.0366,3.372,0.4749,1.1965,28.7303,5.513,1.5475,14.071,21.4018,0.4315,0.1463,1.5371,0.3363,0.2852,0.0,47.5701,0.0186,0.6234,9.9755,27.5355,0.0
LUX_H52,0.1642,0,0,0.0017,0,1.0912,0.0643,0.012,0.1443,0,0.6395,0.1263,5.1828,1.9957,6.0148,1.2218,0.1825,0.1058,1.4463,0.2148,0.0081,0.158,0.0212,0.0018,0.1954,20.5045,5.0322,1.5788,38.8968,6.4625,0.8639,0.1307,1.5561,0.0095,1.881,0.0133,0.1477,1.8892,1.4683,1.3063,0.0083,0.0569,0.2361,0.1062,0.0,3.7822,0.0,0.0159,0.4009,5.4985,0.0
LUX_H53,0.0068,0,0,0.0052,0,0.2438,0.0073,0.0067,0.1405,0,0.2364,0.0809,2.2553,0.4342,1.1798,0.4513,0.1194,0.0518,0.8266,0.041,0.004,0.1225,0.1692,0.031,0.377,11.9203,0.1894,0.0335,1.1224,0.7387,10.4685,0.0267,0.1868,0.8233,8.9288,20.1476,0.7842,3.333,3.2406,2.052,0.0476,0.8685,0.0336,0.2052,0.0,1.0333,0.0,0.0,0.0,2.4157,0.0
LUX_I,0.0932,0,0,0.0604,0,1.4397,0.3568,0.1385,0.367,0,1.3447,0.7277,16.3501,2.7767,11.4671,3.3983,0.7894,0.389,5.9654,0.3533,0.0283,0.7717,0.2996,0.6137,10.2004,20.2985,4.8935,0.4319,40.1343,2.7767,1.2165,6.4304,0.6714,3.8286,25.913,21.4031,3.3187,44.6572,24.9677,10.347,3.0926,57.6668,1.6793,4.7587,0.0,540.0412,0.0105,0.0,0.0,0.0,0.0
LUX_J58T60,0.3703,0,0,0.0217,0,2.5521,0.8425,0.1249,0.2367,0,0.4226,0.1867,6.5518,0.9125,3.8477,1.0929,0.2171,0.1211,1.7173,0.1326,0.0101,0.1956,0.4427,0.1971,1.8609,18.5844,0.501,0.0538,1.3954,0.2584,0.225,1.0569,5.9627,15.8851,35.1732,7.7545,0.9665,35.0789,3.5369,1.2896,0.2736,0.9392,4.7056,0.452,0.0,90.3657,12.4504,71.9293,8.5603,2.9409,0.0
LUX_J61,0.3662,0,0,0.1112,0,3.1321,0.9888,0.1459,0.4863,0,1.0092,0.4104,12.7831,2.7412,7.8718,3.6052,0.8312,0.3376,5.389,0.3581,0.0245,0.7575,1.7766,1.4533,18.4315,35.5539,4.566,0.2885,6.7775,2.2005,2.2071,2.2128,2.026,356.0101,860.4177,47.7412,7.6071,65.705,16.8009,9.0269,1.4001,6.8329,1.7172,1.3985,0.0,70.8391,2.0886,1.8553,19.0362,6.9721,0.0
LUX_J62_63,5.2779,0,0,0.445,0,45.6814,11.7241,1.9052,4.8626,0,7.9138,4.0791,105.3986,17.2206,69.5702,19.5733,6.0472,2.5876,36.0656,2.8797,0.1855,4.0894,19.2424,6.7564,125.8683,408.7852,21.1091,1.0896,46.9065,7.758,8.6915,13.9926,29.4513,56.7196,1436.5002,373.1725,19.3104,2110.7388,73.2269,53.7074,11.2049,25.6688,15.4492,11.9903,0.0,221.5982,0.6649,28.939,312.7352,46.4304,0.0
LUX_K,8.6428,0,0,0.5767,0,22.237,6.1373,1.7231,3.8669,0,11.2936,3.3582,123.305,30.4293,108.5184,27.975,5.2137,3.0925,44.9242,3.1728,0.2691,5.0631,8.2276,1.8116,67.7938,226.2553,35.414,3.7432,84.8048,15.3721,7.8337,11.04,11.9718,18.6118,182.3143,39257.8202,199.2349,193.3464,107.6465,53.3121,1.8061,28.2073,2.3684,5.4623,0.0,725.2293,0.161,2.0594,6.5271,164.1791,0.0
LUX_L,1.1816,0,0,0.5266,0,10.2111,7.1755,1.1952,3.1571,0,3.9713,1.7722,84.3618,15.039,39.8398,23.1836,3.8548,1.6416,25.3581,1.7837,0.2,5.4675,9.5991,0.8527,132.4354,467.7981,46.9208,1.3044,32.4978,18.9753,11.1279,63.8144,8.794,41.0232,311.6554,254.869,139.2587,316.8543,105.4654,114.0685,7.0763,99.3092,8.1986,33.8948,0.0,4282.0249,1.1805,0.9273,131.0695,0.3438,0.0
LUX_M,8.6597,0,0,1.8113,0,75.7308,29.6337,2.7709,10.107,0,36.4726,28.9106,369.8393,74.459,290.359,78.7161,28.4537,10.8355,132.7447,12.9219,0.775,17.5245,26.6505,32.7929,711.3166,959.6769,98.8067,6.0152,128.65,36.3671,17.6721,39.0232,44.5891,128.5996,1157.7727,4278.7966,170.18,2521.7559,307.8694,132.9051,60.8572,97.1093,23.8756,32.9834,0.0,93.8689,2.7609,6.6625,765.2336,37.7769,0.0
LUX_N,1.5494,0,0,2.2358,0,20.9009,19.8098,2.2874,3.0236,0,8.0422,4.6854,131.2201,23.1199,75.2307,30.2217,7.2665,3.2377,49.4813,4.4786,0.2774,6.5381,10.3485,12.6865,349.3714,233.8884,37.6944,3.875,106.1988,18.6264,9.9608,10.3203,5.9575,56.2328,402.2209,68.9162,27.4063,665.8735,240.469,34.6362,8.2731,17.1948,7.1618,9.1479,0.0,135.741,1.2507,4.3114,17.8411,9.4618,0.0
LUX_O,0.1739,0,0,0.0292,0,0.7901,0.4552,0.0716,0.6388,0,1.6337,0.9794,20.2604,2.9043,14.1236,4.571,0.662,0.3793,5.8964,0.5536,0.0484,0.8727,1.2868,0.2289,12.6127,14.0567,2.5802,0.467,9.5695,3.2401,1.5533,1.8747,0.4147,1.3539,10.717,48.7063,14.3546,15.0407,14.2533,4.807,0.3848,3.7009,0.5484,1.0918,0.0,170.4443,5.2305,4875.1894,56.3507,-1.8466,0.0
LUX_P,0.1098,0,0,0.0235,0,1.2645,1.5102,0.1414,0.2145,0,0.775,0.5944,8.5867,1.7709,8.5233,2.0755,0.6658,0.2964,3.8152,0.2351,0.0228,0.5302,1.3174,1.4802,8.8478,21.5324,8.6654,0.1413,11.1825,1.4312,0.81,1.6697,2.5596,7.8834,35.2936,16.0856,3.7228,65.758,12.8613,14.4107,4.7841,20.2663,2.1796,4.3092,0.0,232.9906,89.9752,2251.2918,4.478,0.2888,0.0
LUX_Q,0.2451,0,0,0.0304,0,1.5831,0.7102,0.161,0.2051,0,0.4834,0.4037,7.0788,1.3513,4.0211,1.557,0.3142,0.1485,2.0014,0.1385,0.0145,0.3522,0.5569,0.4183,7.5103,19.3287,1.637,0.0946,1.9711,0.797,0.5434,2.5922,0.3793,3.0726,25.0338,9.9116,4.1517,20.1916,5.7739,25.1474,1.7102,104.8914,0.5276,2.2941,0.0,819.0966,1141.7564,3123.7361,0.714,0.3969,0.0
LUX_R,0.0441,0,0,0.0167,0,1.1567,0.3917,0.2595,0.1337,0,0.1844,0.0866,2.6104,0.5168,1.1992,0.5065,0.1033,0.0541,0.7465,0.0573,0.0069,0.1392,0.0863,0.3287,4.1145,16.4219,0.4513,0.0735,0.962,0.3482,0.2191,0.3485,6.7753,10.8151,20.5085,4.9944,1.5364,12.0552,5.0775,1.2353,0.2971,0.9563,6.4507,0.4049,0.0,208.9553,33.6159,193.3244,1.1024,0.3897,0.0
LUX_S,0.1979,0,0,0.1074,0,17.6571,2.1004,1.3754,0.2459,0,0.7512,0.3314,8.456,2.3475,6.7409,1.6084,0.3807,0.1969,2.6457,0.1927,0.0155,0.4357,1.1585,6.5062,38.6204,66.8827,3.8025,0.1464,3.5263,1.1228,0.601,1.3596,1.0881,4.4716,112.6879,59.9372,3.1244,41.2649,8.0642,2.8735,1.3307,13.5205,0.5234,3.7255,0.0,62.6902,191.3073,6.5607,1.4895,0.3267,0.0
LUX_T,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.3299,0.0,0.0,0.0,0.0,0.0
