V1,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,DEU_HFCE,DEU_NPISH,DEU_GGFC,DEU_GFCF,DEU_INVNT,DEU_DPABR
DEU_C20,1189.4581,2.5599,24.8475,40.0109,2.9223,900.8897,859.6949,580.0359,1138.2472,718.1083,12042.7838,3268.9367,6138.3055,882.2309,962.6216,806.8258,501.9463,428.6933,1338.1257,2083.0286,227.3906,564.9205,306.8984,350.0703,2641.7769,1366.8058,208.3409,74.0049,107.104,234.8937,69.3524,366.9526,160.7922,126.517,494.0326,457.3528,286.8258,742.9646,1317.6858,675.0489,207.1554,1225.9316,172.8134,558.298,0.0,11095.6592,65.2085,974.9999,4807.8601,886.3602,0.0
DEU_C21,189.3343,0.6964,5.4402,10.5607,0.6577,387.9567,74.8545,52.3885,121.5285,47.771,624.5852,3561.7085,323.9255,96.7587,82.0553,124.392,106.8577,120.1597,224.9369,309.3113,54.1895,134.3199,185.6882,158.892,840.1845,944.2638,133.2183,37.9991,40.6504,167.4161,33.9424,266.7407,100.9734,114.8115,105.7204,357.9846,324.0548,585.0002,713.4149,324.1589,91.9052,2644.0552,92.5137,431.3623,0.0,12220.0817,84.833,9532.2352,5432.2143,370.7425,0.0
DEU_C22,219.2332,2.3699,13.4022,8.4097,1.3962,1816.1509,325.0016,148.1984,694.444,113.6813,903.2866,917.3659,5352.6842,273.6361,138.6394,1114.2452,720.0508,1410.8959,4968.275,9843.2574,378.7242,1602.6338,248.1349,357.4923,10824.8324,2748.8419,273.7512,15.0923,29.7073,215.9863,41.269,144.9339,51.9615,90.2173,86.3095,111.0061,146.9169,604.4697,663.9371,404.186,67.5379,725.8975,57.3733,112.2678,0.0,9241.5081,21.3779,166.1908,3471.5426,833.335,0.0
DEU_C23,261.9821,0.3415,6.2111,17.1814,1.5548,399.3193,81.1746,568.0735,28.363,35.7137,525.4386,535.5749,336.8551,4529.6636,308.3037,443.0053,486.6187,560.8186,586.7239,1530.1238,72.4737,493.7947,682.4986,102.1838,18337.7701,264.9112,51.6481,7.6198,6.0844,94.5224,11.6464,241.7199,13.8726,113.3527,27.7123,57.1832,113.4947,176.7437,428.6768,312.8966,30.4965,181.6145,59.3613,109.551,0.0,5640.626,6.2825,51.7134,3892.7711,486.1273,0.0
DEU_C24,24.2074,0.0,43.8356,15.0447,2.0032,185.5295,9.9726,24.6882,174.1063,21.7617,1872.4607,146.0143,389.613,95.2257,23991.4556,9773.8298,1809.4524,4283.258,7217.9172,8176.7059,673.7426,2600.6083,228.1643,38.491,2687.1337,368.8125,103.889,1.0984,2.254,78.5007,8.5978,0.7878,10.1443,26.2121,5.1517,0.0,0.5414,110.7939,33.0293,57.8696,2.5911,1.0326,2.0456,13.5611,0.0,0.0,0.0,0.0,973.1487,1106.3213,0.0
DEU_C25,281.5027,13.4962,88.6697,44.3005,5.5026,827.8401,346.7912,238.689,134.2759,213.6743,681.1663,425.9056,1318.5669,296.0347,808.3774,19425.7368,1476.486,2497.3209,12891.9637,13531.7404,4051.9093,4574.1732,614.7854,850.6429,14669.1467,1920.2434,291.3268,42.0518,47.4645,338.8047,52.1635,204.7026,52.9283,109.7252,121.478,113.8786,310.6279,337.9508,1013.5367,611.5509,85.6374,295.4643,37.2929,125.8518,0.0,9025.005,19.0347,131.6214,19792.9304,1403.8556,0.0
DEU_C26,40.8053,0.5875,14.8445,17.7596,0.601,173.7948,37.1209,29.4337,202.5808,52.3641,201.2881,289.0227,99.1833,68.7901,174.2165,305.4204,5588.9003,2180.9252,1929.0052,1226.2117,167.4615,1900.4084,628.4527,127.0484,563.9672,1132.792,120.59,47.7043,75.3949,95.5186,74.0319,101.4963,265.4619,737.6814,542.169,283.6654,83.6715,919.5551,506.8228,980.6414,203.1371,466.818,187.1978,172.2682,0.0,10834.6515,133.2115,809.3678,17222.9798,704.0827,0.0
DEU_C27,147.8215,0.857,34.3145,30.9214,1.22,398.1712,79.3455,58.7455,137.8064,126.0984,307.3351,143.0957,223.8811,156.8328,380.397,677.5719,1312.3373,8402.4711,5142.1092,3511.2024,342.4239,1624.9672,1931.649,126.8541,7247.1668,797.7375,287.0706,72.4508,123.2714,167.6986,47.5136,495.2586,77.2671,228.9057,272.8547,175.2013,142.7651,304.6588,571.1871,390.3021,87.5555,335.702,59.6042,346.3438,0.0,10815.7726,53.2531,337.8157,12328.8165,858.8074,0.0
DEU_C28,1483.7307,2.7711,183.0755,114.5087,7.8671,1330.2705,275.8269,117.3491,407.9045,250.8173,740.3322,316.4113,546.6688,419.6049,851.7349,2722.5691,1042.7464,2124.3033,34223.7402,10942.8604,1442.4163,2653.501,1094.084,569.087,3950.4674,1667.5108,445.7275,328.9545,310.6587,253.6411,72.7765,364.7599,129.7144,250.6039,553.8685,331.5872,805.3475,674.6368,716.8372,719.0027,160.185,790.7307,66.2993,157.8511,0.0,7761.7809,130.8572,710.7848,53493.1754,2296.1308,0.0
DEU_C29,491.0992,0.9045,12.7038,26.1205,1.5163,289.2061,56.1222,83.7709,135.2834,57.1023,257.5348,401.3367,260.0206,174.6205,117.2642,679.0816,253.4442,623.0442,7723.8031,87570.2576,120.9382,434.9205,377.924,522.7021,1304.3867,6087.7108,2087.1472,62.9355,53.3804,2008.8995,1025.7211,216.5123,158.1647,188.1912,383.5806,470.8501,264.6649,771.937,1130.0314,748.5001,167.0981,407.0784,110.8753,112.9918,0.0,67488.8549,439.8826,1697.6879,68128.1246,3738.3442,0.0002
DEU_C30,16.7185,4.3444,0.0,1.1797,0.0244,1.0138,0.5486,2.4799,0.1542,1.6399,0.0,0.0,25.9066,0.0,5.9181,2.848,2.5661,82.944,7.4828,19.1254,12279.4985,2066.7667,5.7842,0.9432,9.2355,19.4895,19.8141,11.4349,383.2221,7.4366,0.0,1.1051,0.5881,0.0,0.0,0.0,0.0,18.2044,175.4754,3131.9724,0.0,14.7037,6.9778,0.0,0.0,4414.9666,0.0,453.9064,13519.8029,74.2946,0.0
DEU_C31T33,108.4269,1.4818,229.5078,296.9673,4.7507,857.845,286.0411,364.0768,543.786,183.0588,1242.6112,177.5829,462.1679,605.4579,1788.0666,1901.7594,1335.5684,990.6591,3722.2783,4435.3475,734.1617,3235.6526,1767.807,97.1129,644.5458,495.9871,1125.4086,651.471,1296.0915,161.0476,33.3942,173.6649,99.9725,442.0068,194.5427,159.1407,291.0551,424.4088,310.7321,964.0156,166.1645,7237.7561,99.5367,154.6101,0.0,25387.8334,22.1509,1016.4598,21189.7921,217.0082,0.0002
DEU_D,1338.3721,14.7365,181.3618,187.4455,7.0903,2848.8429,519.6808,556.8801,2093.4631,1294.8058,3609.4524,971.7271,2387.2979,2121.6594,4152.6045,2165.2985,952.6832,1209.5642,2825.8585,3261.3938,252.9681,858.8831,27260.7683,1854.8161,2621.1816,10622.0993,4124.7208,39.8507,45.4596,1254.8502,680.225,3155.4071,600.0508,1142.9785,579.7957,1936.9185,2943.4711,3345.9728,2030.0191,3602.1782,1728.8405,5368.4134,1062.3464,1644.6038,0.0,47698.2318,38.5901,751.8503,8963.5788,32.7038,0.0011
DEU_E,1132.2674,5.7743,190.5155,184.3295,1.6729,2737.5591,495.4816,400.2955,3848.4482,117.9454,2482.0967,351.4706,5195.7117,1385.4513,4296.2668,5050.0672,215.4381,311.0153,692.3472,981.2428,38.4261,367.0302,445.72,13971.5479,806.0865,2421.001,215.8401,6.6349,7.819,314.7097,110.0008,1642.16,165.2992,174.7914,208.1627,657.2634,549.1781,994.8728,1163.2895,3959.6679,526.2816,2106.0335,690.3435,757.3154,0.0,19016.8457,7.2765,1157.8229,1764.861,8.3409,0.0
DEU_F,1083.7316,5.7131,97.1515,102.136,4.6414,1411.414,283.3953,246.8532,663.6653,326.4828,1341.6085,1088.7712,595.3569,684.796,1304.6962,943.2594,547.9839,620.5531,1479.481,1995.8415,138.8604,481.442,5302.4814,4764.2811,31496.3319,4261.4587,1273.3219,41.7565,69.7642,4303.0991,797.6267,1859.9473,881.1428,1422.3481,641.8462,2249.1127,44246.5227,4061.0653,3315.7236,10704.3183,3534.7939,6345.5284,936.8496,1384.6997,0.0,5988.4476,1.4761,1634.4339,242552.0036,43.9603,0.0
DEU_G,3415.7592,55.368,410.8005,263.3274,8.7403,23250.8085,3078.5519,1703.4578,2948.4338,6266.6251,6739.5232,4125.0115,3962.518,2504.1936,4403.04,4752.9449,4412.7054,4531.4896,10824.6993,20421.9634,1941.4621,6071.9815,4668.292,1222.0663,12850.2374,21398.1825,5298.1903,1273.4034,1147.6933,8555.4009,5015.1779,7428.4803,1563.8695,1461.9908,1005.5009,1604.9562,559.618,4034.6705,4925.6464,6141.149,2148.437,12794.7452,1114.3838,1322.6756,0.0,174660.0754,192.4581,5977.4794,32952.9435,5426.3,0.0946
DEU_H49,526.3281,7.0492,157.189,133.7136,3.7961,3960.7212,296.1911,495.4309,812.7958,3338.5537,1757.8882,508.7535,895.0446,1271.7464,2217.594,1101.9795,770.393,855.8134,2261.2725,4085.0146,341.0985,1105.1294,1679.4818,151.3755,2651.0152,9114.6654,3609.914,634.4511,332.6096,8977.9751,870.0929,744.8541,285.4538,84.2666,96.8415,171.1948,142.4143,430.6133,3487.4074,1321.4049,1807.819,1230.197,103.7701,458.7706,0.0,24418.7039,11.5172,686.0283,3537.1533,2594.3793,0.2856
DEU_H50,49.4369,0.5398,12.4881,3.9088,0.1657,249.4889,24.4971,23.8525,38.2378,200.3881,105.921,45.1422,56.9487,47.881,138.522,90.2012,62.7663,69.0903,185.033,211.6508,49.9044,68.9913,81.573,16.0109,263.2678,391.7545,156.6846,94.3604,73.7667,313.6648,78.4036,64.6425,13.2781,17.3085,13.4843,27.133,35.127,65.9234,54.1117,76.6393,18.9715,110.1804,11.0678,18.9582,0.0,1099.9351,0.9468,78.4758,386.4654,2415.1441,0.0004
DEU_H51,15.9504,0.1548,2.8973,1.6207,0.0186,107.9444,9.3616,6.4314,13.4477,86.5221,36.4024,17.4232,20.2301,17.1145,63.8207,21.199,9.9399,13.2871,26.8755,68.4852,7.9051,14.2004,45.8573,7.9993,82.6355,97.7224,35.7966,20.9712,10.5032,67.6109,19.1716,27.767,13.7027,14.0783,120.3175,32.4544,9.0855,45.3276,20.9984,26.7338,12.0303,53.2182,2.8477,4.7636,0.0,165.8681,0.6138,13.7825,254.0144,2036.3799,0.0
DEU_H52,270.7546,8.8488,40.7809,67.899,3.1465,6727.2006,190.4232,264.876,313.4234,1097.8507,1019.5707,300.734,851.2508,763.6025,711.4134,823.1886,1034.908,847.8385,3235.3216,4588.7881,142.8581,791.9936,561.5213,113.1739,1539.3335,33731.2888,15160.2739,10478.7176,4544.8496,36068.8174,8803.7255,454.1519,113.5941,154.3102,124.7526,232.4983,152.0109,522.8783,681.002,525.7272,170.7297,433.5304,45.7647,97.1766,0.0,8466.6924,2.9371,2452.4574,1274.2873,333.2637,0.0168
DEU_H53,10.9803,0.2625,41.8952,27.3078,0.1865,386.5155,171.0942,10.3192,250.2928,115.7367,1308.9466,1332.7727,297.0783,71.8158,83.7423,557.5777,1226.9747,1318.4912,2728.1428,1308.8668,33.6139,812.283,459.5471,41.7575,178.1335,17754.4709,2014.5395,17.7297,148.5422,664.2132,2334.9409,1034.4648,551.6888,2295.3356,162.8572,1997.1713,77.6462,1713.3694,1573.6752,1949.5645,13.2335,853.21,487.1957,228.7289,0.0,2247.7399,0.232,125.6382,23.5323,8.0785,0.0
DEU_I,1.5415,0.7767,4.3816,0.7438,1.4686,54.7541,14.4237,3.9942,17.0011,33.1145,284.3872,64.0594,56.3866,17.6552,27.662,305.8754,137.9645,137.1839,647.5122,226.1013,16.9199,93.3851,57.6591,22.0824,1016.7663,1788.304,1120.9201,73.0781,734.6208,1316.1717,20.009,68.9606,646.649,150.9942,164.0765,793.9024,67.1344,372.5504,15229.8383,752.5348,47.1324,193.611,765.4859,584.2002,0.0,76259.9129,0.0,611.9555,0.0,0.0,0.0
DEU_J58T60,21.5939,0.1417,2.9849,7.7181,0.1648,388.029,31.8328,6.4497,108.6675,61.853,228.7477,251.3501,71.3044,62.9511,73.78,128.8092,231.8298,141.6354,257.6804,457.584,104.2988,103.0402,125.6459,301.6789,156.1723,1481.9057,232.2984,40.3087,36.0876,186.2124,105.656,697.3174,8043.6904,255.5173,1283.1022,953.3528,181.6884,7424.8961,1449.5812,2338.15,1641.1608,1500.0394,1136.9881,626.6587,0.0,16239.5546,3574.8348,5943.795,3887.7358,36.2844,0.0
DEU_J61,100.9716,0.5813,76.952,50.0946,1.1568,262.7031,23.4921,43.9725,142.998,52.4971,318.8166,187.3595,221.4073,206.0687,152.3849,363.5263,553.8221,421.3298,776.8957,895.5806,145.2553,274.0672,258.7666,236.0288,540.3716,2651.1313,321.2821,36.8283,67.4708,383.282,1926.642,1012.2745,2480.2803,16064.2373,1417.608,2152.2064,627.0027,2989.245,3857.1192,2217.5312,199.4128,854.4925,800.5255,434.3983,0.0,24330.1288,2.7815,241.1228,353.6622,16.0441,0.0
DEU_J62_63,58.8512,1.0581,81.1126,57.673,1.0685,832.0136,157.7481,104.4196,582.9184,207.0196,1813.5561,1521.6053,511.7097,393.2902,618.9209,1404.9122,1573.4651,1475.5613,3400.4032,3038.7471,478.1568,996.7043,957.7594,1827.0902,1013.724,7243.7612,1500.633,63.926,520.5953,2501.0809,1611.4061,530.3713,4160.4504,3533.7543,38631.0149,8708.1703,621.9862,13110.0718,4401.2178,6767.7729,3430.0512,4553.8823,952.6464,842.7419,0.0,5745.0112,59.6854,395.1908,24129.5251,62.4254,0.0
DEU_K,1361.263,1.9649,89.7773,159.4239,7.1752,1969.563,201.9913,379.2321,782.7418,500.5022,1554.2118,910.1504,878.2676,618.856,707.082,1148.0083,861.7695,967.606,2333.7203,3327.2723,368.8256,963.0739,2266.0691,1188.2267,5830.1902,10024.647,4895.4217,279.7197,276.098,3498.4914,520.0915,1735.4335,799.3315,892.0079,1371.3584,69509.9147,23744.5387,5592.88,4552.6196,5529.4483,2395.8693,4396.6782,617.9259,2135.4862,0.0,82128.696,5.5696,536.2908,723.589,180.0012,0.0
DEU_L,546.5719,0.9296,31.4803,39.0609,1.5598,3234.53,403.0677,477.3001,1052.2145,232.3746,1291.7387,929.1121,1140.1674,889.4882,694.0437,2166.7874,1090.9737,1332.0424,3641.0446,5380.4286,415.3164,1529.179,2624.052,1075.3721,23903.5486,31042.6421,1028.3046,73.8575,93.5458,2545.4171,673.6215,6418.5043,1557.1494,4968.5901,1258.5024,11731.6925,15511.2633,16520.2182,9156.8579,7689.4827,862.2181,6622.8052,898.821,1843.7549,0.0,309446.6966,0.0,601.8063,6859.6419,1.9944,0.0
DEU_M,918.4459,2.058,264.6979,422.8226,18.9898,7693.0992,626.766,447.4556,1397.6014,1399.04,5626.2323,4416.6772,2631.4356,2144.1299,1732.3317,2496.5435,3172.6656,4720.5979,10405.577,10787.892,1314.4662,3064.4872,3849.7708,4736.0565,5420.8619,15426.5579,3050.4461,121.0662,293.0643,2502.9775,560.3572,687.2896,2351.0731,1402.7958,4833.1714,22419.7944,16252.307,76566.0501,18628.9792,6231.9207,1730.0594,3228.4816,969.5789,1281.8405,0.0,9605.1652,1770.8486,15098.0861,70235.7545,132.1519,0.0
DEU_N,5383.236,5.5999,201.8394,353.2567,15.4944,6113.5417,643.5384,856.6793,2161.315,701.0323,4656.2459,4237.4515,2434.2953,2041.4126,1685.1188,3894.7587,2873.6141,3322.5142,8465.3308,10027.9308,2172.4715,3533.596,4514.4376,3573.8815,13190.5781,27723.577,5547.5244,1182.5559,1275.4323,7303.239,1631.669,3212.4881,4323.9879,2256.0743,3176.7731,14592.7153,3776.287,10909.2229,21674.0081,11139.965,2880.247,11827.0194,2891.7416,2731.7688,0.0,51885.7381,8.5646,1898.6406,11205.4223,77.3361,0.0002
DEU_O,498.6387,2.1245,134.2431,135.7084,0.3962,1710.6635,179.7859,231.3148,566.0142,270.1989,1413.6171,785.7241,602.686,659.6937,560.6027,650.8217,575.6456,722.8106,967.7944,1678.1781,139.6703,487.7698,11631.5457,1080.6397,5166.7746,2084.5439,714.8273,62.2736,64.991,562.9649,126.1784,704.1058,367.7625,224.1426,750.9566,851.4268,2376.7296,9220.0731,2828.4354,8357.4627,494.4019,1116.6771,270.6237,855.3799,0.0,13389.0176,13.0524,266559.0519,3960.6492,0.0997,0.0
DEU_P,33.3866,0.9879,1.5119,0.958,0.1552,193.3349,28.8972,41.8043,3.4485,50.0115,243.1463,219.6444,25.8591,3.6989,3.4525,163.8151,126.3547,310.6307,447.8407,1665.9533,109.3976,102.3917,57.6618,36.2589,24.3357,79.3981,132.6407,25.0868,82.8893,38.1574,137.9556,2.4424,160.1023,274.7107,949.5748,1748.5865,560.6568,2610.0718,213.1186,5008.5337,15701.956,885.1187,188.8789,416.7261,0.0,19811.4604,7793.6652,138419.6767,11220.5067,0.3208,0.0
DEU_Q,100.1116,0.0039,1.0476,1.2767,0.171,21.9001,1.0771,1.16,3.1704,4.1273,47.5494,36.1906,18.7999,3.2027,20.4704,12.7766,27.7199,22.0608,40.6164,144.2011,4.4873,19.3169,19.0664,21.9035,5.0568,150.7697,7.6494,2.619,6.0209,5.3116,3.0539,102.3695,14.2976,7.9951,70.0072,29.4784,1.7855,144.1225,46.6597,457.4208,494.7519,15621.3756,302.9025,391.2804,0.0,91167.3598,12501.9716,276341.1288,3175.0154,2.0275,0.0
DEU_R,18.3181,0.2576,2.107,3.1011,0.0522,385.931,16.6511,7.4407,44.1744,5.7115,34.0771,34.4733,13.1141,6.1154,13.1129,10.2985,13.9852,14.1453,33.8454,102.1332,9.9029,22.6144,114.3937,22.2739,98.5927,51.6065,10.2153,3.6525,5.3171,17.6678,19.4073,372.1564,4281.6083,91.3397,19.4192,690.9349,99.908,562.6245,90.6038,6012.3942,1197.719,238.9273,8622.2511,900.6649,0.0,28646.6272,2039.1107,16149.918,2003.3025,27.1854,0.0
DEU_S,129.8411,3.3568,29.5129,35.787,0.4082,543.932,101.012,43.3788,213.8011,135.0896,403.5738,380.1826,152.6134,121.1453,172.9538,180.7325,299.0977,237.216,345.9894,418.2328,47.9035,160.4028,362.7819,404.8062,1120.6527,2656.7882,293.0186,35.5758,56.6709,578.9479,8.6137,743.7511,259.4636,138.7686,362.6042,982.1975,122.7142,3503.6909,690.281,443.5374,213.4002,2093.7188,723.9112,6208.8949,0.0,48692.547,26646.245,9800.9648,309.9991,6.7939,0.0
DEU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8520.3189,0.0,0.0,0.0,0.0,0.0
