V1,MYS_A01_02,MYS_A03,MYS_B05_06,MYS_B07_08,MYS_B09,MYS_C10T12,MYS_C13T15,MYS_C16,MYS_C17_18,MYS_C19,MYS_C20,MYS_C21,MYS_C22,MYS_C23,MYS_C24,MYS_C25,MYS_C26,MYS_C27,MYS_C28,MYS_C29,MYS_C30,MYS_C31T33,MYS_D,MYS_E,MYS_F,MYS_G,MYS_H49,MYS_H50,MYS_H51,MYS_H52,MYS_H53,MYS_I,MYS_J58T60,MYS_J61,MYS_J62_63,MYS_K,MYS_L,MYS_M,MYS_N,MYS_O,MYS_P,MYS_Q,MYS_R,MYS_S,MYS_T,MYS_HFCE,MYS_NPISH,MYS_GGFC,MYS_GFCF,MYS_INVNT,MYS_DPABR
MYS_C21,28.9003,0.8025,0.1719,0.0106,0.2871,28.1446,4.366,0.7831,34.5622,0.0503,1.6946,2.7489,2.7471,4.1361,0.1072,0.1473,19.0736,0.8282,3.5527,1.1488,0.1644,11.5636,0.0243,0.0189,0.2011,37.2383,0.0799,0.0011,0.0265,0.0492,0.0109,2.0704,0.0076,0.3371,0.4284,0.2804,0.0541,2.3363,0.0801,24.6121,60.2125,308.7399,0.1225,0.008,0.0,291.7968,0.0684,62.0549,4.5504,-1.879,0.0
MYS_C22,58.9507,49.0427,5.5253,16.6791,20.2353,328.8374,65.0671,7.9345,41.2525,17.7224,399.7237,12.4913,2712.008,75.4212,116.972,53.3419,382.3476,67.0771,149.7977,1522.6364,146.0202,79.7375,3.2024,136.951,475.6186,2909.1314,627.4089,1.7485,74.5688,368.6109,0.0452,75.1742,0.0531,0.1463,0.1762,0.3552,85.2408,0.2562,102.4149,71.7387,1.2175,45.2292,0.4621,7.9785,0.0,2015.1761,0.0005,0.0018,13.4753,-20.6286,0.0
MYS_C23,42.4618,0.041,10.7811,4.9603,24.8327,96.169,6.2986,2.6335,23.4108,0.7487,178.4303,5.6058,34.1856,2688.962,44.2215,138.1567,734.6406,127.5795,9.6437,6.6159,4.3676,16.5222,12.7191,0.1883,6466.4782,116.8835,0.3545,0.2822,0.0665,21.366,0.0117,0.2013,0.0929,0.0144,0.0079,0.0576,80.8306,0.0553,0.1624,16.233,1.3494,0.6883,0.0887,0.0406,0.0,395.3535,0.0002,0.0788,3.8462,-1.8813,0.0
MYS_C24,0.3988,0.0649,0.5732,10.9038,13.5142,154.6411,5.6863,10.9409,33.7118,39.7731,47.2498,0.1402,25.6109,92.577,636.1928,3003.484,1504.5098,437.5023,537.9583,395.1485,132.6651,423.5669,47.4987,40.3263,1728.302,115.9163,0.1131,0.7703,0.1052,0.2429,0.0136,0.1542,0.014,0.0472,0.0236,0.0167,0.1832,0.0415,0.0807,3.9288,0.3102,0.0586,0.0374,0.0297,0.0,2.658,0.0002,0.0,7.2044,-2.8072,0.0
MYS_C25,44.7675,0.0933,62.0711,58.5947,48.558,119.9642,3.517,41.8829,28.6075,2.964,135.8486,2.1728,96.555,113.0809,1125.2034,559.685,2081.4731,1674.4682,751.4511,809.1706,348.0728,434.123,0.2297,30.3975,1763.0634,406.8913,0.4626,254.6611,0.1771,0.6111,0.0281,0.3995,0.038,0.0896,0.0874,0.2095,0.1457,0.1249,0.45,169.8125,0.8614,0.7521,0.8067,0.1006,0.0,304.1569,0.0538,0.0,1172.0108,-320.4516,0.0
MYS_C26,4.7183,1.374,38.403,1.6629,3.4771,56.2586,12.219,22.2056,388.9513,0.8803,19.2085,3.0209,125.4313,50.1009,73.0351,87.0673,20389.8558,867.5222,233.629,436.5446,167.0605,160.5454,27.7037,0.3149,184.2286,2117.8977,3.3181,0.1654,19.9298,4.8748,5.9695,5.6279,5.5425,348.3929,418.5391,159.4952,15.6525,340.1733,45.9381,285.6383,232.4045,162.8521,104.175,4.8502,0.0,1527.3244,0.0972,0.0017,4360.1935,-2041.4849,0.0
MYS_C27,6.5863,0.1135,11.3635,0.2073,4.8332,1.6921,0.4274,1.4599,6.9777,0.1079,4.9762,0.0963,3.8105,13.9059,184.0573,21.4018,1590.644,306.885,89.2478,44.5502,18.4081,73.4284,28.6597,0.2888,710.4621,202.4707,48.7539,0.5095,0.4712,50.5984,0.078,83.8317,0.2726,1.5803,1.8234,1.0728,0.2847,1.5842,6.7826,111.8715,15.7215,19.2777,1.9709,2.4395,0.0,357.866,0.0255,0.0,716.7525,-304.5165,0.0
MYS_C28,72.9942,9.9288,95.8662,22.7065,43.6323,68.7388,15.2943,24.8746,41.6541,13.4692,121.2077,6.5419,46.3668,100.2459,233.0263,75.8308,249.9227,34.428,584.8369,181.9353,160.0954,41.2074,10.1839,67.1745,83.4959,249.3783,31.7116,3.0647,5.7398,27.8761,1.0336,67.1388,5.3907,1.222,1.1501,1.7713,7.9032,2.0621,3.8948,41.5459,7.6391,6.8441,2.8084,21.2216,0.0,399.8523,0.0309,0.0,2757.4904,-1372.1918,0.0
MYS_C29,307.3032,22.8703,91.2004,21.5229,3.4428,39.3355,20.4158,103.1888,54.025,6.1544,61.4869,6.9363,38.2152,82.0958,213.1358,69.0857,306.4205,39.4847,118.4159,3897.1782,1323.3527,54.4958,6.9247,1.9029,95.9549,566.0022,47.5564,273.2749,91.9809,292.7036,5.2371,114.9955,2.7355,12.4414,5.332,127.7406,7.255,31.142,315.0056,1241.4867,453.5041,410.5328,101.3158,33.8684,0.0,3427.5511,0.0331,0.0,2607.5012,-892.1633,0.0
MYS_C30,0.1996,34.1628,0.0945,0.0549,0.1698,0.1416,0.0182,0.0942,0.1665,0.0149,0.2038,0.0093,0.292,1.11,0.9495,8.8858,5.2616,1.3794,0.8866,100.8065,597.3231,0.4209,0.0076,0.0319,1.4306,139.8936,33.8737,1279.2566,341.0273,0.1577,0.0035,0.0584,0.0027,0.0588,0.066,0.083,0.0112,0.0669,0.1587,161.2396,0.2461,0.2816,0.0642,1.3927,0.0,823.0328,0.0001,0.0,4517.0612,-1241.1165,0.0
MYS_C31T33,30.8715,9.9663,44.6152,18.067,16.7005,199.7362,32.2603,32.2161,34.2609,130.1722,145.9678,3.6213,55.8002,70.1596,79.6901,65.2261,268.9777,43.3304,62.4082,65.8172,29.0115,151.0217,29.1602,6.8614,179.7636,516.1787,41.1318,48.9691,45.3945,69.3153,10.6123,27.9466,6.6667,20.0467,8.3082,18.7579,24.4807,19.0715,43.6944,138.9721,75.5918,74.2156,178.8711,3.0099,0.0,1203.5293,0.0591,5.5067,209.5427,-88.8274,0.0
MYS_D,93.4402,22.6327,15.641,25.0532,67.0492,1422.8526,168.084,163.6554,230.8211,53.7789,771.5542,17.8668,325.1647,400.5177,959.3813,308.7521,1305.8933,151.5637,113.7688,154.3041,48.909,128.4375,208.3092,193.7279,122.7116,1698.6345,22.8372,6.4233,2.3028,116.3085,16.4749,375.0039,24.8539,230.7735,64.2409,19.2399,146.0191,141.3125,59.1377,818.3863,764.994,409.5874,270.5329,22.3523,0.0,3632.8766,0.2026,0.0,0.0001,0.0,0.0
MYS_E,48.4313,3.0068,6.066,15.346,15.097,124.1709,13.8749,10.7546,17.1099,4.1668,73.9805,1.7148,47.145,29.0407,41.686,29.9126,80.8429,10.6674,9.7308,11.3034,4.6899,20.6041,36.2622,604.1565,29.8299,554.1199,8.2907,4.7155,7.0616,12.0472,5.4042,101.5887,2.643,14.8953,12.7996,118.745,33.5313,28.2699,22.5386,228.8067,75.4284,201.7547,91.6989,3.8217,0.0,1116.8182,1.3838,127.991,74.6128,0.0,0.0
MYS_F,112.9997,3.4471,52.2815,249.879,45.7376,0.3253,0.042,0.0374,0.0547,0.0197,0.2746,0.0118,0.2112,10.6366,0.7777,9.3297,236.6629,0.05,0.0602,0.1004,0.0113,0.0769,1196.2462,39.1106,1671.1247,2304.6624,7.7771,0.0015,16.4457,39.0932,1.309,61.2479,54.4575,442.2217,459.7735,515.2483,1124.0417,150.3061,393.6888,766.6044,186.8802,80.8978,75.0041,0.0051,0.0,182.8849,0.3552,0.0,36227.9106,0.002,0.0
MYS_G,1786.0675,240.4996,768.7985,107.1895,100.95,8430.8244,466.0756,852.7471,834.0483,3950.5704,2782.2847,86.7384,2007.5572,1197.9365,1093.3568,991.7054,6492.1874,832.3659,581.3521,1676.4681,718.5593,621.6789,683.6566,135.7351,3803.0669,3605.8857,679.1845,335.1709,279.7896,560.285,54.8524,1965.8566,110.5205,147.7194,148.7368,218.5686,388.5178,206.6118,233.3878,761.6891,372.5721,375.6208,194.7286,32.4015,0.0,12628.4807,0.6413,13.4576,3661.7399,0.0,0.0
MYS_H49,99.6844,13.1023,38.8797,6.2928,54.7647,503.0307,28.9275,46.8924,52.8517,164.0574,158.0385,5.3263,116.0803,68.6924,69.1216,63.2679,487.2108,51.8782,38.154,114.929,45.7408,38.777,33.0312,8.3889,311.759,214.1039,59.5523,31.9671,132.9729,87.2827,3.4986,111.5117,5.2985,10.8604,10.2537,14.5601,21.9979,14.935,20.0084,112.8593,30.7122,25.1351,11.0602,1.801,0.0,906.5306,0.1409,0.7494,228.7957,0.0714,0.0
MYS_H50,96.7827,12.4144,34.2425,7.7446,34.0421,411.1263,24.9907,47.8572,56.4874,161.5946,170.3763,5.5427,113.809,74.4925,79.4777,73.4579,493.9807,57.2379,41.3929,101.7846,36.2426,40.9104,36.3371,11.6409,245.0513,224.4039,41.5643,13.1928,14.5986,33.6194,3.339,93.1799,5.1026,11.2167,11.0923,9.3873,25.8745,14.8308,15.2709,46.1318,26.4194,26.1462,11.7074,1.5299,0.0,774.3392,0.0102,0.7656,221.4093,97.6363,0.0
MYS_H51,53.9241,12.0631,111.0846,2.523,22.1732,245.3213,14.3515,21.0242,25.6167,55.9891,93.5881,3.966,54.4955,37.027,54.3797,45.0443,231.348,36.4681,26.0458,53.8364,24.4163,28.8339,14.8391,5.211,464.5886,74.3097,13.4856,4.3064,124.2936,11.124,1.0906,95.1382,16.2186,202.4787,108.5516,475.8,8.3228,297.1147,278.5584,763.3822,81.3371,96.7634,3.8975,0.5294,0.0,612.2688,0.1473,0.2839,82.98,46.3097,0.0
MYS_H52,51.5315,8.3297,116.9206,4.3429,206.5026,309.2251,26.9249,27.9175,34.1384,82.7965,101.7798,3.377,74.6128,47.2228,48.468,44.434,285.9026,34.2269,25.2842,58.6985,21.1252,39.3911,17.3186,6.7439,162.54,123.289,454.9837,333.1568,2384.4869,1123.8958,9.8606,49.6665,2.7425,6.6582,6.1377,5.324,14.6069,8.6844,13.831,766.7425,21.6607,17.8914,6.5438,0.7731,0.0,2766.608,0.5564,0.3192,116.9972,1.4365,0.0
MYS_H53,3.5525,0.199,0.4029,0.3434,2.4054,20.7309,3.4104,1.5664,7.6424,0.2629,6.9848,0.6176,4.7169,2.5767,3.8666,6.3703,20.683,3.4183,2.6116,2.1715,1.2943,3.6997,1.0235,0.5428,5.3497,97.3915,3.354,1.6882,0.8689,4.6501,146.9567,4.1299,5.7742,4.3599,22.5629,72.6099,6.883,27.2473,14.83,51.4654,123.8366,4.0801,2.3898,0.75,0.0,346.6613,0.0261,0.0,0.0,0.6395,0.0
MYS_I,78.6981,12.7846,24.0046,8.9711,10.2854,133.1793,3.7301,3.1187,11.8254,1.8554,23.8386,1.4723,11.9087,10.2044,24.1013,21.8201,26.5102,6.0065,9.2117,8.692,3.1211,10.8804,1.3591,1.5174,14.187,541.1025,4.6055,57.8347,294.1387,121.7741,0.7101,395.0961,31.1175,116.1398,131.2697,719.4439,46.5643,135.0646,222.5275,635.4888,206.8989,168.1575,208.4479,2.494,0.0,12432.5258,1.1695,0.0,0.0,0.0,0.0
MYS_J58T60,0.0,0.0,0.069,0.0,2.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9414,0.0,0.0,0.0,0.0,106.2433,0.0,0.0,0.0,170.7189,727.8099,84.3027,0.004,238.223,0.0,86.9767,238.8944,249.5251,78.1113,2.3255,12.8965,0.0,0.0,1469.4878,1.5986,38.8004,129.516,0.1701,0.0
MYS_J61,30.8116,2.9277,26.512,2.5078,14.5778,136.6187,8.0755,7.076,23.4006,1.5951,34.8575,1.8302,16.9856,13.7339,17.0456,27.1042,58.3783,10.5392,12.8725,11.3321,3.9484,19.9988,8.6248,6.3352,262.8425,1109.3459,22.4447,6.5972,10.1793,33.5894,14.6761,165.2304,177.6354,4939.7274,147.1682,353.3638,189.6746,120.6368,109.6161,138.8163,51.2359,43.6887,548.2787,412.0167,0.0,12395.2959,0.2132,0.0,0.0,1.4647,0.0
MYS_J62_63,1.2563,0.0,4.474,0.3241,10.1169,11.1769,0.5371,0.4821,4.0334,4.8533,14.9946,0.2349,3.0108,5.6423,3.0985,5.7587,22.2293,1.7136,4.3962,11.5575,1.5324,1.6327,11.5562,1.7936,61.9051,0.7438,4.6032,3.9069,7.5371,31.6918,16.4818,44.7355,114.9636,2069.6233,1830.2465,38.2103,3.3614,10.4835,3.6695,40.9671,11.7728,12.6509,0.0,0.1303,0.0,0.0863,0.1911,0.0,4210.8595,3.0051,0.0
MYS_K,556.4395,65.2716,170.2611,68.5399,101.8076,826.9566,76.894,85.6586,145.5026,107.2452,423.7597,12.7141,185.909,161.5793,261.3556,210.722,848.4938,121.3268,186.1476,214.1605,81.5024,150.0149,100.498,150.727,1583.4261,7114.7975,146.7934,61.6083,235.035,179.6617,51.4017,233.0665,78.7621,185.8169,175.2308,9525.5442,975.3671,959.6257,265.8631,78.4086,182.1747,419.4788,371.2514,263.5342,0.0,12233.5042,3.2051,0.7367,47.7272,18.1052,0.0
MYS_L,37.6839,6.3158,15.8311,3.4385,14.4821,96.4136,10.3899,15.7098,18.8644,12.6262,40.9875,2.5366,32.9316,27.8202,36.0545,23.8743,120.2736,16.7002,25.6749,43.8588,17.8496,18.1167,8.9632,4.2533,111.5613,387.0784,24.2002,24.2915,108.7216,47.021,2.4317,60.0574,6.8148,51.2717,23.5056,156.7928,503.5962,43.4636,92.9131,149.662,44.9855,23.5225,17.5764,4.9367,0.0,13628.638,4.6965,53.198,146.4761,-7.5913,0.0
MYS_M,42.1111,12.0534,31.1549,14.6091,30.5024,206.2754,24.6081,21.3444,28.7939,64.4696,77.4974,3.7156,38.0187,36.8911,30.4825,50.7492,176.6024,22.2607,35.7942,50.1992,68.318,30.7237,25.4894,18.1569,135.4497,221.6056,31.0338,24.9436,47.0369,73.3042,6.8271,72.4392,71.3488,231.8771,86.5256,1445.7889,127.6453,238.4897,287.8597,133.0132,95.584,48.7822,198.7308,5.1085,0.0,195.0551,0.2488,39.7302,148.8437,5.6392,0.0
MYS_N,28.6782,3.2777,20.1135,4.9142,52.8886,228.3674,6.3386,13.5662,17.0011,66.3231,64.8134,3.5331,24.0243,30.665,22.2866,27.3238,127.4409,12.4833,14.9236,37.1464,39.8735,13.8036,9.833,23.7424,119.9447,457.0236,146.4756,104.5345,31.7477,121.2168,15.1419,70.3667,28.9101,134.0755,58.3778,211.5399,59.996,85.5952,705.7259,122.7314,40.8515,39.4583,126.6763,31.6255,0.0,1243.171,1.021,53.8019,93.3763,-0.6593,0.0
MYS_O,0.0,0.0,0.0,0.0,6.0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.9969,2156.9792,146.6609,0.0,0.0,0.0,66.0068,5.9436,24194.4387,586.9748,0.0,0.0
MYS_P,0.0,0.0,0.0,0.0,2.0832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.3474,403.6067,18.6683,0.0,0.0,0.0,6468.6186,31.2784,12216.7329,0.0,0.0,0.0
MYS_Q,0.0,0.0,0.0,0.0,1.1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.8885,0.0,0.0,0.0,139.7964,0.0,2059.7437,0.0,0.0,0.0,4264.0818,39.403,5394.7575,0.0,0.0,0.0
MYS_R,0.0,0.0,0.0,0.0,0.2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.1571,20.2363,216.4533,46.7209,0.0,0.0,4817.551,19.0881,201.9632,0.0,0.4577,0.0
MYS_S,15.2769,5.3827,0.1069,0.0101,3.4232,13.6948,0.4846,0.0578,7.9836,0.091,103.7694,0.331,22.2883,29.2839,13.8369,30.1546,111.228,18.1554,18.7151,20.2211,51.5119,17.6201,0.1784,32.1894,21.5719,35.6302,36.3373,0.0399,0.929,17.7995,1.3577,3.7725,2.4772,45.6544,15.7513,17.0313,14.4451,18.078,3.2399,54.402,24.4573,14.1657,9.7482,65.0715,0.0,1220.2186,52.266,12.9737,0.0,-0.0005,0.0
MYS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33667.5682,0.0,0.0,0.0,0.0,0.0
