V1,BGR_A01_02,BGR_A03,BGR_B05_06,BGR_B07_08,BGR_B09,BGR_C10T12,BGR_C13T15,BGR_C16,BGR_C17_18,BGR_C19,BGR_C20,BGR_C21,BGR_C22,BGR_C23,BGR_C24,BGR_C25,BGR_C26,BGR_C27,BGR_C28,BGR_C29,BGR_C30,BGR_C31T33,BGR_D,BGR_E,BGR_F,BGR_G,BGR_H49,BGR_H50,BGR_H51,BGR_H52,BGR_H53,BGR_I,BGR_J58T60,BGR_J61,BGR_J62_63,BGR_K,BGR_L,BGR_M,BGR_N,BGR_O,BGR_P,BGR_Q,BGR_R,BGR_S,BGR_T,BGR_HFCE,BGR_NPISH,BGR_GGFC,BGR_GFCF,BGR_INVNT,BGR_DPABR
BGR_G,342.6803,2.3917,6.4963,46.6706,2.7378,794.7179,188.3635,42.8914,78.1228,261.1485,106.189,35.4738,154.8555,131.2293,344.2159,181.0825,46.0298,115.8639,171.287,180.7738,39.632,128.1428,152.5702,43.7431,398.1015,889.7593,518.6128,8.1845,34.3994,79.2126,11.4176,107.7036,24.1422,32.3504,78.5223,67.5223,97.416,156.7766,153.8079,47.3135,8.2438,47.8904,50.9184,76.066,0.0,2652.8101,0.9406,96.0144,411.859,135.7058,0.0
BGR_H49,66.7122,1.2984,1.6363,31.2931,1.4595,158.0285,15.6533,16.2836,10.2983,70.7044,17.8043,24.8023,14.0795,33.1057,157.2003,40.6399,13.751,39.5035,64.4711,36.1577,9.0548,23.7349,146.9439,16.9147,552.4284,395.6709,211.9964,3.0012,6.8291,259.2697,6.0587,20.9541,11.1995,13.1773,18.8191,10.3471,17.8797,36.0313,96.8051,25.4234,5.4241,28.0652,22.9569,11.0459,0.0,1219.3706,0.0159,144.4766,42.1295,42.1985,0.0
BGR_H50,0.9228,0.0114,0.0562,0.0618,0.0034,0.168,0.4741,0.0459,0.2604,1.0454,0.4328,0.0272,0.5429,0.9249,0.2174,0.1004,0.0452,0.1382,0.0826,0.0852,0.03,0.2552,0.8361,0.055,0.1469,0.7243,0.3998,0.0386,0.1027,0.2003,0.0627,0.0537,0.0805,0.0495,0.3227,0.087,0.222,0.6893,0.2249,0.0448,0.0486,0.1382,0.3234,0.1197,0.0,0.9481,0.0018,0.3817,1.6467,33.3031,0.0
BGR_H51,0.8798,0.0198,0.0568,0.2091,0.0657,1.87,0.5468,0.1359,0.3055,4.0385,1.0851,0.1286,0.5997,0.9816,2.2269,0.675,0.1096,0.4885,0.6809,0.375,0.2635,0.3942,1.8948,0.1119,2.5444,2.4734,1.383,0.0235,0.4233,0.8128,0.0398,1.0881,0.1563,0.1461,0.2333,0.183,0.1715,0.2054,2.9073,0.9455,0.0342,0.2229,0.1626,0.1817,0.0,152.6036,0.0002,3.1533,1.6535,11.8706,0.0
BGR_H52,35.6033,2.3716,3.9893,18.1123,0.7746,47.8001,4.3026,2.7455,2.5791,17.6101,4.9597,2.8817,3.387,11.6694,44.9107,7.9442,1.595,6.0382,8.7742,4.0285,1.5217,5.0168,36.1961,7.5634,112.582,279.0974,379.885,29.2568,19.0724,186.1746,53.9885,10.2379,8.2159,17.3928,5.0396,3.9922,2.5629,9.4845,14.9203,4.9841,1.0263,5.2176,11.3323,5.3043,0.0,315.8407,0.0249,182.5399,9.2304,19.3553,0.0
BGR_H53,1.9173,0.0781,0.0771,0.6775,0.0719,2.772,0.5303,0.3559,0.6302,3.7649,0.2577,0.5482,0.2471,0.6601,3.257,1.4975,0.4087,0.8022,1.6666,0.633,0.5758,1.3288,3.8649,0.7933,29.7093,52.344,15.1634,0.6417,2.8147,21.1508,29.0268,5.7478,8.5569,15.3229,3.7646,15.8926,1.3719,9.7143,10.5428,13.9443,2.0116,1.7858,14.915,1.7488,0.0,183.9214,0.0132,12.271,0.3588,0.3473,0.0
BGR_I,0.7507,0.0726,0.0391,0.5167,0.2007,4.6585,0.2921,0.1313,0.2008,0.4287,0.1267,0.2495,0.0804,0.3004,1.7367,0.738,0.4437,0.8005,1.1741,0.5042,0.3463,1.883,3.7022,0.2338,2.7744,18.2101,9.2933,0.1788,2.8348,9.5752,0.0348,6.2695,0.9664,0.2426,1.5725,0.9003,5.7186,5.4174,17.1576,3.9319,1.7501,1.6302,2.8762,2.0085,0.0,862.983,0.0,33.8864,0.0,0.0009,0.0
BGR_J58T60,1.6552,0.0467,0.0102,0.1563,0.0345,3.2716,0.699,0.4605,2.0058,0.4546,0.2013,0.3887,0.2096,0.7929,0.8815,0.4654,1.2421,1.8903,1.1716,1.0111,0.1874,2.4459,3.556,1.1674,29.7394,42.7004,1.209,0.1836,2.3895,24.3521,4.9071,12.7646,104.917,27.2369,20.6093,9.1277,1.6205,53.9775,14.1493,1.835,9.7896,5.547,23.1553,9.8008,0.0,248.2489,1.5722,65.0743,31.9592,0.3754,0.0
BGR_J61,4.8889,0.1204,0.0794,1.2455,0.2237,9.7983,2.4434,1.0252,1.3341,2.5254,1.0653,1.735,1.3071,2.1138,9.6396,5.0165,6.0436,3.2045,5.985,1.8858,0.38,5.8051,14.6899,2.3903,49.9464,66.514,17.8924,0.3705,4.6645,40.3066,9.392,13.8292,39.6867,174.1973,43.55,23.2263,9.6984,27.879,28.5324,5.861,5.7113,12.4488,33.7237,14.841,0.0,1010.6193,0.0056,10.3498,14.1826,1.3155,0.0
BGR_J62_63,22.0307,0.0357,0.0746,1.6354,0.5721,12.468,2.3596,0.5263,1.7834,4.4422,2.8866,5.6972,2.247,8.7318,9.6287,17.4552,52.5577,29.6636,60.6242,19.7354,3.152,55.6192,38.4875,11.6386,63.7765,325.2885,20.6564,0.1359,19.3842,232.8903,82.5158,32.2822,69.7195,214.1831,562.8304,151.5021,24.7697,386.5243,108.4819,56.0284,27.5101,51.2763,83.1462,9.5735,0.0,73.3849,1.4986,8.3549,537.1582,5.9192,0.0
BGR_K,149.1539,4.5354,2.2861,38.3754,1.4779,121.039,45.0506,10.2538,16.1425,37.0871,23.4386,13.2492,23.9224,28.284,108.6392,38.5201,12.2829,30.2193,38.8338,30.6506,7.8355,37.1494,72.4426,18.1374,448.1364,519.1383,230.9666,16.9356,24.3616,176.1764,11.2308,65.1944,23.479,41.9276,70.431,594.6989,513.3351,94.9286,95.9021,38.7298,24.2722,52.0929,52.0972,19.7314,0.0,703.6747,0.0655,2.9653,4.1717,0.3749,0.0
BGR_L,22.9174,0.1502,0.0594,5.986,1.0713,13.016,12.5972,1.0913,0.7596,1.6513,0.6928,1.3085,0.8522,2.6873,17.8495,5.3607,1.199,3.034,6.0176,2.0021,0.9075,7.2638,16.2872,13.2608,179.4544,422.7729,29.3359,3.6335,5.697,145.5461,7.5215,48.8625,25.1657,123.545,311.9812,35.2199,139.5157,114.0167,146.2001,30.025,9.8845,32.8124,99.3213,38.7242,0.0,5928.0283,1.2118,33.0899,83.5392,0.7188,0.0
BGR_M,177.5623,0.219,0.1414,5.9162,4.2307,109.4824,14.9338,2.4165,7.607,5.4981,5.4933,23.738,2.5676,5.8009,32.4615,15.6539,8.5788,22.1744,25.0775,13.8612,3.4857,18.2921,11.9364,12.3435,333.8964,328.5392,41.9002,1.3419,8.5917,71.0458,11.8946,37.7067,36.1655,38.6082,209.6041,65.3655,58.0279,720.6158,120.7122,30.2665,24.4244,110.198,129.7865,37.6631,0.0,379.7572,2.3575,93.8335,192.8549,2.9203,0.0
BGR_N,64.9618,1.3817,0.1027,2.2068,2.959,23.2894,4.9195,1.3491,2.6544,5.4117,2.4583,3.4329,1.5692,4.6969,17.6655,8.1263,6.4048,8.3557,13.8499,7.7534,2.1233,8.3378,8.0565,10.6177,218.0919,241.6021,62.023,1.5002,12.1523,74.1671,5.6221,32.0935,25.1379,24.0135,76.9341,37.6341,71.3633,137.4497,286.2358,33.3621,6.4359,40.8552,63.1209,23.3466,0.0,640.306,1.3599,395.4827,67.2205,2.2328,0.0
BGR_O,4.0973,0.0434,0.0137,0.2218,0.0935,2.9782,0.0869,0.1191,0.3638,0.2706,0.17,1.4294,0.0898,0.2047,1.1628,0.3322,0.1713,0.193,0.4133,0.1173,0.0268,0.4006,1.7402,0.9621,60.7964,93.1227,6.672,0.5473,5.0022,16.9505,0.3823,0.7853,3.9547,2.8321,4.7186,10.228,6.1579,8.6147,16.8713,41.5779,12.5007,23.7194,16.7255,4.3305,0.0,209.4816,4.73,4572.2826,19.0019,0.0568,0.0
BGR_P,1.7493,0.0083,0.0024,0.0493,0.0737,3.2427,0.1371,0.0512,0.8246,0.6775,0.0678,0.5451,0.055,0.1951,1.1929,0.218,0.3111,0.3179,0.394,0.3901,0.0806,0.6357,0.6938,0.4249,7.7881,8.5483,26.6905,0.028,3.6129,3.4515,0.53,5.054,23.7941,3.4057,11.5633,11.3667,15.45,13.873,23.3339,36.505,50.6504,49.8479,34.6982,3.056,0.0,341.1845,41.3062,2034.971,28.2208,0.0317,0.0
BGR_Q,2.1734,0.0018,0.0214,0.4567,0.0437,16.65,0.6783,0.0482,0.899,1.1703,1.2834,19.1913,0.8527,1.0035,1.8514,1.0966,0.3114,0.3143,0.5417,0.0673,0.0279,3.5274,8.3796,0.2055,1.2867,7.8415,16.2515,0.0111,21.5795,13.4157,0.0463,1.7368,2.532,0.3176,3.5828,41.1519,4.953,9.8505,16.5275,122.9036,9.601,95.9921,55.3552,1.1219,0.0,771.9717,8.187,2347.9637,0.3261,0.0284,0.0
BGR_R,1.2505,0.0335,0.0138,0.3947,0.0569,12.9711,1.917,0.1845,1.1407,0.7472,0.2908,1.2774,0.201,0.5728,2.2857,1.2078,1.555,1.2054,1.3228,0.6618,0.2169,2.1142,1.8747,0.6605,7.5907,11.0134,2.7984,0.0991,1.2489,5.5051,1.4602,61.282,37.6433,6.4392,18.7689,3.4891,30.2673,31.4743,8.9417,5.7858,13.4712,60.2513,932.0174,75.7995,0.0,698.7357,76.7964,320.7198,6.807,1.0003,0.0
BGR_S,6.4287,0.0464,0.1939,4.0176,0.1369,7.9211,2.2651,0.4609,0.5027,1.5163,1.4783,1.5539,0.4038,2.5969,10.0838,1.8032,1.4117,1.3322,2.3694,0.596,0.6124,1.6014,1.9257,4.6882,10.0586,62.1175,28.7808,0.0829,3.4726,32.8121,2.1175,88.2036,1.1389,4.7135,9.1315,14.6305,13.0348,12.3749,13.0229,2.144,8.056,93.4136,87.4398,110.2144,0.0,325.6323,225.2491,39.9067,11.1336,0.3201,0.0
BGR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5863,0.0,0.0,0.0,0.0,0.0
