V1,MYS_A01_02,MYS_A03,MYS_B05_06,MYS_B07_08,MYS_B09,MYS_C10T12,MYS_C13T15,MYS_C16,MYS_C17_18,MYS_C19,MYS_C20,MYS_C21,MYS_C22,MYS_C23,MYS_C24,MYS_C25,MYS_C26,MYS_C27,MYS_C28,MYS_C29,MYS_C30,MYS_C31T33,MYS_D,MYS_E,MYS_F,MYS_G,MYS_H49,MYS_H50,MYS_H51,MYS_H52,MYS_H53,MYS_I,MYS_J58T60,MYS_J61,MYS_J62_63,MYS_K,MYS_L,MYS_M,MYS_N,MYS_O,MYS_P,MYS_Q,MYS_R,MYS_S,MYS_T,MYS_HFCE,MYS_NPISH,MYS_GGFC,MYS_GFCF,MYS_INVNT,MYS_DPABR
MYS_C20,1651.1598,11.4683,32.457,75.4301,40.0838,811.2527,150.0727,415.1769,598.4343,928.7172,4537.4268,280.0705,3388.2041,694.7575,877.016,307.7247,684.4421,225.1528,115.0456,63.5434,36.3971,195.2466,31.699,104.2991,570.1608,201.1224,45.4538,1.477,16.1494,162.6664,21.2051,59.7752,46.6312,1.7721,1.4741,1.9687,47.713,48.7081,5.8796,36.2846,4.3818,18.2399,4.4647,29.0498,0.0,855.9864,0.1087,1.0958,3.9813,-32.6486,0.0
MYS_C21,25.9731,0.7043,0.1709,0.01,0.3048,23.868,3.9642,0.6914,30.256,0.0576,1.6516,2.5453,2.6633,3.703,0.0958,0.1119,13.0896,0.5963,3.0163,1.1024,0.1335,9.74,0.0218,0.0265,0.1899,31.5678,0.1196,0.0007,0.0266,0.0719,0.0088,1.6232,0.0056,0.2344,0.2965,0.1953,0.0504,1.6922,0.0603,22.5815,58.6275,291.3992,0.0807,0.0065,0.0,284.9112,0.0709,84.0825,2.7024,-1.1189,0.0
MYS_C22,54.854,45.1749,5.7603,15.6918,16.7954,296.7854,61.1365,7.2403,37.2247,21.0895,402.4669,11.9568,2546.7032,69.2874,97.1704,44.2693,312.4134,56.4461,131.8086,1431.1061,129.7348,69.7688,3.3876,126.6366,425.8217,2568.0716,602.8848,0.9653,68.6453,351.6469,0.0342,67.4927,0.0373,0.0954,0.1135,0.2341,73.0468,0.1774,79.4205,67.8218,1.0933,44.1569,0.2834,7.0823,0.0,1956.1286,0.0004,0.0023,7.1713,-28.2308,0.0
MYS_C23,40.3591,0.0512,12.0625,4.7579,27.3404,88.64,6.0163,2.6227,21.8511,0.9199,188.4116,5.5025,33.2574,2552.1427,45.7528,119.5071,620.8491,112.1116,8.9401,6.8945,4.3111,14.879,10.1342,0.2197,5967.9498,104.3367,0.4542,0.2682,0.0803,20.9564,0.0132,0.2208,0.0874,0.0148,0.0082,0.0629,70.9239,0.052,0.1651,15.7097,1.4753,0.9277,0.094,0.0459,0.0,379.1394,0.0003,0.1696,3.8658,-2.2667,0.0
MYS_C24,0.351,0.0568,0.6465,13.1053,15.7174,115.0317,4.5296,11.1781,27.5881,39.4078,56.0384,0.1151,26.3678,94.3386,619.9733,2692.229,1184.2952,348.5793,509.5573,413.7501,145.3254,349.6454,52.3309,46.8624,1894.7457,87.9818,0.1244,0.6483,0.1204,0.2694,0.0184,0.1501,0.0152,0.0507,0.0231,0.0178,0.1174,0.0423,0.0806,3.8545,0.3272,0.0711,0.04,0.031,0.0,2.3847,0.0002,0.0,5.7931,-1.9429,0.0
MYS_C25,43.5391,0.1,67.862,57.6188,52.1904,113.1343,3.4539,40.3241,27.1913,3.6978,143.996,2.1766,94.8809,109.301,1197.6824,493.7947,1791.6778,1497.4166,692.6846,794.1445,331.2252,402.936,0.2894,29.4027,1659.0932,374.4826,0.5588,238.0383,0.1981,0.7179,0.0331,0.3719,0.0378,0.0945,0.0927,0.2229,0.1403,0.1249,0.44,168.2774,1.031,0.8869,0.8006,0.1023,0.0,298.403,0.0555,0.0,917.4505,-211.8875,0.0
MYS_C26,4.3488,1.344,43.5126,1.6353,3.0456,54.0321,12.3977,21.702,380.5782,1.0624,20.4217,3.0893,126.2017,49.7763,76.1118,78.4787,18087.9515,798.5975,221.1481,438.2104,159.8943,152.6738,31.7586,0.2516,174.21,2008.8113,3.0634,0.1226,19.6913,4.4672,6.4258,4.772,5.3084,316.6089,379.4818,145.5438,14.7369,297.7503,40.3072,290.9919,251.7264,171.0692,95.0897,4.5909,0.0,1466.573,0.0987,0.0025,3360.9309,-1330.482,0.0
MYS_C27,6.4798,0.0986,12.9789,0.1776,5.2925,1.436,0.3898,1.3894,6.7658,0.1156,5.2081,0.0853,3.6737,12.4684,164.1809,19.4416,1426.6729,286.6847,85.5298,43.8874,18.091,71.6482,33.3353,0.24,695.0598,193.0047,50.8507,0.4729,0.4214,52.4706,0.0757,82.0612,0.2579,1.3774,1.5904,0.9193,0.2145,1.3278,5.9795,114.919,16.9798,20.2483,1.596,2.3303,0.0,355.7542,0.0269,0.0,572.7943,-202.65,0.0
MYS_C28,68.9786,9.0379,103.4567,21.7069,44.2718,62.8999,14.6385,23.2673,38.6231,15.705,119.6625,6.3976,44.1561,94.4688,214.5884,64.7173,212.2193,29.377,528.7053,174.2291,150.8975,37.0734,9.7439,62.6139,74.0612,223.9889,29.3147,2.5729,4.6831,25.9462,0.876,49.969,4.7337,1.0215,0.9834,1.5172,6.387,1.6088,2.985,40.0662,7.7899,6.771,2.2236,19.2928,0.0,391.4348,0.0323,0.0,2189.8758,-882.235,0.0
MYS_C29,287.7936,19.9237,96.5477,20.2495,3.5621,35.6791,19.3743,95.512,49.3008,7.3761,64.6277,6.6799,36.0272,76.5209,188.7273,58.2593,253.8616,33.8026,105.0381,3678.5054,1210.8873,48.4676,7.5095,1.7498,86.7301,505.4406,44.7953,196.1908,85.1454,280.536,5.4655,82.6496,2.4405,10.5589,4.5084,113.6275,6.8819,26.1825,251.539,1195.349,459.6223,407.1076,87.1753,30.4211,0.0,3419.9532,0.0351,0.0,1994.6825,-612.8175,0.0
MYS_C30,0.2247,33.9011,0.118,0.0588,0.1669,0.1537,0.0223,0.1025,0.1834,0.0196,0.2401,0.0104,0.3856,1.0122,1.0657,7.8929,5.5006,1.3348,0.8605,97.166,574.2571,0.4202,0.0108,0.0367,1.4399,128.0796,34.9663,1231.9946,300.6171,0.1965,0.0046,0.0549,0.003,0.0678,0.0764,0.0935,0.0142,0.0737,0.1607,147.148,0.3155,0.3332,0.0704,1.3325,0.0,810.9215,0.0001,0.0,3586.6459,-666.2241,0.0
MYS_C31T33,30.671,9.4147,40.953,20.1002,16.3062,206.9128,33.3131,33.0128,34.997,111.0411,155.6951,3.8572,59.1002,68.7847,88.0364,61.8996,261.1019,41.1759,65.4371,69.2893,28.3007,150.161,27.6544,6.4994,168.4776,477.6962,41.9388,46.2813,47.6439,76.6036,11.8876,23.7716,6.4569,18.5113,7.1114,14.9523,23.2004,16.1984,37.8822,133.3677,79.3528,76.0725,158.8343,2.8221,0.0,1199.4819,0.057,5.2996,168.0647,-58.9547,0.0
MYS_D,87.3133,20.8656,16.1356,23.5051,62.7805,1291.3187,157.3273,151.0388,210.3142,64.2627,768.6089,17.157,305.78,372.2786,912.3452,260.9281,1079.2428,130.2129,100.7073,145.2976,44.7411,113.592,223.207,176.6797,110.8552,1502.2956,21.9576,5.7692,2.1263,111.1365,16.302,301.0431,22.1531,195.3002,54.24,16.9349,136.9508,114.2106,47.5126,778.6669,773.0059,401.1826,230.0161,19.8827,0.0,3523.9513,0.2078,0.0,0.0001,0.0,0.0
MYS_E,45.0992,2.764,6.2619,14.4508,16.3267,110.7468,13.1572,9.9015,15.5662,4.9672,73.7667,1.6441,44.4123,26.9618,42.4927,25.2094,66.6725,9.1471,8.5958,10.6453,4.3124,18.2033,38.7323,560.1469,26.8995,491.2938,7.9864,4.2494,6.4951,11.5875,5.3741,82.6638,2.3591,12.669,10.8131,106.7807,31.4151,22.3742,18.2915,215.7545,72.3988,200.2372,77.8826,3.3977,0.0,1077.2845,1.4338,116.8448,58.6797,0.0,0.0
MYS_F,121.8402,3.6736,54.9037,269.587,54.0479,0.3803,0.0504,0.0445,0.0641,0.0297,0.347,0.0141,0.2475,12.0953,0.8275,9.1266,226.1008,0.0544,0.0666,0.1176,0.0133,0.0839,1481.4746,41.3275,1746.0337,2352.8652,8.6432,0.0017,17.5517,43.1794,1.4979,48.8439,56.3214,432.5727,448.6935,521.7153,1118.9149,140.4135,342.8297,843.0539,218.2887,91.6069,73.6758,0.0058,0.0,203.4893,0.4177,0.0,32311.6614,-0.0019,0.0
MYS_G,1659.572,220.5689,690.391,100.0637,92.7801,7670.3747,440.3263,791.2955,768.8944,3921.7789,2670.7719,81.7479,1871.7626,1121.0354,1029.5313,849.251,5639.7639,740.5333,529.1323,1577.0191,674.5867,555.8951,664.8014,125.1974,3485.3478,3227.9171,643.0183,321.5743,262.7468,527.7279,53.1388,1739.9117,98.9102,129.417,131.0288,196.5118,354.0787,173.8183,189.0989,733.4889,379.7658,367.0624,168.6234,28.4804,0.0,12261.801,0.6606,17.9206,2950.5043,0.0,0.0
MYS_H49,110.6393,14.4152,44.6036,7.5287,76.4301,548.3573,32.5872,53.803,61.8299,207.4958,196.5805,6.4545,132.9673,81.83,84.506,70.8241,534.5215,58.4332,43.1662,121.7328,47.1162,44.5033,39.7919,10.3356,402.0227,233.6789,68.019,32.7989,136.6236,94.8691,4.1942,114.889,5.6938,12.3704,11.1703,15.0781,25.9002,16.3128,20.5483,138.4452,41.837,30.8215,11.6249,1.7466,0.0,1065.2671,0.2165,1.1391,215.5849,0.0,0.0
MYS_H50,96.2853,12.4302,31.9034,6.9301,21.2845,426.568,26.2815,48.1581,51.738,170.4919,163.8658,5.1038,114.2195,71.3172,71.0091,59.95,379.6066,49.4797,35.1635,93.8203,33.8039,37.092,33.461,9.9856,228.7429,204.6202,40.5755,12.9501,13.564,32.0992,3.2695,94.1126,4.5879,8.7945,8.8165,8.8392,23.3409,11.2839,11.5642,41.6176,24.6469,23.3536,10.023,1.3274,0.0,775.8394,0.0156,0.8843,162.0989,0.6467,0.0
MYS_H51,64.247,13.5592,134.9948,2.9717,18.7597,291.9984,17.2846,25.4077,29.1601,77.2471,114.7238,4.552,65.6314,43.236,60.3067,45.3521,222.4426,37.3476,26.8584,58.4259,26.3337,30.685,17.6034,5.7518,492.8465,84.4913,17.2377,5.4268,132.3008,13.8037,1.4282,89.4453,16.9305,196.5667,105.2016,468.8667,10.1397,278.0631,252.0625,825.3502,94.5038,107.8664,4.2136,0.5582,0.0,710.0524,0.1708,0.4211,73.9067,3.8726,0.0
MYS_H52,54.139,8.3809,119.9673,4.2824,167.8989,310.9918,26.8371,28.4873,33.4121,103.3449,107.2562,3.4345,76.5465,47.221,47.5933,39.9376,252.7789,31.8142,23.8133,59.622,21.4383,35.8275,19.7896,6.4046,157.0559,119.869,420.125,286.8499,2103.017,1027.4546,9.5688,51.2279,2.69,5.9434,5.5687,5.346,14.2789,7.5541,11.3329,698.9705,22.326,18.1236,6.0483,0.7656,0.0,2670.4348,0.5579,0.5027,100.5467,0.0,0.0
MYS_H53,3.4464,0.1895,0.4357,0.3362,2.5926,19.5342,3.3437,1.5011,7.241,0.3262,7.2641,0.6158,4.606,2.4871,3.8416,5.5903,17.7497,3.0496,2.4005,2.1232,1.246,3.4113,1.1325,0.5195,5.0188,88.7547,3.3299,1.5746,0.8331,4.6139,151.8089,3.5074,5.3533,3.8314,19.7819,65.7835,6.666,23.6457,12.5845,50.5636,129.9389,4.1284,2.0971,0.6879,0.0,352.4045,0.028,0.0,0.0,0.1477,0.0
MYS_I,89.7914,14.2172,30.865,9.6111,9.9891,149.3274,4.345,3.5556,13.3212,2.7389,29.4741,1.7465,13.834,11.7172,30.5462,22.7797,27.0648,6.3747,10.0729,10.1107,3.4829,11.9268,1.7993,1.7168,15.8333,590.0278,5.4712,64.1695,335.5062,143.7408,0.872,417.5899,30.5256,114.9614,124.8924,597.8263,44.8945,139.0188,197.6412,730.8398,251.1687,199.6045,217.8577,2.7381,0.0,14095.0801,1.3413,0.0,0.0,0.0,0.0
MYS_J58T60,0.0,0.0,0.0838,0.0,2.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4302,0.0,0.0,0.0,0.0,103.2135,0.0,0.0,0.0,157.291,670.3712,73.2601,0.0034,222.6098,0.0,78.2953,213.5379,243.5363,80.9254,2.3343,11.8442,0.0,0.0,1450.1703,1.6406,42.166,101.9598,0.0,0.0
MYS_J61,30.4061,2.8532,29.6151,2.4847,15.1679,130.9144,8.0716,6.899,22.5412,2.0136,36.8063,1.8567,16.8744,13.4862,17.4417,24.1986,50.9689,9.5656,12.0377,11.2729,3.8395,18.6991,9.7729,6.1198,250.8653,1035.4545,22.8208,6.2598,9.9295,33.9071,15.3927,130.1469,167.6936,4416.3174,131.2297,322.8006,188.0916,107.5867,92.3283,139.6175,54.6707,45.2315,492.5339,387.3217,0.0,12038.3169,0.2185,0.0,0.0,0.1464,0.0
MYS_J62_63,1.4962,0.0,6.0131,0.3873,11.6341,12.9293,0.646,0.5671,4.687,7.3921,19.0987,0.2876,3.6089,6.6849,3.8514,6.2032,23.4164,1.8765,4.9602,13.8716,1.7613,1.8415,15.7108,2.079,71.2872,0.8322,5.6155,4.4728,8.8706,38.5989,20.8524,48.7101,129.5089,2232.497,1969.7008,41.346,4.0,10.952,3.755,49.4552,15.1631,15.7115,0.0,0.1469,0.0,0.0986,0.2308,0.0,3856.8927,0.0,0.0
MYS_K,536.2053,61.836,181.289,65.1425,104.8814,776.0893,74.5324,81.1794,136.5,125.4039,432.9773,12.724,182.3862,153.6573,256.351,187.5816,754.7633,110.3197,168.6595,207.3762,77.0702,137.1849,107.8183,143.7828,1454.1877,6470.8788,140.325,55.7988,222.8236,171.1767,50.3706,187.0712,71.1714,166.5455,155.1693,8884.882,930.3432,842.8138,212.9801,79.0528,189.195,420.8203,325.1277,241.8206,0.0,12053.9546,3.3427,1.2866,54.5566,9.3442,0.0
MYS_L,48.3442,6.8224,19.1331,4.5883,16.241,156.3356,14.4163,20.9137,24.0906,20.2933,62.316,3.4325,51.0327,34.8095,42.9963,27.0386,151.1232,21.9303,27.7108,47.7608,20.1522,22.0383,12.9352,6.2246,137.7228,373.5437,31.52,29.9901,122.1124,60.767,4.0517,62.4555,8.5169,62.5515,33.0047,170.0423,402.5929,39.0961,73.9718,145.4896,48.733,27.8784,18.2614,6.1885,0.0,12649.2448,6.8511,89.8755,182.3566,-9.735,0.0
MYS_M,50.9858,15.3232,36.7726,19.0442,40.0496,244.9651,31.1696,27.1277,35.7244,52.0472,109.5643,4.8049,48.8541,47.1165,40.4629,59.4446,201.6719,26.1827,43.8312,65.7237,88.2756,37.6065,33.9052,21.9371,170.8468,251.7889,41.0672,30.7643,56.764,96.1298,9.7708,74.1006,71.1025,249.9034,92.9954,1728.192,165.3075,272.2989,323.6864,166.3251,126.8528,64.2409,224.8709,5.2942,0.0,168.5468,0.2158,39.0156,121.4126,-1.1099,0.0
MYS_N,24.8741,2.035,14.5237,4.0997,54.2679,209.6428,5.6165,10.3881,13.7072,39.6278,63.1104,3.5301,21.3745,24.1809,21.2698,24.1918,100.7869,9.2871,13.3475,35.9394,38.5522,11.9106,5.6488,21.8243,103.7126,427.6275,155.2566,101.6582,32.0391,127.9467,16.1929,53.7604,25.7564,109.5021,52.5807,183.8664,60.0016,72.15,661.5964,107.618,39.464,39.6963,117.8329,30.6383,0.0,1315.4619,0.9689,77.5554,43.9706,-1.5173,0.0
MYS_O,0.0,0.0,0.0,0.0,2.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.9334,1500.0065,98.984,0.0,0.0,0.0,47.0796,4.4823,23820.3391,335.7616,0.0,0.0
MYS_P,0.0,0.0,0.0,0.0,1.3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.3186,300.4504,13.4828,0.0,0.0,0.0,4921.9987,25.1645,12831.3983,0.0,0.0,0.0
MYS_Q,0.0,0.0,0.0,0.0,0.8496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.2908,0.0,0.0,0.0,106.0823,0.0,1609.2138,0.0,0.0,0.0,3463.2558,33.7517,6048.7966,0.0,0.0,0.0
MYS_R,0.0,0.0,0.0,0.0,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6201,19.4922,202.4092,37.8356,0.0,0.0,4667.1538,19.4945,270.5783,0.0,0.0983,0.0
MYS_S,15.7028,5.5005,0.1256,0.0107,2.974,13.5691,0.5077,0.06,8.0061,0.1213,113.626,0.3512,23.0899,29.9807,15.3373,28.1153,101.1085,17.1508,18.2381,21.0108,52.8348,17.0375,0.2059,31.5745,21.56,33.9045,37.5059,0.0405,0.9378,18.2535,1.4416,2.9687,2.3794,42.6749,14.6856,16.0245,14.7407,16.3165,2.8038,57.3243,22.9083,14.8995,8.8993,62.265,0.0,1285.7446,51.6953,16.461,0.0,-0.0013,0.0
MYS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31089.4772,0.0,0.0,0.0,0.0,0.0
