V1,MLT_A01_02,MLT_A03,MLT_B05_06,MLT_B07_08,MLT_B09,MLT_C10T12,MLT_C13T15,MLT_C16,MLT_C17_18,MLT_C19,MLT_C20,MLT_C21,MLT_C22,MLT_C23,MLT_C24,MLT_C25,MLT_C26,MLT_C27,MLT_C28,MLT_C29,MLT_C30,MLT_C31T33,MLT_D,MLT_E,MLT_F,MLT_G,MLT_H49,MLT_H50,MLT_H51,MLT_H52,MLT_H53,MLT_I,MLT_J58T60,MLT_J61,MLT_J62_63,MLT_K,MLT_L,MLT_M,MLT_N,MLT_O,MLT_P,MLT_Q,MLT_R,MLT_S,MLT_T,MLT_HFCE,MLT_NPISH,MLT_GGFC,MLT_GFCF,MLT_INVNT,MLT_DPABR
MLT_C20,0.0152,0.0114,0.0093,0.0385,0.0184,2.3384,3.2745,0.0026,2.9459,0.0336,0.5655,4.4727,2.9875,0.2621,0.0001,0.2167,1.7614,0.0079,0.0134,0.0128,0.1259,1.7596,0.0629,0.1681,2.6868,0.7336,0.0299,0.0287,0.0677,0.3593,0.0535,0.5589,0.0556,0.0312,0.0696,0.2744,0.2929,0.665,0.1237,0.0811,0.0593,0.5451,0.3355,1.8517,0.0,6.0699,0.0126,0.0627,2.159,0.3234,0.0
MLT_C21,0.0156,0.0125,0.0045,0.0387,0.0091,2.05,1.3063,0.0028,1.1534,0.0119,0.2629,13.6034,1.1149,0.092,0.0001,0.0973,0.6679,0.0137,0.0444,0.0068,0.1201,0.784,0.0221,0.0957,1.072,0.3259,0.0508,0.0381,0.0289,0.1792,0.0885,0.2351,0.0268,0.0283,0.0502,0.4417,0.0549,1.0707,1.3719,0.123,0.0366,26.7533,0.195,0.6669,0.0,22.6417,0.0045,7.0223,1.6339,1.2555,0.0
MLT_C22,0.1896,0.9772,0.0103,0.0837,0.0369,18.0644,0.6077,0.2849,2.2516,0.0009,0.5164,2.8868,9.1822,0.167,0.0007,2.6524,0.549,1.1553,1.0485,0.3537,0.783,18.5276,0.1,0.1996,34.9097,8.9945,0.1684,0.7856,0.1218,1.0096,0.6224,0.8257,0.0623,0.0227,0.9058,1.588,0.0356,1.1358,0.5003,0.7828,0.0333,0.3062,0.1435,0.8266,0.0,7.0167,0.0,0.0,0.2954,2.0765,0.0
MLT_C23,0.124,0.024,0.034,0.2266,0.0383,3.8832,0.2127,0.0046,0.2504,0.0004,0.0557,0.1666,0.4913,21.5965,0.0011,1.6456,32.3797,0.0122,0.0426,0.0411,9.8437,1.4821,2.1493,7.6418,103.2854,0.687,0.2241,0.0744,0.2445,0.5452,0.0618,1.0703,0.0169,0.0356,0.0781,1.6716,7.5097,2.6042,0.2443,0.8703,0.2647,0.4222,0.6415,0.9064,0.0,4.4181,0.0001,0.4303,20.0685,1.844,0.0
MLT_C24,0.0,0.0,0.0,0.0001,0.0005,0.0468,0.0007,0.0,0.0017,0.0,0.0006,0.0308,0.0016,0.0242,0.0,0.1865,0.4576,0.0288,0.0276,0.0072,0.0004,0.0233,0.0507,0.0134,0.0561,0.0087,0.0001,0.001,0.0001,0.0025,0.0,0.0001,0.0,0.0001,0.001,0.0006,0.0018,0.0097,0.0022,0.0002,0.0002,0.0005,0.0044,0.0006,0.0,0.0039,0.0,0.0,0.0783,0.0059,0.0
MLT_C25,0.1842,0.1043,0.0726,0.2959,0.113,6.712,0.1887,0.0249,0.3259,0.0234,0.1381,0.2464,1.186,1.8847,0.0012,20.366,25.9619,0.2311,2.2282,0.0987,0.5399,9.6439,0.4262,0.4404,51.1502,0.8833,0.1135,0.1613,0.2948,2.6079,0.1869,0.2881,0.0529,0.1191,0.4983,1.01,0.7568,1.0201,0.2172,0.8649,0.058,0.2565,0.4649,0.3079,0.0,6.0962,0.0002,0.0338,11.3451,1.2126,0.0
MLT_C26,0.0067,0.0029,0.0137,0.057,0.0158,0.0368,0.0359,0.0023,3.253,0.0,0.0494,0.0375,0.0905,0.0296,0.0,0.0888,144.5979,1.0318,1.7515,0.0178,5.217,0.6415,4.0619,0.1286,0.7278,0.1519,0.049,0.0638,0.1189,0.4662,0.4275,0.0614,0.2212,31.257,43.7726,5.7899,0.0827,6.5673,1.8871,0.6565,0.031,0.1854,0.1426,5.654,0.0,39.7595,0.0,0.0,99.2452,9.7515,0.0
MLT_C27,0.0084,0.018,0.0125,0.0573,0.0152,0.154,0.0793,0.0017,0.1021,0.0003,0.0118,0.0384,0.1221,0.0685,0.0005,0.1925,0.2949,4.8548,0.8292,0.0099,0.2679,0.9238,0.9849,0.0715,8.486,0.3081,0.0713,0.099,0.046,0.1127,0.0235,0.1208,0.0388,0.2139,2.001,1.2872,0.1265,0.2775,0.1391,0.0178,0.0089,0.0491,0.0381,0.4379,0.0,5.7844,0.0,0.0053,12.1868,0.4458,0.0
MLT_C28,0.0008,0.019,0.045,0.2058,0.0349,0.0137,0.0389,0.0023,0.1558,0.0001,0.0126,0.0012,0.0264,0.011,0.0001,0.0612,0.024,0.0281,1.1311,0.0021,0.6292,1.0667,0.1284,0.1447,3.756,0.1021,0.017,0.2682,0.026,0.0339,0.0399,0.0022,0.0092,0.0098,0.0217,0.0532,0.01,0.0473,0.2434,0.0073,0.001,0.0165,0.0087,0.0561,0.0,0.9509,0.0,0.0,21.0782,0.356,0.0
MLT_C29,0.0072,0.0011,0.0,0.0002,0.0005,0.0143,0.0006,0.0,0.0042,0.0,0.0002,0.0003,0.0001,0.0014,0.0,0.0004,0.0008,0.0002,0.0002,0.0115,0.0023,0.0318,0.0329,0.0009,0.1527,0.2798,0.1768,0.0633,0.038,0.0212,0.1272,0.0027,0.0006,0.0005,0.0002,0.224,0.0011,0.021,0.0215,0.0003,0.011,0.073,0.0024,0.0055,0.0,3.4474,0.0,0.0,2.3346,0.1086,0.0
MLT_C30,0.0025,3.9702,0.0792,0.0249,0.0007,0.0587,0.0182,0.0004,0.0485,0.0,0.0038,0.0221,0.0442,0.0422,0.0,0.0187,0.0033,0.0048,0.0354,0.0,39.3024,13.2154,0.0036,0.0617,0.1084,0.1975,0.0618,0.0684,10.167,4.875,0.0269,3.7971,0.0065,0.0162,0.042,0.9583,0.0162,0.0832,1.212,0.952,0.0609,0.0878,2.0107,0.0178,0.0,14.4378,0.0,6.8789,114.3563,5.98,0.0
MLT_C31T33,2.0437,1.4876,0.3529,0.8066,0.1959,2.8919,3.3782,0.1863,2.0591,0.0103,0.1364,2.0216,1.4382,1.4246,0.0002,1.916,2.489,0.2175,0.5802,0.0797,4.365,27.4753,3.3931,3.3758,13.4176,8.4155,3.698,4.9133,12.6435,3.9586,4.4838,3.871,0.1614,0.8117,3.3294,12.9492,4.9002,4.9431,4.5102,14.0977,2.3206,46.3334,46.121,1.3369,0.0,79.0789,0.001,3.5713,66.6968,1.3294,0.0
MLT_D,1.5356,0.157,0.0199,0.2076,0.2001,17.3653,29.6429,0.0965,6.6863,0.0016,2.1929,4.3984,6.5277,3.1023,0.0029,2.7631,40.844,0.1807,1.0788,0.0851,0.617,11.0682,513.5712,33.9135,11.2276,17.7136,1.2469,0.8396,0.7225,4.7073,3.9649,26.7018,1.0591,3.278,28.6123,43.5689,4.6964,11.1241,1.4066,26.1035,9.9094,30.4059,15.8751,2.1052,0.0,92.8237,0.0,0.0,0.0,0.0,0.0
MLT_E,1.1929,0.2081,0.058,0.2736,0.0949,5.3634,0.9902,0.0227,2.028,0.0025,0.299,0.7599,1.0199,3.3951,0.0077,0.8547,0.0541,0.0492,0.1909,0.0169,3.0113,2.0912,0.9803,80.7631,6.0439,4.5002,0.531,0.6791,0.7537,1.0066,1.6461,6.2698,0.1932,0.9958,2.5452,14.7572,1.6388,4.7841,15.6797,43.1601,1.6286,11.3146,2.7876,1.3293,0.0,75.6526,0.0,18.3334,1.9799,0.0,0.0
MLT_F,5.3677,0.6667,0.3172,1.4286,0.3056,9.3369,9.6451,0.0294,3.9382,0.0133,0.7522,3.0491,1.0687,16.0569,0.0026,4.6529,20.1471,0.443,0.62,0.0706,6.6294,20.8927,10.6014,18.2361,511.068,34.6711,13.7806,1.4719,6.5289,38.4747,1.7524,34.9629,0.6008,1.0557,3.587,73.5627,85.328,17.186,12.6908,25.2333,19.3956,11.9002,25.6966,7.8323,0.0,19.516,0.0006,32.4088,1121.1359,1.3792,0.0
MLT_G,14.0403,15.3376,0.5248,1.5387,0.4356,160.8877,52.4401,0.5442,39.1022,0.1821,3.6111,29.7121,18.193,21.2768,0.019,15.5828,65.0443,3.8263,4.6289,0.7317,17.719,39.1318,65.9865,9.0313,136.8056,28.3092,10.2938,7.6176,11.0929,7.1695,9.1095,135.7127,1.9434,5.5881,12.0977,63.8624,9.6449,20.2471,10.0036,11.4974,4.1414,42.8886,19.8504,12.6173,0.0,492.16,0.3448,7.5068,148.3451,25.7711,0.0
MLT_H49,0.7948,0.9693,0.0292,0.1307,0.1034,9.5277,2.1611,0.04,3.2032,0.0125,0.325,1.7444,1.4707,3.2221,0.0056,1.4646,4.9634,0.2601,0.4868,0.0497,1.4673,3.8734,5.2756,0.999,13.078,8.8021,18.1437,0.7709,1.614,1.0899,2.4687,6.4258,0.2405,0.3019,0.8453,9.1832,0.6266,1.6116,0.6544,0.8439,0.2562,1.8356,1.3517,0.7565,0.0,40.0379,0.0288,2.4486,0.8801,0.001,0.0
MLT_H50,0.2139,0.2156,0.0054,0.0352,0.0105,2.2493,0.8165,0.0107,0.7079,0.0036,0.0594,0.4247,0.3235,0.6991,0.0004,0.4204,1.8868,0.1145,0.1533,0.0168,0.3894,0.6872,1.6726,0.1436,2.9593,0.4391,0.168,0.2407,0.5608,0.1834,0.0976,1.8408,0.0329,0.1924,0.4185,0.8173,0.1398,0.2976,0.4247,0.1745,0.0424,0.4943,1.0747,0.2515,0.0,4.9349,0.0011,0.246,4.5137,7.8156,0.0
MLT_H51,0.0995,0.0963,0.0058,0.0187,0.0062,0.8694,0.3621,0.0042,0.2406,0.0025,0.0099,0.1619,0.0806,0.325,0.0004,0.099,1.1304,0.0295,0.0233,0.0076,0.1608,0.2481,0.7322,0.1246,1.0544,0.6032,0.1349,0.3416,1.1396,0.1763,0.0465,0.7024,0.0384,0.0223,0.2584,1.0717,0.0471,0.4941,0.784,0.1957,0.0437,0.2057,3.0992,0.1032,0.0,0.7739,0.0008,0.4063,2.234,6.7662,0.0
MLT_H52,0.2669,0.3954,0.0187,0.0828,0.0215,3.2767,1.0455,0.0113,2.0321,0.0043,0.0959,0.761,0.3845,1.0332,0.0021,0.6011,1.6054,0.4354,0.1081,0.0188,0.439,1.9813,1.936,0.2731,4.5501,11.6621,1.2797,6.5039,4.5159,4.4696,0.2316,2.8388,0.0418,0.1651,0.3174,2.4371,1.1677,1.0205,2.907,1.0386,0.1008,0.6462,2.2182,0.2516,0.0,8.8272,0.0011,0.1302,5.1991,1.3495,0.0
MLT_H53,0.0538,0.0156,0.0061,0.023,0.0183,0.4184,0.115,0.002,0.3944,0.0,0.0333,0.0503,0.0927,0.1185,0.0002,0.1701,0.0501,0.039,0.0632,0.0203,0.0801,0.3514,2.1157,0.2376,0.8436,3.4296,0.3682,0.3423,1.0311,0.4049,37.9614,1.4541,0.1609,1.9417,2.8876,105.026,0.1388,3.7644,1.4545,5.6932,0.3329,2.2497,1.193,0.2014,0.0,22.5158,0.0,0.0,0.0,0.0489,0.0
MLT_I,0.1413,0.1632,0.0129,0.0302,0.0639,1.8635,0.342,0.0062,0.9417,0.0014,0.3277,0.0762,0.3907,0.1178,0.0008,0.7229,0.4159,0.1296,0.5937,0.0512,0.1385,1.889,3.1185,0.3186,4.5279,10.1402,0.5064,0.4993,12.7829,5.3834,3.6591,10.6956,0.5284,0.5051,5.3207,108.5025,0.8072,26.2783,16.0135,9.3628,1.7667,17.2508,27.6935,0.1511,0.0,1028.774,0.0,0.3582,0.033,0.0,0.0
MLT_J58T60,0.0053,0.0149,0.0015,0.0005,0.002,0.2207,0.0069,0.0005,1.0799,0.0,0.0049,0.065,0.0048,0.0084,0.0,0.025,0.0221,0.0109,0.0014,0.0017,0.0341,0.2284,0.5662,0.0429,0.2777,1.475,0.067,0.081,0.1351,0.0618,0.5842,0.1922,1.3155,2.3637,3.5824,15.3069,0.2408,7.2034,0.1848,1.8325,0.6535,0.4891,6.6638,0.0305,0.0,12.643,0.1107,0.0063,3.5718,0.0088,0.0
MLT_J61,0.2136,0.1029,0.0154,0.0418,0.0207,1.0245,0.2827,0.0038,0.7775,0.0005,0.0484,0.3747,0.198,0.1804,0.0005,0.3327,0.1823,0.0608,0.0931,0.0149,0.2526,0.4212,1.4725,0.2729,2.1763,7.3065,0.4697,0.7675,1.7809,0.7587,4.7539,1.5704,0.198,17.8104,15.4521,90.2225,2.7163,8.4395,2.3199,4.9412,1.4775,3.4108,37.3128,0.313,0.0,82.9691,0.0002,0.0181,1.0567,0.1299,0.0
MLT_J62_63,0.0013,0.001,0.0,0.0001,0.0005,0.0056,0.0012,0.0,0.0221,0.0,0.0013,0.0012,0.0057,0.0053,0.0,0.0012,0.001,0.0003,0.0005,0.0,0.0032,0.0113,0.0094,0.0018,0.0163,0.0249,0.1021,0.014,0.076,0.0084,0.0065,0.0202,0.004,0.1365,1.8787,1.4693,0.0026,0.7451,0.0525,0.2272,0.0188,0.2093,103.4176,0.0062,0.0,0.1337,0.0,0.0077,14.8454,0.0,0.0
MLT_K,0.1725,0.1408,0.0057,0.0215,0.0214,1.1451,0.3498,0.007,0.7055,0.0011,0.0629,0.36,0.1963,0.4643,0.0003,0.4464,0.5235,0.1263,0.1007,0.0139,0.3439,0.7679,0.6323,0.1862,2.8198,5.6558,0.602,1.2385,1.6584,0.996,0.5058,2.5116,0.1306,0.8362,1.6687,1007.4764,8.3227,12.4465,1.5323,0.8572,0.3165,1.8062,21.1809,0.2927,0.0,40.6514,0.0003,0.1777,6.2059,6.2904,0.0
MLT_L,0.2076,0.1436,0.0126,0.0456,0.0353,1.3402,0.2024,0.0134,3.534,0.003,0.2131,0.7468,0.7564,0.5689,0.0034,1.4362,0.3014,0.2561,0.1975,0.0547,0.7902,3.4204,1.5617,0.1937,6.3056,53.3711,2.1048,3.8352,1.4354,3.2948,4.7368,23.3352,0.4413,2.5097,5.2158,53.3944,32.867,18.8007,5.5623,10.5385,1.4569,2.9748,61.7095,0.7752,0.0,753.4667,0.0,0.0,104.1187,0.0006,0.0
MLT_M,2.563,0.2017,1.7125,5.5008,0.4321,2.7554,0.8961,0.0281,3.8305,0.0043,0.5707,3.0638,1.7753,1.8093,0.0013,1.0491,1.9693,0.5028,0.2599,0.032,0.9619,12.0115,7.0402,1.8619,41.1182,15.3028,1.0298,6.082,9.6443,7.9715,1.2236,8.4162,1.0816,5.8681,25.4294,204.259,14.8269,109.4383,6.4491,31.9007,5.2046,5.0084,325.7639,1.5647,0.0,30.2303,0.2112,6.619,63.4128,1.175,0.0
MLT_N,0.342,1.4542,0.1957,0.2736,0.2292,1.7473,8.8917,0.032,1.7606,0.002,0.2012,1.9725,0.417,0.4592,0.0013,0.8474,1.0254,0.2049,0.0986,0.0093,0.31,5.6428,6.8619,1.9098,9.5102,24.4352,7.4888,10.8708,69.723,4.4012,2.1752,19.9755,1.3858,1.355,12.4035,250.3068,4.425,42.5397,127.0258,29.3544,5.6632,22.7482,201.3956,3.5519,0.0,71.438,0.2845,19.8826,9.7317,0.5531,0.0
MLT_O,0.7541,1.1181,0.0068,0.0359,0.0325,3.3846,1.1007,0.0131,1.5537,0.0012,0.8109,0.4278,0.165,0.4044,0.0026,2.406,1.4491,0.3253,0.0509,0.0291,0.6344,6.2251,3.28,1.0453,18.672,29.449,3.8309,2.5901,7.745,3.5173,1.1998,16.4949,1.3294,1.0089,0.6574,42.5135,23.2069,55.0794,11.0625,42.3016,8.14,11.541,32.1312,2.7268,0.0,54.3977,0.0275,1183.9587,49.8969,0.2893,0.0
MLT_P,0.1307,0.3039,0.0007,0.0033,0.0157,0.4307,1.4348,0.0386,1.8172,0.0001,0.0436,0.4511,0.1336,0.386,0.0134,0.2413,0.3613,0.6723,0.027,0.0021,0.353,0.715,4.4359,0.0802,1.1137,1.3188,0.3299,0.8648,0.2594,0.8403,0.4609,0.6919,0.2474,0.3092,4.412,29.2494,0.412,7.8895,3.3876,9.4185,2.8716,4.2111,11.1187,1.4935,0.0,194.1002,112.2769,496.5734,31.0502,0.0007,0.0
MLT_Q,0.9379,0.0071,0.0013,0.0193,0.0093,0.471,0.302,0.0049,0.2732,0.0,0.019,0.0272,0.1789,0.1526,0.0009,0.1637,0.095,0.0418,0.0421,0.014,0.2531,0.125,1.8883,0.2098,1.3011,1.7978,0.2038,0.0004,0.2089,1.0448,0.1302,0.9957,0.0334,0.0176,0.7301,6.6935,0.1373,18.965,1.0609,1.3756,1.5232,291.8448,8.7444,0.0827,0.0,246.1466,33.8803,1055.5324,0.1925,0.0015,0.0
MLT_R,0.0395,0.8565,0.0697,0.0449,0.068,0.7515,0.0494,0.0198,1.1136,0.0003,0.086,0.0922,0.1539,0.0503,0.0007,0.2206,0.0198,0.0837,0.0176,0.0019,0.0412,1.6066,3.9701,0.5622,3.5627,7.5002,3.0073,5.444,26.0429,1.1401,0.3895,4.4001,1.0678,1.0704,8.1567,19.3973,0.8232,13.2318,22.5782,2.797,1.5401,7.8313,1341.4789,0.1269,0.0,146.8676,8.5592,39.7513,9.5825,1.1497,0.0
MLT_S,0.0683,0.0306,0.0202,0.0446,0.0243,0.9421,0.3832,0.01,0.8093,0.0001,0.063,0.068,0.0708,0.3092,0.0,0.1439,0.031,0.0207,0.0525,0.0265,0.3354,0.5325,1.0957,0.0464,1.7982,1.8876,0.4453,1.0039,4.7281,0.6409,1.7944,7.9338,0.4624,0.5174,0.7297,29.5776,0.1446,2.586,1.3756,3.2898,1.2734,2.9879,1.1206,2.7488,0.0,119.1839,42.153,0.0002,1.7001,0.0031,0.0
MLT_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4668,0.0,0.0,0.0,0.0,0.0
