V1,ROU_A01_02,ROU_A03,ROU_B05_06,ROU_B07_08,ROU_B09,ROU_C10T12,ROU_C13T15,ROU_C16,ROU_C17_18,ROU_C19,ROU_C20,ROU_C21,ROU_C22,ROU_C23,ROU_C24,ROU_C25,ROU_C26,ROU_C27,ROU_C28,ROU_C29,ROU_C30,ROU_C31T33,ROU_D,ROU_E,ROU_F,ROU_G,ROU_H49,ROU_H50,ROU_H51,ROU_H52,ROU_H53,ROU_I,ROU_J58T60,ROU_J61,ROU_J62_63,ROU_K,ROU_L,ROU_M,ROU_N,ROU_O,ROU_P,ROU_Q,ROU_R,ROU_S,ROU_T,ROU_HFCE,ROU_NPISH,ROU_GGFC,ROU_GFCF,ROU_INVNT,ROU_DPABR
ROU_C23,4.9248,0.8023,2.039,0.6437,1.0336,61.1828,3.8831,8.0916,0.913,1.77,6.9875,2.5888,15.9374,151.3895,75.202,22.0552,8.4647,32.4662,21.7886,47.3304,4.0624,18.5828,13.6487,44.9235,2619.1415,44.0546,92.5587,2.2237,0.1166,2.2785,0.0,2.9655,5.0793,20.5021,3.7181,5.0607,53.9669,27.3662,12.9267,0.7502,18.9921,7.1733,39.5409,64.2289,0.0,470.5531,0.0,4.5064,2.6117,17.0306,0.0
ROU_C24,9.2356,0.0921,17.0816,1.7627,2.5019,5.9863,1.7406,5.3657,3.607,5.9546,21.5624,0.7038,7.2626,54.6676,870.9401,481.3695,68.9255,230.7947,334.9901,904.4544,65.1755,45.0875,48.585,9.4493,1440.481,78.4856,146.0714,17.3784,0.0,0.455,0.0,1.2103,4.5872,110.5254,5.108,0.0,8.5311,107.2689,32.6972,54.3151,5.7643,0.5637,25.5303,9.5632,0.0,75.3229,0.0,0.0,1.986,28.5852,0.0
ROU_C25,68.3355,1.8397,36.9775,7.3983,4.8118,47.3447,16.7461,53.9247,29.3937,110.203,66.1674,7.6663,79.6536,93.8491,160.9492,533.0321,86.1489,211.5825,239.808,326.8758,30.5138,114.2503,249.9721,14.8683,1445.1104,60.0491,326.0939,5.6024,12.3226,73.1292,0.0,1.9282,5.9651,15.1387,12.531,3.4603,37.4427,127.6294,30.0459,42.5183,1.8632,9.1534,31.2153,17.5646,0.0,543.7522,0.0,19.8621,125.6756,33.0645,0.0
ROU_C26,2.8013,0.2916,0.8797,0.5712,0.1091,5.7096,0.9061,0.7366,1.5243,0.4843,1.8664,0.2408,8.7231,3.1632,11.7919,8.0229,71.0432,37.8601,17.1623,49.8467,4.1222,10.826,15.6506,2.8027,79.9115,154.1344,28.9383,0.3394,0.3138,4.0461,0.9847,0.887,2.0245,65.2197,163.8862,11.7035,5.7284,32.3527,5.6048,4.3185,1.139,58.2768,3.0402,5.0827,0.0,387.7311,0.0,0.3099,354.7565,7.0777,0.0
ROU_C27,6.0914,0.731,3.6705,0.5275,0.3938,5.8667,1.0319,2.1051,3.0235,1.1528,1.6932,0.9205,15.5148,5.2276,25.0506,19.9968,45.8353,141.4209,46.9828,155.4264,8.2877,18.0186,48.6567,1.9762,237.4598,106.9046,91.395,0.817,0.1897,10.7183,4.2582,2.4313,2.8843,55.7056,58.1403,12.2037,3.2579,161.0217,95.8488,1.8618,0.9823,4.5086,4.3832,5.8929,0.0,1383.5775,0.0,3.5192,139.0721,21.0056,0.0
ROU_C28,1.056,0.5697,0.3725,0.0656,1.5083,0.6357,0.4539,1.6626,0.2581,0.0996,0.331,0.0805,0.8866,0.92,1.5308,0.5773,0.3596,0.4652,2.6689,2.2816,0.7209,4.7563,1.3251,2.1336,15.1166,2.1226,3.0083,0.054,2.018,54.0598,0.0,0.9113,0.4414,0.3327,2.0203,0.822,0.3815,1.0801,0.3284,6.5609,2.6213,6.2846,0.7141,2.7181,0.0,134.1615,0.0,2.1369,1590.1898,8.7471,0.0
ROU_C29,45.263,1.2806,11.8712,17.1458,0.2817,82.6525,8.3636,24.1925,4.2054,3.1848,12.3086,3.134,14.2954,48.1067,24.8043,35.1415,26.0367,124.4705,56.1372,2887.9961,98.7497,89.7044,70.5461,8.4197,278.9732,136.8508,2014.9962,1.0017,4.2002,1.0641,0.0,2.9996,2.0647,24.468,11.2553,3.4563,44.4694,235.6554,80.9141,14.7927,13.6099,15.5088,11.1547,8.8946,0.0,1880.4104,0.0,0.0159,1368.6089,48.722,0.0
ROU_C30,4.0523,0.638,1.0657,0.1287,0.0163,6.3851,0.1613,9.161,0.0584,0.684,3.3065,0.8111,4.6693,5.5305,7.9177,5.7068,0.0017,0.0903,11.4327,0.0178,87.5232,25.9515,25.9992,0.8719,115.4177,46.3141,402.002,38.6292,41.8513,0.0078,0.0,1.1524,0.0788,0.0642,0.0171,0.0,0.0657,2.7858,0.3759,0.0,0.0011,0.0135,4.6654,53.1735,0.0,344.0599,0.0,1.2702,107.2826,9.2079,0.0
ROU_C31T33,194.0501,0.2747,8.8033,0.5936,3.6914,18.1436,10.0144,17.2149,2.7232,3.4383,6.6079,0.9076,21.6535,18.7987,24.8344,43.8097,52.6613,41.1296,37.795,280.1265,15.8784,51.7689,48.0332,10.8134,324.8011,206.7671,451.1446,8.5962,16.4443,51.5514,0.6815,15.3469,5.1342,87.8126,4.0727,44.9166,129.9249,68.4478,11.7997,14.673,14.3013,36.7649,9.114,10.8484,0.0,992.9711,0.0,0.3169,688.3063,0.529,0.0
ROU_D,276.6408,1.945,147.3694,18.431,5.8882,431.722,154.9333,148.1118,95.4961,67.3962,349.5824,20.1633,250.8812,353.1343,459.7625,288.1301,101.2426,339.0945,255.8039,606.4089,67.4717,163.5376,2288.5524,244.0744,1553.7702,961.2884,176.2944,6.63,18.2042,232.5676,55.967,119.2532,30.2048,106.8245,312.5339,128.9257,233.36,605.7821,230.2507,39.4667,46.5119,113.4094,86.2408,96.3156,0.0,4451.966,0.0,38.754,0.0,0.0,0.0
ROU_E,37.6507,13.154,8.4322,5.118,1.6741,19.7795,12.3989,8.4609,8.3674,2.6263,3.6734,2.5862,12.4244,6.7563,6.7348,9.3003,5.0008,24.8024,5.2105,22.0718,4.5574,10.4641,15.4058,28.6574,1414.0716,84.8347,19.3725,1.4121,3.1966,41.7006,11.0929,70.9705,11.857,19.4349,55.8669,11.0619,19.9285,120.7736,46.0889,4.2253,131.1629,434.7846,29.7179,41.5315,0.0,1258.6874,161.3582,568.7248,64.5136,0.0,0.0
ROU_F,83.5812,2.0142,29.5803,10.3768,6.8225,207.3472,82.3757,49.0245,33.8242,46.5886,92.8926,15.9799,91.1618,131.2554,95.0122,68.8542,29.2191,82.2134,70.6321,99.702,24.9317,60.6168,660.8401,94.2225,2912.4747,1235.5482,1188.7487,9.4098,14.6499,138.5479,64.2935,152.948,43.3553,193.0197,186.6173,91.9491,594.344,432.0177,159.6052,760.252,185.0138,367.7172,278.1609,92.7615,0.0,1382.0305,0.0,1489.5442,31901.5891,0.0,0.0
ROU_G,1107.0802,88.715,54.934,22.2705,11.3783,2858.3948,397.0554,237.4583,98.8362,566.6144,326.17,40.7838,506.5723,305.6194,533.0741,285.476,201.4054,345.8416,240.4427,1302.8438,76.6064,329.7728,1039.4631,140.3634,2788.8578,3030.7809,1925.2213,21.1774,32.995,143.7628,33.9578,579.825,84.8146,295.7931,245.2014,88.5271,314.8447,541.4922,191.0733,246.9357,205.3473,1494.1366,142.9692,206.8027,0.0,18928.7806,0.081,517.4683,1436.6049,253.96,0.0
ROU_H49,242.1067,18.1937,33.1441,20.4394,10.8979,486.2202,51.301,88.6507,23.9262,308.7313,83.3533,7.3995,110.6232,129.8909,169.9129,107.3625,50.2715,96.4202,72.6775,346.0848,25.3831,88.297,474.5721,33.1854,1048.0582,1212.2378,386.4932,5.7475,7.5805,31.7796,48.3558,73.9525,16.314,39.8016,46.952,19.0008,62.0747,122.1746,59.5298,38.7785,32.1595,137.4808,38.6016,54.1766,0.0,6448.1754,0.0049,2260.8382,268.8985,112.5503,0.0
ROU_H50,17.717,1.1124,0.9962,0.8105,0.2412,32.0927,7.0583,4.0946,2.2946,23.1202,7.6152,0.7564,13.2202,7.4972,13.9923,8.2552,4.454,9.0889,6.2706,39.9567,2.1373,7.0278,35.9734,2.7512,62.3047,32.3172,35.6326,0.2175,0.5133,2.5363,0.3977,5.3733,1.9012,4.2755,5.4533,1.3358,6.4019,9.7436,3.643,3.4764,2.8433,18.9139,2.3534,2.8577,0.0,30.5728,0.0013,0.088,53.1401,226.0751,0.0
ROU_H51,1.2554,0.0109,0.0321,0.0097,0.0017,1.3311,0.4341,0.1987,0.1542,2.3572,0.8604,0.0413,0.9085,0.1563,0.5706,0.4558,0.1507,0.4946,0.2238,2.3838,0.0655,0.3019,2.6009,0.0716,3.7526,1.7622,1.4806,0.0051,0.001,0.0986,0.0055,0.2306,0.157,0.2215,0.1563,0.0231,3.6054,0.1747,0.065,0.0099,0.0497,0.6662,0.0344,0.0735,0.0,0.0011,0.0002,0.135,6.6607,206.1811,0.0
ROU_H52,98.0899,7.1764,37.5767,22.8536,3.7764,189.318,17.479,45.3275,9.6454,100.4443,38.7072,9.1253,64.3614,69.209,72.0471,52.0265,31.9182,39.1002,39.8441,130.9771,20.7572,41.3403,157.9424,18.3715,466.165,840.901,148.9319,22.3561,11.6654,24.0862,5.6051,20.7684,8.3713,68.3595,33.6123,52.7466,23.8423,73.6712,55.8845,139.6919,22.2265,116.3829,15.7275,38.3385,0.0,639.9459,0.0013,633.425,72.3048,13.56,0.0
ROU_H53,5.2543,0.0,2.3432,0.5978,0.3487,13.9852,14.141,9.8784,0.7323,0.248,4.2717,0.3139,1.3033,7.0278,5.5698,8.8911,5.8917,0.0,8.5432,25.8816,0.5466,9.1848,14.3484,3.0007,57.7469,713.4779,75.689,3.0491,12.7702,4.9485,13.1973,12.7649,1.3302,25.1339,6.444,0.9632,1.4043,38.2044,5.3449,39.8004,6.1337,20.6653,5.2332,25.1888,0.0,198.8451,0.0,0.0,0.0,0.4423,0.0
ROU_I,11.6239,0.8168,9.1082,1.6085,1.18,30.895,14.3271,9.1926,3.3788,1.8253,9.2417,1.2372,13.5318,17.8794,12.3839,22.609,8.833,12.3705,17.3037,54.097,2.101,8.7435,23.5582,17.2131,288.5878,342.0665,122.9608,7.7359,13.8927,26.691,6.467,14.5322,6.3299,50.2388,35.8378,26.861,64.5237,89.6054,48.8542,235.4361,74.555,130.8145,11.5692,30.7576,0.0,4185.945,0.0,85.9833,0.0,0.0,0.0
ROU_J58T60,22.8944,1.7413,7.544,2.6681,0.1826,20.6654,12.8655,17.0674,6.1559,1.7225,2.259,2.3852,9.3899,12.7361,23.3766,16.2102,21.2043,34.8133,15.2194,78.729,6.0807,20.8072,23.6351,31.7148,35.6844,325.5352,18.4292,1.1534,13.0432,34.7721,29.3824,77.1056,100.5573,56.2307,54.2273,58.3749,65.4633,118.9745,35.0668,116.7806,156.4689,76.187,151.3202,29.9777,0.0,348.9379,8.6264,209.5579,83.7552,0.7482,0.0
ROU_J61,7.0988,1.8757,8.2657,2.0479,1.0169,28.8863,18.5556,8.0213,3.5429,0.8636,15.9512,1.9353,17.5592,11.2787,12.9726,34.6875,9.6777,13.0847,12.8533,41.1542,4.2801,11.9935,84.0017,18.5952,92.8427,585.19,82.0292,3.4011,33.1643,68.5789,28.8617,13.1692,43.3099,170.5285,31.5222,72.3576,177.101,84.3183,45.9162,75.6263,7.4637,18.17,11.621,25.4034,0.0,2951.6943,0.0,21.0942,1.1261,1.0342,0.0
ROU_J62_63,66.2114,1.5506,29.8927,29.4787,1.4209,212.7689,111.7853,11.1469,183.31,41.5764,48.4839,3.5436,15.9674,92.121,106.2568,220.5296,81.3621,35.4763,80.784,307.2271,105.2458,71.8703,244.3577,158.3474,729.8963,2021.5344,457.9153,42.0945,102.9972,61.195,14.6352,32.6935,15.8592,29.1805,477.5966,627.8763,343.4194,684.4269,66.1015,301.7818,138.9521,341.0389,30.8731,37.3916,0.0,905.0636,0.0,53.4575,2358.9183,5.9416,0.0
ROU_K,50.2857,16.0921,27.4948,5.8516,8.5266,329.1292,93.3197,57.7912,28.3163,79.0128,38.7073,8.3477,69.019,49.3501,105.7256,63.7817,67.9264,92.5858,59.9341,262.4496,22.6454,63.1038,189.8839,93.7279,470.1984,1808.7781,348.1342,26.5067,33.5772,102.7531,56.3409,61.6714,40.1969,108.4832,223.4184,570.229,1630.0174,410.3666,198.7504,61.3228,57.4258,102.226,93.6373,100.9192,0.0,1299.7845,0.0002,4.3119,10.0945,0.3128,0.0
ROU_L,8.589,3.0662,4.945,0.1788,1.5245,23.1159,22.0287,6.034,10.8094,2.3133,15.2241,0.8128,3.6257,19.2177,15.3121,6.1262,7.4618,13.916,5.3228,70.2744,6.153,4.9568,18.5024,18.9968,742.8791,2529.3674,58.9146,1.9182,11.6059,1.1508,16.289,12.1868,8.2152,31.3432,229.8939,23.9714,490.6518,98.9326,53.8516,104.0451,16.9173,131.9281,18.4357,43.3967,0.0,20593.4016,0.0,83.1381,0.0,0.0091,0.0
ROU_M,1057.8666,37.0049,113.5041,15.2334,15.9259,227.3896,233.4991,164.6326,108.3356,34.0539,36.0408,53.3069,230.068,113.6786,90.9037,150.0875,97.9137,500.331,69.3464,395.6246,87.7426,179.8475,110.8788,503.8392,609.5377,2173.8485,184.0695,24.5155,68.5678,577.3964,101.6922,49.4079,204.726,409.4579,862.0871,193.9971,680.0706,2417.4984,880.4961,65.9543,52.0265,220.9798,413.681,532.2604,0.0,1486.2183,0.5851,26.4452,1996.7871,6.5073,0.0
ROU_N,116.6067,8.3084,59.5942,7.65,15.4097,131.7763,136.7579,96.6899,81.4806,20.3665,20.8729,31.3366,137.5754,65.1519,52.9984,88.4209,57.1548,294.4836,40.7682,229.1479,46.8976,119.6868,63.8837,311.6543,357.6193,924.7482,104.9011,14.2061,40.3719,509.2915,120.9833,29.1206,132.6739,244.2171,684.1899,117.7767,398.449,1415.6469,523.4996,36.3474,30.2035,134.0175,243.0392,311.9353,0.0,1053.5448,0.0,2.0285,415.4797,0.3488,0.0
ROU_O,49.7997,1.8581,10.6974,1.5927,0.255,28.6435,16.5157,12.5174,7.2862,5.1456,11.7159,2.6953,21.9576,20.7844,23.1098,33.845,17.1402,36.397,19.1995,66.2937,10.4602,24.6649,71.2829,22.9553,256.5112,194.6378,83.0858,2.5769,6.7901,33.2995,7.6716,13.288,9.3553,56.2268,40.2908,21.6667,61.2376,117.6337,41.1526,31.9495,37.6089,44.0956,31.5605,29.2257,0.0,207.7239,0.0,16278.6159,0.0,0.0,0.0
ROU_P,37.0341,2.0331,28.6907,2.413,0.1465,42.1045,42.5995,31.1113,26.0784,6.3426,7.4238,9.9005,42.5712,22.4671,16.188,28.6617,18.91,99.7793,13.639,75.2729,17.1496,38.4884,22.1615,95.4669,122.4466,304.9532,35.5752,4.8326,12.5078,156.1804,41.1714,9.6799,41.3189,79.0659,212.4397,36.9137,127.9699,449.1653,167.6548,12.1049,10.6545,45.4545,79.7073,102.689,0.0,1899.7778,78.5818,7060.5062,0.0,0.0,0.0
ROU_Q,45.7325,7.1612,30.3325,2.5816,0.1646,47.9766,51.7595,36.826,30.0034,7.2976,8.6611,12.0562,51.0581,26.2091,18.7756,32.5512,17.8445,109.3855,13.592,87.8068,19.2037,48.1589,26.3861,121.8296,134.4388,354.8401,40.6921,5.3423,15.2,186.3146,48.0993,9.514,52.9726,85.5068,254.1617,44.5608,150.7684,526.7654,206.4704,15.4324,11.6918,50.3366,98.5003,120.1079,0.0,3970.9722,100.8347,13246.5696,0.0,0.0,0.0
ROU_R,9.2294,1.6967,4.7059,1.4194,0.0235,20.6725,8.579,4.7256,3.965,1.0337,2.465,1.6405,6.3032,3.3835,5.089,6.3789,5.0174,15.5922,2.9375,14.199,3.5054,6.1515,4.2132,15.8927,24.7695,52.5256,10.9602,2.0241,2.6001,24.1874,6.2321,231.0734,24.5548,13.3975,38.4826,16.9422,22.8416,82.4983,29.8259,123.3576,159.096,21.8686,279.7862,22.5663,0.0,2486.5931,103.96,1164.5072,0.0,0.175,0.0
ROU_S,41.0921,3.0348,10.0687,4.7531,0.5579,53.7737,24.9302,14.0045,10.028,4.5212,9.3341,3.8095,21.1382,16.6299,16.8329,31.6618,17.9595,44.1341,17.107,57.6295,10.1396,23.2779,39.2963,47.4827,184.1855,181.8201,220.6299,11.0238,7.8292,51.9484,13.0855,77.8197,21.2644,47.6156,82.3722,40.2395,71.0425,175.2855,71.3935,119.717,63.0007,458.8339,60.8292,117.1252,0.0,1080.9092,1756.9118,758.6562,0.0,0.0,0.0
ROU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0486,0.0,0.0,0.0,0.0,0.0
