V1,DEU_A01_02,DEU_A03,DEU_B05_06,DEU_B07_08,DEU_B09,DEU_C10T12,DEU_C13T15,DEU_C16,DEU_C17_18,DEU_C19,DEU_C20,DEU_C21,DEU_C22,DEU_C23,DEU_C24,DEU_C25,DEU_C26,DEU_C27,DEU_C28,DEU_C29,DEU_C30,DEU_C31T33,DEU_D,DEU_E,DEU_F,DEU_G,DEU_H49,DEU_H50,DEU_H51,DEU_H52,DEU_H53,DEU_I,DEU_J58T60,DEU_J61,DEU_J62_63,DEU_K,DEU_L,DEU_M,DEU_N,DEU_O,DEU_P,DEU_Q,DEU_R,DEU_S,DEU_T,DEU_HFCE,DEU_NPISH,DEU_GGFC,DEU_GFCF,DEU_INVNT,DEU_DPABR
DEU_C20,1460.5973,2.6547,28.9377,43.4904,3.5811,1082.23,956.9527,692.8976,1235.6561,728.2486,13927.2648,3540.4822,6703.0168,1071.463,1051.8022,898.0268,556.3819,485.5091,1443.0014,2259.6631,260.9122,639.4607,341.517,409.1999,3260.2082,1517.4413,221.098,81.499,73.1971,254.9238,82.5112,302.3157,163.2348,127.6294,506.1108,465.0292,298.6696,816.6907,1404.3073,833.2092,236.571,1498.9061,182.6287,634.9839,0.0,12444.7202,72.3203,1046.6067,4908.5196,581.9174,0.0
DEU_C21,208.4925,0.6812,5.9029,10.431,0.6858,426.2725,76.4563,57.526,120.0678,45.8492,697.9979,3373.5663,340.9631,107.0222,83.3597,125.0462,107.8919,124.653,221.5745,307.6442,55.7267,138.646,202.7509,168.1049,939.9944,1007.1636,139.8648,41.151,28.0031,180.5923,40.2389,202.2294,100.6833,115.1652,107.554,362.1006,334.47,609.663,669.4444,376.6081,97.8198,2950.4356,89.3726,446.5402,0.0,12088.927,93.6047,9778.0231,5517.9961,210.9024,0.0
DEU_C22,220.9528,2.1711,13.5018,7.7984,1.2463,1872.3608,292.1132,145.0636,618.7027,97.0746,857.4707,818.5319,4745.7271,273.76,127.8652,1030.8186,671.0057,1363.7835,4535.4119,9051.0715,364.8706,1528.5286,258.5134,358.1007,11452.6722,2798.8483,275.2913,15.2747,19.4317,222.8242,46.7892,103.5428,48.8878,86.284,82.9455,105.807,143.418,592.7246,609.1037,446.0589,67.9682,764.0807,52.6576,107.7487,0.0,9040.9694,22.1403,169.0069,3373.5249,516.9871,0.0
DEU_C23,271.1309,0.3277,6.556,16.2433,1.7702,425.0473,76.0757,571.2386,27.0453,32.1575,513.0287,491.4932,310.7293,4659.87,295.0242,423.6368,467.4238,561.8298,555.5556,1451.1586,72.7966,485.0316,735.4498,106.7519,19933.1375,277.4494,54.0182,8.1305,4.1632,101.1954,13.7356,178.8517,13.8867,112.5387,28.2609,57.7959,116.7085,179.3427,410.117,357.0509,32.0449,202.6089,56.1826,110.9351,0.0,5664.6534,6.9666,56.8556,3913.7919,333.3792,0.0
DEU_C24,22.9238,0.0,42.0408,13.1976,1.9905,184.7498,8.6165,22.6898,150.069,17.5011,1712.677,126.1678,330.6103,91.7223,20810.4995,8662.8976,1635.7863,3994.0678,6268.1715,7110.5456,621.9259,2371.065,226.0957,36.8672,2729.8635,359.4124,98.4668,1.0596,1.4569,77.5991,9.145,0.4921,9.2502,24.0444,4.7894,0.0,0.5123,102.8485,29.0825,61.6093,2.5615,1.0048,1.7839,11.8641,0.0,0.0,0.0,0.0,923.4218,600.1591,0.0
DEU_C25,277.3779,11.8649,88.1847,40.4702,5.7579,838.0581,304.9784,229.5283,117.7082,179.2348,631.8002,373.6167,1149.5785,290.9904,730.3713,17676.9856,1350.394,2371.3299,11559.5702,12224.5742,3857.8654,4256.5971,631.3823,837.8533,15249.6734,1934.0373,287.8335,42.4793,30.6303,344.1996,58.2414,144.2525,49.5168,103.4101,115.0033,107.4158,300.6575,322.8202,808.5415,664.0405,84.8198,309.426,33.3865,120.5922,0.0,8758.1373,19.5574,134.4604,19255.2906,887.1794,0.0
DEU_C26,42.2944,0.592,15.429,16.8769,0.5582,184.5864,34.485,29.596,192.1711,46.3074,202.1559,275.6439,94.3903,71.3666,167.5664,300.2635,5729.8488,2312.3363,1914.09,1203.0169,173.6436,1980.4382,711.9055,136.6966,631.2287,1260.3777,125.2253,50.8029,50.8719,102.9782,90.4771,76.571,273.041,776.925,558.0134,287.5634,84.0815,971.6958,482.519,1178.9522,221.5474,523.3615,185.3161,184.8615,0.0,11469.4882,141.9633,875.1224,17716.3519,457.8875,0.0
DEU_C27,159.5283,0.8154,36.987,30.2036,1.2829,431.8696,75.1637,60.5923,131.2909,113.2677,314.6555,137.3214,216.905,168.21,376.2849,678.6206,1357.0036,9051.4465,5172.3179,3550.7824,359.8955,1702.0154,2239.2196,136.8029,8527.3485,868.5609,311.9032,78.0044,85.1468,186.8571,58.2599,392.5489,77.5676,240.3601,277.4942,179.0839,147.6165,318.1451,466.4265,463.731,93.8319,380.0746,58.9051,370.4694,0.0,11630.8021,59.2139,374.4571,13093.0774,592.8291,0.0
DEU_C28,1398.7685,2.4789,175.2621,101.0463,7.5015,1298.4229,235.0474,109.3019,344.7006,203.3455,669.2234,271.0464,464.4227,397.4885,738.3764,2386.9389,930.748,1958.3194,29479.8488,9501.937,1319.6991,2367.8655,1086.7568,542.1109,3963.7619,1594.679,425.084,318.1817,195.4154,247.6545,78.2371,249.6563,117.2558,229.6409,509.2018,306.7391,741.2041,630.9037,607.0283,754.7693,153.602,801.5335,57.7336,145.8412,0.0,7316.0709,131.2377,707.2602,50294.754,1259.5412,0.0
DEU_C29,453.2128,0.789,11.9472,22.8465,1.3732,277.4174,47.3272,77.2005,111.9427,45.3637,227.3373,327.6234,213.2184,162.8366,99.4924,580.1177,224.382,557.9608,6433.5269,73339.4488,108.6679,383.0891,365.366,483.1977,1281.2719,5795.4689,1946.3855,60.0028,32.5114,1950.644,1128.9391,144.4216,140.212,169.3484,344.2842,425.6354,240.6902,707.7331,943.1772,775.1956,158.3274,400.1787,94.5805,103.783,0.0,63045.2543,427.6137,1630.7915,62724.0268,2094.0758,0.0001
DEU_C30,13.763,3.3906,0.0,0.8445,0.0204,0.8564,0.4049,2.0625,0.1182,1.0826,0.0,0.0,18.6064,0.0,4.4713,2.145,1.9325,65.6706,5.5692,14.3856,9544.437,1577.2224,4.8613,0.7666,7.9678,16.4013,16.3394,8.9385,207.6555,6.0646,0.0,0.5866,0.4518,0.0,0.0,0.0,0.0,14.2367,134.1636,2805.8992,0.0,12.5326,5.0725,0.0,0.0,3712.5195,0.0,419.1528,11394.7008,18.4572,0.0
DEU_C31T33,113.1227,1.3678,234.5041,278.0429,4.1313,898.1416,261.4052,365.7639,487.8409,159.3602,1185.057,166.8275,421.9708,610.3851,1652.3896,1778.2804,1290.4444,966.9,3423.4507,4118.1035,716.3077,3269.8524,1859.0594,99.5213,708.2829,509.4456,1139.8182,678.0943,864.5074,168.5342,38.5241,130.8626,98.0104,428.5621,193.0944,158.9832,293.3244,452.8239,267.972,1081.9236,175.0918,8357.6164,95.7127,168.524,0.0,26018.3005,24.3288,1111.1373,21472.8884,111.7679,0.0002
DEU_D,1416.6909,13.7044,190.8084,182.4166,7.2501,3082.0542,491.813,571.7826,1952.0026,1162.8383,3548.7414,906.6899,2219.2631,2231.3131,3989.4382,2107.5777,931.0631,1235.5931,2714.3475,3153.7482,257.5721,859.6487,29920.6571,1977.68,2931.6532,11370.9711,4365.4422,43.5701,31.8688,1368.1252,814.49,2380.4032,604.6463,1151.905,595.244,1969.524,3079.7005,3481.9674,1882.0021,4187.9472,1833.6471,5962.3469,1021.7316,1694.9883,0.0,49227.812,42.7188,830.3196,9123.7162,20.4003,0.0009
DEU_E,1228.1167,5.5587,210.2646,184.9966,2.0069,3039.7567,481.6843,421.7939,3684.769,108.4279,2502.614,336.2334,4955.9867,1494.6295,4171.3218,5039.6846,215.462,324.5442,679.9885,970.8262,39.8505,377.6373,496.2909,15078.7575,915.8747,2638.1518,233.1466,7.3463,5.5511,350.4729,134.6657,1268.0893,168.8445,180.5149,218.2709,680.0921,582.5795,1053.0188,1161.7341,4719.5603,569.9165,2389.2978,685.4876,794.3131,0.0,19840.1183,8.0965,1297.5231,1808.1969,5.648,0.0
DEU_F,1221.5528,5.7102,109.5002,106.4449,5.5141,1636.3399,286.6839,272.0483,661.9338,314.4542,1414.0716,1087.8254,593.5012,769.7775,1343.878,984.6505,573.4447,674.5992,1522.7338,2068.1516,152.0317,517.0207,6242.5893,5375.5946,37483.1462,4896.5945,1444.4174,48.3022,52.2149,5016.8772,1023.0628,1507.598,955.6209,1536.7389,704.6053,2453.1992,49406.5298,4520.5834,3306.5177,13330.6112,4015.664,7601.5192,950.8853,1580.6479,0.0,6472.6277,1.7865,1890.7089,261750.5383,30.7906,0.0
DEU_G,3832.7729,55.033,461.4608,266.6968,9.2427,26424.1008,3012.9241,1842.5517,2966.5608,5787.5892,7467.3092,4258.1755,4101.957,2740.6439,4437.395,4851.5653,4650.759,4923.8244,10777.7639,19527.3236,1973.9812,6418.9317,5311.4794,1353.2272,14952.9156,23099.4472,5796.2307,1392.4199,801.8588,9631.6421,6376.0495,5989.5395,1623.5107,1554.2625,1078.7361,1715.9858,594.5029,4403.8623,4261.36,7527.6784,2394.0568,15414.6441,1114.3398,1476.6216,0.0,189904.2963,221.751,6866.3917,35535.87,4165.5471,0.0756
DEU_H49,538.5452,6.474,159.8682,123.0957,3.5496,4082.3937,273.2148,489.1801,733.1912,2804.9657,1719.7016,485.7654,830.5687,1260.7856,2038.3648,1037.8378,742.1493,853.4412,2080.7631,3748.1916,320.9585,1072.7585,1740.7924,153.0644,2830.2319,9302.6248,3549.7448,624.9522,210.0639,9077.478,956.0163,550.1835,267.6882,83.4531,94.7935,164.6537,138.4847,429.2661,1553.7726,1457.3711,1801.2242,1361.9896,95.6583,466.6419,0.0,24319.2358,12.0723,736.6991,3553.4577,2434.5172,0.2093
DEU_H50,47.5797,0.4471,9.9167,2.9868,0.1463,239.1106,21.2551,22.6862,32.4762,133.522,98.5558,43.7111,51.487,42.8026,116.4783,81.2694,60.5708,67.3476,161.924,176.8866,42.3526,63.8995,69.9351,15.1387,268.6062,376.8371,146.4683,90.7367,45.3705,301.3988,83.0084,44.8814,12.0852,16.615,12.8725,25.3253,33.5539,62.6916,44.4244,79.7335,18.3763,116.7406,9.7914,18.381,0.0,993.2944,0.9092,92.7306,370.6431,2239.2482,0.0003
DEU_H51,11.4717,0.0905,1.5228,0.9088,0.012,75.1321,6.0598,4.2824,8.2486,42.4345,25.3378,11.9976,13.7736,11.0771,41.7947,13.4996,6.2779,8.9094,14.8548,41.7029,4.447,8.9961,29.4031,5.4249,61.7474,66.3071,23.7591,14.182,4.5782,45.5795,14.298,13.8755,8.74,9.1623,79.3611,21.1507,6.0256,30.0133,11.5598,19.1543,8.2236,40.3045,1.748,3.2123,0.0,110.2378,0.4478,11.6334,182.5746,1591.048,0.0
DEU_H52,279.0964,7.9604,43.4496,63.5658,2.8341,6914.1213,174.9588,262.896,286.4489,951.9598,982.4079,279.0115,764.4833,766.705,669.3234,771.5247,966.0788,825.9445,2951.0938,4218.0963,139.2387,762.7387,600.3675,116.0622,1659.4976,35056.7302,15140.6454,10754.483,2989.6566,37023.7909,9939.132,333.8804,110.1913,149.7911,125.4237,229.7443,154.8226,532.33,528.3067,594.1662,179.592,489.9313,43.2483,99.9896,0.0,8631.4736,3.2033,2632.2019,1311.0309,278.8138,0.013
DEU_H53,13.2304,0.3137,51.7446,30.5214,0.2428,477.7281,184.4175,12.1006,265.4478,118.7559,1469.2124,1420.2249,315.2394,86.2582,91.7992,619.1088,1367.2306,1525.4249,2985.2767,1443.225,38.9469,927.2293,576.5501,50.8091,225.9575,21590.7201,2436.1694,22.0465,118.3826,825.6032,3193.3254,889.1331,626.081,2646.3957,190.399,2357.8881,92.4028,2033.8075,1401.0496,2587.4894,16.0243,1069.1797,525.8638,273.4334,0.0,2612.2704,0.295,156.7773,27.9975,3.4157,0.0
DEU_I,1.2382,0.6312,3.6822,0.5613,1.1772,46.0374,10.6639,3.1823,12.3426,23.2782,218.55,46.4933,40.7795,14.3989,20.026,230.8406,105.4097,108.655,484.3313,170.5958,13.181,71.9492,49.1366,18.1097,884.0445,1520.4044,914.096,60.8193,399.6635,1118.519,18.7387,40.1459,519.461,118.864,132.2772,647.6705,54.3479,303.5858,4856.6454,680.0826,38.5481,163.6949,569.0972,484.87,0.0,59421.3276,0.0,529.9876,0.0,0.0,0.0
DEU_J58T60,21.8361,0.131,3.0616,7.1392,0.158,385.6893,28.6155,6.4102,96.8681,53.1787,216.1365,224.9123,63.9797,63.35,67.6505,119.9465,211.0022,137.6559,236.1948,421.5473,94.8384,98.5269,130.3283,303.7431,166.324,1505.4651,229.7893,42.0096,23.9961,193.8161,121.0155,481.2451,7212.9485,246.7395,1246.1113,927.7274,180.0001,6787.7141,1296.9636,2557.304,1661.9664,1562.733,1000.7684,635.923,0.0,15289.1403,3559.6674,5842.564,3616.0595,10.8522,0.0
DEU_J61,112.531,0.6397,88.2086,51.697,1.3137,300.9245,23.4542,47.8222,140.9763,49.9556,331.8811,184.9374,217.9143,229.5714,154.6145,374.3678,572.3394,452.3289,788.4632,915.3562,156.0781,288.5829,301.018,263.1762,635.0755,3028.3107,360.3129,42.4791,49.8677,441.7146,2444.1421,808.2892,2632.5454,17160.3968,1535.8222,2333.657,690.9374,3259.3983,2460.0947,2729.5916,223.7734,982.3425,802.9028,473.1202,0.0,25774.8284,3.1758,274.1855,368.7858,5.9878,0.0
DEU_J62_63,64.1845,1.1084,90.1979,57.8169,1.0836,925.3353,152.835,110.1208,556.382,190.594,1830.4937,1456.8746,488.8481,424.2855,610.5548,1400.6538,1575.1004,1533.6768,3341.0898,3008.2856,496.3526,1017.5285,1078.7306,1970.3017,1155.1424,8032.4642,1628.9735,71.4545,372.4661,2790.552,1978.2727,411.4815,4216.5424,3657.1818,40538.0635,9042.3343,664.2559,13861.3209,3763.1667,8064.3085,3728.6104,5173.0328,921.8665,908.5739,0.0,6015.4182,67.8835,444.9399,25066.5583,21.699,0.0
DEU_K,1455.3727,1.8725,96.7936,157.1092,7.9006,2156.5709,193.4627,394.8025,738.4275,441.7805,1553.0694,861.4365,829.1339,658.5193,683.5583,1130.9132,854.6592,997.3398,2265.4332,3251.9346,377.6203,975.6264,2518.7339,1269.3082,6551.6277,10868.8047,5260.8017,308.0503,195.1818,3861.5797,629.8435,1321.9295,810.9246,911.205,1425.5411,73390.3288,24966.9807,5869.8117,4198.9996,6507.9488,2578.7757,4961.7178,596.9249,2271.1293,0.0,84332.5587,6.4984,604.2227,774.4585,99.1987,0.0
DEU_L,590.4195,0.8927,34.064,39.0845,1.7164,3576.3711,389.4656,500.6555,1000.0614,213.2884,1296.9745,885.8204,1082.2612,955.6826,671.0375,2152.1485,1087.5265,1378.5621,3564.003,5307.0261,432.9949,1560.1048,2944.9225,1157.4273,27122.9656,33724.9064,1112.3676,82.1538,66.6896,2830.1994,824.0973,4909.5636,1607.855,5125.5299,1316.0235,12191.4019,16512.2193,17323.4489,8207.2708,9129.1892,933.7911,7477.9833,888.0802,1983.1136,0.0,322705.5981,0.0,667.1769,7096.2989,0.5782,0.0
DEU_M,1095.958,2.0119,291.0547,418.5411,19.6506,8115.8606,675.1965,468.8276,1329.2386,1264.3507,5555.1936,4075.5054,2484.4394,2303.6581,1700.2023,2480.4912,3144.8096,4883.5523,10199.9416,10560.1455,1364.4324,3141.7489,4334.9805,5118.4264,6168.7471,16644.9489,3305.0213,134.4687,206.2618,2788.385,659.9486,536.9666,2422.0471,1446.9401,5044.4127,23613.6693,17380.071,80613.0345,18064.1129,7432.3132,1795.3666,3693.0879,986.2837,1401.4993,0.0,10278.4794,2161.6634,17134.7547,72545.1042,55.4475,0.0
DEU_N,5003.8502,4.5926,199.791,313.2387,14.5052,5930.8861,558.2382,816.6692,1883.2299,590.1788,4214.5789,3671.6439,2049.1429,1974.3204,1472.1726,3321.2031,2524.2822,3044.3594,7196.723,8622.5761,1919.7249,3110.1346,4643.9244,3524.6608,13967.3239,28225.2682,4659.7145,1120.8545,720.5804,7099.9939,1782.9958,2201.4005,4076.9143,2119.9837,2954.332,13837.4277,3669.9456,10393.5265,19391.9322,12067.8909,2843.9374,12029.1592,2037.877,2681.4089,0.0,27860.6392,7.4297,1145.0446,10479.9941,7.8327,0.0
DEU_O,524.926,2.0099,142.788,133.7047,0.2748,1860.9596,170.8445,238.736,529.7951,244.0393,1397.013,737.8073,562.9783,697.4287,544.4159,636.3155,564.9544,736.3346,932.8167,1629.259,142.9974,490.2348,12842.9393,1146.6099,5769.1719,2250.7603,761.1584,68.1536,45.6667,616.6356,152.3756,532.4882,375.082,228.4503,782.4789,867.0639,2490.8916,9600.2819,2741.7819,9763.8555,527.6679,1247.4138,260.197,925.559,0.0,13739.1618,15.5145,293764.9264,4129.8899,0.0,0.0
DEU_P,33.661,0.9905,1.5781,0.9037,0.1437,200.2754,25.9319,43.0869,3.2054,43.0189,231.5932,200.9835,23.5927,3.8926,3.3148,152.5239,118.378,301.5135,411.0442,1540.5945,106.5097,97.7942,60.6961,37.1129,25.9766,81.7823,134.5094,25.481,55.3697,39.9778,158.2831,1.7782,154.3214,265.8151,933.5014,1670.6991,558.9835,2567.4641,200.509,5571.6233,15926.4999,916.0317,173.5382,431.5443,0.0,19371.2429,8304.6743,145392.3787,11650.1612,0.1831,0.0
DEU_Q,107.0619,0.0041,1.2049,1.3442,0.1765,24.7061,1.0919,1.2814,3.1739,3.8625,49.3917,35.7624,18.3144,3.6358,20.7785,13.2053,28.2663,23.4331,41.0781,145.9243,4.9123,20.4532,22.0495,24.3897,5.9055,165.8702,8.6637,3.0696,4.5157,6.1441,3.8961,79.3383,14.9288,8.6157,76.1482,32.1642,1.9851,168.0606,46.4548,550.6776,543.7177,18012.4085,307.2642,437.0425,0.0,93179.0389,13810.2822,303682.9236,3466.8765,1.3458,0.0
DEU_R,16.1515,0.2001,1.869,2.2905,0.0464,333.6009,12.9463,6.386,33.1854,4.0811,28.8754,26.7029,10.8245,5.3121,10.1582,8.3382,11.769,12.3589,26.5202,78.6139,7.8855,19.1643,99.7352,18.9239,89.2854,44.6674,8.7386,3.2329,2.9428,15.5981,18.5874,208.7903,3401.387,72.5705,16.2243,542.5873,84.0303,456.5352,59.7384,5486.5936,997.2141,213.2081,6536.1861,762.7799,0.0,23869.6689,1812.6493,14426.4061,1671.1002,15.1093,0.0
DEU_S,133.3743,3.1809,30.3331,34.0868,0.3777,572.8495,92.7561,43.2989,193.476,118.0319,386.2588,345.1539,138.1963,123.8892,162.8105,171.0813,283.8217,233.8444,322.646,393.3929,47.3497,156.38,387.9708,414.4671,1213.2999,2742.0563,301.9678,37.525,38.2863,613.7623,10.1382,545.4047,253.161,136.1692,362.7691,969.8883,126.0596,3510.9143,535.3904,502.1286,219.9027,2263.3032,672.0389,6113.7636,0.0,47826.3206,28684.5031,10411.0105,316.2135,4.5689,0.0
DEU_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8566.4653,0.0,0.0,0.0,0.0,0.0
