V1,SGP_A01_02,SGP_A03,SGP_B05_06,SGP_B07_08,SGP_B09,SGP_C10T12,SGP_C13T15,SGP_C16,SGP_C17_18,SGP_C19,SGP_C20,SGP_C21,SGP_C22,SGP_C23,SGP_C24,SGP_C25,SGP_C26,SGP_C27,SGP_C28,SGP_C29,SGP_C30,SGP_C31T33,SGP_D,SGP_E,SGP_F,SGP_G,SGP_H49,SGP_H50,SGP_H51,SGP_H52,SGP_H53,SGP_I,SGP_J58T60,SGP_J61,SGP_J62_63,SGP_K,SGP_L,SGP_M,SGP_N,SGP_O,SGP_P,SGP_Q,SGP_R,SGP_S,SGP_T,SGP_HFCE,SGP_NPISH,SGP_GGFC,SGP_GFCF,SGP_INVNT,SGP_DPABR
SGP_C20,2.8509,1.2395,0,0,0,135.0262,9.7445,3.6401,93.6648,327.6995,5407.5966,105.5585,245.267,45.1274,289.3135,86.2916,2175.7344,82.3036,213.9782,5.3723,14.9344,246.2894,10.8492,36.1836,123.1348,279.5977,8.7716,53.7654,12.306,35.3887,1.5243,37.2084,109.316,25.267,53.8541,44.2368,35.9508,362.5877,95.0862,28.4863,54.2128,152.5822,11.2517,79.6697,0.0,871.4497,0.7717,5.2702,210.2652,158.9925,0.0
SGP_C21,0.1678,0.1264,0,0,0,8.0484,0.0289,0.0053,0.1524,1.0329,8.2027,932.542,0.1096,0.0404,7.1184,0.2192,12.871,0.1252,1.9188,0.1608,0.629,14.195,0.2507,0.5981,1.4244,10.0001,0.3057,1.5823,0.4059,1.8732,0.0332,1.3807,1.1539,0.8029,7.0247,7.1128,3.1285,15.571,3.7503,9.2548,0.6769,275.7219,1.147,2.436,0.0,348.6395,0.4181,327.4625,24.9211,11.979,0.0
SGP_C22,0.8973,0.3694,0,0,0,26.3618,1.049,2.1752,19.5042,8.1873,37.8288,20.0843,63.1708,0.637,9.7335,5.06,142.5761,28.8995,56.892,5.896,6.0532,82.9352,0.872,4.3571,50.2504,54.6443,1.759,2.969,0.9681,6.5303,0.395,13.6682,13.8561,6.7804,4.4877,7.6991,1.476,39.989,4.0521,4.3294,17.1243,2.224,4.5554,6.7512,0.0,89.1293,0.0168,0.2815,31.1473,7.7958,0.0
SGP_C23,0.0242,0.0088,0,0,0,3.3879,0.0881,0.0228,0.3937,2.4738,22.5179,8.5463,1.2849,68.5531,43.9584,1.6041,84.427,3.373,18.1219,3.0449,1.0518,6.5601,0.6419,4.2864,392.5552,27.344,1.8892,7.1279,0.7292,1.1059,0.2574,3.7039,3.7045,2.4454,4.4205,5.2706,2.0733,22.3643,6.4874,2.1883,2.8234,1.6496,0.9565,3.0027,0.0,73.3356,0.0448,0.2912,27.0819,5.4651,0.0
SGP_C24,0.0021,0.0,0,0,0,0.3951,0.057,0.779,1.0305,0.0151,0.9762,0.0078,0.1973,0.154,428.2419,241.5854,8.7505,27.9758,153.2861,0.532,22.4539,13.2363,0.2253,2.1865,142.5023,2.9778,0.024,0.045,0.0448,0.1367,0.0,0.1059,0.0022,0.0,0.0,0.0523,0.4833,2.707,1.0872,0.0468,0.0971,0.0,0.0,0.0195,0.0,4.2748,0.0,0.0,0.0046,0.3639,0.0
SGP_C25,0.1285,0.1304,0,0,0,27.3448,1.3808,0.5322,4.485,10.4891,63.4852,1.6903,5.9469,2.0464,38.2906,237.7054,186.2774,86.8406,247.4192,14.2641,62.8384,54.5676,3.8239,16.3834,545.2439,41.6883,1.6233,5.6423,0.8975,8.3897,0.1215,4.4494,9.4863,4.7982,16.5879,6.8017,9.9089,157.4879,23.1449,259.2498,2.7592,3.432,1.8605,3.9361,0.0,105.2354,0.2248,3.6487,121.5562,12.7121,0.0
SGP_C26,0.6794,0.5419,0,0,0,37.5266,3.4235,1.1572,14.4497,97.088,142.8346,35.3241,12.2381,5.8476,33.1179,52.2844,22867.205,125.5925,1216.5207,81.7311,76.5491,1054.1236,18.1022,33.799,234.2673,969.7055,10.5175,91.9829,22.5644,29.9089,1.5505,66.7807,268.3724,384.6653,1250.7972,97.7265,30.5407,917.3212,114.0892,338.4418,153.5551,245.0167,41.3862,86.2563,0.0,1737.436,1.3008,23.3447,4582.1487,810.2884,0.0
SGP_C27,0.0209,0.02,0,0,0,4.8227,0.1825,0.1062,1.5136,19.5447,10.6425,1.2169,3.0919,0.3271,9.186,2.3735,176.6766,241.7232,105.7293,7.1681,13.8462,31.5079,27.7467,12.6196,70.3683,29.6559,2.6074,3.5308,0.8474,3.2769,0.1398,4.7832,8.3941,82.1643,14.0195,7.3352,5.0134,31.5182,22.6658,2.2294,0.9146,4.9957,6.2048,12.3164,0.0,114.7835,0.0722,1.7282,203.1168,18.1617,0.0
SGP_C28,0.1793,0.1783,0,0,0,11.9498,0.9253,0.7948,9.5418,43.3021,49.1546,24.5359,4.3178,3.7426,24.2499,35.9767,744.8071,41.6109,1469.7144,17.094,274.0625,60.8223,18.3179,18.6504,342.6066,90.4944,4.4719,83.2806,4.5074,34.7768,0.3477,12.3175,15.7665,12.9082,25.6158,35.8007,84.1788,287.3014,34.2011,79.6616,20.8066,13.3443,10.4017,22.8228,0.0,227.3017,0.9721,185.4675,1320.0302,43.5726,0.0
SGP_C29,0.0047,0.0026,0,0,0,0.1662,0.0901,0.0081,0.0587,0.4407,0.5705,0.2836,0.0445,0.0373,0.2654,0.3594,41.4292,0.992,4.6599,5.8237,0.6478,2.2278,0.1827,0.2464,1.273,7.9626,0.4042,0.5554,0.0952,0.1696,0.0096,0.3553,0.6603,0.9995,2.3634,1.2825,0.3554,2.4194,0.5302,1.306,0.3744,0.6123,0.1531,0.2901,0.0,443.1131,0.023,0.4311,181.3498,3.4218,0.0
SGP_C30,0.0743,0.5584,0,0,0,5.912,0.4246,0.116,0.9163,9.5114,12.887,3.6026,3.7199,0.7952,5.9852,17.9864,76.5751,20.3374,1858.064,7.4954,2889.3129,7.473,2.2637,6.8049,68.0342,118.1415,4.8899,892.0219,119.9437,145.6305,1.0832,5.9682,4.214,3.0408,18.5609,23.5614,18.0201,134.4636,41.3337,751.5639,4.8542,4.4743,3.8617,2.459,0.0,39.7688,0.073,1.0306,2404.4603,128.4494,0.0
SGP_C31T33,0.1952,0.1305,0,0,0,7.0664,1.7475,0.2233,2.7787,21.5914,21.3246,16.791,2.7829,0.6353,82.9359,7.6352,325.3303,10.7897,27.6133,1.3012,5.7841,657.9807,4.5757,2.1979,181.5139,105.4493,3.2495,13.0877,3.6933,51.0372,1.4795,43.3884,59.6935,41.9744,33.5542,43.6653,120.4591,208.4405,207.3359,28.8757,47.0948,256.9297,31.956,19.8217,0.0,2017.9599,0.3323,5.6386,897.9603,15.6903,0.0
SGP_D,2.904,1.8159,0,0,0,60.3861,3.1304,1.1146,16.0044,169.0127,699.109,48.6398,18.5579,5.5834,102.0912,31.5083,359.1274,15.114,78.8231,4.7614,32.3593,26.9603,3202.7621,133.3573,45.335,200.1325,25.0597,6.7693,1.9415,60.763,1.5441,190.8614,9.1327,40.6734,56.5589,53.5702,181.1779,53.4197,11.086,54.7444,53.1199,66.2204,51.7408,22.0832,0.0,784.0515,0.5863,0.0089,8.9933,0.0748,0.0
SGP_E,5.1205,2.8175,0,0,0,35.6257,3.2713,1.6526,11.5,38.5579,159.9529,12.2908,2.7686,70.7685,189.6333,15.6658,157.6176,2.8738,35.2463,1.0136,15.8223,9.0069,127.0263,1034.1717,43.756,75.0105,4.535,56.782,1.7511,18.6721,0.4724,118.6806,9.7543,12.0007,36.1987,33.0471,186.4228,66.5021,13.7803,583.4251,39.8701,36.4599,47.4329,25.2573,0.0,507.4047,6.5773,0.1127,15.7633,0.0128,0.0
SGP_F,0.2168,0.0858,0,0,0,28.0585,1.4164,0.9943,7.8065,12.3835,37.9138,39.5817,6.311,2.6849,9.269,17.4053,137.3469,11.6982,54.8187,1.578,41.2526,29.5736,8.9854,93.3435,16888.2938,79.0316,24.9529,23.5099,3.2852,40.1499,1.4581,63.9044,11.3241,5.8144,21.7061,44.7038,1008.6993,278.2984,26.1854,68.2778,60.0801,48.9062,50.712,8.381,0.0,28.8766,1.9618,0.3119,20919.5139,1.0934,0.0
SGP_G,21.1722,21.703,0,0,0,1302.2425,184.5847,29.2793,223.4344,4073.2588,4161.8463,434.4801,236.1723,130.7326,507.0194,385.5264,12098.6265,419.2006,1616.3342,102.8042,407.441,914.5984,352.9791,78.7166,1421.0774,3746.6283,287.8493,3582.7825,817.2113,260.4497,13.197,1442.6573,861.9412,206.1001,4173.2574,722.217,294.6407,1062.9867,393.7875,555.4129,213.9652,423.5088,101.6537,141.4743,0.0,9569.0016,18.4207,155.2931,4184.3614,586.0301,0.0
SGP_H49,1.0369,0.763,0,0,0,50.9567,5.4345,1.8895,9.3447,223.3249,155.5936,27.7338,10.1697,11.9229,31.2639,19.6206,321.5059,16.5973,64.8507,5.7056,16.2588,42.6715,46.932,4.1636,111.7939,370.8819,61.6583,235.3535,36.8264,98.8486,4.4709,74.8271,24.6518,10.8385,87.1687,61.0924,16.2522,70.6889,34.1801,268.8627,24.6703,20.7229,8.8075,8.1492,0.0,1652.828,0.4881,2.3731,101.3427,1.4332,0.0
SGP_H50,1.0343,0.786,0,0,0,96.8222,17.5945,2.5433,31.0654,674.7037,445.9862,63.8282,21.0857,55.8608,123.9423,45.9844,465.2665,29.4382,196.7918,10.9226,76.8628,165.3755,8.5767,8.548,99.966,10127.5901,49.8377,13738.6293,82.8524,878.2312,10.1666,43.834,40.9407,21.2315,36.5708,46.4676,40.3362,142.7405,57.8108,70.1491,13.31,11.4964,7.9106,5.9099,0.0,351.4366,0.2378,4.3498,130.0443,1201.3238,0.0
SGP_H51,0.5363,3.7071,0,0,0,15.0002,2.7176,0.6647,3.8973,90.1161,50.0667,5.1188,3.4013,4.9403,14.6231,6.6251,95.961,6.6809,18.3773,1.1058,7.8436,20.7986,4.8974,2.8327,31.2293,1041.7654,4.385,39.4402,205.2225,44.4398,10.6434,17.8131,11.5498,5.0555,37.8678,46.9107,20.6392,43.3671,25.0802,16.5586,13.2907,16.6944,5.1316,5.7783,0.0,1013.3059,0.1493,2.4238,46.2412,145.6593,0.0
SGP_H52,0.8149,0.8439,0,0,0,44.9023,6.7704,2.2439,10.9724,51.7686,146.6181,20.2252,5.6045,4.6809,20.0953,19.5799,141.8234,11.5546,75.2622,3.5215,65.5854,32.4022,13.3703,6.6105,83.3387,2088.696,125.2535,3864.2918,330.1578,1976.773,46.5563,65.1746,32.337,31.8392,113.0655,199.7258,128.1763,122.3416,56.0034,35.1677,17.5606,33.9082,12.3899,17.8635,0.0,419.9722,0.8179,39.0332,316.1162,33.742,0.0
SGP_H53,0.0384,0.0626,0,0,0,0.9968,0.6156,0.0354,0.5732,0.6495,2.3353,0.3294,0.2435,0.1077,0.4925,1.8766,4.6515,0.3852,2.5023,0.0726,3.3641,0.6433,0.7828,0.9022,7.981,27.8225,45.803,10.2049,30.1558,116.246,333.3686,4.0048,7.7348,107.5563,22.7927,16.2035,22.1293,36.951,3.2938,4.3094,0.5917,1.9081,1.8279,8.476,0.0,220.6382,0.0889,0.0141,15.6257,1.0263,0.0
SGP_I,0.5815,6.0559,0,0,0,31.9005,4.3325,1.129,10.2184,30.575,57.9597,28.3602,11.9309,2.8737,44.3717,30.2697,111.534,13.2,94.0808,2.6176,41.8495,30.0264,9.3376,7.8705,124.7216,511.1994,16.4969,168.9965,92.1292,289.4138,24.8913,152.9835,202.7252,68.72,182.5117,496.5742,93.2355,436.5945,146.4382,77.6656,80.1558,62.3617,54.0609,51.4736,0.0,8039.0888,4.3555,0.8288,110.15,0.0969,0.0
SGP_J58T60,0.0424,0.02,0,0,0,28.0431,0.4507,0.1067,2.3156,5.4097,53.6511,63.9804,2.0262,0.4178,3.4442,3.2103,209.4283,4.4032,52.0029,5.8369,8.511,40.2041,3.9384,2.5646,38.0325,597.4742,30.6161,58.4938,6.7604,13.9587,1.0225,19.8348,285.4077,36.8254,1672.8374,233.9452,55.1947,105.6361,48.1933,32.9752,18.3775,11.1527,20.7888,5.6325,0.0,352.4709,2.6035,161.6809,91.3223,0.2221,0.0
SGP_J61,0.0419,0.0238,0,0,0,7.5837,1.6631,0.3897,8.0462,19.1901,17.5016,10.2404,3.0107,0.9254,4.5813,8.5878,53.555,3.8312,30.4224,1.784,19.1453,10.3302,4.3747,6.7557,64.0028,250.8637,13.0894,26.7867,27.1213,47.4603,7.5582,25.4195,47.6798,1663.6569,283.6128,539.3055,20.6418,251.1583,42.0884,63.2549,33.5298,45.0094,17.8624,19.521,0.0,2726.2749,0.6747,0.2979,35.9729,0.9698,0.0
SGP_J62_63,0.5602,1.3886,0,0,0,35.8605,4.5298,0.7885,9.528,112.5919,132.714,23.9676,7.7457,4.1289,15.174,14.5852,385.9471,15.0534,82.993,3.5776,27.109,31.6001,52.1522,27.6289,47.5415,664.8667,29.6098,129.0605,37.6187,87.3709,6.5295,61.6113,393.1469,137.9388,7381.7601,2025.8422,111.0973,1777.0287,100.4148,413.4098,137.4156,324.1633,92.3979,73.9093,0.0,216.0914,0.9115,5.6152,1737.3891,10.3084,0.0
SGP_K,6.011,2.3225,0,0,0,119.8189,11.8762,2.5941,29.6257,240.9924,350.1429,229.124,23.5041,12.7151,64.078,73.1298,1288.5538,47.101,335.1325,18.6245,124.8346,153.8523,173.5094,78.0869,550.6136,3506.6455,71.8382,318.102,103.1212,240.4798,8.986,240.0741,133.0898,182.3072,438.7084,15233.2076,2291.7514,835.1231,347.569,1761.9942,124.7366,291.0809,118.7478,90.2341,0.0,9973.9701,10.0885,22.5856,325.7653,96.8352,0.0
SGP_L,0.2393,0.1534,0,0,0,88.971,13.176,3.5459,35.3823,31.0921,123.222,47.3964,19.2434,4.9725,31.7354,54.1526,304.9801,22.9916,122.7836,7.2814,70.0839,60.8943,106.7618,34.9,204.4722,3567.095,43.353,110.5395,106.756,405.1756,16.1305,1086.6414,94.6877,131.5569,288.2521,1254.8087,1406.3703,715.3965,237.0907,285.3289,244.0942,511.831,147.6557,216.5178,0.0,16212.0993,11.6102,65.7514,5684.6432,0.2563,0.0
SGP_M,2.9571,1.2892,0,0,0,208.4567,4.7542,1.1788,19.2073,152.2493,490.0735,483.1075,15.2738,9.3158,39.9701,43.3943,2929.3715,50.7267,650.9874,41.3732,466.4147,311.4238,88.7491,78.6058,924.3399,2400.2825,45.0481,314.3141,57.7589,244.9876,4.8334,211.0174,286.4208,223.8889,1571.1597,1588.1072,1348.4514,2496.5441,295.6989,415.2076,138.6264,213.439,179.8865,111.1855,0.0,360.5314,5.9397,1890.9404,3220.8526,10.4539,0.0
SGP_N,3.9609,0.779,0,0,0,149.5024,1.2998,0.3344,5.6937,68.1774,374.3867,620.0574,4.85,3.9873,34.3022,20.0265,1462.7737,14.5524,485.6582,56.6295,279.594,362.2977,22.1119,160.3716,391.4824,2181.9839,170.7244,678.1544,51.7969,267.9252,6.6479,173.6384,310.3336,251.4003,396.9295,1231.7964,1277.6009,688.5186,1169.4729,422.9841,175.0512,408.5505,227.0572,73.6605,0.0,511.9178,4.6839,20.2693,40.9765,2.2647,0.0
SGP_O,0.1449,0.1121,0,0,0,8.3737,1.1502,0.3458,2.5354,18.8745,19.1511,11.4933,1.5149,4.1279,12.0288,3.8911,36.296,2.4893,10.3484,0.8044,4.4653,6.3736,13.2753,40.0532,46.3586,188.698,7.4034,50.181,12.5552,37.1835,1.1543,47.4177,9.7577,11.0458,57.3051,97.6552,113.6839,82.2134,13.1957,90.6677,13.6307,22.6212,16.8491,10.1954,0.0,302.6139,6.3925,21721.6089,661.0209,0.3621,0.0
SGP_P,0.088,0.045,0,0,0,3.2747,0.2586,0.0827,0.8463,4.7308,6.5439,7.1287,0.7661,0.2955,1.9378,2.4877,14.3237,1.2912,8.5731,0.3985,8.0224,3.6663,2.6424,1.4912,6.1585,45.101,1.3329,7.7322,1.633,8.3422,0.1564,19.5887,4.8684,3.4845,26.9977,36.094,18.809,21.5165,7.6291,644.4852,201.7769,19.1978,3.8778,3.755,0.0,2733.1896,49.3668,7348.4763,858.8464,0.1365,0.0
SGP_Q,0.2545,0.0126,0,0,0,1.2537,0.1948,0.0401,0.3717,2.106,2.6995,0.5076,0.2458,0.0962,0.475,0.5729,6.5584,0.3785,1.6851,0.0797,0.8361,0.9665,1.5345,0.9472,4.3365,35.1557,0.7358,5.3522,1.516,5.4719,0.1589,9.5732,2.1542,1.1496,11.3025,24.1887,13.0719,84.6785,5.1251,1926.282,9.2769,746.9748,32.1782,14.1251,0.0,5564.3615,99.6509,6013.2413,177.5696,0.2279,0.0
SGP_R,0.0594,0.0624,0,0,0,3.3649,0.3629,0.0776,0.7415,5.2017,7.4125,4.5933,0.5753,0.2277,1.2487,1.2271,21.229,0.8902,5.5761,0.4588,2.1266,3.5661,1.8499,0.9066,20.7856,60.5842,2.4818,12.5867,2.9576,10.461,0.7673,16.2009,33.3332,2.9224,11.533,39.29,16.8702,26.0502,23.8643,14.7526,31.7354,10.6352,120.8989,9.5196,0.0,3595.0951,33.5696,941.4029,97.5109,0.5002,0.0
SGP_S,0.1426,0.1304,0,0,0,3.8227,0.3955,0.0946,3.8153,4.0572,32.4158,3.0425,1.3698,5.9798,7.3966,4.5651,60.979,1.1674,14.2803,3.7806,13.2877,7.8365,3.295,3.2512,12.7503,104.3317,2.8797,4.8505,18.2316,21.8262,5.0604,49.9346,22.2933,14.4959,104.6821,18.1075,104.7209,81.8414,17.9605,253.1403,62.8544,61.61,57.3114,32.7722,0.0,2434.9782,241.1625,57.8643,77.1527,0.4774,0.0
SGP_T,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.7841,0.0,0.0,0.0,0.0,0.0
