V1,DNK_A01_02,DNK_A03,DNK_B05_06,DNK_B07_08,DNK_B09,DNK_C10T12,DNK_C13T15,DNK_C16,DNK_C17_18,DNK_C19,DNK_C20,DNK_C21,DNK_C22,DNK_C23,DNK_C24,DNK_C25,DNK_C26,DNK_C27,DNK_C28,DNK_C29,DNK_C30,DNK_C31T33,DNK_D,DNK_E,DNK_F,DNK_G,DNK_H49,DNK_H50,DNK_H51,DNK_H52,DNK_H53,DNK_I,DNK_J58T60,DNK_J61,DNK_J62_63,DNK_K,DNK_L,DNK_M,DNK_N,DNK_O,DNK_P,DNK_Q,DNK_R,DNK_S,DNK_T,DNK_HFCE,DNK_NPISH,DNK_GGFC,DNK_GFCF,DNK_INVNT,DNK_DPABR
DNK_C20,149.568,0.1762,3.1314,1.258,3.6167,102.3886,42.3037,11.8312,28.0618,7.7735,465.0261,361.4668,168.3716,27.6931,15.966,29.1363,31.9919,15.117,133.977,8.3579,3.9935,192.4122,1.4342,10.9287,117.1702,66.8477,6.6582,2.3891,0.3438,5.9522,1.5922,9.0611,21.3987,7.012,14.3496,10.9563,7.1583,92.1869,56.5929,52.3263,42.0144,156.8627,10.7516,35.3191,0.0,611.9826,0.0,56.348,481.4285,26.9804,0.0
DNK_C21,56.0016,0.1554,0.114,0.0443,0.8434,115.693,1.8902,1.2616,2.3009,0.2996,83.3723,928.5095,8.8859,1.5532,0.3201,2.9535,5.3659,1.5145,109.6131,0.617,0.3527,31.6274,2.7727,19.687,26.9174,127.2166,4.5387,2.7498,0.7249,10.492,4.0665,16.0333,25.3434,18.0823,36.1345,27.5172,14.4566,270.2821,56.3868,168.5206,98.6747,1239.3254,16.3603,16.1119,0.0,1029.4175,0.0,552.2135,882.8637,81.6494,0.0
DNK_C22,14.118,1.2892,0.9386,0.6075,1.1409,135.6315,10.8254,10.7999,18.0736,0.1704,42.6949,90.6968,83.6229,14.3682,9.3176,42.7479,35.7139,15.3492,123.1388,10.1769,6.1411,88.892,2.3815,8.1264,372.6361,331.1312,11.1947,1.0377,0.424,6.0342,1.6307,6.172,7.3814,4.0026,6.9806,3.6576,11.816,18.6269,22.5187,34.7334,20.1587,79.0139,11.8556,8.6118,0.0,277.8412,0.0,40.0534,58.3713,17.6876,0.0
DNK_C23,14.737,1.6335,4.2336,3.6176,2.9088,33.6993,5.4513,38.7009,2.3399,0.2516,14.762,29.19,30.1565,214.8843,8.2969,24.7769,12.8346,19.19,114.6297,5.6141,10.1674,23.8291,3.4699,10.7771,1816.8204,27.7959,12.3181,7.116,0.8402,3.7454,1.1876,6.6024,3.1738,6.6865,6.5319,9.8215,90.009,9.9603,6.0679,18.7172,5.5265,19.7502,2.8775,4.5176,0.0,406.1452,0.0,0.9139,35.1001,23.2496,0.0
DNK_C24,0.6068,0.0566,0.1518,0.0307,2.3416,6.3721,0.9684,14.6367,3.1941,0.0551,4.8482,1.307,17.0759,9.2298,162.4186,291.7806,19.0148,26.2237,285.2114,42.5338,11.5916,49.1983,0.0937,0.2097,148.5228,26.7258,0.2393,0.0099,0.0322,0.0234,0.2268,0.1171,0.1552,0.2646,0.2741,0.1422,0.013,1.1233,0.1479,1.6556,0.5597,3.1673,0.1092,0.4617,0.0,5.2197,0.0,0.0,0.002,9.8214,0.0
DNK_C25,46.0689,4.0022,3.6094,1.5679,5.7908,118.4498,16.3765,44.6401,9.7835,0.2532,32.9274,58.6625,52.1566,50.0105,35.9393,493.7287,89.556,64.6149,895.935,32.271,34.4502,191.3797,8.9441,22.9846,1259.0107,117.6718,23.9512,12.2041,1.0981,14.7981,4.8921,9.9948,8.5637,17.1425,16.1278,21.4161,183.3858,21.0599,24.3073,78.2321,22.2525,52.7241,8.8925,13.7588,0.0,449.4242,0.0,3.121,206.9648,38.3242,0.0
DNK_C26,14.0894,1.0914,0.5853,0.2131,0.6488,12.609,2.1428,1.3314,2.6149,0.3485,20.4353,25.1368,8.098,3.0226,2.5048,18.3626,207.3703,30.2649,216.47,2.3373,5.5035,41.5051,2.8009,16.0004,202.8135,59.6483,8.9022,5.2528,0.605,11.7133,8.3493,4.4591,8.6859,21.4917,35.9125,13.205,64.3036,64.4321,13.0908,49.5202,17.7612,37.9507,4.754,15.7021,0.0,766.9466,0.0,32.8689,1125.5887,22.642,0.0
DNK_C27,6.7304,0.795,0.3526,0.1424,0.5147,8.5371,0.6407,1.0695,1.0454,0.0493,2.9596,9.8948,2.8473,2.2232,3.1324,27.2553,69.0913,101.2861,411.3508,5.152,6.3081,35.5318,4.5142,24.0854,160.6507,28.3609,5.4281,2.6556,0.72,3.3815,5.4794,2.9741,8.5718,11.2727,5.7503,4.9137,34.6895,14.9407,7.7309,20.7315,6.2157,20.696,4.3261,11.7914,0.0,397.0882,0.0,5.3706,176.6375,13.3557,0.0
DNK_C28,68.2299,7.4994,3.7189,1.4312,9.7682,96.6714,5.8187,15.2691,21.8813,0.6634,29.4047,98.621,27.1859,35.1816,26.764,297.3165,160.1333,170.7671,2725.5308,60.2736,61.209,187.1931,18.5398,69.7647,1382.1867,186.456,45.7965,34.4823,2.8213,19.7227,17.9989,21.0951,23.8487,52.2434,47.594,46.6283,345.6661,84.9173,54.5447,107.9122,35.6242,83.5328,16.8789,33.4977,0.0,756.8553,0.0,18.0776,2908.9831,96.0475,0.0
DNK_C29,1.0176,0.136,0.0541,0.0186,0.1064,0.8318,0.0479,0.1044,0.1148,0.0042,0.2498,1.0152,0.3144,0.2214,0.2288,1.0279,0.6486,0.2238,5.6096,15.4459,0.3802,3.3914,0.3926,0.9451,2.8033,71.9411,16.6046,0.6593,0.0602,0.3916,0.2104,0.3236,0.2451,0.9411,0.4276,1.0277,10.6507,0.9303,4.0414,6.032,0.512,2.2467,0.2742,0.3603,0.0,483.5421,0.0,4.6877,313.5825,6.2139,0.0
DNK_C30,0.2183,0.9685,0.0314,0.0278,0.0045,1.0206,0.0459,0.098,0.0524,0.0214,0.3242,0.9449,0.1463,0.1848,0.0001,0.0326,1.0471,0.0496,0.0011,0.0175,4.595,11.4697,0.1158,0.0209,5.7248,2.0329,0.0164,24.0695,2.6337,1.7535,0.0136,0.1615,0.1313,0.0951,0.4613,0.2221,0.0076,0.4242,0.6963,1.4589,0.2485,0.2932,0.0571,0.8567,0.0,170.5322,0.0,1.4184,370.7323,3.8334,0.0
DNK_C31T33,61.8445,10.3539,3.4349,1.1799,2.0291,54.9016,9.7263,15.9794,4.87,0.2171,20.1811,121.7599,14.4916,12.6334,7.041,29.1631,76.8803,10.4052,129.2182,6.1041,6.2231,415.2026,21.6559,40.3017,318.2053,105.4351,65.6218,43.2786,3.343,22.0592,6.4455,23.3606,24.6919,40.3352,25.232,64.8002,700.0918,83.9988,37.3891,128.173,46.478,523.1335,37.2578,27.1529,0.0,2342.5574,0.2957,141.5763,752.5357,5.9276,0.0
DNK_D,133.0783,6.3347,30.6779,12.031,7.9527,179.342,4.9913,9.8409,16.3062,213.6892,60.0733,49.5354,24.8392,39.5539,24.5562,27.0414,9.2103,6.994,41.0031,4.3713,1.5687,24.332,213.8488,55.7181,100.676,224.7598,34.5516,2.404,0.293,27.8457,7.8689,128.9746,36.568,15.9021,33.2936,41.299,32.8592,82.2585,65.4102,77.1514,177.1915,283.8971,66.1544,18.6911,0.0,3301.4837,0.0,0.3885,40.9408,11.8479,0.0
DNK_E,80.2438,2.2102,0.4425,0.1611,3.1697,156.0124,7.8846,5.5922,114.4605,0.8229,39.2525,48.4068,132.7094,72.2692,51.1336,345.7145,7.636,9.4635,58.3513,3.6373,2.474,31.7072,171.7965,690.9403,16.5733,194.7166,16.3953,6.4908,0.1565,23.9261,9.1373,59.8713,27.1646,22.1217,39.8486,35.0876,109.1779,121.8815,58.0543,90.8737,177.9671,491.3442,40.3351,34.9883,0.0,3217.7144,0.0,91.2173,7.2355,0.0059,0.0
DNK_F,381.7116,53.1476,20.3367,6.5554,15.9683,235.6385,8.8398,22.5255,14.7441,1.1955,65.5829,258.5088,29.0919,49.8963,30.7022,92.2351,160.5921,21.3415,372.9975,7.1915,2.8989,97.582,137.4631,201.1321,3323.3421,226.1538,333.4994,275.4535,19.7246,110.5011,33.1895,89.3693,43.6736,245.6109,96.8067,394.8573,4616.0858,962.7846,178.3968,543.8943,99.7406,367.7106,58.718,114.4437,0.0,774.432,0.0,1027.8941,30577.1016,0.0055,0.0
DNK_G,916.8584,63.5203,20.7227,10.6906,24.0773,3050.0144,303.8783,230.5382,205.0882,54.4974,719.9922,754.9074,247.1201,245.3195,117.3691,502.0983,424.8331,235.4721,2040.9642,130.955,64.5411,936.2388,90.3146,199.7491,3264.6152,4664.2491,1194.5596,410.92,34.4063,206.5326,56.8068,612.1447,226.696,93.2348,187.1134,152.6527,60.4068,441.8083,461.5814,402.3182,265.5049,1080.8764,116.1404,138.5518,0.0,15439.1324,0.0348,321.2495,3367.6853,401.6851,0.0
DNK_H49,89.1545,9.9458,13.5614,6.3454,8.3597,603.5969,23.8661,45.3913,35.9897,15.0855,101.2199,80.2111,49.3881,122.2895,30.6088,89.0407,43.9808,32.0141,271.6147,20.3382,7.9191,134.9298,19.8528,129.4081,476.8273,1833.188,794.0424,48.2118,4.152,188.9287,24.919,50.4318,36.6422,44.0444,39.1143,27.2275,9.1246,97.98,74.8593,125.5371,171.1837,439.3312,43.4234,43.3454,0.0,1770.8199,0.0606,47.5293,260.3393,241.0733,0.0
DNK_H50,6.6024,0.5579,9.0394,3.7086,0.601,135.1108,4.8086,2.8475,1.9142,4.7671,15.6066,38.8593,4.8551,23.1462,2.9192,10.6144,9.0462,5.1299,134.6629,5.9914,2.1714,12.0716,3.267,11.0058,30.6422,417.8724,987.672,314.3247,0.966,85.2377,36.7496,8.04,11.4326,51.7505,30.3199,7.5995,6.519,77.9847,128.7657,22.943,46.1536,64.5374,9.0422,11.8931,0.0,417.3933,0.0264,34.7213,30.2918,136.2091,0.0
DNK_H51,8.8725,0.88,0.9728,0.4343,0.3691,25.0828,2.4795,2.0595,2.2521,5.1235,6.954,11.081,3.1147,3.4134,2.4342,7.1404,5.9475,3.996,27.4601,1.7855,0.8897,9.6791,3.8631,2.3938,37.6545,32.8854,5.4067,13.3421,2.2465,12.0158,1.8345,5.2793,2.1734,1.8318,3.3612,1.0963,0.9986,15.5419,81.3024,11.5212,2.92,9.1079,1.6296,2.6007,0.0,135.0646,0.0464,3.0311,39.2834,185.9179,0.0
DNK_H52,16.7061,2.0373,0.7431,0.4872,0.6011,52.5505,3.9861,5.7527,4.0028,2.0805,9.4868,13.4605,5.0206,6.8036,3.3719,12.4437,7.5069,4.6531,41.325,2.5323,1.4411,18.0989,3.0481,3.9159,96.5764,106.447,20.3555,383.8503,13.2868,15.2988,2.2681,10.7355,6.0634,3.7212,12.1295,6.2285,2.7798,13.0375,8.894,11.8477,7.714,17.3406,2.6685,3.5663,0.0,203.9335,0.0,18.7706,72.0082,27.3458,0.0
DNK_H53,3.3372,0.1395,0.1614,0.053,0.5103,37.9735,0.6072,4.7997,15.0986,0.6909,19.0262,22.7074,0.7689,1.6682,0.0656,2.1026,0.7879,1.4694,6.4443,1.9304,0.2696,12.3605,25.8532,48.1023,10.25,322.6478,32.0044,7.7362,1.2965,155.0321,84.8813,19.1723,140.9733,11.3206,63.7475,63.1792,15.3299,180.4618,159.9445,84.1066,54.3002,200.9657,32.82,23.9452,0.0,103.5764,0.0,0.0471,4.4365,0.4708,0.0
DNK_I,3.4428,1.7492,0.4226,0.0966,1.9648,23.3695,1.7913,2.1106,1.7921,0.1772,17.5159,190.8811,4.3424,4.7872,0.85,9.0229,15.7024,6.0631,29.383,2.3343,1.0842,10.8146,3.705,20.3777,11.4462,391.2449,123.7141,19.3909,21.0914,51.8801,11.515,186.6337,35.6941,11.363,79.2287,82.0412,16.1673,236.7709,186.2799,90.1207,67.4122,167.3382,51.8847,63.8911,0.0,7400.5707,0.0,0.2681,0.0,0.0028,0.0
DNK_J58T60,3.5146,0.5978,0.5215,0.307,0.451,38.0853,0.982,1.0909,5.2583,0.1905,8.4485,65.7022,0.8346,2.3334,0.1019,2.7948,16.3252,3.7606,28.645,1.036,0.5409,14.863,4.5721,23.5936,15.1642,367.1156,10.3952,13.8539,1.1787,25.8136,24.4046,33.2828,609.7403,186.1756,234.6357,192.1321,45.9601,553.9907,98.3951,174.7847,142.0567,102.4168,98.0981,50.5388,0.0,1424.6918,0.0,377.7215,1497.8862,0.9707,0.0
DNK_J61,2.4036,4.0008,0.9907,0.2539,1.9251,14.7379,0.7824,1.7565,2.1157,0.2372,11.8836,45.9181,2.2504,3.7365,0.8597,5.0007,10.5849,3.0678,34.3692,1.1269,0.5178,18.059,4.0185,40.956,21.166,275.8339,32.1526,13.4352,1.4442,48.5836,119.0827,24.0212,45.5651,797.9446,176.3534,117.9517,16.6434,397.7517,257.7341,145.7505,112.6824,145.4662,31.2349,39.7148,0.0,2685.0235,0.0,0.6109,138.3304,1.0045,0.0
DNK_J62_63,18.3035,3.5742,3.0735,1.4004,1.4069,51.4499,1.5068,2.8375,6.2523,0.9729,26.2853,165.1733,2.0421,4.2372,0.4607,5.8185,28.353,20.9446,79.4403,2.763,1.5165,29.9426,22.421,122.1434,66.93,829.1432,32.2878,101.3865,6.3151,151.1999,141.0725,93.3634,419.9971,218.3732,1257.3912,685.1733,271.7958,960.6428,426.9243,784.9569,561.2608,514.6448,93.3735,176.199,0.0,459.5815,0.0,2.144,3057.349,2.6678,0.0
DNK_K,895.4889,29.5318,5.9637,2.2795,16.1365,142.2829,14.2603,12.8718,20.4237,1.3145,24.8979,83.6758,19.5599,21.9425,11.4654,36.7535,54.1642,12.1197,108.0029,7.4513,15.4104,83.3012,90.155,54.6094,362.9275,725.8432,159.5022,252.5734,5.9423,114.5943,26.2491,74.7792,60.6317,49.1421,161.4592,5492.4628,4272.5715,461.6891,304.1821,395.4155,77.9314,150.1516,34.7727,77.2165,0.0,10034.7459,0.0074,18.8775,223.6544,4.207,0.0
DNK_L,20.1067,7.333,3.6129,1.0248,4.3448,161.8108,16.9567,38.407,79.3244,0.2729,37.9183,128.4519,57.6081,27.8529,13.2327,149.2873,98.4924,55.3342,311.4299,3.936,2.5771,213.5447,7.0599,54.9169,196.0895,4409.0214,153.7065,12.5467,17.472,265.267,50.2355,1032.5444,192.0313,129.3547,338.013,790.4153,395.7469,1099.524,400.9213,1177.7188,368.7077,621.4323,167.1861,340.4575,0.0,29109.6418,0.0,298.9002,2745.3111,0.1538,0.0
DNK_M,391.439,6.2384,14.4686,3.7845,36.0233,408.4853,10.4168,16.1559,40.6675,3.3693,104.9727,917.0142,17.2791,23.5342,1.3442,38.8384,62.7496,33.5997,1105.8848,15.5912,5.2036,195.9453,185.003,759.1619,3841.8081,2882.6919,184.7188,88.0418,4.5149,555.0784,123.4781,269.7016,421.6745,262.8905,1096.7902,558.2943,837.6057,3667.9919,1977.2913,769.7465,483.7527,604.3325,313.5169,273.4899,0.0,419.2967,124.4247,957.7434,5666.9209,3.1708,0.0
DNK_N,92.9235,2.0205,3.5864,1.5926,20.2638,187.5207,6.508,8.9012,22.208,3.4718,91.0564,638.275,12.53,21.2741,1.5721,30.9136,104.8182,16.6808,142.5664,6.575,3.5661,325.6679,45.7333,307.14,843.9156,1887.4057,215.1142,31.6855,11.5927,525.8348,44.0006,206.9656,319.0879,180.386,565.3655,300.4614,191.416,1216.7097,987.0403,410.2829,371.2401,1060.3078,222.8066,172.6617,0.0,2501.2194,0.0,1490.2093,354.1782,0.0618,0.0
DNK_O,7.3744,2.0267,0.5792,0.274,0.5824,19.6797,0.524,1.4175,1.4687,0.3331,11.4213,48.4006,0.5883,1.989,1.0381,2.9109,9.0456,2.8897,88.7843,0.992,0.6698,6.4619,10.0066,37.4272,13.1982,189.281,61.6167,8.6266,2.8244,39.55,16.6341,22.4137,28.6869,26.741,108.7139,106.8131,29.0331,217.3765,207.7026,231.8255,58.8825,530.9491,14.0251,30.9057,0.0,147.8505,0.0,20991.6005,797.3116,0.0737,0.0
DNK_P,2.2247,0.1975,0.1142,0.0417,0.6539,3.7213,0.248,0.3471,0.6632,0.0726,2.8881,76.3914,0.4966,0.7498,0.0245,1.265,6.0939,1.2589,233.4151,0.4123,0.1993,4.4979,0.9851,4.618,4.8965,119.4402,13.0198,1.7317,0.0881,10.0134,7.0548,7.6963,11.1467,7.7093,31.6953,60.8865,6.2515,315.6504,72.7664,116.4044,253.2749,89.6969,10.0674,26.6504,0.0,1503.5751,1796.8552,16919.7466,1941.1677,0.0219,0.0
DNK_Q,0.4062,0.041,0.0462,0.0173,0.3576,1.1591,0.0507,0.0891,0.0715,0.011,0.5836,347.5874,0.0717,0.1873,0.0077,0.1706,0.5703,0.1805,56.8091,0.0745,0.023,0.9571,0.3143,1.6014,2.7777,24.705,0.6907,0.7378,0.0516,2.1985,0.8166,1.3463,6.8842,1.3491,71.547,4.0827,1.5782,102.5,4.5112,45.7691,93.1612,463.8009,1.0656,4.3779,0.0,4666.1906,964.3982,39236.0681,488.4009,0.0108,0.0
DNK_R,0.2284,0.7596,0.03,0.0129,0.0699,1.2549,0.04,0.0771,0.1042,0.0094,0.5378,2.5168,0.0607,0.1648,0.0254,0.1865,0.4666,0.1449,8.8022,0.0732,0.0297,0.676,0.2561,1.1817,1.2683,24.5712,0.4711,2.041,0.0308,1.3678,0.5114,4.9764,92.8651,0.9134,27.6995,3.1091,1.0565,75.0755,31.6888,9.9386,90.5395,183.8694,113.5674,7.1223,0.0,2601.6697,362.0988,1130.5405,299.0215,0.2279,0.0
DNK_S,23.8284,3.214,1.7482,0.7269,1.8359,47.67,1.4268,3.0092,2.6642,0.3511,9.9501,44.1287,4.5242,6.8707,2.5554,7.0252,16.1147,4.6444,25.6417,1.4371,0.8721,15.4233,11.4481,49.1941,26.3461,145.0531,29.85,25.5141,1.2201,39.8762,14.7341,69.6669,22.8206,32.847,91.4142,79.3957,272.274,188.4146,579.2653,51.7658,15.9455,229.259,14.8648,25.1868,0.0,2175.1924,1656.8039,1155.0751,31.8721,0.0122,0.0
DNK_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.7301,0.0,0.0,0.0,0.0,0.0
