V1,TWN_A01_02,TWN_A03,TWN_B05_06,TWN_B07_08,TWN_B09,TWN_C10T12,TWN_C13T15,TWN_C16,TWN_C17_18,TWN_C19,TWN_C20,TWN_C21,TWN_C22,TWN_C23,TWN_C24,TWN_C25,TWN_C26,TWN_C27,TWN_C28,TWN_C29,TWN_C30,TWN_C31T33,TWN_D,TWN_E,TWN_F,TWN_G,TWN_H49,TWN_H50,TWN_H51,TWN_H52,TWN_H53,TWN_I,TWN_J58T60,TWN_J61,TWN_J62_63,TWN_K,TWN_L,TWN_M,TWN_N,TWN_O,TWN_P,TWN_Q,TWN_R,TWN_S,TWN_T,TWN_HFCE,TWN_NPISH,TWN_GGFC,TWN_GFCF,TWN_INVNT,TWN_DPABR
TWN_C20,236.3811,13.2775,7.1851,23.4306,11.8343,190.3982,1994.9055,39.318,688.3577,762.4571,26620.8341,195.5689,4626.6739,539.8121,891.98,1045.7211,8910.0726,332.2217,256.4691,197.1281,148.5987,187.457,211.094,129.6004,955.5657,1297.6556,33.1987,8.5609,17.1293,19.7993,2.4526,142.4433,122.1304,24.2933,10.841,23.1484,19.242,376.5591,321.187,102.7313,151.0833,290.4558,26.3166,106.0119,0.0,2926.1113,0.7605,24.7396,226.9021,-77.6158,0.0
TWN_C21,35.5915,5.1201,0.1212,0.2006,0.097,63.2943,8.084,0.8382,3.8348,5.6007,42.0613,295.4235,7.991,3.0391,16.0915,8.3229,64.8769,6.2724,8.1076,1.6933,3.0399,3.5492,1.8438,1.2791,13.6497,17.8856,1.0865,0.4848,1.2739,0.5187,0.0834,29.9396,1.4242,0.5802,1.0341,1.3437,1.1191,62.5492,1.0798,27.5119,11.8007,1121.3522,2.2923,1.4357,0.0,731.5271,0.2872,1109.0978,27.3551,-0.5431,0.0
TWN_C22,53.0239,4.3314,1.4903,4.7498,2.7999,348.6856,294.9203,23.5726,318.2684,32.3692,421.4454,90.3214,1671.7609,93.373,104.3854,399.2634,3446.7688,593.1921,703.7038,477.1717,306.6191,231.8732,17.0522,54.7894,1099.6812,1481.2762,162.3809,4.867,7.9299,9.1377,1.2909,169.9302,34.7463,5.4752,6.6262,10.6194,7.0237,122.2631,49.5736,114.9689,49.7079,58.8138,17.8856,50.6486,0.0,1377.9499,0.1136,15.1436,154.6974,-24.863,0.0
TWN_C23,10.5767,3.6906,2.0384,1.7314,0.8707,69.6574,178.3822,2.569,50.6828,22.6403,257.3448,24.7167,37.484,1698.854,490.2723,118.7101,2909.4858,63.8078,104.9602,46.0393,41.7891,38.041,49.0472,106.3142,5100.8492,109.2808,15.159,4.9017,3.3153,7.1378,2.7955,49.0325,6.6569,2.7206,3.6665,16.7891,8.7208,41.5388,8.5863,103.7937,55.3254,46.5068,6.8829,15.7993,0.0,444.4531,0.4941,45.7875,115.6563,3.163,0.0
TWN_C24,20.9197,20.0447,10.5914,15.5756,5.7913,66.2336,54.1862,5.9563,83.0267,266.7959,1190.39,8.9404,211.3215,201.9746,21997.4045,8467.3058,1957.2373,2156.2496,5190.6871,971.1709,977.0276,380.167,233.1962,278.1475,4938.9187,214.2584,107.1242,24.8608,113.3004,26.8718,2.8367,34.6674,9.3179,7.5874,8.0622,15.2506,15.6485,46.2673,18.9733,49.9279,29.5057,38.1413,6.3067,50.5091,0.0,446.5217,0.1444,18.2473,282.2449,0.1284,0.0
TWN_C25,53.9224,5.5609,3.8645,12.4289,8.1458,319.2025,111.8359,31.728,67.5207,77.4206,279.4665,20.5636,400.4448,169.3946,1014.8825,3995.3108,2114.1739,698.9496,2572.6893,503.5617,567.9037,306.9008,58.8061,29.8051,4022.0271,286.1169,25.1454,21.2705,14.906,28.5855,2.5727,116.744,19.9261,6.8855,22.5485,21.2654,33.3961,91.045,44.3258,876.7763,79.8957,107.1745,14.2075,67.505,0.0,1612.049,0.4791,31.797,3216.6987,-33.802,0.0
TWN_C26,431.6266,83.8421,9.4268,12.1999,5.5888,1204.1918,525.1993,67.6727,280.2696,362.7643,1327.983,154.7533,369.132,235.989,1538.3094,773.9839,54374.0365,1693.1791,1505.8014,259.6857,396.6587,247.1855,192.346,123.7342,1639.7895,799.6913,87.1494,27.4351,105.1545,32.488,4.8928,531.917,246.1871,117.4903,502.0244,132.7729,87.6606,776.9433,128.7023,288.3569,304.5645,826.3174,88.3209,79.1679,0.0,10102.7135,1.7768,436.5394,11243.6833,-412.3846,0.0
TWN_C27,23.5232,5.6681,3.7555,4.0565,2.455,68.5207,37.2333,4.4455,20.4119,41.806,110.9762,9.51,38.558,55.8982,131.882,116.0204,1554.7906,3939.4827,1157.0352,187.5963,192.5105,112.3733,70.8625,15.4375,2096.9508,179.8166,27.7145,20.7027,35.6649,24.1069,1.4329,33.5243,20.3647,96.7588,52.4438,20.5361,38.4456,107.0267,53.9017,101.1352,153.2363,72.0612,8.4654,49.7592,0.0,2893.3293,0.365,72.6171,1934.9262,-17.3048,0.0
TWN_C28,33.8861,8.593,9.5184,30.4894,18.3501,77.3861,40.0321,6.7328,33.6323,107.3759,162.8613,7.9457,74.5116,123.6708,230.212,258.6616,1064.4615,319.0671,2481.0471,102.8354,155.8699,436.5354,46.6134,57.0476,867.5812,115.1081,12.1253,6.3629,11.6693,14.1532,1.8825,34.8475,11.4289,7.4022,8.4361,15.5753,40.1255,33.8795,32.1288,68.9938,37.868,35.7064,7.8212,20.9668,0.0,359.3332,0.2597,23.4707,12551.4416,-24.8352,0.0
TWN_C29,13.3992,2.6118,0.4682,0.6344,0.3323,39.9673,18.9367,2.3978,9.8898,15.2914,41.0751,4.4499,13.9053,11.2268,54.8091,54.9595,175.2076,58.6827,70.1633,3197.9405,141.3473,10.892,7.3462,2.5791,86.1816,1088.9818,103.8029,2.7521,6.1254,4.9412,0.3452,18.9681,3.9731,2.3239,3.0549,4.7522,3.519,15.2966,25.8913,33.5275,7.5665,19.5971,2.4795,158.169,0.0,3816.6413,0.1592,76.2898,2963.8954,-7.4756,0.0
TWN_C30,2.9223,49.5797,0.2751,0.3427,0.1852,8.3696,4.7767,0.6239,3.5222,8.3835,20.8363,0.9543,4.7928,3.9762,34.1741,10.4401,84.8536,9.9214,16.4352,168.2041,2659.4038,736.3603,21.6163,3.9984,20.5036,305.6646,17.4593,2.4917,216.0754,4.3032,0.5223,5.6517,1.4978,1.0258,2.0838,3.7608,3.2103,9.7036,3.806,10.0949,3.6743,33.5695,2.7937,39.3985,0.0,1265.2621,0.043,86.7463,2566.4753,-2.9254,0.0
TWN_C31T33,10.8098,27.9731,2.7717,1.9798,1.4112,32.6217,33.7651,6.0033,38.8801,121.2586,282.9089,7.5843,59.7401,24.4773,524.5191,88.7522,1171.8026,37.1682,103.2461,41.6886,33.7385,357.074,406.2528,72.9541,150.9706,92.8212,185.0853,31.0188,376.319,63.958,6.1731,17.6656,11.9972,1.5209,15.5383,37.3206,13.9938,28.0586,26.0968,103.8558,54.5668,263.4181,49.9053,32.1722,0.0,1267.3951,0.1045,16.6643,934.3594,-3.7313,0.0
TWN_D,48.4408,38.9092,8.4265,13.9037,3.6795,248.8988,374.3729,21.4403,319.1974,1669.9527,3120.1945,43.3519,511.5883,777.0211,1689.7243,583.8845,3877.458,173.9713,302.1176,144.2532,89.1503,78.3025,2983.7442,248.0785,189.0297,1777.111,219.2827,7.1787,39.3129,91.9544,11.875,362.645,53.8548,271.6963,49.7218,168.7108,190.8831,133.6713,40.833,252.8393,497.0714,512.3262,111.3585,270.4728,0.0,3414.4793,0.7456,1.979,373.2411,0.2284,0.0
TWN_E,10.2177,1.1461,0.7099,1.8998,0.7931,51.1522,40.4974,2.5044,570.8864,113.0717,250.9596,5.8606,39.1166,78.3449,2052.143,60.6991,172.6182,10.4021,20.2577,11.964,15.8234,8.1705,30.724,1950.2289,38.8411,154.5563,11.098,0.8732,11.3096,13.7986,2.1702,38.4314,5.3038,4.9137,9.5218,50.9092,18.2172,88.4167,15.2883,1247.3389,333.3253,133.0866,41.7485,23.5861,0.0,388.9538,6.7511,317.7945,104.6785,0.0839,0.0
TWN_F,37.0007,12.1449,6.9261,21.2445,10.9776,88.2482,78.6908,7.2932,46.4235,117.3713,250.2813,14.339,76.1987,128.6538,381.1567,171.3634,601.956,75.8932,135.3517,14.7324,48.0749,52.7235,431.0553,142.5042,290.4379,1070.7574,156.1931,3.8947,15.0958,150.8546,7.7768,96.9233,75.0158,288.9175,27.5526,111.812,3731.9084,133.6239,68.9136,334.7325,280.9308,174.5257,44.1687,84.1545,0.0,390.9343,1.7392,21.8087,49397.8401,-0.002,0.0
TWN_G,2256.0545,440.7018,22.2124,80.2122,33.6468,6015.5831,2459.6259,197.1738,1071.5585,1161.1512,4514.7012,599.0977,1216.7338,791.0283,4223.9773,2215.1995,9828.9406,1928.7764,2152.6228,1798.7697,938.2098,647.2709,602.8362,197.8224,4379.1007,4589.5221,1302.4308,112.6061,298.4149,181.9728,54.367,3208.6885,684.5251,111.8217,207.7563,427.0418,364.2525,935.5244,429.2049,972.417,390.018,2436.5248,383.1144,526.0004,0.0,40717.0299,8.3619,1930.223,7693.8958,10.7673,0.0
TWN_H49,84.9514,30.517,16.9923,66.5035,31.3809,239.4119,130.6849,28.8426,80.304,337.2439,382.6777,25.8697,85.7254,291.5133,433.5543,205.2635,735.5631,118.5726,239.6224,89.8503,57.9,54.4213,180.0836,103.9865,676.1743,618.1891,134.3162,311.8351,100.613,296.5819,155.9333,141.0206,55.5537,27.114,80.525,266.2749,81.574,191.4599,71.836,168.9605,135.3004,253.7678,19.7355,75.4343,0.0,4574.5385,1.0391,498.1822,697.6777,257.9247,0.0
TWN_H50,1.723,5.5534,0.7328,0.6776,0.3346,8.4174,5.1968,0.6979,2.7762,39.8582,26.8075,0.8241,5.1059,27.9153,24.5402,11.1186,70.8884,7.4589,24.3301,4.7957,5.7492,2.6014,12.2097,0.6823,32.2278,161.0306,13.0536,3869.1079,47.9018,313.2515,13.2888,3.7304,2.4803,5.338,1.4056,2.9977,1.6739,4.9075,9.6343,57.0065,30.0674,3.515,1.4849,4.1294,0.0,384.037,0.0495,8.8202,20.9527,55.8621,0.0
TWN_H51,12.5406,2.3638,1.1996,1.0543,0.5697,37.982,24.3542,3.5464,14.0144,121.5692,86.1766,5.8145,18.3543,25.1968,79.8036,40.0832,242.3577,25.842,64.1311,18.2509,15.8502,16.4723,41.0263,2.326,79.5751,106.2853,18.5205,6.4732,91.4849,17.5289,313.5681,18.3896,15.6316,5.3326,10.2136,32.5739,6.033,63.0605,24.0199,93.7439,58.8622,40.3071,5.4189,120.5745,0.0,4686.1503,0.269,28.6593,101.6893,319.8123,0.0
TWN_H52,2.4123,11.2338,0.5592,0.6754,0.3488,38.8261,40.5024,5.593,22.1688,26.623,150.4283,6.9687,56.3701,65.4363,107.4265,101.7106,319.889,61.6789,119.4336,33.2641,17.5565,16.0968,8.0067,2.6627,64.5297,1081.3009,102.0504,1066.9347,947.7685,294.1289,13.5565,57.1007,11.7767,29.896,10.9243,39.6333,25.2867,23.2138,9.1177,53.8142,6.458,17.3696,11.3721,9.9833,0.0,567.9003,0.6011,1.6805,331.7488,6.112,0.0
TWN_H53,0.5821,7.2643,0.1301,0.5995,0.4219,8.6122,15.5404,1.9437,7.1097,3.8458,16.5804,5.0214,19.6673,11.0813,14.6766,30.4624,132.5004,14.0232,34.0296,7.5284,3.947,8.98,27.8827,11.3621,35.9941,310.0063,15.2919,2.0219,7.2714,55.6703,144.1379,20.1351,15.5478,72.1786,12.6179,222.9931,41.4749,72.8855,29.9332,202.6621,40.7234,30.2698,13.2135,33.2181,0.0,734.3639,0.1463,0.3109,18.3321,0.0435,0.0
TWN_I,9.9342,1.8717,4.3811,7.6724,12.9268,44.9742,89.2595,4.983,20.0612,19.9767,111.2343,16.8878,121.3583,42.8164,77.6401,107.9608,613.3912,116.9267,140.9712,19.7415,17.9006,46.5847,9.8558,48.4074,143.3315,1964.0958,28.2814,6.3998,375.7057,51.4295,2.1204,40.4543,89.7225,33.6192,73.6437,186.2644,163.9817,394.45,41.0154,642.6012,315.3163,129.208,44.6746,1264.0551,0.0,20067.2107,4.0957,127.9982,32.5275,-0.0004,0.0
TWN_J58T60,3.7921,1.1628,1.5898,4.6343,2.3705,67.2229,23.3031,3.4179,13.9108,5.3562,52.2602,21.0445,27.1416,11.0784,16.9579,26.9181,190.2363,25.198,38.6857,9.2359,18.9392,12.9009,4.1118,3.1784,76.2316,548.6179,26.68,0.5447,20.0785,14.3933,1.9142,30.8912,1590.0236,327.3208,152.14,122.8354,121.5023,1071.2611,117.2059,188.3184,235.4444,54.9823,158.3777,244.4918,0.0,1788.9277,3.9312,69.8507,1284.7406,0.0095,0.0
TWN_J61,15.686,7.9093,1.3416,3.767,3.357,55.4018,50.6797,8.2831,42.6816,7.4852,72.7211,8.4845,56.1845,38.3158,36.9514,88.107,443.8287,54.8001,83.7732,11.3169,15.1633,26.2514,12.9449,17.1073,212.8487,1001.6552,90.1461,8.2431,49.7584,47.2281,10.8127,94.3532,82.7585,1772.8205,490.7238,406.3986,113.9563,275.4775,173.1113,888.9114,127.7845,332.2643,50.0909,251.1571,0.0,5862.0975,1.0148,16.1504,522.6675,0.0,0.0
TWN_J62_63,4.1388,0.8835,0.8084,1.223,0.6363,26.9969,17.055,3.6066,12.3913,13.2826,46.5708,5.6996,21.65,13.9241,36.1542,18.381,238.7353,19.6172,22.2772,9.5465,7.3932,9.2552,6.5754,7.9948,43.7695,620.8985,21.8376,4.5651,86.9296,17.1194,5.8775,64.0283,44.8896,41.7774,473.0093,274.9668,178.2975,136.8376,58.2488,162.7657,38.7031,55.8679,18.4056,19.9303,0.0,214.1587,0.5177,8.7089,5449.9467,0.0,0.0
TWN_K,67.735,23.8635,9.2165,24.2377,13.0101,223.1027,321.8035,31.4639,218.5071,176.9782,696.1684,48.2408,382.1641,287.6804,812.2054,581.8341,3542.0592,288.3309,521.41,186.6431,142.6264,88.6535,285.5515,99.1155,526.5696,2786.2424,227.6652,71.2561,247.9875,146.775,21.7881,221.7311,111.5321,177.0298,145.9924,10900.7565,5006.7102,309.6715,223.4676,944.5534,145.7245,261.2357,94.2619,133.4135,0.0,26093.0144,11.9768,256.4832,805.251,4.2424,0.0
TWN_L,1.1412,8.9812,0.7219,2.6137,1.9722,71.6346,93.6548,5.4121,85.7123,15.2455,100.82,12.9268,45.9423,53.3767,64.7766,188.2433,516.2436,108.1091,145.76,32.1232,19.1016,39.2026,10.3344,18.0804,343.2725,4368.6239,217.5581,17.1962,44.9854,206.9404,24.737,873.4154,132.0659,112.5631,122.1217,862.4499,580.7749,443.4425,164.7703,49.5542,72.0897,317.6163,265.1078,202.5915,0.0,50557.5261,9.5133,151.5361,7213.4589,0.1014,0.0
TWN_M,27.5351,1.6072,17.8584,47.5857,33.1158,335.3007,111.543,13.7992,99.2914,120.8616,361.6057,127.7172,200.8991,113.4811,122.6772,150.6701,1766.7903,158.234,211.57,75.334,136.3574,73.2826,147.1771,67.9318,1331.3042,2991.2474,97.5281,4.3406,57.5108,116.741,8.6236,119.6833,354.7683,577.0193,144.7754,961.2391,1414.6733,929.0461,219.1774,767.5407,105.2684,207.7733,67.2854,225.0907,0.0,374.3378,7.1718,171.4035,5039.1759,0.0002,0.0
TWN_N,3.7635,1.1579,24.9475,12.0285,11.8878,87.916,94.5114,6.1725,59.8116,68.5639,305.1287,13.5981,84.967,262.7434,271.9465,277.218,1959.4788,156.91,217.2919,97.4959,89.4954,80.7729,106.6681,70.3037,326.5865,1778.0753,339.5063,95.3023,288.9352,257.5755,68.1791,92.0021,69.7971,209.0202,90.3623,451.6697,237.5677,272.5374,299.1728,484.9515,306.8542,191.5142,66.888,51.1586,0.0,2379.3384,3.9792,44.381,62.9426,0.014,0.0
TWN_O,33.7296,0.032,1.3694,5.5618,3.3206,85.3217,36.4412,9.8042,35.8469,56.9971,94.9234,17.2096,71.1127,48.8245,78.9819,145.619,426.3324,68.2235,145.442,41.4487,19.5282,27.0061,182.2082,55.267,309.8273,884.6933,315.6987,12.1157,10.2404,65.722,1.7519,16.6457,42.4779,115.2659,26.9484,453.5169,329.4529,76.5413,52.7335,2.0482,82.3853,89.3654,62.9283,24.9464,0.0,1740.5432,18.0959,48405.0019,46.7841,0.0,0.0
TWN_P,9.893,1.2187,0.8036,0.381,0.2004,21.6594,12.1865,1.9447,7.0534,6.3605,27.9273,4.3149,9.2818,14.7938,48.3054,34.3805,170.8714,31.9329,16.6701,6.2936,7.521,10.2082,5.8929,17.3409,61.6982,130.3282,10.9803,6.0435,28.8049,8.3526,1.8526,15.1834,19.7088,51.0597,78.7956,83.1574,38.7003,112.6455,16.0478,361.2071,50.4141,31.389,4.7632,8.3628,0.0,12346.2927,110.373,17379.3266,767.7515,0.0,0.0
TWN_Q,99.8634,19.8659,0.3485,1.4032,0.5601,255.4422,97.4911,1.7287,29.8498,19.222,129.4685,22.6108,31.6229,12.7965,24.5991,17.6749,216.5613,50.2607,25.4487,6.576,14.1227,15.445,12.6218,3.1905,62.0121,114.9399,11.5728,2.3684,11.7727,3.4139,0.5563,147.0504,35.3731,7.0234,10.5656,28.4359,8.6038,39.149,8.2159,30.0571,14.78,88.4003,15.6329,12.219,0.0,8450.1666,161.6213,19746.1,197.5922,0.0,0.0
TWN_R,0.064,0.0,0.017,0.0824,0.0999,6.0911,5.2568,0.3886,4.8343,0.2043,6.2449,0.6525,3.9538,3.0761,6.6535,13.1131,23.3874,5.9398,14.9384,2.9103,2.0929,22.5517,1.0974,2.4208,18.9506,296.2788,3.9847,0.3,0.7404,5.93,0.0894,2.2165,229.5585,0.0378,2.185,21.5757,96.6912,283.1564,11.6115,100.9116,12.8679,2.3376,260.8435,510.8564,0.0,3991.5696,75.2507,603.9444,0.0,0.0766,0.0
TWN_S,10.6684,4.8383,1.5655,4.3249,2.3118,24.1086,22.7767,2.8216,8.5262,3.7603,50.8439,1.2102,33.6641,20.2051,49.0327,96.09,622.4377,15.3567,49.547,17.5948,13.6397,78.3105,12.9598,12.8529,49.6808,120.4012,12.4042,1.2362,22.5316,39.5772,1.7776,21.6542,21.2462,33.4757,9.8209,612.3697,162.6591,131.3787,10.5866,409.9961,42.72,114.9929,14.9758,328.862,0.0,13486.4768,1166.6491,3.1098,19.1731,0.0,0.0
TWN_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4101.3641,0.0,0.0,0.0,0.0,0.0
