V1,ISR_A01_02,ISR_A03,ISR_B05_06,ISR_B07_08,ISR_B09,ISR_C10T12,ISR_C13T15,ISR_C16,ISR_C17_18,ISR_C19,ISR_C20,ISR_C21,ISR_C22,ISR_C23,ISR_C24,ISR_C25,ISR_C26,ISR_C27,ISR_C28,ISR_C29,ISR_C30,ISR_C31T33,ISR_D,ISR_E,ISR_F,ISR_G,ISR_H49,ISR_H50,ISR_H51,ISR_H52,ISR_H53,ISR_I,ISR_J58T60,ISR_J61,ISR_J62_63,ISR_K,ISR_L,ISR_M,ISR_N,ISR_O,ISR_P,ISR_Q,ISR_R,ISR_S,ISR_T,ISR_HFCE,ISR_NPISH,ISR_GGFC,ISR_GFCF,ISR_INVNT,ISR_DPABR
ISR_C31T33,2.2637,0.1305,0.0296,1.9874,0.0903,32.8487,4.8366,10.6333,7.126,15.8006,23.4988,15.8767,33.4356,9.0535,3.2874,13.3653,36.2541,4.9119,13.3451,4.4513,4.3979,3186.17,8.304,12.4159,156.9841,70.0136,7.4046,2.8559,2.8943,3.4923,2.3136,6.1557,2.1184,0.4187,5.4918,9.7949,3.9857,28.7803,13.7494,63.6491,12.3082,94.7262,8.2574,20.2697,0.0,1566.7732,0.0118,0.0416,631.4786,32.2034,0.0
ISR_D,250.8502,3.9662,1.6669,114.8486,1.8904,146.7696,18.3975,4.8408,52.173,543.7603,187.298,32.6833,101.933,100.2998,56.0493,61.8951,95.3395,9.5207,19.6362,8.9018,28.0585,94.945,660.2181,103.5883,104.9839,528.5502,80.9864,10.4629,12.222,141.9423,2.4418,112.6505,25.7996,47.0144,83.0797,71.5013,190.9629,168.8639,49.7234,277.6998,183.4664,182.6087,190.2539,61.7642,0.0,3767.6286,0.0,0.0,0.0,0.0,0.0
ISR_E,77.2971,1.2465,0.7541,38.669,0.7804,63.2005,9.767,1.9105,28.4706,193.2438,87.713,19.3914,34.7928,33.6296,20.1546,20.9666,36.9406,5.425,7.7981,3.0918,10.7391,33.1832,126.4751,1304.6639,65.4983,168.1229,26.8893,6.3155,4.1046,45.0339,0.8724,36.1023,9.5524,14.9287,45.7879,25.5102,59.1001,55.3044,18.256,182.1438,56.5064,62.5219,62.0461,19.9825,0.0,3232.06,0.0,1053.0401,10.0668,3.2932,0.0
ISR_F,17.6065,0.0,0.5041,26.1329,1.0577,101.2576,10.701,15.3285,32.215,208.013,65.1704,29.3869,29.2458,105.6075,29.0962,75.0071,160.2931,14.4007,57.8751,5.8098,13.284,75.0846,37.0555,146.4584,79.8062,400.4668,74.6019,16.3689,13.9424,91.2312,40.6084,65.3236,26.5547,56.2253,35.0467,169.8539,915.1567,167.6281,46.2563,1067.5076,278.9297,111.7803,85.9276,35.0322,0.0,320.229,0.0,0.0,38987.9304,0.0039,0.0
ISR_G,752.9141,14.53,1.8567,96.309,3.8511,2392.7103,308.9916,52.5117,265.4779,1928.6702,955.8477,707.3367,465.7945,359.3438,242.0998,339.6469,1802.6519,137.6328,394.1226,81.6636,203.642,1333.6291,229.9142,208.4973,2108.5525,1384.5628,551.8318,90.9678,124.1997,59.05,46.9277,966.0154,195.8097,91.6602,587.0541,69.1541,88.2531,969.5299,306.1215,1523.3074,132.9428,1095.9372,176.502,135.4603,0.0,12910.2554,0.0,335.2522,3383.6153,903.7766,0.0
ISR_H49,106.2929,1.0832,4.1606,234.1304,5.4021,251.0389,26.3309,9.4961,57.6396,1417.7141,292.1361,49.5137,108.2928,274.7938,53.7577,80.6249,123.4309,24.5238,70.2356,10.5357,17.7823,131.0087,116.0789,222.7899,495.1376,818.9122,2068.1948,71.0308,44.4301,6.3069,18.4792,33.0347,42.3221,11.1963,45.807,59.1458,17.7872,156.0353,101.7116,430.5718,782.6573,132.9871,47.4092,104.5979,0.0,3276.128,0.0912,3.2662,117.4836,47.7105,0.0
ISR_H50,32.3146,0.868,0.0984,4.7672,0.189,103.2928,14.7126,2.644,15.3699,123.9429,52.2128,15.1269,25.2863,23.1554,19.0887,21.824,80.6174,11.4622,24.1869,5.9987,11.0864,72.4779,13.8765,9.0779,122.1131,102.195,13.5377,228.6947,41.4302,2.9032,3.9031,36.7857,6.2894,3.3881,11.2032,2.4904,3.745,30.6433,8.6054,77.5916,4.7869,31.6926,5.4861,3.7927,0.0,642.043,0.001,8.0803,217.233,256.2648,0.0
ISR_H51,8.5386,0.2864,0.0208,1.0956,0.0429,31.2623,4.6545,0.8334,4.0304,22.2996,5.9605,4.2685,7.1281,4.7665,6.197,7.1957,24.5116,3.3847,3.9129,1.7907,3.6286,21.0969,3.861,2.7586,36.8885,6.7994,2.0855,0.0052,0.0055,0.0051,0.0057,11.9615,1.935,0.8124,2.8448,0.2264,0.9981,8.9313,1.0538,6.7558,0.2063,9.3205,0.5328,0.8793,0.0,0.0161,0.0003,5.0266,71.5181,150.7702,0.0
ISR_H52,26.3699,0.6971,0.0796,3.9931,0.1327,74.8261,5.6204,2.097,10.769,117.7255,67.4745,10.4622,16.406,22.8711,11.3231,17.5331,39.3436,4.8489,11.1287,3.0471,5.1818,61.6029,8.9544,5.417,88.9873,353.0014,14.1549,968.5088,883.1491,1.866,18.8734,24.7712,4.6138,2.426,7.7285,5.1722,3.1244,19.0101,15.5229,61.8511,3.324,21.5971,8.0918,3.2979,0.0,641.0898,0.0,4.9465,98.5744,35.9538,0.0
ISR_H53,2.9461,0.0107,0.0685,2.7861,0.0916,4.5403,1.2511,0.2777,9.7253,5.5035,6.0621,8.8954,4.3647,2.3247,1.5033,4.8355,10.6533,5.5379,5.5013,0.8055,0.4832,17.8632,10.7249,10.6887,40.0479,162.5325,10.1589,17.502,13.7296,24.3444,97.2236,4.7996,52.6961,7.3886,28.6032,95.855,57.6345,59.0849,15.5202,84.7735,18.4299,50.5848,11.3958,10.1638,0.0,120.628,0.1665,3.2779,6.0031,0.3258,0.0
ISR_I,4.969,0.1064,0.6502,13.305,1.5669,84.645,1.5633,1.6246,8.2841,1.9506,3.7615,13.8481,5.8574,17.6001,16.9175,64.4069,16.0028,9.386,78.007,7.658,5.9716,95.795,48.43,21.2463,15.5124,340.6623,98.4931,31.8749,76.136,0.1739,0.7254,169.7545,31.882,51.3849,406.4869,280.4426,49.9755,852.4209,175.465,186.117,358.5716,390.2229,312.7497,230.1892,0.0,9146.0691,0.0054,0.0191,0.2495,1.9442,0.0
ISR_J58T60,0.0651,0.0001,0.0062,0.3247,0.0147,2.6057,0.2847,0.0698,3.3694,3.5922,1.323,0.2358,0.3237,0.4293,0.1121,0.4403,1.9667,0.7218,0.3128,0.0556,0.6983,1.6255,0.3354,0.4771,6.9961,24.1397,1.9059,0.5595,0.6196,0.7002,3.2312,11.3707,524.1342,222.518,24.637,6.58,2.7003,643.4014,25.1846,12.651,11.2623,2.2807,80.0251,24.4457,0.0,177.6574,0.1783,0.6296,33.3274,0.7607,0.0
ISR_J61,1.3342,0.0429,0.0829,2.1419,0.1313,12.4486,2.2372,1.2276,5.2,16.1282,13.6931,37.6687,5.6116,5.3317,3.7103,11.3042,18.7797,1.5314,6.992,3.6603,0.5344,24.6439,3.4274,8.6142,116.5298,152.6748,57.5231,5.4464,7.3102,9.7744,2.6249,15.1295,43.4815,1363.4329,62.7658,160.5605,17.1044,138.9481,50.4376,143.5202,33.2035,60.4655,72.4732,27.8164,0.0,4813.6828,0.6438,2.2729,27.0123,0.9717,0.0
ISR_J62_63,1.107,0.1318,0.4243,13.7474,0.8309,26.8459,2.2192,1.1549,7.1277,7.901,20.8971,23.3921,9.7791,13.737,4.4613,22.7891,452.7144,16.1476,67.8134,4.3863,42.4417,35.0611,25.8044,13.5193,125.3602,96.0388,65.8174,15.0234,15.2589,17.3032,1.5136,11.8801,77.2114,75.8711,1679.055,319.2095,19.1232,263.5178,39.0801,661.687,94.2227,182.4821,60.4232,30.2099,0.0,424.7467,98.8266,348.9104,3971.0745,74.595,0.0
ISR_K,91.2446,1.324,5.037,209.9897,5.6258,221.8903,32.0517,7.5199,43.4461,301.917,228.1317,228.5816,86.1613,83.5442,55.4756,82.3347,208.5484,20.1116,93.8021,16.7044,36.4632,164.0253,464.2667,309.1533,1013.8227,1855.7618,466.9196,146.3523,142.528,251.1608,4.7961,110.4187,166.1463,302.935,667.1729,5478.2655,4468.9246,916.2692,545.9813,697.0573,124.971,199.1001,277.9573,200.9592,0.0,7067.531,1.8938,243.3189,140.5832,8.2657,0.0
ISR_L,24.3987,0.0355,0.7934,23.0032,1.2495,140.8564,52.3821,10.8013,69.7974,75.5696,66.5334,88.0394,102.7496,67.7137,26.5237,112.4379,157.7362,22.5186,96.712,16.6108,34.6204,233.8671,28.7854,80.0006,304.7,3016.5366,184.4187,9.1191,10.2553,988.73,12.1247,352.9699,117.5594,367.0251,326.338,213.2477,1449.7251,655.2099,202.892,446.2872,297.0733,579.7096,432.2633,224.7401,0.0,54097.4018,0.0,0.0,0.0,0.1079,0.0
ISR_M,97.2006,0.74,3.9837,94.7374,8.3046,278.0556,29.8686,10.8793,38.2464,64.9057,253.9437,330.9037,94.2903,82.7374,33.5151,102.8883,599.3787,58.822,149.0795,20.8623,76.6848,386.4958,390.7445,216.7616,3524.7364,2239.8384,397.481,57.7921,69.6192,307.2741,20.4389,162.1887,195.7705,148.0629,993.042,1327.61,575.7449,4347.8587,518.424,1359.1076,267.1531,718.2752,690.573,183.3683,0.0,1318.9269,2.9947,109.9526,4444.0641,71.2569,0.0
ISR_N,58.8579,0.0225,3.6099,108.5138,5.8687,264.506,13.8424,7.6801,43.8073,25.4773,172.2561,354.4471,99.8255,78.0223,28.1349,91.7136,436.114,24.7859,154.3424,17.827,30.7552,168.1277,243.9149,339.2717,1095.5006,1103.7254,475.4399,139.3889,160.7472,354.2177,24.9869,106.8139,75.7742,140.6911,320.8237,826.945,367.3139,596.2044,1963.8673,1261.4863,632.3056,726.6114,455.8937,284.5421,0.0,2629.5484,2.9855,22.8554,179.8794,3.1011,0.0
ISR_O,4.4062,0.0006,0.0337,1.3907,0.054,3.6808,0.0507,0.0753,0.1838,0.1935,1.3227,1.0635,3.1367,0.471,0.1137,0.8447,3.2833,0.2421,0.5046,0.0667,0.6573,0.7183,63.0729,23.6444,77.2889,18.0151,20.285,24.7612,25.1874,11.6825,1.2381,1.4998,6.4328,3.7957,78.4109,36.9953,18.3204,18.2921,3.7419,173.0702,48.1264,87.1188,6.2089,1.8101,0.0,215.0306,4.5868,41441.8314,165.3929,0.0,0.0
ISR_P,0.0004,0.0,0.0311,1.188,0.0515,3.6105,0.2742,0.0459,0.355,1.554,3.2537,8.2007,2.5591,1.3309,0.8173,4.3723,5.1459,0.5606,1.3742,0.2261,1.0997,1.3445,0.7026,9.3299,6.0126,16.6807,3.3144,1.9301,3.2151,0.0113,0.1265,1.6722,1.6093,0.2418,12.0531,31.5791,3.4052,34.5965,4.9694,201.8526,330.24,73.9938,76.891,30.4967,0.0,4351.4618,473.2271,23452.5634,10.3289,0.0005,0.0
ISR_Q,0.0003,0.0,0.0005,0.1032,0.0007,0.1543,0.0023,0.0759,0.034,0.0089,0.0281,0.9103,0.0079,0.0177,0.0973,0.022,3.8948,0.0099,0.013,0.0017,0.0713,0.1014,0.5157,7.6286,0.3119,13.4253,1.0628,0.0656,0.0533,0.3828,0.0218,0.1378,8.7182,1.9012,64.8725,495.9342,0.8729,24.7825,7.8544,364.8533,47.8696,2574.4865,28.6318,76.505,0.0,3946.9863,1782.5203,25216.7755,78.0442,0.0,0.0
ISR_R,0.0,0.0,0.0,0.0,0.0,0.1944,0.0659,0.0,0.0,1.4491,0.0754,0.0,0.0303,0.0,0.0,0.0955,0.1787,0.1926,0.0,0.0,0.022,0.127,0.315,0.1136,0.4333,1.7947,4.9332,2.1489,1.0313,0.0,0.0,2.3712,113.5397,55.4189,3.496,0.7291,2.3135,77.5505,2.5831,143.9156,77.98,74.7246,726.69,282.3874,0.0,4061.1736,475.6811,2134.5885,10.8952,0.1593,0.0
ISR_S,18.655,0.4136,0.01,0.5648,0.0261,5.7767,6.8526,0.3115,1.0358,3.1564,1.2434,4.7797,1.1155,1.0093,1.0715,1.8582,1.3502,0.6823,0.9258,0.2445,0.104,6.8332,7.3355,9.2924,48.2474,216.2616,13.7312,14.9961,15.2542,7.0753,0.9575,208.9853,61.3841,11.4613,127.016,14.8916,26.8929,47.7812,63.1442,252.5177,29.8217,570.6729,185.1409,519.2628,0.0,2537.9956,2636.5545,894.8098,7.8844,-0.0013,0.0
ISR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.1966,0.0,0.0,0.0,0.0,0.0
