V1,BGR_A01_02,BGR_A03,BGR_B05_06,BGR_B07_08,BGR_B09,BGR_C10T12,BGR_C13T15,BGR_C16,BGR_C17_18,BGR_C19,BGR_C20,BGR_C21,BGR_C22,BGR_C23,BGR_C24,BGR_C25,BGR_C26,BGR_C27,BGR_C28,BGR_C29,BGR_C30,BGR_C31T33,BGR_D,BGR_E,BGR_F,BGR_G,BGR_H49,BGR_H50,BGR_H51,BGR_H52,BGR_H53,BGR_I,BGR_J58T60,BGR_J61,BGR_J62_63,BGR_K,BGR_L,BGR_M,BGR_N,BGR_O,BGR_P,BGR_Q,BGR_R,BGR_S,BGR_T,BGR_HFCE,BGR_NPISH,BGR_GGFC,BGR_GFCF,BGR_INVNT,BGR_DPABR
BGR_C20,81.8019,0.0537,0.1138,4.5884,0.3235,45.5283,8.0011,5.8146,15.766,92.0615,84.5291,7.2945,22.4239,8.3035,8.0273,9.906,0.8625,9.9589,3.4389,2.3073,1.8054,19.5281,3.8182,2.1709,26.1026,38.0407,5.2497,0.0739,12.0799,2.9126,0.4537,2.3423,1.623,1.1097,3.2712,1.5354,2.921,5.3396,11.0409,3.9925,0.5353,11.2758,1.6024,8.394,0.0,149.919,0.0043,24.4804,7.4161,2.8633,0.0
BGR_C21,3.422,0.0023,0.014,0.3848,0.0159,1.4994,2.0033,0.8122,1.3284,2.9362,2.4003,2.7176,0.659,1.1073,1.2408,0.5577,0.2611,1.1894,0.9032,0.2045,0.1784,0.7939,0.2217,0.1694,1.1844,1.9461,0.4164,0.0069,0.3686,0.1223,0.0172,0.1349,0.4625,0.0663,0.3358,0.2241,0.1343,1.5494,0.566,0.3034,0.1326,6.9052,0.6081,0.3261,0.0,158.1638,0.0081,71.6953,1.7745,1.311,0.0
BGR_C22,7.3861,0.4226,0.5472,8.3966,0.2109,96.8737,4.885,0.6271,8.5544,2.7889,2.3253,1.6787,447.3276,8.2999,51.6904,16.207,0.9361,22.1655,15.0107,2.7988,3.8819,25.4239,2.64,15.0345,127.3184,77.3921,29.9365,0.0428,0.331,5.5737,0.4846,2.344,0.6905,0.4549,1.1442,1.0563,3.0948,5.2303,4.1791,39.2492,0.3663,12.7066,0.9398,1.2778,0.0,185.7299,0.0034,1.098,15.1701,11.0872,0.0
BGR_C23,15.1558,0.1698,0.1455,16.9338,0.5511,42.821,4.6709,1.9129,2.2322,11.1608,9.4582,1.9588,9.2798,352.5335,11.673,6.4877,2.1039,8.5991,10.4176,2.5154,1.0734,5.1828,6.5067,8.442,703.2107,49.486,12.7444,0.1539,1.4605,10.9952,0.4828,4.166,0.7085,1.1072,2.1211,1.9807,19.9619,5.912,10.7874,6.3036,0.8516,7.4735,1.8483,6.4084,0.0,263.4364,0.0048,6.5613,40.7238,15.321,0.0
BGR_C24,0.872,0.1698,0.0341,3.4546,0.2852,1.7539,0.3647,0.4565,15.0017,0.036,0.2606,0.063,0.0944,11.203,1454.7006,150.6849,3.028,227.5393,86.9885,40.1477,49.4231,9.1824,1.8771,4.9984,72.1656,149.7046,0.7747,0.0043,0.0007,1.8142,0.0294,3.623,0.1571,0.2139,0.0228,0.1515,0.4847,6.5034,6.2212,4.2683,0.2302,1.2259,0.1542,0.961,0.0,1.6426,0.0,0.0,3.5919,53.0147,0.0
BGR_C25,10.0769,0.3378,0.6565,6.1377,0.8241,17.7534,5.2634,1.5943,1.7091,6.9288,5.363,8.6585,10.974,6.3486,71.2208,243.498,3.6995,61.7324,202.6545,13.3522,23.9972,31.2386,6.027,5.1093,181.8764,65.7036,20.2757,0.0882,1.9713,9.9021,0.4112,2.8186,0.6554,1.3034,2.3957,1.7209,8.2765,11.9232,9.2965,3.5978,0.5677,6.6585,1.4611,3.2266,0.0,150.7808,0.0076,3.1643,183.3501,11.4956,0.0
BGR_C26,0.5574,0.0088,0.0163,0.2268,0.0493,1.1726,0.3372,0.0986,0.1422,0.5321,0.1613,0.1317,0.6209,0.316,1.6258,2.9217,31.3224,2.5713,4.588,6.9323,0.2712,13.454,0.6495,0.2066,6.9768,10.0379,0.758,0.0374,0.1469,1.2928,0.4135,0.8145,0.8231,5.8449,35.5671,2.1077,1.2831,5.4113,6.7877,13.749,0.3263,1.7323,1.7876,1.4677,0.0,138.1246,0.0048,4.4916,80.0909,2.8723,0.0
BGR_C27,3.5628,0.0312,0.2068,1.2316,0.1716,5.8909,1.1681,0.4217,0.61,4.9701,0.9971,1.4295,2.8751,1.6719,16.5511,5.7696,1.516,172.3773,10.105,56.4952,0.5547,13.6362,10.6358,0.6901,94.1838,16.9521,2.8809,0.0375,0.6265,4.3447,0.2185,1.0271,0.427,0.682,2.7332,0.6758,14.8808,7.331,2.6476,5.5041,0.2074,2.4394,0.9675,0.9985,0.0,192.4897,0.0032,3.834,119.528,7.6915,0.0
BGR_C28,3.2783,0.0371,0.0744,1.9317,0.4528,6.0684,1.1592,0.2428,0.7524,3.7906,0.9968,1.6679,1.5374,16.0815,14.5991,7.2139,2.312,16.2013,27.9615,4.4465,0.8831,6.7858,3.8637,1.6029,75.3709,21.7754,5.5284,0.1166,1.3694,4.2382,0.7204,1.7189,0.7221,1.7955,4.3666,2.0756,5.1528,6.5216,4.4949,2.2991,0.5442,3.4834,1.1181,1.2296,0.0,53.4225,0.0077,21.0181,352.7073,5.3806,0.0
BGR_C29,0.8949,0.0538,0.0196,0.2905,0.0608,1.1968,0.4126,0.2134,0.1177,0.4516,0.1806,0.9438,0.2604,0.3214,1.9955,1.7389,7.794,4.4258,1.3986,64.5812,5.942,14.9236,0.5515,0.8232,7.208,63.1584,64.9927,0.0287,1.2688,1.3953,0.5745,1.1067,0.5105,1.2312,7.8833,1.9342,2.5428,2.7621,4.2455,3.6286,0.7655,0.7752,0.9346,0.5024,0.0,336.6932,0.0024,8.8021,279.3745,8.214,0.0
BGR_C30,1.5642,0.011,0.0602,1.3166,0.0058,0.635,0.0444,0.0396,0.0111,0.0345,0.0275,0.0137,0.0227,1.2831,0.0783,0.1257,0.4142,1.5032,2.4123,0.4356,37.2951,0.2453,0.0455,1.0452,3.6573,14.9118,72.9813,2.6503,8.0077,1.3665,2.0402,0.4282,0.0654,0.0265,0.2797,0.1648,0.7277,0.6332,6.1437,46.0838,0.1177,0.0571,0.1104,2.7414,0.0,74.3953,0.0,27.8157,18.7567,0.6093,0.0
BGR_C31T33,9.948,0.1636,0.1214,1.2033,1.1955,36.6984,6.9535,2.7846,3.0662,47.8388,4.6887,7.0895,8.6434,8.6877,180.9493,9.5128,11.4655,17.3592,12.6522,11.2437,7.1774,117.5443,19.3973,3.8836,123.3183,57.6292,11.9847,0.1208,1.3052,7.8083,1.178,13.0422,1.9409,4.6468,13.141,14.9476,14.1758,15.6936,10.1834,3.9821,1.6364,16.2388,5.3279,3.8708,0.0,330.4217,0.0061,13.8944,86.9888,0.8255,0.0
BGR_D,18.3239,0.0709,38.9376,63.7806,0.842,182.4316,34.1483,21.3096,27.2293,34.1567,100.8817,62.3448,31.3706,115.654,267.5639,52.2818,14.3869,22.8544,48.1598,9.9121,3.4119,18.7217,147.884,92.14,40.8377,191.9757,68.0568,1.7029,0.7683,61.8445,1.3163,55.0363,3.0356,50.5734,12.6993,22.1136,123.3777,8.8703,14.0446,81.6163,1.3798,68.1513,9.5317,10.5965,0.0,1148.1955,0.0028,6.4291,15.5059,0.7437,0.0
BGR_E,20.6098,0.1736,0.2258,6.4376,0.2621,55.5627,6.7781,18.8531,59.0107,2.8837,9.8508,3.159,3.4063,23.3332,54.2549,5.2743,1.1105,7.9683,4.5373,1.6704,1.1665,4.2057,14.2619,49.9702,21.3282,45.1441,7.7513,0.3411,0.456,5.1863,0.6021,27.1188,0.3279,2.1634,1.4737,2.0807,14.3711,5.4828,8.2589,21.3651,0.6815,12.2009,2.7351,13.0779,0.0,488.9114,0.0005,68.0023,5.2011,0.2715,0.0
BGR_F,81.4807,3.66,2.2756,31.597,1.562,93.6174,16.3057,9.2082,7.9697,26.2688,14.4669,29.1693,15.5079,99.6897,241.5295,54.2927,17.6101,44.406,70.2728,23.8261,23.5868,38.67,67.8432,64.1689,2277.5793,389.2833,51.1679,0.6556,5.4078,145.322,6.4562,77.2342,26.9514,31.6363,29.0491,97.7163,657.636,90.1837,160.0515,101.4018,59.6255,299.4701,51.0698,10.1536,0.0,324.4959,0.1294,68.3592,6841.3793,4.6346,0.0
BGR_G,313.5178,2.3891,6.396,43.4413,2.5828,810.1848,194.2755,42.4143,75.5126,233.1625,100.5413,36.891,148.8559,152.678,346.702,157.6514,41.2986,112.6005,164.2302,191.4196,38.722,117.4446,148.0299,37.718,508.0483,848.124,458.0906,5.1139,32.892,73.1677,12.6281,91.3895,18.5263,29.5446,67.2049,76.7137,85.055,135.6837,136.7557,74.3477,11.8507,65.0602,30.9052,53.7446,0.0,2797.8685,1.2733,119.699,393.9215,58.943,0.0
BGR_H49,58.2926,1.2941,1.5647,28.5494,1.3072,152.3542,15.2762,15.4165,9.583,60.4082,16.0246,23.5836,13.3341,38.371,148.3111,34.5938,11.1655,36.788,59.5479,37.2357,8.809,20.3823,133.9041,13.6444,714.802,352.4524,193.6213,1.911,6.4217,236.6798,6.4416,16.8939,7.6088,11.0999,14.4828,13.489,15.4565,28.6638,70.217,38.8606,7.4911,35.8983,12.9426,8.0072,0.0,1255.7458,0.0152,172.0702,39.6307,47.9711,0.0
BGR_H50,0.4816,0.0045,0.0306,0.0243,0.0017,0.0996,0.2167,0.0165,0.1371,0.2925,0.1637,0.0128,0.2885,0.5906,0.0655,0.0308,0.0159,0.0508,0.0324,0.0375,0.0101,0.1238,0.2811,0.0283,0.1271,0.4465,0.254,0.0161,0.0577,0.1255,0.0427,0.0176,0.0372,0.0274,0.167,0.0787,0.1462,0.4021,0.1057,0.0335,0.0475,0.1094,0.1209,0.0505,0.0,0.9228,0.0012,0.3106,0.8799,26.3455,0.0
BGR_H51,0.685,0.0206,0.0465,0.1631,0.0564,1.5783,0.4599,0.1106,0.2439,3.0905,0.9404,0.1079,0.4789,0.966,1.8761,0.5452,0.0839,0.3998,0.6198,0.3872,0.2601,0.3088,1.4907,0.0817,2.7791,2.2284,1.0619,0.012,0.4347,0.8481,0.0403,0.9721,0.1126,0.1345,0.1729,0.2881,0.1323,0.1527,1.5057,1.6405,0.0503,0.2883,0.0916,0.1052,0.0,182.3101,0.0002,4.3542,1.3086,8.4126,0.0
BGR_H52,31.2759,2.421,3.7453,17.7476,0.6848,46.866,4.1935,2.6404,2.4191,15.0891,4.5004,2.7924,3.2044,13.6194,42.9752,6.8986,1.3288,5.717,8.2935,4.2687,1.5243,4.4406,33.4763,6.1868,148.2274,250.8243,356.9041,19.1298,18.2001,174.1923,58.5415,8.3544,5.4407,14.9068,4.0238,4.9818,2.2934,7.7997,11.9289,7.7999,1.4438,6.841,6.4874,3.9307,0.0,347.6675,0.0332,222.4581,8.6301,16.4822,0.0
BGR_H53,1.9432,0.0911,0.0843,0.7364,0.0842,3.1229,0.5917,0.3884,0.6668,3.5113,0.2676,0.5995,0.2681,0.8775,3.5094,1.4498,0.3814,0.8563,1.7675,0.753,0.6327,1.2863,4.0367,0.756,44.4023,53.4363,16.2218,0.4845,3.0138,22.2867,35.311,4.9672,6.3569,14.6675,3.2878,23.2183,1.3473,9.0037,11.3753,24.3966,3.1825,2.6245,9.4707,1.0972,0.0,211.6455,0.0209,16.6626,0.3923,0.2268,0.0
BGR_I,1.0027,0.113,0.0537,0.7076,0.281,6.8942,0.4223,0.1922,0.2733,0.531,0.1657,0.3636,0.1125,0.5318,2.573,0.9618,0.5456,1.1325,1.6569,0.7913,0.5228,2.4497,5.2028,0.2943,5.5632,24.8822,13.3658,0.1807,4.0814,13.401,0.0567,7.2802,1.0107,0.3108,1.8101,1.705,7.4821,6.2849,17.0664,9.2798,3.8095,3.3778,2.5543,2.0756,0.0,1439.3852,0.0,61.6397,0.0,0.0007,0.0
BGR_J58T60,1.2611,0.0355,0.0086,0.1367,0.0301,3.0436,0.613,0.3451,1.5593,0.3304,0.1658,0.3915,0.1761,0.7526,0.7476,0.3936,0.9715,1.495,1.1027,0.9076,0.157,1.8131,2.6547,0.8003,30.2327,32.0048,1.0283,0.0947,1.8229,18.3808,4.4453,7.418,52.6669,18.5495,14.4029,10.4555,1.2624,35.8273,10.5577,2.7028,11.2661,6.0298,10.6312,5.281,0.0,201.6524,1.5978,59.6234,23.2775,0.1124,0.0
BGR_J61,4.8667,0.1371,0.0835,1.2954,0.2551,10.6755,2.6624,1.1065,1.3498,2.39,1.0711,1.9081,1.3462,2.7401,10.3308,4.8666,5.6725,3.4104,6.4179,2.2504,0.419,5.6334,15.3812,2.2808,74.7648,69.1771,18.7778,0.2695,5.0169,42.7783,11.6196,11.9875,28.963,168.4271,38.7338,36.1739,9.6043,25.7896,35.597,10.4416,9.0714,18.3396,21.6573,12.4511,0.0,1155.5936,0.0061,13.4241,14.0143,0.4456,0.0
BGR_J62_63,23.6627,0.0414,0.0832,2.0009,0.6808,15.0587,2.7623,0.6056,2.0036,4.4865,3.2144,7.2089,2.5322,13.0528,11.1285,19.3503,56.9511,36.5975,74.8209,26.5809,3.9356,61.1449,46.7436,13.316,108.9049,391.5646,23.8115,0.106,24.2511,287.8122,118.4801,31.9418,62.4325,242.2777,576.8005,297.7051,28.2399,412.2506,141.5676,115.4306,51.1572,87.5618,62.7323,8.8271,0.0,90.0842,2.3331,12.1771,592.8232,4.8411,0.0
BGR_K,129.3522,4.6588,2.1517,36.2652,1.4774,119.1628,43.4885,9.8837,14.8119,30.8627,20.7013,12.8584,22.4403,33.0952,102.8013,33.0192,10.1193,28.4653,36.5239,32.0803,7.6606,32.153,66.8168,15.8246,591.2811,465.3762,214.3458,10.9455,22.7369,159.2991,12.0652,49.4597,15.8995,35.8875,54.7934,698.7593,471.2855,77.0142,83.6,58.4,33.8887,67.6379,29.9846,13.2332,0.0,720.2646,0.0826,3.7044,4.1462,0.1153,0.0
BGR_L,22.1492,0.1661,0.058,6.4391,1.1261,14.1626,13.6371,1.1716,0.7504,1.4798,0.6575,1.3984,0.8481,3.4336,18.7936,4.9366,1.093,3.1147,6.1416,2.2809,0.958,6.8753,16.9592,12.2397,266.4913,441.8489,30.1027,2.6679,5.9264,153.3799,9.2066,45.6299,18.8395,119.591,273.7877,56.8959,137.6653,103.3011,98.75,52.88,15.7366,47.7453,63.7607,33.1684,0.0,5785.1013,1.6659,43.8325,78.607,0.2768,0.0
BGR_M,170.8039,0.2317,0.1397,5.793,4.1597,116.6489,15.6088,2.4723,7.3863,4.8623,5.0825,25.0914,2.4955,7.103,33.0271,14.1232,7.865,22.4925,25.3972,15.6159,3.654,17.0971,12.0408,11.3342,457.2448,321.5564,41.26,0.9528,8.9997,71.4352,14.4831,30.9783,26.8021,37.2808,178.6664,97.3525,54.3525,635.0047,99.0407,51.1841,37.6878,156.4557,80.526,32.073,0.0,412.0948,3.1324,127.3449,193.392,1.3335,0.0
BGR_N,67.5209,0.846,0.1021,2.3898,3.1177,27.316,5.5403,1.5376,2.8918,5.1172,2.5891,4.0791,1.6986,6.212,19.3877,8.0331,6.7084,9.6777,15.8651,9.171,2.3645,8.7156,8.9112,10.0251,313.2542,253.6878,59.1895,0.8969,12.0489,80.9047,8.2005,27.2449,19.8993,25.9705,76.8469,62.9747,74.6113,138.5425,270.6684,62.7725,11.3237,58.9657,41.5471,19.4309,0.0,479.5476,1.7552,564.9408,73.0955,1.3671,0.0
BGR_O,3.4895,0.042,0.0128,0.2125,0.068,3.0173,0.0869,0.1214,0.3835,0.245,0.1523,1.3972,0.0874,0.2499,1.1593,0.2984,0.1589,0.1921,0.4241,0.1294,0.0285,0.3518,1.6041,0.8513,77.5625,81.5069,6.1486,0.3413,4.6177,15.2298,0.4002,0.5999,2.5095,2.3353,3.527,13.4924,5.1747,6.8557,16.6551,62.8176,17.1316,32.1814,9.3129,1.9123,0.0,209.114,4.6529,5248.1996,21.8593,0.0802,0.0
BGR_P,1.7828,0.0097,0.0024,0.0496,0.0736,3.1658,0.1412,0.0537,0.767,0.543,0.0623,0.5364,0.0527,0.2315,1.1502,0.202,0.2778,0.319,0.4149,0.4031,0.0793,0.5596,0.6625,0.3833,10.7539,8.1983,23.4938,0.0208,3.2948,3.4629,0.6123,3.7743,15.6001,3.0836,8.6515,15.6669,12.6054,11.405,29.3334,53.4648,66.8782,63.267,19.2349,2.0943,0.0,331.9306,38.456,2275.229,30.2518,0.0178,0.0
BGR_Q,2.1813,0.0024,0.023,0.4902,0.0483,18.4816,0.7635,0.056,0.9123,1.103,1.2748,20.9646,0.9012,1.3301,2.0238,1.0707,0.2941,0.3492,0.5884,0.092,0.0344,3.3467,8.7464,0.206,2.2012,8.1731,17.24,0.0104,23.1661,14.2673,0.0687,1.5965,1.9343,0.3723,3.3494,66.3627,4.8471,9.4963,16.7631,215.9946,15.2665,141.391,35.6401,0.8949,0.0,897.2119,8.9907,3150.5532,0.4063,0.0188,0.0
BGR_R,0.6622,0.0228,0.0078,0.2187,0.0328,7.8529,1.2458,0.1038,0.5491,0.4105,0.1667,0.7717,0.1223,0.3694,1.251,0.6436,0.6741,0.6769,0.7773,0.4411,0.1329,1.1202,0.9691,0.3327,5.6937,5.8607,1.4165,0.0387,0.6489,2.9149,0.8627,26.8052,12.7233,3.0923,8.016,2.6646,16.3147,15.048,4.226,6.0092,9.6159,52.9348,273.8344,26.8109,0.0,449.1786,64.9571,223.509,3.3648,0.3883,0.0
BGR_S,5.0996,0.0444,0.1302,2.652,0.116,6.391,2.0826,0.4014,0.4423,1.2356,1.2751,1.2391,0.3651,2.8848,8.2412,1.4807,1.1423,1.2231,2.1802,0.6109,0.5862,1.341,1.7354,3.7384,11.9386,42.1515,18.6248,0.0448,2.9819,29.977,1.7594,60.545,0.719,3.9873,6.994,16.5083,9.9318,10.0037,14.7176,2.8164,10.3663,116.6234,44.2622,66.7644,0.0,334.3254,154.7576,37.7011,9.2674,0.1394,0.0
BGR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.764,0.0,0.0,0.0,0.0,0.0
