V1,RUS_A01_02,RUS_A03,RUS_B05_06,RUS_B07_08,RUS_B09,RUS_C10T12,RUS_C13T15,RUS_C16,RUS_C17_18,RUS_C19,RUS_C20,RUS_C21,RUS_C22,RUS_C23,RUS_C24,RUS_C25,RUS_C26,RUS_C27,RUS_C28,RUS_C29,RUS_C30,RUS_C31T33,RUS_D,RUS_E,RUS_F,RUS_G,RUS_H49,RUS_H50,RUS_H51,RUS_H52,RUS_H53,RUS_I,RUS_J58T60,RUS_J61,RUS_J62_63,RUS_K,RUS_L,RUS_M,RUS_N,RUS_O,RUS_P,RUS_Q,RUS_R,RUS_S,RUS_T,RUS_HFCE,RUS_NPISH,RUS_GGFC,RUS_GFCF,RUS_INVNT,RUS_DPABR
RUS_C26,44.2194,14.5026,51.2477,1.2696,135.957,50.801,2.4549,4.8017,26.2278,25.6374,20.3529,14.4616,5.2794,9.5657,140.6035,206.8902,2105.1133,132.8087,95.727,69.0412,399.5497,313.4206,108.0943,11.803,341.5047,242.1378,55.5288,2.8395,11.9128,62.1988,6.5893,9.8692,57.1271,572.695,388.6808,42.2154,46.2961,1110.2035,66.4602,224.9027,59.7218,216.4851,38.5789,99.4946,0.0,4638.3752,0.412,25.4415,5702.9998,433.7813,0.0
RUS_C27,80.2738,5.4966,106.598,2.8725,311.6963,30.0903,2.2326,5.2565,8.7002,35.9775,23.3902,3.3287,10.2645,40.761,297.8337,111.8698,413.5387,872.3374,423.2102,224.817,516.318,435.2674,439.7915,25.0821,2067.4774,273.792,138.0559,5.2174,19.7095,163.5577,2.1981,38.223,10.8684,141.2249,56.1238,9.5717,101.2035,572.0647,47.4283,173.44,15.1901,63.3468,20.2442,96.978,0.0,625.4993,1.1306,6.7726,2011.7667,418.2202,0.0
RUS_C28,505.5601,56.6979,249.9421,32.1175,866.2842,264.1226,17.1213,52.7718,55.2799,113.6698,54.9769,14.922,40.7696,141.6611,382.8573,302.6553,99.0165,94.1475,875.751,204.4687,472.2326,451.1416,193.1539,52.3214,1052.8248,336.9977,154.5005,18.0607,41.3095,100.3332,3.6428,22.4712,6.2349,19.6651,38.1769,27.3033,107.9065,227.7522,99.2991,72.2824,18.9189,46.3347,14.6793,31.2497,0.0,2294.8499,0.1292,9.8263,6292.4442,383.7744,0.0
RUS_C29,178.6553,2.1,68.1455,12.7006,42.6835,67.7454,2.3309,13.1978,16.0406,8.5211,8.512,1.2996,14.4334,21.1758,145.6804,42.7412,11.2897,15.5579,125.3401,6161.3982,56.1092,84.4735,53.7388,70.4686,178.6993,1755.9768,618.3939,2.5053,1.3128,228.2423,6.6143,5.5014,2.5036,8.9407,5.5008,9.1416,17.1073,91.6748,131.8207,107.3255,12.446,41.5055,10.6773,16.8924,0.0,11979.9642,0.1558,11.3764,10405.988,825.0547,0.0
RUS_C30,1.5583,153.4504,9.587,5.2653,14.8904,17.8401,0.0226,1.7616,5.3358,2.3038,0.1983,0.5219,0.7143,2.1216,27.2878,1.093,0.0413,0.8987,2.4642,0.8843,5183.584,530.7081,0.9977,0.5213,0.4945,20.3986,2361.4375,126.4308,454.0274,659.4835,0.033,0.0604,7.3095,0.0161,0.0,0.0,0.0997,625.745,474.8376,485.9481,17.7095,3.1791,11.0538,2.4,0.0,719.3304,0.0,21.2461,18045.346,407.22,0.0
RUS_C31T33,681.116,323.9138,658.79,37.3861,1498.7489,497.5393,29.7822,88.8332,298.6233,160.0222,390.2681,37.6851,77.192,177.0268,778.8292,267.2932,71.3521,56.2082,257.6441,139.8921,485.5787,1085.0055,949.2107,170.2749,1004.8272,918.5316,741.6281,132.4666,922.7294,1046.1292,54.3783,75.091,189.0741,283.2631,76.1397,51.8561,349.0743,306.0197,196.184,424.6554,115.0467,1168.5815,169.8186,86.8753,0.0,5957.3687,1.852,216.0019,3900.6033,239.7365,0.0
RUS_D,2189.9295,42.7908,1838.1498,175.1213,3438.5057,2093.0029,159.4111,466.3573,802.6544,1539.5371,2795.2154,96.4596,509.2286,2021.0527,5366.1764,707.7943,235.0187,190.2553,472.0208,362.2976,436.8941,438.4831,41733.0015,1203.3735,1136.5408,3009.2893,4358.2408,17.5744,57.2588,805.4749,88.42,611.1215,64.2771,660.17,111.3632,232.1992,3750.6714,700.5864,440.0301,3345.6997,2340.2465,1977.9816,640.8369,283.089,0.0,22744.6499,0.3731,2249.5776,713.4874,9.4671,0.0
RUS_E,81.8952,3.1399,79.2563,2.9587,126.4098,213.5165,19.1043,21.4374,330.5728,80.3993,116.0072,14.6425,172.5195,119.895,4582.6657,740.5987,31.0098,15.7404,65.3214,47.1922,58.5489,127.1408,674.8315,2703.5304,228.8596,460.2814,89.2332,6.8028,4.328,89.6796,23.0714,86.0645,9.7314,40.112,14.3596,14.544,800.9814,127.5128,85.5409,1304.5069,239.5934,293.6564,62.5602,39.3268,0.0,3523.7195,0.2308,524.7143,155.917,4.434,0.0
RUS_F,415.7364,33.1949,1948.281,66.8153,3713.3715,440.5067,28.0285,39.5825,73.0589,702.8207,372.2814,45.1293,54.5202,221.3525,870.3427,258.0733,102.7995,43.8705,82.5155,50.0591,167.3485,186.8471,1865.4654,419.0658,5978.2613,1447.5362,1153.9371,58.8872,68.0124,1886.5934,46.1905,270.5954,25.4118,135.1667,70.0223,46.9963,4747.295,896.8559,147.2341,12541.3309,2658.4178,2413.3437,1250.3276,276.0498,0.0,701.9544,0.5669,64.8634,130525.7411,31.3906,0.0
RUS_G,6930.4411,381.3427,1453.4656,122.0894,2768.5228,14575.6523,1577.3256,1244.8698,1515.1158,12782.3107,3238.5591,1164.6821,1692.4538,1696.3187,4640.181,2559.5814,1418.5437,1048.7607,1277.8656,3483.7497,1797.0227,2041.3018,7397.3623,685.8031,10210.3441,10409.9359,4249.4379,163.9425,920.8364,2059.7684,108.5673,2426.028,274.3729,642.8726,451.2981,484.95,1274.3159,2497.333,958.1133,3817.8049,883.6766,4193.2796,442.0741,448.6049,0.0,95857.8191,12.5517,1464.856,13795.7196,7712.97,0.0
RUS_H49,1504.6037,44.1356,5052.1833,117.6068,4708.919,2840.5986,89.4508,599.0353,468.2259,5976.7857,1796.4326,77.3421,264.093,1149.1161,2778.0724,641.0698,243.7181,183.9677,325.6548,552.4797,310.1618,451.6307,1294.3664,463.2183,2872.9041,26938.8138,3025.3831,49.867,209.9269,6569.8889,241.7098,178.7108,44.966,130.6822,239.3301,41.9291,189.2955,528.8923,356.9666,1591.6672,131.7656,384.2475,111.2713,147.1404,0.0,11308.5853,10.2372,2816.6704,2639.5467,533.9473,0.0
RUS_H50,36.763,0.5023,8.3949,0.7426,23.7791,44.915,8.5424,1.0386,4.6212,36.8449,18.2743,9.394,16.1287,14.6493,52.3823,20.6999,24.0744,11.754,19.7217,46.5212,28.4102,24.4019,41.2282,4.6117,87.6943,36.3092,27.4259,1.0467,8.7656,17.9415,0.3937,7.0865,1.6378,8.8355,5.7393,1.59,10.1222,22.9383,8.2595,24.2808,4.5569,34.6441,2.7915,3.6444,0.0,401.2089,0.0895,5.0918,261.3702,232.6393,0.0
RUS_H51,67.995,6.7898,68.577,5.1693,247.5326,100.5596,16.4031,10.9486,18.6778,78.0104,44.6125,19.4645,27.9518,28.8822,102.7918,42.244,44.9323,21.7398,36.9891,80.4363,54.474,46.5142,57.7665,8.9931,195.3114,272.4429,97.4998,6.1657,249.6281,188.6486,37.1884,14.6809,4.0252,14.9758,25.2295,35.432,15.1923,103.2754,116.7048,426.9854,20.617,133.6334,39.7321,18.1498,0.0,1493.04,0.1601,75.3535,434.8194,365.8194,0.0
RUS_H52,648.7167,44.7523,1330.9497,121.3216,1442.5913,1046.5956,37.5135,243.1647,272.2842,3320.9356,1121.0667,30.1926,124.6789,698.1049,1276.9004,276.3429,116.9638,91.1463,168.523,252.826,360.9913,279.1762,335.1629,107.0533,1417.6295,12331.8818,5207.5741,420.2951,2865.7808,9063.91,103.2095,65.6418,21.6383,63.211,28.6993,6.3563,106.9358,209.7205,703.0159,4501.9529,43.3466,117.3617,59.438,29.7913,0.0,1506.3313,0.427,1993.4752,658.7562,115.4102,0.0
RUS_H53,18.8364,1.0765,3.0198,0.3417,8.3437,34.4288,3.9139,2.4916,49.8403,3.9127,8.6006,6.0019,4.1165,4.1372,7.0734,6.4604,8.0618,2.6767,5.1476,4.5633,3.3415,16.7785,51.7687,7.4158,62.5021,555.905,15.067,0.8543,1.6651,31.6446,272.4961,10.4363,12.9375,51.5392,88.9792,74.9115,10.381,135.2704,16.5284,1037.6283,67.3078,35.6219,7.7065,36.7579,0.0,814.3331,0.0322,39.5313,11.1579,8.1919,0.0
RUS_I,18.1975,2.2398,37.8214,1.9873,104.1099,52.8309,2.7401,3.2798,8.5973,19.8143,22.1981,11.3586,6.5593,11.7811,33.7022,39.407,28.3586,7.369,19.2285,10.5534,31.3632,58.6836,69.1663,7.3532,194.8548,314.1468,86.7929,2.3552,52.0727,65.1751,3.0592,60.0631,14.4724,26.2223,64.2877,115.3911,20.1917,256.6593,129.0811,1199.2544,350.5689,562.5429,170.4421,209.4483,0.0,19943.5955,78.5965,284.8193,30.4191,3.0016,0.0
RUS_J58T60,2.6006,14.0143,0.9211,0.1052,1.6148,69.2878,1.2793,0.7677,52.7964,2.5919,9.737,11.8509,2.0757,1.4217,28.7593,2.1579,2.6241,0.8014,3.5567,6.0393,1.5253,3.4605,5.1815,42.0433,9.1591,191.8339,6.187,0.3749,0.9469,6.41,2.3566,29.2311,1392.0614,27.9326,30.7902,21.7992,11.9726,2726.1809,11.0494,205.1208,40.3369,26.0333,52.4085,43.373,0.0,1467.4843,11.4722,309.2321,1758.277,3.5192,0.0
RUS_J61,62.6041,13.197,40.3794,2.0002,138.1746,72.376,5.8712,6.5475,13.4116,20.4433,19.424,9.8472,13.1104,16.8387,35.7824,16.1005,13.2907,4.885,19.0884,8.5124,8.4995,29.6488,124.225,16.3095,119.3248,662.9153,405.6578,10.555,37.8023,104.0003,55.3721,43.2401,280.0471,5046.1401,633.0835,407.2511,67.4294,297.2377,68.5289,1385.0469,210.4052,135.9886,60.6781,54.0931,0.0,17509.7433,0.0572,129.3432,124.8114,4.4858,0.0
RUS_J62_63,38.3333,3.4367,128.0614,5.9064,219.7629,570.7314,14.2717,8.8585,88.2325,104.6782,303.8049,131.7508,68.1816,62.9584,232.2468,87.8251,236.2119,37.8009,92.2448,188.3021,128.694,153.3682,530.4544,37.2983,423.0657,2829.8494,184.7603,1.7684,44.7878,389.6003,28.0339,47.0662,208.3086,1450.0711,6034.832,1480.0094,335.9672,1954.9435,83.3893,3752.3777,489.5468,421.2142,248.4239,248.8006,0.0,1668.2808,0.9135,1007.2921,2694.9893,10.7052,0.0
RUS_K,1808.979,82.3718,571.5233,51.0522,1241.4686,2101.5137,165.5841,312.3511,352.2448,1456.2411,517.0677,148.9579,269.4551,421.8079,1063.5706,665.2633,295.0387,267.7797,302.8841,509.0403,344.7837,542.4017,1517.5475,331.3161,3610.539,7592.4286,1877.4189,56.7696,242.2084,2064.8233,73.615,1083.4979,142.1942,324.0939,696.5183,9860.1913,1381.1293,1820.1736,636.3149,4863.6057,141.8494,759.2226,397.9004,506.9724,0.0,28565.707,1157.2249,300.0804,65.6002,1.6108,0.0
RUS_L,228.1344,15.9381,1249.2519,7.3933,6359.6154,754.4533,143.7368,74.9374,111.7938,88.2992,165.195,90.578,203.9524,206.3648,159.1838,318.8569,139.7143,78.7237,149.895,147.7976,87.4857,416.3408,849.2425,161.85,1141.7653,20789.4961,5349.4218,11.5102,54.1159,2577.6801,48.7447,2298.6621,282.2814,1479.1349,1168.7284,1687.9818,6780.196,1782.6718,527.326,1308.6451,348.2997,781.5702,715.2545,813.8664,0.0,100735.5671,331.2457,1499.6492,3384.2878,0.0,0.0
RUS_M,462.3407,38.5307,756.4186,43.18,1295.2776,2847.1524,69.6283,65.4482,277.6385,529.0435,798.0405,760.5152,139.373,269.4514,952.8224,672.9714,629.4025,157.6744,327.7777,616.5313,941.5392,415.4014,1145.2194,174.8657,5411.1365,11974.2329,560.1627,16.4441,120.4193,639.8348,31.8752,656.7075,511.9398,1138.7009,689.466,1712.6788,1223.6984,11615.188,532.888,2085.3356,290.8898,575.0068,430.1245,275.2243,0.0,4098.4178,0.8073,2599.3851,33078.9145,131.0315,0.0
RUS_N,449.8616,259.2168,756.0435,25.0505,3683.7633,1083.5375,112.1927,99.0406,124.9018,382.3852,352.3605,259.1515,141.3068,325.9366,410.3954,297.4229,80.7299,71.2919,85.5014,133.4135,150.7184,199.1681,1093.0034,257.4336,2768.0294,4358.0322,3036.772,314.2549,774.1945,1609.2274,62.7503,380.3774,270.3784,360.9509,418.6035,527.9757,850.4934,1421.4326,1257.1849,1940.3171,404.1553,526.7212,609.8415,214.9209,0.0,1389.8931,1.6787,2273.673,84.8365,5.5853,0.0
RUS_O,127.97,7.6323,94.6463,10.8625,264.6948,188.8425,17.974,16.9187,22.3259,125.8113,36.0686,16.6499,33.7955,49.6378,59.8697,190.3441,44.5193,15.5169,33.1338,47.6174,35.2741,36.5507,95.4656,14.3343,246.486,709.5004,139.4078,5.7548,10.8504,86.0212,10.6506,32.1278,26.3914,371.5671,39.1807,117.7802,70.6475,319.2316,170.3029,583.5253,37.7335,90.003,40.1225,13.2656,0.0,1602.8862,0.0429,167621.1359,0.0,0.0,0.0
RUS_P,12.1705,0.9613,18.9225,1.3157,80.4856,20.8908,0.788,3.3579,9.1784,10.8211,16.9906,7.749,3.5628,7.5881,25.0654,14.4488,9.7304,4.2352,7.7346,9.8721,13.9509,24.9792,59.4386,5.8149,54.1507,137.8714,141.5458,2.4848,28.564,52.2124,1.9093,6.8608,3.0684,21.0962,30.4542,55.8574,8.4991,112.8559,32.5582,517.5938,892.59,266.2412,33.5645,60.4238,0.0,8414.4819,146.3421,47151.6399,6.4987,0.0357,0.0
RUS_Q,20.8974,2.4527,18.1396,1.4046,129.7983,39.3663,1.6251,4.5777,7.9929,8.9751,14.6448,4.6952,3.586,8.2425,32.7037,11.3382,5.8812,4.0734,5.0713,6.3465,11.4625,12.4864,54.5584,11.329,38.899,133.8441,94.2583,1.8014,3.6728,52.4811,4.9843,27.4373,4.2295,10.5278,23.1663,28.1642,7.9016,61.8246,26.2682,919.9276,244.5929,986.6982,37.5258,85.9102,0.0,22857.8305,323.1916,58237.4842,3.3307,1.3549,0.0
RUS_R,0.8394,0.1455,1.3044,0.0939,2.5675,35.2602,0.3622,0.2951,7.8786,17.5021,7.3686,6.2447,0.6899,5.3602,6.0374,2.3831,1.3498,1.2397,1.672,7.8009,1.3671,1.8723,1.998,0.2972,22.7554,131.7435,3.4846,0.0454,0.9025,2.5715,0.3146,4.8879,29.8793,8.6471,5.9262,48.3832,7.2801,67.3065,5.2287,368.0961,117.8859,52.243,1226.412,409.9433,0.0,7499.6824,350.6864,10345.616,142.6843,1.1149,0.0
RUS_S,8.4885,0.8292,5.2161,0.5494,28.9108,25.2454,1.7731,2.5343,3.7535,19.8694,5.632,2.2706,2.6831,3.8312,14.4932,7.6944,13.1729,2.117,2.9421,3.5913,9.6295,7.8934,25.4137,2.753,39.028,90.3075,10.5544,0.6527,2.8172,7.8463,1.9203,96.9383,14.6633,11.3425,13.6938,17.0951,12.7424,58.2664,11.9943,104.4286,45.6838,191.3757,56.8894,67.0825,0.0,8887.8155,4212.1967,158.0148,39.3452,8.0878,0.0
RUS_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5521.9688,0.0,0.0,0.0,0.0,0.0
