V1,PRT_A01_02,PRT_A03,PRT_B05_06,PRT_B07_08,PRT_B09,PRT_C10T12,PRT_C13T15,PRT_C16,PRT_C17_18,PRT_C19,PRT_C20,PRT_C21,PRT_C22,PRT_C23,PRT_C24,PRT_C25,PRT_C26,PRT_C27,PRT_C28,PRT_C29,PRT_C30,PRT_C31T33,PRT_D,PRT_E,PRT_F,PRT_G,PRT_H49,PRT_H50,PRT_H51,PRT_H52,PRT_H53,PRT_I,PRT_J58T60,PRT_J61,PRT_J62_63,PRT_K,PRT_L,PRT_M,PRT_N,PRT_O,PRT_P,PRT_Q,PRT_R,PRT_S,PRT_T,PRT_HFCE,PRT_NPISH,PRT_GGFC,PRT_GFCF,PRT_INVNT,PRT_DPABR
PRT_C26,1.3709,0.3952,0,0.3143,0.0247,4.4111,1.57,1.0148,2.4182,0.5718,1.7167,0.4707,1.2619,1.4975,0.4045,6.7616,173.5525,13.0507,2.7994,102.8764,1.0049,19.9047,7.0264,1.8979,28.7806,90.1217,5.1947,0.9361,3.641,2.3769,0.3208,3.189,3.4222,64.7484,21.7069,4.486,1.8192,7.7378,11.091,1.9062,1.2598,11.2854,2.2196,2.3428,0.0,248.0053,2.2251,6.7327,393.3287,-113.113,0.0
PRT_C27,2.654,0.532,0,0.6263,0.0482,7.9826,3.3132,1.5464,2.1619,1.0222,2.4373,1.1045,6.0677,3.9627,5.5537,19.5534,94.4133,108.6847,21.1924,109.5599,2.9529,33.0751,27.0111,5.8069,161.679,68.9611,10.481,0.9551,2.0067,0.9305,3.4117,17.91,3.3769,25.0852,10.5112,15.2621,5.401,10.1918,13.2837,2.2234,1.0139,4.6216,2.2681,0.8378,0.0,322.9773,1.7947,2.7837,219.46,-43.8626,0.0
PRT_C28,5.8805,1.7499,0,3.1467,0.231,19.0698,5.5624,3.3013,8.2519,1.1116,3.5244,3.1172,7.9348,17.8434,1.7333,41.3449,12.4072,29.5679,131.3813,94.1551,5.1549,33.533,7.4777,8.9332,125.2361,44.4564,13.6657,2.6935,4.9812,2.0523,0.4232,11.3703,1.2493,3.787,4.1493,1.6969,19.848,10.3945,7.784,7.5068,2.2321,13.0902,2.0887,1.9499,0.0,32.1099,1.7223,2.6039,893.932,-200.8604,0.0
PRT_C29,1.7177,0.1498,0,5.0146,0.3646,4.4598,1.3988,0.708,1.2534,0.2771,1.4749,0.9504,7.1186,2.0062,2.147,9.5005,46.4075,18.1905,6.4815,1286.2015,1.613,10.9388,6.5578,3.7917,37.9762,223.2013,9.4203,0.8859,1.7085,2.6457,0.6849,3.9791,1.843,17.7279,7.8309,4.8756,4.3632,13.2748,9.6206,7.2748,1.6107,9.7637,2.2389,1.5957,0.0,1419.4356,2.3724,3.6182,680.875,-163.7938,0.0
PRT_C30,0.0244,0.1374,0,0.0186,0.0,0.0,0.0989,0.0,0.0,0.0,0.0427,0.0,0.0215,0.0,0.0048,2.2466,0.093,0.0,0.0413,0.956,60.7831,20.9643,0.0,0.0151,0.3492,19.8057,0.189,0.0808,28.5904,0.0042,0.0,0.004,0.1338,0.0,0.0,0.0,0.0162,0.0529,0.0618,0.1752,0.4015,0.1064,0.0902,1.605,0.0,163.8079,0.0,0.0,169.817,-32.8692,0.0
PRT_C31T33,28.0299,19.5458,0,12.7348,0.9802,207.4718,65.6376,52.529,37.8965,7.2848,20.5082,13.2629,26.4772,38.6385,33.2766,36.0095,15.6457,16.6509,11.0125,47.1522,5.9976,212.48,45.2801,37.7826,114.1056,124.4584,148.806,41.3809,66.1761,22.2076,6.1025,76.6874,14.7545,51.8495,39.5727,20.4724,54.1481,79.4055,74.3323,25.8886,38.9452,201.3929,42.9816,23.3204,0.0,1256.948,1.8764,43.1918,716.3472,-72.4191,0.0
PRT_D,136.7774,12.6156,0,36.5245,1.3826,328.3261,174.5578,97.2026,181.4641,85.8608,168.2275,18.338,123.9936,195.3383,126.5188,111.7997,25.4091,28.2391,23.9026,72.3479,6.9656,78.86,8203.1948,141.8691,110.6835,761.1441,132.5926,11.5907,5.9272,86.9083,5.5076,353.0113,18.8739,79.2525,18.4112,63.2459,107.2167,85.1967,52.526,355.2478,137.34,303.7597,80.9085,108.0548,0.0,2786.5673,0.5431,3.228,159.7718,0.0728,0.0
PRT_E,18.5227,0.9852,0,1.0063,0.061,47.3448,7.149,15.0249,91.9503,10.1647,21.3818,3.5292,14.2801,68.432,839.7912,27.7473,1.771,2.2551,38.4483,3.78,1.3702,9.0854,63.0368,1474.723,31.0065,117.8759,24.552,0.692,1.8519,17.6018,0.5571,165.5011,2.8813,3.0112,4.5054,11.1558,19.7579,20.7625,11.8463,354.0093,45.2742,123.3232,50.6476,25.0542,0.0,1185.0118,0.8816,112.484,43.1854,0.014,0.0
PRT_F,129.3537,14.4024,0,9.8568,0.8128,113.0083,24.6244,27.3691,25.4489,9.9138,18.967,6.77,12.529,49.6119,11.1568,26.166,7.3624,9.9606,8.3039,31.1038,4.5418,26.9474,88.2903,83.4344,5865.2955,385.3144,206.1786,44.5798,105.4849,232.873,11.6046,67.7617,9.6322,39.3189,28.5174,117.1833,674.3134,74.0257,63.1866,566.5605,125.5237,132.2531,47.7575,37.5745,0.0,196.9957,1.2641,151.8028,16581.0709,-1.7895,0.0
PRT_G,834.4999,57.7905,0,51.6757,3.7442,2214.5216,1073.7599,217.8405,384.3926,284.349,475.7034,136.2048,308.6398,262.5598,135.9169,359.9929,143.8777,136.258,132.9568,561.9887,44.7835,324.4775,553.5134,151.5051,921.8649,2591.8563,963.1978,53.5432,405.4694,226.6087,18.6864,1187.6084,108.6822,188.1882,168.5832,325.1424,157.8692,502.62,353.8767,286.3407,125.6273,1132.7572,162.5276,161.7983,0.0,12960.1422,15.5945,547.9267,1466.9157,2.3587,0.0
PRT_H49,188.0047,8.8303,0,23.8123,1.1554,452.3516,112.5184,61.7061,85.7573,66.2502,102.7218,18.1664,68.3687,96.5547,39.0442,104.9277,25.2727,27.6356,31.1231,113.782,12.1785,59.2393,116.0338,17.8868,186.4742,555.1528,776.3649,3.4612,38.5138,34.2261,7.4388,146.4275,11.0115,11.6764,14.6612,14.7863,15.293,56.0658,42.2877,37.1679,19.1467,111.0226,13.4027,22.5873,0.0,1481.6639,1.4434,298.7802,158.4809,18.3576,0.0
PRT_H50,4.9132,0.2718,0,1.0211,0.0756,18.5862,5.6998,3.7452,5.6489,61.721,6.393,1.0362,3.5024,4.7817,2.1129,3.516,1.4603,1.9688,1.7025,6.2629,0.6814,2.7896,4.4971,1.0456,8.6439,12.6251,2.9973,11.5005,1.4241,1.7491,0.8717,5.7993,0.6361,0.9982,1.0124,0.9286,1.1053,4.7019,3.3686,4.3149,0.9861,5.4505,0.7773,0.8528,0.0,92.0756,0.0752,40.8728,8.2521,25.6797,0.0
PRT_H51,6.4367,1.1856,0,1.3126,0.1123,19.6249,7.7069,3.6217,4.6516,13.8633,5.4521,0.9802,4.2002,4.0207,3.1993,4.57,2.2261,2.1382,1.9084,9.5275,0.7963,9.2239,8.8624,3.0241,8.9087,9.6766,8.783,2.2599,3.6855,2.754,0.3228,7.6791,0.9539,3.4406,4.3616,1.9666,2.3165,4.8028,4.3031,1.2987,1.4137,7.6821,1.4083,1.0942,0.0,3.1315,0.1786,1.6399,32.6101,115.1595,0.0
PRT_H52,34.675,7.6838,0,4.2137,0.1937,123.1356,75.3111,30.0394,25.7592,17.1046,46.0414,12.6715,50.9937,31.8526,20.4586,44.584,27.7501,32.6862,15.6076,29.0233,6.4497,30.424,38.1892,12.9995,64.9581,553.7052,108.9966,102.2417,459.4348,1884.3396,3.9795,35.8147,4.2113,6.0848,9.1516,25.1429,9.6341,29.5634,24.9624,108.2425,6.4405,26.7856,8.8919,7.9866,0.0,642.0212,0.6163,1124.887,83.3946,3.55,0.0
PRT_H53,12.8001,0.9431,0,0.6562,0.0521,8.764,5.0167,2.0213,2.9247,0.8979,2.9142,1.5343,2.1001,3.6959,0.8136,5.3309,1.3155,1.4649,1.7858,2.1009,0.4325,5.7882,6.7967,7.5575,12.0996,107.7186,11.3122,0.4748,2.0409,5.35,332.0411,11.9753,11.0926,8.7829,18.2433,49.6899,11.1359,55.9872,35.9798,73.5315,20.124,24.2609,13.4175,41.5079,0.0,79.442,0.1072,4.5019,3.8059,0.5158,0.0
PRT_I,17.5817,0.9652,0,2.3852,0.4561,48.9225,21.6325,12.0152,11.4745,5.6418,16.0397,14.6186,11.6874,16.3388,4.8731,23.4021,12.9348,7.7401,6.849,14.1907,2.3955,31.1201,10.2964,35.1156,65.371,196.0484,54.0792,8.1225,89.753,25.8294,9.3888,337.5227,37.4959,7.0048,70.0441,240.4119,15.954,173.9584,62.1624,290.6868,155.5279,499.7706,49.5917,49.9079,0.0,12387.6129,1.5021,16.0289,0.0,0.0021,0.0
PRT_J58T60,3.6319,0.264,0,0.4635,0.04,10.533,6.0044,1.4853,4.4486,1.099,3.0532,2.2468,2.5774,3.1888,0.7384,1.9865,1.1773,1.0106,1.3592,2.9047,0.2457,3.4477,2.7258,1.5419,8.4456,41.5576,6.1328,0.6932,5.4629,4.7296,8.2545,18.7309,282.2576,126.235,10.8667,9.4555,3.5007,568.4542,18.2154,11.0716,24.4958,12.3216,11.2221,6.653,0.0,322.2406,5.3616,214.0083,418.8924,0.1546,0.0
PRT_J61,47.6734,2.4761,0,5.4113,0.5503,45.2523,23.7036,10.234,14.0867,4.4666,12.297,6.7125,9.8952,16.6123,4.5887,29.0277,6.8578,6.338,7.6342,15.91,1.8845,32.6983,21.7415,38.5639,65.8368,576.5777,54.2074,2.9821,15.7205,35.5317,6.8956,109.1393,32.4587,1228.7016,71.6534,208.606,34.4784,305.6548,113.0664,201.2927,68.5393,211.6934,39.0692,69.2234,0.0,2402.0128,0.6823,19.8753,47.1188,0.525,0.0
PRT_J62_63,18.0175,0.7553,0,3.2811,0.2795,60.5302,18.8737,9.1487,28.4369,11.5509,22.2681,18.3371,17.729,17.8899,4.0057,22.2768,9.761,9.9768,6.8641,31.6455,3.2343,31.4273,45.4331,21.6838,44.0008,308.9638,43.8612,8.049,27.7719,58.6738,5.2998,74.8721,50.4073,120.4265,960.5021,358.5567,39.6941,292.4048,87.9324,61.0807,55.0722,157.434,33.082,26.0538,0.0,38.387,4.218,4.8759,2268.7091,0.2639,0.0
PRT_K,149.6843,15.6452,0,17.5681,1.2143,234.0228,130.7879,59.9528,79.8397,32.5071,70.6319,28.5564,51.6657,83.0743,22.9003,94.6269,18.154,33.9102,30.5031,47.9582,9.4659,85.8705,186.8597,98.2477,411.8438,1331.4085,200.3769,24.3606,93.3027,353.2113,17.2147,240.9803,45.7469,68.9227,99.666,3751.4236,1748.0374,915.4776,202.6577,308.833,56.0736,206.6573,82.2102,49.1791,0.0,4394.1122,10.7264,267.1105,368.0251,1.5947,0.0
PRT_L,9.7524,0.3903,0,3.0002,0.2533,133.0417,53.8393,24.8204,42.2243,7.7816,24.6017,13.8537,22.2432,36.6171,14.5481,17.8355,20.1891,11.2997,8.7288,19.1229,5.4204,68.1982,16.8086,26.4682,116.3604,1305.631,24.67,6.5457,9.4363,99.1155,23.5691,201.289,62.0512,64.7653,106.4287,284.103,341.2192,159.1562,119.6,158.6092,74.3901,124.6848,42.4756,54.4176,0.0,23643.014,26.2728,63.5739,3125.863,0.0227,0.0
PRT_M,193.4393,10.4085,0,11.0157,1.2224,321.1574,86.0138,51.3505,89.9259,26.9034,82.3135,49.9238,61.7556,82.1285,15.772,88.7689,35.7318,47.5877,28.9598,86.6113,14.9262,165.9603,286.6576,70.2076,408.5022,2467.0766,230.3405,40.1376,91.2,302.9859,23.9411,171.3123,139.1327,557.9349,548.506,653.1627,429.6308,2537.3021,519.886,228.1139,187.7366,868.2796,211.4308,236.5111,0.0,518.0189,121.0379,105.9533,1619.7793,1.4462,0.0
PRT_N,58.1527,6.8545,0,21.1673,1.294,182.3635,62.672,37.6582,57.7456,16.5028,60.7254,37.989,66.782,103.8406,15.6951,68.7247,319.062,52.9133,25.343,216.3737,7.5721,72.8101,124.6237,113.1682,280.5292,1605.8102,311.0932,36.8145,192.9125,267.0416,38.8638,240.2317,84.779,371.8788,183.3725,286.8121,310.5355,605.8757,1210.0099,418.4061,187.0373,466.2777,217.2439,113.9496,0.0,537.4999,0.8885,17.64,213.3247,0.9982,0.0
PRT_O,26.3018,1.1069,0,1.8752,0.147,29.3707,7.8254,7.1836,12.0914,10.0543,7.2458,3.7048,5.5944,11.7742,14.7082,7.9282,3.319,4.5433,3.0868,7.9817,1.2414,13.5311,23.1708,40.9352,83.4008,189.8594,36.6833,33.3552,15.2611,51.1018,3.9615,19.7857,11.1522,164.772,53.3307,76.0799,48.8948,194.8386,71.4708,65.461,24.5499,87.4521,24.3627,19.4728,0.0,516.2033,253.6301,16211.6277,265.8667,0.2285,0.0
PRT_P,1.8309,0.3118,0,0.2284,0.015,5.5214,2.6752,0.8149,2.1362,1.3059,3.2511,1.6071,1.7654,1.7295,0.5034,2.7357,0.8518,1.6489,1.1381,2.8958,0.3864,2.9307,2.5507,1.4638,6.232,26.0421,3.4846,0.5341,2.9711,7.9382,0.2792,2.9667,2.5859,5.6924,15.9066,19.2939,3.2196,30.6108,8.0569,69.5166,116.6671,12.3708,1.8697,1.7007,0.0,2151.4584,388.1468,9674.8553,842.4094,0.0061,0.0
PRT_Q,5.6651,0.6713,0,0.8639,0.1197,13.4572,6.0028,2.0706,4.1879,0.9713,4.0913,2.0832,3.1907,4.1835,1.0529,8.0511,1.6881,2.1259,1.8945,4.4054,0.7203,6.298,3.7937,3.1487,28.5512,98.4158,12.0992,2.3912,5.491,7.4228,1.5652,23.3987,17.7842,9.3023,30.1849,40.5819,15.9007,117.3315,37.2793,51.1541,47.7418,1118.4476,23.1891,16.1609,0.0,6628.399,2632.6982,12333.082,108.3982,-0.0109,0.0
PRT_R,1.614,0.1249,0,0.1878,0.0066,9.4314,2.556,0.7673,1.49,0.3707,1.684,0.8826,0.8309,1.5061,0.3164,1.504,1.7784,0.7567,0.6866,1.2186,0.1077,1.8057,1.2301,0.597,6.8886,50.3651,4.3354,0.6741,1.0825,3.4267,0.6953,35.4139,137.6922,3.4087,3.0444,10.5084,2.5594,72.7983,46.8939,87.2679,29.2078,6.0734,278.9924,157.2693,0.0,1564.1152,260.9111,230.2045,39.2699,0.0798,0.0
PRT_S,31.3121,0.736,0,1.319,0.1247,19.797,6.2651,3.1409,6.1291,1.166,5.2392,5.6651,3.3324,6.8346,1.5144,6.5321,1.6009,2.4848,1.6439,3.0411,0.5632,4.516,7.1021,5.0587,20.099,79.7701,19.4372,1.1084,7.6479,7.7217,1.482,13.9951,5.185,5.7358,8.1892,26.6405,11.7094,37.3097,14.5999,20.2465,8.652,27.6697,63.6351,49.7623,0.0,2391.3814,914.1552,48.5287,124.0872,0.0036,0.0
PRT_T,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.3229,0.0,0.0,0.0,0.0,0.0
