V1,EGY_A01_02,EGY_A03,EGY_B05_06,EGY_B07_08,EGY_B09,EGY_C10T12,EGY_C13T15,EGY_C16,EGY_C17_18,EGY_C19,EGY_C20,EGY_C21,EGY_C22,EGY_C23,EGY_C24,EGY_C25,EGY_C26,EGY_C27,EGY_C28,EGY_C29,EGY_C30,EGY_C31T33,EGY_D,EGY_E,EGY_F,EGY_G,EGY_H49,EGY_H50,EGY_H51,EGY_H52,EGY_H53,EGY_I,EGY_J58T60,EGY_J61,EGY_J62_63,EGY_K,EGY_L,EGY_M,EGY_N,EGY_O,EGY_P,EGY_Q,EGY_R,EGY_S,EGY_T,EGY_HFCE,EGY_NPISH,EGY_GGFC,EGY_GFCF,EGY_INVNT,EGY_DPABR
EGY_C20,542.4157,0.2529,12.6253,2.001,4.4548,16.2467,500.9316,161.1006,284.772,38.7472,888.2527,426.1793,582.0753,59.2945,68.8509,60.7879,34.6435,207.4769,17.37,29.133,3.5974,71.384,0.2763,8.643,24.427,1.7785,0.1856,1.1375,0.1104,0.7917,0.0645,11.9143,0.0125,0.0293,0.0052,1.6703,5.7484,0.0636,3.9149,3.0904,10.6753,248.1783,4.3517,9.4495,0,2725.8526,0.0,0.583,304.933,186.1002,0.0
EGY_C21,0.1811,0.0679,0.5323,3.1746,0.5383,3.5593,46.204,7.8765,6.4296,1.4975,41.0766,25.1426,40.3342,8.394,9.3499,7.8446,3.1676,22.056,2.2296,2.2369,0.2733,7.7515,0.0757,0.1433,3.1693,0.0804,0.061,0.0661,0.0826,0.1448,0.0052,0.7957,0.0028,0.0194,0.0012,0.3165,0.8457,0.0445,0.019,1.9007,6.4454,36.7212,0.5416,0.1097,0,2786.6325,0.0,61.9049,163.4579,27.9788,0.0
EGY_C22,22.5668,0.0404,0.7632,6.134,0.0168,729.9473,164.3143,0.4604,9.364,0.2395,39.5129,42.2432,6.7864,31.2963,41.9066,7.3755,13.1497,30.2913,1.7697,0.9135,0.0655,4.0477,0.0475,0.1373,732.1881,65.1066,2.283,0.0928,0.0123,3.9388,1.1792,30.5672,0.1484,0.0072,0.5623,0.1915,1.3246,2.1036,2.0288,0.0818,0.6584,4.3138,0.1279,1.9107,0,800.1823,0.0,0.0038,1.8939,37.4657,0.0
EGY_C23,0.8996,0.0952,2.1804,1.0951,1.9533,3.6433,43.8658,12.2659,2.4968,3.7787,9.9164,16.9262,42.4319,377.4921,327.346,38.0928,24.3711,115.7849,19.2579,41.1183,2.6777,33.3996,0.2234,0.1078,1650.146,0.664,0.1429,0.0407,0.1162,0.2717,0.0061,16.8001,0.0688,0.1663,0.0181,1.087,57.4719,8.7069,1.3925,11.9102,21.5961,95.776,1.5717,4.1982,0,3612.0748,0.0,0.0038,19.0168,122.949,0.0
EGY_C24,0.0158,0.0,29.1018,2.8996,9.8437,7.3528,24.7205,15.0172,39.0742,11.1708,13.3279,15.0974,48.5283,25.5712,1693.103,1279.2295,151.5635,834.503,285.9883,351.7131,12.4501,160.1632,21.3053,9.874,1113.2921,7.8937,0.4314,6.5323,0.0,2.086,2.143,2.8239,45.0509,90.0272,10.2574,1.7842,3.5616,88.7973,14.8802,7.4049,15.6763,10.9809,0.6796,8.7407,0,3470.8955,0.0,0.0,746.8424,163.6733,0.0
EGY_C25,212.8527,66.6356,90.5185,6.0231,5.0585,129.5924,36.2422,10.9855,12.6033,1.5536,15.9211,8.1985,22.1551,27.9274,36.0898,517.3969,9.1594,521.689,64.98,87.9906,6.3377,293.5946,37.7605,3.3352,508.7184,121.2306,99.8321,12.6041,85.5287,152.6141,1.0543,44.0065,5.2854,13.4693,2.9674,41.9014,16.8838,38.6343,15.0124,48.4314,73.0253,135.3556,28.5365,24.295,0,1484.6472,0.0,0.0,1071.9723,99.7837,0.0
EGY_C26,0.0172,0.0011,0.551,0.0042,0.143,0.0755,0.1292,0.0152,0.0969,0.0497,0.067,0.0506,0.052,0.0348,0.2514,0.6443,33.3531,12.5866,2.1379,0.8556,0.009,2.9326,0.5451,0.2283,3.6257,0.1174,0.0186,0.0117,0.0015,0.0558,0.7617,0.0816,5.863,13.3356,1.3631,0.3422,0.0048,2.4163,0.1673,0.3677,1.4204,7.8881,0.3049,4.0486,0,272.8278,0.0,0.0034,430.6111,25.4012,0.0
EGY_C27,0.0163,0.0001,28.3007,2.3634,7.0344,100.9654,31.1553,1.9955,7.5922,0.7496,9.495,6.6312,3.8304,13.7238,33.6344,12.1229,12.0255,144.7808,9.2329,6.7217,1.3332,11.7689,32.3112,2.0695,324.8496,0.4926,90.6511,28.422,0.9968,52.2121,0.6566,46.4717,5.4705,11.2024,1.2849,0.2196,1.2765,1.6088,0.7155,8.4519,5.3424,15.1059,2.7643,1.6134,0,1963.4726,0.0,0.0,1977.1322,93.9514,0.0
EGY_C28,0.0685,0.0134,18.3683,1.4667,4.3827,66.7743,20.5728,1.3239,4.8801,0.4536,6.2054,4.3326,2.3973,8.9545,22.1663,8.2263,6.4066,15.3025,4.0905,3.4242,0.6779,7.9191,18.2663,1.1804,171.7615,0.41,59.8088,18.4351,0.674,34.4381,0.3481,30.6504,0.0281,0.0199,0.0049,0.0344,0.8248,0.3105,0.3656,4.8407,3.2726,9.6802,1.8323,0.8971,0,266.1636,0.0,0.0001,511.7845,23.0427,0.0
EGY_C29,0.0645,0.0305,0.7992,0.0458,0.2828,0.4288,0.6319,0.3606,0.1136,0.0855,0.0757,0.0537,0.3125,0.6942,0.6776,0.8025,0.1862,0.7363,0.6363,120.4272,4.0384,3.8547,0.3688,0.1669,7.1297,0.496,0.4176,3.1377,0.0399,0.5139,0.0133,0.5151,0.4474,0.9333,0.0926,1.0935,0.0164,0.1554,0.0726,20.1625,0.0977,0.3566,0.0341,0.6222,0,974.9476,0.0,0.0,958.8357,36.6162,0.0
EGY_C30,0.0,0.0,0.3331,0.0112,0.1135,0.0015,0.1223,0.0731,0.0248,0.0241,0.005,0.0083,0.0555,0.1122,0.1393,0.1039,0.0478,0.0541,0.0799,4.22,7.704,2.7965,0.0307,0.0063,0.678,0.057,0.0227,3.9073,0.0001,0.0939,0.0015,0.0866,0.0319,0.0515,0.0113,0.1234,0.0,0.0275,0.0132,7.951,0.0065,0.075,0.0028,0.2301,0,41.1838,0.0,0.0,154.2666,2.9431,0.0
EGY_C31T33,338.9167,119.5165,156.5647,8.5603,4.4062,322.4272,43.6052,4.6594,17.3336,2.0559,21.6268,10.2172,9.3807,34.5463,25.3246,21.3681,1.3992,12.704,7.6943,8.6054,0.4777,42.0202,61.2339,6.1094,92.9875,84.657,178.7126,21.8516,153.4396,272.3638,1.9105,72.9904,2.304,20.5932,0.5599,72.7168,17.8145,33.0963,11.4275,86.0879,96.4307,179.9626,41.9481,27.601,0,3345.391,0.0,0.0,781.0822,24.701,0.0
EGY_D,28.087,0.1547,4.0946,2.1408,0.911,859.0886,89.9421,5.78,141.706,6.6011,71.1425,16.6642,15.0816,177.3461,237.2598,20.4484,0.851,11.2008,4.1142,6.4154,0.5331,23.1704,563.0966,25.7597,11.5947,80.5082,35.0566,0.8763,1.26,105.963,3.2436,253.7692,18.9777,11.8873,0.7698,118.2332,14.1332,16.0897,6.2862,31.3881,46.5754,67.2933,33.6544,32.1284,0,12944.0206,0.0,0.0,0.0,0.0932,0.0
EGY_E,5.2209,0.0143,0.1765,0.132,0.3619,19.4054,16.3388,0.292,5.9363,0.0527,1.2706,0.7705,0.4578,8.5025,201.4457,134.095,0.1495,0.685,21.7517,0.4179,0.0534,0.9977,0.3985,0.7218,56.5142,6.7514,6.3774,1.0956,0.1206,13.0934,0.139,0.1258,0.3708,0.1407,0.0275,3.9722,3.4504,1.9971,0.6128,11.7272,11.7834,13.7794,12.7429,3.3943,0,1621.6654,0.0,52.4497,0.336,0.414,0.0
EGY_F,2.1196,0.0,1.1934,7.7303,1.8238,20.5904,2.1237,0.9263,1.4667,0.2711,0.4173,0.2787,1.1212,1.3122,4.2408,3.4142,0.9649,6.0062,1.1595,0.9348,0.0785,3.3365,0.9349,41.3856,2802.0475,100.3512,7.1894,7.133,0.0111,0.0875,0.0065,38.2484,10.8241,56.5511,4.4089,9.5423,2012.9995,5.1797,2.0623,195.0703,45.1093,131.8195,2.4554,11.6551,0,6259.6541,0.0,0.0,24928.3556,0.0,0.0
EGY_G,1643.5165,98.0637,413.5129,19.0053,12.853,3532.7013,1005.1514,117.8029,321.9043,1254.6651,384.2513,203.3926,194.1219,254.8245,545.3699,226.8124,70.7399,288.2421,58.791,114.8477,11.4786,313.9885,487.5254,31.2633,2184.7932,289.0675,291.8053,105.441,128.2161,199.9894,9.3226,379.4707,68.2145,87.1706,4.5871,211.6405,35.3989,94.6672,71.2636,76.9862,143.417,358.7758,44.4505,145.0141,0,28220.7106,0.0,22.8645,2175.754,781.7636,0.0
EGY_H49,103.9379,1.4836,135.9666,5.6987,0.9121,673.0006,131.1949,17.5308,34.2141,67.859,46.2857,24.7926,17.8805,43.4248,51.8784,47.9055,5.3733,32.8653,18.245,11.9424,1.0922,46.9658,35.8764,2.0978,128.3883,309.4339,108.826,27.703,15.7888,110.9059,3.714,49.0043,11.3568,11.53,0.5957,61.6718,11.4624,109.6282,18.8489,40.3109,220.9169,63.3664,59.1652,17.5068,0,12467.4641,0.0,0.7558,88.7773,79.1051,0.0
EGY_H50,45.0324,1.6938,23.4777,1.0025,0.5914,98.2631,36.6773,8.2667,11.0618,83.8358,23.5008,9.6586,15.1964,19.879,67.909,25.5548,6.2328,32.8415,5.8383,12.4612,1.4864,34.5251,38.6208,1.4758,82.5833,1635.0906,18.3477,121.5556,5.0843,7.9374,0.3491,15.1867,4.376,11.4032,0.9808,5.1331,0.8009,7.5918,6.3824,33.0553,9.7389,19.9819,3.8731,13.9224,0,8290.3482,0.0,1.0767,148.5756,173.0418,0.0
EGY_H51,9.7739,0.3666,5.3398,0.7576,0.1835,21.1082,7.9907,1.9721,2.7706,18.3777,5.0876,2.0664,2.9713,3.8748,11.8236,4.6005,1.2376,6.3367,1.1561,2.2797,0.1246,5.2081,8.3948,0.2197,13.7865,10.5905,3.5654,2.4747,4.9396,2.0121,0.0758,3.0444,2.3692,9.8893,0.7906,0.4002,0.16,1.9723,16.1727,14.2001,2.5152,3.2226,0.9681,3.9392,0,3519.3188,0.0,0.2232,31.5326,37.6058,0.0
EGY_H52,79.6627,1.9873,45.8272,46.1256,7.314,171.0194,96.2309,26.8345,49.699,166.9186,50.9233,23.1859,32.6068,69.3379,180.6779,79.6384,5.5503,38.61,13.5998,9.9815,0.4702,48.6165,57.273,1.5853,146.3195,769.5398,34.6765,14.4642,97.4189,623.3836,0.3582,25.3986,23.2589,106.1157,8.3669,2.9656,3.1463,45.3161,621.8579,135.7912,54.1939,549.5706,17.738,65.4526,0,9278.4088,0.0,0.9818,96.162,63.8138,0.0
EGY_H53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,3.7269,0.0,0.0,0.0,0.0,0.0,10.5407,0.0,0.0,0.002,0.0,17.6859,0.0037,0.0002,0.0008,0.4831,0.7914,0.3174,0.1171,0.0,0,565.6332,0.0,0.0,0.0,0.2203,0.0
EGY_I,0.1635,0.0022,21.8883,4.2707,1.6207,1.3112,1.1212,0.3327,0.2687,0.3013,0.3455,0.224,0.6098,0.9265,1.9256,1.7613,0.4452,1.7924,0.5095,0.3778,0.0516,1.1337,0.424,0.0487,8.3261,24.3023,0.292,0.0528,3.1028,6.0614,0.0058,1.4244,0.3735,1.8539,0.1521,7.4522,0.0733,3.434,2.6141,4.9362,7.4554,7.0069,1.1264,2.5534,0,9529.8101,0.0,13.7581,0.1324,0.118,0.0
EGY_J58T60,1.9462,0.005,0.1457,0.0857,0.0573,21.7998,3.0819,0.7131,1.0743,0.0818,1.9397,2.0485,0.5175,0.7982,0.9562,1.8679,0.1621,1.2622,0.4889,0.5495,0.0907,2.0989,0.1689,0.17,2.3254,41.3461,3.4254,0.682,5.6055,20.795,0.6062,13.1415,54.049,0.6697,3.1613,12.6239,3.695,13.2157,2.1154,1.0978,11.6943,2.8279,1.9133,14.7571,0,1963.7334,3.6389,299.0878,10.5639,0.1167,0.0
EGY_J61,2.2598,0.0126,0.1464,0.0327,0.0779,8.3921,2.6593,0.575,0.5985,0.0071,0.4732,0.4322,0.2953,0.5998,0.7927,1.3568,0.0605,0.6333,0.3029,0.2483,0.0414,1.6477,0.1771,0.1302,4.5176,13.9424,3.4984,0.4282,1.5102,14.3641,0.8127,5.7837,0.372,0.8683,4.0862,10.2243,1.9486,9.2112,1.5093,0.5923,5.073,4.3597,1.2438,7.2936,0,8424.3574,0.0,0.0,3.8516,0.0881,0.0
EGY_J62_63,3.0582,0.014,0.1505,0.0761,0.1041,12.7488,5.3878,0.8376,1.1125,0.0156,1.178,1.1345,0.5111,1.0996,1.2914,2.638,0.1572,1.4211,0.588,0.6655,0.0586,2.365,0.4751,0.2954,6.6124,34.9394,6.4933,0.7741,4.4716,31.0798,1.189,5.5722,1.7732,0.5162,39.799,31.6403,3.1774,18.1123,2.2963,1.2562,11.0905,8.3395,1.9119,11.6434,0,1418.7702,0.0,0.0,53.5665,0.0345,0.0
EGY_K,91.609,0.407,11.9271,12.8101,1.7756,661.5631,252.7419,3.863,42.0121,20.6594,50.0025,81.3268,20.4189,66.6819,456.0301,32.983,25.338,127.4614,110.9282,72.4496,2.6778,13.2386,23.4673,1.8165,119.1302,280.843,35.6412,73.3292,9.0058,298.1679,8.7159,23.7739,22.741,151.2886,0.9505,100.2402,15.7208,19.0107,14.6789,551.5451,11.0607,31.1852,8.9593,22.7993,0,9021.2967,198.2204,4085.9826,47.0357,1.0142,0.0
EGY_L,171.5842,1.2199,1.0004,6.6159,12.9824,559.3191,152.063,26.5914,26.7831,1.1995,22.0709,11.4966,14.3535,27.6335,29.6686,72.1903,2.333,27.0657,7.0041,12.734,0.8471,85.4563,15.1817,12.2055,63.8458,370.3293,76.1846,82.5284,19.4884,717.7995,11.5253,429.1025,12.2296,27.065,2.3618,133.9153,280.6864,145.4404,53.1798,5.6229,209.7321,207.2858,68.6069,86.3826,0,24640.536,0.0,0.0,1.0011,0.0,0.0
EGY_M,19.5044,0.0728,268.9896,2.7345,20.7714,707.8318,46.5012,4.7021,11.9378,2.6534,47.5747,78.4145,8.4671,18.2809,39.1197,26.938,27.1804,52.6401,25.6754,9.8295,0.7307,16.3022,26.3338,2.2723,165.5968,198.4336,46.734,12.4384,22.0997,257.3295,6.5293,127.2919,30.3069,331.0472,90.3692,186.9655,59.6142,402.3784,19.8092,13.9448,61.4503,93.9921,12.2031,41.0085,0,4211.4791,2.9377,204.9341,1256.346,0.8171,0.0
EGY_N,5.7713,0.0228,114.2157,3.3969,2.0404,78.6067,10.9773,0.7735,10.0197,0.8285,10.1792,2.4488,2.8277,11.4857,11.8782,6.0927,0.4184,20.4993,1.7474,0.9302,0.2853,5.6452,29.8156,2.1388,195.9362,102.4,102.7082,10.9548,72.79,54.4578,1.9416,12.591,9.1521,35.0218,1.5634,37.8114,5.7749,54.3122,47.6252,10.7023,16.7806,13.7618,12.7255,57.0001,0,4078.7867,0.0,0.0,0.5051,0.4239,0.0
EGY_O,0.033,0.0,0.0135,0.3576,0.0,0.1327,0.0019,0.0012,0.0852,0.0,0.0017,0.0,0.0002,1.1293,0.0,0.0001,0.0008,0.0213,0.0108,0.0006,0.0,0.0003,0.0086,0.5762,0.3282,0.0033,0.3799,0.0,0.0,0.5454,0.0118,0.011,5.6181,8.0541,1.6467,11.2138,0.0081,0.0199,0.5284,5.8169,4.3817,5.3958,7.0999,0.5991,0,5917.6894,0.0,12267.6401,0.0,0.0,0.0
EGY_P,0.005,0.0,4.3416,0.0863,0.3209,59.2944,0.2881,0.0368,0.1507,0.0564,0.0708,0.1052,0.1502,0.3188,1.3067,0.4226,0.2108,1.2038,0.3291,0.6843,0.0022,0.3636,0.0363,0.0129,0.5402,8.7298,0.2044,0.3767,13.7934,0.3656,0.0469,0.2815,2.1707,0.1355,0.0779,1.6817,0.0428,0.7131,0.3937,2.0572,4.4326,4.7736,0.2767,3.9562,0,7290.6316,73.2036,8360.4853,0.0736,0.0,0.0
EGY_Q,0.0,0.0,0.0502,2.5558,0.5284,0.6087,1.3381,0.2342,0.2045,0.0977,0.2196,0.1508,0.0,1.5544,9.683,3.6849,0.1198,2.7069,1.1798,0.4146,0.0,0.7495,0.0,0.0,0.0,0.0,5.309,0.0,21.2256,0.0,0.0001,0.0,0.1582,0.8763,0.0626,1.289,0.0,0.0,0.0,21.0295,3.8091,75.3735,0.783,2.9448,0,11010.8432,123.3868,2659.8146,0.0,0.0,0.0
EGY_R,0.0009,0.0,0.0126,0.1166,0.0105,0.0494,5.1733,0.0512,0.1886,9.7223,0.0353,0.0245,0.5151,0.0545,0.1559,0.0784,0.013,0.0911,0.0228,0.3084,0.0014,0.0586,0.0068,0.1164,0.2873,1.2609,4.8795,0.4758,32.6169,0.3237,0.0134,0.1127,43.7162,73.7308,5.192,114.7387,0.0008,0.5802,1.131,2.5753,10.4998,0.2894,5.7886,13.0377,0,972.172,9.7021,2079.8986,0.0543,0.0463,0.0
EGY_S,32.595,12.0672,25.3718,8.9098,1.3484,84.5255,21.289,1.7565,4.7416,9.383,7.4572,7.6162,4.1327,11.0918,41.6665,25.5948,2.3064,19.3857,7.6503,3.9976,0.4552,7.6288,5.7278,1.5069,354.4931,110.8288,16.2835,25.3717,26.6982,26.8754,0.2473,17.9313,3.3299,27.927,1.001,63.0898,18.1224,24.5601,8.8809,17.029,33.9257,29.4061,20.6624,114.6359,0,4831.4027,490.1164,7.0945,51.6541,1.6305,0.0
EGY_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
