V1,PER_A01_02,PER_A03,PER_B05_06,PER_B07_08,PER_B09,PER_C10T12,PER_C13T15,PER_C16,PER_C17_18,PER_C19,PER_C20,PER_C21,PER_C22,PER_C23,PER_C24,PER_C25,PER_C26,PER_C27,PER_C28,PER_C29,PER_C30,PER_C31T33,PER_D,PER_E,PER_F,PER_G,PER_H49,PER_H50,PER_H51,PER_H52,PER_H53,PER_I,PER_J58T60,PER_J61,PER_J62_63,PER_K,PER_L,PER_M,PER_N,PER_O,PER_P,PER_Q,PER_R,PER_S,PER_T
PER_C20,366.3272,1.1944,17.3518,301.8025,0.7354,152.6269,110.0486,22.6594,37.3706,12.2013,347.2374,39.821,345.6341,18.4062,16.8237,26.4474,0.9357,3.342,2.2618,24.1873,6.1246,175.3231,0.9263,6.3647,108.1034,13.5485,1.5608,0.0029,0.5319,6.8158,0.0307,49.0202,4.2035,8.3587,0.3287,8.1522,15.0799,25.2795,31.3549,60.7729,13.8594,58.824,7.9583,52.3539,0.0
PER_C21,34.1702,0.0029,0.1817,1.6118,0.0437,12.8366,0.101,0.2598,0.1074,0.0446,1.7621,17.7646,0.871,0.164,0.0914,0.0338,0.0138,0.0285,0.1218,0.0523,0.0188,0.7809,0.0846,0.024,1.5516,0.2197,1.5063,0.012,0.0518,0.2368,0.0849,1.4641,0.0674,0.1267,0.0004,0.0487,0.0627,4.5022,0.0845,26.0907,1.8395,167.1153,0.354,1.8204,0.0
PER_C22,17.0827,2.5661,30.2191,141.41,1.2745,429.604,66.8819,0.5612,50.9094,1.1191,131.3774,26.9902,200.6792,4.9011,6.5348,10.9143,0.5921,5.4796,2.2809,32.0239,7.4737,161.1105,1.2939,0.5415,440.4018,111.9274,210.9906,0.0828,0.1607,2.4358,0.1533,51.5224,5.1281,0.9504,0.0169,9.8233,11.218,26.8814,17.3992,90.7399,25.0138,19.9132,5.1777,21.0158,0.0
PER_C23,21.5883,0.533,3.3956,212.8673,0.0581,157.3888,1.4107,0.1491,2.4097,0.1495,31.6242,6.9024,4.1035,126.1052,10.996,2.0804,0.2491,0.356,3.8988,13.1319,3.3163,68.4121,9.8874,35.7806,3040.1199,34.5945,23.5098,0.1127,3.5953,2.3166,0.3084,34.9333,0.3833,3.7759,0.0283,3.1935,38.0251,8.728,3.4027,249.9401,3.0302,5.1112,1.8469,16.5709,0.0
PER_C24,28.0858,0.2631,10.4566,79.4842,0.1149,27.8855,6.7534,1.8142,11.0503,1.1688,96.8131,5.9649,46.3721,20.428,1958.3459,237.9883,2.4172,462.2572,19.8907,32.6038,7.464,333.8292,0.8758,3.7349,88.9452,1.3191,0.3281,0.0006,0.0059,0.4935,0.0041,3.7975,0.8923,1.0326,0.2,24.7895,1.8733,7.1916,4.0717,26.5816,0.9993,6.0218,0.8271,7.615,0.0
PER_C25,33.004,7.0033,78.7509,354.6055,9.794,246.4743,11.6087,8.612,7.0991,8.0726,35.8856,0.5277,9.1677,5.0021,18.1482,171.0308,2.0161,7.1221,89.0874,98.9945,29.806,122.2369,12.6273,3.1621,626.5537,5.2965,0.352,0.0223,0.2368,2.3721,0.0028,25.2166,0.5788,22.5744,0.0195,3.1001,21.9073,10.2419,32.4246,65.7032,2.717,7.5009,9.9261,20.5893,0.0
PER_C26,0.3585,0.219,0.0731,0.2269,0.0381,0.2986,0.0716,0.0116,1.1482,0.0161,0.186,0.029,0.1907,0.0146,0.0207,0.088,2.6815,0.2286,0.1385,0.1569,0.0425,0.0968,0.2651,0.0058,2.3708,0.2273,0.0,0.0034,0.0018,0.0028,0.0,0.3058,0.3523,13.0787,0.4417,0.3522,0.0156,0.8195,0.508,1.3548,0.3935,1.551,0.1088,2.5387,0.0
PER_C27,0.053,0.4326,3.1672,9.5878,0.2755,17.3218,1.3206,0.0899,1.0806,0.5975,1.6328,0.2957,3.1959,0.66,30.7886,21.0921,0.8291,10.8372,7.4753,14.1313,3.526,10.4558,21.0511,0.592,130.2338,0.6949,0.0686,0.2733,0.15,0.0049,0.0006,11.0948,0.2017,25.1543,0.1376,1.096,0.861,0.9984,0.8628,6.7185,3.8534,11.8885,5.3102,9.2577,0.0
PER_C28,0.7616,15.6938,14.965,40.3078,0.9939,72.2613,11.8404,1.216,3.6156,0.8163,1.5915,0.1754,5.7545,6.4383,2.1601,19.7349,1.5786,2.1418,103.0713,4.5087,1.4967,347.9398,3.3066,0.4283,43.4268,3.9283,0.3438,0.0112,0.393,0.1047,0.0037,0.6416,0.4528,2.3061,0.0237,29.9442,0.48,4.7605,6.263,18.5399,7.3476,26.9365,4.9964,4.995,0.0
PER_C29,5.9808,0.6816,0.7899,1.7018,0.0,0.1727,0.0,0.0178,0.066,0.1034,0.0758,0.0,0.0106,0.4117,0.6347,0.6307,0.0,0.0,0.3633,35.9978,1.4507,0.0441,0.9833,0.7438,0.611,116.4752,51.6963,0.6775,8.6718,0.7262,0.0988,0.3156,0.0003,29.2645,0.0,8.1778,0.0,0.2773,2.4197,16.1124,12.455,0.2998,0.0003,2.1762,0.0
PER_C30,0.0,17.7613,0.0074,0.0,0.0,7.4099,0.0,0.1151,0.0,0.0147,0.0,0.0,0.0,0.0114,0.0,3.1795,0.0347,0.3672,0.6665,22.8875,18.2889,0.0,0.0008,0.0001,0.0,3.3505,24.1356,0.8343,35.2489,1.056,0.3127,0.0,0.0,2.1278,0.0202,0.093,0.0,0.6601,4.0928,4.6561,0.0,0.0,0.2205,0.24,0.0
PER_C31T33,15.6056,32.586,69.3597,95.9837,2.0804,155.9028,65.0786,5.4843,9.9862,1.0798,21.0347,4.3983,12.6017,11.3855,3.7969,40.0844,2.5957,4.4656,229.2001,7.8904,2.265,1288.9649,7.2282,2.1671,152.3197,13.6189,0.0023,0.0,0.0002,1.6734,0.0,114.5897,2.7111,13.6103,1.1302,105.1281,2.8797,6.3902,45.9557,158.1704,112.7885,516.4324,27.0952,64.5302,0.0
PER_D,39.7412,2.2065,14.5495,1104.5035,0.1761,376.8976,186.319,8.1236,70.3948,19.411,74.5544,6.2515,92.5403,78.7181,209.44,53.7761,1.1787,4.708,19.532,17.7303,4.879,18.9228,761.1094,43.3994,15.5594,221.066,270.157,0.0887,0.7986,4.5103,0.4795,158.8617,16.1255,84.13,2.3686,68.2073,11.4102,70.0668,37.3541,160.8214,97.0504,91.7258,67.6016,39.9541,0.0
PER_E,12.1938,11.0557,17.1289,64.4824,0.1966,79.0444,15.9023,0.4871,24.7792,2.3946,5.7654,0.9957,10.1307,4.759,41.8482,1.2447,0.0,0.2178,1.4168,0.7784,0.3846,8.4582,4.5527,31.2766,6.1567,21.6013,2.7204,0.0541,0.3327,3.5515,0.3801,54.1421,0.4735,0.9752,0.0,27.1677,1.0666,6.9119,4.2241,201.8161,58.1693,80.8402,3.1991,5.7694,0.0
PER_F,5.2491,0.0896,3.3578,175.7436,0.921,6.5572,4.4594,0.8877,2.2929,3.8008,4.0181,0.8618,0.6653,0.237,5.6207,2.5734,0.1098,0.1653,1.1231,6.8884,2.6783,0.3254,0.3485,58.8384,523.6215,12.648,1.4974,0.1346,2.2448,0.8483,0.0581,6.438,1.8232,65.0228,0.3169,48.5706,120.1787,11.7831,4.5687,638.7536,4.1977,27.3766,3.7782,10.8464,0.0
PER_G,847.5607,83.3982,93.4192,879.1566,9.0242,3232.0882,504.6545,103.1937,257.0468,352.5613,257.4287,52.2523,234.3978,103.6773,291.9503,177.0741,13.616,64.7025,108.5575,110.9014,33.7458,458.1686,143.727,34.7259,1513.987,204.1833,1477.1518,7.3601,72.1071,103.7515,10.9293,1178.9461,47.4432,107.6621,3.3193,69.8368,37.4728,172.0479,153.509,649.2948,125.5063,315.5256,31.7291,141.7465,0.0
PER_H49,31.1506,22.2964,713.6237,663.606,2.932,184.1514,42.1849,71.5655,215.1963,139.7367,115.9327,9.7539,26.4866,28.3109,49.2379,46.0216,1.0182,15.8674,7.4402,10.2581,2.6571,82.6682,77.5171,24.0638,390.2081,5023.8467,3007.9734,138.6695,1151.4836,1445.0351,75.7561,118.9779,20.1255,94.3821,2.3707,95.0767,5.016,57.9569,128.1511,298.6939,189.8178,46.9423,16.7498,69.1348,0.0
PER_H50,2.2314,5.2523,123.3184,59.2895,0.0568,7.0516,2.2908,4.0548,6.6021,28.0853,2.967,0.0183,0.0882,0.3414,5.9188,1.367,0.0083,3.0805,0.0396,0.0627,0.0174,0.3103,0.0822,0.0217,1.7539,48.4076,0.2937,28.1661,0.0261,111.4108,0.0024,0.3719,0.788,0.0694,0.0016,0.041,0.0369,0.146,0.3185,0.2898,0.0926,0.1653,0.0176,0.0731,0.0
PER_H51,6.7349,1.0984,69.0667,27.3517,1.5419,59.3629,15.536,1.8283,5.9903,14.0988,5.0326,0.9137,4.7996,5.9429,5.6494,4.2567,1.2946,3.6173,6.4357,2.2754,0.6064,31.0554,6.1973,1.1247,31.9305,27.0632,8.9084,0.0583,63.2878,43.5422,8.3699,22.737,2.4064,9.4995,2.3189,13.3798,1.2789,41.1461,26.8413,118.902,12.8612,37.9786,6.7889,21.4093,0.0
PER_H52,11.428,14.4496,374.2572,287.3225,1.119,62.8146,16.5914,30.3161,67.632,85.0839,42.1705,2.284,6.723,8.5498,21.0395,16.9431,0.4653,9.6213,2.3229,1.9831,0.5613,30.7597,3.4503,8.2098,123.5727,1872.1744,1034.4038,86.1278,428.8837,668.6637,17.7883,32.6126,3.766,21.8873,0.5945,13.1106,1.0776,14.97,40.844,84.8665,53.7153,13.2674,3.5453,13.9973,0.0
PER_H53,0.0,0.139,0.0,7.7316,0.1047,3.5048,1.5195,0.0388,0.6264,0.0,0.3022,0.6179,2.313,0.2707,0.5004,3.8188,0.2095,0.4659,2.1878,0.7956,0.2624,0.9807,0.5953,0.8407,0.3214,31.6749,0.0,0.0,0.0,28.2703,29.8796,1.5179,15.0658,77.8243,1.3763,125.1666,5.644,41.4881,9.9328,31.5461,22.1024,2.8324,0.9137,18.3788,0.0
PER_I,0.2004,3.5117,40.523,35.4715,2.9188,6.8684,1.5559,0.216,1.6579,4.4722,8.3405,2.5583,9.6561,2.5232,1.7553,8.1581,0.5739,1.2283,5.8457,4.4738,2.1435,3.9209,15.271,6.3302,29.9615,164.5517,94.2504,1.3001,25.0977,3.5878,11.2059,14.7761,5.1602,43.8392,7.4706,22.7651,0.5833,152.6928,51.246,311.4467,44.8676,107.6886,67.9433,40.5584,0.0
PER_J58T60,0.93,0.5374,6.0691,10.4284,0.6167,16.8577,1.195,1.5372,20.8767,1.0127,17.0418,2.7577,1.1201,1.0522,0.87,1.0064,0.1188,0.3243,0.3156,1.571,0.5718,3.7656,3.8101,0.8677,8.1015,43.5971,0.5615,0.1002,2.195,0.957,0.0433,9.877,147.2994,72.2858,0.3107,34.6642,8.7153,911.013,13.9112,51.1348,173.0401,53.5581,3.2734,17.5614,0.0
PER_J61,1.9059,2.2548,4.6858,21.8194,0.8089,11.6635,11.4372,0.5275,1.2401,0.6878,0.9673,0.5351,1.8629,1.4082,0.7065,7.679,1.0623,1.5486,7.9451,1.5242,0.5056,0.5434,4.6263,2.2389,15.1771,107.4117,8.9948,0.2959,3.1528,8.5608,3.5343,166.4394,23.8669,864.1231,3.7448,368.6254,6.7604,89.8765,55.9781,167.4364,43.5898,55.5516,17.6792,34.9157,0.0
PER_J62_63,0.001,0.0024,6.5521,1.4037,0.0004,16.2984,1.0352,0.3717,1.2797,0.0035,14.7907,3.3553,2.5575,2.5845,0.809,0.4933,0.3659,0.3384,2.8709,3.4932,1.2945,0.5737,0.6955,0.3252,8.0397,28.8252,2.9331,0.0001,5.5002,7.2424,0.297,11.6136,20.5017,128.9846,71.8023,114.4383,6.6563,132.3011,79.3452,11.5459,2.0783,6.851,0.0371,5.2111,0.0
PER_K,201.1914,91.1674,225.1798,1235.4622,7.3553,825.5087,117.2432,9.5604,37.5994,29.6148,120.5143,21.7363,69.0097,85.3841,147.8457,69.8941,0.978,11.9343,28.8766,16.6765,5.9732,42.5631,166.2408,54.5058,365.4293,1033.4706,207.5382,3.2777,28.8453,98.1443,5.8068,317.2439,51.8816,305.4019,12.1435,1642.8525,286.9022,360.6784,199.8121,682.575,138.6088,102.5937,62.4484,62.9569,0.0
PER_L,12.6745,4.8239,52.8976,27.5897,0.7176,108.1279,42.687,0.8187,4.7993,0.5395,9.4847,9.372,8.4327,4.5885,1.2435,17.453,3.2048,0.7476,12.2339,15.0795,5.5342,28.0112,6.7128,0.3494,25.425,428.3538,24.9846,0.6499,4.2398,71.7901,7.5019,391.9406,39.2838,186.8001,13.4783,370.1934,28.1819,407.4499,175.937,56.4231,180.3818,81.7181,115.3904,130.3059,0.0
PER_M,128.561,8.9168,167.4999,579.9823,28.9545,865.4469,163.1441,2.9962,40.2843,30.0838,441.037,103.3039,121.3692,28.3329,102.9334,206.9006,9.5193,23.1056,61.1044,90.6538,30.8177,41.473,74.8375,18.8823,832.8156,643.8526,152.082,0.5835,104.5627,206.5704,9.678,283.0463,290.8123,1502.6839,55.0695,1030.783,402.8479,1769.6224,491.7425,490.0216,389.1032,406.6009,196.8055,456.2202,0.0
PER_N,155.5696,5.2884,74.8838,368.0786,10.4973,170.7077,32.711,3.8012,24.1318,16.5843,67.152,19.4855,43.5703,19.6033,52.4921,138.3045,2.1674,3.723,32.1077,118.482,39.1144,49.5081,63.7818,21.08,317.6427,404.8776,80.0613,2.4741,89.5103,140.149,22.7298,154.976,109.3607,757.2912,32.4625,543.8575,75.5855,898.307,732.167,547.8323,318.8902,554.9279,114.6658,111.0593,0.0
PER_O,5.7438,0.6132,9.3641,28.4022,0.7966,22.9667,3.9307,1.1971,8.7123,1.9433,5.6696,1.5034,3.7118,2.0118,8.7648,11.2084,0.1039,0.3137,2.0908,10.6472,3.6227,6.6078,5.4608,6.0641,37.151,53.8285,20.7126,0.3655,10.3365,17.9506,2.2624,9.4947,9.6799,53.5931,6.9045,61.9059,11.6888,90.0746,55.7812,88.4134,49.334,58.6292,8.4544,10.6561,0.0
PER_P,0.4839,0.4457,1.1772,11.0427,0.0857,4.9504,1.9442,4.71,3.3921,0.1321,0.5927,0.4101,0.4423,0.1941,0.0756,0.4683,0.0506,0.0505,0.2557,1.6625,0.8467,12.2521,5.9378,0.2716,3.7845,5.0381,1.764,0.0103,0.2852,0.7393,0.0881,3.1458,1.9402,2.5388,0.2026,7.8697,0.6499,16.2541,30.4039,20.0424,418.7323,10.9745,3.7177,20.4825,0.0
PER_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.3763,0.0,0.0,0.0
PER_R,0.0,0.0051,0.0666,1.53,0.0,0.3254,0.0084,0.2474,0.6699,0.0086,1.58,0.4957,0.0,0.1781,0.2932,0.0,0.0,0.0001,0.0005,0.0325,0.0106,0.6136,0.1027,0.0154,0.0,0.0861,0.2893,0.0003,0.0208,0.0127,0.0037,5.6007,3.9501,0.0935,0.0236,21.9409,0.0,5.4124,0.3329,2.0356,17.5688,0.193,106.1279,3.1616,0.0
PER_S,0.0225,0.0752,3.2044,6.8033,0.2599,1.3611,1.9284,0.0012,1.6135,0.2474,1.8257,1.0625,0.1636,1.2877,0.9399,0.8192,0.0122,0.0228,0.1249,0.2355,0.0859,0.1136,1.0322,0.8648,0.3024,40.8388,1.7725,0.0237,0.4666,0.0705,0.2204,68.4759,7.4834,125.6492,38.5552,124.7033,3.6043,55.361,46.2568,8.9364,26.6858,146.0049,4.6269,22.7811,0.0
PER_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
