V1,KOR_A01_02,KOR_A03,KOR_B05_06,KOR_B07_08,KOR_B09,KOR_C10T12,KOR_C13T15,KOR_C16,KOR_C17_18,KOR_C19,KOR_C20,KOR_C21,KOR_C22,KOR_C23,KOR_C24,KOR_C25,KOR_C26,KOR_C27,KOR_C28,KOR_C29,KOR_C30,KOR_C31T33,KOR_D,KOR_E,KOR_F,KOR_G,KOR_H49,KOR_H50,KOR_H51,KOR_H52,KOR_H53,KOR_I,KOR_J58T60,KOR_J61,KOR_J62_63,KOR_K,KOR_L,KOR_M,KOR_N,KOR_O,KOR_P,KOR_Q,KOR_R,KOR_S,KOR_T
KOR_C20,2110.342,46.8207,1.3186,66.5773,0.3643,640.1095,2563.9461,307.5282,1020.9816,1745.9551,24571.2544,992.4869,10610.1542,912.6617,1083.8734,1825.1194,6322.4226,2290.6959,943.1498,1504.0403,426.8113,560.3164,1071.2267,217.673,1422.245,641.8035,470.5648,80.899,140.2932,124.3316,34.4177,672.8923,248.4728,43.4709,45.7487,108.6116,62.7799,1802.8809,653.9735,264.4501,287.4806,1661.1747,365.571,1580.9058,0.0
KOR_C21,59.2742,12.7854,0.1906,1.7392,0.0104,155.1051,191.9971,6.0818,24.8439,13.1313,58.3322,961.4613,60.421,19.4554,42.8824,72.958,156.9605,59.4205,101.5236,65.9426,62.9489,26.9632,8.0517,15.0928,23.6978,176.8035,3.4255,0.7623,2.2669,4.1941,1.0389,53.7789,4.0255,11.8834,3.0145,10.2987,4.6154,299.2936,16.6383,105.1557,54.4022,13424.4147,10.9639,14.7867,0.0
KOR_C22,395.3114,147.7822,1.9045,25.4722,0.1401,2458.6704,1564.9997,90.0224,371.4915,134.4987,1541.7765,282.4996,5489.4388,414.8281,513.1692,1520.2636,5731.6149,3758.955,3035.865,9951.2589,683.4053,1603.8025,260.0885,82.9966,6357.0295,1359.0643,555.6614,23.1822,24.0731,414.1449,170.7454,1439.3637,91.6408,37.1916,29.5727,95.6016,53.5122,1680.4697,367.5802,115.1042,223.6078,418.5065,120.0047,947.209,0.0
KOR_C23,21.9865,3.2888,0.1703,14.7658,0.1469,591.3695,138.7937,21.5308,110.4291,66.3248,542.3949,230.579,225.0018,4829.0254,2016.1611,414.1862,2338.9534,995.1008,395.349,939.9244,179.3031,170.1401,38.7822,55.957,16336.4687,67.2054,32.7305,11.3991,5.5673,43.0807,0.8006,327.8886,5.7532,14.8191,3.7611,13.682,46.9058,168.4966,63.6489,77.0317,66.8636,112.0,129.7119,65.6452,0.0
KOR_C24,63.0329,13.1546,2.3403,8.0779,0.2599,215.6256,142.8528,35.9441,74.1472,292.4449,996.2981,101.9322,664.8431,499.9538,28214.757,11612.8602,3324.4621,5527.4815,7449.9291,7548.9728,3744.4864,991.7109,473.7235,143.9032,11462.253,167.8704,90.6985,11.755,51.3412,91.4339,7.4353,200.5674,22.4469,46.3125,15.4194,55.7412,44.2018,562.1152,56.9069,98.869,138.9873,293.1237,66.682,112.4088,0.0
KOR_C25,57.0777,18.0969,9.3722,45.1916,0.4903,1531.382,737.5509,191.4471,145.6709,960.2299,856.0319,153.044,841.6377,520.5039,1513.5621,11502.9521,2664.0747,2937.9797,10515.7918,7725.2956,4564.2305,1388.7731,685.1926,95.4435,17325.277,333.557,202.9795,48.1083,43.4156,396.2543,20.9494,918.5733,59.2489,44.4007,57.9576,197.9375,67.9296,734.3276,367.5534,466.0231,256.0009,349.0971,243.0038,649.5847,0.0
KOR_C26,161.2584,36.2065,1.9501,20.9563,0.1192,1273.5555,2070.7034,78.4337,353.9251,407.9644,849.3254,275.263,904.7006,288.9316,819.7596,1196.5179,36841.8293,4217.7651,4722.3882,4567.2733,1478.8,711.6191,590.2372,120.5198,1532.2849,1287.0434,163.3546,28.3883,37.5821,221.4415,63.2807,657.5316,652.5921,1221.7328,1573.3696,489.9279,195.6178,5115.8888,444.4339,501.3085,817.8715,3426.0866,182.0018,1062.1222,0.0
KOR_C27,43.9254,65.9704,2.5383,18.0629,0.0963,293.6567,631.8652,32.3313,104.2159,145.594,264.3112,59.3373,367.2507,171.883,650.2242,833.1615,5023.2871,10949.7557,4202.458,8983.4462,1289.8524,685.6928,1054.318,107.1788,7134.0941,388.6457,887.9455,33.4498,25.3496,360.2358,89.6569,702.9091,177.8959,605.8212,144.7648,217.2084,193.5446,1635.5862,380.0846,312.5084,330.3164,432.2336,241.9222,1109.7981,0.0
KOR_C28,108.3389,58.4519,5.0378,54.9626,0.5952,530.4132,921.1903,38.9146,147.8992,628.0709,397.1768,81.6255,1800.677,308.3461,985.5449,2128.6001,2169.8831,1911.0019,16577.8689,3239.6033,2677.365,766.6986,342.2362,306.6344,4566.2488,349.151,88.9462,98.6832,159.3935,141.3146,10.678,189.3006,35.417,56.378,42.1285,109.6893,90.6538,849.5252,170.6519,197.2314,253.9864,348.1139,59.5345,176.2754,0.0
KOR_C29,51.9252,24.8444,1.6081,31.2124,0.0742,322.278,657.7551,33.0251,112.7346,130.3426,234.3735,72.1589,451.9205,262.8177,455.878,603.6848,1345.5188,1997.2324,2040.8613,51263.5018,487.9456,203.0589,204.7913,154.455,1249.943,332.7137,3244.2198,15.3934,11.0049,861.0906,436.4252,181.9203,88.3786,127.4678,50.8872,101.913,45.3742,1437.0365,350.0657,368.5467,137.6953,384.1294,138.1061,4605.587,0.0
KOR_C30,14.1682,241.4647,2.3614,43.6191,0.0371,279.1032,676.2474,22.7672,77.0679,52.3102,108.8624,35.7521,212.2364,79.2569,168.0317,530.8146,517.6722,276.2908,682.245,404.5799,3111.3765,122.1936,38.188,15.0135,485.2623,34.3766,272.0629,931.9415,949.7818,41.6939,8.1253,34.2965,8.5618,10.9738,5.5045,18.2827,4.2148,173.3402,91.7743,1899.8759,37.3972,181.2379,14.3647,47.4145,0.0
KOR_C31T33,35.4634,20.5428,1.6321,16.9436,0.0848,819.5939,2130.9931,58.0779,217.0701,67.8466,263.9179,91.541,529.8379,181.687,384.3737,696.1777,1268.0197,541.9687,966.8373,562.3289,623.1364,896.4184,56.9509,48.925,1484.0781,337.03,38.9815,6.8439,2.2812,88.2011,27.1708,934.4521,147.0591,60.9859,77.6435,276.9477,364.0516,832.8814,384.3985,442.018,1453.7869,828.8161,622.6855,236.7213,0.0
KOR_D,657.6993,139.0065,3.5477,90.4824,0.4394,1263.674,792.9232,145.5456,1156.6296,2072.9238,4003.5726,177.3503,1322.0163,1407.1376,6781.3946,1630.4859,2928.5754,820.0197,1089.7018,1148.7147,266.3095,253.568,11411.6579,816.1133,858.5989,2597.9283,1015.9827,27.0815,18.5635,915.7653,34.4551,2620.6184,347.6998,584.4132,211.8908,978.7435,943.9465,7488.0459,456.5837,1228.0039,3083.9374,3586.2537,1124.1124,665.9722,0.0
KOR_E,70.6361,24.3894,0.2394,11.949,0.1158,357.9595,162.207,20.1203,332.8322,77.9259,607.7413,31.344,691.4205,259.2457,2231.7877,388.5151,107.3527,115.7188,363.3534,113.7707,28.133,52.6353,145.1273,558.3729,158.0923,126.2613,154.2551,3.5881,0.6443,120.9706,3.1126,1779.8682,73.71,87.196,27.1007,212.3201,549.3895,514.14,191.4469,353.7194,549.7978,1519.3201,207.362,277.7972,0.0
KOR_F,81.8002,20.6292,0.9465,19.7952,0.4477,143.7363,74.0945,12.2912,46.6361,83.1555,146.298,20.965,139.4234,62.0009,256.5691,183.3559,196.4743,167.6441,154.3749,131.3606,55.562,40.1943,590.1122,46.5408,380.9672,673.4561,128.1268,36.7329,16.4277,158.4329,20.175,587.0174,138.8237,195.2742,82.5191,292.1684,9348.6318,834.1276,238.4049,897.795,320.0908,269.195,178.2285,121.9456,0.0
KOR_G,2272.3057,293.2011,3.1085,52.0931,0.5407,12968.5841,5542.0061,424.424,2044.5835,2501.6761,6754.319,2663.9553,3562.5226,1062.5156,2860.9253,2768.2903,12342.3564,4027.6567,4383.1409,8204.0526,1328.271,2327.4715,1099.5925,229.343,6354.7619,8777.1753,1264.1898,413.7966,421.2688,799.7677,175.5404,11040.5202,805.8713,4729.0203,342.7448,1060.1941,446.459,4266.4387,824.2109,1154.0697,1627.0914,6012.9786,984.4215,1413.046,0.0
KOR_H49,164.7617,43.7487,8.4154,296.6672,0.5736,1934.6138,827.4532,181.2888,877.4435,1053.7401,2108.9199,330.2856,1038.9968,2072.7765,1845.326,1119.6181,1754.1279,818.0914,1291.8647,1666.3004,372.0307,292.3156,453.3083,433.0276,1189.5669,3620.207,337.0683,140.832,68.7912,196.7776,15.1728,406.5324,338.2563,47.9761,222.0684,428.256,187.6426,1539.5306,588.3417,1152.7464,301.1061,327.6226,124.8695,270.8509,0.0
KOR_H50,7.9552,0.7083,0.0333,0.6886,0.0019,17.5153,19.8975,1.2306,3.8902,203.5688,42.3622,3.2641,13.3352,4.4443,55.8792,12.1899,77.8293,15.9723,23.1021,37.7107,6.1775,6.1175,142.1098,3.0907,52.2851,29.8416,14.776,11.4356,9.7611,4.1464,1.2457,47.5022,3.367,2.5916,3.0686,4.8007,2.8728,26.692,5.6225,4.2298,10.1365,35.1467,5.9529,11.2885,0.0
KOR_H51,24.8286,7.574,0.0474,1.2745,0.0489,157.4056,103.5342,10.9868,22.8436,242.492,171.9859,256.3827,103.7993,77.0013,199.4963,117.0074,694.2359,330.6455,346.6743,189.2372,68.9654,44.6754,153.5859,4.18,110.5977,1645.2057,41.1213,4.3919,23.638,111.3861,147.6146,168.5733,331.4625,56.3029,251.2972,103.6824,23.2237,516.9215,63.5346,154.7322,36.8016,89.5266,45.4665,105.1117,0.0
KOR_H52,212.5869,254.8894,2.3025,132.2806,0.2285,1485.0249,353.0331,63.0709,263.0374,200.2417,1026.9148,152.8177,500.9851,792.1235,1069.4973,528.2211,932.9815,405.1899,593.8392,749.0074,135.1274,144.0872,39.4396,216.69,447.8762,8383.6849,3315.5307,4671.0775,1169.3891,1363.7721,181.5213,177.0503,91.4613,12.1022,25.7661,75.7145,40.5208,561.5684,364.8987,42.3666,46.7124,74.7309,43.3114,82.4853,0.0
KOR_H53,55.603,5.2897,0.1394,1.2389,0.0241,29.7371,19.6324,4.3273,9.5315,13.3868,35.6869,22.4227,25.6101,23.8038,54.3018,33.8333,110.4966,29.2401,33.9438,89.4794,17.4386,15.549,9.167,246.034,214.0433,3800.6701,17.3186,3.8409,0.3083,649.8932,583.4848,154.9312,29.7802,9.1726,33.5421,54.9773,17.3243,305.6926,344.8208,451.9769,79.0031,170.8987,46.5752,65.5019,0.0
KOR_I,339.0354,157.5783,2.1107,85.199,0.0963,547.1127,489.4466,90.499,392.8157,338.8609,923.4159,174.9331,558.7879,374.3867,972.5478,920.6055,1108.7275,574.2711,998.8748,802.0018,206.1605,323.9394,356.5555,310.1054,953.6629,9336.7964,371.661,121.9409,362.1994,909.6539,90.9078,1458.4119,908.9642,477.6559,530.845,3355.143,733.0152,6544.7266,2327.0469,2060.3942,6672.454,5405.1695,1488.3448,2725.4861,0.0
KOR_J58T60,38.5144,8.3061,0.257,9.3406,0.072,79.0353,46.1009,7.0474,61.8298,118.829,97.8001,15.1727,83.6953,32.6263,152.861,111.7605,320.5525,89.5762,130.0127,129.8416,35.3549,31.1656,56.3734,57.9767,212.0727,2052.0024,68.9548,102.937,62.5123,201.2655,90.1277,455.8323,4512.1358,542.7787,1861.1904,1757.3999,185.6059,7408.5926,407.5621,921.8251,1507.2967,336.496,1181.1225,299.2735,0.0
KOR_J61,115.2567,24.0569,0.6761,8.9299,0.0968,122.8378,82.3673,32.6909,80.5183,126.5729,154.725,30.476,110.4596,146.0639,155.7826,212.533,285.8796,174.2585,141.7793,148.0118,31.4466,67.0585,63.6948,78.4273,244.4308,6022.4152,135.7664,60.4569,9.3649,516.1211,103.4177,797.5673,725.9001,3101.8074,756.2667,3004.2338,248.304,3273.3688,1265.4306,813.892,763.0115,277.7128,207.0372,343.5713,0.0
KOR_J62_63,20.7451,3.462,0.3511,4.9058,0.0532,90.5668,41.0369,6.2241,59.0929,175.9923,112.515,12.0611,104.5554,29.3413,195.6211,118.5146,441.8932,81.5918,175.2031,186.013,33.1193,24.7693,65.4876,64.2289,152.5251,936.7428,74.9283,23.9534,11.0989,165.5676,133.2909,99.2008,1789.1629,1004.7143,3032.8461,2995.6713,129.076,4065.0857,210.1534,995.8323,753.3899,210.9946,267.0002,119.7973,0.0
KOR_K,1159.1181,324.6465,6.3446,148.7386,0.6462,982.4914,677.5352,148.7381,528.4117,408.1879,1072.1023,296.6974,1098.2633,543.1633,1682.0315,1387.1277,2252.259,1063.7343,1984.8765,1659.2621,638.349,284.6456,1188.3182,471.3026,4797.4568,7042.7822,821.8204,412.99,191.0198,872.3264,104.1738,2731.2481,703.5414,610.7091,362.6366,25812.2959,19976.1901,3996.9552,705.6815,4031.1267,1586.7351,3808.5426,576.9055,1225.0051,0.0
KOR_L,37.9654,8.8185,0.3163,5.9408,0.0697,250.4691,213.9838,21.112,108.0358,128.3477,140.6746,38.7164,121.8689,73.1777,242.5445,232.9786,437.6858,231.2231,164.0413,243.2718,50.6217,125.8431,181.6804,138.2127,620.2052,6741.5543,187.05,38.4398,19.5275,630.7204,63.9085,6824.2951,419.7533,239.8145,458.6139,4107.4263,2164.845,3113.8436,904.4841,1054.6482,1656.8683,2984.7888,542.1059,881.379,0.0
KOR_M,645.674,107.6896,32.3829,127.5646,1.8505,4084.2053,983.6102,161.0137,866.9804,3782.3895,7509.1478,1647.5766,2085.0612,1458.1864,4696.3843,2314.6971,5125.5795,3257.8988,2997.837,5017.9154,1095.6406,799.4301,1894.7764,638.5104,15082.6184,10422.4881,544.0481,245.5724,40.0431,1964.4529,169.9984,2640.0443,3070.2795,2077.9607,1462.6185,4803.5114,493.4164,10702.7626,2761.3839,1478.8282,2091.0399,1287.1133,730.0127,427.2786,0.0
KOR_N,90.0727,86.4378,0.729,123.6519,1.2126,452.374,333.3728,48.2437,297.8512,490.937,544.6015,93.6186,469.9634,255.5547,1343.1887,721.0036,1317.7438,528.9725,504.8759,1132.7453,1247.806,154.5206,807.2231,290.5817,6126.0881,6909.5204,615.291,2298.0508,2316.993,2444.5031,472.8278,1246.7411,1391.9505,1517.4972,985.261,6186.348,4550.4097,5891.7682,6681.8017,3029.5828,1683.7085,1459.5693,1784.7313,352.14,0.0
KOR_O,21.102,90.2382,0.0943,0.9086,0.0321,114.7448,31.4733,2.6485,30.1451,30.0429,42.99,65.8516,21.179,11.7771,38.6655,22.8011,76.8165,39.0668,26.3896,15.7392,10.5593,65.7097,65.5396,21.1536,36.3914,172.3219,18.8768,21.2986,485.4938,11.6086,2.2948,90.2836,34.4288,35.8774,17.2767,267.8214,30.3916,69.4283,65.176,1393.7344,24.3943,47.2389,17.8745,20.0391,0.0
KOR_P,18.317,5.5227,0.1665,4.2245,0.0151,62.8833,38.5111,7.7128,30.4579,39.9873,92.4868,12.8151,65.7229,33.8694,116.9631,107.8673,114.0112,78.6806,102.8982,70.4377,23.8083,34.2857,39.7383,22.1853,94.43,928.8426,24.5992,8.0914,14.2729,68.3638,7.3225,181.9006,67.3366,56.0081,40.1312,388.1817,86.8847,523.0097,140.6015,91.3879,332.75,260.5439,74.0703,161.5375,0.0
KOR_Q,90.4424,50.0747,0.4632,12.6325,0.0132,119.8137,60.9704,23.1046,51.9038,49.5055,112.1225,38.0813,110.2248,57.586,161.9513,181.3919,169.0648,116.6264,200.4982,202.8384,42.2666,47.793,68.8105,67.5694,421.8558,1160.5075,111.8429,13.1459,9.8952,62.5328,19.4629,597.6504,113.1788,51.0384,71.8268,479.1274,103.2675,653.8076,230.8157,115.3866,348.7905,909.788,147.3899,136.694,0.0
KOR_R,39.3788,23.0185,0.3463,18.8564,0.0026,75.8239,54.9636,17.3638,45.7908,53.3238,89.7391,16.784,87.6434,43.1296,147.721,140.8984,92.2788,73.3841,116.2659,68.595,20.3181,32.9797,40.6527,40.5188,211.4837,290.9542,45.3442,25.0319,28.6536,142.5497,18.2321,177.9943,945.528,53.7251,93.3406,374.0153,88.5601,892.5595,199.3169,61.7383,528.0869,182.3979,515.6198,200.768,0.0
KOR_S,47.799,17.3083,0.3242,12.5634,0.0916,163.2707,61.8398,18.6863,51.0489,80.8722,117.7885,17.9468,103.2273,104.3492,215.2065,253.2638,256.6281,161.481,269.6782,117.7126,37.2981,119.5939,18.8019,116.0299,399.357,1360.7884,974.2845,17.5435,7.2285,316.9453,526.8382,309.163,120.6592,223.5409,77.4574,410.5145,254.7379,828.1508,561.9785,240.3776,538.8328,244.883,224.6015,310.9151,0.0
KOR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
