V1,GBR_A01_02,GBR_A03,GBR_B05_06,GBR_B07_08,GBR_B09,GBR_C10T12,GBR_C13T15,GBR_C16,GBR_C17_18,GBR_C19,GBR_C20,GBR_C21,GBR_C22,GBR_C23,GBR_C24,GBR_C25,GBR_C26,GBR_C27,GBR_C28,GBR_C29,GBR_C30,GBR_C31T33,GBR_D,GBR_E,GBR_F,GBR_G,GBR_H49,GBR_H50,GBR_H51,GBR_H52,GBR_H53,GBR_I,GBR_J58T60,GBR_J61,GBR_J62_63,GBR_K,GBR_L,GBR_M,GBR_N,GBR_O,GBR_P,GBR_Q,GBR_R,GBR_S,GBR_T
GBR_C20,1016.3357,1.8147,16.4886,66.5595,18.3474,301.1381,168.1942,168.5997,398.9406,127.1298,5066.2677,408.8925,2187.473,238.7059,35.7791,274.8492,156.7228,113.7776,189.9192,867.9383,156.9506,174.9364,165.6665,122.9754,786.9016,388.3312,52.6377,5.1677,29.7623,23.0969,4.6268,100.061,195.1729,9.0066,37.0589,85.7578,103.4407,871.7702,210.6528,189.8222,214.4293,658.8215,43.4172,162.4567,0.0
GBR_C21,181.6648,1.2867,5.3473,3.3557,2.3571,124.2721,10.2775,7.0199,17.9543,7.6932,153.9286,2515.6712,63.7454,11.1672,6.9892,17.8016,16.9533,8.317,90.8344,39.8146,15.0043,95.874,37.0804,9.2293,89.5317,91.8397,19.8161,3.5972,16.5624,12.6172,2.2375,45.0045,29.9006,12.889,44.106,65.9657,33.2572,982.646,68.2433,164.5863,56.7551,5777.7078,19.2464,50.2858,0.0
GBR_C22,401.2272,4.3097,17.2847,34.291,3.5247,1495.8488,109.8623,56.6388,911.678,8.0528,501.0192,396.776,2047.5108,63.6228,25.7032,235.1934,246.4805,240.6332,451.0933,1683.8034,303.2173,357.5103,32.8034,213.5791,2208.1405,1590.2114,277.5792,3.8882,11.8388,215.8695,3.7254,58.0576,71.8057,20.4568,82.1078,199.5614,45.964,197.9526,354.903,189.2266,120.6413,426.6714,123.4294,101.3934,0.0
GBR_C23,20.2327,0.4443,6.0654,317.3101,1.8318,567.5672,10.6563,30.728,25.3333,2.698,184.7268,57.2956,268.552,1090.8444,75.9047,198.9369,53.0385,146.043,34.4849,677.3258,96.3681,24.0465,13.2067,123.4887,8995.613,458.6759,32.4747,1.2652,8.2545,13.0424,1.5063,101.0982,11.5896,4.3838,10.5635,25.0338,227.5701,60.8585,30.4518,166.4444,192.6435,88.2573,91.5622,101.0101,0.0
GBR_C24,4.9723,0.3041,98.6341,4.9188,18.465,38.3376,3.7895,7.5069,23.3309,1.6734,25.0229,15.2813,64.3861,89.9634,1853.9462,1949.8881,223.8529,408.94,1353.1584,2379.8324,1480.9246,522.938,141.361,280.2952,1246.4965,140.8186,17.8829,1.4487,12.0522,7.437,1.2364,12.6693,9.1651,3.2177,6.1247,18.174,34.5716,177.2985,34.9158,47.7099,16.252,30.2172,22.461,6.5342,0.0
GBR_C25,56.2057,10.6697,379.2435,35.1785,84.5738,412.6332,51.1276,106.193,300.43,16.451,218.0292,217.082,292.1894,239.3751,677.7805,3341.4269,523.1812,454.4147,3235.7482,2327.4827,1465.3859,880.8698,407.8601,612.0505,6667.7989,853.6109,196.9303,26.697,409.4908,89.9284,6.8556,84.4579,57.5571,64.1828,53.685,109.1333,159.6463,360.4047,644.3933,1761.1347,90.851,276.4104,83.8183,48.9207,0.0
GBR_C26,27.6763,8.7468,172.0471,33.7719,35.1336,201.2759,29.3842,17.4337,109.2741,18.5906,100.7756,71.4559,71.3413,72.5949,54.5261,158.0253,1101.9988,160.207,258.6599,482.4319,281.3517,341.3848,361.4811,73.718,597.9514,764.0253,275.1399,44.5375,542.4301,184.8367,14.1506,136.6587,594.092,312.181,271.7466,108.583,66.0156,780.9082,363.4781,1914.6014,531.0827,2236.3916,170.9713,134.1244,0.0
GBR_C27,7.7126,1.507,36.3265,9.0782,9.5059,56.5815,6.9306,5.6715,17.4388,3.5547,21.6978,13.7582,28.5128,23.429,20.6098,113.9291,178.0457,567.2506,209.1461,235.0851,799.0395,199.5277,163.3512,23.7022,1768.0437,342.8924,53.6837,6.3068,86.9561,24.2498,2.3071,33.1797,28.0782,33.3824,35.8753,55.7832,28.8646,251.4921,138.9715,240.4882,54.7729,127.0126,37.5833,36.1718,0.0
GBR_C28,58.3291,14.8981,821.0051,89.2501,191.3852,566.0678,73.8604,63.1423,194.0361,40.9686,188.209,157.7242,224.2104,186.3844,190.5432,591.1322,181.8115,446.8812,1974.7919,1449.056,553.9186,709.4641,849.8253,240.6469,1499.3151,1379.3869,467.54,58.7382,925.5404,215.4612,18.0931,203.6383,117.7205,164.8621,177.9474,144.2452,57.0745,581.653,653.8912,331.1187,98.619,470.9926,185.7374,74.3074,0.0
GBR_C29,61.2906,0.4956,37.9741,8.2508,20.8518,40.5974,3.5797,5.4714,16.8361,2.5837,24.0684,13.5198,24.8512,39.3317,13.9591,81.3667,29.8331,34.9941,523.6838,6230.5912,79.6736,120.6632,37.5161,53.2101,381.9026,4165.1666,603.737,5.6064,20.4896,206.443,54.5908,19.2786,25.0168,32.2704,85.592,180.9544,44.9669,950.9157,413.1663,235.9805,72.4458,235.3931,43.2855,17.944,0.0
GBR_C30,15.7271,4.9513,209.227,17.2955,27.9743,114.6832,13.0664,11.5424,29.1748,9.7281,53.3683,21.9183,50.8668,38.4587,63.4697,129.1832,583.087,31.0379,124.4741,203.9454,3103.1573,1755.2918,151.4374,35.796,277.0499,251.2824,216.0343,128.422,632.9297,57.6067,4.6932,56.3224,30.3438,39.9546,38.3532,72.9386,85.7566,622.9092,109.8329,2937.7023,27.0606,313.2948,52.5291,28.8618,0.0
GBR_C31T33,91.1171,36.3465,585.0398,140.0647,134.517,790.1002,109.4791,93.95,177.5989,76.148,310.9724,229.6852,271.6712,267.1706,217.6574,459.6802,154.6647,106.8897,312.0569,943.9456,778.937,1317.7439,1212.1241,189.518,862.2611,1580.7125,1053.6102,206.3738,2321.1187,481.5734,43.4932,424.3876,330.3232,336.7746,265.0811,289.6031,81.9332,694.4143,739.512,545.2356,269.3917,1883.379,438.1174,132.2825,0.0
GBR_D,333.8576,59.6367,248.2416,264.4472,41.7351,2322.2546,201.9399,204.9484,827.6481,243.614,1778.3054,323.3563,961.1148,616.5154,553.7233,944.7795,281.0175,132.8148,479.7764,659.9767,412.6523,429.2303,76164.7729,1024.0718,2368.6501,7161.9757,693.8209,34.3305,70.4686,819.8383,117.6732,3075.5468,574.5195,765.7783,761.415,1652.9309,2294.3682,1723.1269,1229.8779,1627.0108,1832.9249,3489.4332,1133.1991,476.8706,0.0
GBR_E,327.3553,22.8514,44.6955,75.988,38.4672,1091.4007,72.1191,58.4485,233.4458,111.2949,497.4049,140.6007,166.428,112.6884,560.5402,320.4787,47.0258,46.1205,156.7733,242.6895,205.8983,168.5165,808.6035,12601.2226,1722.6057,2711.5529,400.5721,40.9182,21.4588,329.5288,142.3143,1404.908,77.7634,53.6645,151.0195,551.5767,502.0242,717.4569,753.9388,3545.0879,707.1817,2663.8701,650.5603,351.1208,0.0
GBR_F,504.2355,3.2644,332.281,7.2242,399.4907,225.1052,13.6731,16.3874,38.957,189.3985,158.5202,19.125,374.1731,177.6689,8.3418,431.0731,15.4531,10.1543,121.9007,274.6452,434.17,631.1688,3999.3317,1100.8925,143622.1793,6151.0355,100.5302,18.2222,76.0309,614.7376,45.8533,549.0194,116.2452,132.1257,214.6055,3699.2437,23478.5651,4126.1192,1220.7478,7327.1481,1150.1802,2238.3312,391.4907,87.2021,0.0
GBR_G,4126.7143,286.3167,642.9814,472.5148,162.2694,15661.2654,1448.7565,705.7781,2717.2315,633.0129,3629.2846,2400.7406,2199.319,1477.3435,1320.3733,2626.6721,1563.778,1412.1557,3579.298,7055.8911,2567.4473,2175.303,4579.3243,1270.1672,13600.4846,21502.1408,6080.9844,465.7092,838.4254,2332.707,948.3073,10269.6246,4460.7232,713.2839,2045.412,3911.9223,1111.4805,4169.8171,6289.9538,6317.2252,4269.7575,12245.1639,1581.7869,1301.5269,0.0
GBR_H49,562.5904,13.1322,126.5214,424.9614,37.0426,3136.5368,154.7394,261.6052,781.398,178.9023,808.4878,172.1104,620.9205,1108.8743,434.7273,637.7906,202.657,224.5938,657.2181,959.4211,383.5246,517.8626,313.545,423.747,1721.0271,12423.1558,6949.3314,87.0127,218.8547,1268.1006,412.7629,644.813,536.0791,117.3352,201.134,967.119,240.8142,1029.2241,1354.2656,1557.8617,1362.3514,3135.5486,214.3331,182.4079,0.0
GBR_H50,17.9569,36.9313,245.348,14.6979,10.4204,81.3937,4.9532,5.4887,15.3774,70.1178,20.8583,12.9147,16.7966,14.2163,21.0535,33.058,25.4985,10.723,24.927,84.7181,23.9459,23.4042,26.9522,5.1809,105.8715,71.0752,17.0393,1028.3206,9.7542,958.6188,2.2235,47.3634,18.0893,10.9896,11.5225,80.2418,26.3855,52.4051,464.7146,58.4664,21.5668,70.7597,32.0263,8.8767,0.0
GBR_H51,62.9365,3.9059,80.2663,10.9604,5.0317,241.0403,18.8443,19.7439,48.6935,106.1787,67.4067,46.4848,49.0681,27.1893,71.0355,69.893,46.9718,34.5776,90.3875,186.7345,94.7123,67.6394,91.6368,23.527,324.2499,274.8044,45.7665,212.8249,1628.971,445.8965,48.5389,206.3874,66.7973,22.5956,48.9738,571.7959,29.4031,615.7601,2029.5947,214.4047,61.2255,204.0664,45.1297,319.2181,0.0
GBR_H52,68.0947,113.567,22.4749,16.2786,10.5385,401.2185,121.5651,27.7011,89.3989,26.8925,240.6431,864.4806,144.5509,74.9083,56.0894,138.296,217.1828,90.7889,933.4332,1474.8939,148.4783,165.0402,166.3056,433.2732,618.2806,17365.856,2846.0968,1545.8244,389.9764,8338.7404,1020.4348,357.3636,164.0143,282.2046,1128.0876,3322.5909,112.7272,313.5538,1537.3371,678.1593,165.7935,308.7067,75.1933,111.5737,0.0
GBR_H53,96.4621,3.918,5.5647,1.3915,21.074,443.2683,105.5794,59.2784,100.3318,3.2108,363.3861,125.3855,91.5376,130.4631,65.9726,160.7541,192.6056,89.0609,68.536,55.771,20.8069,268.2236,222.7652,52.8717,68.9346,3961.301,238.2526,6.7505,11.0892,117.9095,3262.0528,46.2493,393.9348,122.6379,428.2231,6629.2609,101.3573,838.6594,748.3307,1470.9024,207.1725,640.9271,189.6678,261.7051,0.0
GBR_I,9.787,3.1546,45.5571,2.6111,2.954,879.6161,15.0166,36.892,22.2836,5.222,86.8753,87.7519,49.9225,31.3012,20.9292,35.5953,120.3708,13.435,46.439,46.721,17.4564,28.7611,78.2646,13.5437,86.7281,1050.1698,258.5076,39.2533,1011.5752,175.5938,21.7074,2239.4315,340.8885,54.478,803.7387,2118.878,149.1324,2272.9839,2910.3179,1377.459,1791.8651,2341.2915,778.9861,189.2109,0.0
GBR_J58T60,48.2375,1.9865,24.8209,3.2764,4.0826,440.822,68.2662,10.7645,48.566,10.0664,117.4971,121.5502,42.1373,46.6721,28.6514,41.5231,33.3589,54.9505,101.6971,226.2825,97.3524,107.5112,113.1287,75.6607,304.8431,2743.0473,89.3511,29.8832,70.2726,89.2775,14.3462,367.9028,14410.487,291.6307,995.2545,1228.952,238.89,1866.7645,640.7672,917.5726,787.9738,517.7394,1051.7867,577.6171,0.0
GBR_J61,256.4661,8.3284,66.6801,13.6596,29.0453,259.2374,42.266,34.4544,106.6945,15.4619,97.2477,82.6306,107.1788,52.3977,30.6713,132.8427,76.5337,48.2645,117.9372,132.5116,135.3015,179.1412,308.1098,115.5271,1425.4341,2323.6047,264.5069,133.6672,77.4263,323.2174,159.276,473.6764,410.9635,4352.0476,1423.3968,7845.5391,1061.7722,2503.0508,1562.5541,2425.4415,465.6901,2052.4215,576.9215,681.9518,0.0
GBR_J62_63,178.8129,14.1576,277.8594,33.7321,93.6099,752.8267,103.9176,53.4739,265.28,35.3552,325.3959,408.8202,205.5895,136.5539,161.2443,390.3362,671.6327,158.0959,367.8297,772.1033,855.6991,384.4695,1222.4644,314.0359,2546.6665,7046.5679,529.4698,163.1804,192.7078,703.7512,341.4989,856.7716,1597.914,3297.0978,14042.2544,10497.1784,1307.6099,7006.5799,3424.8386,3180.792,1491.654,3300.7123,866.0356,708.2039,0.0
GBR_K,1464.5278,58.7996,1624.7039,466.0925,355.606,3260.4085,518.1255,281.9472,597.4724,544.2472,1846.7472,1286.3034,923.4867,927.0078,530.7524,1345.8722,335.1255,563.0396,883.6595,2650.1597,1959.5972,1161.4405,1998.4855,1374.1773,7073.0282,13898.3201,1799.928,1109.1721,1414.4988,2043.5853,770.3456,2573.1363,1154.6381,1761.3704,4611.884,77112.3162,27886.7086,12621.3682,7929.6858,5400.6532,2790.8765,2946.9786,1083.9237,1360.5117,0.0
GBR_L,4.7809,0.2586,6.8032,13.378,18.18,35.4488,25.7533,32.7443,204.9781,12.0114,54.4772,33.2638,269.3732,61.9361,19.734,453.2664,4.6365,44.2972,9.1249,13.4894,14.9548,143.3389,153.3666,174.713,479.6113,13400.4639,530.8324,211.2295,784.0596,1394.0445,0.7009,3054.1432,939.8378,1505.5019,1852.3696,2889.6113,4544.7526,4804.6542,1862.0302,3346.5042,2999.7957,3710.538,798.933,940.4037,0.0
GBR_M,887.063,48.2894,636.9338,99.3688,547.6306,3995.2646,504.4593,83.2239,417.6894,93.9406,1570.6251,1276.1665,554.2555,645.8608,285.3487,845.961,726.5734,522.9774,1094.5418,1519.646,1676.182,1111.1902,3630.3242,1108.4081,10623.655,21150.4165,1699.7009,333.1588,640.1063,991.1587,159.4421,2170.2195,6533.813,3054.3089,10187.1385,25237.2414,4768.7448,52127.0159,9134.3093,8242.4993,3712.2464,8424.5742,4133.7368,1965.257,0.0
GBR_N,917.4543,60.6921,1021.9588,160.7918,346.4662,2162.0205,120.4673,118.0037,314.7551,67.6271,543.6777,461.8497,654.343,254.92,232.372,688.502,249.5313,275.2673,989.8948,1137.0171,732.6474,665.353,1353.5329,1502.1468,8925.6115,12120.774,4545.9927,1935.1901,2209.6839,3588.6727,876.121,2722.674,1417.1146,1405.2472,5653.384,12018.0592,3281.0243,9404.7685,34194.0822,3424.9074,5062.9821,10949.0467,1937.4239,1312.1793,0.0
GBR_O,17.3337,0.0845,18.634,1.509,3.528,135.1539,34.2944,6.7544,26.8371,12.6227,106.2029,249.2464,35.5702,12.4237,34.5307,98.1952,14.5753,17.0419,82.1712,94.9307,66.5752,65.3162,47.5796,134.5042,1962.1642,824.0387,3105.5698,35.7321,154.5003,52.6357,154.5112,141.8804,46.4798,61.0177,191.1903,311.4139,6644.3786,6030.5993,330.7293,399.7861,17.1853,150.161,49.2791,33.7299,0.0
GBR_P,12.9223,1.4145,28.6195,5.8201,10.0784,57.625,27.6832,2.8985,18.7715,5.0814,62.6134,299.1475,63.9191,15.0159,24.2325,51.3369,162.1348,16.6007,15.7961,32.3332,91.5747,24.1252,82.784,69.8721,262.9445,515.3456,155.5584,32.6234,84.8049,197.5616,36.0382,164.3716,107.8477,460.3561,1657.3476,2505.1001,333.2376,5626.9052,1330.6044,6839.6974,16541.8837,1541.5896,105.7826,142.4058,0.0
GBR_Q,10.9023,8.457,22.1777,2.2385,4.9087,65.3378,4.4096,6.5557,13.949,6.6098,14.7441,239.8031,42.8409,13.5733,8.9626,37.3931,95.9735,14.4331,15.9474,21.661,20.507,17.8811,50.2799,36.1067,137.4514,183.3437,28.5591,6.4896,24.7828,23.9479,6.4503,70.3995,65.9708,43.7503,175.5263,361.665,47.4528,439.6359,139.3496,322.5276,100.0111,19763.626,147.2105,26.9129,0.0
GBR_R,28.9599,1.682,12.3086,2.2064,3.966,172.0894,15.4469,4.0534,16.8775,2.423,34.4913,26.9901,17.8805,8.7791,11.6289,19.7495,15.1073,10.1784,30.7386,68.8539,28.8234,27.3796,58.32,62.8939,193.6697,710.1343,45.6329,11.2549,25.3802,42.3353,11.6516,139.2568,1116.7192,119.9536,433.6056,924.8835,104.7592,673.3781,563.7079,730.2708,259.1491,380.9306,3840.3166,78.7038,0.0
GBR_S,18.1585,39.0855,13.085,2.5624,2.3302,71.6891,6.9278,4.6958,24.7486,5.7957,23.0341,26.9859,24.4534,11.9966,16.2343,33.2646,36.1583,9.9317,26.4267,52.995,31.0206,25.9625,60.6813,51.5104,213.5115,169.5723,21.296,5.714,18.1972,38.7384,3.6038,224.0774,708.2727,31.4848,107.5963,1100.6606,60.6587,292.1305,393.0176,2085.3859,416.6184,2703.2391,214.2441,2991.7413,0.0
GBR_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
