V1,POL_A01_02,POL_A03,POL_B05_06,POL_B07_08,POL_B09,POL_C10T12,POL_C13T15,POL_C16,POL_C17_18,POL_C19,POL_C20,POL_C21,POL_C22,POL_C23,POL_C24,POL_C25,POL_C26,POL_C27,POL_C28,POL_C29,POL_C30,POL_C31T33,POL_D,POL_E,POL_F,POL_G,POL_H49,POL_H50,POL_H51,POL_H52,POL_H53,POL_I,POL_J58T60,POL_J61,POL_J62_63,POL_K,POL_L,POL_M,POL_N,POL_O,POL_P,POL_Q,POL_R,POL_S,POL_T
POL_H50,8.4397,0.0268,0.8336,0.1076,0.1686,17.6556,1.718,0.0662,0.2172,12.8896,0.032,0.3078,3.8229,0.6096,1.6473,3.1026,1.7753,2.0506,0.9381,7.5387,1.0417,2.045,6.8139,0.1294,13.8339,1.9707,3.2517,0.0198,0.0222,0.0205,0.0208,2.4136,0.3006,0.694,0.1334,0.4584,0.4788,0.2955,0.2419,0.7187,0.4634,2.3868,0.0619,0.8003,0.0
POL_H51,14.8326,0.1331,1.511,5.4951,0.176,33.4498,5.5671,6.2521,10.3441,25.7563,14.702,1.396,13.4829,9.5466,17.1903,16.2098,6.2651,9.8617,7.1368,21.2638,3.5559,16.469,9.4477,2.8393,27.2624,41.2735,21.142,0.5499,6.1687,57.9708,7.2988,4.5063,1.1023,0.8093,2.7106,5.4854,3.7969,7.7489,221.8471,3.0353,2.0297,4.3924,1.9857,2.7063,0.0
POL_H52,159.2779,1.13,60.1036,190.206,0.3084,889.8196,82.0131,59.8557,194.6145,324.6259,248.662,26.3858,226.4328,314.2839,543.1699,155.9161,34.3601,231.7125,92.5159,217.9835,77.9118,87.7015,198.8174,156.2275,404.9913,4897.6048,1845.827,187.9717,531.0573,3610.5111,87.5937,60.0187,41.3265,33.0912,2.3934,43.5991,128.073,225.4594,334.9875,49.682,29.6715,60.9068,32.2881,75.4526,0.0
POL_H53,9.1601,0.0661,5.0886,16.2364,0.0,58.2203,6.9347,3.1857,15.6811,13.9738,14.8786,2.6611,12.6942,15.7667,50.4549,10.2066,2.4992,15.6409,7.0121,12.0004,6.5994,88.3971,26.7331,17.3407,35.3302,296.06,43.3981,2.9273,9.7695,225.2463,110.2838,11.0373,9.5489,11.0744,45.3874,26.4447,11.1056,41.0619,47.8708,12.8959,9.1509,18.9813,4.8899,18.8462,0.0
POL_I,15.3443,0.0718,19.1275,11.3971,0.0294,92.1747,18.9405,7.1172,22.0416,10.9282,16.5159,7.572,27.0045,23.9533,7.4755,39.4052,4.8881,49.011,29.268,28.9733,16.3536,56.4809,10.8665,19.6478,332.2285,470.8055,260.9421,8.3905,73.9632,61.0675,5.1918,270.7047,27.4413,13.3037,93.5679,95.823,26.2192,222.0532,461.0514,74.4019,90.7831,271.2317,96.4934,18.5718,0.0
POL_J58T60,19.1609,0.1506,5.8577,5.4783,0.0308,127.9362,18.3361,7.491,53.3959,12.0283,47.6986,85.1528,21.7712,20.1606,8.0103,32.9286,4.4245,24.1486,18.4629,37.4746,19.2566,30.4965,10.0856,20.1505,45.7403,438.9124,74.4271,2.2276,8.73,31.2362,5.4835,75.4889,1372.3643,97.3049,131.3825,154.8417,71.9046,426.4702,80.9197,65.2053,106.5062,75.6668,63.4172,63.1389,0.0
POL_J61,23.3918,0.3246,4.1517,5.6692,0.0252,88.4748,30.9875,20.6631,18.6882,9.1613,82.1929,6.5861,32.9992,25.2098,9.8017,108.2626,6.2094,26.0952,29.1043,80.3745,13.0994,70.841,26.2992,32.1971,116.6155,474.2651,252.0417,2.5417,10.963,208.2898,23.7331,39.513,105.7481,348.729,178.7495,506.9231,83.5685,188.1135,116.0728,114.4074,48.2635,182.8883,44.6243,104.1082,0.0
POL_J62_63,26.9519,0.2733,20.8681,10.2737,0.0728,203.5222,20.2492,25.0808,147.7403,52.1184,95.8764,35.187,110.4456,51.5853,73.8724,105.4718,72.1604,103.4777,42.0079,110.2844,40.4585,82.1486,151.1094,17.5659,177.0193,1690.0808,75.19,9.1095,16.0494,69.3101,85.7927,48.4866,647.1403,471.3305,3311.1629,1344.2444,342.0318,1011.98,107.2876,108.3722,184.1192,107.9259,74.0409,84.166,0.0
POL_K,554.6095,2.0628,51.9889,56.7992,0.186,597.9021,115.549,127.1886,196.0043,130.4761,154.0665,52.0694,243.8654,180.8364,207.883,347.7285,77.8472,169.0303,159.1515,285.0433,96.6533,273.022,189.7682,166.6112,887.1898,2083.0564,1099.9221,23.814,108.7706,528.7827,32.5238,136.5454,143.7821,226.9264,260.4742,4490.4057,1002.2293,711.1723,497.0845,299.3148,279.9643,448.1593,240.7908,215.581,0.0
POL_L,75.8555,1.4354,6.1991,17.5775,0.8455,265.0629,86.5158,129.7785,77.4858,25.0122,75.1817,17.6454,82.5908,76.3312,36.1917,137.6847,17.0622,85.0748,62.2881,80.4106,56.8112,328.4396,162.6759,120.3912,455.1796,4023.1606,175.498,3.2012,12.4048,345.4966,21.7652,497.3231,109.6205,201.6365,278.2679,768.6782,1235.6311,820.6158,525.1551,153.7292,309.0511,1553.9518,394.5586,264.9406,0.0
POL_M,366.7826,1.3051,65.7863,99.3211,0.1765,1131.0335,241.9642,132.5871,434.7198,158.3585,406.1917,359.23,452.836,331.3791,500.9727,878.9136,106.8687,592.4849,444.2167,648.6449,346.3221,570.9251,484.5443,201.2502,1354.5048,5468.2384,710.3287,13.3903,48.3643,392.4232,29.1953,313.7697,368.8215,670.3036,699.4835,1006.0984,622.747,6236.9238,816.7991,242.3884,363.3099,663.8052,226.7744,160.584,0.0
POL_N,96.9204,1.859,53.0084,67.5244,0.0534,862.1826,121.4394,120.2975,291.9811,119.7543,235.8895,227.7098,339.4586,229.3234,218.7846,344.3337,175.6546,215.6907,162.9141,349.7261,85.61,323.7905,399.1984,248.2888,974.9342,3131.0133,1147.9294,28.6873,129.4726,621.0418,46.8291,256.8,239.9833,857.7498,633.8775,574.067,522.1024,1398.7006,2571.0912,155.1018,305.1439,550.5774,433.5038,384.5362,0.0
POL_O,31.6635,0.0292,10.7586,19.7522,0.0,78.4663,29.9121,18.8367,31.3009,8.2406,16.2911,4.4939,27.8758,24.638,23.2266,23.7937,25.7145,40.3919,25.6749,25.4737,20.9133,47.2568,38.6608,39.2105,29.9375,412.8985,105.4049,2.3677,6.9244,45.4346,4.6432,51.9071,31.3364,21.8705,57.6686,58.0103,30.3105,200.4813,86.9284,64.6237,25.3639,45.2212,18.5382,26.0922,0.0
POL_P,7.3407,0.0844,1.219,3.6167,0.0058,35.0206,5.7975,2.616,13.87,5.2712,16.7225,5.1632,12.0042,10.3849,5.9625,16.9519,4.3633,27.7383,13.2369,24.4075,8.3094,12.8321,6.3471,9.7429,54.7321,174.3967,19.4135,0.236,1.0617,14.9733,1.3309,26.3353,6.2321,19.2218,52.0619,57.869,12.9906,349.9051,61.3221,16.4082,1230.066,32.8153,37.4334,12.3077,0.0
POL_Q,34.79,0.1742,2.1773,3.9691,0.0137,62.4708,9.5511,4.7312,9.695,3.9065,9.039,6.2242,11.9256,8.467,18.6742,20.3147,2.7844,20.5878,12.3825,16.1727,7.0403,18.3741,12.5442,10.464,40.6377,163.7598,29.0671,0.454,1.9279,28.0306,1.9885,40.8665,6.1189,12.7242,46.5741,27.4309,19.9424,142.9127,46.5765,66.5532,33.6512,5067.3053,25.5984,10.3405,0.0
POL_R,5.4916,0.0442,3.0632,1.0396,0.0122,23.1608,3.8523,1.7597,7.7817,1.4348,4.7456,2.4104,4.9369,4.2306,2.2467,7.2704,1.3168,5.0092,3.2363,4.3438,7.7909,5.9908,2.3609,4.0602,19.5085,51.0828,10.5742,0.3509,1.0194,4.929,0.4956,23.4702,20.2415,2.6421,17.5251,10.243,10.9407,41.1616,30.8505,19.3773,18.9213,17.9615,1438.6451,63.2975,0.0
POL_S,50.9221,0.2266,12.8078,12.7844,0.0222,155.2924,33.7146,33.7432,45.9122,54.6407,20.4892,5.9105,54.0495,57.0781,17.4695,55.6808,14.4945,41.7975,30.4342,26.134,11.8999,77.7597,14.2541,32.2679,103.298,678.8915,52.8544,0.7115,2.5472,26.617,2.4619,82.5646,43.5501,58.3591,101.608,47.9029,39.5146,138.434,49.6783,11.5801,32.8274,235.9562,49.716,99.1622,0.0
POL_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
