V1,KHM_A01_02,KHM_A03,KHM_B05_06,KHM_B07_08,KHM_B09,KHM_C10T12,KHM_C13T15,KHM_C16,KHM_C17_18,KHM_C19,KHM_C20,KHM_C21,KHM_C22,KHM_C23,KHM_C24,KHM_C25,KHM_C26,KHM_C27,KHM_C28,KHM_C29,KHM_C30,KHM_C31T33,KHM_D,KHM_E,KHM_F,KHM_G,KHM_H49,KHM_H50,KHM_H51,KHM_H52,KHM_H53,KHM_I,KHM_J58T60,KHM_J61,KHM_J62_63,KHM_K,KHM_L,KHM_M,KHM_N,KHM_O,KHM_P,KHM_Q,KHM_R,KHM_S,KHM_T
KHM_C20,54.4144,0.0584,0,0.9116,0.1507,0.9534,0.6517,0.2309,0.0417,0.5875,4.6815,0.2776,11.2868,0.8357,0.1751,0.318,0.0001,0.0002,0.0078,0.0443,0.0455,0.368,0.1687,0.5736,0.2589,3.6042,0.0395,0.0069,0.0103,0.0158,0.04,0.0829,0.0977,0.1133,0.0368,0.2512,3.1486,0.2873,0.0971,0.1111,0.1799,5.7389,0.0763,0.3528,0
KHM_C21,7.3017,0.0238,0,0.0438,0.0043,0.1379,0.0344,0.014,0.0011,0.0595,0.2864,0.8287,0.3179,0.0325,0.0107,0.0165,0.0,0.0,0.0006,0.0017,0.0031,0.0186,0.0083,0.0323,0.0135,0.3768,0.0031,0.0018,0.0014,0.0016,0.0077,0.0085,0.0063,0.0195,0.0057,0.0384,0.1793,0.2841,0.0058,0.0455,0.0449,9.93,0.0199,0.0454,0
KHM_C22,3.5892,0.0137,0,0.0337,0.0071,55.1128,5.5078,0.4689,4.2564,0.0756,0.9119,0.148,11.894,1.8659,3.7567,12.3607,0.0008,0.0025,0.1319,2.624,2.6027,3.0574,1.4497,2.1049,29.2446,57.7825,17.7863,1.1258,1.3215,3.0554,0.006,8.037,1.2038,0.015,0.1044,0.0032,0.0036,0.3151,0.611,4.1654,0.0081,0.1639,0.2226,0.604,0
KHM_C23,0.06,0.0002,0,0.4047,0.083,16.3988,0.0006,0.0104,0.0002,0.0208,1.5515,0.2956,1.9651,1.6375,0.1106,0.2463,0.0001,0.0002,0.003,0.4971,0.4544,0.662,1.9622,1.0308,18.9991,4.1504,0.8007,0.1866,0.2376,0.3435,0.0003,0.3222,0.0692,0.0014,0.0482,0.0,0.451,0.1678,0.1403,0.1168,0.0314,0.0048,0.0938,0.2855,0
KHM_C24,0.0005,0.0,0,0.0,0.0,0.6415,0.094,0.0077,0.0861,0.0551,0.0136,0.0006,0.0486,0.0235,9.9074,10.1272,0.0,0.0001,0.0047,0.1372,0.145,0.4777,0.2887,0.4124,44.5753,0.6292,1.3284,0.2884,0.432,0.4517,0.0002,0.2334,0.0505,0.0015,0.0,0.0,0.0,0.0,0.0059,0.006,0.0012,0.0669,0.033,0.0729,0
KHM_C25,0.006,0.0,0,0.0001,0.0,3.0732,0.5696,0.0499,0.4133,0.2935,0.0555,0.006,0.2709,0.1924,3.7834,26.2743,0.0001,0.0003,0.0393,2.0848,2.6497,6.4009,2.3462,2.0995,138.5282,4.756,8.197,1.8699,1.2632,4.1736,0.0017,1.1688,0.311,0.0111,0.0,0.0,0.0003,0.0057,0.7322,1.137,0.0349,0.4058,0.2105,0.3873,0
KHM_C26,0.0005,0.0,0,0.0002,0.0001,0.0008,0.0003,0.0003,0.0001,0.0035,0.0003,0.0001,0.0001,0.0,0.0002,0.0013,0.0,0.0,0.0012,0.0009,0.0015,0.0066,0.0045,0.0033,0.0068,0.0112,0.0024,0.0005,0.001,0.0013,0.0007,0.0076,0.0033,0.0169,0.0006,0.0015,0.0002,0.0005,0.0004,0.0074,0.0028,0.0029,0.0015,0.0063,0
KHM_C27,0.0012,0.0,0,0.0005,0.0001,0.0016,0.0005,0.0007,0.0001,0.0093,0.0004,0.0,0.0002,0.0001,0.0009,0.0026,0.0,0.0001,0.0039,0.0028,0.0033,0.0175,0.0112,0.0055,0.0464,0.0176,0.0055,0.0009,0.0008,0.0019,0.0006,0.0149,0.0033,0.0128,0.0003,0.0011,0.0004,0.0005,0.0004,0.0061,0.0021,0.0021,0.0017,0.0071,0
KHM_C28,0.0,0.0,0,0.0,0.0,0.0053,0.0009,0.0001,0.0004,0.0167,0.0001,0.0,0.0005,0.0003,0.005,0.0198,0.0,0.0,0.0309,0.0012,0.0015,0.0119,0.6526,0.3693,0.3328,1.5112,0.4796,0.1566,0.1546,0.2162,0.0,0.0019,0.0576,0.0001,0.0013,0.0,0.0,0.0035,0.0338,0.0015,0.0,0.002,0.0631,0.0837,0
KHM_C29,0.282,0.0322,0,0.1826,0.0204,0.0025,0.0004,0.0,0.0002,0.0591,0.0,0.0,0.0002,0.0002,0.0012,0.004,0.0,0.0,0.0024,0.4642,0.0982,0.0116,1.4089,0.7774,0.5725,0.0037,2.2938,0.0585,0.1564,0.2495,0.2045,0.0534,0.0941,0.3233,0.2254,0.0,0.2871,0.4717,0.5631,0.0008,0.0,0.0001,0.1231,0.2308,0
KHM_C30,0.2534,0.0787,0,0.2691,0.0383,0.0016,0.0005,0.0,0.0002,0.0837,0.0,0.0,0.0002,0.0001,0.0003,0.0015,0.0,0.0,0.0014,0.5277,2.0001,0.059,1.334,0.3819,0.6037,0.003,1.9435,0.6142,2.2115,0.2851,0.1548,0.0532,0.1246,0.1896,0.2985,0.0,0.2625,0.6663,0.5204,0.0019,0.0,0.0001,0.1351,0.1584,0
KHM_C31T33,7.8755,6.3106,0,0.9652,0.1707,3.2925,0.6696,0.1934,0.2228,5.2593,0.1561,0.0312,0.2343,0.3374,0.4338,1.4876,0.002,0.0032,0.0202,0.0978,0.335,3.3162,3.9744,3.0756,20.683,12.0852,8.5769,1.8021,4.7427,2.9203,2.2865,6.9577,0.9404,7.531,0.132,0.4262,0.248,0.2656,0.7306,2.8689,2.2666,0.4222,2.6845,2.0147,0
KHM_D,7.2117,0.2198,0,0.1443,0.0109,17.9295,2.2445,0.1991,2.1262,0.4135,0.9098,0.067,1.4079,0.4342,0.2715,0.3364,0.0007,0.002,0.0264,0.0236,0.0289,0.4427,33.5575,6.3594,5.8103,3.9838,3.5577,0.1967,0.4148,1.4146,0.9191,6.8698,2.229,10.1276,4.1539,2.1053,74.9858,8.6695,2.9515,21.5625,3.6972,2.4671,2.2509,2.6176,0
KHM_E,5.3301,0.1684,0,0.1749,0.0398,6.0096,0.3859,0.0474,0.313,0.0647,0.13,0.0143,0.2679,0.5868,0.4308,0.3716,0.0006,0.0019,0.0479,0.0904,0.1874,0.7237,4.7732,12.4921,10.4442,7.4636,5.9544,1.167,1.6936,2.8914,1.7464,13.7644,0.6297,7.1715,0.5148,0.5559,19.1071,1.2439,1.1166,6.1937,1.6777,0.546,0.6314,2.7363,0
KHM_F,2.3615,0.0007,0,11.205,2.3126,0.0016,0.0005,0.0006,0.0002,0.2149,0.0001,0.0,0.0,0.0007,0.0005,0.0012,0.0,0.0,0.0002,0.0006,0.0011,0.0266,148.2901,42.9704,326.8606,0.0044,53.1299,6.3395,9.0346,27.202,0.0002,5.2213,4.8903,0.001,0.0022,0.0006,0.0093,0.0272,2.7413,0.0049,0.0025,0.7454,6.8303,9.9653,0
KHM_G,124.0515,8.8336,0,2.5958,0.5335,137.0776,352.556,11.6986,11.2056,8.9434,4.8627,1.0496,20.4116,2.655,5.2526,12.7126,0.0101,0.0171,0.6552,3.0151,3.0729,10.536,24.7111,16.151,108.1313,82.0345,49.8969,4.1349,6.6996,7.788,3.8271,97.0334,6.6704,12.494,5.4715,1.2693,11.3916,12.6503,9.3438,16.9837,5.436,13.9148,4.8539,7.9504,0
KHM_H49,26.9042,1.6915,0,0.5009,0.0646,46.9958,37.4902,2.4217,1.91,1.7488,1.2141,0.188,4.2334,1.4998,1.7637,3.8915,0.0021,0.0034,0.1457,0.43,0.4817,2.0327,8.8018,5.4852,56.6554,91.7557,21.891,2.1418,2.7674,5.0782,2.7342,64.0775,2.159,5.313,4.792,3.4241,26.2973,10.2316,5.2696,19.9523,5.5669,3.0363,1.7416,3.1412,0
KHM_H50,0.0632,0.0413,0,0.005,0.0007,0.0216,4.3674,0.0264,0.0516,0.1883,0.0559,0.0229,0.2281,0.0086,0.0127,0.0454,0.0006,0.0007,0.0241,0.0364,0.0336,0.2734,0.124,0.0465,0.5594,0.0159,0.0059,0.0039,0.0068,0.0049,0.0079,0.0131,0.0195,0.1063,0.0055,0.0152,0.0093,0.0306,0.0217,0.0058,0.0046,0.4299,0.028,0.0683,0
KHM_H51,0.9748,0.0938,0,0.0196,0.0021,0.0142,4.6539,0.076,0.1039,0.3523,0.0878,0.02,0.3397,0.0325,0.0604,0.1187,0.0005,0.0008,0.0253,0.0416,0.0383,0.2758,0.1246,0.1026,0.5856,0.0154,0.0214,0.0061,0.0032,0.0052,0.0056,0.0082,0.0143,0.0877,0.0032,0.0087,0.0057,0.0195,0.0153,0.0034,0.005,0.2472,0.0348,0.083,0
KHM_H52,8.0516,0.3969,0,0.1259,0.0163,18.0684,7.376,0.6031,0.4931,0.3242,0.3129,0.046,1.0383,0.4575,0.5105,1.1014,0.0003,0.0005,0.026,0.1025,0.1181,0.3605,2.5515,1.8591,16.9356,57.9076,16.4672,7.1674,8.8307,9.8633,1.4179,21.278,0.6686,2.2096,1.6974,1.0936,11.3577,2.9056,2.6955,6.5903,0.8318,0.5697,0.3858,0.7752,0
KHM_H53,2.3602,0.0065,0,0.3024,0.0712,2.9826,0.1838,0.0849,0.1745,0.0094,0.1867,0.0407,0.181,0.0447,0.0236,0.0839,0.0,0.0,0.005,0.0304,0.0473,0.0268,0.2974,0.3232,1.36,8.2282,2.3595,0.4157,0.5391,1.4997,3.0628,2.2441,0.5199,3.6364,0.3297,1.5074,8.4599,0.6923,0.5625,1.9558,0.8138,0.2192,0.1795,0.3887,0
KHM_I,12.1571,0.0321,0,1.2129,0.5798,109.4759,9.0927,0.8349,0.8362,0.9364,2.3201,0.5258,5.8092,0.7689,1.2511,3.6966,0.0002,0.0004,0.0341,0.3062,0.5421,0.5988,7.9518,4.6897,53.3062,231.2814,85.5276,10.6636,77.2524,21.1834,1.7702,163.8191,4.7671,9.1778,14.2197,16.6506,47.4232,24.46,34.2173,33.6294,10.8114,25.3656,2.2874,5.5513,0
KHM_J58T60,1.7651,0.007,0,0.2039,0.0027,4.5967,0.4039,0.0152,0.3281,0.031,0.0712,0.0159,0.0839,0.2042,0.1067,0.3257,0.0001,0.0001,0.0273,0.0574,0.1295,0.1344,1.6352,0.3264,2.0867,2.0318,2.7352,0.6032,1.5101,1.3002,0.4686,6.9129,9.3019,8.3022,0.5332,0.422,4.9119,1.686,0.997,3.1295,1.6053,0.1558,0.6727,0.3337,0
KHM_J61,13.6186,0.0379,0,1.7512,0.4781,14.1017,0.8448,0.4528,0.7132,0.0429,0.7992,0.1559,0.8692,0.2411,0.1094,0.4243,0.0,0.0,0.0248,0.1384,0.2288,0.1295,1.3814,1.3825,9.3292,30.7602,16.6148,2.2897,3.911,6.3491,0.4411,16.3705,2.8676,20.1733,2.7752,6.5474,48.4079,3.5175,2.8323,7.6083,4.0314,1.4205,0.9455,1.5085,0
KHM_J62_63,2.9282,0.0049,0,0.3174,0.0634,6.5861,1.4991,0.0618,0.3597,0.2911,0.0804,0.016,0.3022,0.1593,0.0672,0.1806,0.0,0.0001,0.0124,0.058,0.104,0.1247,0.6304,1.9245,3.752,16.7335,3.5479,0.6269,2.0357,1.8077,1.6837,10.0386,3.5632,18.8162,9.4991,5.6296,12.5325,3.7079,1.4457,13.9907,3.3758,0.6371,1.7124,1.9078,0
KHM_K,1.2438,0.0042,0,1.1276,0.1617,13.2795,3.0502,0.1432,0.1634,0.5917,2.9819,0.4337,0.3703,0.1061,0.2243,0.5314,0.0007,0.0015,0.1771,0.0368,0.0426,0.4213,2.8991,1.2386,7.7463,31.0768,8.2248,1.9117,2.494,2.8002,0.2398,7.2873,0.535,1.4325,0.5776,14.5338,73.1488,1.3576,1.1493,1.9389,2.3631,1.0254,0.5193,0.9794,0
KHM_L,0.0161,0.0,0,0.0225,0.0052,0.1201,0.0098,0.035,0.0019,0.0109,0.0018,0.0004,0.0053,0.0018,0.0007,0.0027,0.0,0.0,0.0001,0.0008,0.0011,0.002,0.0073,0.0048,0.0149,0.2776,0.1035,0.0119,0.0213,0.0626,0.0034,0.1681,0.005,0.0283,0.0327,0.0515,0.6089,0.0854,0.0365,0.1583,0.0702,0.0124,0.0033,0.0048,0
KHM_M,8.8953,0.0156,0,0.7196,0.1979,12.209,1.8979,0.1248,0.6644,0.5898,0.2415,0.0805,0.7076,0.3299,0.128,0.335,0.0001,0.0001,0.0291,0.1554,0.2281,0.2089,1.0285,4.6307,11.3552,33.766,5.4506,1.1065,1.9419,2.3921,1.3753,17.1794,4.5592,14.5349,4.7453,4.8055,56.6285,20.6212,3.609,16.7515,4.084,1.5497,3.3852,5.0376,0
KHM_N,5.584,0.0094,0,0.2954,0.0622,7.4729,1.4999,0.1148,0.379,0.2251,0.1169,0.0268,0.4843,0.2189,0.1382,0.4455,0.0,0.0001,0.0132,0.0694,0.1077,0.1766,1.3807,3.1253,6.5968,21.9458,6.589,2.1567,4.7839,2.4477,1.9416,23.5217,2.5493,10.8537,3.7042,3.4571,38.1812,7.8836,7.5335,9.2373,3.1548,1.335,2.5132,2.4568,0
KHM_O,1.3531,0.0015,0,0.6512,0.1225,1.9539,0.0948,0.0079,0.0665,0.0041,0.0196,0.0046,0.0253,0.0198,0.028,0.0561,0.0,0.0,0.0,0.0016,0.0032,0.2118,2.5864,0.7469,0.1414,2.0629,1.7242,0.2973,0.496,0.5691,0.0466,3.4265,0.3455,0.2352,0.9077,0.0627,5.5877,2.7863,0.8478,0.4326,2.1905,2.0798,0.2667,0.379,0
KHM_P,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635,0.0022,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.313,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1756,0.0001,0.2596,0.0,0.0001,0.4568,0.0911,0.0,0.4131,0.9319,0.2161,0.4358,0
KHM_Q,0.0,0.0,0,0.0,0.0,0.0001,0.0016,0.0,0.0,0.0063,0.0014,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.2346,0.0,0.0144,0.001,0.0001,0.0002,0.0004,0.0,0.0,0.1117,0.0,0.3029,0.0,0.0,0.8581,0.3224,0.0,2.3514,1.0739,0.3029,0.5321,0
KHM_R,3.3241,0.0175,0,0.1717,0.0324,3.8413,0.1413,0.0108,0.0525,0.0195,0.0294,0.0073,0.0632,0.1061,0.0204,0.0503,0.0,0.0001,0.0175,0.0436,0.0591,0.019,0.9177,0.3943,1.222,0.8007,2.3469,1.733,1.0861,1.5189,0.7071,3.4207,2.0299,3.3699,0.3118,0.3672,3.8039,1.0124,1.9816,1.956,1.7319,0.3368,6.4008,0.9995,0
KHM_S,7.2748,0.1081,0,0.4182,0.1082,6.8018,0.4408,0.0481,0.1127,0.0755,0.0896,0.0171,0.1465,0.4038,0.0551,0.1486,0.0001,0.0001,0.0481,0.1192,0.1843,0.2691,5.5015,3.0955,3.8266,3.4629,8.2944,1.4247,2.7937,2.9631,1.5999,11.0509,1.47,5.7842,0.5782,1.7694,9.9283,2.1184,1.7449,4.9145,2.2274,1.207,1.5235,5.3148,0
KHM_T,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
